,height,length,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class,real_identifier
39,6.0,6.0,36.0,0.75,0.21,0.43,7.1,8.0,16.0,2.0,1.0,0
40,6.0,18.0,108.0,3.6,0.585,0.95,2.4,63.0,102.0,22.0,1.0,0
41,2.0,70.0,140.0,35.0,0.62,0.99,3.8,50.0,70.0,13.0,2.0,0
42,10.0,260.0,2600.0,26.0,0.17,0.75,1.3,410.0,1800.0,310.0,1.0,0
43,16.0,100.0,1600.0,6.25,0.92,0.98,14.5,1600.0,1600.0,120.0,1.0,0
44,9.0,130.0,1170.0,14.5,0.21,0.57,1.5,220.0,600.0,150.0,1.0,0
45,12.0,85.0,1020.0,7.9,0.29,0.76,2.0,290.0,740.0,145.0,1.0,0
46,4.0,4.0,16.0,1.0,0.88,1.0,8.1,14.0,16.0,2.0,1.0,0
47,24.0,190.0,4560.0,7.5,0.46,0.87,8.0,2100.0,4000.0,270.0,1.0,0
48,8.0,115.0,920.0,14.4,0.18,0.45,1.3,150.0,360.0,110.0,1.0,0
49,10.0,80.0,800.0,8.0,0.36,0.79,2.2,260.0,560.0,115.0,1.0,0
50,18.0,3.0,54.0,0.167,0.8,0.8,32.0,32.0,32.0,2.0,4.0,0
51,6.0,50.0,300.0,8.333,0.3,0.65,2.1,90.0,195.0,50.0,1.0,0
52,8.0,210.0,1680.0,26.25,0.25,0.78,1.3,420.0,1200.0,300.0,1.0,0
53,4.0,32.0,128.0,8.0,0.35,0.94,1.2,45.0,120.0,40.0,1.0,0
54,6.0,8.0,48.0,1.333,0.7,1.0,3.1,30.0,48.0,10.0,1.0,0
55,10.0,15.0,150.0,1.5,0.4,1.0,1.6,60.0,150.0,30.0,1.0,0
56,2.0,90.0,180.0,45.0,0.88,1.0,13.0,80.0,90.0,5.0,2.0,0
57,7.0,100.0,700.0,14.286,0.23,0.71,1.75,150.0,500.0,85.0,1.0,0
58,5.0,15.0,75.0,3.0,0.33,0.51,2.6,25.0,40.0,10.0,1.0,0
59,25.0,110.0,2750.0,4.4,0.91,0.98,17.0,2400.0,2700.0,140.0,1.0,0
60,7.0,45.0,315.0,7.0,0.25,0.65,1.5,78.0,190.0,52.0,1.0,0
61,11.0,43.0,473.0,4.2,0.47,0.97,2.85,198.0,405.0,70.0,1.0,0
62,9.0,42.0,378.0,5.1,0.42,0.99,2.3,138.0,328.0,60.0,1.0,0
63,15.0,59.0,825.0,4.2,0.72,0.95,12.0,580.0,760.0,50.0,1.0,0
64,2.0,36.0,72.0,18.0,0.22,1.0,1.2,8.0,36.0,7.0,1.0,0
65,10.0,52.0,480.0,5.6,0.33,0.72,2.7,150.0,330.0,56.0,1.0,0
66,9.0,38.0,324.0,4.6,0.62,0.94,3.3,184.0,280.0,57.0,1.0,0
67,14.0,108.0,1452.0,8.2,0.31,0.69,2.4,430.0,960.0,180.0,1.0,0
68,24.0,28.0,672.0,1.2,0.28,0.97,1.85,170.0,590.0,94.0,1.0,0
69,7.0,15.0,105.0,2.2,0.3,0.7,1.6,25.0,60.0,16.0,1.0,0
70,11.0,88.0,968.0,8.0,0.312,0.752,2.3,302.0,728.0,118.0,1.0,0
71,13.0,95.0,1235.0,7.308,0.289,0.682,2.4,357.0,842.0,145.0,1.0,0
72,9.0,120.0,1080.0,13.333,0.359,0.832,2.6,388.0,898.0,132.0,1.0,0
73,20.0,50.0,1000.0,2.5,0.223,0.595,3.2,223.0,500.0,75.0,1.0,0
74,8.0,320.0,2560.0,40.0,0.137,0.615,1.3,350.0,1580.0,305.0,1.0,0
75,10.0,70.0,700.0,7.0,0.389,0.795,2.1,272.0,570.0,110.0,1.0,0
76,12.0,60.0,720.0,5.0,0.267,0.654,2.9,192.0,470.0,98.0,1.0,0
77,9.0,290.0,2610.0,32.222,0.205,0.792,1.4,567.0,2100.0,410.0,1.0,0
78,25.0,70.0,1750.0,2.8,0.235,0.545,3.4,410.0,950.0,120.0,1.0,0
79,10.0,85.0,850.0,8.5,0.365,0.79,2.7,310.0,700.0,125.0,1.0,0
80,2.0,45.0,90.0,22.5,0.712,0.95,5.5,64.0,85.0,7.0,2.0,0
81,12.0,110.0,1320.0,9.167,0.271,0.845,1.7,310.0,960.0,180.0,1.0,0
82,9.0,70.0,630.0,7.778,0.288,0.798,2.3,180.0,500.0,80.0,1.0,0
83,3.0,190.0,570.0,63.333,0.495,0.585,30.0,270.0,320.0,10.0,2.0,0
84,11.0,260.0,2860.0,23.636,0.275,0.705,2.0,750.0,1900.0,360.0,1.0,0
85,7.0,7.0,49.0,1.0,0.465,0.845,2.8,24.0,42.0,9.0,1.0,0
86,5.0,95.0,475.0,19.0,0.425,0.765,2.2,165.0,295.0,75.0,1.0,0
87,9.0,15.0,135.0,1.667,0.405,0.985,1.95,40.0,90.0,21.0,1.0,0
88,7.0,25.0,175.0,3.571,0.365,0.975,2.1,65.0,170.0,30.0,1.0,0
89,32.0,30.0,960.0,0.938,0.105,0.285,5.75,95.0,260.0,17.0,5.0,0
90,8.0,60.0,480.0,7.5,0.33,0.75,2.1,160.0,360.0,70.0,1.0,0
91,6.0,30.0,180.0,5.0,0.28,0.78,1.5,50.0,140.0,35.0,1.0,0
92,10.0,200.0,2000.0,20.0,0.35,0.72,2.3,700.0,1450.0,300.0,1.0,0
93,5.0,25.0,125.0,5.0,0.25,0.7,1.6,35.0,100.0,20.0,1.0,0
94,9.0,150.0,1350.0,16.667,0.3,0.74,2.2,450.0,1110.0,210.0,1.0,0
95,7.0,50.0,350.0,7.143,0.32,0.76,1.9,110.0,270.0,60.0,1.0,0
96,11.0,140.0,1540.0,12.727,0.29,0.78,2.4,430.0,1200.0,190.0,1.0,0
97,4.0,22.0,88.0,5.5,0.29,0.4,5.0,25.0,35.0,5.0,2.0,0
98,10.0,48.0,480.0,4.8,0.32,0.68,1.9,150.0,320.0,80.0,1.0,0
99,7.0,130.0,910.0,18.571,0.1,0.39,1.3,95.0,380.0,80.0,1.0,0
100,7.5,5.0,37.5,0.67,0.58,0.98,2.8,22.0,37.0,8.0,1.0,0
101,3.0,48.0,144.0,16.0,0.48,0.53,14.5,69.0,76.0,4.0,2.0,0
102,23.0,120.0,2760.0,5.22,0.89,0.95,16.5,2450.0,2620.0,158.0,1.0,0
103,10.0,20.0,180.0,2.0,0.52,0.79,7.8,90.0,140.0,12.0,1.0,0
104,9.5,18.0,171.0,1.95,0.54,0.85,7.3,92.0,145.0,14.0,1.0,0
105,6.0,36.0,216.0,6.0,0.49,0.9,2.6,106.0,196.0,45.0,1.0,0
106,11.0,115.0,1265.0,10.0,0.21,0.68,1.7,290.0,890.0,180.0,1.0,0
107,2.0,9.0,18.0,4.5,0.87,1.0,6.9,15.0,18.0,2.0,2.0,0
108,9.0,25.0,225.0,2.78,0.32,0.69,2.2,72.0,150.0,30.0,1.0,0
109,11.0,220.0,2420.0,20.0,0.23,0.96,1.7,520.0,2100.0,310.0,1.0,0
110,8.0,30.0,240.0,3.75,0.3,0.85,1.5,72.0,204.0,50.0,1.0,0
111,10.0,80.0,800.0,8.0,0.35,0.97,2.0,280.0,776.0,130.0,1.0,0
112,6.0,18.0,108.0,3.0,0.34,0.99,1.4,36.0,108.0,30.0,1.0,0
113,9.0,120.0,1080.0,13.33,0.32,0.83,2.5,360.0,900.0,140.0,1.0,0
114,24.0,2.0,48.0,0.08,0.98,1.0,24.0,47.0,48.0,2.0,4.0,0
115,3.0,45.0,135.0,15.0,0.5,0.55,45.0,67.0,74.0,2.0,2.0,0
116,11.0,60.0,660.0,5.5,0.23,0.65,1.6,152.0,429.0,100.0,1.0,0
117,10.0,40.0,400.0,4.0,0.46,0.95,3.0,184.0,368.0,60.0,1.0,0
118,2.0,68.0,136.0,34.0,0.94,0.99,20.0,64.0,68.0,4.0,2.0,0
119,15.0,14.0,210.0,0.93,0.52,0.83,7.0,108.0,182.0,15.0,1.0,0
120,6.0,38.0,228.0,3.8,0.295,0.845,1.9,67.0,193.0,36.0,1.0,0
121,5.0,20.0,100.0,2.5,0.25,0.8,3.5,25.0,80.0,18.0,1.0,0
122,7.0,60.0,420.0,8.571,0.357,0.9,1.85,150.0,378.0,55.0,1.0,0
123,8.0,50.0,400.0,6.25,0.4,0.775,2.1,160.0,310.0,50.0,1.0,0
124,6.0,25.0,150.0,4.167,0.333,0.9,2.2,50.0,135.0,30.0,1.0,0
125,9.0,100.0,900.0,11.111,0.444,0.95,2.5,400.0,850.0,160.0,1.0,0
126,5.0,15.0,75.0,3.0,0.2,0.7,4.0,15.0,52.0,12.0,5.0,0
127,7.0,30.0,210.0,4.286,0.286,0.85,1.75,60.0,180.0,35.0,1.0,0
128,8.0,10.0,80.0,1.25,0.35,0.95,1.5,28.0,76.0,20.0,1.0,0
129,6.0,22.0,132.0,3.667,0.3,0.88,1.8,40.0,118.0,25.0,1.0,0
130,8.0,10.0,80.0,1.25,0.7,0.85,6.8,56.0,68.0,9.0,1.0,0
131,11.0,28.0,308.0,2.55,0.29,0.82,1.75,89.0,253.0,50.0,1.0,0
132,10.0,240.0,2400.0,24.0,0.35,0.74,2.5,840.0,1776.0,310.0,1.0,0
133,12.0,27.0,324.0,2.25,0.25,0.29,11.0,81.0,95.0,8.0,1.0,0
134,6.0,18.0,108.0,3.0,0.31,0.83,1.5,42.0,117.0,28.0,1.0,0
135,10.0,35.0,350.0,3.5,0.48,0.83,3.3,168.0,290.0,46.0,1.0,0
136,7.0,15.0,105.0,2.14,0.39,0.84,1.7,41.0,88.0,24.0,1.0,0
137,9.0,39.0,351.0,4.33,0.33,0.65,1.7,116.0,230.0,62.0,1.0,0
138,8.0,14.0,112.0,1.75,0.62,0.81,6.0,70.0,90.0,12.0,1.0,0
139,4.0,4.0,16.0,1.0,0.88,0.88,8.1,14.0,14.0,2.0,1.0,0
140,9.0,28.0,252.0,3.5,0.375,0.875,2.1,95.0,220.0,45.0,1.0,0
141,8.0,160.0,1280.0,20.0,0.18,0.65,1.2,230.0,800.0,185.0,1.0,0
142,7.0,18.0,126.0,2.5,0.44,0.9,1.95,55.0,115.0,30.0,1.0,0
143,6.0,18.0,108.0,2.9,0.46,0.75,2.6,48.0,80.0,20.0,1.0,0
144,6.0,27.0,162.0,4.4,0.43,0.77,2.4,68.0,125.0,30.0,1.0,0
145,5.0,8.0,40.0,1.6,0.42,1.0,1.2,17.0,40.0,15.0,1.0,0
146,12.0,70.0,840.0,5.8,0.36,0.7,2.9,290.0,580.0,105.0,1.0,0
147,10.0,340.0,3400.0,34.0,0.23,0.78,1.5,760.0,2600.0,530.0,1.0,0
148,9.0,190.0,1710.0,21.0,0.4,0.79,2.8,680.0,1350.0,250.0,1.0,0
149,11.0,14.0,154.0,1.2,0.36,0.79,2.1,55.0,120.0,28.0,1.0,0
150,2.0,30.0,60.0,15.0,0.9,0.95,30.0,54.0,57.0,2.0,4.0,0
151,8.0,85.0,680.0,10.625,0.28,0.93,2.1,190.0,630.0,110.0,1.0,0
152,1.0,145.0,145.0,145.0,1.0,1.0,145.0,145.0,145.0,1.0,2.0,0
153,6.0,35.0,210.0,5.833,0.34,0.87,1.5,72.0,180.0,50.0,1.0,0
154,11.0,3.0,33.0,0.273,0.58,0.62,12.0,19.0,20.0,2.0,2.0,0
155,8.0,25.0,200.0,3.125,0.42,1.0,2.0,84.0,200.0,35.0,1.0,0
156,4.0,500.0,2000.0,125.0,0.39,0.45,23.5,780.0,800.0,30.0,2.0,0
157,9.0,130.0,1170.0,14.444,0.29,0.55,2.2,340.0,650.0,170.0,1.0,0
158,18.0,15.0,270.0,0.833,0.31,0.44,8.0,83.0,110.0,10.0,1.0,0
159,12.0,420.0,5040.0,35.0,0.33,0.61,3.1,1700.0,3100.0,560.0,1.0,0
160,8.0,25.0,200.0,3.125,0.345,0.845,2.5,69.0,169.0,30.0,1.0,0
161,9.0,19.0,171.0,2.111,0.372,0.867,2.9,63.0,148.0,21.0,1.0,0
162,10.0,500.0,4500.0,50.0,0.192,0.72,1.5,860.0,3400.0,640.0,1.0,0
163,7.0,15.0,105.0,1.714,0.41,0.83,2.0,43.0,87.0,16.0,1.0,0
164,10.0,100.0,900.0,10.0,0.365,0.88,2.2,330.0,810.0,150.0,1.0,0
165,9.0,30.0,270.0,3.333,0.395,0.51,35.0,108.0,138.0,5.0,1.0,0
166,9.0,260.0,2340.0,28.889,0.32,0.83,1.9,700.0,1900.0,350.0,1.0,0
167,12.0,40.0,480.0,3.333,0.3,0.75,2.0,140.0,360.0,75.0,1.0,0
168,8.0,13.0,104.0,1.625,0.47,0.68,3.8,48.0,70.0,14.0,1.0,0
169,11.0,210.0,2310.0,19.091,0.515,0.77,5.5,1250.0,1900.0,240.0,1.0,0
170,9.0,65.0,585.0,7.222,0.215,0.712,1.63,126.0,416.0,54.0,1.0,0
171,7.0,30.0,210.0,4.286,0.333,0.9,1.5,70.0,189.0,40.0,1.0,0
172,12.0,290.0,3480.0,24.167,0.182,0.64,1.45,634.0,2227.0,402.0,1.0,0
173,5.0,25.0,125.0,5.0,0.32,0.86,1.25,40.0,108.0,28.0,1.0,0
174,11.0,275.0,3025.0,25.0,0.165,0.615,1.4,499.0,1860.0,365.0,1.0,0
175,9.0,40.0,360.0,4.444,0.25,0.9,1.9,90.0,324.0,55.0,1.0,0
176,6.0,20.0,120.0,3.333,0.3,0.875,1.2,36.0,105.0,30.0,1.0,0
177,13.0,280.0,3640.0,21.538,0.17,0.59,1.48,618.0,2145.0,395.0,1.0,0
178,4.0,18.0,72.0,4.5,0.278,0.89,1.3,20.0,64.0,18.0,1.0,0
179,10.0,260.0,2600.0,26.0,0.18,0.62,1.55,468.0,1612.0,340.0,1.0,0
180,10.0,45.0,450.0,4.5,0.47,0.95,3.2,212.0,428.0,60.0,1.0,0
181,12.0,14.0,168.0,1.2,0.52,0.85,4.2,87.0,120.0,18.0,1.0,0
182,8.0,39.0,312.0,5.5,0.36,0.88,1.9,112.0,272.0,58.0,1.0,0
183,7.0,34.0,238.0,5.0,0.37,0.96,1.7,78.0,198.0,45.0,1.0,0
184,11.0,140.0,1540.0,12.0,0.34,0.76,3.1,580.0,1300.0,190.0,1.0,0
185,9.0,8.0,72.0,1.0,0.42,1.0,2.1,30.0,72.0,12.0,1.0,0
186,10.0,50.0,490.0,5.5,0.59,0.99,3.1,270.0,450.0,88.0,1.0,0
187,8.0,12.0,96.0,1.6,0.31,1.0,1.8,30.0,96.0,14.0,1.0,0
188,37.0,6.0,222.0,0.14,0.66,0.82,8.0,130.0,160.0,16.0,1.0,0
189,9.0,150.0,1350.0,18.0,0.21,0.73,1.3,250.0,880.0,200.0,1.0,0
190,16.0,3.0,48.0,0.187,0.715,0.715,25.0,25.0,25.0,1.0,4.0,0
191,6.0,13.0,78.0,2.5,0.566,0.861,2.89,44.0,65.0,15.0,1.0,0
192,14.0,6.0,84.0,0.428,0.133,0.548,9.0,9.0,39.0,1.0,5.0,0
193,12.0,270.0,3240.0,22.5,0.289,0.691,2.07,845.0,2059.0,430.0,1.0,0
194,11.0,85.0,935.0,7.727,0.318,0.828,2.12,256.0,680.0,125.0,1.0,0
195,9.0,14.0,126.0,1.556,0.693,0.807,7.2,75.0,90.0,11.0,1.0,0
196,9.0,26.0,234.0,2.333,0.418,0.67,2.53,105.0,175.0,45.0,1.0,0
197,3.0,100.0,300.0,33.333,0.55,0.733,11.0,115.0,155.0,12.0,2.0,0
198,6.0,39.0,234.0,6.5,0.45,0.925,1.5,90.0,190.0,65.0,1.0,0
199,8.0,6.0,48.0,0.75,0.839,0.839,30.0,30.0,30.0,1.0,1.0,0
200,9.5,230.0,2185.0,23.0,0.27,0.62,1.9,600.0,1380.0,320.0,1.0,0
201,8.5,22.0,187.0,2.4,0.5,0.96,3.6,92.0,180.0,25.0,1.0,0
202,11.5,65.0,700.0,5.8,0.41,0.8,3.1,290.0,560.0,95.0,1.0,0
203,9.8,116.0,1145.0,11.6,0.25,0.76,1.5,280.0,870.0,190.0,1.0,0
204,10.2,150.0,1505.0,15.0,0.38,0.78,3.5,580.0,1180.0,160.0,1.0,0
205,8.2,55.0,420.0,6.6,0.36,0.98,1.6,150.0,420.0,100.0,1.0,0
206,4.5,18.0,75.0,4.8,0.42,0.92,1.8,35.0,72.0,17.0,1.0,0
207,10.1,12.0,115.0,1.2,0.28,0.93,1.6,32.0,104.0,20.0,1.0,0
208,19.5,19.0,365.0,0.95,0.49,0.58,19.5,175.0,215.0,10.0,1.0,0
209,16.8,25.0,410.0,1.4,0.39,0.84,4.8,160.0,340.0,35.0,1.0,0
210,11.0,105.0,1155.0,10.5,0.452,0.865,3.02,480.0,890.0,160.0,1.0,0
211,10.0,540.0,4950.0,60.0,0.14,0.51,1.4,660.0,2450.0,490.0,1.0,0
212,9.0,70.0,630.0,7.5,0.25,0.72,1.5,150.0,430.0,105.0,1.0,0
213,9.0,110.0,990.0,12.0,0.39,0.9,2.8,360.0,830.0,130.0,1.0,0
214,10.0,35.0,350.0,3.5,0.34,0.82,1.9,115.0,270.0,60.0,1.0,0
215,6.0,8.0,48.0,1.2,0.27,0.79,1.85,12.0,35.0,7.0,1.0,0
216,10.0,9.0,90.0,0.9,0.58,0.89,9.5,50.0,75.0,6.0,1.0,0
217,8.0,20.0,150.0,3.0,0.255,0.63,1.55,35.0,85.0,25.0,1.0,0
218,85.0,330.0,28000.0,4.0,0.29,0.68,7.6,7800.0,18200.0,1030.0,5.0,0
219,30.0,35.0,1050.0,1.2,0.49,0.75,7.5,450.0,680.0,60.0,3.0,0
220,10.0,100.0,1000.0,10.0,0.25,0.75,2.0,250.0,750.0,150.0,1.0,0
221,9.0,5.0,45.0,0.5,0.4,0.9,7.5,18.0,40.0,3.0,1.0,0
222,7.0,70.0,490.0,8.0,0.22,0.8,1.5,108.0,392.0,75.0,1.0,0
223,12.0,220.0,2640.0,18.0,0.21,0.74,1.8,554.0,1950.0,330.0,1.0,0
224,11.0,60.0,660.0,6.0,0.19,0.62,1.35,125.0,410.0,80.0,1.0,0
225,8.0,40.0,280.0,5.5,0.3,0.95,1.6,84.0,266.0,55.0,1.0,0
226,10.0,35.0,350.0,3.5,0.29,0.7,2.0,102.0,245.0,60.0,1.0,0
227,9.0,30.0,270.0,3.5,0.42,0.96,1.9,115.0,290.0,70.0,1.0,0
228,12.0,25.0,300.0,2.1,0.41,0.7,4.0,110.0,175.0,30.0,1.0,0
229,8.0,120.0,960.0,15.0,0.35,0.88,2.3,350.0,850.0,160.0,1.0,0
230,8.0,50.0,400.0,6.5,0.345,0.87,1.9,130.0,350.0,70.0,1.0,0
231,10.0,90.0,900.0,9.0,0.3,0.85,1.95,270.0,765.0,130.0,1.0,0
232,5.0,15.0,75.0,3.0,0.34,0.92,1.5,25.0,69.0,20.0,1.0,0
233,12.0,300.0,3600.0,25.0,0.37,0.6,4.5,1332.0,2160.0,320.0,1.0,0
234,4.0,10.0,40.0,2.5,0.35,0.95,1.7,14.0,38.0,10.0,1.0,0
235,7.0,60.0,420.0,9.0,0.28,0.8,1.75,118.0,336.0,60.0,1.0,0
236,3.0,25.0,75.0,4.0,0.31,0.9,1.3,23.0,68.0,15.0,1.0,0
237,15.0,350.0,5250.0,23.5,0.36,0.58,4.8,1890.0,3045.0,380.0,1.0,0
238,2.0,40.0,80.0,20.0,0.9,0.98,11.0,36.0,76.0,5.0,2.0,0
239,6.0,45.0,270.0,7.5,0.33,0.88,1.6,90.0,243.0,50.0,1.0,0
240,11.0,30.0,330.0,3.0,0.315,0.77,1.75,104.0,240.0,60.0,1.0,0
241,8.0,50.0,400.0,6.0,0.35,0.95,1.85,140.0,360.0,70.0,1.0,0
242,7.0,8.0,56.0,1.25,0.32,0.8,1.5,18.0,50.0,12.0,1.0,0
243,9.0,90.0,810.0,10.0,0.19,0.65,1.3,150.0,480.0,110.0,1.0,0
244,10.0,120.0,1200.0,12.0,0.34,0.73,2.25,390.0,800.0,170.0,1.0,0
245,4.0,130.0,520.0,32.5,0.5,0.55,21.0,210.0,230.0,15.0,2.0,0
246,21.0,70.0,1470.0,3.0,0.495,0.83,11.0,770.0,1280.0,75.0,1.0,0
247,6.0,15.0,90.0,2.5,0.37,0.78,1.6,35.0,75.0,20.0,1.0,0
248,55.0,360.0,19800.0,6.5,0.295,0.65,6.5,5800.0,12700.0,900.0,5.0,0
249,10.0,45.0,450.0,5.0,0.455,0.94,2.9,185.0,380.0,65.0,1.0,0
250,10.0,85.0,765.0,9.5,0.33,0.94,2.2,250.0,710.0,115.0,1.0,0
251,9.0,95.0,750.0,12.0,0.36,0.91,1.8,270.0,680.0,155.0,1.0,0
252,9.0,285.0,2300.0,36.0,0.19,0.71,1.3,435.0,1600.0,340.0,1.0,0
253,17.0,215.0,3450.0,14.0,0.38,0.69,5.8,1290.0,2380.0,225.0,1.0,0
254,15.0,440.0,6150.0,32.0,0.36,0.57,4.6,2180.0,3500.0,475.0,1.0,0
255,9.0,45.0,340.0,5.5,0.39,0.97,2.2,135.0,330.0,60.0,1.0,0
256,17.0,400.0,6350.0,25.0,0.34,0.65,5.2,2160.0,4150.0,420.0,1.0,0
257,9.0,120.0,950.0,15.0,0.17,0.64,1.4,165.0,610.0,130.0,1.0,0
258,10.0,25.0,200.0,2.5,0.37,0.82,2.9,75.0,160.0,25.0,1.0,0
259,9.0,35.0,260.0,4.0,0.3,0.87,1.5,80.0,220.0,52.0,1.0,0
260,11.0,250.0,2750.0,22.7,0.472,0.832,3.63,1201.0,2197.0,336.0,1.0,0
261,8.0,13.0,104.0,1.625,0.434,0.95,1.88,46.0,99.0,25.0,1.0,0
262,7.0,8.0,56.0,1.143,0.385,0.691,1.79,29.0,51.0,18.0,1.0,0
263,6.0,15.0,90.0,2.5,0.251,0.644,2.35,28.0,73.0,12.0,1.0,0
264,2.0,13.0,26.0,6.5,0.919,0.98,12.0,24.0,25.0,2.0,2.0,0
265,9.0,65.0,585.0,7.222,0.429,0.879,2.68,271.0,559.0,119.0,1.0,0
266,4.0,28.0,112.0,7.0,0.558,0.98,2.08,76.0,125.0,36.0,1.0,0
267,2.0,22.0,44.0,11.0,0.338,0.98,1.7,9.0,21.0,6.0,2.0,0
268,10.0,94.0,940.0,9.4,0.333,0.878,2.16,280.0,753.0,141.0,1.0,0
269,21.0,72.0,1512.0,3.429,0.526,0.866,11.74,828.0,1358.0,82.0,1.0,0
270,9.0,100.0,900.0,11.1,0.45,0.95,2.7,405.0,900.0,160.0,1.0,0
271,10.0,75.0,750.0,7.5,0.46,0.66,5.5,345.0,495.0,70.0,1.0,0
272,8.0,78.0,624.0,9.75,0.57,0.98,3.2,355.0,600.0,110.0,1.0,0
273,11.0,420.0,4620.0,38.2,0.36,0.81,2.5,1650.0,3700.0,670.0,1.0,0
274,8.0,16.0,128.0,2.0,0.26,0.81,2.2,33.0,100.0,15.0,1.0,0
275,7.0,20.0,140.0,2.8,0.26,0.85,1.4,35.0,110.0,25.0,1.0,0
276,10.0,330.0,3300.0,33.0,0.22,0.7,1.6,720.0,2300.0,470.0,1.0,0
277,15.0,15.0,225.0,1.0,0.12,0.34,2.0,25.0,75.0,13.0,5.0,0
278,9.0,85.0,765.0,9.44,0.26,0.75,2.1,195.0,560.0,95.0,1.0,0
279,12.0,2.0,24.0,0.167,1.0,1.0,12.0,24.0,24.0,2.0,4.0,0
280,8.0,60.0,480.0,7.5,0.34,0.68,2.0,160.0,300.0,70.0,1.0,0
281,11.0,90.0,990.0,8.9,0.27,0.73,1.8,270.0,710.0,140.0,1.0,0
282,2.0,120.0,240.0,60.0,0.17,0.98,1.1,25.0,120.0,20.0,1.0,0
283,6.0,30.0,180.0,5.0,0.43,0.98,1.4,70.0,160.0,50.0,1.0,0
284,10.0,50.0,450.0,5.5,0.31,0.84,1.7,130.0,350.0,75.0,1.0,0
285,9.0,180.0,1620.0,20.0,0.44,0.79,3.0,720.0,1300.0,230.0,1.0,0
