,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,class,real_identifier
20,2,15,3,5,2890,1,3,3,1,1,3,1,38,1,2,2,2,1,0,0,1,0
21,1,21,3,2,3120,0,2,3,2,0,2,1,29,0,1,1,1,1,0,0,1,0
22,0,9,2,3,580,1,1,4,3,2,1,0,28,1,1,1,1,1,0,0,1,0
23,2,27,3,8,7000,0,2,2,3,0,3,2,33,1,1,1,1,1,0,0,1,0
24,1,10,2,5,2600,0,2,2,1,2,2,0,34,2,1,1,2,1,0,0,1,0
25,3,13,3,1,3600,3,1,2,2,0,3,1,47,2,1,1,3,2,1,0,1,0
26,2,32,4,2,11000,3,3,2,2,0,4,3,40,2,2,2,2,1,0,0,1,0
27,0,8,4,0,700,2,3,3,1,0,4,0,37,2,1,2,1,1,1,0,1,0
28,3,23,4,3,1600,3,2,4,1,0,1,0,41,2,1,2,1,1,0,0,1,0
29,0,34,4,2,9800,0,3,4,2,0,4,2,25,2,1,2,2,1,1,0,2,0
30,2,18,1,2,3000,2,1,3,1,1,2,1,30,2,0,1,2,1,0,0,1,0
31,1,28,3,5,2500,1,2,2,3,0,3,2,29,2,1,2,2,1,0,0,1,0
32,0,22,2,1,3200,0,3,3,2,0,2,1,28,1,0,1,2,2,1,0,2,0
33,3,19,4,0,4100,4,4,4,1,0,1,3,25,2,0,2,1,1,0,0,1,0
34,2,16,2,2,2800,3,2,4,2,0,2,2,31,2,1,1,2,1,0,0,1,0
35,1,35,1,6,3800,2,3,3,3,0,3,2,26,2,1,2,2,2,0,0,2,0
36,0,20,0,4,4300,1,4,2,1,1,4,3,24,0,0,2,1,2,0,0,2,0
37,3,12,3,5,2100,4,1,4,2,0,2,1,33,2,1,1,2,1,0,0,1,0
38,2,29,2,8,2300,0,2,3,2,0,1,2,34,2,1,2,2,2,0,0,1,0
39,0,27,0,2,3900,0,4,4,1,0,4,1,20,0,0,1,2,1,1,0,2,0
40,2,30,3,2,4123,2,4,3,2,0,3,3,35,1,0,2,1,2,0,0,1,0
41,1,18,1,3,2890,3,2,2,1,0,4,1,28,0,1,1,3,1,1,0,1,0
42,3,22,2,4,5050,4,3,4,2,0,2,2,31,2,0,2,2,1,1,0,1,0
43,1,40,1,5,3985,4,1,3,2,0,3,3,34,1,1,1,1,1,0,0,1,0
44,2,26,4,1,6200,1,4,2,1,0,2,3,30,0,0,2,2,2,1,0,1,0
45,3,28,2,3,1450,3,2,4,2,0,1,2,33,2,1,1,2,1,1,0,1,0
46,2,16,3,4,920,2,3,4,1,0,2,2,22,1,1,1,3,1,0,0,1,0
47,1,25,4,0,7740,3,4,3,2,0,1,1,35,0,0,2,2,2,1,0,1,0
48,1,45,2,5,3995,4,3,4,2,0,3,2,40,2,1,2,2,1,1,0,1,0
49,3,20,3,2,5300,0,4,4,1,0,2,3,27,0,1,1,2,1,0,0,1,0
50,3,14,4,4,1600,1,3,3,2,0,3,0,33,2,0,2,2,1,0,0,1,0
51,0,19,2,1,1200,0,4,4,1,0,3,1,60,2,1,2,2,1,0,0,1,0
52,2,10,3,3,2500,2,3,3,3,0,1,2,40,2,1,1,1,1,0,0,1,0
53,3,16,4,0,1800,4,2,2,3,0,2,0,45,2,1,3,1,1,0,0,2,0
54,1,20,4,2,1000,0,4,4,2,1,4,1,55,1,1,2,2,2,0,0,1,0
55,0,15,2,4,2000,0,2,3,1,0,3,0,28,2,1,1,2,1,0,0,1,0
56,3,8,3,4,1400,1,3,2,2,0,2,2,35,2,0,2,2,1,0,0,1,0
57,2,22,4,1,1700,0,4,4,3,0,4,0,50,2,1,2,1,1,0,0,2,0
58,0,13,2,3,3200,0,2,3,2,1,2,1,30,2,1,1,2,2,0,0,1,0
59,1,18,4,0,900,2,4,4,1,0,3,0,65,2,1,3,2,1,0,0,2,0
60,1,15,1,5,3020,0,1,3,2,0,2,1,30,2,1,2,1,1,0,0,1,0
61,0,12,3,2,2500,4,0,3,1,1,3,0,28,2,0,1,2,1,1,1,1,0
62,2,18,2,7,1800,0,2,4,3,0,1,1,24,2,1,1,1,1,0,0,1,0
63,0,25,0,3,4700,0,1,2,0,2,2,0,31,2,1,2,2,1,0,0,1,0
64,3,22,2,8,1300,0,3,4,2,0,1,0,27,2,1,1,2,1,1,0,1,0
65,0,20,3,5,2650,0,1,4,1,0,4,1,29,2,0,1,3,1,1,0,1,0
66,0,45,2,1,4800,0,3,4,2,0,3,1,25,2,1,1,2,2,0,0,1,0
67,0,23,3,4,1600,0,1,4,1,0,2,2,30,2,0,1,1,1,1,0,2,0
68,3,23,3,0,750,4,4,4,3,0,4,2,50,2,1,2,2,1,1,0,1,0
69,3,10,4,0,7200,0,2,1,2,0,4,1,40,2,1,2,1,1,0,0,1,0
70,1,22,3,2,1500,2,3,3,1,0,3,1,40,2,1,2,2,1,1,0,1,0
71,2,30,4,5,2700,0,2,4,2,0,2,2,45,2,1,2,1,2,0,0,1,0
72,0,15,3,0,1300,3,4,3,1,0,4,1,50,2,0,1,3,1,0,0,2,0
73,2,20,2,8,2400,4,3,2,0,0,3,3,35,2,1,2,2,1,1,0,1,0
74,3,25,4,6,2800,1,4,4,2,0,2,2,55,2,1,2,1,2,0,0,1,0
75,1,10,2,1,700,0,3,4,1,0,3,1,20,2,1,1,1,1,0,0,2,0
76,0,18,3,4,1900,2,2,2,1,1,4,2,60,2,1,1,2,1,0,0,1,0
77,2,27,4,7,3500,1,4,4,2,0,2,0,30,2,1,2,2,1,0,0,2,0
78,3,21,2,0,1000,4,3,3,1,0,3,1,35,2,1,2,1,2,0,0,1,0
79,1,12,3,3,1600,0,2,2,1,1,4,1,40,2,1,1,2,1,0,0,1,0
80,2,14,3,6,1800,1,3,4,2,0,3,1,35,2,0,1,2,1,1,0,1,0
81,3,11,2,1,1600,0,2,2,2,0,3,0,30,2,1,1,1,2,0,1,1,0
82,3,8,3,6,1300,3,4,3,1,0,4,2,40,2,0,2,1,1,0,0,1,0
83,2,13,3,5,1500,2,3,4,2,0,4,3,50,2,2,2,2,2,0,0,2,0
84,3,7,2,4,1400,1,2,1,0,0,3,0,60,2,1,1,2,1,0,0,1,0
85,0,5,4,3,1900,0,2,1,1,0,4,2,30,2,1,1,2,1,0,0,1,0
86,0,35,4,6,8000,0,1,2,1,0,2,3,20,2,1,2,3,1,1,0,2,0
87,1,23,2,1,12000,0,4,3,1,0,2,3,45,2,2,1,3,1,1,0,2,0
88,0,16,2,3,1000,0,1,4,3,0,2,0,25,2,1,1,2,1,0,1,1,0
89,3,20,1,0,2700,2,2,1,1,0,2,2,35,0,1,1,3,1,0,0,1,0
90,2,30,3,5,4120,1,2,3,2,1,3,1,28,1,0,2,2,2,1,0,2,0
91,1,22,1,3,1500,0,3,2,1,0,2,1,30,2,1,1,1,1,0,0,1,0
92,3,15,3,4,800,0,2,4,1,0,1,0,27,2,1,1,2,1,1,0,1,0
93,0,19,2,5,3600,0,3,4,1,2,1,0,24,2,1,1,2,1,0,0,1,0
94,2,35,4,8,7800,3,1,4,2,0,4,2,29,1,0,2,2,1,1,0,2,0
95,3,37,3,3,9400,0,2,2,1,0,2,2,33,1,1,2,2,1,0,0,1,0
96,1,44,4,2,4700,1,0,3,2,0,4,2,28,2,1,1,2,1,0,0,1,0
97,0,23,1,1,3500,0,2,1,1,2,4,2,23,0,0,1,2,1,0,1,1,0
98,3,28,2,0,2600,0,2,3,1,0,3,0,22,2,0,1,2,1,0,0,2,0
99,3,20,2,8,1600,2,4,4,1,0,4,0,35,0,1,1,1,1,0,0,1,0
100,2,23,2,3,2100,0,1,2,0,0,2,1,25,2,1,1,1,1,0,0,2,0
101,1,20,2,2,3050,0,2,3,1,0,3,0,23,2,0,1,2,1,0,0,1,0
102,0,27,2,4,3200,0,1,2,0,1,4,1,30,2,1,1,1,1,1,0,2,0
103,3,25,2,0,2700,3,2,1,1,0,3,2,29,2,0,1,2,1,0,0,1,0
104,1,10,2,3,500,0,2,3,2,0,2,0,22,2,1,1,2,1,0,0,1,0
105,1,19,2,4,1150,0,2,4,1,0,4,0,27,2,1,1,1,2,0,0,1,0
106,3,7,4,2,1300,4,2,1,3,0,2,1,28,2,1,2,2,1,0,0,1,0
107,2,5,4,1,3400,0,3,1,0,0,1,0,35,2,1,1,2,2,1,0,1,0
108,0,16,2,1,1750,0,1,3,2,0,3,0,34,2,1,1,2,1,0,0,1,0
109,3,17,4,4,1200,3,2,4,2,0,3,0,44,2,1,2,2,1,0,0,1,0
110,1,20,3,2,10500,0,1,3,1,0,3,3,37,2,2,1,3,1,1,0,2,0
111,2,17,2,8,2900,0,3,2,2,0,4,1,28,2,1,1,2,1,1,0,1,0
112,1,8,2,2,1000,0,2,1,1,0,2,2,27,2,1,1,2,1,0,1,2,0
113,1,19,4,4,7500,0,0,4,2,0,4,1,39,1,1,2,3,1,1,0,1,0
114,3,25,4,5,1900,0,3,4,3,2,2,2,34,2,1,2,2,1,1,0,1,0
115,1,35,4,3,2400,0,4,4,2,0,4,0,37,2,1,1,2,1,0,0,1,0
116,3,13,4,4,1000,4,4,4,2,0,4,2,36,2,1,2,2,1,0,0,1,0
117,3,16,2,2,4800,0,2,3,2,0,2,2,31,2,1,1,2,1,1,0,1,0
118,3,28,4,4,4600,0,3,4,1,0,4,2,27,2,0,1,3,1,1,0,1,0
119,3,11,2,6,800,2,4,4,2,0,4,3,45,2,2,1,2,1,1,0,1,0
120,2,20,3,2,3000,1,3,3,1,0,3,1,45,1,1,2,2,1,0,0,1,0
121,1,15,1,0,4000,0,2,2,2,0,2,2,38,2,1,1,3,1,1,0,1,0
122,0,10,3,1,5000,1,3,1,0,0,3,1,40,2,0,2,2,1,0,0,2,0
123,2,25,2,2,6000,0,2,3,2,0,2,2,35,1,0,1,3,1,1,0,1,0
124,3,5,1,0,2000,2,3,2,1,0,4,1,52,2,1,1,2,1,0,0,1,0
125,1,8,2,1,4500,0,4,2,1,0,3,3,70,0,2,2,3,2,1,0,2,0
126,0,28,3,1,6500,1,3,1,2,0,4,2,27,2,0,2,2,1,0,0,1,0
127,3,23,4,3,2500,3,4,3,2,0,4,1,55,2,1,2,2,1,0,0,1,0
128,2,21,2,3,2700,2,3,2,2,0,3,2,42,2,1,1,2,1,0,0,1,0
129,0,26,3,2,2300,1,1,1,0,0,2,1,36,1,1,2,2,1,0,0,2,0
130,1,15,2,2,2100,1,1,3,2,0,3,1,30,2,1,1,2,1,0,0,1,0
131,2,20,3,5,1800,2,2,2,1,1,4,2,40,2,1,1,3,1,1,0,2,0
132,0,22,2,1,3200,0,3,4,2,0,3,1,28,2,2,1,2,1,0,0,1,0
133,3,8,4,0,1400,3,0,3,2,1,4,2,35,2,1,2,1,1,0,0,2,0
134,1,25,2,4,2700,1,4,3,0,0,4,3,50,2,2,1,2,1,1,0,1,0
135,2,14,3,2,1500,2,3,4,2,0,4,2,32,2,1,1,1,1,0,0,1,0
136,0,30,2,3,3500,0,2,3,1,0,2,2,25,2,1,1,3,1,0,0,1,0
137,3,10,4,0,1300,3,0,4,2,0,4,3,40,2,2,1,3,1,1,0,2,0
138,1,19,2,1,2000,1,3,1,2,0,4,0,33,0,1,2,2,1,0,0,1,0
139,2,17,3,4,2500,2,1,2,1,1,3,1,45,2,2,2,1,1,0,0,2,0
140,2,20,3,2,3100,0,3,3,2,1,3,2,30,1,1,2,2,1,0,0,1,0
141,0,22,2,0,3500,0,1,2,1,0,4,1,27,2,2,1,2,2,0,0,2,0
142,1,18,4,3,2900,1,4,4,2,0,3,0,40,0,1,1,3,1,0,1,1,0
143,0,26,2,1,2750,0,2,3,2,1,4,2,32,2,0,2,2,1,0,0,2,0
144,3,15,3,4,1200,0,4,3,2,0,4,1,36,2,1,1,2,1,0,0,1,0
145,0,28,2,2,4000,0,1,2,1,0,4,3,26,2,2,1,2,1,0,0,2,0
146,1,32,4,0,4500,0,0,4,3,0,2,2,28,2,1,2,3,1,0,0,2,0
147,2,14,2,4,2500,0,4,4,2,0,4,1,45,0,1,1,2,1,0,0,1,0
148,0,40,0,2,4800,0,4,3,2,0,4,2,25,2,2,2,2,2,0,0,2,0
149,3,20,3,1,3200,0,3,4,2,0,4,2,34,2,1,1,3,1,0,1,1,0
150,2,15,3,5,2450,0,1,3,2,0,2,1,28,2,0,1,2,1,0,0,2,0
151,1,20,2,4,1620,0,3,2,1,0,1,2,30,2,1,2,1,1,1,0,1,0
152,3,22,4,6,3120,0,2,3,0,0,3,1,40,2,1,2,2,1,0,0,1,0
153,0,14,3,5,1400,0,2,4,2,0,2,0,25,2,0,1,1,1,0,0,2,0
154,2,18,4,7,2160,0,3,1,1,0,4,2,35,2,1,3,2,1,1,0,1,0
155,1,30,2,6,2800,0,1,4,3,0,1,3,32,2,0,1,1,1,0,0,2,0
156,3,16,3,3,1800,0,4,2,1,0,4,1,45,2,1,3,2,1,1,0,1,0
157,1,10,2,4,1500,0,2,3,0,0,2,0,21,2,0,1,1,1,0,0,2,0
158,2,25,4,5,3500,1,1,1,2,0,3,1,36,2,1,2,2,1,0,0,1,0
159,0,20,3,6,2000,0,2,4,3,0,3,2,46,2,1,1,1,1,1,0,2,0
160,1,20,3,2,2500,0,3,4,1,0,3,1,40,2,1,1,2,1,0,0,1,0
161,2,25,4,3,3500,1,2,3,0,0,2,2,55,1,2,2,1,1,1,0,2,0
162,3,18,2,1,2000,0,4,4,2,0,4,1,37,2,1,1,3,1,0,0,1,0
163,2,30,3,4,2800,4,2,4,1,0,4,3,45,2,1,2,2,1,0,0,1,0
164,1,40,4,2,4200,1,1,4,0,0,3,2,60,2,1,1,2,1,1,0,2,0
165,3,22,2,3,1500,0,1,4,1,0,1,0,35,1,1,1,3,1,1,0,1,0
166,2,28,3,1,3100,0,3,2,2,0,2,1,30,2,1,2,1,1,0,0,1,0
167,1,35,4,4,2700,1,2,4,1,0,4,2,50,2,2,1,2,1,0,0,2,0
168,3,16,3,2,3600,0,1,1,1,0,2,1,46,2,1,2,1,1,0,0,1,0
169,3,14,2,0,3000,0,4,4,2,0,4,2,40,2,1,1,3,1,0,0,1,0
170,2,15,3,3,5000,1,3,3,2,0,3,2,40,2,1,1,2,1,0,0,1,0
171,1,20,2,4,3000,0,2,4,1,0,2,1,35,2,1,2,2,1,0,0,1,0
172,0,25,3,3,2500,2,3,3,2,0,3,1,50,2,1,1,2,2,0,0,1,0
173,1,18,1,5,2200,0,2,4,3,0,1,2,30,2,2,1,2,1,0,0,2,0
174,3,40,4,2,3500,1,2,3,3,0,2,1,45,2,1,2,2,1,1,0,1,0
175,0,30,2,3,2800,0,2,4,2,0,3,2,42,2,1,1,2,1,0,0,1,0
176,2,10,3,6,2000,1,3,3,1,0,2,0,28,2,1,2,2,1,0,0,1,0
177,3,50,1,1,9000,4,2,2,2,0,2,1,37,2,1,1,1,2,0,0,1,0
178,2,22,3,3,1600,1,3,4,2,0,3,0,33,2,1,2,3,1,0,0,1,0
179,1,8,4,5,500,2,4,4,2,0,4,2,50,2,1,2,2,1,0,0,1,0
180,2,12,3,2,1200,0,1,3,3,0,3,1,30,2,1,2,1,1,0,0,1,0
181,1,8,4,1,2500,0,3,2,2,0,1,0,40,2,1,1,2,2,1,0,1,0
182,3,9,2,3,1000,0,2,1,3,0,4,1,33,2,1,1,1,1,0,0,1,0
183,2,20,3,4,1100,0,1,4,2,1,2,1,28,2,1,2,3,1,0,0,1,0
184,0,7,4,0,3000,0,2,1,3,0,3,0,36,2,0,3,2,2,0,0,1,0
185,1,14,3,2,1600,0,0,4,2,0,1,1,34,2,1,2,1,1,1,0,1,0
186,0,5,4,0,3500,0,1,2,2,1,3,0,39,2,0,3,2,2,0,0,1,0
187,3,11,2,4,1800,0,2,1,2,0,4,1,31,2,1,1,2,1,1,1,1,0
188,2,9,3,1,2700,1,2,1,2,1,2,0,29,2,1,1,2,2,0,0,1,0
189,1,50,2,0,13000,0,3,4,2,0,2,2,26,2,1,1,3,1,1,0,2,0
190,1,34,2,5,3200,0,3,4,1,0,2,1,33,1,1,1,3,1,0,0,2,0
191,2,41,3,2,9500,1,2,2,2,0,3,3,27,2,0,1,2,1,1,0,1,0
192,0,29,2,6,5000,0,1,3,3,0,4,2,40,1,1,1,1,1,0,0,2,0
193,3,38,4,8,7200,0,4,4,1,0,1,3,32,2,0,2,2,1,1,0,1,0
194,1,22,2,3,1200,0,2,4,2,0,3,0,36,0,1,1,2,1,0,0,2,0
195,0,44,3,4,8500,1,1,1,1,0,2,1,38,1,0,1,3,1,1,0,1,0
196,2,26,2,7,3000,0,3,4,3,0,4,2,31,2,1,1,1,1,0,0,2,0
197,3,40,4,5,6700,0,4,3,2,0,3,3,42,1,2,2,2,1,1,0,1,0
198,0,35,3,6,6000,0,2,4,3,0,1,1,28,2,1,1,3,1,0,0,2,0
199,1,47,2,9,4200,0,1,3,1,0,4,1,25,2,0,1,2,1,1,0,2,0
200,2,22,3,5,1800,1,3,4,2,1,3,2,35,1,1,2,3,1,0,0,2,0
201,3,28,3,4,4200,0,2,4,2,0,2,2,28,2,1,2,2,1,1,0,2,0
202,1,16,2,6,1400,0,4,4,2,0,4,1,40,2,1,2,1,1,0,0,1,0
203,3,20,2,4,1600,0,3,3,2,0,1,2,34,0,1,1,2,2,0,0,1,0
204,1,10,2,4,1500,0,2,4,2,2,2,0,30,2,1,1,2,1,0,1,1,0
205,2,20,1,0,2000,0,4,3,1,0,2,2,22,2,1,1,3,1,0,0,1,0
206,3,14,2,1,4600,4,1,1,1,0,4,2,18,2,0,1,2,1,0,0,1,0
207,0,14,2,0,1200,0,2,4,1,0,2,0,26,2,1,1,1,1,0,0,2,0
208,3,26,2,4,1000,4,4,4,2,0,2,2,27,2,1,2,2,1,0,0,1,0
209,3,10,4,8,1300,4,4,4,2,0,4,3,50,2,0,1,1,1,0,0,1,0
210,2,32,1,4,5123,1,2,2,2,0,2,2,30,1,1,2,2,1,0,0,1,0
211,1,29,3,2,3645,0,1,2,3,0,1,1,24,2,1,1,2,1,0,0,1,0
212,3,35,4,0,6789,0,3,3,2,0,3,2,36,2,1,2,3,1,1,0,1,0
213,3,22,3,1,4987,4,2,1,3,0,3,2,27,2,1,1,2,1,0,0,1,0
214,2,20,2,0,3102,1,2,1,1,0,1,2,29,0,1,1,3,1,1,0,1,0
215,1,25,3,4,2450,4,1,4,2,0,2,1,30,0,1,1,1,1,0,0,1,0
216,1,39,2,1,9123,0,1,1,3,0,4,2,27,2,0,1,3,1,1,0,2,0
217,1,45,2,4,3200,0,3,4,2,0,4,0,29,2,1,2,2,1,0,0,2,0
218,1,26,2,3,4321,0,3,3,0,0,3,2,41,2,1,1,2,1,1,0,2,0
219,1,28,1,8,8100,0,4,2,1,0,4,3,40,2,2,2,3,1,1,0,2,0
220,2,22,3,2,3150,3,1,3,0,0,3,1,30,1,1,2,2,1,0,0,1,0
221,3,15,4,1,2900,0,0,4,2,0,2,2,34,2,1,1,2,1,1,0,1,0
222,1,30,1,0,4500,4,1,2,1,0,4,3,35,2,2,2,3,1,0,0,1,0
223,3,28,0,3,3400,2,2,1,1,0,3,2,29,0,1,2,2,1,1,0,2,0
224,2,18,3,2,2500,1,1,3,0,0,2,1,31,2,1,2,3,1,0,0,1,0
225,3,14,4,0,1900,0,1,4,1,0,4,2,36,2,1,2,2,1,0,0,1,0
226,1,42,1,1,12000,3,0,4,2,1,4,3,37,2,2,1,2,1,1,0,1,0
227,3,16,4,2,2700,0,2,3,1,0,3,2,33,2,1,1,3,1,0,0,1,0
228,2,25,2,4,3200,4,1,4,2,0,2,2,25,2,1,2,2,1,0,0,1,0
229,3,13,0,3,2800,0,4,2,2,0,4,1,34,2,1,2,2,1,0,0,1,0
230,2,20,3,5,1200,1,3,3,1,0,3,1,40,1,1,2,2,1,0,0,1,0
231,1,16,4,0,3000,0,4,1,2,0,4,2,55,0,1,2,3,2,1,0,2,0
232,3,22,1,6,5000,1,1,3,1,0,2,0,30,2,2,1,1,1,0,0,1,0
233,0,10,4,0,800,0,4,4,2,0,4,3,45,0,1,2,2,2,1,0,2,0
234,2,30,2,7,4000,1,2,2,1,0,3,1,20,1,1,1,2,1,0,0,1,0
235,1,15,4,0,600,0,3,4,2,0,4,2,50,0,1,2,1,1,1,0,2,0
236,3,28,1,0,4500,0,4,2,2,0,3,3,35,1,1,2,3,2,0,0,1,0
237,0,12,4,0,700,0,4,4,2,0,4,0,60,0,1,2,1,1,0,0,2,0
238,2,35,2,4,5000,0,2,3,1,0,2,1,25,2,1,1,2,1,0,0,1,0
239,3,25,3,5,5500,1,1,2,2,0,1,2,20,1,1,1,2,1,0,0,1,0
240,2,15,3,2,1500,1,3,3,2,1,3,1,30,1,1,2,2,1,0,0,1,0
241,1,18,1,4,2000,0,2,3,1,0,2,0,35,2,1,1,1,2,1,0,2,0
242,0,20,4,1,2500,4,0,4,2,0,3,1,40,0,2,2,3,1,0,1,1,0
243,3,12,0,3,1800,1,1,2,1,0,4,2,45,2,1,1,2,2,1,0,2,0
244,2,10,3,2,1600,0,3,1,2,1,1,0,25,1,1,2,1,1,0,1,1,0
245,1,22,1,4,2700,0,2,3,1,0,4,0,38,2,1,1,2,1,1,0,2,0
246,0,14,2,0,1400,1,1,4,2,0,3,1,29,2,1,2,3,1,0,0,1,0
247,3,8,3,4,1300,4,0,4,1,0,4,0,32,1,1,1,2,2,1,0,1,0
248,1,16,1,2,2400,0,2,3,2,0,2,1,27,2,1,2,1,1,0,1,2,0
249,2,5,2,3,1200,0,1,2,1,0,4,0,34,2,1,1,2,1,1,0,1,0
250,2,22,3,2,3200,1,3,3,1,0,3,2,28,2,1,1,2,1,0,0,1,0
251,1,19,1,4,2900,0,2,2,1,0,4,1,27,2,0,1,2,1,0,0,2,0
252,0,23,4,8,2700,3,3,4,2,0,3,3,35,2,1,2,2,2,1,0,1,0
253,0,22,2,3,1900,0,2,3,1,0,2,0,24,2,1,2,2,1,1,0,2,0
254,1,25,2,0,1300,0,1,4,2,0,1,1,27,2,1,1,2,1,0,0,1,0
255,2,23,2,1,1250,0,1,4,2,0,2,0,22,1,1,1,1,1,0,0,2,0
256,3,24,4,1,2100,0,2,4,1,0,4,2,36,2,1,1,2,1,1,0,1,0
257,1,22,3,0,2400,0,2,1,0,0,4,1,46,2,1,2,2,1,0,0,1,0
258,3,38,2,2,8700,1,4,4,2,0,2,2,44,2,1,1,3,1,1,0,1,0
259,3,23,2,4,3500,2,4,3,2,0,2,2,30,2,1,1,2,2,1,0,1,0
260,2,30,3,4,2900,1,2,3,1,0,3,2,29,2,1,1,2,1,0,0,2,0
261,1,22,4,2,3100,0,1,4,3,0,2,1,26,2,0,2,2,1,1,0,2,0
262,3,16,3,4,3450,0,3,3,2,0,3,3,30,1,2,1,1,1,1,0,1,0
263,0,10,2,3,1200,4,2,4,1,0,4,0,24,2,1,2,1,1,0,0,1,0
264,2,28,4,4,2600,2,1,3,2,0,2,2,22,2,1,2,1,1,0,0,2,0
265,1,19,3,3,2500,0,0,4,2,0,1,2,27,2,1,1,0,1,0,0,2,0
266,3,11,2,1,900,3,3,4,3,0,3,1,38,2,1,1,2,1,1,0,1,0
267,0,20,2,3,2400,1,4,2,2,0,4,3,50,2,2,1,1,1,0,0,1,0
268,1,25,4,4,2800,2,2,4,2,0,2,1,23,2,1,2,1,1,0,0,2,0
269,2,12,3,4,2600,0,3,3,1,0,3,2,29,1,2,2,1,1,0,0,1,0
270,2,20,3,5,2150,1,3,4,2,0,3,2,40,2,1,2,2,1,0,0,1,0
271,3,14,4,6,1625,2,2,4,1,0,4,1,35,2,1,1,2,1,0,0,1,0
272,1,25,2,4,2890,3,3,3,3,0,4,2,30,2,1,2,2,1,0,0,2,0
273,2,10,3,7,800,0,4,4,2,0,3,0,45,2,1,3,2,1,0,0,1,0
274,3,16,4,5,1750,1,2,4,1,0,3,2,36,2,1,1,2,1,0,0,1,0
275,0,22,1,3,1300,4,4,3,2,0,4,1,28,2,0,2,2,2,0,0,2,0
276,1,28,2,4,2800,3,3,2,1,0,4,2,27,2,1,1,2,1,0,0,1,0
277,2,13,4,4,950,4,4,4,2,0,4,0,60,2,1,4,2,1,0,0,1,0
278,3,17,2,5,1450,1,3,3,2,0,4,1,37,2,1,2,2,1,0,0,1,0
279,1,8,3,6,400,4,4,4,1,0,3,1,42,2,1,1,2,1,0,0,2,0
280,2,13,3,2,1050,3,3,3,2,0,3,0,25,2,0,2,2,1,0,0,1,0
281,0,14,2,3,1350,1,2,2,1,0,4,1,22,2,1,1,2,1,0,0,2,0
282,1,16,3,2,2300,2,3,3,1,0,3,2,21,2,0,1,2,1,0,0,1,0
283,0,13,2,3,1280,3,4,2,0,0,4,1,45,2,1,1,1,1,1,0,1,0
284,1,11,3,3,1600,3,1,4,1,0,1,0,18,2,1,1,2,1,0,0,1,0
285,0,14,4,0,2100,1,2,4,2,0,2,1,28,2,1,2,2,1,0,0,1,0
286,0,16,3,2,3700,0,4,1,1,0,4,1,29,2,1,2,1,1,0,0,1,0
287,0,49,4,1,6400,0,4,4,2,0,4,3,48,2,2,2,2,1,1,0,2,0
288,1,13,4,0,950,1,3,2,2,0,3,0,46,2,1,2,1,2,0,0,1,0
289,0,25,2,3,7800,4,1,1,1,0,2,1,31,2,1,1,2,1,1,1,1,0
290,2,18,2,3,3500,0,2,3,1,0,2,1,31,2,1,1,2,1,0,0,1,0
291,1,30,0,4,4000,0,2,4,2,0,1,2,35,2,1,1,2,1,1,0,2,0
