,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target,real_identifier
42,13.9,4.21,2.43,20.1,92.0,1.9,0.89,0.51,1.68,9.45,0.55,1.68,490.0,2.0,0
43,12.45,0.89,1.42,11.3,86.0,2.0,0.6,0.32,0.48,1.89,1.07,1.89,505.0,1.0,0
44,13.24,3.78,2.3,19.0,98.0,1.58,1.45,0.55,1.59,4.72,0.82,2.03,525.0,1.0,0
45,13.75,1.34,1.96,17.7,95.0,2.2,1.85,0.34,0.76,3.75,1.22,2.51,625.0,1.0,0
46,12.89,3.3,2.28,18.0,103.0,1.45,0.68,0.38,0.92,5.15,0.69,1.72,660.0,2.0,0
47,13.0,2.1,2.56,18.8,102.0,2.7,3.15,0.29,2.76,5.58,1.04,3.12,1170.0,0.0,0
48,12.15,0.98,1.39,10.4,87.0,1.95,0.58,0.27,0.43,1.9,1.06,1.81,510.0,1.0,0
49,13.5,1.2,1.9,17.9,93.0,2.15,1.75,0.31,0.74,3.78,1.24,2.49,620.0,1.0,0
50,12.85,1.89,2.45,23.0,120.0,2.85,2.45,0.27,2.05,3.75,1.08,2.98,890.0,1.0,0
51,13.12,2.65,2.05,18.0,110.0,2.35,1.78,0.31,1.92,5.12,0.89,3.12,1340.0,0.0,0
52,11.95,1.55,2.65,22.0,140.0,2.95,2.63,0.25,2.37,2.85,1.05,2.78,750.0,1.0,0
53,14.3,2.09,2.2,19.0,100.0,3.05,3.1,0.2,2.45,5.9,1.22,3.23,1600.0,0.0,0
54,12.15,1.72,2.55,25.0,130.0,2.75,2.44,0.3,2.15,2.95,1.0,2.8,850.0,1.0,0
55,13.01,1.95,2.35,17.5,105.0,2.5,2.05,0.28,1.85,3.65,0.98,3.0,950.0,1.0,0
56,12.5,2.2,2.15,20.5,95.0,1.95,0.85,0.42,0.75,10.2,0.59,1.7,520.0,2.0,0
57,13.65,1.8,2.75,23.0,92.0,2.45,1.25,0.55,2.1,12.0,0.55,1.85,650.0,2.0,0
58,11.75,3.5,1.95,20.0,108.0,3.05,2.45,0.23,3.35,2.85,0.78,2.75,580.0,1.0,0
59,12.25,2.3,2.15,21.5,87.0,2.7,2.55,0.35,1.45,2.9,0.88,3.25,400.0,1.0,0
60,12.83,2.94,2.23,21.3,99.0,1.84,1.47,0.38,1.62,6.37,0.79,2.76,650.0,2.0,0
61,12.19,1.65,2.12,18.9,87.0,1.32,0.54,0.37,0.81,3.42,0.97,3.09,480.0,1.0,0
62,13.31,4.01,2.55,24.6,108.0,2.35,2.01,0.44,1.93,9.15,0.89,1.62,730.0,2.0,0
63,12.64,1.38,1.95,15.7,90.0,2.58,2.84,0.22,2.67,4.21,1.09,3.18,410.0,1.0,0
64,11.95,5.03,2.41,22.8,88.0,2.09,1.95,0.41,1.48,8.52,0.64,1.58,700.0,2.0,0
65,12.46,1.16,1.83,17.2,145.0,1.76,1.33,0.16,2.39,2.63,1.22,2.94,690.0,1.0,0
66,13.12,3.52,2.67,25.1,110.0,1.68,0.89,0.46,1.41,10.14,0.83,1.51,670.0,2.0,0
67,12.03,1.89,2.02,13.5,95.0,2.91,3.15,0.19,2.78,7.41,1.14,2.84,1130.0,0.0,0
68,11.78,1.28,2.25,20.3,75.0,2.15,1.62,0.4,1.32,1.89,1.01,3.27,610.0,1.0,0
69,12.34,4.76,2.44,23.2,100.0,2.41,2.28,0.47,1.85,2.23,0.94,3.01,375.0,1.0,0
70,13.8,1.9,2.35,18.2,107.0,2.9,3.4,0.31,2.2,7.8,1.15,3.0,1200.0,0.0,0
71,12.7,0.85,2.1,17.5,98.0,2.1,1.88,0.29,1.5,2.8,1.2,3.2,480.0,1.0,0
72,14.2,1.7,2.45,19.0,105.0,3.0,3.05,0.28,2.4,6.5,1.08,2.8,1080.0,0.0,0
73,12.5,4.5,2.5,20.0,87.0,1.3,0.45,0.5,0.78,4.0,0.76,1.3,700.0,2.0,0
74,13.5,1.65,2.2,15.0,125.0,2.9,3.1,0.25,2.0,5.9,1.07,3.6,770.0,0.0,0
75,13.0,1.55,2.6,17.0,110.0,2.8,2.85,0.3,1.4,7.2,1.25,2.9,1300.0,0.0,0
76,12.4,1.0,1.9,14.0,135.0,1.8,1.8,0.34,2.7,3.3,1.05,2.2,740.0,1.0,0
77,13.9,1.85,2.3,17.0,109.0,2.85,3.5,0.33,2.1,8.8,1.1,3.05,1250.0,0.0,0
78,12.9,4.6,2.55,21.5,86.0,1.35,0.48,0.51,0.82,3.9,0.77,1.28,730.0,2.0,0
79,14.0,1.6,2.4,18.5,104.0,2.7,2.9,0.3,2.35,6.3,1.06,2.7,1070.0,0.0,0
80,13.5,1.6,2.3,15.2,108.0,3.0,2.89,0.3,1.7,6.8,1.03,3.15,1140.0,0.0,0
81,12.3,2.2,1.65,18.0,98.0,2.1,2.0,0.28,1.35,3.5,1.25,2.85,680.0,1.0,0
82,12.9,0.85,1.68,15.5,85.0,1.9,2.05,0.25,1.4,4.4,1.18,2.4,380.0,1.0,0
83,14.2,1.9,2.48,16.5,112.0,3.8,3.45,0.23,2.15,7.7,0.87,3.4,1450.0,0.0,0
84,13.2,2.6,2.35,20.5,118.0,1.6,0.65,0.52,1.45,9.2,0.59,1.6,830.0,2.0,0
85,12.6,1.7,2.25,23.0,83.0,1.35,1.7,0.47,1.6,3.25,0.87,2.4,480.0,1.0,0
86,14.4,1.85,2.4,14.5,95.0,2.45,2.5,0.29,1.95,5.2,1.01,3.55,1280.0,0.0,0
87,13.4,0.92,2.35,17.2,109.0,2.5,1.28,0.54,0.41,3.15,1.01,1.9,740.0,1.0,0
88,11.7,1.85,1.9,15.8,96.0,1.58,1.55,0.33,1.12,3.75,1.22,2.1,425.0,1.0,0
89,11.9,0.88,2.55,17.8,93.0,2.18,2.19,0.21,2.3,3.0,0.78,3.05,515.0,1.0,0
90,13.5,2.1,2.45,19.0,110.0,2.5,2.0,0.25,1.6,5.8,1.0,2.7,1200.0,0.0,0
91,12.7,1.6,2.38,24.0,92.0,1.6,1.1,0.3,1.0,4.5,0.78,1.3,550.0,2.0,0
92,14.0,1.94,2.4,14.0,105.0,3.0,3.4,0.3,2.5,7.2,1.18,3.1,1400.0,0.0,0
93,12.9,3.0,2.3,20.0,90.0,1.75,0.9,0.55,1.7,9.0,0.6,1.45,700.0,2.0,0
94,13.8,1.55,2.5,17.0,115.0,2.7,2.6,0.27,1.9,5.4,1.1,2.8,1150.0,0.0,0
95,12.6,5.2,2.6,26.0,95.0,1.8,0.55,0.65,1.05,5.2,0.8,1.7,500.0,2.0,0
96,14.2,1.8,2.4,13.0,100.0,3.1,3.5,0.29,2.8,7.6,1.22,3.05,1520.0,0.0,0
97,12.3,1.4,2.4,21.0,87.0,1.4,1.2,0.48,1.6,3.5,1.03,2.5,440.0,1.0,0
98,13.4,3.2,2.3,18.0,99.0,1.9,0.85,0.58,1.8,10.0,0.58,1.5,680.0,2.0,0
99,14.0,3.4,2.25,15.0,100.0,3.2,3.1,0.26,2.1,4.8,1.05,3.4,1050.0,0.0,0
100,13.0,2.1,2.3,19.0,99.0,2.4,2.5,0.3,1.7,4.5,0.98,3.2,850.0,0.0,0
101,12.5,3.0,2.2,20.0,94.0,2.3,2.0,0.35,1.6,3.0,0.85,3.1,600.0,1.0,0
102,13.8,1.5,2.5,21.0,105.0,2.8,3.1,0.28,1.9,5.6,1.02,3.5,1100.0,0.0,0
103,12.1,4.0,2.1,18.0,93.0,2.1,1.7,0.4,1.5,3.7,0.88,2.9,500.0,1.0,0
104,13.5,5.2,2.4,20.0,97.0,1.8,0.7,0.5,1.1,6.2,0.65,1.9,700.0,2.0,0
105,13.3,1.9,2.6,17.0,101.0,3.0,3.3,0.3,1.7,5.8,1.06,2.9,1200.0,0.0,0
106,12.7,2.7,2.3,19.0,95.0,2.5,2.2,0.33,1.8,4.0,0.92,3.0,700.0,1.0,0
107,13.9,5.8,2.4,21.0,96.0,1.7,0.6,0.55,1.05,7.0,0.63,1.8,750.0,2.0,0
108,12.2,1.6,2.2,17.0,99.0,2.6,2.7,0.29,1.9,4.4,1.1,2.4,680.0,1.0,0
109,13.6,4.5,2.5,19.0,98.0,2.1,0.85,0.45,1.08,5.0,0.9,2.1,600.0,2.0,0
110,13.15,1.45,2.45,18.0,110.0,2.8,3.0,0.35,1.65,5.8,1.05,2.7,1150.0,0.0,0
111,12.6,2.6,2.3,23.0,95.0,1.55,1.9,0.6,1.35,2.8,0.85,3.2,320.0,1.0,0
112,12.9,2.1,2.5,25.0,97.0,1.05,1.0,0.25,0.8,5.5,0.65,1.3,570.0,2.0,0
113,12.7,1.3,2.2,19.0,105.0,1.45,0.55,0.5,1.35,7.4,0.55,1.5,630.0,2.0,0
114,13.7,1.6,2.6,21.0,113.0,2.9,3.35,0.38,1.7,6.5,1.1,2.5,1120.0,0.0,0
115,13.0,1.48,2.15,16.0,99.0,2.35,2.6,0.27,1.35,3.6,1.15,2.65,1010.0,0.0,0
116,12.65,3.4,2.4,21.0,105.0,1.65,1.15,0.16,0.82,4.9,0.77,1.28,595.0,2.0,0
117,13.7,1.85,2.65,17.0,114.0,2.95,2.75,0.38,1.65,6.2,1.1,2.9,1360.0,0.0,0
118,12.8,2.9,2.55,23.5,100.0,2.28,0.58,0.52,0.8,4.85,0.88,2.1,585.0,2.0,0
119,12.4,1.6,2.25,24.0,87.0,2.2,2.4,0.39,1.88,2.1,0.88,2.75,340.0,1.0,0
120,12.45,2.98,2.35,19.0,90.0,2.5,1.86,0.42,1.7,3.12,1.2,2.68,540.0,1.0,0
121,13.1,3.67,2.43,22.0,89.0,1.82,0.68,0.48,1.14,8.0,0.58,1.7,670.0,2.0,0
122,14.2,1.55,2.18,15.5,97.0,2.75,2.47,0.25,2.0,4.4,1.08,3.45,1010.0,0.0,0
123,12.15,3.3,2.25,19.0,86.0,2.78,2.88,0.46,2.7,2.4,1.4,2.8,410.0,1.0,0
124,12.9,4.0,2.45,23.5,100.0,2.8,2.5,0.42,1.9,2.6,1.2,3.1,470.0,1.0,0
125,11.1,1.5,2.18,21.0,84.0,2.4,2.1,0.5,2.0,1.85,1.68,2.85,410.0,1.0,0
126,13.25,3.3,2.37,21.0,91.0,1.9,0.74,0.44,1.2,8.3,0.54,1.6,640.0,2.0,0
127,14.1,4.15,2.7,24.0,95.0,2.0,0.74,0.55,1.3,9.1,0.6,1.58,555.0,2.0,0
128,13.5,1.7,2.23,23.5,86.0,1.85,1.8,0.26,1.0,3.7,0.97,2.75,470.0,1.0,0
129,11.9,2.9,2.22,18.5,110.0,1.7,1.3,0.42,0.94,2.6,0.95,2.5,495.0,1.0,0
130,13.14,2.18,2.78,22.0,101.0,2.31,2.37,0.42,1.81,3.74,1.09,3.06,782.0,0.0,0
131,12.65,1.76,2.14,19.0,89.0,2.12,2.45,0.28,1.72,3.82,1.14,3.1,703.0,1.0,0
132,12.78,3.45,2.27,19.8,90.0,1.39,0.61,0.38,0.94,10.13,0.73,1.78,679.0,2.0,0
133,13.55,4.45,2.8,24.0,110.0,1.92,0.94,0.26,1.08,8.34,0.66,1.89,620.0,2.0,0
134,14.1,3.89,2.47,13.5,125.0,2.95,2.98,0.19,2.02,5.02,0.88,3.48,750.0,0.0,0
135,13.6,1.38,2.48,16.4,107.0,3.35,3.6,0.18,2.01,6.73,0.88,2.83,1270.0,0.0,0
136,12.87,2.75,2.66,20.5,94.0,1.51,0.48,0.51,0.73,4.55,0.76,2.28,595.0,2.0,0
137,11.72,2.01,2.43,21.3,83.0,1.91,1.66,0.47,1.33,2.76,0.99,2.72,675.0,1.0,0
138,12.35,1.58,2.18,20.2,102.0,1.08,1.0,0.36,1.44,3.0,0.902,1.8,865.0,1.0,0
139,11.7,1.64,2.59,25.7,87.0,1.89,1.59,0.39,1.32,2.58,1.34,3.19,558.0,1.0,0
140,13.52,1.42,2.31,17.2,99.0,2.73,2.91,0.23,1.76,5.8,0.99,3.12,910.0,0.0,0
141,12.15,1.86,1.95,21.3,89.0,1.94,1.88,0.31,1.34,2.31,1.05,2.89,400.0,1.0,0
142,13.78,1.29,2.45,15.8,105.0,3.02,3.24,0.19,2.01,6.5,0.89,3.42,1010.0,0.0,0
143,12.65,1.58,2.03,18.9,97.0,2.25,2.18,0.28,1.49,4.2,1.08,3.05,530.0,1.0,0
144,14.02,2.37,2.54,19.6,93.0,1.75,0.81,0.42,1.18,9.1,0.59,1.82,710.0,2.0,0
145,12.81,1.74,2.15,20.4,103.0,2.38,2.45,0.26,1.67,3.9,1.01,2.99,480.0,1.0,0
146,13.66,1.38,2.36,16.7,100.0,2.87,3.05,0.21,1.92,6.0,0.93,3.38,960.0,0.0,0
147,11.94,1.91,1.82,22.1,85.0,1.89,1.76,0.36,1.38,2.15,0.97,2.58,390.0,1.0,0
148,14.25,2.65,2.61,20.8,90.0,1.58,0.65,0.47,1.15,10.2,0.56,1.68,690.0,2.0,0
149,13.41,1.49,2.29,17.5,107.0,2.76,2.89,0.24,1.83,5.7,0.96,3.27,930.0,0.0,0
0,13.74,1.67,2.25,16.4,118.0,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060.0,0.0,1
1,12.79,2.67,2.48,22.0,112.0,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480.0,2.0,1
2,12.37,1.13,2.16,19.0,87.0,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420.0,1.0,1
3,13.56,1.73,2.46,20.5,116.0,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120.0,0.0,1
4,13.05,5.8,2.13,21.5,86.0,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380.0,1.0,1
5,11.56,2.05,3.23,28.5,119.0,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465.0,1.0,1
6,14.06,2.15,2.61,17.6,121.0,2.6,2.51,0.31,1.25,5.05,1.06,3.58,1295.0,0.0,1
7,12.36,3.83,2.38,21.0,88.0,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520.0,2.0,1
8,12.25,1.73,2.12,19.0,80.0,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510.0,1.0,1
9,12.08,1.83,2.32,18.5,81.0,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480.0,1.0,1
10,13.36,2.56,2.35,20.0,89.0,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780.0,2.0,1
11,13.88,5.04,2.23,20.0,80.0,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415.0,2.0,1
12,14.2,1.76,2.45,15.2,112.0,3.27,3.39,0.34,1.97,6.75,1.05,2.85,1450.0,0.0,1
13,12.37,1.07,2.1,18.5,88.0,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660.0,1.0,1
14,13.58,2.58,2.69,24.5,105.0,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750.0,2.0,1
15,12.0,0.92,2.0,19.0,86.0,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278.0,1.0,1
16,13.76,1.53,2.7,19.5,132.0,2.95,2.74,0.5,1.35,5.4,1.25,3.0,1235.0,0.0,1
17,14.19,1.59,2.48,16.5,108.0,3.3,3.93,0.32,1.86,8.7,1.23,2.82,1680.0,0.0,1
18,12.64,1.36,2.02,16.8,100.0,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450.0,1.0,1
19,13.83,1.65,2.6,17.2,94.0,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265.0,0.0,1
20,13.11,1.01,1.7,15.0,78.0,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502.0,1.0,1
21,13.05,1.65,2.55,18.0,98.0,2.45,2.43,0.29,1.44,4.25,1.12,2.51,1105.0,0.0,1
22,13.24,2.59,2.87,21.0,118.0,2.8,2.69,0.39,1.82,4.32,1.04,2.93,735.0,0.0,1
23,12.51,1.73,1.98,20.5,85.0,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672.0,1.0,1
24,12.33,1.1,2.28,16.0,101.0,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680.0,1.0,1
25,12.52,2.43,2.17,21.0,88.0,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325.0,1.0,1
26,12.43,1.53,2.29,21.5,86.0,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352.0,1.0,1
27,12.16,1.61,2.31,22.8,90.0,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495.0,1.0,1
28,11.76,2.68,2.92,20.0,103.0,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607.0,1.0,1
29,13.78,2.76,2.3,22.0,90.0,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615.0,2.0,1
30,13.39,1.77,2.62,16.1,93.0,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195.0,0.0,1
31,14.22,1.7,2.3,16.3,118.0,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970.0,0.0,1
32,12.04,4.3,2.38,22.0,80.0,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580.0,1.0,1
33,14.21,4.04,2.44,18.9,111.0,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080.0,0.0,1
34,14.83,1.64,2.17,14.0,97.0,2.8,2.98,0.29,1.98,5.2,1.08,2.85,1045.0,0.0,1
35,13.05,1.77,2.1,17.0,107.0,3.0,3.0,0.28,2.03,5.04,0.88,3.35,885.0,0.0,1
36,13.69,3.26,2.54,20.0,107.0,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680.0,2.0,1
37,12.69,1.53,2.26,20.7,80.0,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495.0,1.0,1
38,11.62,1.99,2.28,18.0,98.0,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345.0,1.0,1
39,13.4,3.91,2.48,23.0,102.0,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750.0,2.0,1
40,13.5,1.81,2.61,20.0,96.0,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845.0,0.0,1
41,13.73,1.5,2.7,22.5,101.0,3.0,3.25,0.29,2.38,5.7,1.19,2.71,1285.0,0.0,1
42,12.29,2.83,2.22,18.0,88.0,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290.0,1.0,1
43,12.6,1.34,1.9,18.5,88.0,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562.0,1.0,1
44,11.41,0.74,2.5,21.0,88.0,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434.0,1.0,1
45,13.64,3.1,2.56,15.2,116.0,2.7,3.03,0.17,1.66,5.1,0.96,3.36,845.0,0.0,1
46,12.6,2.46,2.2,18.5,94.0,1.62,0.66,0.63,0.94,7.1,0.73,1.58,695.0,2.0,1
47,11.96,1.09,2.3,21.0,101.0,3.38,2.14,0.13,1.65,3.21,0.99,3.13,886.0,1.0,1
48,12.25,3.88,2.2,18.5,112.0,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855.0,2.0,1
49,14.3,1.92,2.72,20.0,120.0,2.8,3.14,0.33,1.97,6.2,1.07,2.65,1280.0,0.0,1
50,12.88,2.99,2.4,20.0,104.0,1.3,1.22,0.24,0.83,5.4,0.74,1.42,530.0,2.0,1
51,13.49,3.59,2.19,19.5,88.0,1.62,0.48,0.58,0.88,5.7,0.81,1.82,580.0,2.0,1
52,13.56,1.71,2.31,16.2,117.0,3.15,3.29,0.34,2.34,6.13,0.95,3.38,795.0,0.0,1
53,14.34,1.68,2.7,25.0,98.0,2.8,1.31,0.53,2.7,13.0,0.57,1.96,660.0,2.0,1
54,13.71,1.86,2.36,16.6,101.0,2.61,2.88,0.27,1.69,3.8,1.11,4.0,1035.0,0.0,1
55,12.22,1.29,1.94,19.0,92.0,2.36,2.04,0.39,2.08,2.7,0.86,3.02,312.0,1.0,1
56,13.27,4.28,2.26,20.0,120.0,1.59,0.69,0.43,1.35,10.2,0.59,1.56,835.0,2.0,1
57,13.16,3.57,2.15,21.0,102.0,1.5,0.55,0.43,1.3,4.0,0.6,1.68,830.0,2.0,1
58,13.86,1.51,2.67,25.0,86.0,2.95,2.86,0.21,1.87,3.38,1.36,3.16,410.0,1.0,1
59,12.85,3.27,2.58,22.0,106.0,1.65,0.6,0.6,0.96,5.58,0.87,2.11,570.0,2.0,1
60,13.84,4.12,2.38,19.5,89.0,1.8,0.83,0.48,1.56,9.01,0.57,1.64,480.0,2.0,1
61,13.3,1.72,2.14,17.0,94.0,2.4,2.19,0.27,1.35,3.95,1.02,2.77,1285.0,0.0,1
62,13.05,3.86,2.32,22.5,85.0,1.65,1.59,0.61,1.62,4.8,0.84,2.01,515.0,1.0,1
63,12.51,1.24,2.25,17.5,85.0,2.0,0.58,0.6,1.25,5.45,0.75,1.51,650.0,2.0,1
64,12.29,1.41,1.98,16.0,85.0,2.55,2.5,0.29,1.77,2.9,1.23,2.74,428.0,1.0,1
65,12.77,3.43,1.98,16.0,80.0,1.63,1.25,0.43,0.83,3.4,0.7,2.12,372.0,1.0,1
66,12.96,3.45,2.35,18.5,106.0,1.39,0.7,0.4,0.94,5.28,0.68,1.75,675.0,2.0,1
67,13.67,1.25,1.92,18.0,94.0,2.1,1.79,0.32,0.73,3.8,1.23,2.46,630.0,1.0,1
68,13.16,2.36,2.67,18.6,101.0,2.8,3.24,0.3,2.81,5.68,1.03,3.17,1185.0,0.0,1
69,12.37,0.94,1.36,10.6,88.0,1.98,0.57,0.28,0.42,1.95,1.05,1.82,520.0,1.0,1
70,12.47,1.52,2.2,19.0,162.0,2.5,2.27,0.32,3.28,2.6,1.16,2.63,937.0,1.0,1
71,11.81,2.12,2.74,21.5,134.0,1.6,0.99,0.14,1.56,2.5,0.95,2.26,625.0,1.0,1
72,13.24,3.98,2.29,17.5,103.0,2.64,2.63,0.32,1.66,4.36,0.82,3.0,680.0,0.0,1
73,14.1,2.16,2.3,18.0,105.0,2.95,3.32,0.22,2.38,5.75,1.25,3.17,1510.0,0.0,1
74,11.61,1.35,2.7,20.0,94.0,2.74,2.92,0.29,2.49,2.65,0.96,3.26,680.0,1.0,1
75,12.99,1.67,2.6,30.0,139.0,3.3,2.89,0.21,1.96,3.35,1.31,3.5,985.0,1.0,1
76,12.77,2.39,2.28,19.5,86.0,1.39,0.51,0.48,0.64,9.899999,0.57,1.63,470.0,2.0,1
77,13.48,1.67,2.64,22.5,89.0,2.6,1.1,0.52,2.29,11.75,0.57,1.78,620.0,2.0,1
78,11.46,3.74,1.82,19.5,107.0,3.18,2.58,0.24,3.58,2.9,0.75,2.81,562.0,1.0,1
