,parents,has_nurs,form,children,housing,finance,social,health,class,real_identifier
191,0,2,0,2,1,1,2,1,3,0
192,1,3,1,0,2,1,1,1,1,0
193,2,1,0,0,1,0,0,0,0,0
194,0,4,2,1,2,1,0,0,0,0
195,1,0,0,2,1,0,2,2,3,0
196,2,2,1,3,1,1,2,0,0,0
197,1,3,0,1,2,1,0,1,1,0
198,0,1,3,0,1,1,2,2,3,0
199,2,4,0,2,1,0,2,0,0,0
200,1,3,2,1,1,1,1,2,3,0
201,0,4,1,2,2,1,0,1,3,0
202,1,2,3,1,1,1,2,0,1,0
203,2,1,0,3,0,1,0,2,3,0
204,0,2,2,0,1,0,1,1,0,0
205,1,0,3,2,2,1,2,1,4,0
206,0,3,1,1,0,1,0,2,1,0
207,1,4,2,3,1,1,0,1,3,0
208,2,2,3,2,2,1,2,0,3,0
209,1,1,0,0,0,1,1,2,0,0
210,1,2,1,2,1,0,1,1,3,0
211,2,1,2,1,0,1,0,2,1,0
212,0,3,2,0,1,0,2,1,1,0
213,1,0,3,3,1,1,0,0,3,0
214,2,4,0,2,2,0,1,2,1,0
215,0,1,1,1,0,1,0,1,0,0
216,1,3,2,0,1,0,1,2,3,0
217,2,2,3,3,0,1,2,1,1,0
218,1,4,1,2,1,0,0,1,3,0
219,0,2,0,1,2,1,0,2,1,0
220,1,2,1,2,2,1,1,1,1,0
221,0,3,2,1,1,0,2,0,0,0
222,2,4,3,2,2,0,1,2,3,0
223,1,0,2,3,1,1,0,1,1,0
224,0,1,1,2,0,1,2,2,3,0
225,2,2,0,1,1,0,1,1,0,0
226,1,3,2,2,2,1,2,0,1,0
227,0,4,3,3,2,1,1,2,3,0
228,2,1,1,1,1,0,0,2,0,0
229,1,2,3,2,2,0,1,1,1,0
230,0,1,2,1,1,0,1,2,1,0
231,1,3,2,2,0,1,0,1,0,0
232,2,1,1,3,2,0,1,2,1,0
233,0,4,3,0,1,1,0,2,3,0
234,1,2,0,1,0,0,2,1,0,0
235,2,3,1,2,2,1,0,2,1,0
236,1,0,2,3,1,0,1,0,1,0
237,0,2,3,1,0,1,0,1,3,0
238,1,4,0,0,2,0,2,2,0,0
239,2,1,3,2,1,1,0,1,1,0
240,1,2,2,1,1,0,1,1,2,0
241,2,1,1,0,2,1,0,0,1,0
242,1,3,0,3,1,0,2,1,3,0
243,2,0,3,2,0,1,1,2,0,0
244,0,2,0,1,1,0,1,0,3,0
245,2,4,2,2,2,1,1,1,1,0
246,1,1,3,0,1,0,2,0,2,0
247,2,2,1,1,0,1,0,1,0,0
248,1,3,0,2,2,0,1,2,3,0
249,2,1,1,3,1,1,2,1,1,0
250,1,2,1,2,1,0,1,1,1,0
251,0,1,2,1,2,0,2,2,3,0
252,1,2,0,2,0,1,1,0,0,0
253,2,3,1,3,1,0,2,2,4,0
254,0,0,3,1,1,0,0,1,3,0
255,1,1,1,2,2,1,0,2,1,0
256,2,2,0,1,0,0,1,1,1,0
257,1,3,1,2,1,0,2,0,0,0
258,0,1,2,1,2,0,1,2,3,0
259,1,2,1,3,2,1,0,1,1,0
260,1,3,2,2,1,1,0,1,2,0
261,0,2,3,1,0,0,1,0,3,0
262,1,1,1,3,2,1,2,2,1,0
263,0,4,2,0,1,0,0,1,0,0
264,2,2,3,1,2,1,1,0,1,0
265,0,3,1,3,0,0,0,2,3,0
266,1,4,0,2,2,1,2,1,0,0
267,0,1,2,1,1,0,0,1,3,0
268,2,3,1,0,2,0,1,2,1,0
269,0,2,3,2,1,1,0,1,3,0
270,1,3,0,2,0,1,1,0,3,0
271,0,3,1,1,1,0,2,1,1,0
272,2,1,3,2,0,1,0,1,3,0
273,0,4,0,3,1,0,1,2,3,0
274,1,2,0,1,0,0,2,0,0,0
275,0,0,3,3,1,0,1,2,1,0
276,1,4,1,2,0,1,0,1,3,0
277,0,2,0,1,1,0,2,2,3,0
278,1,1,3,3,0,1,1,1,3,0
279,2,4,0,2,1,0,1,0,1,0
280,0,2,1,1,1,1,1,0,1,0
281,1,2,2,2,0,0,1,1,0,0
282,2,1,3,0,2,0,0,2,3,0
283,0,3,2,1,1,1,2,2,3,0
284,1,0,1,2,2,1,0,1,1,0
285,2,2,0,3,1,0,1,0,0,0
286,0,4,3,0,0,1,2,1,3,0
287,1,1,2,1,1,0,0,2,1,0
288,0,2,1,3,2,1,1,2,3,0
289,2,3,3,2,0,0,2,1,1,0
290,1,2,2,2,1,0,1,1,1,0
291,0,2,0,3,1,1,2,1,3,0
292,0,1,2,1,0,0,0,2,1,0
293,1,3,1,2,2,1,2,0,0,0
294,0,0,3,0,0,0,1,2,1,0
295,1,2,3,3,1,0,1,2,3,0
296,2,1,0,2,0,1,0,1,0,0
297,0,3,2,3,2,1,2,1,3,0
298,1,0,1,1,0,0,0,2,1,0
299,2,2,3,2,1,0,1,0,0,0
300,1,2,3,2,1,1,1,1,0,0
301,0,1,2,1,2,0,0,2,3,0
302,1,3,1,0,1,1,0,0,1,0
303,2,1,3,1,1,1,1,1,0,0
304,1,4,2,2,0,1,0,2,3,0
305,0,2,3,0,1,0,2,1,0,0
306,1,2,1,1,2,1,0,0,1,0
307,1,3,3,1,1,1,1,2,0,0
308,2,0,2,3,1,1,2,0,0,0
309,1,1,3,0,0,0,0,1,1,0
310,1,2,1,1,1,0,1,1,1,0
311,0,3,1,0,2,1,2,0,0,0
312,1,4,2,2,0,0,1,2,3,0
313,2,2,1,1,1,1,0,1,1,0
314,0,1,1,3,0,1,0,2,3,0
315,1,0,0,0,0,0,0,0,0,0
316,2,3,3,1,2,1,2,0,0,0
317,0,4,1,2,1,1,2,2,4,0
318,1,3,1,2,0,0,1,2,1,0
319,2,1,2,0,1,1,0,0,0,0
320,1,1,2,1,1,1,0,1,0,0
321,2,3,3,2,2,1,0,0,1,0
322,0,2,1,1,0,1,1,0,0,0
323,1,4,2,0,1,0,2,2,1,0
324,0,0,0,2,0,1,0,1,0,0
325,2,1,3,1,2,0,0,1,1,0
326,1,2,1,3,1,1,1,0,0,0
327,2,4,2,0,0,1,2,2,1,0
328,0,3,0,1,1,0,0,1,1,0
329,1,1,2,2,2,1,0,0,0,0
330,1,2,1,2,1,0,1,2,2,0
331,0,2,2,0,2,1,0,1,1,0
332,1,3,3,1,0,0,1,1,3,0
333,2,1,1,0,1,0,0,0,0,0
334,0,2,2,2,1,1,2,2,3,0
335,1,1,0,1,1,0,0,2,1,0
336,0,3,3,0,2,1,1,2,3,0
337,2,1,1,2,0,0,0,1,2,0
338,0,1,2,1,1,0,1,1,1,0
339,1,2,3,3,2,1,2,2,3,0
340,1,2,2,1,1,0,1,2,2,0
341,0,1,3,0,2,1,0,1,3,0
342,2,0,1,2,0,0,1,2,1,0
343,1,3,0,1,1,1,2,1,4,0
344,2,2,3,0,2,0,0,2,1,0
345,1,4,1,2,1,1,1,2,3,0
346,0,2,2,1,0,0,0,1,2,0
347,1,1,3,0,2,1,2,2,1,0
348,2,3,0,1,1,0,0,1,4,0
349,1,0,2,2,0,1,1,2,1,0
350,1,3,2,2,1,1,1,1,1,0
351,0,4,3,1,0,1,0,2,3,0
352,1,2,1,2,2,0,1,1,1,0
353,0,3,2,1,1,1,0,1,3,0
354,2,4,3,2,0,1,2,2,3,0
355,0,2,0,1,2,0,0,1,0,0
356,1,3,2,1,1,1,1,0,1,0
357,0,4,3,1,0,0,0,2,1,0
358,1,2,3,2,0,1,1,1,3,0
359,0,1,2,1,1,1,0,1,0,0
360,1,2,2,1,1,0,1,2,1,0
361,2,3,1,0,2,1,0,1,3,0
362,1,1,3,2,1,0,1,2,1,0
363,0,4,2,1,0,1,0,1,3,0
364,1,3,2,0,2,1,1,2,1,0
365,2,0,1,1,1,0,2,0,0,0
366,1,4,3,0,2,1,0,1,3,0
367,1,2,1,2,0,0,1,2,1,0
368,2,1,3,0,1,1,0,1,3,0
369,0,3,2,1,2,0,1,2,1,0
370,1,3,0,1,1,1,1,0,0,0
371,0,2,1,0,0,0,2,1,1,0
372,1,4,0,2,1,1,0,0,0,0
373,0,1,3,1,2,1,1,0,1,0
374,2,0,1,1,0,0,2,1,3,0
375,0,3,0,3,1,0,0,0,0,0
376,1,2,1,0,1,1,1,2,1,0
377,0,4,0,2,0,0,1,0,0,0
378,1,1,2,1,1,1,0,0,0,0
379,0,0,1,1,2,0,1,1,1,0
380,1,2,3,1,1,1,1,1,1,0
381,2,0,2,2,1,0,0,2,3,0
382,0,2,1,0,2,1,1,1,3,0
383,1,3,3,1,0,0,2,2,0,0
384,2,2,2,3,2,1,0,0,1,0
385,0,1,2,2,1,0,1,1,3,0
386,1,4,3,0,2,1,2,0,0,0
387,2,1,0,1,0,0,0,2,1,0
388,0,3,2,0,1,1,1,1,3,0
389,1,0,3,2,2,1,0,1,0,0
390,1,2,1,1,1,1,1,1,1,0
391,0,3,2,0,2,0,1,0,0,0
392,1,1,3,2,1,1,2,2,1,0
393,2,3,2,1,0,0,0,1,0,0
394,0,2,1,3,2,1,2,1,3,0
395,1,0,2,0,1,0,1,2,1,0
396,2,4,3,2,2,0,0,0,0,0
397,0,1,0,1,0,1,1,1,1,0
398,1,3,2,3,1,1,2,2,1,0
399,0,2,3,0,0,0,2,1,3,0
400,1,2,3,1,1,1,2,1,2,0
401,2,1,2,2,2,0,1,2,1,0
402,0,3,1,0,1,1,0,1,2,0
403,1,0,3,2,0,0,2,0,0,0
404,2,2,3,1,2,1,1,1,1,0
405,0,4,2,3,0,1,2,0,3,0
406,2,1,1,0,1,0,1,1,0,0
407,1,3,2,2,2,1,0,2,2,0
408,0,2,3,1,0,0,1,2,1,0
409,2,0,3,3,1,1,2,0,3,0
410,1,2,0,2,1,0,1,1,1,0
411,0,3,2,0,2,1,2,1,3,0
412,0,1,3,1,0,0,1,2,1,0
413,1,2,1,0,1,1,2,0,0,0
414,0,4,0,3,2,1,1,1,3,0
415,1,3,0,1,0,0,2,0,0,0
416,0,2,2,2,1,0,1,1,1,0
417,1,1,3,0,2,1,2,2,1,0
418,0,2,1,3,1,0,1,0,0,0
419,1,4,2,1,2,1,2,1,3,0
420,1,2,1,1,1,0,1,2,2,0
421,0,3,2,0,2,1,0,2,1,0
422,2,0,2,3,0,0,2,1,4,0
423,1,1,3,1,1,0,1,0,0,0
424,0,4,0,2,2,1,2,2,3,0
425,2,3,1,0,0,0,1,2,4,0
426,1,2,0,1,2,0,0,2,1,0
427,0,1,3,0,1,0,2,1,0,0
428,2,4,2,2,2,1,2,2,3,0
429,1,0,1,1,0,0,1,2,1,0
430,1,2,1,1,1,1,1,1,3,0
431,0,3,2,2,0,1,1,1,3,0
432,2,0,1,0,1,0,0,2,1,0
433,1,2,3,1,2,1,2,0,3,0
434,0,4,0,0,0,1,0,1,0,0
435,2,1,2,2,0,0,1,2,1,0
436,1,3,3,3,1,1,0,1,3,0
437,0,2,1,1,0,0,0,0,0,0
438,2,4,0,2,2,1,1,2,3,0
439,1,0,2,1,1,0,0,1,0,0
440,1,2,0,1,1,1,2,1,1,0
441,0,1,2,0,0,0,1,0,0,0
442,2,3,0,2,2,1,2,2,3,0
443,1,0,1,1,1,0,1,1,0,0
444,0,3,3,2,1,1,2,1,3,0
445,2,1,1,0,2,1,2,1,1,0
446,1,4,2,3,0,0,1,0,0,0
447,0,2,0,1,1,1,2,2,3,0
448,2,3,1,0,2,0,1,1,0,0
449,1,2,3,2,1,1,2,2,3,0
450,1,2,2,1,1,0,1,1,2,0
451,0,3,3,0,2,1,2,2,3,0
452,2,1,2,2,0,0,1,1,1,0
453,1,4,3,1,1,1,2,2,3,0
454,0,0,2,2,1,0,1,0,0,0
455,2,2,1,3,0,0,2,1,1,0
456,1,1,3,0,2,1,2,2,3,0
457,0,2,2,1,1,0,1,1,2,0
458,2,4,0,3,1,0,0,2,1,0
459,1,3,3,1,2,1,2,1,3,0
460,1,2,3,1,1,1,2,1,1,0
461,0,3,2,3,2,0,1,2,3,0
462,2,1,0,1,0,0,2,0,0,0
463,1,0,3,2,1,1,2,1,3,0
464,0,2,1,2,0,1,0,1,1,0
465,2,3,3,1,2,0,1,2,0,0
466,1,2,2,0,1,0,2,1,3,0
467,0,1,3,2,0,1,2,0,1,0
468,2,4,0,1,1,0,1,1,3,0
469,1,3,2,2,2,1,2,1,0,0
470,1,2,1,2,1,0,1,2,1,0
471,0,3,2,1,0,1,2,1,3,0
472,2,1,2,2,1,0,0,2,0,0
473,1,2,3,0,2,1,1,0,1,0
474,0,2,1,3,0,0,2,2,1,0
475,2,1,0,1,2,0,1,1,3,0
476,0,2,2,2,1,1,0,2,1,0
477,1,3,2,1,0,0,2,0,0,0
478,2,2,1,3,1,1,2,1,1,0
479,1,1,2,2,2,0,1,2,3,0
480,1,3,1,2,1,1,1,1,0,0
481,2,1,2,1,0,0,2,1,1,0
482,1,3,0,2,2,1,2,0,1,0
483,2,4,2,3,1,0,1,2,0,0
484,1,2,1,0,0,1,2,1,1,0
485,2,3,1,2,1,1,0,2,1,0
486,1,1,0,3,0,0,1,0,0,0
487,2,2,3,1,2,1,2,1,1,0
488,1,4,2,2,1,0,1,2,0,0
489,2,0,1,3,0,1,2,1,1,0
0,0,3,3,2,2,1,0,1,3,1
1,1,3,1,2,1,0,2,1,1,1
2,0,2,3,2,2,0,0,2,1,1
3,1,2,1,1,0,1,1,0,0,1
4,0,0,3,3,0,0,2,1,3,1
5,2,3,1,1,1,1,2,1,1,1
6,0,0,2,0,0,1,1,2,3,1
7,2,0,3,2,2,0,2,1,3,1
8,1,4,3,1,1,0,2,1,3,1
9,0,4,0,1,0,0,2,0,0,1
10,2,1,1,3,1,0,0,0,0,1
11,1,4,0,2,0,0,2,1,3,1
12,1,3,2,3,2,1,2,0,0,1
13,1,0,1,2,0,1,2,1,3,1
14,0,4,0,3,2,0,0,1,3,1
15,1,4,3,0,0,0,1,1,3,1
16,0,0,3,3,1,0,2,2,3,1
17,2,2,3,2,0,0,0,1,1,1
18,1,0,1,2,2,0,0,0,0,1
19,1,2,3,3,0,0,1,1,1,1
20,1,1,3,0,1,1,2,0,0,1
21,0,1,0,0,2,1,2,0,0,1
22,2,0,2,3,0,0,0,0,0,1
23,1,3,2,0,0,0,0,2,4,1
24,0,3,3,0,0,0,1,0,0,1
25,0,2,1,3,1,1,2,1,3,1
26,1,0,0,2,0,1,2,1,3,1
27,1,1,2,2,1,0,1,0,0,1
28,0,0,0,2,0,0,2,0,0,1
29,1,3,2,1,2,1,2,0,0,1
30,2,1,2,3,0,1,1,1,1,1
31,1,3,2,2,1,1,0,2,1,1
32,2,0,0,1,0,1,2,2,1,1
33,2,3,1,1,2,1,0,1,1,1
34,2,0,0,0,1,1,0,2,1,1
35,2,2,1,2,2,0,2,1,1,1
36,2,0,0,0,0,0,1,1,1,1
37,2,1,2,2,2,1,1,2,1,1
38,2,4,3,2,1,1,0,1,3,1
39,0,4,3,0,2,0,0,0,0,1
40,2,0,3,0,2,0,2,2,1,1
41,2,2,3,2,0,0,2,0,0,1
42,1,4,2,2,1,1,2,0,0,1
43,0,2,3,2,1,0,0,1,3,1
44,0,1,0,3,0,0,0,1,3,1
45,0,0,3,3,0,0,1,1,3,1
46,0,0,0,3,0,0,0,1,3,1
47,2,1,3,3,0,0,0,2,4,1
48,2,4,2,0,1,0,1,1,3,1
49,0,3,1,2,1,0,1,1,3,1
50,1,2,3,2,1,0,2,1,1,1
51,0,4,0,2,2,0,2,0,0,1
52,0,0,1,1,2,1,2,2,1,1
53,2,0,0,0,1,1,2,2,1,1
54,2,3,0,3,0,1,1,2,1,1
55,0,2,1,3,0,1,1,0,0,1
56,1,4,2,0,0,1,0,0,0,1
57,2,0,0,3,1,0,2,0,0,1
58,1,3,2,2,2,1,0,0,0,1
59,1,4,1,3,0,1,1,0,0,1
60,1,2,1,1,1,1,1,1,1,1
61,1,2,2,0,2,1,2,0,0,1
62,2,2,3,1,1,0,0,1,1,1
63,1,0,3,2,2,0,1,0,0,1
64,0,2,1,3,0,1,0,2,1,1
65,1,4,2,1,1,1,1,1,3,1
66,2,1,0,1,0,1,0,2,4,1
67,0,2,1,3,2,0,0,1,3,1
68,1,4,0,0,2,0,2,0,0,1
69,2,0,1,3,1,1,1,1,3,1
70,0,0,2,1,0,1,2,1,3,1
71,1,0,0,1,2,0,2,2,1,1
72,1,3,3,3,2,0,0,2,1,1
73,1,3,0,1,0,1,2,2,4,1
74,2,3,3,2,0,0,0,0,0,1
75,1,2,3,1,2,0,0,0,0,1
76,0,4,3,2,0,1,0,2,3,1
77,1,4,1,1,1,1,1,1,3,1
78,1,4,3,2,2,1,1,1,3,1
79,2,2,2,0,2,1,2,2,1,1
80,0,3,1,3,0,1,2,1,3,1
81,1,1,3,1,2,0,2,1,3,1
82,2,0,1,2,0,0,2,2,1,1
83,2,2,2,2,1,1,1,1,1,1
84,0,3,3,1,0,0,0,2,1,1
85,1,0,0,1,0,1,0,1,3,1
86,2,0,0,2,1,0,0,1,3,1
87,1,4,3,1,1,0,2,0,0,1
88,0,2,2,2,2,0,0,1,3,1
89,1,1,3,3,2,0,1,2,3,1
90,2,1,3,2,0,0,0,0,0,1
91,2,1,1,0,2,1,1,0,0,1
92,1,4,0,0,1,1,0,0,0,1
93,1,1,2,2,2,0,2,1,3,1
94,0,2,1,1,2,0,0,0,0,1
95,2,4,1,0,1,1,1,2,3,1
96,1,2,1,0,2,0,1,2,1,1
97,1,3,2,2,0,0,2,1,1,1
98,2,0,0,3,2,1,2,0,0,1
99,0,4,2,3,0,1,0,1,3,1
100,2,0,1,1,0,0,1,0,0,1
101,0,2,0,1,0,1,1,0,0,1
102,1,4,2,0,1,0,1,1,3,1
103,2,4,1,0,1,0,1,2,3,1
104,2,3,0,3,0,0,2,1,1,1
105,1,3,1,0,1,0,1,2,1,1
106,2,1,2,0,1,1,0,0,0,1
107,2,0,3,1,2,0,2,0,0,1
108,0,3,0,0,1,0,2,0,0,1
109,1,0,2,3,1,0,0,1,3,1
110,0,4,3,0,0,1,2,0,0,1
111,2,4,3,2,0,0,2,2,1,1
112,1,4,3,3,1,1,1,2,3,1
113,2,4,0,0,0,1,1,2,3,1
114,2,3,3,3,2,1,0,0,0,1
115,1,0,2,0,1,1,2,0,0,1
116,2,1,2,1,2,1,1,0,0,1
117,1,1,0,3,1,0,1,2,3,1
118,1,3,3,1,0,1,0,0,0,1
119,1,1,0,1,2,1,1,1,1,1
120,2,2,2,2,0,1,2,0,0,1
121,0,2,1,3,0,1,2,0,0,1
122,1,2,0,1,0,1,1,2,1,1
123,2,2,1,3,1,1,2,0,0,1
124,1,2,0,1,2,1,2,1,1,1
125,1,4,3,2,1,1,0,0,0,1
126,0,1,3,2,0,0,1,2,3,1
127,2,4,0,3,0,0,1,0,0,1
128,1,4,1,3,0,1,0,0,0,1
129,1,1,3,2,1,1,1,2,3,1
130,0,0,3,3,2,1,0,1,3,1
131,2,2,0,3,2,0,1,1,1,1
132,1,0,0,0,2,0,1,1,3,1
133,1,1,3,2,0,0,2,0,0,1
134,2,2,1,0,1,0,0,1,1,1
135,0,0,1,3,1,1,0,2,3,1
136,0,2,3,1,2,0,2,0,0,1
137,1,3,3,3,1,1,0,0,0,1
138,2,3,1,1,1,0,2,2,1,1
139,2,4,2,1,0,0,0,2,1,1
140,2,4,0,3,0,0,2,0,0,1
141,1,1,1,3,0,0,0,1,1,1
142,0,0,0,1,0,0,0,0,0,1
