,parents,has_nurs,form,children,housing,finance,social,health,class,real_identifier
77,1,4,2,2,2,1,1,1,2,0
78,0,3,0,1,1,0,2,0,1,0
79,2,1,3,3,0,1,0,1,3,0
80,1,2,1,2,0,1,1,1,1,0
81,2,1,0,1,1,0,2,0,0,0
82,0,4,2,0,0,1,1,2,3,0
83,2,3,1,0,1,0,1,1,1,0
84,1,2,0,2,0,0,1,2,0,0
85,2,0,2,1,1,1,0,1,3,0
86,0,1,1,0,1,0,2,0,0,0
87,2,4,0,1,0,0,2,1,1,0
88,1,3,2,0,1,0,1,2,3,0
89,2,2,1,2,1,1,1,0,0,0
90,1,2,1,2,1,0,2,1,1,0
91,2,4,2,1,0,1,0,2,3,0
92,0,3,3,0,2,1,1,0,0,0
93,2,1,0,3,1,0,2,1,3,0
94,1,4,1,2,0,1,1,2,1,0
95,2,2,3,0,1,0,0,1,0,0
96,1,0,2,1,2,1,2,0,1,0
97,0,3,0,2,0,1,1,2,3,0
98,2,4,2,3,1,0,0,1,0,0
99,1,1,3,0,2,1,1,2,1,0
100,1,2,2,1,1,1,0,1,1,0
101,2,1,0,2,0,0,2,0,0,0
102,0,4,1,3,1,1,1,2,1,0
103,2,2,3,1,2,0,0,1,3,0
104,1,2,1,2,0,1,2,2,1,0
105,0,1,0,3,1,1,1,0,0,0
106,1,4,2,2,0,0,2,1,1,0
107,2,2,1,1,2,1,0,2,3,0
108,0,2,3,2,1,0,1,0,1,0
109,2,1,2,3,0,1,2,2,0,0
110,1,1,2,2,2,1,1,1,2,0
111,0,3,0,1,1,0,2,0,0,0
112,2,1,3,0,2,1,0,1,3,0
113,1,0,1,3,0,0,1,2,1,0
114,2,2,2,2,1,1,0,0,2,0
115,0,2,0,1,2,0,2,1,0,0
116,1,3,1,0,1,1,1,0,1,0
117,2,0,3,3,2,0,0,2,3,0
118,1,1,2,2,0,0,2,1,0,0
119,0,1,1,1,2,1,0,0,2,0
120,1,2,1,2,0,0,1,1,0,0
121,2,3,2,1,1,1,2,1,1,0
122,0,1,0,2,0,0,0,0,0,0
123,1,2,1,3,0,0,1,2,1,0
124,2,1,3,2,0,1,1,2,1,0
125,0,2,1,1,1,0,2,1,1,0
126,2,4,0,2,2,0,0,2,3,0
127,1,1,2,1,1,0,1,0,0,0
128,0,3,1,3,0,1,2,2,1,0
129,2,2,1,2,0,0,1,1,1,0
130,1,1,2,1,2,0,1,1,1,0
131,0,2,1,2,0,1,2,2,1,0
132,2,3,0,1,1,0,1,0,3,0
133,1,0,2,3,2,1,0,2,0,0
134,0,1,3,2,0,0,2,1,1,0
135,2,2,1,0,2,0,2,2,3,0
136,0,4,0,1,1,1,0,0,0,0
137,1,3,2,2,0,1,1,1,1,0
138,0,0,1,3,2,0,2,2,1,0
139,2,1,3,2,1,1,1,0,0,0
140,1,2,1,2,0,1,1,0,1,0
141,0,3,2,1,1,0,2,1,2,0
142,2,1,3,3,0,1,0,2,2,0
143,1,4,0,0,2,1,1,0,1,0
144,0,2,1,2,1,0,0,1,0,0
145,2,3,2,1,0,1,2,0,3,0
146,1,1,3,3,1,0,1,2,1,0
147,0,4,0,1,0,1,0,1,2,0
148,2,2,1,0,1,0,1,0,3,0
149,1,3,2,2,0,1,0,2,1,0
150,2,2,3,1,1,1,0,2,1,0
151,1,3,1,2,0,0,1,0,0,0
152,0,1,3,3,2,0,2,1,3,0
153,2,4,0,1,1,1,0,2,2,0
154,1,2,3,0,2,0,2,0,1,0
155,0,3,1,2,0,1,1,2,2,0
156,2,1,3,3,1,0,0,1,3,0
157,1,0,0,1,2,1,2,2,2,0
158,0,2,3,2,1,0,1,0,1,0
159,2,3,1,0,0,0,2,2,2,0
160,1,3,2,1,1,0,2,1,1,0
161,2,2,1,2,0,1,0,2,0,0
162,0,1,3,0,2,0,1,0,0,0
163,2,1,0,3,1,1,2,1,1,0
164,1,4,2,0,0,0,0,2,3,0
165,2,3,1,1,2,1,1,0,0,0
166,0,2,0,2,1,0,2,1,1,0
167,2,0,3,0,0,1,0,2,0,0
168,1,1,2,3,2,0,1,0,1,0
169,2,2,0,1,1,1,0,1,0,0
170,1,2,1,2,2,0,1,1,1,0
171,2,1,0,1,1,1,2,0,0,0
172,0,3,2,0,2,0,1,2,3,0
173,2,2,1,1,1,1,0,1,1,0
174,1,1,0,2,2,0,2,1,0,0
175,0,2,3,1,1,1,1,2,3,0
176,1,3,0,0,1,1,2,0,0,0
177,2,1,2,2,2,0,0,1,1,0
178,1,0,1,1,1,1,1,2,3,0
179,0,4,0,1,2,0,2,1,0,0
180,1,2,1,2,1,1,1,1,2,0
181,0,1,2,1,0,1,0,2,1,0
182,2,3,0,3,2,1,2,0,3,0
183,1,0,3,2,1,0,1,1,0,0
184,0,4,2,0,0,1,0,2,1,0
185,1,2,1,1,2,1,2,1,2,0
186,0,1,0,3,0,0,1,0,0,0
187,2,3,3,2,1,1,0,2,3,0
188,1,0,2,0,2,1,1,1,0,0
189,0,2,1,2,0,0,2,1,1,0
190,1,2,0,2,1,0,1,2,1,0
191,2,1,2,1,0,1,0,1,3,0
192,0,3,1,3,2,0,2,0,1,0
193,1,0,3,0,1,1,1,2,1,0
194,2,4,0,2,0,0,0,1,0,0
195,1,2,1,1,2,1,2,1,3,0
196,0,1,2,3,1,0,0,2,1,0
197,2,0,3,1,0,1,1,0,1,0
198,1,3,0,2,1,0,2,1,1,0
199,0,2,1,0,2,0,1,2,3,0
200,1,2,1,1,1,1,1,2,1,0
201,0,3,3,3,2,0,2,1,0,0
202,2,1,2,2,0,1,0,0,1,0
203,1,0,1,1,2,0,2,2,3,0
204,2,4,0,0,1,1,0,1,1,0
205,0,1,3,3,1,0,1,0,0,0
206,1,2,0,2,0,1,1,2,1,0
207,2,3,2,1,2,0,0,1,1,0
208,1,0,3,0,1,1,2,0,3,0
209,0,4,1,2,0,0,1,2,1,0
210,1,2,2,1,0,0,2,0,1,0
211,2,1,3,2,1,1,1,1,0,0
212,1,3,0,3,0,0,0,2,3,0
213,2,2,1,1,2,0,2,0,1,0
214,0,0,2,2,1,1,1,1,1,0
215,2,4,0,2,0,0,0,1,0,0
216,1,1,1,3,2,1,0,2,1,0
217,1,3,3,1,1,0,1,0,3,0
218,2,0,0,2,0,1,2,1,0,0
219,1,2,2,3,1,0,0,0,1,0
220,2,2,1,2,1,1,1,1,2,0
221,1,3,0,2,2,0,2,0,1,0
222,1,1,1,1,0,1,0,2,0,0
223,0,0,2,1,2,0,1,1,3,0
224,2,3,1,3,1,0,2,2,2,0
225,1,2,0,2,1,1,2,0,1,0
226,2,1,1,2,2,0,0,1,1,0
227,1,3,1,1,0,1,1,2,0,0
228,0,0,3,2,1,0,2,1,3,0
229,2,2,0,3,2,1,1,2,2,0
230,1,3,2,2,1,0,0,1,1,0
231,0,2,0,1,0,1,2,0,0,0
232,2,1,3,3,2,0,1,2,3,0
233,0,4,1,0,1,0,0,1,3,0
234,1,3,2,2,2,1,1,0,1,0
235,0,1,0,2,0,0,2,2,3,0
236,2,2,3,1,1,0,0,0,1,0
237,0,4,2,3,2,1,1,1,3,0
238,1,2,1,0,0,0,0,2,1,0
239,0,3,0,1,1,1,2,0,0,0
240,2,3,2,2,1,1,2,1,2,0
241,1,2,1,2,0,0,1,0,1,0
242,0,3,0,1,0,1,0,1,0,0
243,1,1,2,3,1,0,2,2,3,0
244,0,4,1,1,0,0,2,1,2,0
245,2,2,0,3,1,1,1,0,1,0
246,1,3,1,2,0,0,0,2,3,0
247,0,1,0,1,0,1,1,0,0,0
248,1,2,3,2,1,0,2,1,2,0
249,0,3,1,3,0,0,1,2,3,0
250,1,2,2,1,1,0,1,0,1,0
251,0,2,1,3,0,1,0,2,1,0
252,2,1,3,1,2,1,2,1,3,0
253,1,3,0,3,1,0,0,1,1,0
254,0,0,2,2,0,1,1,2,3,0
255,1,2,3,2,1,0,2,0,1,0
256,2,3,1,0,2,1,0,1,0,0
257,0,1,0,1,1,0,2,2,3,0
258,1,3,2,3,0,0,1,1,1,0
259,0,2,3,2,1,1,0,2,3,0
260,1,2,2,2,1,1,2,1,2,0
261,0,1,1,1,0,0,1,2,1,0
262,1,3,0,3,2,1,0,0,3,0
263,2,0,3,1,0,1,2,1,0,0
264,0,2,2,2,1,0,1,2,2,0
265,1,1,3,3,1,1,2,0,1,0
266,1,0,1,0,2,0,0,1,3,0
267,0,3,1,2,0,1,1,2,0,0
268,2,2,0,3,2,1,2,1,2,0
269,1,1,2,1,1,0,2,0,1,0
270,1,2,2,2,1,0,1,1,1,0
271,0,1,3,1,2,1,0,2,3,0
272,2,1,1,0,1,0,1,0,0,0
273,1,3,3,2,0,1,0,1,1,0
274,1,2,2,1,2,0,2,0,0,0
275,0,0,1,2,1,1,1,2,3,0
276,2,4,3,0,1,1,0,0,0,0
277,1,1,2,3,0,0,1,2,1,0
278,1,3,1,1,2,1,0,1,3,0
279,0,2,3,1,1,0,2,0,0,0
280,1,2,1,2,1,0,1,1,3,0
281,0,4,2,1,2,1,2,0,1,0
282,1,1,0,0,0,0,0,2,2,0
283,2,3,3,3,1,1,1,1,4,0
284,0,0,1,2,2,0,2,0,0,0
285,1,2,2,1,0,1,0,2,4,0
286,1,4,1,2,2,0,1,1,1,0
287,0,3,3,0,1,1,2,0,0,0
288,2,2,0,3,0,0,1,2,3,0
289,1,1,2,1,1,1,0,1,2,0
290,1,3,2,2,1,1,1,1,1,0
291,0,2,1,1,0,0,1,2,1,0
292,2,1,3,1,2,1,0,0,0,0
293,1,4,0,0,1,1,2,1,1,0
294,0,3,2,3,0,0,0,2,1,0
295,2,2,1,2,1,0,1,1,1,0
296,1,1,3,0,1,1,0,0,0,0
297,0,2,0,1,0,0,2,2,1,0
298,1,3,2,1,2,1,1,1,1,0
299,2,1,2,3,1,0,0,2,1,0
300,1,2,3,2,1,0,2,0,2,0
301,0,1,2,1,2,1,0,2,1,0
302,2,3,1,0,0,0,1,1,0,0
303,1,1,1,2,1,1,2,0,3,0
304,0,2,0,3,2,0,0,1,2,0
305,1,3,2,1,0,1,1,2,1,0
306,0,1,3,0,1,0,2,0,3,0
307,2,1,1,1,2,0,1,1,0,0
308,1,2,2,2,0,1,0,2,2,0
309,0,3,0,1,2,0,1,0,1,0
310,1,1,2,1,1,0,2,0,2,0
311,0,3,1,2,0,1,0,1,3,0
312,2,2,3,1,2,0,1,2,1,0
313,0,4,0,2,1,1,0,1,1,0
314,1,2,2,1,0,0,2,0,3,0
315,1,3,1,2,2,1,1,2,2,0
316,0,1,3,1,0,0,0,2,1,0
317,2,4,2,2,1,0,1,1,3,0
318,1,0,0,1,2,1,2,0,0,0
319,0,2,1,2,0,1,0,1,2,0
320,1,2,1,1,1,0,0,2,1,0
321,2,3,2,0,2,1,1,1,3,0
322,1,1,3,2,0,0,2,0,0,0
323,0,4,1,0,1,1,0,2,1,0
324,2,0,2,1,2,0,1,1,3,0
325,1,3,0,3,1,1,0,0,0,0
326,1,2,3,0,0,0,2,2,3,0
327,2,1,1,2,1,1,1,0,1,0
328,0,3,2,1,2,0,0,1,3,0
329,1,0,3,0,1,1,2,2,1,0
330,1,3,1,2,1,1,0,1,1,0
331,0,1,0,1,0,1,2,0,0,0
332,2,2,1,0,2,0,0,2,1,0
333,1,4,0,1,1,0,1,1,0,0
334,0,0,2,2,0,1,0,0,0,0
335,1,3,1,1,1,1,2,1,1,0
336,0,2,0,0,1,0,0,1,0,0
337,2,1,1,1,2,1,1,0,1,0
338,1,4,0,2,0,0,0,2,0,0
339,0,1,2,1,0,1,1,0,0,0
340,1,2,2,2,1,1,1,1,1,0
341,2,2,1,1,0,0,0,2,3,0
342,0,1,3,0,1,0,2,1,0,0
343,1,0,1,3,2,1,1,0,3,0
344,2,3,2,2,0,1,0,2,1,0
345,2,1,3,1,2,0,1,0,0,0
346,0,2,0,2,1,1,0,1,3,0
347,1,1,2,0,0,0,2,2,1,0
348,0,0,2,2,2,0,1,1,3,0
349,2,2,1,1,1,1,0,0,0,0
350,1,1,2,2,2,1,2,1,1,0
351,0,3,1,1,1,0,1,2,1,0
352,2,2,3,1,0,1,1,1,3,0
353,1,0,1,2,2,0,0,0,0,0
354,0,2,2,2,1,1,2,2,1,0
355,2,1,0,1,2,1,1,1,1,0
356,1,3,3,0,0,0,2,2,1,0
357,0,1,1,3,1,1,0,0,0,0
358,2,2,2,2,2,0,1,1,1,0
359,1,0,3,1,1,1,2,2,3,0
360,1,1,2,2,1,1,2,1,1,0
361,2,3,3,1,2,0,1,2,3,0
362,0,1,1,3,0,1,0,0,0,0
363,2,2,2,2,2,1,2,1,1,0
364,1,0,3,0,1,0,1,2,3,0
365,2,4,1,2,0,1,0,1,0,0
366,0,2,3,1,2,1,2,0,3,0
367,1,3,2,3,1,0,1,2,1,0
368,2,1,0,2,2,1,0,2,0,0
369,0,0,2,0,0,0,2,1,1,0
370,1,2,1,1,1,1,1,1,2,0
371,0,3,2,2,2,0,2,2,2,0
372,2,0,2,1,1,0,0,1,3,0
373,1,1,0,0,0,0,1,2,1,0
374,0,2,3,3,2,1,1,2,4,0
375,2,3,1,2,0,0,2,1,2,0
376,0,1,1,1,2,0,0,2,3,0
377,1,4,2,0,1,0,1,1,1,0
378,2,2,0,3,1,1,2,2,4,0
379,0,3,3,2,0,0,1,2,3,0
380,1,2,2,2,0,1,1,2,3,0
381,0,3,1,1,2,0,2,1,1,0
382,2,1,3,0,1,0,0,2,3,0
383,1,0,2,3,1,1,1,0,1,0
384,0,2,0,2,0,0,2,2,0,0
385,2,4,2,1,2,1,0,1,3,0
386,1,1,3,0,0,0,1,2,3,0
387,0,3,1,1,1,1,2,0,1,0
388,2,2,0,3,1,0,1,2,1,0
389,1,0,3,2,2,1,0,1,3,0
390,1,2,2,1,1,0,1,2,2,0
391,0,1,1,3,0,1,2,1,1,0
392,2,2,3,1,2,0,1,0,2,0
393,1,3,1,2,1,1,0,2,3,0
394,0,0,2,1,0,0,1,1,1,0
395,2,1,0,3,2,1,2,0,0,0
396,1,2,3,0,1,0,2,2,2,0
397,0,3,0,2,0,1,0,1,3,0
398,2,0,1,1,2,0,1,2,1,0
399,1,1,2,3,1,1,0,0,2,0
400,1,2,1,1,0,1,0,1,0,0
401,2,1,2,3,1,0,1,2,3,0
402,0,3,2,2,2,0,2,0,1,0
403,1,2,3,1,0,1,0,1,0,0
404,0,1,1,2,1,0,2,2,1,0
405,2,2,2,0,2,0,1,1,1,0
406,1,1,2,3,0,0,0,2,3,0
407,0,2,1,1,0,1,1,0,0,0
408,1,3,3,2,1,0,2,1,1,0
409,2,1,0,2,2,0,0,2,1,0
410,1,1,2,2,1,1,1,1,2,0
411,2,0,1,1,2,0,0,1,1,0
412,0,2,3,1,0,0,2,0,0,0
413,2,1,0,2,1,0,1,2,2,0
414,1,0,2,3,2,1,0,1,1,0
415,0,1,1,0,1,0,0,0,0,0
416,2,3,3,1,2,0,2,1,3,0
417,1,2,0,1,0,1,1,2,2,0
418,2,0,2,2,1,0,0,1,1,0
419,0,1,3,3,2,0,1,0,0,0
420,1,3,1,2,0,1,1,0,0,0
421,2,2,0,1,2,0,2,2,1,0
422,1,4,2,3,0,1,2,1,1,0
423,2,3,1,2,1,0,1,2,0,0
424,1,2,2,3,1,1,1,0,0,0
425,2,0,1,1,2,0,2,2,1,0
426,1,3,0,2,0,1,2,1,1,0
427,2,4,2,0,1,1,1,2,1,0
428,1,2,1,3,0,0,2,0,0,0
429,2,3,3,2,2,1,2,2,1,0
0,0,3,3,2,2,1,0,1,3,1
1,1,3,1,2,1,0,2,1,1,1
2,0,2,3,2,2,0,0,2,1,1
3,1,2,1,1,0,1,1,0,0,1
4,0,0,3,3,0,0,2,1,3,1
5,2,3,1,1,1,1,2,1,1,1
6,0,0,2,0,0,1,1,2,3,1
7,2,0,3,2,2,0,2,1,3,1
8,1,4,3,1,1,0,2,1,3,1
9,0,4,0,1,0,0,2,0,0,1
10,2,1,1,3,1,0,0,0,0,1
11,1,4,0,2,0,0,2,1,3,1
12,1,3,2,3,2,1,2,0,0,1
13,1,0,1,2,0,1,2,1,3,1
14,0,4,0,3,2,0,0,1,3,1
15,1,4,3,0,0,0,1,1,3,1
16,0,0,3,3,1,0,2,2,3,1
17,2,2,3,2,0,0,0,1,1,1
18,1,0,1,2,2,0,0,0,0,1
19,1,2,3,3,0,0,1,1,1,1
20,1,1,3,0,1,1,2,0,0,1
21,0,1,0,0,2,1,2,0,0,1
22,2,0,2,3,0,0,0,0,0,1
23,1,3,2,0,0,0,0,2,4,1
24,0,3,3,0,0,0,1,0,0,1
25,0,2,1,3,1,1,2,1,3,1
26,1,0,0,2,0,1,2,1,3,1
27,1,1,2,2,1,0,1,0,0,1
28,0,0,0,2,0,0,2,0,0,1
29,1,3,2,1,2,1,2,0,0,1
30,2,1,2,3,0,1,1,1,1,1
31,1,3,2,2,1,1,0,2,1,1
32,2,0,0,1,0,1,2,2,1,1
33,2,3,1,1,2,1,0,1,1,1
34,2,0,0,0,1,1,0,2,1,1
35,2,2,1,2,2,0,2,1,1,1
36,2,0,0,0,0,0,1,1,1,1
37,2,1,2,2,2,1,1,2,1,1
38,2,4,3,2,1,1,0,1,3,1
39,0,4,3,0,2,0,0,0,0,1
40,2,0,3,0,2,0,2,2,1,1
41,2,2,3,2,0,0,2,0,0,1
42,1,4,2,2,1,1,2,0,0,1
43,0,2,3,2,1,0,0,1,3,1
44,0,1,0,3,0,0,0,1,3,1
45,0,0,3,3,0,0,1,1,3,1
46,0,0,0,3,0,0,0,1,3,1
47,2,1,3,3,0,0,0,2,4,1
48,2,4,2,0,1,0,1,1,3,1
49,0,3,1,2,1,0,1,1,3,1
50,1,2,3,2,1,0,2,1,1,1
51,0,4,0,2,2,0,2,0,0,1
52,0,0,1,1,2,1,2,2,1,1
53,2,0,0,0,1,1,2,2,1,1
54,2,3,0,3,0,1,1,2,1,1
55,0,2,1,3,0,1,1,0,0,1
56,1,4,2,0,0,1,0,0,0,1
57,2,0,0,3,1,0,2,0,0,1
58,1,3,2,2,2,1,0,0,0,1
59,1,4,1,3,0,1,1,0,0,1
60,1,2,1,1,1,1,1,1,1,1
61,1,2,2,0,2,1,2,0,0,1
62,2,2,3,1,1,0,0,1,1,1
63,1,0,3,2,2,0,1,0,0,1
64,0,2,1,3,0,1,0,2,1,1
65,1,4,2,1,1,1,1,1,3,1
66,2,1,0,1,0,1,0,2,4,1
67,0,2,1,3,2,0,0,1,3,1
68,1,4,0,0,2,0,2,0,0,1
69,2,0,1,3,1,1,1,1,3,1
70,0,0,2,1,0,1,2,1,3,1
71,1,0,0,1,2,0,2,2,1,1
72,1,3,3,3,2,0,0,2,1,1
73,1,3,0,1,0,1,2,2,4,1
74,2,3,3,2,0,0,0,0,0,1
75,1,2,3,1,2,0,0,0,0,1
76,0,4,3,2,0,1,0,2,3,1
77,1,4,1,1,1,1,1,1,3,1
78,1,4,3,2,2,1,1,1,3,1
79,2,2,2,0,2,1,2,2,1,1
80,0,3,1,3,0,1,2,1,3,1
81,1,1,3,1,2,0,2,1,3,1
82,2,0,1,2,0,0,2,2,1,1
83,2,2,2,2,1,1,1,1,1,1
84,0,3,3,1,0,0,0,2,1,1
85,1,0,0,1,0,1,0,1,3,1
86,2,0,0,2,1,0,0,1,3,1
87,1,4,3,1,1,0,2,0,0,1
88,0,2,2,2,2,0,0,1,3,1
89,1,1,3,3,2,0,1,2,3,1
90,2,1,3,2,0,0,0,0,0,1
91,2,1,1,0,2,1,1,0,0,1
92,1,4,0,0,1,1,0,0,0,1
93,1,1,2,2,2,0,2,1,3,1
94,0,2,1,1,2,0,0,0,0,1
95,2,4,1,0,1,1,1,2,3,1
96,1,2,1,0,2,0,1,2,1,1
97,1,3,2,2,0,0,2,1,1,1
98,2,0,0,3,2,1,2,0,0,1
99,0,4,2,3,0,1,0,1,3,1
100,2,0,1,1,0,0,1,0,0,1
101,0,2,0,1,0,1,1,0,0,1
102,1,4,2,0,1,0,1,1,3,1
103,2,4,1,0,1,0,1,2,3,1
104,2,3,0,3,0,0,2,1,1,1
105,1,3,1,0,1,0,1,2,1,1
106,2,1,2,0,1,1,0,0,0,1
107,2,0,3,1,2,0,2,0,0,1
108,0,3,0,0,1,0,2,0,0,1
109,1,0,2,3,1,0,0,1,3,1
110,0,4,3,0,0,1,2,0,0,1
111,2,4,3,2,0,0,2,2,1,1
112,1,4,3,3,1,1,1,2,3,1
113,2,4,0,0,0,1,1,2,3,1
114,2,3,3,3,2,1,0,0,0,1
115,1,0,2,0,1,1,2,0,0,1
116,2,1,2,1,2,1,1,0,0,1
117,1,1,0,3,1,0,1,2,3,1
118,1,3,3,1,0,1,0,0,0,1
119,1,1,0,1,2,1,1,1,1,1
120,2,2,2,2,0,1,2,0,0,1
121,0,2,1,3,0,1,2,0,0,1
122,1,2,0,1,0,1,1,2,1,1
123,2,2,1,3,1,1,2,0,0,1
124,1,2,0,1,2,1,2,1,1,1
125,1,4,3,2,1,1,0,0,0,1
126,0,1,3,2,0,0,1,2,3,1
127,2,4,0,3,0,0,1,0,0,1
128,1,4,1,3,0,1,0,0,0,1
129,1,1,3,2,1,1,1,2,3,1
130,0,0,3,3,2,1,0,1,3,1
131,2,2,0,3,2,0,1,1,1,1
132,1,0,0,0,2,0,1,1,3,1
133,1,1,3,2,0,0,2,0,0,1
134,2,2,1,0,1,0,0,1,1,1
135,0,0,1,3,1,1,0,2,3,1
136,0,2,3,1,2,0,2,0,0,1
137,1,3,3,3,1,1,0,0,0,1
138,2,3,1,1,1,0,2,2,1,1
139,2,4,2,1,0,0,0,2,1,1
140,2,4,0,3,0,0,2,0,0,1
141,1,1,1,3,0,0,0,1,1,1
142,0,0,0,1,0,0,0,0,0,1
143,1,1,0,1,1,0,0,0,0,1
144,2,1,3,1,0,1,2,2,1,1
145,0,3,1,3,1,0,2,2,1,1
146,2,4,1,3,2,0,1,2,3,1
147,0,3,0,2,1,0,1,2,3,1
148,2,2,2,3,0,0,1,0,0,1
149,1,3,1,3,0,1,1,2,1,1
150,2,2,1,2,2,1,2,1,1,1
151,1,0,1,0,0,1,0,1,3,1
152,0,0,2,2,1,0,2,0,0,1
153,0,4,0,3,0,0,2,2,1,1
154,0,3,2,2,1,0,2,2,1,1
155,2,0,0,0,2,1,1,2,1,1
156,0,0,1,1,1,0,2,2,3,1
157,1,2,0,3,0,1,2,1,1,1
158,0,3,3,3,1,0,2,0,0,1
159,2,4,0,2,1,1,2,0,0,1
160,0,1,3,1,0,1,2,0,0,1
161,0,4,1,3,1,1,0,2,3,1
162,2,4,2,2,1,1,0,1,3,1
163,2,2,2,1,0,1,0,0,0,1
164,1,4,3,1,0,0,1,1,3,1
165,1,3,0,2,1,0,0,2,1,1
166,1,1,0,0,2,0,2,0,0,1
167,1,1,2,0,1,0,0,2,1,1
168,2,3,3,3,1,0,0,1,1,1
169,2,4,0,0,1,1,1,1,3,1
170,1,4,3,2,0,1,0,0,0,1
171,2,3,0,1,2,0,0,0,0,1
172,2,1,3,2,1,0,2,2,1,1
173,2,2,3,3,0,0,0,2,4,1
174,0,0,3,1,0,1,2,2,3,1
175,1,1,3,0,0,1,0,0,0,1
176,1,0,1,3,0,0,2,0,0,1
177,0,3,0,2,1,0,1,0,0,1
178,1,1,1,2,2,0,2,2,1,1
179,0,2,1,3,2,1,2,1,3,1
180,2,2,1,0,0,0,1,2,1,1
181,2,1,3,2,1,0,1,0,0,1
182,2,4,0,0,0,0,0,0,0,1
183,2,1,0,2,2,1,1,0,0,1
184,1,2,0,3,2,0,2,1,1,1
185,0,1,1,0,0,1,1,0,0,1
186,2,4,0,0,2,1,2,0,0,1
187,0,4,1,2,2,1,0,2,3,1
188,2,4,0,2,2,1,2,0,0,1
189,1,0,2,1,0,0,1,1,3,1
190,1,3,0,1,1,0,1,0,0,1
191,0,1,0,1,1,0,2,1,3,1
192,2,2,2,0,2,1,1,1,1,1
193,1,2,0,0,1,0,0,0,0,1
194,2,3,1,1,2,1,0,0,0,1
195,1,0,0,3,1,0,2,0,0,1
196,1,4,0,2,1,1,2,2,3,1
197,2,3,1,2,2,1,0,1,1,1
198,1,4,0,3,1,0,2,0,0,1
199,0,0,3,0,1,1,2,2,3,1
200,2,4,0,2,2,1,0,1,3,1
201,1,4,2,2,0,1,0,2,3,1
202,1,1,3,3,2,1,0,1,3,1
