Netpay,Tectonic regime,Basin name,Oil recovery factor,Gas recovery factor,Latitude,Permeability,Operator company,Longitude,Country,Region,Hydrocarbon type,Porosity,Structural setting,Reservoir status,Gross,Reservoir unit,Depth,Lithology,Condensate recovery factor,Period,Onshore/offshore,Field name,Oil density
60,0,75,0.2,0.73,32.766,100,110,-102.801,48,6,5,10,2,6,105,290,1443,6,0.513,21,1,232,842.764
6.9,0,117,0.353,0.89,48.852,2,110,-101.334,48,6,5,10,3,5,30,95,990,6,0.513,4,1,108,829.912
12,0,78,0.22,0.783,43.01,0.1,110,-105.279,48,6,2,6,3,6,75,388,2595,6,0.353,7,1,335,825.073
9.9,2,56,0.3,0.73,70.343,100,22,-148.019,48,6,5,17,5,6,12,311,2520,11,0.27,12,1,291,854.985
16.8,0,115,0.25,0.77,53.229,30,106,-115.547,8,6,5,10,2,6,44.4,290,2550,11,0.353,9,1,388,820.29
15,0,115,0.31,0.77,53.263,5,110,-115.704,8,6,5,8.7,2,6,30,381,2845.2,9,0.353,9,1,70,810.888
6.9,0,115,0.38,0.76,53.229,10,176,-115.801,8,6,5,8.3,2,5,24,375,2430,9,0.513,7,1,183,825.073
4.5,0,89,0.397,0.82,61.583,8.9,169,75.183,36,3,5,18,3,8,21,371,2310,9,0.513,7,1,433,865.443
60,0,75,0.35,0.73,32.768,100,152,-103.37,48,6,5,10,2,6,135,290,1448.7,6,0.513,21,1,412,829.912
14.1,2,64,0.35,0.777,60.587,1000,166,2.913,30,1,5,27,6,2,15,108,1679.7,11,0.513,12,0,391,834.808
30,0,75,0.31,0.677,32.766,8.3,178,-102.801,48,6,5,10,2,5,165,290,1290,6,0.513,21,1,345,865.443
8.1,0,89,0.46,0.77,61.583,100,77,75.183,36,3,5,23,3,5,19.5,375,2254.4,11,0.513,7,1,269,881.62
13.2,0,75,0.26,0.71,32.766,0.8,128,-103.716,48,6,5,5,2,2,24,290,2769,6,0.353,21,1,294,810.888
30.6,0,115,0.44,0.757,53.229,35,155,-113.554,8,6,5,9.667,2,2,705,232,2430,9,0.353,7,1,172,820.29
27,0,75,0.48,0.827,32.767,0.1,69,-103.33,48,6,5,9,2,6,120,290,1275,6,0.513,21,1,150,825.073
24.6,0,115,0.31,0.79,53.264,20,110,-115.801,8,6,5,9,2,5,36,319,2430,9,0.513,9,1,406,820.29
7.2,0,115,0.49,0.83,50.039,235,24,-3.541,46,1,5,14,2,5,9,356,2128.1,11,0.513,12,2,319,834.808
45,9,39,0.353,0.66,29.959,2000,46,-93.833,48,6,5,27,7,2,180,181,2952,11,0.377,17,1,148,860.182
5.4,0,3,0.397,0.913,36.617,0.2,110,-100.472,48,6,2,9,2,2,36,118,7800,6,0.513,4,1,71,779.614
8.4,0,113,0.22,0.73,55.114,8,34,-114.54,8,6,5,9.667,2,2,19.5,375,2550,11,0.353,9,1,240,834.808
7.8,0,113,0.44,0.77,52.838,0.1,155,51.214,36,3,5,10,2,2,44.4,184,2529.3,9,0.27,12,1,124,829.912
16.8,2,9,0.29,0.79,38.21,30,128,117.06,9,2,5,10.833,6,2,49.2,162,3420,11,0.483,17,1,438,849.85
12.9,0,75,0.32,0.73,32.767,0.1,110,-103.7,48,6,5,6,2,6,180,290,1290,6,0.513,21,1,411,842.764
45,4,63,0.28,0.73,56.567,10,155,3.085,30,1,5,20,7,2,480,58,3306,11,0.4,12,0,392,829.912
6.9,0,89,0.29,0.77,58.1,1000,77,81.2,36,3,5,28,3,2,9.9,371,984.3,11,0.513,7,1,267,921.824
6.9,0,117,0.397,0.84,48.1,0.4,110,72.7,9,3,2,8.9,10,2,21.3,371,2466.6,11,0.513,7,1,406,844.776
9.9,0,75,0.35,0.757,32.767,3,110,-103.62,48,6,5,6,2,5,14.1,118,2550,6,0.353,21,1,391,792.574
6.3,9,115,0.327,0.61,53.464,30,110,-115.801,8,6,3,13,2,6,90,344,2550,11,0.27,7,1,172,792.574
13.8,0,89,0.29,0.827,61.583,0.4,169,75.183,36,3,5,10,3,2,44.4,371,2460,11,0.547,7,1,268,829.912
18,4,63,0.46,0.83,56.412,1000,155,2.029,46,1,5,28,6,2,24,108,2118.9,11,0.513,12,0,178,860.182
18,9,63,0.35,0.77,56.567,1000,4,3.099,47,1,5,28,7,7,24,59,2250,1,0.513,12,0,391,839.763
3.6,0,117,0.38,0.84,48.852,100,110,-101.143,48,6,5,14,3,6,29.4,231,2482.5,9,0.27,4,1,290,834.808
24.6,9,102,0.44,0.7,40.114,1000,128,62.991,49,3,5,20,4,2,69,357,1834.1,11,0.513,12,1,399,860.182
8.4,0,117,0.38,0.76,49.66,10,110,-100.92,8,6,2,14,3,2,30,372,924,9,0.513,4,1,296,815.562
8.4,0,113,0.26,0.73,51.928,20,110,-114.54,8,6,5,10.2,2,2,42.3,339,2550,9,0.353,4,1,110,820.29
60,0,75,0.28,0.84,32.894,0.5,110,-103.532,48,6,5,6,2,6,90,290,2520,6,0.27,21,1,412,842.764
24.6,0,113,0.353,0.42,51.928,9,110,-114.54,8,6,3,9.667,2,2,90,318,2430,11,0.353,4,1,70,829.912
45,9,102,0.26,0.77,1.296,500,120,101.23,18,2,5,32,4,6,135,318,246,11,0.513,15,1,340,865.443
12.3,2,63,0.28,0.84,56.262,225,170,2.029,46,1,5,17,6,6,21.3,382,2268,11,0.513,12,0,39,839.763
7.2,0,78,0.46,0.73,43.746,5,4,-105.786,48,6,5,12,2,6,21,232,2595,6,0.353,7,1,205,810.888
12.9,0,78,0.353,0.73,43.06,0.8,128,-105.279,48,6,2,8,9,2,180,390,2790,6,0.353,7,1,246,815.562
57,4,63,0.46,0.777,57.056,1000,34,2.069,46,1,5,25,6,2,69,274,2125.2,11,0.513,12,0,130,839.763
6,0,115,0.32,0.61,51.928,24,177,-114.54,8,6,5,9,2,6,90,361,2430,9,0.353,7,1,70,825.073
60,0,3,0.3,0.783,36.272,1,128,-100.574,48,6,5,11,2,6,90,290,630,6,0.513,4,1,150,892.744
13.8,9,115,0.5,0.66,48.271,200,110,2.844,15,1,5,23,11,5,21.3,93,2250,11,0.513,12,1,130,834.808
10.2,0,117,0.447,0.83,49.65,0.8,155,-114.027,8,6,2,4,2,2,60,279,2520,6,0.353,10,1,241,825.073
16.8,0,115,0.28,0.86,55.1,0.2,34,-116.99,8,6,2,5,2,5,30,343,2520,6,0.27,9,1,71,788.301
6,0,117,0.3,0.71,48.1,7,110,-103.47,48,6,5,10,3,5,30,232,2905,6,0.377,4,1,247,820.29
33,0,75,0.3,0.777,32.199,0.5,61,-102.252,48,6,5,6,2,6,300,290,1740,6,0.513,21,1,296,865.443
60,0,75,0.46,0.77,32.766,0.5,191,-102.531,48,6,5,8,2,5,300,290,1448.7,6,0.513,21,1,394,892.744
30,0,115,0.32,0.749,52.838,0.2,155,51.538,36,3,5,10,2,2,120,24,2250,9,0.513,7,1,172,820.29
18.6,0,3,0.46,0.73,37.617,5,128,-98.917,48,6,5,13,2,6,24.6,83,990,6,0.513,4,1,206,815.562
6,0,75,0.5,0.66,32.768,0.5,110,-102.854,48,6,5,6,2,6,30,290,1447.5,6,0.513,21,1,232,854.985
24.6,0,117,0.45,0.66,48.859,25,4,-101.142,48,6,5,14,3,5,30,7,1448.7,9,0.513,4,1,219,844.776
7.8,0,115,0.49,0.84,55.114,100,155,52.231,36,3,5,17,2,5,42.3,308,1560,11,0.513,4,1,259,839.763
45,9,40,0.447,0.61,28.236,1000,69,33.102,13,0,5,25,6,7,60,174,1314,11,0.513,7,0,25,854.985
14.7,2,64,0.4,0.73,61.29,1200,166,2.358,30,1,5,25,6,2,19.8,317,1611,11,0.513,27,0,394,839.763
36,0,75,0.25,0.8,31.578,5,34,-102.734,48,6,5,10,2,6,90,290,1140,6,0.513,21,1,168,854.985
24.6,0,113,0.22,0.77,53.399,0.4,155,-113.492,8,6,5,6,2,2,30,232,2280,9,0.513,7,1,406,839.763
60,0,75,0.35,0.75,32.766,7,178,-102.803,48,6,5,8.5,2,6,105,290,825,6,0.513,21,1,208,892.744
6.9,4,63,0.24,0.86,55.114,1000,155,5.137,15,1,5,28,6,2,12.3,25,2027.5,11,0.513,7,0,65,825.073
12.9,4,2,0.44,0.83,-21.807,1000,127,114.531,3,2,5,28,6,2,19.5,123,627,11,0.513,15,0,354,933.993
6,0,115,0.4,0.827,53.263,4,4,-115.929,8,6,5,6,2,5,30,232,2568,6,0.377,7,1,109,810.888
24.6,0,115,0.26,0.66,50.069,9,110,-111.143,8,6,3,9.4,9,2,90,319,2430,11,0.353,7,1,247,788.301
24.6,2,63,0.5,0.61,56.567,150,91,3.094,30,1,5,25,6,5,30,58,2328.6,11,0.353,12,0,155,825.073
42.6,0,104,0.38,0.76,26.533,0.4,22,49.982,37,5,5,8.2,2,2,60,26,2785.8,9,0.27,7,1,0,825.073
24.6,2,64,0.49,0.778,60.587,1000,166,3.094,30,1,5,20,6,2,30,58,2699.7,11,0.547,12,0,391,834.808
15,0,115,0.26,0.73,52.238,120,155,143.219,36,9,5,14,3,2,45,316,1596.3,11,0.513,15,1,132,881.62
6.9,0,3,0.427,0.603,35.433,10,110,-100.1,48,6,2,14,2,2,21,85,4443,13,0.513,4,1,172,775.342
60,2,63,0.29,0.64,55.1,20,155,52.833,36,3,5,13.5,4,2,87,299,2274,11,0.4,7,1,303,825.073
30,0,75,0.38,0.84,31.429,50,163,9.825,42,0,5,14,8,2,105,308,1800,11,0.513,15,1,25,839.763
27,0,104,0.417,0.66,26.983,5,121,49.617,37,5,5,10,2,5,30,213,2018.6,9,0.513,7,1,240,815.562
24.6,2,64,0.27,0.707,60.893,200,166,2.913,30,1,5,20,6,2,30,108,2175,11,0.56,12,0,339,829.912
10.5,0,117,0.38,0.77,49.9,0.6,110,-100.1,8,6,3,10,2,2,30,376,2580,11,0.27,4,1,259,775.342
27,2,64,0.44,0.71,61.204,1000,166,1.743,46,1,5,27,6,5,39,58,2148.9,11,0.513,12,0,24,829.912
6.9,0,113,0.26,0.783,52.838,7.3,155,51.702,36,3,5,11,2,2,9,167,1054.1,9,0.513,4,1,437,839.763
5.3,0,115,0.14,0.73,51.928,5,110,-114.54,8,6,5,10.5,2,5,29.4,318,2280,9,0.513,7,1,70,825.073
13.8,0,115,0.353,0.633,53.263,0.4,110,-115.586,8,6,5,6,2,2,36,375,2520,9,0.353,7,1,413,825.073
45,2,64,0.3,0.827,61.383,1000,155,1.75,46,1,5,25,6,5,195,317,2456.4,11,0.427,12,0,391,829.912
6.3,0,117,0.373,0.77,48.271,30,4,-103.334,48,6,5,16,3,5,30,232,2875.5,9,0.27,4,1,186,810.888
9.9,0,117,0.353,0.77,48.271,0.2,110,-102.891,48,6,5,10,2,5,12.9,83,982.5,6,0.513,4,1,109,820.29
6,0,75,0.35,0.783,32.766,0.8,110,-102.843,48,6,5,4,2,6,24,290,1447.5,6,0.513,21,1,308,825.073
27,0,89,0.48,0.82,61.38,0.5,4,75.81,36,3,5,9,3,5,2460,338,2460,11,0.513,7,1,391,881.62
30,0,75,0.447,0.66,32.767,7,67,-103.767,48,6,5,7,2,6,120,118,1680,6,0.457,21,1,296,839.763
6.9,0,113,0.42,0.827,52.838,7,155,51.214,36,3,5,9.4,2,6,44.4,199,2292.9,9,0.27,4,1,210,839.763
24.6,2,9,0.27,0.433,37.917,100,160,118.283,9,2,5,10.467,6,5,225,162,2782.8,11,0.27,17,1,433,887.147
57,2,9,0.4,0.83,37.917,150,160,118.433,9,2,5,10.833,6,6,1968.3,164,1132.8,11,0.513,17,1,405,860.182
15.6,2,63,0.31,0.71,56.262,300,155,3.553,30,1,5,26,6,6,33.6,108,2115.6,11,0.513,12,0,155,834.808
45,0,75,0.32,0.76,32.766,1,110,-102.688,48,6,5,8.8,2,6,450,290,1140,6,0.513,21,1,412,892.744
75,9,63,0.26,0.7,58.069,1000,178,1.385,46,1,5,25,6,7,84,215,2118.9,11,0.513,12,0,335,834.808
8.7,0,113,0.46,0.84,55.114,200,155,52.591,36,3,5,20,2,6,24.3,318,1665,11,0.513,4,1,290,860.182
42.6,4,65,0.5,0.8,53.264,20,24,2.929,46,1,5,12,8,2,294,58,2265,11,0.513,21,0,130,825.073
42,0,115,0.43,0.677,50.039,7,176,-112.315,8,6,2,6,2,5,75,361,2430,6,0.353,7,1,219,775.342
9.3,4,15,0.353,0.82,36.272,1000,160,119.108,9,2,5,32,6,2,9.3,161,1086.3,11,0.513,17,1,438,959.322
24.6,2,0,0.417,0.75,35.09,0.1,120,114.75,9,2,2,1.8,6,2,165,31,2782.8,6,0.27,7,1,399,779.614
13.8,4,95,0.34,0.73,1.296,1000,30,101.23,18,2,5,32,4,2,19.8,44,66,11,0.513,15,1,110,921.824
3.6,0,3,0.397,0.913,35.437,0.1,110,-100.079,48,6,2,6,2,2,24,118,2520,6,0.513,4,1,348,758.713
5.7,4,18,0.397,0.86,37.417,8.3,160,118.75,9,2,5,2.5,4,2,294,163,1449,6,0.513,4,1,403,959.322
36,0,75,0.35,0.77,31.359,20,34,-102.279,48,6,5,10,2,6,60,118,1200,6,0.513,21,1,232,852.41
12.9,0,89,0.24,0.83,61.583,8,69,75.183,36,3,5,14,3,5,36.9,375,2518.7,11,0.27,7,1,268,825.073
30,0,115,0.38,0.83,53.229,100,4,-115.801,8,6,5,11,2,6,30,232,1448.8,9,0.513,7,1,197,820.29
9.9,0,117,0.4,0.747,48.852,10,34,-100.892,48,6,5,16,3,5,30,232,993,9,0.513,4,1,172,854.985
36,0,75,0.38,0.79,32.766,8,110,-103.716,48,6,5,6,2,2,120,290,1290,6,0.513,21,1,294,815.562
6.3,9,115,0.3,0.827,48.852,0.8,110,3.102,15,1,5,13.333,11,2,21.6,71,2452.5,11,0.27,12,1,24,839.763
6.3,0,117,0.38,0.76,48.1,5,110,72.7,44,3,5,13,10,5,21,286,1710,9,0.513,12,1,269,839.763
6,0,75,0.35,0.79,32.766,0.4,110,-102.554,48,6,5,6,2,6,120,290,2520,6,0.513,21,1,172,865.443
13.8,0,113,0.38,0.86,51.928,100,110,-114.54,8,6,5,10,2,5,36,361,2310,9,0.353,9,1,375,829.912
7.8,9,104,0.3,0.707,26.766,60,143,49.883,37,5,5,20,7,2,9,24,1617,9,0.56,7,1,437,860.182
45,2,63,0.4,0.73,58.459,1000,61,0.303,46,1,5,20,6,5,120,299,2118.9,11,0.513,12,0,335,839.763
60,0,75,0.49,0.86,32.766,10,110,-103.716,48,6,5,10,2,6,390,290,1140,6,0.513,21,1,249,887.147
6,0,117,0.27,0.84,48.524,1.5,4,-101.143,48,6,5,15,3,2,30,231,1482,9,0.513,4,1,219,849.85
27,0,115,0.4,0.76,52.838,0.5,110,-114.432,8,6,5,6,2,6,90,290,2430,6,0.353,9,1,70,820.29
4.5,0,117,0.3,0.76,48.852,0.4,4,-100.974,48,6,5,9,3,5,15,232,993,6,0.513,4,1,277,849.85
60,0,115,0.3,0.73,52.838,0.4,110,-114.429,8,6,5,7,2,2,90,321,2310,9,0.513,9,1,375,820.29
42.6,0,115,0.44,0.73,52.838,120,110,-114.54,8,6,5,12.1,2,2,75,321,2310,9,0.353,7,1,95,820.29
36,0,37,0.49,0.81,41.615,0.8,110,-110.734,48,6,3,7,2,2,120,83,3900,11,0.513,7,1,348,775.342
6.3,0,115,0.34,0.783,55.142,100,155,52.742,36,3,5,18,2,2,36.9,308,1560,11,0.513,4,1,371,860.182
9.3,0,115,0.41,0.757,52.838,0.8,24,-114.279,8,6,5,7,2,5,24,366,1710,9,0.513,7,1,70,825.073
11.7,0,113,0.46,0.81,51.928,120,110,-114.54,8,6,5,11.8,2,5,39,319,2280,9,0.513,7,1,70,820.29
8.1,0,115,0.38,0.773,51.928,30,110,-114.54,8,6,5,10,2,2,75,319,1710,9,0.513,9,1,110,829.912
24.6,9,102,0.5,0.82,40.149,0.4,80,62.991,49,3,5,12,4,6,69,321,1662.6,9,0.513,7,1,437,825.073
10.2,0,3,0.52,0.84,39.766,0.5,110,-101.149,48,6,2,9,2,6,60,256,2520,6,0.513,4,1,290,825.073
57,0,37,0.49,0.603,41.015,5,178,-110.029,48,6,5,7,10,2,90,256,3900,6,0.513,12,1,105,810.888
6,0,117,0.33,0.84,48.852,40,34,-101.279,48,6,5,18,3,5,21,232,988.5,9,0.513,4,1,349,854.985
13.8,0,113,0.47,0.83,51.928,7,110,-114.54,8,6,5,9.667,2,2,24,345,2430,6,0.353,7,1,169,834.808
24.6,2,9,0.35,0.707,37.417,100,160,118.75,9,2,5,20,6,5,177,162,2262,11,0.56,15,1,421,878.882
60,0,85,0.41,0.749,35.283,0.4,152,44.366,45,5,5,12,9,6,84,308,1975.2,9,0.513,7,1,437,820.29
24.6,9,9,0.447,0.7,38.21,5,128,117.06,9,2,2,2.5,6,2,177,210,3426,6,0.547,15,1,438,758.713
13.2,0,37,0.5,0.66,30.054,15,155,-90.819,48,6,5,15,10,5,21.6,117,2952.9,11,0.377,15,1,131,844.776
24.6,9,66,0.35,0.73,70.327,50,22,-148.019,48,6,5,20,5,2,105,399,600,11,0.513,12,1,367,959.322
12.9,0,89,0.29,0.77,63.1,350,34,54.92,36,3,5,16,3,2,36.9,321,2304.6,11,0.27,7,1,296,881.62
15,0,78,0.4,0.66,44.039,100,155,-105.028,48,6,5,15,3,6,30,232,2595,11,0.513,7,1,247,842.764
21.3,0,115,0.397,0.84,53.264,100,110,-115.574,8,6,2,11,2,2,75,373,2430,6,0.353,7,1,290,825.073
33,0,75,0.35,0.76,31.399,0.1,110,-102.29,48,6,5,8,2,5,180,290,1410,6,0.513,21,1,294,815.562
9.9,0,117,0.26,0.76,48.1,0.5,155,16.35,4,1,2,10,2,4,18,29,2775,6,0.27,7,1,2,801.7
14.7,9,113,0.49,0.66,55.343,400,91,54.678,36,3,5,19.667,4,7,44.2,155,1638,11,0.513,7,1,262,849.85
16.8,0,89,0.34,0.817,61.583,100,166,75.183,36,3,5,18,3,2,30,317,2518.4,11,0.513,7,1,397,829.912
9.9,0,113,0.22,0.783,50.1,0.2,110,-111.1,8,6,5,6,2,2,24,311,2430,6,0.513,7,1,388,839.763
6.9,0,113,0.22,0.73,50.199,15,110,-111.1,8,6,5,10,2,6,24,320,2430,9,0.353,7,1,65,825.073
12.9,0,117,0.49,0.83,48.852,0.4,110,-101.019,48,6,5,6,3,6,24,217,1452,9,0.513,4,1,72,834.808
45,0,75,0.26,0.77,32.766,0.5,110,-102.844,48,6,5,8,2,6,120,290,1443,6,0.513,21,1,308,852.41
11.7,0,117,0.41,0.76,48.75,9,128,-101.1,48,6,5,13,3,5,36,231,1500,6,0.513,4,1,247,815.562
7.2,0,115,0.28,0.83,51.928,10,110,-114.54,8,6,5,11,2,2,90,321,2430,9,0.353,7,1,365,829.912
42,0,75,0.447,0.633,32.99,5,110,-94.15,48,6,5,8.8,2,6,105,255,3000,9,0.377,12,1,248,810.888
7.2,0,89,0.46,0.83,61.583,100,77,75.183,36,3,5,20,3,2,12.3,372,2250,11,0.513,7,1,367,825.073
6,0,117,0.38,0.777,48.271,20,107,-103.301,48,6,5,10,3,5,30,231,2815.2,6,0.377,4,1,197,820.29
14.7,0,75,0.12,0.76,31.438,1.5,110,-102.383,48,6,5,6,2,5,24,290,1710,6,0.513,21,1,168,865.443
15,0,75,0.4,0.83,32.894,1.5,110,-103.554,48,6,5,11,2,5,30,290,1140,6,0.513,21,1,413,852.41
10.2,0,115,0.35,0.773,50.069,0.1,106,-110.629,8,6,3,4,9,6,75,286,2430,6,0.353,7,1,371,801.7
13.8,2,64,0.47,0.75,60.587,500,166,3.094,30,1,5,21,6,5,19.8,58,2698.4,11,0.27,12,0,391,839.763
12.9,0,89,0.397,0.77,61.583,100,169,75.183,36,3,5,20,3,2,22.5,371,2310,11,0.417,7,1,437,829.912
27,9,39,0.46,0.71,29.841,600,94,-93.501,48,6,5,24,1,2,105,291,3720,11,0.4,17,0,348,797.183
12.9,0,115,0.4,0.83,51.928,10,110,-114.54,8,6,5,11,2,6,24,123,1710,9,0.513,7,1,110,829.912
6.3,9,104,0.49,0.749,26.533,5000,61,49.954,37,5,5,28,7,7,9.9,158,1452.9,11,0.513,7,0,437,865.443
7.8,0,115,0.397,0.84,50.069,20,4,-111.143,8,6,2,13,9,13,21.6,385,2430,11,0.4,7,1,205,775.342
7.2,0,115,0.41,0.783,53.229,2,110,-115.801,8,6,5,10.5,2,5,24.6,285,1560,9,0.513,9,1,350,834.808
6.3,0,3,0.397,0.913,36.272,30,128,-100.332,48,6,5,17,2,6,42,83,3930,11,0.513,4,1,172,801.7
6.3,0,117,0.45,0.77,48.271,0.6,110,-103.301,48,6,5,6,3,2,30,365,2859,6,0.377,4,1,243,810.888
63,0,37,0.45,0.81,41.615,15,4,-108.825,48,6,5,13,2,6,90,232,1440,11,0.513,4,1,110,815.562
36,0,75,0.45,0.777,32.766,8,178,-102.554,48,6,5,8.5,2,2,120,290,1285,6,0.513,21,1,347,820.29
18,0,115,0.3,0.603,48.852,60,4,-101.1,48,6,5,20,3,6,30,83,1452,9,0.513,4,1,219,854.985
24.6,0,115,0.397,0.71,55.15,100,155,52.65,36,3,5,18,2,6,69.9,167,1560.6,11,0.513,4,1,240,839.763
8.4,0,115,0.4,0.783,53.229,1.2,155,-113.792,8,6,5,10.5,2,6,19.5,286,924,9,0.513,7,1,70,820.29
9.9,0,3,0.46,0.783,37.717,7,88,-98.892,48,6,5,10.2,2,6,12.3,133,988.1,6,0.513,4,1,65,815.562
15.6,0,117,0.36,0.77,50.2,10,155,-111.283,8,6,2,10,3,2,30,361,2430,6,0.353,7,1,70,834.808
60,9,38,0.15,0.66,28.37,1.5,69,48.303,28,5,5,26,7,5,90,44,1332,9,0.513,7,0,437,849.85
3.9,0,117,0.44,0.778,48.1,1.5,4,-102.47,48,6,5,16,2,5,19.5,84,2835,6,0.377,4,1,111,810.888
9.9,4,63,0.35,0.707,55.114,1000,34,5.199,11,1,5,28,7,4,13.8,263,1875,1,0.56,7,0,391,876.161
15.6,0,89,0.46,0.76,61.583,120,77,75.183,36,3,5,17,3,2,30,389,2250,11,0.513,7,1,267,825.073
4.5,0,115,0.3,0.827,51.928,7,110,-114.54,8,6,5,9.667,2,5,12,123,1575,6,0.513,7,1,197,825.073
6,0,117,0.26,0.71,48.852,8.9,191,-101.143,48,6,5,11,3,5,30,232,1482,9,0.513,4,1,295,854.985
6.9,0,115,0.27,0.677,51.928,0.5,110,-114.54,8,6,3,10,2,2,24.6,85,2550,6,0.27,4,1,345,825.073
4.5,0,115,0.4,0.77,51.928,0.4,106,-114.54,8,6,5,9,2,6,24,375,1710,11,0.513,7,1,388,825.073
30,0,75,0.35,0.81,32.991,2,110,-103.992,48,6,5,9,2,6,120,290,975,6,0.513,21,1,396,820.29
16.8,4,36,0.29,0.707,41.838,100,110,-80.29,48,6,5,16,4,2,75,325,4683,11,0.56,12,1,71,815.562
24.6,4,95,0.46,0.86,1.296,1000,30,101.23,18,2,5,32,4,2,63.9,21,66,11,0.513,15,1,110,933.993
15.6,0,75,0.27,0.84,31.749,0.6,110,-102.443,48,6,5,6,2,6,30,118,1740,6,0.513,21,1,396,815.562
15,0,115,0.3,0.79,55.857,5,4,-114.433,8,6,5,6,2,5,30,387,2310,6,0.513,9,1,79,820.29
15,0,104,0.26,0.77,26.983,30,120,49.55,37,5,5,17,2,2,36,26,2267.5,9,0.513,7,1,437,820.29
12,4,63,0.397,0.86,56.262,100,44,3.554,30,1,5,25,6,2,36,345,2798.8,11,0.27,12,0,316,834.808
6.3,0,89,0.31,0.757,61.583,1200,169,75.183,36,3,5,28.333,3,2,9.9,367,982.5,11,0.513,7,1,429,865.443
15.6,0,89,0.38,0.84,61.583,1000,171,75.183,36,3,5,25,3,7,30,316,1034.8,11,0.513,7,1,269,946.488
27,2,63,0.31,0.73,56.165,100,155,2.569,46,1,5,20,6,5,42.6,108,2115,11,0.513,21,0,129,854.985
12.9,0,89,0.35,0.77,61.583,100,169,75.183,36,3,5,17,3,5,22.5,371,2310,11,0.513,7,1,397,825.073
15,0,75,0.45,0.79,32.766,0.1,34,-102.688,48,6,5,8,2,6,30,290,1410,6,0.513,21,1,249,820.29
13.2,0,75,0.4,0.76,31.62,30,46,-103.23,48,6,5,10,2,5,36,118,2550,6,0.513,21,1,172,820.29
