Netpay,Tectonic regime,Basin name,Oil recovery factor,Gas recovery factor,Latitude,Permeability,Operator company,Longitude,Country,Region,Hydrocarbon type,Porosity,Structural setting,Reservoir status,Gross,Reservoir unit,Depth,Lithology,Condensate recovery factor,Period,Onshore/offshore,Field name,Oil density
13.8,0,115,0.353,0.633,53.263,0.4,110,-115.586,8,6,5,6,2,2,36,375,2520,9,0.353,7,1,413,825.073
45,0,75,0.38,0.83,32.766,5,178,-102.803,48,6,5,9,2,6,90,290,1680,6,0.513,21,1,232,815.562
12.9,0,78,0.44,0.817,44.039,7,4,-105.142,48,6,5,14,10,2,180,388,2700,6,0.353,7,1,109,842.764
15,0,104,0.38,0.79,26.983,100,152,49.683,37,5,5,20,2,8,36,213,2070,9,0.513,12,1,262,860.182
16.8,0,89,0.34,0.817,61.583,100,166,75.183,36,3,5,18,3,2,30,317,2518.4,11,0.513,7,1,397,829.912
7.8,0,115,0.28,0.77,50.028,9.9,110,-110.028,8,6,5,9.9,2,6,30,383,2430,11,0.27,7,1,305,820.29
60,0,115,0.4,0.83,48.1,0.4,4,-103.46,48,6,5,11,3,5,135,81,2550,6,0.27,4,1,219,810.888
36,0,75,0.397,0.65,32.388,10,110,-102.748,48,6,5,11,2,2,120,290,1332,6,0.493,21,1,202,810.888
10.5,2,63,0.29,0.707,57.017,100,34,2.833,46,1,5,20,6,2,10.5,185,2118.9,11,0.56,12,0,24,834.808
3.6,0,117,0.24,0.83,48.852,0.2,110,-101.142,48,6,5,5,3,2,30,231,2760,6,0.377,4,1,71,788.301
4.5,0,117,0.44,0.83,48.852,50,4,-101.1,48,6,5,18,3,2,12,231,982.5,6,0.513,4,1,219,839.763
8.4,0,78,0.28,0.77,44.039,13.5,110,-105.029,48,6,5,13,2,2,36,338,2595,11,0.353,7,1,137,844.776
27,0,115,0.4,0.76,52.838,0.5,110,-114.432,8,6,5,6,2,6,90,290,2430,6,0.353,9,1,70,820.29
60,0,115,0.32,0.73,52.838,8,155,51.738,36,3,5,10,2,5,69,25,2272.5,6,0.27,4,1,108,839.763
60,0,75,0.2,0.73,32.766,100,110,-102.801,48,6,5,10,2,6,105,290,1443,6,0.513,21,1,232,842.764
24.6,9,102,0.5,0.82,40.149,0.4,80,62.991,49,3,5,12,4,6,69,321,1662.6,9,0.513,7,1,437,825.073
13.8,2,64,0.47,0.75,60.587,500,166,3.094,30,1,5,21,6,5,19.8,58,2698.4,11,0.27,12,0,391,839.763
10.2,4,63,0.49,0.85,57.017,5000,34,2.562,46,1,5,28,6,2,12.3,58,1620,11,0.513,12,0,24,839.763
57,0,75,0.3,0.77,31.553,3,110,-102.531,48,6,5,10,2,5,120,118,1620,6,0.513,21,1,290,820.29
6,0,117,0.45,0.778,50.069,100,155,-112.235,8,6,5,10,3,5,75,361,900,6,0.513,7,1,241,834.808
4.5,0,75,0.3,0.823,32.768,2,110,-103.62,48,6,5,7,2,5,13.8,390,2889,9,0.377,21,1,294,792.717
30.6,0,75,0.24,0.83,31.8,3.5,128,3.73,31,0,5,16,3,2,105,19,2665.2,9,0.27,15,1,61,815.562
15,0,75,0.4,0.77,32.894,0.1,110,-103.554,48,6,5,5,2,2,30,290,2857,6,0.377,21,1,199,810.888
33,0,115,0.4,0.73,52.838,1000,174,51.578,36,3,5,32,2,2,34.5,389,1616.8,11,0.513,4,1,240,921.824
9.9,0,113,0.22,0.783,50.1,0.2,110,-111.1,8,6,5,6,2,2,24,311,2430,6,0.513,7,1,388,839.763
9.9,0,115,0.3,0.803,51.928,10,110,-114.54,8,6,5,10.2,2,2,24,64,1710,9,0.513,7,1,70,839.763
60,0,75,0.48,0.83,32.894,7,34,-103.454,48,6,5,10,2,6,105,290,1285,6,0.513,21,1,247,839.763
7.2,0,89,0.46,0.83,61.583,100,77,75.183,36,3,5,20,3,2,12.3,372,2250,11,0.513,7,1,367,825.073
30,0,115,0.32,0.749,52.838,0.2,155,51.538,36,3,5,10,2,2,120,24,2250,9,0.513,7,1,172,820.29
63,0,89,0.34,0.757,63.299,50,155,54.364,36,3,5,16,3,8,69,308,2220,11,0.513,7,1,216,852.41
45,4,36,0.48,0.84,41.615,100,160,83.883,9,2,5,16,4,6,1950,33,3426,11,0.27,16,1,399,844.776
7.8,0,3,0.44,0.913,39.766,0.1,110,-101.716,48,6,2,10,2,6,24,333,989.5,6,0.513,21,1,241,810.888
8.4,0,75,0.4,0.83,32.894,1,110,-103.554,48,6,5,9,2,6,12.9,118,825,6,0.513,21,1,396,815.562
120,4,63,0.427,0.7,56.65,100,178,2.343,46,1,5,20,7,2,138,185,4395,11,0.427,12,0,129,829.912
6,0,117,0.42,0.783,48.852,0.4,110,-101.1,48,6,5,6,3,6,30,385,1995.5,9,0.513,4,1,197,810.888
12,0,78,0.22,0.783,43.01,0.1,110,-105.279,48,6,2,6,3,6,75,388,2595,6,0.353,7,1,335,825.073
6.3,0,3,0.373,0.89,36.272,0.8,110,-100.262,48,6,2,5,2,6,45,2,1200,9,0.513,4,1,108,775.342
24.6,9,63,0.32,0.73,58.069,1000,61,0.231,46,1,5,28,6,5,31.1,242,2118.6,15,0.513,12,0,155,839.763
9.3,0,115,0.397,0.71,53.229,10,110,-115.602,8,6,2,11,2,2,12.9,123,2430,6,0.353,7,1,395,792.717
18.6,0,3,0.46,0.73,37.617,5,128,-98.917,48,6,5,13,2,6,24.6,83,990,6,0.513,4,1,206,815.562
8.1,0,89,0.46,0.77,61.583,100,77,75.183,36,3,5,23,3,5,19.5,375,2254.4,11,0.513,7,1,269,881.62
36,0,75,0.45,0.777,32.766,8,178,-102.554,48,6,5,8.5,2,2,120,290,1285,6,0.513,21,1,347,820.29
33,0,75,0.353,0.66,32.388,0.8,110,-102.554,48,6,5,8,2,5,120,290,1620,6,0.513,21,1,296,839.763
10.2,0,117,0.28,0.79,48.75,0.1,34,-100.92,48,6,2,4,2,2,180,108,2520,6,0.353,4,1,348,825.073
15,0,78,0.4,0.66,44.039,100,155,-105.028,48,6,5,15,3,6,30,232,2595,11,0.513,7,1,247,842.764
12,0,115,0.44,0.73,52.238,0.4,4,-114.471,8,6,5,5,2,6,90,8,2430,6,0.353,7,1,241,820.29
120,2,40,0.46,0.633,28.236,500,13,33.369,13,0,5,21,6,2,180,308,2129.1,11,0.513,15,0,30,815.562
24.6,0,115,0.44,0.66,51.629,6,110,-114.54,8,6,2,10,2,2,30,81,2310,9,0.447,7,1,105,806.268
36,0,89,0.45,0.783,61.583,100,169,75.183,36,3,5,19,3,2,99,348,2310,11,0.513,7,1,391,870.769
4.5,0,75,0.3,0.803,31.92,10,128,3.653,29,0,5,14,2,6,30,319,2646,9,0.27,15,1,65,839.763
3.6,0,117,0.28,0.85,48.75,100,4,-101.1,48,6,5,14,3,6,18,231,1482,9,0.513,4,1,219,854.985
9.9,2,63,0.32,0.77,57.056,450,178,2.069,46,1,5,20,6,2,13.8,58,2113.2,11,0.513,12,0,179,839.763
7.8,0,3,0.47,0.913,36.272,0.1,110,-100.578,48,6,2,9,2,6,105,118,4713,6,0.513,4,1,348,779.614
30,0,115,0.28,0.73,53.229,10,155,-115.47,8,6,5,10,2,2,195,373,2430,9,0.353,7,1,70,820.29
14.7,2,9,0.447,0.84,37.867,100,160,118.75,9,2,5,15,6,5,177,301,1423.8,11,0.513,17,1,406,892.744
7.2,0,115,0.38,0.76,53.264,0.2,110,-115.929,8,6,2,6,2,5,75,349,2565,6,0.27,9,1,410,815.562
19.8,4,63,0.44,0.77,57.056,1000,178,2.069,46,1,5,25,6,5,30,185,2250,11,0.513,12,0,186,825.073
24.6,0,3,0.3,0.707,37.417,5,110,-100.782,48,6,2,6,10,6,90,83,1414.5,6,0.513,4,1,96,779.614
8.4,0,113,0.26,0.73,51.928,20,110,-114.54,8,6,5,10.2,2,2,42.3,339,2550,9,0.353,4,1,110,820.29
6.9,0,113,0.42,0.827,52.838,7,155,51.214,36,3,5,9.4,2,6,44.4,199,2292.9,9,0.27,4,1,210,839.763
4.5,0,117,0.3,0.76,48.852,3,4,-101.029,48,6,5,10,3,5,75,231,2485.5,6,0.27,4,1,259,820.29
6,0,117,0.4,0.823,48.1,1.5,110,-102.743,48,6,5,13,3,6,30,231,1140,6,0.513,4,1,172,854.985
7.8,0,115,0.397,0.84,50.069,20,4,-111.143,8,6,2,13,9,13,21.6,385,2430,11,0.4,7,1,205,775.342
24.6,0,75,0.46,0.73,31.92,5,34,-103.716,48,6,5,6,2,6,180,118,1230,6,0.513,21,1,348,792.717
15.6,0,117,0.5,0.71,48.75,0.4,4,-100.92,48,6,5,11,3,6,30,232,993,9,0.513,4,1,258,810.888
9,0,117,0.3,0.777,49.928,1.5,110,-100.734,8,6,5,10,2,5,19.2,385,982.5,9,0.513,4,1,247,834.808
24.6,2,9,0.27,0.433,37.917,100,160,118.283,9,2,5,10.467,6,5,225,162,2782.8,11,0.27,17,1,433,887.147
6.9,0,117,0.447,0.75,48.852,1000,34,-100.292,48,6,5,30,2,2,21,84,1304.8,11,0.513,4,1,169,904.153
33.6,2,56,0.28,0.637,70.262,25,22,-148.473,48,6,5,18.333,5,6,120,361,344.4,11,0.513,7,1,308,887.147
45,0,37,0.46,0.83,42.262,0.5,4,-107.334,48,6,2,10,2,2,75,256,1650,6,0.513,7,1,219,842.764
13.8,0,115,0.46,0.79,55.114,0.2,34,-114.471,8,6,2,3,10,6,45,85,3000,2,0.377,7,1,65,777.046
7.2,0,75,0.427,0.77,32.388,1.5,110,-102.554,48,6,5,6,2,6,21.3,118,1275,6,0.513,21,1,413,815.562
6.9,4,63,0.24,0.86,55.114,1000,155,5.137,15,1,5,28,6,2,12.3,25,2027.5,11,0.513,7,0,65,825.073
12.9,0,89,0.3,0.77,61.583,200,169,75.183,36,3,5,17,3,5,24.3,378,2310.6,11,0.513,7,1,391,839.763
30,0,75,0.41,0.73,32.792,8,110,-102.893,48,6,5,9,2,2,120,290,870,6,0.513,21,1,294,820.29
9.9,0,117,0.4,0.747,48.852,10,34,-100.892,48,6,5,16,3,5,30,232,993,9,0.513,4,1,172,854.985
45,9,66,0.4,0.61,70.342,200,22,-148.472,48,6,5,13.333,5,2,180,381,2625,11,0.353,12,1,391,842.764
15,0,75,0.45,0.79,32.766,0.1,34,-102.688,48,6,5,8,2,6,30,290,1410,6,0.513,21,1,249,820.29
27,0,89,0.38,0.73,61.583,5,155,75.183,36,3,5,13,3,8,246,317,2460,11,0.4,7,1,268,844.776
7.8,2,64,0.46,0.73,60.893,2000,166,2.913,30,1,5,28,6,5,9.9,58,1611.3,11,0.513,12,0,391,829.912
9.3,0,115,0.41,0.757,52.838,0.8,24,-114.279,8,6,5,7,2,5,24,366,1710,9,0.513,7,1,70,825.073
8.1,0,89,0.45,0.777,61.583,1000,77,75.183,36,3,5,30,3,2,19.5,371,1304.8,11,0.513,7,1,296,881.62
45,9,63,0.27,0.8,58.279,100,155,0.231,46,1,5,17,6,2,102,265,2038.2,11,0.513,21,0,335,839.763
6.9,0,113,0.4,0.777,55.15,100,155,52.166,36,3,5,20,2,2,42.3,316,1632.9,11,0.513,4,1,262,860.182
3.8,0,117,0.15,0.783,48.852,0.1,110,-101.143,48,6,5,10,3,5,14.1,274,990,6,0.513,4,1,258,829.912
60,9,40,0.6,0.76,28.837,200,89,33.283,13,0,5,20,6,2,105,15,1566,11,0.513,15,0,101,815.562
7.2,0,3,0.427,0.86,36.272,0.1,110,-100.282,48,6,2,6,2,6,45,118,3900,11,0.547,4,1,139,788.301
33,0,75,0.4,0.603,32.66,0.4,110,-102.883,48,6,5,4,2,6,300,290,1290,6,0.513,21,1,96,829.912
6,0,117,0.28,0.78,48.852,50,4,-101.039,48,6,5,18,3,6,21,232,990,9,0.513,4,1,219,834.808
6.3,9,104,0.49,0.749,26.533,5000,61,49.954,37,5,5,28,7,7,9.9,158,1452.9,11,0.513,7,0,437,865.443
6,0,117,0.27,0.84,48.524,1.5,4,-101.143,48,6,5,15,3,2,30,231,1482,9,0.513,4,1,219,849.85
3.8,0,115,0.08,0.73,55.114,120,24,-119.175,8,6,5,12,2,6,24,385,1833,11,0.513,26,1,383,820.29
12.9,0,117,0.45,0.77,48.852,15,110,-101.279,48,6,5,14,3,2,24,313,1482,6,0.513,4,1,296,839.763
11.4,2,9,0.49,0.83,37.917,5000,160,118.283,9,2,5,32,6,5,54,301,1140,11,0.513,17,1,398,979.239
7.8,0,89,0.24,0.827,62.263,120,87,77.733,36,3,5,18,3,6,12.3,375,2250,11,0.513,7,1,397,852.41
36,0,115,0.353,0.77,50.039,1000,155,-111.139,8,6,5,30,2,2,157.5,365,705,11,0.513,7,1,65,986.063
27.6,4,95,0.4,0.73,1.296,1000,30,101.23,18,2,5,32,4,6,177,156,318,11,0.513,15,1,110,921.824
13.2,2,63,0.5,0.66,57.056,1000,34,2.069,46,1,5,25,6,5,21.3,371,1677,11,0.513,12,0,129,839.763
18.9,0,78,0.4,0.77,43.1,0.4,110,-106.87,48,6,2,10,2,8,39,290,1452.9,6,0.513,4,1,43,806.268
24.6,2,9,0.35,0.707,37.417,100,160,118.75,9,2,5,20,6,5,177,162,2262,11,0.56,15,1,421,878.882
30,0,89,0.5,0.633,61.583,100,155,75.183,36,3,5,20,3,2,420,317,2250,11,0.513,7,1,367,815.562
21.3,0,115,0.397,0.84,53.264,100,110,-115.574,8,6,2,11,2,2,75,373,2430,6,0.353,7,1,290,825.073
13.2,0,75,0.4,0.76,31.62,30,46,-103.23,48,6,5,10,2,5,36,118,2550,6,0.513,21,1,172,820.29
60,0,85,0.41,0.749,35.283,0.4,152,44.366,45,5,5,12,9,6,84,308,1975.2,9,0.513,7,1,437,820.29
30,0,75,0.5,0.66,32.792,100,178,-103.527,48,6,5,11,2,2,105,118,1443,6,0.513,21,1,242,849.85
120,0,115,0.48,0.83,48.852,2,110,-101.1,48,6,5,6,3,5,195,231,2880,9,0.377,4,1,163,844.776
16.8,2,64,0.32,0.66,61.204,1000,166,1.716,46,1,5,25,6,2,30,317,2205,11,0.513,12,0,29,829.912
6,0,117,0.3,0.827,48.798,5,4,-101.175,48,6,5,10,3,6,30,231,1440,6,0.513,4,1,219,842.764
63,2,64,0.42,0.73,5.598,2000,151,114.558,18,2,5,20,0,2,81,313,1821,11,0.513,15,1,267,829.912
15.6,0,117,0.36,0.77,50.2,10,155,-111.283,8,6,2,10,3,2,30,361,2430,6,0.353,7,1,70,834.808
12.9,0,89,0.397,0.77,61.583,100,169,75.183,36,3,5,20,3,2,22.5,371,2310,11,0.417,7,1,437,829.912
15.6,0,75,0.38,0.76,31.92,0.5,34,-103.43,48,6,2,10,2,2,90,84,1290,6,0.513,21,1,168,815.562
57,0,15,0.47,0.913,36.617,2,110,-100.386,48,6,5,10,3,2,90,118,3000,6,0.353,4,1,290,842.764
6.9,2,64,0.44,0.66,60.587,2000,166,3.094,30,1,5,25,6,5,21,108,2128.1,11,0.513,12,0,391,839.763
24.6,0,75,0.427,0.633,32.766,0.5,110,-103.634,48,6,5,5,2,6,90,118,2520,6,0.457,21,1,94,825.073
9,0,117,0.44,0.66,48.1,25,155,9.53,26,1,5,11,10,2,13.8,317,2025,9,0.513,7,1,240,834.808
13.2,0,75,0.26,0.71,32.766,0.8,128,-103.716,48,6,5,5,2,2,24,290,2769,6,0.353,21,1,294,810.888
45,0,75,0.4,0.89,32.768,0.5,111,-102.843,48,6,5,6,2,6,150,290,1230,6,0.513,21,1,408,839.763
4.5,0,115,0.22,0.773,51.928,5,110,-114.54,8,6,5,8.8,2,6,15,376,2430,6,0.353,7,1,70,825.073
30,9,63,0.45,0.757,58.459,1000,155,0.262,46,1,5,28,6,2,195,299,1983,11,0.513,12,0,335,839.763
19.8,0,78,0.26,0.71,36.272,0.4,128,90,9,2,5,8.2,2,2,44.4,213,4423.2,11,0.627,7,1,216,876.161
12.3,0,89,0.34,0.677,61.583,7.3,169,75.183,36,3,5,13,3,2,30,365,2310,9,0.513,7,1,378,839.763
57,4,63,0.46,0.777,57.056,1000,34,2.069,46,1,5,25,6,2,69,274,2125.2,11,0.513,12,0,130,839.763
24.6,0,115,0.31,0.79,53.264,20,110,-115.801,8,6,5,9,2,5,36,319,2430,9,0.513,9,1,406,820.29
10.2,9,75,0.27,0.77,32.766,1,110,-103.716,48,6,5,9.133,2,6,42.3,290,2550,11,0.353,21,1,299,839.763
6,0,117,0.26,0.71,48.852,8.9,191,-101.143,48,6,5,11,3,5,30,232,1482,9,0.513,4,1,295,854.985
36,0,37,0.49,0.81,41.615,0.8,110,-110.734,48,6,3,7,2,2,120,83,3900,11,0.513,7,1,348,775.342
12.9,2,9,0.32,0.82,38.17,15,128,117.09,9,2,5,12.5,6,5,180,121,2425.2,11,0.27,17,1,438,852.41
24.6,0,115,0.26,0.66,50.069,9,110,-111.143,8,6,3,9.4,9,2,90,319,2430,11,0.353,7,1,247,788.301
6.9,0,89,0.447,0.633,63.638,0.4,34,54.702,36,3,5,15,4,2,19.8,232,2256.6,11,0.457,7,1,378,839.763
6.3,0,115,0.34,0.783,55.142,100,155,52.742,36,3,5,18,2,2,36.9,308,1560,11,0.513,4,1,371,860.182
30,0,115,0.44,0.757,53.229,7,155,-113.399,8,6,5,9,2,2,90,356,924,6,0.513,7,1,70,834.808
13.2,2,9,0.29,0.84,37.917,100,160,118.433,9,2,5,16.8,6,2,177,301,1102.5,11,0.513,17,1,438,898.413
6.9,2,9,0.29,0.73,37.917,1000,160,118.283,9,2,5,28.333,6,2,105,162,1795.5,11,0.513,17,1,438,959.322
21.6,2,9,0.26,0.61,37.917,1000,160,118.283,9,2,5,27.667,6,5,69,164,1612.8,11,0.513,17,1,438,921.824
6,0,75,0.35,0.783,32.766,0.8,110,-102.843,48,6,5,4,2,6,24,290,1447.5,6,0.513,21,1,308,825.073
57,9,63,0.49,0.66,58.069,2000,34,1.079,46,1,5,28,6,2,63,108,2118.6,11,0.513,12,0,130,829.912
4.5,0,115,0.3,0.827,51.928,7,110,-114.54,8,6,5,9.667,2,5,12,123,1575,6,0.513,7,1,197,825.073
9.9,0,115,0.38,0.79,53.229,100,110,-115.801,8,6,5,10,2,6,18.9,375,2430,9,0.27,9,1,410,815.562
45,2,64,0.3,0.827,61.383,1000,155,1.75,46,1,5,25,6,5,195,317,2456.4,11,0.427,12,0,391,829.912
5.7,0,78,0.26,0.64,44.039,7.6,128,-105.278,48,6,5,9.9,2,2,42,256,2591.7,6,0.513,7,1,139,820.29
12.9,0,113,0.44,0.757,52.838,120,169,51.214,36,3,5,14,2,6,44.4,317,1662.9,9,0.513,12,1,24,829.912
6,0,117,0.31,0.797,48.271,0.1,4,-102.974,48,6,5,4,3,6,30,231,2850,6,0.377,4,1,219,792.574
7.8,0,78,0.46,0.83,43.746,8,155,-105.279,48,6,5,10,3,6,21,65,2595,9,0.353,7,1,222,842.764
18,0,75,0.353,0.89,32.768,1.5,74,-103.66,48,6,5,9,2,5,30,88,1290,6,0.513,21,1,227,815.562
57,0,75,0.34,0.757,32.767,8,191,-103.7,48,6,5,11,2,6,150,290,1410,6,0.513,21,1,168,852.41
60,9,3,0.49,0.89,38.21,100,128,117.06,9,2,5,20,6,2,196.8,160,2267.7,11,0.513,17,1,438,860.182
24.6,0,75,0.29,0.83,31.749,2.6,61,-104.04,48,6,5,10.5,2,2,90,118,1230,6,0.513,21,1,350,842.764
7.8,0,113,0.27,0.76,52.283,0.4,4,-114.269,8,6,2,7,2,5,24.6,121,2550,11,0.353,7,1,65,775.342
12.9,0,115,0.397,0.84,55.47,120,34,-119.175,8,6,2,13,2,2,180,308,1140,11,0.513,26,1,348,865.443
5.4,0,3,0.397,0.913,36.617,0.2,110,-100.472,48,6,2,9,2,2,36,118,7800,6,0.513,4,1,71,779.614
30,0,75,0.4,0.737,32.99,0.1,110,-103.92,48,6,5,6,2,5,120,118,1740,6,0.513,21,1,413,792.717
9.9,4,13,0.38,0.73,23.568,5000,114,72.175,17,2,5,30,6,2,44.4,148,861,11,0.513,17,1,330,921.824
13.8,2,63,0.44,0.633,58.069,1000,170,1.269,46,1,5,25,6,2,21,355,2278.5,11,0.513,12,0,297,839.763
18.6,0,115,0.24,0.783,51.928,3,34,-114.54,8,6,5,9,2,6,30,321,2430,6,0.353,7,1,197,829.912
6.3,0,115,0.25,0.783,55.471,1000,22,-119.54,8,6,5,26,2,2,9.9,375,1129.1,11,0.513,26,1,385,959.322
15,9,104,0.47,0.707,26.533,60,110,49.983,37,5,5,20,7,6,36,155,2040,9,0.56,12,1,240,829.912
19.8,4,63,0.353,0.75,56.617,20,155,3.085,30,1,5,17,7,2,30,185,4405.3,11,0.56,7,0,124,834.808
45,0,75,0.26,0.77,32.766,0.5,110,-102.844,48,6,5,8,2,6,120,290,1443,6,0.513,21,1,308,852.41
8.4,0,115,0.41,0.79,51.928,100,110,-114.54,8,6,5,12,2,6,39,349,2430,9,0.513,7,1,70,825.073
6,0,115,0.32,0.61,51.928,24,177,-114.54,8,6,5,9,2,6,90,361,2430,9,0.353,7,1,70,825.073
7.8,2,64,0.29,0.73,61.204,20,166,1.716,46,1,5,16,6,5,44.4,58,2550,11,0.353,12,0,240,834.808
8.7,0,113,0.46,0.84,55.114,200,155,52.591,36,3,5,20,2,6,24.3,318,1665,11,0.513,4,1,290,860.182
36,0,75,0.28,0.827,32.767,5,110,-103.641,48,6,5,11,2,6,120,290,1650,6,0.513,21,1,247,842.764
8.1,0,115,0.38,0.773,51.928,30,110,-114.54,8,6,5,10,2,2,75,319,1710,9,0.513,9,1,110,829.912
60,2,64,0.49,0.71,61.129,2000,166,2.358,30,1,5,26,6,2,90,317,1662.6,11,0.513,27,0,155,825.073
15.6,2,64,0.29,0.757,61.267,10,155,1.567,46,1,5,20,6,5,30,58,2295,11,0.513,12,0,176,839.763
6,0,117,0.26,0.783,48.852,20,110,-101.013,48,6,5,14,3,2,30,371,1452,9,0.513,4,1,247,815.562
12.9,0,117,0.49,0.83,48.852,0.4,110,-101.019,48,6,5,6,3,6,24,217,1452,9,0.513,4,1,72,834.808
30,9,63,0.22,0.633,58.069,1000,34,1.397,46,1,5,28.333,6,2,195,15,2113.2,11,0.513,12,0,29,839.763
6,0,117,0.4,0.8,44.039,0.5,4,-105.478,48,6,5,5,3,5,30,232,3900,6,0.493,7,1,163,792.574
60,0,89,0.5,0.633,61.583,1000,177,75.183,36,3,5,32,3,2,90,311,1800,11,0.513,7,1,393,921.824
27.6,2,9,0.373,0.77,38.21,0.4,128,117.06,9,2,3,10.467,6,6,369,163,1448.7,6,0.513,0,1,438,892.744
24.6,2,63,0.5,0.61,56.567,150,91,3.094,30,1,5,25,6,5,30,58,2328.6,11,0.353,12,0,155,825.073
45,0,89,0.4,0.89,58.459,140,186,81.267,36,3,5,24,3,2,135,389,1830,11,0.513,12,1,389,815.562
30,0,115,0.3,0.76,52.283,1000,4,-114.579,8,6,5,30,2,5,60,375,1050,11,0.513,7,1,70,986.063
36,2,63,0.31,0.717,56.412,1000,178,2.029,46,1,5,26,6,2,195,185,2118,11,0.513,21,0,129,839.763
24.6,0,113,0.3,0.827,51.928,0.1,110,-114.54,8,6,3,4,9,2,45,124,2550,6,0.353,7,1,172,810.888
27,2,64,0.44,0.77,61.383,1000,155,1.75,46,1,5,25,6,5,30,58,2217.6,11,0.513,12,0,355,839.763
57,0,75,0.4,0.76,32.766,0.8,110,-103.532,48,6,5,4,2,6,150,290,1290,6,0.513,21,1,412,849.85
6,4,63,0.397,0.7,56.262,500,155,2.069,46,1,5,20,6,7,9.9,185,2118.9,11,0.513,12,0,24,839.763
60,2,63,0.29,0.64,55.1,20,155,52.833,36,3,5,13.5,4,2,87,299,2274,11,0.4,7,1,303,825.073
