,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,class,real_identifier
52,0,21,3,4,3981,0,3,3,2,0,4,2,33,2,2,2.0,3,1,0,0,1,0
53,3,15,1,2,1639,1,1,4,1,0,2,1,28,2,1,1.0,2,1,0,1,1,0
54,2,36,2,3,9142,0,2,3,2,0,4,3,34,2,2,2.0,3,1,1,0,2,0
55,1,10,3,4,2511,1,3,4,2,0,4,2,30,2,2,3.0,3,1,0,0,1,0
56,0,24,2,2,3819,0,1,3,1,0,4,1,32,2,1,2.0,2,1,1,0,2,0
57,3,18,3,1,2931,1,2,4,2,0,3,2,29,2,1,1.0,2,1,0,1,1,0
58,2,12,2,4,2280,1,1,3,1,0,3,1,31,2,1,2.0,2,1,0,0,1,0
59,1,48,3,3,10292,0,2,4,2,0,4,3,35,2,2,2.0,3,1,1,0,2,0
60,2,18,3,0,4031,0,3,2,2,0,3,2,29,2,1,2.0,2,1,0,0,1,0
61,3,22,2,4,1981,0,2,3,1,0,2,2,25,2,1,1.0,2,1,1,0,1,0
62,1,14,4,0,3467,1,2,2,1,0,2,3,30,2,0,1.0,2,1,0,0,2,0
63,2,20,3,4,4201,0,3,4,2,0,3,2,26,2,1,2.0,2,1,1,0,1,0
64,3,16,2,0,2831,0,2,3,1,0,2,2,24,2,1,2.0,2,1,0,0,1,0
65,1,19,4,4,1961,0,3,2,1,0,3,3,28,2,0,2.0,2,1,1,0,2,0
66,2,13,3,0,3619,1,2,2,1,0,2,2,27,2,1,1.0,2,1,0,0,1,0
67,3,25,2,4,2461,0,2,3,2,0,2,3,25,2,1,1.0,2,1,1,0,1,0
68,1,17,3,0,3119,1,3,2,1,0,3,2,29,2,0,2.0,2,1,0,0,2,0
69,2,21,2,4,3811,0,2,4,1,0,2,2,26,2,1,1.0,2,1,1,0,1,0
70,2,15,3,2,1987,1,2,3,2,0,3,2,38,1,1,2.0,3,1,1,0,1,0
71,1,20,2,1,3021,2,3,2,1,0,2,2,29,2,1,1.0,2,1,0,0,1,0
72,3,10,4,3,1567,1,2,4,2,0,3,3,40,1,1,2.0,3,1,1,0,1,0
73,0,22,1,2,2819,3,4,1,2,0,4,1,48,2,2,1.0,2,2,1,0,2,0
74,2,14,3,9,2068,0,3,3,1,0,2,2,31,2,1,2.0,2,1,0,0,1,0
75,1,16,2,1,3642,1,2,4,2,0,3,2,36,1,1,2.0,3,1,1,0,1,0
76,3,11,4,3,1923,0,3,3,2,0,3,3,43,2,1,2.0,3,1,1,0,1,0
77,0,19,1,2,2708,2,4,1,1,0,4,1,46,2,2,1.0,2,2,1,0,2,0
78,2,17,3,9,2451,1,2,4,2,0,3,2,34,1,1,2.0,3,1,1,0,1,0
79,1,13,2,1,3178,0,3,3,1,0,2,2,28,2,1,2.0,2,1,0,0,1,0
80,2,15,3,2,2431,0,2,3,2,0,3,1,36,2,1,2.0,2,2,0,0,1,0
81,1,20,2,3,3100,1,2,4,2,0,2,2,28,2,0,1.0,3,1,1,0,1,0
82,3,12,3,4,2011,0,1,4,2,0,4,1,31,2,1,2.0,2,2,0,0,1,0
83,2,18,2,2,2600,0,3,4,2,0,3,2,25,2,0,1.0,2,1,1,0,1,0
84,1,15,4,3,2900,1,2,3,2,0,2,1,33,2,1,2.0,3,1,0,0,1,0
85,0,12,2,4,2200,0,2,4,2,0,4,2,27,2,0,1.0,2,2,1,0,1,0
86,2,20,3,2,3500,1,3,4,2,0,2,1,35,2,1,2.0,3,1,0,0,1,0
87,1,18,2,3,2400,0,2,3,2,0,3,2,29,2,0,1.0,2,2,1,0,1,0
88,3,12,4,4,2000,0,1,4,2,0,4,1,32,2,1,2.0,2,2,0,0,1,0
89,2,15,2,2,2700,1,3,4,2,0,2,2,26,2,0,1.0,3,1,1,0,1,0
90,2,22,2,6,2891,3,3,4,2,0,3,2,39,2,1,2.0,2,2,1,0,1,0
91,1,19,2,2,1987,4,2,4,1,0,2,1,32,2,1,1.0,1,1,1,0,1,0
92,3,31,3,5,4682,4,4,4,2,0,4,3,44,2,2,2.0,2,1,0,0,1,0
93,2,26,2,3,3774,4,3,4,2,0,3,2,41,2,1,1.0,2,2,1,0,1,0
94,1,20,2,4,2219,3,2,4,1,0,2,1,36,2,1,1.0,1,1,1,0,1,0
95,3,29,3,6,4021,4,4,4,2,0,4,3,46,2,2,2.0,2,1,0,0,1,0
96,2,23,2,5,3131,4,3,4,2,0,3,2,38,2,1,1.0,2,2,1,0,1,0
97,0,35,4,7,5421,0,2,4,2,0,3,3,30,0,1,1.0,2,1,1,0,2,0
98,1,25,2,2,2461,4,2,4,1,0,2,1,33,2,1,1.0,1,1,1,0,1,0
99,3,32,4,4,4562,4,4,4,2,0,2,2,49,2,1,1.0,2,1,1,0,1,0
100,2,20,3,3,1987,1,1,3,2,0,3,1,31,2,1,2.0,2,1,0,0,1,0
101,1,45,2,2,4211,0,2,4,1,0,2,2,22,2,0,1.0,1,1,0,0,2,0
102,3,30,3,1,3147,4,3,3,2,0,1,1,28,2,1,2.0,2,1,0,0,1,0
103,2,18,2,3,2467,0,1,4,1,0,3,2,32,2,0,1.0,2,1,0,0,1,0
104,1,48,3,2,5338,4,2,1,2,0,2,0,24,2,1,2.0,1,1,0,0,1,0
105,3,24,4,4,2019,0,2,2,1,0,1,2,26,2,1,2.0,2,1,0,0,1,0
106,0,20,3,0,1439,0,0,4,2,0,2,0,42,2,2,2.0,2,2,0,0,2,0
107,3,22,2,0,1239,4,3,4,1,0,4,1,25,2,0,1.0,2,1,0,0,1,0
108,3,6,2,0,3518,0,2,2,2,2,3,1,26,2,0,1.0,2,1,0,0,1,0
109,1,12,3,4,585,0,2,4,3,1,4,0,20,2,0,2.0,2,1,0,0,1,0
110,2,22,3,2,3987,1,3,3,2,0,3,0,41,2,1,2.0,2,1,0,0,2,0
111,1,20,2,3,1873,0,2,2,2,0,2,0,29,2,1,1.0,3,1,1,0,1,0
112,3,19,3,4,2811,1,4,3,2,0,3,1,51,2,1,2.0,2,2,1,0,1,0
113,2,16,2,2,2421,0,3,4,2,0,2,0,38,2,1,1.0,2,1,0,0,1,0
114,1,14,3,3,3087,1,2,2,2,0,3,1,44,2,1,2.0,3,2,1,0,2,0
115,3,21,3,4,3691,1,4,3,2,0,3,1,54,2,1,2.0,2,2,1,0,1,0
116,2,18,2,2,2753,0,3,4,2,0,2,0,40,2,1,1.0,2,1,0,0,1,0
117,1,12,3,3,2955,1,2,2,2,0,3,1,48,2,1,2.0,3,2,1,0,2,0
118,3,20,3,4,3519,1,4,3,2,0,3,1,58,2,1,2.0,2,2,1,0,1,0
119,2,17,2,2,2893,0,3,4,2,0,2,0,42,2,1,1.0,2,1,0,0,1,0
120,1,13,3,3,3215,1,2,2,2,0,3,1,50,2,1,2.0,3,2,1,0,2,0
121,1,21,3,3,4211,0,2,3,1,0,4,2,32,2,1,2.0,2,1,0,0,1,0
122,0,15,2,4,1987,0,3,4,2,0,4,2,29,2,1,1.0,2,1,0,0,2,0
123,2,27,2,3,5121,0,2,2,1,0,4,2,24,2,1,2.0,2,1,0,0,1,0
124,0,12,4,4,1439,0,2,4,2,0,4,0,22,2,1,2.0,1,1,0,0,1,0
125,3,24,2,4,3947,0,3,4,1,0,2,2,27,2,1,2.0,2,1,0,0,1,0
126,1,18,2,3,2756,0,1,2,1,0,4,2,30,2,1,1.0,2,1,0,0,2,0
127,0,9,2,4,1241,0,2,4,2,0,4,3,20,2,2,2.0,2,1,0,0,2,0
128,2,30,4,4,6012,0,3,4,1,0,4,0,26,2,1,2.0,1,1,0,0,1,0
129,0,15,1,4,2311,0,1,3,2,1,4,3,38,0,2,1.0,3,1,1,0,1,0
130,3,21,2,3,4638,0,2,2,1,0,4,2,28,2,1,2.0,2,1,0,0,1,0
131,2,42,3,5,8311,1,3,3,2,0,3,2,39,1,1,2.0,2,1,1,0,1,0
132,1,48,2,8,10343,0,2,2,1,0,3,2,35,1,0,1.0,3,1,0,0,1,0
133,3,30,4,7,6211,1,4,3,2,0,4,3,41,2,2,2.0,1,1,1,0,2,0
134,2,18,3,4,5014,0,1,3,1,1,3,1,29,1,1,2.0,2,1,0,0,2,0
135,1,24,2,6,3956,4,4,2,2,0,3,2,31,1,1,1.0,2,1,1,0,2,0
136,3,42,3,9,11342,1,3,2,2,0,4,3,38,2,0,2.0,2,1,1,0,1,0
137,2,36,2,3,2758,0,1,4,1,0,2,1,40,1,1,1.0,3,1,1,0,1,0
138,1,30,3,7,9841,1,3,3,2,0,4,3,34,2,2,2.0,1,1,1,0,2,0
139,3,24,4,6,6491,1,4,3,2,0,4,3,36,2,0,2.0,2,1,1,0,1,0
140,2,48,3,8,13607,0,2,2,1,0,3,2,33,1,1,1.0,3,1,0,0,1,0
141,2,16,3,2,1056,2,2,3,2,0,3,1,32,2,1,1.0,2,1,1,0,1,0
142,1,20,2,5,1439,3,1,2,1,0,2,2,40,1,1,2.0,1,1,0,0,1,0
143,3,10,4,3,2341,2,3,3,2,0,3,1,29,2,1,1.0,2,1,1,0,1,0
144,2,18,3,2,1567,3,2,2,1,0,2,2,38,1,2,2.0,2,1,0,0,2,0
145,1,14,2,4,2018,2,1,3,2,0,3,3,34,2,1,1.0,1,1,1,0,1,0
146,3,12,4,1,2893,2,2,4,1,0,2,1,28,2,1,2.0,2,1,0,0,1,0
147,2,16,3,3,1736,3,2,3,2,0,3,2,33,1,1,1.0,1,1,1,0,1,0
148,1,10,2,2,2511,2,3,3,1,0,2,3,36,2,2,2.0,2,1,0,0,2,0
149,3,20,4,4,3077,3,1,3,2,0,3,1,31,2,1,1.0,1,1,1,0,1,0
150,2,14,3,3,2201,2,2,2,1,0,2,2,39,1,2,2.0,2,1,0,0,1,0
151,2,27,3,2,3511,1,2,3,1,1,3,1,26,1,1,2.0,2,1,0,0,1,0
152,1,19,2,1,1758,0,3,4,2,0,2,2,32,1,1,1.0,3,1,1,0,2,0
153,3,31,1,2,4329,1,4,3,2,0,3,1,30,2,1,2.0,2,1,0,0,1,0
154,2,22,3,3,5978,0,2,3,1,1,2,3,34,1,2,1.0,2,1,1,0,2,0
155,1,38,2,1,12319,0,4,4,2,0,3,2,53,2,1,2.0,3,1,0,0,2,0
156,3,11,2,3,3028,1,3,2,2,1,3,1,27,1,1,2.0,2,1,1,0,1,0
157,2,40,1,2,9180,1,4,3,2,0,3,2,41,2,1,1.0,2,1,0,0,1,0
158,1,13,3,3,1980,0,3,3,1,1,3,1,24,1,1,2.0,2,1,1,0,2,0
159,3,29,2,1,5102,1,3,3,2,0,2,3,36,1,2,1.0,3,1,0,0,2,0
160,2,16,2,3,2919,1,3,2,1,1,3,1,22,2,1,2.0,2,1,1,0,1,0
161,2,18,3,1,2019,1,2,3,1,0,3,2,25,1,1,2.0,1,1,0,0,1,0
162,1,30,1,4,3099,1,3,2,2,0,2,1,32,2,0,2.0,2,1,0,0,1,0
163,0,15,3,2,1866,0,2,1,1,0,3,2,28,1,1,1.0,1,1,0,0,2,0
164,2,24,2,3,2398,1,3,3,2,0,3,2,31,1,1,2.0,2,1,0,0,1,0
165,3,12,4,1,1639,0,2,2,1,0,2,1,26,2,0,1.0,2,1,0,0,1,0
166,1,21,3,2,2191,1,2,3,1,0,3,2,29,1,1,2.0,1,1,0,0,1,0
167,0,18,2,1,1939,0,3,1,1,0,2,2,27,1,1,1.0,2,1,0,0,2,0
168,3,18,4,3,2519,1,2,3,2,0,3,2,30,1,1,2.0,2,1,0,0,1,0
169,2,15,3,2,2089,0,3,2,1,0,2,1,28,2,0,1.0,2,1,0,0,1,0
170,1,24,2,1,2349,1,3,3,2,0,3,2,31,1,1,2.0,2,1,0,0,1,0
171,2,31,3,3,4011,1,3,3,2,0,3,2,39,1,1,2.0,2,1,0,0,1,0
172,1,42,4,2,5134,1,2,3,2,0,4,1,29,2,1,1.0,2,1,0,0,1,0
173,3,21,2,4,2678,0,3,4,1,0,3,2,35,2,1,2.0,2,1,0,0,1,0
174,2,39,4,1,5967,1,2,3,2,0,4,2,26,1,1,1.0,2,1,0,0,1,0
175,1,15,3,4,1890,0,4,4,2,0,2,1,44,2,1,2.0,2,1,0,0,1,0
176,3,48,4,3,7141,1,3,3,2,0,4,2,31,1,1,2.0,2,1,0,0,1,0
177,2,30,3,4,3519,0,2,4,1,0,3,2,40,2,1,1.0,2,1,0,0,2,0
178,1,18,4,2,2031,1,4,3,2,0,4,1,33,1,1,2.0,2,1,0,0,1,0
179,3,45,3,4,5328,1,3,3,2,0,3,2,36,2,1,1.0,2,1,0,0,1,0
180,2,27,4,3,2949,0,2,4,1,0,3,2,41,1,1,2.0,2,1,0,0,1,0
181,2,24,3,5,4891,2,3,2,2,0,3,2,30,2,1,2.0,1,2,1,0,2,0
182,1,42,2,6,10123,1,2,3,1,0,4,1,40,2,2,1.0,2,1,0,0,1,0
183,0,30,2,3,7310,3,1,2,2,0,2,2,28,2,1,1.0,1,2,1,0,2,0
184,2,48,3,8,13685,0,4,2,2,0,4,1,38,2,1,2.0,2,1,0,0,2,0
185,3,9,2,5,1930,2,2,2,1,0,3,1,32,2,2,1.0,1,2,0,0,1,0
186,1,39,3,7,11249,1,3,2,2,0,4,2,44,2,1,2.0,2,1,1,0,1,0
187,0,18,2,4,2661,1,2,2,1,0,2,1,26,2,2,1.0,1,2,0,0,2,0
188,2,27,2,6,6491,2,2,2,2,0,3,2,34,2,1,2.0,1,2,1,0,2,0
189,1,15,3,5,4388,1,3,2,2,0,4,2,36,2,1,2.0,2,1,0,0,1,0
190,3,21,2,4,3809,2,2,2,1,0,2,2,30,2,2,1.0,1,2,1,0,1,0
191,2,18,2,0,2411,0,2,3,2,0,2,2,31,2,1,1.0,2,2,0,0,1,0
192,1,42,3,0,5321,1,2,4,2,0,3,2,39,2,2,1.0,2,1,0,0,2,0
193,2,9,4,0,2011,0,3,2,2,0,3,1,35,2,1,2.0,2,1,0,0,1,0
194,1,30,2,0,4211,1,2,4,2,0,2,2,32,2,0,1.0,2,2,0,0,2,0
195,2,12,3,0,3011,0,2,3,2,0,3,2,41,2,1,1.0,2,1,0,0,1,0
196,1,15,2,0,1911,1,2,4,2,0,2,1,29,2,0,1.0,2,2,0,0,2,0
197,2,24,3,0,3911,0,3,2,2,0,3,2,33,2,1,2.0,2,1,0,0,1,0
198,1,36,2,0,5011,1,2,4,2,0,2,2,38,2,2,1.0,2,2,0,0,2,0
199,2,18,4,0,2811,0,2,3,2,0,3,1,36,2,1,1.0,2,1,0,0,1,0
200,1,21,2,0,3111,1,2,4,2,0,2,2,34,2,0,1.0,2,2,0,0,2,0
201,2,27,3,2,4821,2,2,3,2,0,3,1,32,1,1,2.0,2,1,1,0,2,0
202,1,22,2,4,2619,3,2,3,2,0,3,2,26,1,1,2.0,2,1,1,0,1,0
203,3,33,3,3,5211,2,3,3,2,0,3,2,35,1,1,2.0,2,1,1,0,1,0
204,2,25,3,2,4150,3,2,3,2,0,3,1,28,1,1,2.0,2,1,1,0,2,0
205,1,20,2,4,2981,2,2,3,2,0,3,2,24,1,1,2.0,2,1,1,0,1,0
206,3,29,3,3,4693,3,3,3,2,0,3,2,34,1,1,2.0,2,1,1,0,1,0
207,2,23,3,2,3813,2,2,3,2,0,3,1,27,1,1,2.0,2,1,1,0,2,0
208,1,21,2,4,2435,3,2,3,2,0,3,2,25,1,1,2.0,2,1,1,0,1,0
209,3,32,3,3,5062,2,3,3,2,0,3,2,33,1,1,2.0,2,1,1,0,1,0
210,2,26,3,2,4278,3,2,3,2,0,3,1,29,1,1,2.0,2,1,1,0,2,0
211,2,30,3,5,4181,2,3,3,2,0,3,2,32,2,1,2.0,2,2,1,0,1,0
212,1,15,2,4,2351,1,2,3,2,0,2,1,28,2,1,1.0,2,1,0,0,1,0
213,3,42,4,8,5931,4,4,4,2,0,4,2,40,2,2,2.0,3,2,1,0,1,0
214,2,12,2,2,1832,1,2,3,2,0,2,2,25,2,1,1.0,2,1,0,0,1,0
215,1,20,2,5,3519,2,3,3,2,0,3,2,30,2,1,2.0,2,2,1,0,1,0
216,3,36,4,9,6842,4,4,4,2,0,4,2,42,2,2,2.0,3,2,1,0,1,0
217,2,18,2,3,2011,1,2,3,2,0,2,2,26,2,1,1.0,2,1,0,0,1,0
218,1,24,2,4,3059,2,3,3,2,0,3,2,32,2,1,2.0,2,2,1,0,1,0
219,3,45,4,8,7211,4,4,4,2,0,4,2,45,2,2,2.0,3,2,1,0,1,0
220,2,15,2,2,2452,1,2,3,2,0,2,2,27,2,1,1.0,2,1,0,0,1,0
221,2,10,2,5,2819,1,2,3,2,0,3,2,40,2,1,2.0,2,1,0,0,1,0
222,1,32,1,8,3241,1,3,3,1,0,3,2,35,2,1,2.0,3,1,1,0,2,0
223,3,20,2,6,4219,2,2,3,2,0,2,1,45,1,1,2.0,2,1,0,0,1,0
224,2,28,2,5,3921,1,3,3,2,0,3,2,50,2,1,2.0,3,1,1,0,2,0
225,1,40,2,8,3109,1,2,3,1,0,3,2,30,2,1,2.0,3,1,1,0,2,0
226,3,16,2,6,4608,2,2,3,2,0,2,1,55,1,1,2.0,2,1,0,0,1,0
227,2,24,2,5,2519,1,3,3,2,0,3,2,40,2,1,2.0,3,1,1,0,1,0
228,1,44,2,8,3819,1,2,3,1,0,3,2,35,2,1,2.0,3,1,1,0,2,0
229,3,12,2,6,5219,2,2,3,2,0,2,1,60,1,1,2.0,2,1,0,0,1,0
230,2,20,2,5,3419,1,3,3,2,0,3,2,45,2,1,2.0,3,1,1,0,1,0
231,2,19,3,5,2018,1,3,3,2,0,3,1,41,2,1,2.0,2,1,0,0,2,0
232,2,14,4,2,1842,2,2,4,2,0,3,2,51,2,1,1.0,1,2,1,0,1,0
233,3,11,3,6,1512,1,4,3,2,0,4,1,42,2,1,2.0,2,1,0,0,1,0
234,1,16,2,4,2619,0,2,3,2,0,2,2,36,2,0,1.0,2,1,0,0,2,0
235,3,13,4,3,2255,2,3,4,2,0,4,1,46,2,1,1.0,2,2,1,0,1,0
236,2,12,3,5,1947,1,3,3,2,0,3,2,45,2,1,2.0,2,1,0,0,1,0
237,3,15,4,6,2491,2,4,4,2,0,4,1,48,2,1,1.0,2,1,1,0,1,0
238,1,11,2,3,1753,1,2,3,2,0,2,2,38,2,1,1.0,2,2,0,0,1,0
239,2,14,4,5,2367,2,3,4,2,0,4,1,43,2,0,2.0,2,1,1,0,1,0
240,3,10,3,4,1421,2,4,3,2,0,4,2,40,2,1,1.0,2,2,0,0,1,0
241,2,20,3,2,2314,1,3,2,1,0,3,2,32,2,1,2.0,2,1,0,0,1,0
242,1,25,2,4,3519,0,3,3,2,0,3,1,41,2,1,1.0,3,1,0,0,1,0
243,3,15,1,3,2019,1,2,2,1,0,2,2,35,2,1,2.0,2,1,0,0,1,0
244,2,28,4,2,2839,0,3,3,2,0,3,2,45,2,1,1.0,2,1,0,0,1,0
245,1,19,3,4,2411,1,2,2,1,0,2,1,39,2,1,2.0,3,1,0,0,1,0
246,3,22,2,3,3117,0,3,3,2,0,3,2,42,2,1,1.0,2,1,0,0,1,0
247,2,26,1,4,3219,1,2,2,1,0,2,2,38,2,1,2.0,3,1,0,0,1,0
248,1,21,4,3,2615,0,3,3,2,0,3,2,44,2,1,1.0,2,1,0,0,1,0
249,3,24,3,2,2917,1,2,2,1,0,2,1,40,2,1,2.0,3,1,0,0,1,0
250,2,29,2,4,3319,0,3,3,2,0,3,2,43,2,1,1.0,2,1,0,0,1,0
251,2,19,2,2,1989,2,3,3,2,0,3,1,38,1,1,2.0,2,1,0,0,1,0
252,2,16,1,5,1439,2,2,3,2,0,3,1,31,1,1,1.0,2,1,1,0,1,0
253,1,20,3,4,1679,2,2,2,1,0,3,1,39,1,1,2.0,2,1,0,0,1,0
254,3,11,2,6,1299,0,3,4,2,0,4,1,32,1,1,1.0,2,1,1,0,2,0
255,2,14,2,3,1519,4,3,3,2,0,3,1,36,1,1,2.0,2,1,0,0,1,0
256,1,17,3,4,1829,0,2,3,1,0,3,1,30,1,1,1.0,2,1,1,0,1,0
257,3,13,2,5,1409,4,3,3,2,0,3,1,37,1,1,2.0,2,1,0,0,1,0
258,2,15,2,4,1619,0,3,3,1,0,3,1,33,1,1,1.0,2,1,1,0,2,0
259,1,19,3,3,1739,4,2,2,1,0,3,1,34,1,1,2.0,2,1,0,0,2,0
260,3,12,2,6,1319,2,3,4,2,0,4,1,35,1,1,1.0,2,1,1,0,1,0
261,2,22,4,2,4211,1,1,3,1,0,3,2,43,1,2,1.0,2,1,1,0,1,0
262,1,19,2,3,3917,3,3,2,2,0,4,1,51,2,1,2.0,1,1,0,0,1,0
263,3,16,4,1,2756,2,1,4,1,0,3,3,32,1,2,1.0,3,1,1,0,1,0
264,0,25,4,2,5018,1,2,3,2,0,4,2,59,2,1,1.0,2,1,0,0,1,0
265,2,13,2,4,1867,0,3,4,1,0,3,0,41,1,2,2.0,2,1,1,0,1,0
266,3,20,4,3,4478,2,2,2,2,0,4,3,46,2,1,1.0,1,1,0,0,1,0
267,1,14,4,1,3589,3,1,4,1,0,3,2,36,1,2,2.0,3,1,1,0,1,0
268,0,18,2,4,2945,1,3,3,2,0,4,1,53,2,1,1.0,2,1,0,0,1,0
269,2,21,4,2,4139,2,2,4,1,0,3,3,44,1,2,2.0,1,1,1,0,1,0
270,3,17,2,3,3812,3,1,3,2,0,4,2,50,2,1,1.0,2,1,0,0,1,0
271,2,10,3,2,2019,1,3,3,2,0,3,1,28,2,1,2.0,2,1,0,0,1,0
272,3,14,2,4,2431,2,2,3,2,0,2,2,32,2,1,2.0,1,2,0,0,1,0
273,1,20,3,3,1765,1,2,2,2,0,3,1,26,2,1,2.0,2,1,0,0,1,0
274,2,8,2,2,1489,2,3,4,2,0,2,2,24,2,1,1.0,2,1,0,0,1,0
275,3,16,3,4,2100,1,2,3,2,0,2,1,29,2,1,2.0,1,2,0,0,1,0
276,1,18,2,3,1911,2,3,2,2,0,3,2,27,2,1,2.0,2,1,0,0,1,0
277,2,12,3,2,1632,1,2,3,2,0,2,1,25,2,1,2.0,1,2,0,0,1,0
278,3,10,2,4,2287,2,3,4,2,0,3,2,31,2,1,2.0,2,1,0,0,1,0
279,1,14,3,3,1856,1,2,2,2,0,2,1,28,2,1,2.0,1,2,0,0,1,0
