,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,class,real_identifier
41,1,30,2,3,2018,0,2,2,2,0,1,2,25,2,1,1,2,2,0,0,2,0
42,3,18,2,4,2459,0,2,4,2,0,3,1,32,2,1,1,1,1,0,0,1,0
43,2,12,2,2,1013,0,2,2,2,0,2,1,41,2,1,1,2,1,1,0,1,0
44,1,36,2,4,3812,0,2,4,1,0,2,2,20,2,1,1,3,1,0,0,2,0
45,3,12,2,3,1750,0,1,4,2,0,3,2,34,2,1,1,1,1,0,0,1,0
46,0,18,2,2,1537,0,2,4,2,0,1,1,27,2,1,1,2,2,1,0,2,0
47,2,30,2,4,2667,0,2,2,1,0,2,2,22,2,1,1,3,1,0,0,1,0
48,1,12,2,3,2194,0,2,4,2,0,2,2,35,2,1,1,2,1,1,0,1,0
49,3,18,2,4,1439,0,2,4,2,0,3,1,31,2,1,1,1,1,0,0,1,0
50,2,22,3,2,3131,1,1,3,2,0,3,2,29,2,1,2,2,1,0,0,2,0
51,1,39,2,4,6911,0,2,2,1,0,3,1,31,2,1,2,2,1,1,0,2,0
52,0,10,3,1,2381,0,3,3,2,0,3,2,28,2,2,2,2,1,0,0,1,0
53,2,25,2,3,4578,1,1,2,1,0,3,1,33,2,1,2,2,1,1,0,2,0
54,1,17,3,2,2823,0,2,3,2,0,3,2,30,2,2,2,2,1,0,0,1,0
55,0,20,2,4,3941,1,1,2,1,0,3,1,32,2,1,2,2,1,1,0,2,0
56,3,12,2,3,2614,0,2,3,2,0,3,2,29,2,2,2,2,1,0,0,1,0
57,1,23,3,2,3369,1,1,2,1,0,3,1,31,2,1,2,2,1,1,0,2,0
58,0,16,2,4,4211,0,2,3,2,0,3,2,30,2,2,2,2,1,0,0,1,0
59,2,19,3,3,3762,1,1,2,1,0,3,1,32,2,1,2,2,1,1,0,2,0
60,2,18,3,3,3987,0,3,3,2,1,3,2,30,2,1,2,2,1,1,0,1,0
61,1,22,2,2,4563,1,2,3,1,0,3,2,25,2,1,1,2,1,0,0,2,0
62,3,14,3,5,2819,0,3,2,2,1,2,3,31,2,1,2,2,1,1,0,1,0
63,2,19,2,3,3721,0,2,3,1,0,3,2,29,2,1,1,2,1,0,0,1,0
64,3,16,3,2,4095,1,3,2,2,1,2,3,26,2,1,2,2,1,1,0,1,0
65,1,20,2,4,4862,0,2,3,1,0,3,2,28,2,1,1,2,1,0,0,2,0
66,3,11,3,3,3519,1,3,2,2,1,2,3,27,2,1,2,2,1,1,0,1,0
67,2,25,2,2,4251,0,2,3,1,0,3,2,30,2,1,1,2,1,0,0,1,0
68,3,13,3,5,3021,1,3,2,2,1,2,3,29,2,1,2,2,1,1,0,1,0
69,1,21,2,3,4578,0,2,3,1,0,3,2,25,2,1,1,2,1,0,0,1,0
70,2,15,3,2,1897,1,2,3,2,0,3,2,38,1,1,2,2,1,1,0,1,0
71,1,20,3,1,2801,2,3,2,1,0,2,3,29,2,1,1,3,1,0,0,1,0
72,3,10,2,3,1567,0,1,4,2,0,1,2,40,1,0,2,2,1,1,0,1,0
73,0,19,4,2,2468,1,4,3,1,0,4,1,25,2,2,1,2,2,0,0,2,0
74,2,11,1,1,1345,0,3,4,2,0,2,3,31,0,1,2,3,1,1,0,1,0
75,1,16,3,3,2019,2,2,2,1,0,3,2,36,2,1,1,2,1,0,0,1,0
76,3,14,2,2,2634,1,4,3,2,0,1,2,28,1,0,2,3,1,1,0,1,0
77,0,12,4,1,1751,0,3,4,1,0,4,1,33,2,2,1,2,2,0,0,2,0
78,2,17,3,3,2211,2,2,2,2,0,3,3,34,1,1,2,2,1,1,0,1,0
79,1,13,2,2,1942,1,4,3,1,0,2,2,39,2,0,1,3,1,0,0,1,0
80,2,15,3,1,4211,2,3,3,1,0,3,2,38,1,1,2,1,1,1,0,1,0
81,1,20,2,2,4987,1,2,2,2,0,2,1,26,2,1,1,2,2,0,0,1,0
82,0,10,3,1,2758,3,1,3,1,0,3,2,35,1,1,2,1,1,1,0,1,0
83,3,14,2,0,6112,2,2,1,2,0,2,1,32,2,1,1,2,1,0,0,1,0
84,2,18,3,2,4521,1,3,2,1,0,3,2,41,1,1,2,1,1,1,0,1,0
85,1,12,2,1,3819,2,2,2,2,0,2,1,27,2,1,1,2,2,0,0,1,0
86,0,16,3,0,5221,1,1,3,1,0,3,2,39,1,1,2,1,1,1,0,1,0
87,3,22,2,3,4938,2,2,2,2,0,2,1,30,2,1,1,2,2,0,0,1,0
88,2,10,3,1,4287,3,1,3,1,0,3,2,37,1,1,2,1,1,1,0,1,0
89,1,14,2,2,5678,2,2,2,2,0,2,1,34,2,1,1,2,2,0,0,1,0
90,2,30,3,2,2587,1,2,3,2,0,3,2,36,2,1,2,2,2,0,0,1,0
91,1,18,2,3,2211,0,2,2,2,0,4,1,40,2,0,1,3,1,1,0,1,0
92,3,12,1,4,1820,0,3,4,1,0,3,2,28,2,1,2,2,2,0,0,1,0
93,0,42,3,3,3120,3,2,1,1,0,2,1,38,2,1,1,2,1,1,1,1,0
94,2,24,2,2,2491,1,1,4,2,0,4,2,31,2,0,2,3,2,0,0,1,0
95,1,30,4,4,2010,0,3,3,3,0,1,2,35,2,1,2,2,1,1,0,1,0
96,3,18,2,3,2709,0,2,2,1,0,3,1,42,2,0,1,3,2,1,0,1,0
97,0,36,3,4,3810,4,2,1,1,0,2,2,33,2,1,1,2,1,1,1,1,0
98,2,12,1,2,1610,0,3,4,2,0,4,2,29,2,0,2,3,2,0,0,1,0
99,1,48,2,3,2911,3,2,2,2,0,3,1,39,2,1,1,2,2,1,0,1,0
100,2,22,3,2,2789,3,3,4,2,0,3,2,40,2,1,2,2,2,1,0,1,0
101,3,20,2,5,1911,4,2,4,2,0,2,1,32,2,1,2,2,1,1,0,1,0
102,1,25,2,4,4678,4,3,4,2,0,3,2,44,2,1,2,2,2,1,0,1,0
103,2,32,3,3,5938,3,3,4,2,0,3,2,38,2,1,2,2,1,1,0,1,0
104,3,18,2,2,1234,3,2,4,2,0,2,2,30,2,1,2,2,2,1,0,1,0
105,1,28,2,4,4191,4,3,4,2,0,3,2,42,2,1,2,2,1,1,0,1,0
106,2,30,3,3,5011,3,2,4,2,0,2,2,36,2,1,2,2,2,1,0,1,0
107,3,22,2,5,2789,4,3,4,2,0,3,2,40,2,1,2,2,1,1,0,1,0
108,1,25,3,3,3496,3,3,4,2,0,3,2,38,2,1,2,2,2,1,0,1,0
109,2,20,2,5,1911,4,2,4,2,0,2,1,32,2,1,2,2,1,1,0,1,0
110,2,48,3,3,4098,2,1,3,2,0,3,1,31,2,1,1,2,1,0,0,1,0
111,1,30,2,5,1987,1,2,3,1,0,2,2,28,2,0,2,1,1,0,0,2,0
112,3,50,4,2,6219,3,1,4,2,0,1,1,24,2,1,1,2,1,0,0,1,0
113,0,20,3,3,1439,0,2,3,1,0,3,2,36,2,0,2,1,1,1,0,2,0
114,2,40,2,4,5021,2,1,4,2,0,2,1,22,2,1,1,2,1,0,0,1,0
115,1,15,3,2,1010,1,2,4,1,0,3,2,30,2,0,2,1,1,0,0,1,0
116,3,35,4,1,3948,3,1,4,2,0,1,1,26,2,1,1,2,1,0,0,1,0
117,1,25,2,5,2751,1,2,3,1,0,2,2,32,2,0,2,1,1,0,0,2,0
118,2,45,3,3,5867,2,1,4,2,0,3,1,29,2,1,1,2,1,0,0,1,0
119,0,10,3,4,823,0,2,3,1,0,3,2,38,2,0,2,1,1,1,0,2,0
120,3,55,4,2,7489,3,1,4,2,0,1,1,20,2,1,1,2,1,0,0,1,0
121,2,21,3,2,3021,1,3,3,2,0,3,0,41,1,1,2,2,1,1,0,1,0
122,1,17,2,4,4211,0,2,2,2,0,2,0,29,2,0,1,2,1,0,0,2,0
123,2,14,3,3,1931,1,3,1,1,0,3,0,35,2,1,2,2,1,1,0,1,0
124,3,20,2,2,3811,0,4,4,2,0,4,1,49,0,1,3,2,2,1,0,1,0
125,1,12,2,3,2811,0,1,4,2,0,1,0,25,2,1,1,2,1,0,0,1,0
126,2,19,4,3,2411,4,4,4,2,0,4,1,59,2,1,1,2,1,0,0,1,0
127,3,16,2,4,3511,0,2,2,2,0,4,0,31,2,0,2,2,1,1,0,2,0
128,1,13,3,3,2011,1,3,1,1,0,3,0,39,2,1,2,2,1,0,0,1,0
129,2,22,2,2,3111,0,4,4,2,0,1,0,43,0,1,3,2,2,1,0,1,0
130,3,15,4,1,5011,4,2,2,2,0,4,1,51,2,1,2,3,2,1,0,1,0
131,1,21,3,3,4211,0,2,3,1,0,4,2,32,2,1,2,2,1,0,0,1,0
132,0,15,2,4,1980,0,2,4,2,0,4,2,29,2,1,1,2,1,0,0,2,0
133,2,24,3,3,5123,0,2,3,1,0,4,2,34,2,1,2,2,1,0,0,1,0
134,1,18,2,4,2800,0,2,4,2,0,4,2,38,2,1,1,2,1,0,0,2,0
135,0,12,3,3,2356,0,2,3,1,0,4,2,40,2,1,2,2,1,0,0,1,0
136,3,21,2,4,4567,0,2,4,2,0,4,2,42,2,1,1,2,1,0,0,1,0
137,1,15,3,3,3879,0,2,3,1,0,4,2,44,2,1,2,2,1,0,0,2,0
138,2,18,2,4,3211,0,2,4,2,0,4,2,46,2,1,1,2,1,0,0,1,0
139,0,12,3,3,2789,0,2,3,1,0,4,2,48,2,1,2,2,1,0,0,2,0
140,3,21,2,4,4998,0,2,4,2,0,4,2,50,2,1,1,2,1,0,0,1,0
141,2,42,1,5,9210,1,2,3,2,0,3,2,35,1,1,2,2,1,0,0,1,0
142,3,28,3,7,3849,0,3,2,2,0,3,2,40,2,0,1,2,1,1,0,1,0
143,1,45,2,4,6318,1,2,3,2,0,2,2,29,1,1,2,1,1,0,0,1,0
144,2,20,2,5,5211,0,2,2,1,0,3,2,38,2,0,1,3,1,1,0,2,0
145,3,15,3,6,2751,1,3,3,2,0,2,2,31,1,1,2,2,1,0,0,2,0
146,1,33,1,4,4089,0,2,2,1,0,3,2,42,2,0,1,2,1,1,0,1,0
147,3,25,2,6,5970,1,3,3,2,0,2,2,36,1,1,2,1,1,0,0,1,0
148,2,30,3,5,3519,0,2,2,1,0,3,2,34,2,0,1,3,1,1,0,2,0
149,1,48,2,4,6547,1,2,3,2,0,2,2,30,1,1,2,2,1,0,0,1,0
150,3,21,3,6,4920,0,3,3,2,0,3,2,39,2,0,1,2,1,1,0,2,0
151,2,20,3,5,1103,2,2,3,2,0,3,2,40,2,1,2,2,1,1,0,1,0
152,3,18,2,2,2011,3,3,4,1,0,2,1,32,2,1,1,2,1,0,0,1,0
153,1,16,3,6,1502,2,1,3,3,0,4,3,38,2,2,2,1,1,1,0,2,0
154,2,22,4,3,2801,4,2,4,2,0,2,0,29,2,1,2,2,1,0,0,1,0
155,3,19,2,1,1902,3,3,3,1,0,2,1,33,2,1,2,2,1,0,0,1,0
156,1,14,3,4,1201,2,2,3,2,0,3,2,41,2,2,1,2,1,1,0,2,0
157,3,21,4,5,2602,4,2,4,2,0,2,0,28,2,1,2,2,1,0,0,1,0
158,2,17,2,3,1802,3,3,3,1,0,2,1,34,2,1,2,2,1,0,0,1,0
159,1,23,3,2,2001,2,1,3,3,0,4,3,39,2,2,1,2,1,1,0,2,0
160,3,20,4,4,2402,4,2,4,2,0,2,0,30,2,1,2,2,1,0,0,1,0
161,2,39,1,2,3987,1,3,3,2,0,3,2,34,1,1,2,2,1,0,0,1,0
162,1,27,3,1,1832,0,2,4,2,0,2,1,30,2,1,1,3,1,1,0,2,0
163,3,45,2,4,7510,1,4,3,2,0,3,3,36,1,2,2,2,1,0,0,1,0
164,1,18,2,2,3059,0,3,2,1,0,2,2,28,0,1,2,2,1,0,1,2,0
165,2,51,1,3,11800,0,4,4,2,0,3,3,40,2,2,1,3,1,1,0,2,0
166,1,33,3,0,4910,0,2,3,2,0,2,1,32,1,1,2,2,1,0,0,1,0
167,3,19,2,4,2080,1,3,2,1,0,3,2,29,0,1,1,2,1,1,0,1,0
168,2,42,1,1,6690,0,4,4,2,0,2,3,38,2,2,2,3,1,0,0,2,0
169,1,24,2,3,3510,0,2,3,2,0,3,2,31,1,1,1,2,1,0,1,1,0
170,3,30,3,0,4250,1,4,3,2,0,2,2,35,0,1,2,3,1,1,0,2,0
171,2,22,3,2,1987,1,2,3,2,0,3,2,26,2,1,2,2,1,0,0,1,0
172,1,15,3,1,1419,0,2,2,1,0,2,1,25,2,1,1,2,1,0,0,2,0
173,3,18,2,4,2639,1,3,4,2,0,3,2,31,2,1,2,2,2,0,0,1,0
174,0,20,4,0,1093,0,1,1,1,0,3,2,28,2,1,2,2,1,0,0,2,0
175,2,12,3,3,1823,1,2,3,2,0,2,2,24,2,1,1,2,1,0,0,1,0
176,1,30,2,9,3214,4,3,4,2,0,3,3,35,2,1,2,2,2,1,0,1,0
177,3,9,4,4,1517,1,2,1,1,0,1,1,22,2,1,2,2,1,0,0,1,0
178,0,18,2,0,835,0,4,1,1,0,4,0,32,0,0,3,2,1,1,0,2,0
179,2,24,2,0,1047,0,3,4,2,0,3,3,37,0,2,1,2,2,0,0,2,0
180,1,21,4,3,2438,0,1,4,1,0,4,1,24,2,1,1,2,1,1,0,1,0
181,2,31,3,3,3987,1,3,3,2,0,3,1,40,1,1,2,2,1,0,0,1,0
182,1,41,2,2,5114,1,2,3,2,0,3,2,29,1,0,1,2,1,0,0,1,0
183,0,28,4,4,2001,0,4,4,2,0,2,1,44,2,1,2,1,1,0,0,1,0
184,3,19,2,3,2611,1,2,3,2,0,4,2,36,1,1,1,2,1,0,0,1,0
185,2,36,3,4,4308,1,3,4,2,0,3,1,33,1,1,2,2,1,0,0,1,0
186,1,22,4,4,1890,0,4,4,2,0,2,1,50,2,1,2,1,1,0,0,1,0
187,0,15,3,3,1200,0,3,3,2,0,1,0,25,2,1,1,2,1,0,0,2,0
188,3,30,4,4,3811,1,4,4,2,0,4,1,42,1,1,2,2,1,0,0,1,0
189,2,25,3,3,3100,1,3,3,2,0,3,2,35,1,0,1,2,1,0,0,1,0
190,1,39,2,4,4922,1,2,4,2,0,3,1,30,1,1,2,2,1,0,0,1,0
191,2,21,3,5,2011,1,3,3,2,0,3,1,32,1,2,2,2,1,1,0,2,0
192,1,48,2,6,10321,0,2,1,3,0,5,2,41,2,1,1,1,2,0,0,2,0
193,3,9,3,3,1431,3,4,3,1,0,2,1,28,2,2,2,2,1,1,0,1,0
194,2,30,1,5,8019,2,1,2,2,0,5,3,38,1,1,2,1,2,0,0,1,0
195,0,24,4,7,10092,1,3,1,1,0,3,2,31,2,2,1,2,1,1,0,2,0
196,1,18,2,5,1869,2,2,3,3,0,4,1,30,1,1,2,1,2,0,0,1,0
197,3,42,3,6,11419,0,4,2,2,0,5,2,40,2,1,1,2,1,1,0,2,0
198,2,6,2,4,1273,3,3,2,1,0,3,1,29,1,2,2,1,2,0,0,1,0
199,0,39,4,8,9461,1,2,1,2,0,4,3,36,2,1,2,2,1,1,0,2,0
200,3,15,2,7,1622,0,3,3,1,0,4,2,34,1,2,1,1,2,0,0,1,0
201,2,18,3,0,4211,1,2,3,2,0,2,2,32,2,1,1,2,1,0,0,1,0
202,1,9,2,0,2789,0,3,4,2,0,3,1,29,2,1,2,2,1,0,0,2,0
203,0,51,2,0,5092,1,1,4,1,0,2,1,26,2,1,1,3,1,0,0,2,0
204,1,42,2,0,3941,0,2,2,3,0,2,1,28,2,0,1,2,1,0,0,2,0
205,3,9,4,4,1981,0,3,1,1,0,2,2,25,2,0,2,2,1,1,0,1,0
206,1,30,4,9,4441,0,3,2,2,0,3,1,30,2,1,2,2,1,0,0,1,0
207,0,54,2,0,4673,0,3,4,2,0,4,3,42,2,2,1,2,2,0,0,2,0
208,0,12,4,0,1623,0,1,2,2,0,4,0,38,2,1,1,1,2,0,1,1,0
209,0,15,2,0,1423,1,4,3,2,0,2,1,41,2,1,1,2,1,1,0,1,0
210,3,18,2,0,4027,4,1,2,2,0,3,1,48,2,1,1,3,2,1,0,1,0
211,2,27,3,2,4729,2,3,3,2,0,3,1,32,1,1,2,2,1,1,0,1,0
212,1,20,2,3,2768,3,2,4,2,0,2,2,34,1,0,1,3,2,0,0,2,0
213,3,33,3,1,6199,1,3,3,1,0,3,2,28,2,1,2,2,1,1,0,1,0
214,0,22,2,4,3987,4,2,4,3,0,4,1,25,0,1,1,3,1,0,0,1,0
215,2,19,3,2,2911,2,3,2,2,0,2,2,36,1,0,2,2,2,1,0,2,0
216,1,25,2,3,4278,1,2,3,2,0,3,1,30,2,1,1,3,1,0,0,1,0
217,3,29,3,1,5648,3,3,4,2,0,4,2,26,1,0,2,2,2,1,0,1,0
218,0,21,2,4,3621,2,2,4,3,0,3,1,33,1,1,1,3,1,0,0,2,0
219,2,26,3,2,5081,1,3,3,2,0,2,2,29,2,0,2,2,2,1,0,1,0
220,1,23,2,3,3819,3,2,4,2,0,3,1,27,1,1,1,3,1,0,0,1,0
221,2,30,3,6,5014,3,3,3,1,0,3,1,41,1,1,2,2,1,0,0,1,0
222,1,42,2,8,9182,4,4,4,2,0,3,2,49,1,2,1,3,2,0,0,2,0
223,3,15,4,5,3811,3,2,3,3,0,4,1,26,2,1,2,2,1,1,0,1,0
224,2,36,3,7,6341,4,4,4,1,0,2,3,51,1,2,1,3,2,0,0,2,0
225,3,28,4,4,5498,3,3,3,2,0,4,2,38,2,1,2,2,1,1,0,1,0
226,1,20,2,6,2921,3,2,3,3,0,3,1,29,2,1,1,2,1,0,0,1,0
227,2,45,3,8,7591,4,4,4,1,0,2,3,55,1,2,2,3,2,0,0,2,0
228,3,12,4,4,2194,3,2,3,3,0,4,1,25,2,1,1,2,1,1,0,1,0
229,1,30,2,7,5019,3,3,3,2,0,3,2,42,1,2,2,2,1,0,0,1,0
230,3,40,3,9,7114,4,4,4,1,0,2,3,53,1,2,1,3,2,0,0,2,0
231,2,20,2,5,2800,1,2,3,2,0,3,2,40,2,1,2,2,1,0,0,1,0
232,1,32,2,8,3500,2,3,3,1,0,3,1,50,2,1,2,2,1,0,0,2,0
233,2,40,1,6,4200,1,2,4,2,0,2,2,45,1,1,2,2,1,0,0,2,0
234,3,16,2,4,1900,1,3,2,2,0,3,1,35,2,1,2,2,1,0,0,1,0
235,1,28,2,7,3200,2,2,3,2,0,3,2,55,2,1,2,2,1,0,0,2,0
236,2,24,1,5,3800,1,3,3,1,0,2,1,30,2,1,2,2,1,0,0,1,0
237,3,20,2,6,2600,2,2,2,2,0,3,2,40,2,1,2,2,1,0,0,1,0
238,1,36,2,8,4400,1,3,3,1,0,2,2,50,2,1,2,2,1,0,0,2,0
239,2,32,1,5,4000,2,2,2,2,0,3,1,45,2,1,2,2,1,0,0,1,0
240,3,40,2,7,4600,1,3,3,1,0,2,2,55,2,1,2,2,1,0,0,2,0
241,2,19,3,5,2011,1,2,3,1,0,3,1,41,2,1,2,1,2,0,0,1,0
242,3,10,4,2,1439,2,3,4,2,0,3,2,46,2,1,1,2,1,1,0,1,0
243,1,15,2,6,2619,0,2,2,1,0,2,1,36,2,0,2,3,1,0,0,2,0
244,3,12,4,5,1891,1,4,3,2,0,4,1,48,2,1,1,2,2,0,0,1,0
245,2,18,3,4,2231,1,2,4,1,0,3,2,40,2,1,2,1,1,0,0,1,0
246,3,9,4,7,1491,2,4,1,2,0,4,1,51,2,1,1,2,2,1,0,1,0
247,1,12,2,3,1939,0,3,3,1,0,3,0,38,2,0,1,3,1,0,0,1,0
248,3,15,4,4,2061,1,4,2,2,0,4,2,47,2,1,2,1,2,0,0,1,0
249,2,10,3,6,1811,2,2,4,2,0,3,1,42,2,1,1,2,1,1,0,1,0
250,3,12,4,5,1621,1,4,3,2,0,4,2,45,2,1,2,2,2,0,0,1,0
251,2,26,3,2,3822,1,3,3,2,1,3,2,32,2,2,2,2,2,0,0,1,0
252,1,20,2,8,2456,0,3,2,1,1,3,1,39,2,1,2,3,1,1,0,1,0
253,3,15,3,6,3108,1,2,3,2,1,2,2,41,2,2,1,2,2,0,0,1,0
254,2,28,1,7,4011,0,2,2,1,1,3,1,33,2,1,2,2,1,1,0,1,0
255,1,19,4,3,2759,1,3,3,2,1,2,2,36,2,2,2,3,2,0,0,1,0
256,3,25,2,5,3519,0,2,2,1,1,3,1,38,2,1,2,2,1,1,0,1,0
257,2,22,3,4,3294,1,3,3,2,1,2,2,40,2,2,2,3,2,0,0,1,0
258,1,27,1,6,3948,0,2,2,1,1,3,1,34,2,1,2,2,1,1,0,1,0
259,3,16,3,7,2829,1,3,3,2,1,2,2,42,2,2,2,3,2,0,0,1,0
260,2,24,2,5,3401,0,2,2,1,1,3,1,35,2,1,2,2,1,1,0,1,0
261,2,10,3,5,982,1,2,3,2,0,3,1,30,1,1,2,1,1,0,0,1,0
262,1,20,1,3,1401,0,1,2,1,0,2,0,40,2,0,1,2,1,0,0,1,0
263,0,15,4,1,2198,0,3,4,3,0,4,2,35,0,1,2,1,1,0,0,2,0
264,3,12,2,6,591,2,2,1,2,0,3,0,29,2,1,1,2,1,0,0,1,0
265,2,8,3,0,1069,0,1,4,1,0,2,1,26,1,0,2,1,1,0,0,1,0
266,1,22,1,4,2531,1,3,3,3,0,4,3,38,0,2,1,2,1,0,0,2,0
267,0,9,4,8,1631,0,2,2,2,0,1,1,32,2,1,2,1,1,0,0,1,0
268,3,14,2,5,2829,2,1,1,3,0,3,0,24,2,0,1,2,1,0,0,1,0
269,2,11,3,0,1982,0,2,4,2,0,2,0,36,1,1,2,1,1,0,0,2,0
270,1,16,1,7,1181,1,3,3,1,0,4,3,31,0,2,1,2,1,0,0,1,0
271,2,19,1,5,1821,2,3,3,2,0,3,1,38,1,1,2,2,1,1,0,1,0
272,3,16,2,4,2489,0,2,4,1,0,4,1,32,2,1,1,2,1,0,0,2,0
273,1,22,3,3,1918,4,1,3,2,0,3,1,39,0,1,2,1,1,1,0,1,0
274,2,14,2,5,1439,2,4,4,1,0,3,1,37,1,1,1,2,1,0,0,1,0
275,3,11,1,4,2134,0,3,2,2,0,4,1,35,2,1,2,2,1,1,0,2,0
276,1,20,3,3,1567,4,2,4,1,0,3,1,36,0,1,1,1,1,0,0,1,0
277,2,13,2,5,2291,2,4,3,2,0,4,1,41,1,1,2,2,1,1,0,1,0
278,3,15,1,4,1982,0,2,4,1,0,3,1,34,2,1,1,2,1,0,0,2,0
279,1,23,3,3,2451,4,3,3,2,0,4,1,40,0,1,2,1,1,1,0,1,0
280,2,17,2,5,1756,2,4,4,1,0,3,1,38,1,1,1,2,1,0,0,1,0
281,2,20,4,2,4211,1,3,3,2,0,3,2,51,2,2,1,2,1,0,0,1,0
282,1,17,4,3,3918,3,1,4,2,0,4,2,43,2,1,2,3,1,1,0,1,0
283,3,22,2,1,5467,1,2,3,1,0,3,1,56,2,2,1,1,1,0,0,1,0
284,0,14,4,4,1839,2,3,4,2,0,4,3,34,2,2,2,2,1,1,0,1,0
285,2,19,4,2,4988,0,2,4,2,0,4,2,50,2,1,1,3,1,0,0,1,0
286,1,16,2,3,2758,1,1,3,1,0,4,2,46,2,2,2,2,1,1,0,1,0
287,3,21,4,1,6192,2,2,4,2,0,4,3,58,2,1,1,3,1,0,0,1,0
288,0,13,4,4,2099,3,3,4,2,0,4,2,41,2,2,2,2,1,1,0,1,0
289,2,18,2,2,4391,1,2,4,2,0,4,2,53,2,1,1,3,1,0,0,1,0
290,1,15,4,3,3579,2,1,4,2,0,4,3,44,2,2,2,2,1,1,0,1,0
291,2,10,3,3,1234,1,3,3,2,0,3,1,28,2,1,2,2,1,0,0,1,0
