,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target,real_identifier
50,13.39,2.51,2.35,20.5,108.0,2.19,1.85,0.31,1.59,6.49,0.83,2.35,715.0,2.0,0
51,12.91,3.82,2.18,18.0,94.0,2.44,2.21,0.41,2.02,4.22,1.04,2.83,455.0,1.0,0
52,13.67,1.95,2.42,24.0,112.0,2.08,1.49,0.35,1.82,5.91,0.94,2.49,810.0,2.0,0
53,12.46,2.13,2.08,19.5,100.0,2.67,2.56,0.29,2.35,3.59,1.23,3.44,395.0,1.0,0
54,13.98,3.29,2.51,22.0,90.0,1.88,0.78,0.45,1.41,9.85,0.64,1.72,870.0,2.0,0
55,12.76,1.83,2.29,17.0,105.0,2.35,2.03,0.33,1.98,5.15,0.97,2.65,520.0,2.0,0
56,13.44,2.95,2.39,20.0,96.0,2.51,1.93,0.38,2.13,6.27,0.85,2.41,695.0,2.0,0
57,13.23,3.68,2.24,21.0,118.0,1.72,0.62,0.48,1.49,10.49,0.61,1.63,855.0,2.0,0
58,12.99,2.39,2.32,19.0,99.0,2.29,1.83,0.32,1.88,5.73,0.92,2.58,600.0,2.0,0
59,13.82,1.69,2.55,24.0,91.0,2.93,2.79,0.24,2.01,3.51,1.29,3.25,425.0,1.0,0
60,12.53,2.41,2.19,18.2,92.0,2.33,2.08,0.35,1.49,4.22,0.81,2.35,582.0,1.0,0
61,13.29,1.85,2.06,17.3,89.0,2.19,1.93,0.41,1.67,3.59,1.01,2.51,708.0,1.0,0
62,12.85,3.21,2.43,20.1,104.0,1.88,1.38,0.55,1.29,5.1,0.73,1.93,591.0,2.0,0
63,13.04,2.59,2.29,19.2,96.0,2.45,2.35,0.33,2.04,4.51,1.04,2.69,819.0,0.0,0
64,12.46,1.67,2.01,16.8,84.0,2.07,1.83,0.39,1.55,3.85,0.89,2.29,501.0,1.0,0
65,13.19,2.83,2.51,21.3,108.0,1.93,1.49,0.51,1.41,4.93,0.76,2.07,639.0,2.0,0
66,12.92,3.01,2.17,18.9,99.0,2.36,2.17,0.37,2.02,5.39,1.02,2.59,734.0,0.0,0
67,12.59,2.13,2.35,19.8,105.0,2.13,1.95,0.42,1.83,4.38,0.85,2.41,658.0,1.0,0
68,13.11,2.46,2.22,18.5,91.0,2.29,2.03,0.39,1.98,4.67,1.01,2.55,698.0,1.0,0
69,12.81,3.35,2.49,20.8,109.0,1.95,1.43,0.53,1.35,5.23,0.74,2.03,612.0,2.0,0
70,12.33,2.01,2.41,20.5,118.0,2.83,2.51,0.31,2.42,3.19,1.04,2.95,831.0,1.0,0
71,11.92,2.49,2.58,22.0,129.0,2.19,1.85,0.34,2.01,2.89,1.01,2.63,591.0,1.0,0
72,13.19,1.88,2.35,18.5,101.0,2.95,2.82,0.27,2.53,4.21,1.13,3.13,748.0,0.0,0
73,12.59,2.29,2.49,21.5,123.0,2.41,2.13,0.29,2.17,3.05,1.03,2.81,658.0,1.0,0
74,11.76,2.65,2.63,23.5,139.0,2.13,1.74,0.39,2.36,2.75,0.98,2.51,512.0,1.0,0
75,13.04,1.93,2.44,20.0,116.0,2.67,2.35,0.32,2.49,3.42,1.07,3.01,799.0,0.0,0
76,12.45,2.07,2.38,19.0,109.0,2.51,2.21,0.3,2.24,3.13,1.05,2.87,691.0,1.0,0
77,11.99,2.42,2.55,22.5,130.0,2.27,1.96,0.31,2.04,2.93,1.02,2.69,581.0,1.0,0
78,13.11,1.85,2.32,18.0,104.0,2.83,2.59,0.24,2.46,4.15,1.11,3.07,761.0,0.0,0
79,12.28,2.19,2.42,20.0,119.0,2.45,2.17,0.28,2.21,3.08,1.04,2.83,671.0,1.0,0
80,12.51,2.81,2.11,18.2,90.0,2.49,2.33,0.31,2.23,3.41,1.02,2.93,530.0,1.0,0
81,11.94,3.59,2.48,24.8,85.0,2.08,1.85,0.39,1.88,2.46,0.98,2.71,420.0,1.0,0
82,13.29,2.25,2.02,14.5,105.0,2.55,2.95,0.26,2.67,3.89,1.15,3.29,630.0,1.0,0
83,12.67,1.83,2.35,20.3,95.0,2.31,2.07,0.35,2.03,3.19,1.04,2.87,560.0,1.0,0
84,11.71,4.19,2.59,25.9,80.0,2.42,2.49,0.29,2.35,3.53,1.01,3.01,450.0,1.0,0
85,13.01,2.93,2.14,17.3,110.0,2.65,3.03,0.24,2.83,4.01,1.12,3.35,680.0,1.0,0
86,12.39,1.65,2.04,15.9,100.0,2.19,1.99,0.32,2.01,2.93,1.03,2.81,500.0,1.0,0
87,11.85,3.88,2.51,23.4,90.0,2.35,2.23,0.36,2.13,3.04,1.0,2.75,480.0,1.0,0
88,12.93,2.51,2.09,18.5,105.0,2.59,2.85,0.27,2.59,3.71,1.09,3.17,590.0,1.0,0
89,11.59,4.04,2.44,24.2,85.0,2.46,2.57,0.3,2.41,3.59,1.02,3.03,520.0,1.0,0
90,13.19,2.35,2.31,19.3,105.0,2.51,2.55,0.31,1.93,5.19,1.04,3.02,940.0,0.0,0
91,12.41,1.46,2.18,15.9,93.0,2.36,2.15,0.29,1.69,4.37,1.13,2.59,820.0,1.0,0
92,14.58,2.13,2.45,20.2,118.0,2.93,3.04,0.25,2.34,6.51,1.01,3.44,1130.0,0.0,0
93,13.05,1.83,2.39,18.5,101.0,2.64,2.73,0.28,1.85,5.85,1.07,3.19,960.0,0.0,0
94,12.67,2.51,2.22,16.3,90.0,2.19,1.99,0.33,1.51,3.91,1.11,2.46,700.0,1.0,0
95,14.29,1.95,2.49,19.9,109.0,2.82,2.98,0.27,2.19,6.15,1.03,3.36,1050.0,0.0,0
96,12.85,2.29,2.35,17.1,96.0,2.43,2.29,0.3,1.77,4.93,1.08,2.83,860.0,0.0,0
97,13.46,1.68,2.29,16.8,98.0,2.59,2.63,0.29,1.92,5.49,1.05,3.08,920.0,0.0,0
98,14.04,2.04,2.41,19.1,107.0,2.76,2.89,0.26,2.13,6.03,1.02,3.29,1000.0,0.0,0
99,12.51,2.38,2.25,16.5,92.0,2.31,2.13,0.32,1.64,4.19,1.09,2.54,760.0,1.0,0
100,13.51,1.92,2.39,19.1,104.0,2.91,2.85,0.29,1.91,6.41,0.93,3.19,1160.0,0.0,0
101,11.95,1.67,2.19,18.3,91.0,2.15,1.93,0.41,1.58,4.19,1.04,2.67,580.0,1.0,0
102,14.21,1.82,2.51,15.4,108.0,3.29,3.15,0.26,2.03,7.29,0.85,3.51,1340.0,0.0,0
103,12.46,2.13,2.29,20.8,119.0,1.83,1.24,0.49,1.51,9.51,0.61,1.73,860.0,2.0,0
104,13.69,1.99,2.44,22.1,89.0,1.49,1.83,0.45,1.69,3.49,0.89,2.49,508.0,1.0,0
105,14.58,1.85,2.42,14.9,99.0,2.64,2.62,0.28,2.01,5.51,1.01,3.63,1300.0,0.0,0
106,12.28,0.96,2.35,17.2,112.0,2.59,1.35,0.53,0.45,3.25,1.03,1.95,780.0,1.0,0
107,11.79,1.89,1.94,16.2,98.0,1.65,1.61,0.33,1.18,3.89,1.22,2.17,440.0,1.0,0
108,11.99,0.91,2.59,18.3,95.0,2.25,2.24,0.22,2.37,3.11,0.8,3.11,530.0,1.0,0
109,13.04,1.74,2.27,21.9,85.0,1.42,1.79,0.47,1.65,3.37,0.88,2.45,500.0,1.0,0
110,13.54,2.33,2.51,20.2,105.0,2.51,2.18,0.31,2.04,6.34,0.93,2.51,940.0,1.0,0
111,12.92,1.83,2.35,19.2,93.0,2.19,1.88,0.29,1.83,5.51,0.99,2.83,810.0,1.0,0
112,14.29,2.58,2.41,18.1,109.0,3.01,3.29,0.28,2.51,6.85,1.06,3.22,1230.0,0.0,0
113,13.46,2.11,2.49,20.5,101.0,2.36,2.04,0.3,2.01,6.13,0.95,2.59,950.0,1.0,0
114,12.67,1.92,2.33,19.5,91.0,2.15,1.83,0.29,1.79,5.39,0.98,2.81,790.0,1.0,0
115,14.19,2.49,2.39,17.9,107.0,2.94,3.14,0.27,2.43,6.69,1.04,3.15,1190.0,0.0,0
116,13.59,2.24,2.46,20.1,100.0,2.41,2.11,0.3,2.03,6.23,0.96,2.61,930.0,1.0,0
117,12.83,1.99,2.36,19.8,94.0,2.23,1.93,0.29,1.85,5.59,1.0,2.87,830.0,1.0,0
118,14.25,2.53,2.42,18.3,108.0,2.99,3.24,0.28,2.49,6.81,1.05,3.19,1220.0,0.0,0
119,13.51,2.18,2.48,20.3,102.0,2.39,2.08,0.3,2.04,6.29,0.97,2.63,960.0,1.0,0
120,12.23,2.11,2.38,19.2,94.0,2.49,2.38,0.33,1.59,4.12,1.01,3.11,812.0,1.0,0
121,13.05,1.85,2.29,17.5,101.0,2.82,3.01,0.29,1.74,5.43,1.08,2.96,1180.0,0.0,0
122,12.65,2.67,2.51,20.8,91.0,2.23,2.09,0.39,1.44,3.85,0.96,3.23,693.0,1.0,0
123,13.38,4.21,2.19,18.3,97.0,2.59,2.85,0.31,1.92,5.19,1.04,2.79,1090.0,0.0,0
124,12.19,1.49,2.44,19.9,99.0,2.71,2.93,0.28,1.81,5.65,1.12,3.05,1230.0,0.0,0
125,13.59,5.09,2.32,20.2,93.0,2.04,0.95,0.46,1.14,4.59,0.92,2.11,590.0,2.0,0
126,12.47,2.03,2.59,18.5,95.0,2.38,2.49,0.35,2.02,4.21,1.16,2.42,698.0,1.0,0
127,13.15,1.73,2.25,11.9,102.0,2.69,2.83,0.27,1.35,4.51,1.06,3.37,1070.0,0.0,0
128,11.59,2.46,2.43,20.1,96.0,2.87,2.89,0.33,1.84,3.41,0.81,3.35,645.0,1.0,0
129,13.51,4.83,2.37,20.3,91.0,2.06,0.87,0.48,1.07,4.53,0.93,2.08,570.0,2.0,0
130,12.51,2.13,2.44,19.2,105.0,2.19,2.23,0.45,1.57,4.38,1.04,2.42,840.0,1.0,0
131,13.29,1.83,2.55,20.5,110.0,2.83,2.95,0.31,1.63,5.91,1.09,2.71,1180.0,0.0,0
132,12.93,2.49,2.33,22.8,95.0,2.05,1.85,0.54,1.41,3.85,0.95,2.19,680.0,2.0,0
133,13.15,1.69,2.48,18.5,108.0,2.61,2.51,0.38,1.69,5.22,1.07,2.55,1000.0,0.0,0
134,12.59,2.27,2.39,20.8,100.0,2.32,2.13,0.46,1.53,4.51,1.02,2.39,860.0,1.0,0
135,13.04,1.94,2.51,19.5,112.0,2.79,2.83,0.33,1.65,5.68,1.08,2.66,1160.0,0.0,0
136,12.81,2.39,2.29,21.2,96.0,2.14,1.99,0.51,1.49,4.13,0.99,2.29,740.0,2.0,0
137,13.46,1.75,2.59,20.2,114.0,2.92,3.04,0.35,1.71,6.04,1.11,2.79,1220.0,0.0,0
138,12.67,2.19,2.35,22.5,98.0,2.39,2.29,0.43,1.59,4.79,1.04,2.46,900.0,1.0,0
139,13.23,1.85,2.53,19.8,109.0,2.75,2.77,0.36,1.67,5.51,1.07,2.62,1100.0,0.0,0
140,12.91,2.41,2.59,20.3,101.0,2.19,2.01,0.49,1.29,4.8,1.04,2.51,631.0,1.0,0
141,13.22,1.85,2.43,18.5,108.0,2.63,2.85,0.31,1.83,5.2,1.17,2.94,1069.0,0.0,0
142,12.56,2.97,2.69,25.9,95.0,1.93,1.11,0.59,1.05,6.3,0.73,1.83,799.0,2.0,0
143,13.39,1.49,2.38,19.8,105.0,2.51,2.61,0.41,1.93,4.1,1.14,2.79,941.0,0.0,0
144,11.99,2.55,2.81,29.1,91.0,2.04,2.16,0.55,1.73,2.9,0.99,2.39,451.0,1.0,0
145,13.13,3.25,2.58,23.2,100.0,1.61,0.69,0.48,0.63,7.1,0.79,1.96,569.0,2.0,0
146,12.82,1.93,2.46,20.1,109.0,2.35,2.44,0.38,1.81,5.5,1.09,2.76,1035.0,0.0,0
147,13.29,2.19,2.53,21.9,98.0,2.08,1.93,0.44,1.19,6.9,0.83,2.02,859.0,2.0,0
148,12.25,2.78,2.75,27.8,94.0,1.99,1.23,0.56,1.13,3.4,0.93,2.19,496.0,1.0,0
149,13.04,1.67,2.39,18.9,106.0,2.59,2.79,0.33,1.89,5.0,1.15,2.91,1073.0,0.0,0
150,12.51,2.35,2.44,20.5,91.0,2.19,1.93,0.38,1.59,3.51,1.03,2.49,540.0,1.0,0
151,13.85,3.51,2.32,19.5,105.0,2.67,2.49,0.41,2.36,2.85,1.27,2.93,460.0,1.0,0
152,11.59,1.85,2.18,22.0,80.0,2.41,2.13,0.49,2.09,2.09,1.55,2.77,420.0,1.0,0
153,14.27,4.23,2.69,25.0,99.0,2.13,0.83,0.53,1.43,9.51,0.59,1.58,590.0,2.0,0
154,12.92,3.03,2.42,20.0,93.0,2.79,2.63,0.44,2.55,2.49,1.22,3.07,480.0,1.0,0
155,11.21,1.42,2.15,20.0,82.0,2.56,2.29,0.51,2.15,2.01,1.69,2.89,410.0,1.0,0
156,13.58,3.39,2.39,22.5,95.0,1.95,0.79,0.46,1.29,8.49,0.56,1.65,660.0,2.0,0
157,14.04,4.04,2.72,24.5,97.0,2.07,0.78,0.55,1.37,9.35,0.62,1.61,570.0,2.0,0
158,13.39,1.63,2.23,23.5,86.0,1.91,1.87,0.28,1.05,3.81,0.99,2.79,480.0,1.0,0
159,11.79,2.85,2.2,18.5,111.0,1.74,1.34,0.43,0.97,2.67,0.97,2.53,510.0,1.0,0
160,12.51,2.31,2.41,19.2,92.0,2.49,2.21,0.31,1.65,4.19,0.94,2.59,742.0,1.0,0
161,13.19,1.93,2.59,22.1,105.0,2.86,2.59,0.29,1.85,5.31,0.83,2.93,819.0,0.0,0
162,12.85,2.55,2.33,18.5,89.0,2.21,2.04,0.22,1.52,3.93,0.98,2.49,691.0,1.0,0
163,13.58,1.79,2.69,24.8,116.0,2.93,2.81,0.25,1.92,5.67,0.81,3.04,863.0,0.0,0
164,12.39,2.19,2.44,20.3,99.0,2.45,2.29,0.28,1.68,4.51,0.91,2.69,759.0,1.0,0
165,13.29,1.85,2.56,21.9,109.0,2.69,2.49,0.24,1.79,5.13,0.85,2.85,835.0,0.0,0
166,12.62,2.41,2.36,19.1,91.0,2.34,2.17,0.26,1.59,4.11,0.96,2.55,722.0,1.0,0
167,13.45,1.97,2.63,23.4,113.0,2.78,2.57,0.23,1.84,5.41,0.82,2.99,851.0,0.0,0
168,12.76,2.29,2.49,21.1,104.0,2.51,2.35,0.27,1.71,4.69,0.89,2.75,796.0,1.0,0
169,13.08,1.91,2.58,22.5,110.0,2.64,2.45,0.25,1.78,5.03,0.84,2.83,826.0,0.0,0
170,12.31,2.23,2.51,18.2,95.0,2.83,2.51,0.29,1.69,5.35,1.04,3.19,825.0,0.0,0
171,13.49,1.85,2.32,17.1,105.0,2.59,2.83,0.24,1.87,6.49,1.01,3.42,920.0,0.0,0
172,11.99,2.01,1.93,20.3,82.0,2.23,1.93,0.31,1.29,3.41,0.98,2.69,505.0,1.0,0
173,12.85,1.49,2.04,19.2,96.0,2.76,2.49,0.26,1.83,5.89,1.07,3.29,860.0,0.0,0
174,13.24,2.36,2.59,18.8,99.0,2.42,2.16,0.28,1.59,4.22,1.03,3.03,740.0,0.0,0
175,12.59,1.93,2.15,21.1,89.0,2.17,2.04,0.25,1.44,3.85,1.05,2.85,600.0,1.0,0
176,14.03,1.76,2.46,19.9,92.0,2.94,3.06,0.22,2.03,6.83,0.96,3.51,1000.0,0.0,0
177,12.08,2.14,1.87,20.6,81.0,2.35,2.03,0.3,1.38,3.69,1.01,2.78,480.0,1.0,0
178,13.67,1.63,2.39,17.5,103.0,2.67,2.95,0.24,1.92,6.27,1.02,3.45,950.0,0.0,0
179,11.93,2.05,1.85,21.4,84.0,2.19,1.87,0.32,1.25,3.15,0.99,2.61,440.0,1.0,0
0,13.74,1.67,2.25,16.4,118.0,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060.0,0.0,1
1,12.79,2.67,2.48,22.0,112.0,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480.0,2.0,1
2,12.37,1.13,2.16,19.0,87.0,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420.0,1.0,1
3,13.56,1.73,2.46,20.5,116.0,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120.0,0.0,1
4,13.05,5.8,2.13,21.5,86.0,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380.0,1.0,1
5,11.56,2.05,3.23,28.5,119.0,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465.0,1.0,1
6,14.06,2.15,2.61,17.6,121.0,2.6,2.51,0.31,1.25,5.05,1.06,3.58,1295.0,0.0,1
7,12.36,3.83,2.38,21.0,88.0,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520.0,2.0,1
8,12.25,1.73,2.12,19.0,80.0,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510.0,1.0,1
9,12.08,1.83,2.32,18.5,81.0,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480.0,1.0,1
10,13.36,2.56,2.35,20.0,89.0,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780.0,2.0,1
11,13.88,5.04,2.23,20.0,80.0,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415.0,2.0,1
12,14.2,1.76,2.45,15.2,112.0,3.27,3.39,0.34,1.97,6.75,1.05,2.85,1450.0,0.0,1
13,12.37,1.07,2.1,18.5,88.0,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660.0,1.0,1
14,13.58,2.58,2.69,24.5,105.0,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750.0,2.0,1
15,12.0,0.92,2.0,19.0,86.0,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278.0,1.0,1
16,13.76,1.53,2.7,19.5,132.0,2.95,2.74,0.5,1.35,5.4,1.25,3.0,1235.0,0.0,1
17,14.19,1.59,2.48,16.5,108.0,3.3,3.93,0.32,1.86,8.7,1.23,2.82,1680.0,0.0,1
18,12.64,1.36,2.02,16.8,100.0,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450.0,1.0,1
19,13.83,1.65,2.6,17.2,94.0,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265.0,0.0,1
20,13.11,1.01,1.7,15.0,78.0,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502.0,1.0,1
21,13.05,1.65,2.55,18.0,98.0,2.45,2.43,0.29,1.44,4.25,1.12,2.51,1105.0,0.0,1
22,13.24,2.59,2.87,21.0,118.0,2.8,2.69,0.39,1.82,4.32,1.04,2.93,735.0,0.0,1
23,12.51,1.73,1.98,20.5,85.0,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672.0,1.0,1
24,12.33,1.1,2.28,16.0,101.0,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680.0,1.0,1
25,12.52,2.43,2.17,21.0,88.0,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325.0,1.0,1
26,12.43,1.53,2.29,21.5,86.0,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352.0,1.0,1
27,12.16,1.61,2.31,22.8,90.0,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495.0,1.0,1
28,11.76,2.68,2.92,20.0,103.0,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607.0,1.0,1
29,13.78,2.76,2.3,22.0,90.0,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615.0,2.0,1
30,13.39,1.77,2.62,16.1,93.0,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195.0,0.0,1
31,14.22,1.7,2.3,16.3,118.0,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970.0,0.0,1
32,12.04,4.3,2.38,22.0,80.0,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580.0,1.0,1
33,14.21,4.04,2.44,18.9,111.0,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080.0,0.0,1
34,14.83,1.64,2.17,14.0,97.0,2.8,2.98,0.29,1.98,5.2,1.08,2.85,1045.0,0.0,1
35,13.05,1.77,2.1,17.0,107.0,3.0,3.0,0.28,2.03,5.04,0.88,3.35,885.0,0.0,1
36,13.69,3.26,2.54,20.0,107.0,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680.0,2.0,1
37,12.69,1.53,2.26,20.7,80.0,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495.0,1.0,1
38,11.62,1.99,2.28,18.0,98.0,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345.0,1.0,1
39,13.4,3.91,2.48,23.0,102.0,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750.0,2.0,1
40,13.5,1.81,2.61,20.0,96.0,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845.0,0.0,1
41,13.73,1.5,2.7,22.5,101.0,3.0,3.25,0.29,2.38,5.7,1.19,2.71,1285.0,0.0,1
42,12.29,2.83,2.22,18.0,88.0,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290.0,1.0,1
43,12.6,1.34,1.9,18.5,88.0,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562.0,1.0,1
44,11.41,0.74,2.5,21.0,88.0,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434.0,1.0,1
45,13.64,3.1,2.56,15.2,116.0,2.7,3.03,0.17,1.66,5.1,0.96,3.36,845.0,0.0,1
46,12.6,2.46,2.2,18.5,94.0,1.62,0.66,0.63,0.94,7.1,0.73,1.58,695.0,2.0,1
47,11.96,1.09,2.3,21.0,101.0,3.38,2.14,0.13,1.65,3.21,0.99,3.13,886.0,1.0,1
48,12.25,3.88,2.2,18.5,112.0,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855.0,2.0,1
