,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target,real_identifier
137,12.959999999999999,2.55,2.25,19.5,95.0,2.3499999999999996,2.3499999999999996,0.34999999999999964,1.3499999999999999,4.349999999999999,1.01,2.3499999999999996,923.0,0.0,0
138,13.419999999999998,1.63,2.4699999999999998,20.5,108.0,2.4699999999999998,2.07,0.34999999999999964,1.3499999999999999,4.349999999999999,1.01,2.3499999999999996,923.0,0.0,0
139,12.959999999999999,2.25,2.25,19.5,95.0,2.3499999999999996,2.3499999999999996,0.34999999999999964,1.3499999999999999,4.349999999999999,1.01,2.3499999999999996,923.0,0.0,0
140,12.91,2.51,2.43,20.3,101.0,2.23,2.45,0.38,1.69,5.15,1.04,2.51,825.0,1.0,0
141,13.39,1.95,2.69,18.8,109.0,2.59,2.82,0.29,1.92,4.69,1.17,2.93,1180.0,0.0,0
142,12.19,2.87,2.58,25.9,95.0,2.05,2.17,0.49,1.23,6.51,0.83,1.85,580.0,2.0,0
143,13.71,1.69,2.39,19.5,105.0,2.49,2.73,0.35,1.98,4.23,1.21,2.79,1020.0,0.0,0
144,11.92,2.45,2.81,26.8,91.0,2.11,2.26,0.53,1.74,3.29,0.95,2.37,490.0,1.0,0
145,12.67,3.04,2.63,24.2,99.0,1.88,0.61,0.59,1.15,7.21,0.71,1.77,860.0,2.0,0
146,13.44,1.85,2.34,17.9,103.0,2.41,2.67,0.41,1.94,3.92,1.24,2.85,1000.0,0.0,0
147,13.29,3.15,2.7,23.2,96.0,1.57,0.55,0.48,0.58,4.49,0.88,2.09,530.0,2.0,0
148,12.84,2.22,2.49,21.9,98.0,2.19,2.36,0.39,1.65,5.63,1.02,2.49,750.0,1.0,0
149,13.62,1.78,2.41,19.3,107.0,2.53,2.79,0.33,1.99,4.41,1.19,2.83,1080.0,0.0,0
150,12.51,2.33,2.31,19.5,91.0,2.21,2.04,0.41,1.83,3.15,1.23,2.59,519.0,1.0,0
151,13.85,3.55,2.46,22.0,99.0,2.49,2.29,0.48,2.02,4.29,1.04,2.35,586.0,1.0,0
152,11.49,2.15,2.17,20.0,83.0,2.08,1.93,0.39,1.59,2.85,1.34,2.94,451.0,1.0,0
153,12.95,3.98,2.44,23.5,105.0,2.65,2.53,0.51,2.17,3.98,1.17,2.49,531.0,1.0,0
154,13.68,2.62,2.39,21.0,94.0,2.35,2.13,0.44,1.94,3.51,1.25,2.63,503.0,1.0,0
155,11.88,2.49,2.25,19.0,89.0,2.14,1.99,0.42,1.73,2.92,1.29,2.81,474.0,1.0,0
156,14.05,4.25,2.59,25.0,102.0,2.58,2.41,0.5,2.13,4.51,1.07,2.39,599.0,1.0,0
157,12.21,2.79,2.29,20.5,86.0,2.19,2.01,0.43,1.81,3.02,1.27,2.69,494.0,1.0,0
158,13.29,3.49,2.42,22.5,98.0,2.45,2.25,0.47,2.03,3.85,1.13,2.53,548.0,1.0,0
159,11.69,2.36,2.19,19.5,84.0,2.11,1.95,0.41,1.69,2.79,1.32,2.89,463.0,1.0,0
160,12.51,2.29,2.43,19.2,92.0,2.51,2.21,0.41,1.85,4.21,0.93,2.59,740.0,0.0,0
161,13.19,1.93,2.58,22.1,105.0,2.89,2.51,0.35,1.98,5.39,0.83,2.83,820.0,1.0,0
162,12.85,2.67,2.31,18.5,91.0,2.19,1.93,0.45,1.69,3.85,0.95,2.45,650.0,2.0,0
163,13.56,2.35,2.69,24.2,110.0,2.73,2.43,0.38,2.01,5.81,0.79,2.93,900.0,0.0,0
164,12.41,2.53,2.39,20.8,99.0,2.35,2.09,0.42,1.79,4.05,0.91,2.51,720.0,1.0,0
165,13.03,2.19,2.55,21.9,106.0,2.63,2.35,0.36,1.93,5.23,0.85,2.73,850.0,0.0,0
166,12.67,2.81,2.29,18.2,90.0,2.27,2.01,0.44,1.73,3.99,0.93,2.43,610.0,2.0,0
167,13.29,2.45,2.63,23.1,108.0,2.79,2.49,0.39,2.05,6.01,0.81,2.97,950.0,0.0,0
168,12.53,2.59,2.41,20.5,100.0,2.41,2.15,0.43,1.83,4.29,0.89,2.55,750.0,1.0,0
169,13.08,2.23,2.59,22.4,107.0,2.69,2.39,0.37,1.97,5.49,0.83,2.79,880.0,0.0,0
170,12.59,2.11,2.34,17.3,95.0,2.34,2.35,0.29,1.67,5.13,1.04,3.19,825.0,0.0,0
171,13.45,1.89,2.56,18.2,105.0,2.67,2.83,0.24,1.92,6.49,0.99,3.41,935.0,0.0,0
172,11.95,1.45,1.93,20.1,82.0,2.22,1.85,0.32,1.38,3.15,1.07,2.83,485.0,1.0,0
173,12.81,1.92,2.04,19.2,93.0,2.45,2.24,0.28,1.56,4.93,1.02,3.25,765.0,0.0,0
174,13.23,2.36,2.43,17.8,100.0,2.82,3.04,0.23,2.04,6.85,0.93,3.51,1015.0,0.0,0
175,12.13,1.69,2.15,21.4,96.0,2.18,2.05,0.31,1.49,3.49,1.05,2.91,560.0,1.0,0
176,14.03,2.29,2.61,19.9,92.0,1.73,0.81,0.42,1.29,9.35,0.65,1.76,700.0,2.0,0
177,12.67,1.83,2.29,18.5,99.0,2.59,2.69,0.26,1.85,6.19,0.98,3.36,920.0,0.0,0
178,11.71,1.56,1.85,20.3,79.0,2.16,1.73,0.33,1.35,2.93,1.08,2.76,435.0,1.0,0
179,13.58,2.04,2.39,18.1,103.0,2.9,3.13,0.22,2.09,7.04,0.92,3.46,1050.0,0.0,0
0,13.74,1.67,2.25,16.4,118.0,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060.0,0.0,1
1,12.79,2.67,2.48,22.0,112.0,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480.0,2.0,1
2,12.37,1.13,2.16,19.0,87.0,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420.0,1.0,1
3,13.56,1.73,2.46,20.5,116.0,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120.0,0.0,1
4,13.05,5.8,2.13,21.5,86.0,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380.0,1.0,1
5,11.56,2.05,3.23,28.5,119.0,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465.0,1.0,1
6,14.06,2.15,2.61,17.6,121.0,2.6,2.51,0.31,1.25,5.05,1.06,3.58,1295.0,0.0,1
7,12.36,3.83,2.38,21.0,88.0,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520.0,2.0,1
8,12.25,1.73,2.12,19.0,80.0,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510.0,1.0,1
9,12.08,1.83,2.32,18.5,81.0,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480.0,1.0,1
10,13.36,2.56,2.35,20.0,89.0,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780.0,2.0,1
11,13.88,5.04,2.23,20.0,80.0,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415.0,2.0,1
12,14.2,1.76,2.45,15.2,112.0,3.27,3.39,0.34,1.97,6.75,1.05,2.85,1450.0,0.0,1
13,12.37,1.07,2.1,18.5,88.0,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660.0,1.0,1
14,13.58,2.58,2.69,24.5,105.0,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750.0,2.0,1
15,12.0,0.92,2.0,19.0,86.0,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278.0,1.0,1
16,13.76,1.53,2.7,19.5,132.0,2.95,2.74,0.5,1.35,5.4,1.25,3.0,1235.0,0.0,1
17,14.19,1.59,2.48,16.5,108.0,3.3,3.93,0.32,1.86,8.7,1.23,2.82,1680.0,0.0,1
18,12.64,1.36,2.02,16.8,100.0,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450.0,1.0,1
19,13.83,1.65,2.6,17.2,94.0,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265.0,0.0,1
20,13.11,1.01,1.7,15.0,78.0,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502.0,1.0,1
21,13.05,1.65,2.55,18.0,98.0,2.45,2.43,0.29,1.44,4.25,1.12,2.51,1105.0,0.0,1
22,13.24,2.59,2.87,21.0,118.0,2.8,2.69,0.39,1.82,4.32,1.04,2.93,735.0,0.0,1
23,12.51,1.73,1.98,20.5,85.0,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672.0,1.0,1
24,12.33,1.1,2.28,16.0,101.0,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680.0,1.0,1
25,12.52,2.43,2.17,21.0,88.0,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325.0,1.0,1
26,12.43,1.53,2.29,21.5,86.0,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352.0,1.0,1
27,12.16,1.61,2.31,22.8,90.0,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495.0,1.0,1
28,11.76,2.68,2.92,20.0,103.0,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607.0,1.0,1
29,13.78,2.76,2.3,22.0,90.0,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615.0,2.0,1
30,13.39,1.77,2.62,16.1,93.0,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195.0,0.0,1
31,14.22,1.7,2.3,16.3,118.0,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970.0,0.0,1
32,12.04,4.3,2.38,22.0,80.0,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580.0,1.0,1
33,14.21,4.04,2.44,18.9,111.0,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080.0,0.0,1
34,14.83,1.64,2.17,14.0,97.0,2.8,2.98,0.29,1.98,5.2,1.08,2.85,1045.0,0.0,1
35,13.05,1.77,2.1,17.0,107.0,3.0,3.0,0.28,2.03,5.04,0.88,3.35,885.0,0.0,1
36,13.69,3.26,2.54,20.0,107.0,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680.0,2.0,1
37,12.69,1.53,2.26,20.7,80.0,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495.0,1.0,1
38,11.62,1.99,2.28,18.0,98.0,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345.0,1.0,1
39,13.4,3.91,2.48,23.0,102.0,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750.0,2.0,1
40,13.5,1.81,2.61,20.0,96.0,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845.0,0.0,1
41,13.73,1.5,2.7,22.5,101.0,3.0,3.25,0.29,2.38,5.7,1.19,2.71,1285.0,0.0,1
42,12.29,2.83,2.22,18.0,88.0,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290.0,1.0,1
