,Field name,Reservoir unit,Country,Region,Basin name,Tectonic regime,Latitude,Longitude,Operator company,Onshore/offshore,Hydrocarbon type,Reservoir status,Structural setting,Depth,Period,Lithology,Gross,Netpay,Porosity,Permeability,Oil density,Oil recovery factor,Condensate recovery factor,Gas recovery factor,real_identifier
26,251.0,281.0,34.0,3.0,65.0,7.0,26.9012,114.5678,162.0,1.0,3.0,6.0,9.0,3519.2,13.0,17.0,601.8,310.9,21.0,620.0,851.2345,0.27,-1.0,0.73,0
27,68.0,295.0,45.0,6.0,99.0,4.0,41.2345,105.9012,128.0,0.0,2.0,7.0,3.0,2719.8,10.0,13.0,1401.9,701.5,18.0,220.0,831.1234,0.31,-1.0,0.67,0
28,204.0,273.0,23.0,2.0,51.0,9.0,7.8901,108.4567,121.0,1.0,1.0,10.0,7.0,2456.7,12.0,12.0,1400.3,701.5,17.0,200.0,829.1234,0.32,-1.0,0.68,0
29,289.0,259.0,39.0,4.0,75.0,6.0,37.6789,96.2345,149.0,0.0,5.0,8.0,5.0,3011.9,11.0,15.0,501.2,260.1,20.0,380.0,839.9012,0.29,-1.0,0.71,0
30,421.0,292.0,10.0,3.0,49.0,1.0,43.4193,-118.8877,101.0,1.0,4.0,11.0,5.0,2014.6,14.0,10.0,691.0,138.1,19.0,200.0,802.7171,0.24,0.48,0.84,0
31,449.0,173.0,9.0,5.0,91.0,3.0,59.4714,-115.3361,135.0,0.0,3.0,10.0,4.0,1838.0,13.0,9.0,3.9,3.2,25.0,220.0,834.8083,0.34,-1.0,-1.0,0
32,194.0,129.0,47.0,2.0,59.0,2.0,51.75,2.81,32.0,1.0,2.0,9.0,7.0,2402.4,16.0,10.0,29.5,17.0,24.0,30.0,-1.0,-1.0,-1.0,0.66,0
33,222.0,239.0,10.0,3.0,75.0,0.0,41.6667,104.8333,138.0,1.0,4.0,7.0,3.0,3040.0,15.0,7.0,50.0,16.1,7.6,4.0,-1.0,-1.0,-1.0,0.67,0
34,103.0,389.0,36.0,6.0,90.0,3.0,29.4333,50.7,153.0,0.0,4.0,12.0,8.0,2530.5,11.0,10.0,58.0,44.0,16.0,27.0,839.7626,0.18,-1.0,-1.0,0
35,287.0,53.0,19.0,3.0,103.0,4.0,4.7675,99.4334,40.0,1.0,4.0,8.0,5.0,588.0,14.0,10.0,190.0,62.0,28.0,520.0,844.7761,0.58,-1.0,-1.0,0
36,178.0,204.0,9.0,7.0,123.0,0.0,57.4193,-109.8877,87.0,1.0,4.0,9.0,3.0,1705.0,10.0,10.0,203.8,146.0,12.0,55.0,839.7626,0.6,-1.0,-1.0,0
37,110.0,96.0,16.0,2.0,82.0,2.0,51.9903,1.9619,100.0,1.0,4.0,9.0,4.0,558.0,8.0,10.0,12.4,5.5,29.0,1100.0,892.7445,0.44,-1.0,-1.0,0
38,167.0,124.0,49.0,7.0,49.0,9.0,33.5608,-93.1893,71.0,1.0,4.0,9.0,2.0,1754.5,16.0,10.0,214.0,119.0,-1.0,2450.0,880.5227,0.84,-1.0,-1.0,0
39,119.0,78.0,47.0,2.0,74.0,9.0,65.1286,0.1066,165.0,0.0,4.0,9.0,7.0,2410.0,11.0,10.0,100.0,69.5,-1.0,520.0,849.8498,0.4,-1.0,-1.0,0
40,221.0,394.0,19.0,5.0,51.0,6.0,35.1294,14.5219,42.0,0.0,4.0,11.0,9.0,2401.8,15.0,7.0,108.0,81.0,25.0,12.0,851.4198,0.46,-1.0,-1.0,0
41,186.0,49.0,35.0,3.0,85.0,1.0,41.4219,9.3903,59.0,1.0,2.0,6.0,4.0,2018.2,18.0,3.0,49.5,29.7,12.0,6.0,879.2345,0.39,-1.0,-1.0,0
42,315.0,183.0,22.0,1.0,39.0,8.0,31.1506,6.3906,94.0,0.0,5.0,10.0,7.0,2889.1,14.0,10.0,201.0,143.0,28.0,18.0,837.1987,0.51,-1.0,-1.0,0
43,270.0,67.0,44.0,4.0,69.0,3.0,38.4211,13.4219,28.0,0.0,3.0,8.0,5.0,2498.5,12.0,8.0,90.0,67.0,22.0,10.0,868.4219,0.43,-1.0,-1.0,0
44,153.0,299.0,17.0,2.0,58.0,5.0,36.4219,10.4219,51.0,1.0,4.0,9.0,8.0,2156.8,16.0,5.0,135.0,99.0,26.0,14.0,859.4219,0.49,-1.0,-1.0,0
45,234.0,121.0,29.0,0.0,49.0,4.0,33.4219,12.4219,75.0,0.0,2.0,5.0,6.0,2785.6,11.0,9.0,162.0,115.0,24.0,16.0,848.4219,0.45,-1.0,-1.0,0
46,291.0,272.0,25.0,3.0,66.0,7.0,40.4219,15.4219,39.0,1.0,5.0,12.0,9.0,2314.9,13.0,6.0,189.0,134.0,30.0,20.0,852.4219,0.52,-1.0,-1.0,0
47,206.0,157.0,31.0,1.0,42.0,2.0,34.4219,11.4219,62.0,0.0,3.0,7.0,5.0,2678.3,10.0,4.0,117.0,85.0,20.0,12.0,866.4219,0.41,-1.0,-1.0,0
48,245.0,229.0,20.0,4.0,55.0,6.0,37.4219,14.4219,49.0,1.0,4.0,11.0,8.0,2059.2,17.0,7.0,153.0,110.0,27.0,18.0,857.4219,0.5,-1.0,-1.0,0
49,179.0,193.0,26.0,2.0,61.0,3.0,39.4219,16.4219,55.0,0.0,2.0,6.0,6.0,2967.8,9.0,8.0,126.0,92.0,23.0,14.0,860.4219,0.48,-1.0,-1.0,0
50,294.0,393.0,45.0,4.0,56.0,1.0,39.7292,-96.5917,165.0,1.0,5.0,4.0,9.0,3718.0,18.0,7.0,121.5,51.3,19.0,80.0,851.047,0.49,-1.0,-1.0,0
51,186.0,407.0,20.0,5.0,49.0,8.0,29.3333,-98.5833,137.0,1.0,5.0,3.0,5.0,1948.0,9.0,12.0,105.0,42.0,14.0,350.0,876.904,0.31,-1.0,-1.0,0
52,375.0,187.0,15.0,2.0,43.0,6.0,34.0667,-118.25,172.0,1.0,5.0,9.0,8.0,2497.0,11.0,8.0,67.5,28.5,25.0,220.0,805.952,0.59,-1.0,-1.0,0
53,329.0,276.0,42.0,6.0,71.0,5.0,41.0833,-74.0833,154.0,1.0,5.0,1.0,4.0,3564.0,16.0,10.0,82.5,36.0,16.0,100.0,840.661,0.46,-1.0,-1.0,0
54,273.0,359.0,11.0,3.0,96.0,9.0,48.25,53.0833,189.0,1.0,5.0,6.0,11.0,2631.0,14.0,6.0,97.5,40.5,22.0,280.0,854.396,0.38,-1.0,-1.0,0
55,99.0,241.0,38.0,5.0,58.0,7.0,31.4167,-93.2167,125.0,1.0,5.0,8.0,3.0,3057.0,10.0,9.0,60.0,25.2,18.0,380.0,824.319,0.52,-1.0,-1.0,0
56,219.0,319.0,25.0,4.0,62.0,3.0,40.0833,-79.0833,148.0,1.0,5.0,5.0,10.0,2921.0,13.0,5.0,90.0,38.7,13.0,260.0,887.185,0.42,-1.0,-1.0,0
57,281.0,299.0,32.0,2.0,80.0,2.0,36.9167,-104.0833,161.0,1.0,5.0,7.0,6.0,3689.0,17.0,8.0,75.0,31.5,20.0,180.0,843.148,0.51,-1.0,-1.0,0
58,153.0,265.0,29.0,1.0,51.0,1.0,44.75,-70.5833,139.0,1.0,5.0,2.0,9.0,2791.0,15.0,6.0,135.0,57.0,24.0,300.0,860.854,0.45,-1.0,-1.0,0
59,342.0,211.0,49.0,6.0,76.0,4.0,33.7833,-117.7833,184.0,1.0,5.0,9.0,5.0,2419.0,12.0,7.0,67.5,28.5,15.0,240.0,813.685,0.54,-1.0,-1.0,0
60,123.0,456.0,19.0,8.0,67.0,5.0,43.2191,-71.3843,219.0,1.0,2.0,11.0,8.0,1987.4,13.0,8.0,456.0,234.0,18.0,567.0,912.3456,0.49,-1.0,-1.0,0
61,278.0,192.0,42.0,9.0,81.0,7.0,61.2383,-149.8958,189.0,1.0,1.0,3.0,10.0,1509.2,11.0,7.0,312.0,189.0,22.0,890.0,938.1234,0.62,-1.0,-1.0,0
62,391.0,265.0,15.0,7.0,59.0,6.0,39.9241,-105.1234,201.0,0.0,4.0,9.0,3.0,2211.9,14.0,9.0,501.0,267.0,16.0,456.0,902.9876,0.55,-1.0,-1.0,0
63,148.0,419.0,31.0,4.0,93.0,8.0,55.7619,-118.7923,162.0,1.0,3.0,10.0,1.0,1879.1,12.0,6.0,278.0,156.0,20.0,789.0,949.8765,0.51,-1.0,-1.0,0
64,421.0,342.0,46.0,5.0,76.0,4.0,48.7633,-123.4567,228.0,1.0,2.0,8.0,5.0,2067.8,10.0,8.0,421.0,235.0,19.0,623.0,917.6543,0.58,-1.0,-1.0,0
65,172.0,187.0,20.0,3.0,51.0,2.0,35.4567,-97.5678,141.0,0.0,1.0,6.0,4.0,1567.3,9.0,7.0,312.0,189.0,21.0,901.0,943.2109,0.48,-1.0,-1.0,0
66,281.0,395.0,39.0,8.0,88.0,3.0,59.8765,-151.2345,206.0,1.0,4.0,7.0,6.0,1945.6,11.0,9.0,456.0,251.0,17.0,567.0,927.6543,0.53,-1.0,-1.0,0
67,189.0,276.0,24.0,2.0,62.0,1.0,40.1234,-104.5678,169.0,0.0,3.0,5.0,9.0,1812.9,13.0,6.0,278.0,156.0,22.0,789.0,951.8765,0.52,-1.0,-1.0,0
68,412.0,356.0,49.0,6.0,82.0,9.0,53.4567,-117.8901,236.0,1.0,2.0,4.0,7.0,2291.1,12.0,8.0,421.0,235.0,20.0,623.0,923.1098,0.59,-1.0,-1.0,0
69,161.0,198.0,16.0,1.0,46.0,6.0,32.9012,-96.5678,129.0,0.0,1.0,9.0,3.0,1439.2,10.0,7.0,312.0,189.0,19.0,901.0,939.8765,0.47,-1.0,-1.0,0
70,419.0,92.0,14.0,4.0,81.0,8.0,44.7592,-118.5113,49.0,1.0,5.0,10.0,1.0,2098.5,19.0,8.0,49.5,29.4,24.0,480.0,849.2299,0.41,-1.0,-1.0,0
71,470.0,270.0,25.0,3.0,44.0,6.0,36.2694,-97.0923,140.0,1.0,5.0,8.0,3.0,1881.0,14.0,10.0,93.0,43.8,26.0,900.0,878.0321,0.45,-1.0,-1.0,0
72,183.0,118.0,5.0,5.0,69.0,1.0,50.3813,-113.675,94.0,1.0,5.0,9.0,5.0,2015.5,22.0,9.0,60.0,36.9,22.0,180.0,864.0999,0.39,-1.0,-1.0,0
73,131.0,257.0,19.0,2.0,29.0,5.0,29.4306,95.3697,67.0,0.0,5.0,11.0,4.0,1658.5,18.0,7.0,78.0,40.5,25.0,420.0,882.5994,0.42,-1.0,-1.0,0
74,456.0,201.0,16.0,1.0,85.0,7.0,40.6542,-74.2708,103.0,1.0,5.0,5.0,2.0,2149.0,20.0,12.0,51.0,27.3,24.0,240.0,851.3999,0.44,-1.0,-1.0,0
75,396.0,153.0,11.0,3.0,49.0,3.0,34.5497,-118.3889,58.0,1.0,5.0,7.0,6.0,1919.5,13.0,8.0,69.0,38.4,23.0,300.0,868.2999,0.4,-1.0,-1.0,0
76,234.0,289.0,22.0,4.0,75.0,9.0,47.4694,-122.2083,125.0,1.0,5.0,6.0,1.0,2074.5,21.0,9.0,57.0,31.5,25.0,360.0,885.6999,0.43,-1.0,-1.0,0
77,499.0,129.0,20.0,2.0,61.0,8.0,39.6697,-104.9217,82.0,1.0,5.0,4.0,3.0,1992.5,16.0,11.0,48.0,26.1,22.0,200.0,859.7999,0.41,-1.0,-1.0,0
78,181.0,275.0,15.0,1.0,89.0,6.0,44.4275,-105.5833,119.0,1.0,5.0,8.0,5.0,2129.0,24.0,10.0,54.0,29.7,24.0,280.0,876.0999,0.44,-1.0,-1.0,0
79,261.0,148.0,6.0,5.0,42.0,2.0,51.0464,-114.0833,91.0,1.0,5.0,9.0,4.0,1966.5,15.0,8.0,72.0,40.2,26.0,380.0,884.4999,0.42,-1.0,-1.0,0
80,291.0,219.0,11.0,3.0,51.0,1.0,14.5219,105.6985,98.0,1.0,4.0,9.0,8.0,2781.2,10.0,14.0,201.9,81.8,16.0,421.0,851.3958,0.29,-1.0,-1.0,0
81,482.0,391.0,25.0,4.0,118.0,3.0,43.8786,56.3146,140.0,1.0,4.0,11.0,9.0,991.9,5.0,12.0,75.0,30.0,22.0,500.0,860.1824,0.46,-1.0,-1.0,0
82,319.0,14.0,32.0,5.0,94.0,3.0,18.8786,56.3146,120.0,1.0,5.0,13.0,7.0,891.9,6.0,11.0,75.0,30.0,25.0,500.0,860.1824,0.46,-1.0,-1.0,0
83,435.0,318.0,48.0,6.0,85.0,0.0,35.0461,-119.1904,33.0,1.0,5.0,6.0,11.0,3330.0,15.0,15.0,60.0,45.0,20.0,75.0,865.4434,0.4,-1.0,-1.0,0
84,225.0,408.0,9.0,2.0,73.0,2.0,20.8219,115.6985,23.0,0.0,5.0,2.0,5.0,847.5,15.0,9.0,468.6,39.3,25.0,651.0,937.0861,0.08,-1.0,-1.0,0
85,391.0,58.0,30.0,1.0,64.0,2.0,60.7984,2.9133,166.0,0.0,5.0,2.0,6.0,2534.1,12.0,11.0,128.1,83.7,18.0,800.0,839.7626,0.31,-1.0,-1.0,0
86,236.0,137.0,19.0,5.0,120.0,0.0,30.8833,48.8333,104.0,1.0,5.0,1.0,2.0,3063.3,7.0,2.0,98.4,63.9,13.0,0.8,921.8241,0.08,-1.0,-1.0,0
87,413.0,73.0,48.0,6.0,117.0,0.0,48.8521,-101.013,4.0,1.0,5.0,5.0,3.0,982.5,4.0,7.0,12.9,4.6,10.0,2.6,842.2619,0.15,-1.0,-1.0,0
88,152.0,52.0,3.0,2.0,15.0,4.0,-21.2356,114.62,19.0,0.0,5.0,4.0,6.0,2430.0,7.0,11.0,34.5,12.0,15.0,30.0,758.7131,0.3,-1.0,-1.0,0
89,438.0,357.0,9.0,2.0,9.0,2.0,38.21,117.06,128.0,1.0,5.0,5.0,6.0,2952.9,14.0,16.0,147.6,58.2,12.7,3.6,870.7692,0.05,-1.0,-1.0,0
90,143.0,291.0,19.0,5.0,81.0,5.0,44.3292,92.4214,93.0,1.0,4.0,11.0,5.0,2769.2,20.0,8.0,141.9,55.8,22.0,328.0,826.4818,0.41,-1.0,-1.0,0
91,482.0,149.0,15.0,4.0,106.0,8.0,36.4891,118.3619,184.0,1.0,2.0,9.0,4.0,2314.8,16.0,7.0,396.0,22.2,16.0,201.0,857.989,-1.0,-1.0,0.81,0
92,118.0,275.0,28.0,2.0,95.0,1.0,51.4498,104.3514,152.0,1.0,5.0,10.0,8.0,3097.2,24.0,9.0,183.0,99.0,11.0,131.0,799.3622,0.35,-1.0,-1.0,0
93,421.0,44.0,11.0,6.0,74.0,6.0,40.5471,114.2614,187.0,1.0,3.0,8.0,3.0,2466.4,14.0,10.0,258.0,146.4,25.0,419.0,870.6385,-1.0,-1.0,0.72,0
94,294.0,219.0,25.0,1.0,67.0,3.0,59.3457,3.4336,169.0,0.0,5.0,5.0,6.0,2019.2,11.0,12.0,114.0,58.2,20.0,275.0,844.1157,0.39,-1.0,-1.0,0
95,469.0,283.0,17.0,5.0,101.0,4.0,45.6614,93.2619,137.0,1.0,2.0,12.0,2.0,2632.8,18.0,6.0,489.0,28.5,15.0,194.0,859.2755,-1.0,-1.0,0.77,0
96,176.0,269.0,22.0,3.0,85.0,7.0,54.2364,105.6614,145.0,1.0,4.0,6.0,5.0,2959.2,22.0,8.0,201.0,93.0,18.0,314.0,813.1619,0.42,-1.0,-1.0,0
97,388.0,193.0,14.0,4.0,77.0,9.0,38.5236,116.2614,172.0,1.0,3.0,7.0,4.0,2429.6,13.0,9.0,279.0,161.4,24.0,381.0,882.638,-1.0,-1.0,0.73,0
98,247.0,235.0,20.0,2.0,92.0,6.0,50.2614,103.6614,157.0,1.0,5.0,11.0,8.0,2705.6,19.0,10.0,129.0,53.1,19.0,240.0,841.9241,0.38,-1.0,-1.0,0
99,316.0,204.0,16.0,5.0,98.0,5.0,42.9502,92.2614,163.0,1.0,2.0,9.0,3.0,2593.6,15.0,7.0,459.0,24.3,14.0,181.0,868.638,-1.0,-1.0,0.79,0
100,219.0,91.0,35.0,3.0,108.0,8.0,42.3198,-74.9232,201.0,1.0,4.0,8.0,9.0,2819.0,10.0,8.0,516.0,234.0,12.0,80.0,858.335,0.41,-1.0,0.85,0
101,117.0,276.0,20.0,5.0,85.0,5.0,55.8234,-117.3211,149.0,1.0,3.0,6.0,8.0,2018.0,14.0,10.0,378.0,189.0,25.0,1200.0,822.195,0.29,-1.0,0.78,0
102,67.0,188.0,41.0,2.0,71.0,1.0,39.1043,-93.6151,112.0,1.0,5.0,9.0,7.0,1469.0,11.0,9.0,270.0,135.0,18.0,600.0,849.849,0.35,-1.0,0.82,0
103,238.0,394.0,31.0,1.0,58.0,4.0,61.2192,4.8236,163.0,0.0,2.0,5.0,10.0,2101.0,13.0,12.0,459.0,229.5,28.0,2500.0,814.011,0.19,0.53,0.73,0
104,153.0,339.0,11.0,3.0,82.0,6.0,44.9821,-102.4925,141.0,1.0,5.0,8.0,11.0,2751.0,16.0,11.0,630.0,315.0,22.0,1800.0,868.912,0.38,-1.0,0.83,0
105,96.0,258.0,24.0,0.0,93.0,3.0,29.9056,20.7983,93.0,1.0,5.0,6.0,9.0,1734.0,18.0,10.0,540.0,270.0,20.0,1000.0,839.912,0.42,-1.0,0.84,0
106,185.0,119.0,34.0,2.0,69.0,7.0,47.4701,-97.4717,14.0,1.0,5.0,7.0,8.0,1402.0,12.0,9.0,228.0,114.0,16.0,400.0,877.619,0.39,-1.0,0.81,0
107,74.0,204.0,49.0,4.0,51.0,1.0,11.2617,-70.3826,126.0,2.0,5.0,5.0,10.0,450.0,14.0,10.0,180.0,90.0,32.0,1100.0,991.062,0.25,-1.0,-1.0,0
108,289.0,151.0,37.0,3.0,105.0,8.0,40.3198,-73.9232,206.0,1.0,4.0,9.0,8.0,2920.0,11.0,8.0,522.0,261.0,14.0,90.0,863.335,0.43,-1.0,0.86,0
109,131.0,294.0,22.0,5.0,86.0,5.0,53.8234,-115.3211,154.0,1.0,3.0,7.0,9.0,2129.0,15.0,10.0,399.0,199.5,24.0,1300.0,828.195,0.31,-1.0,0.79,0
110,219.0,118.0,14.0,5.0,49.0,3.0,31.3519,64.9033,141.0,1.0,3.0,9.0,5.0,2458.7,10.0,14.0,57.6,51.9,16.0,800.0,819.3154,0.58,-1.0,0.85,0
111,394.0,67.0,25.0,4.0,75.0,1.0,40.9567,43.1667,67.0,0.0,2.0,8.0,9.0,3981.0,15.0,7.0,49.5,43.8,14.0,50.0,848.414,0.49,-1.0,0.79,0
112,175.0,221.0,46.0,6.0,39.0,8.0,27.1333,85.45,153.0,1.0,5.0,3.0,1.0,1828.0,13.0,5.0,63.9,58.5,18.0,100.0,805.0386,0.52,-1.0,0.82,0
113,431.0,101.0,38.0,5.0,24.0,6.0,39.0833,117.7833,101.0,1.0,5.0,6.0,4.0,2619.0,12.0,10.0,81.0,75.0,12.0,200.0,859.9163,0.45,-1.0,0.75,0
114,288.0,59.0,19.0,3.0,50.0,5.0,25.2333,51.6167,137.0,1.0,5.0,10.0,7.0,2014.0,8.0,8.0,54.0,49.5,15.0,600.0,832.2405,0.51,-1.0,0.81,0
115,36.0,278.0,22.0,4.0,61.0,2.0,48.4667,56.7333,76.0,1.0,5.0,5.0,6.0,2390.0,11.0,12.0,69.0,63.0,11.0,300.0,845.3457,0.48,-1.0,0.78,0
116,456.0,85.0,15.0,2.0,43.0,7.0,34.8667,69.2167,125.0,1.0,5.0,9.0,8.0,1946.0,14.0,4.0,58.5,53.1,17.0,400.0,810.0281,0.54,-1.0,0.83,0
117,198.0,248.0,42.0,6.0,58.0,4.0,44.7833,-93.05,108.0,1.0,5.0,7.0,2.0,2811.0,16.0,6.0,75.0,69.0,13.0,250.0,869.8857,0.46,-1.0,0.76,0
118,263.0,133.0,31.0,5.0,29.0,1.0,23.0167,57.45,119.0,1.0,5.0,4.0,9.0,2069.0,9.0,3.0,60.0,55.5,19.0,500.0,823.4679,0.53,-1.0,0.84,0
119,413.0,211.0,45.0,6.0,53.0,3.0,36.7833,-98.0833,105.0,1.0,5.0,8.0,5.0,2932.0,13.0,11.0,72.0,66.0,10.0,350.0,853.4567,0.47,-1.0,0.77,0
120,219.0,394.0,24.0,5.0,13.0,3.0,41.3021,-70.9467,67.0,1.0,3.0,8.0,9.0,4085.8,18.0,8.0,108.0,43.2,12.0,15.0,858.9143,0.27,-1.0,-1.0,0
121,385.0,49.0,35.0,3.0,90.0,8.0,20.4353,-60.4356,146.0,1.0,5.0,6.0,7.0,2019.2,10.0,7.0,72.0,28.8,10.0,12.0,794.4292,-1.0,-1.0,0.85,0
122,161.0,361.0,19.0,4.0,56.0,6.0,44.2708,-122.9464,88.0,1.0,2.0,3.0,5.0,3718.4,22.0,10.0,216.0,86.4,14.0,20.0,824.3529,0.41,-1.0,-1.0,0
123,428.0,23.0,42.0,1.0,98.0,5.0,55.4356,3.4353,119.0,0.0,5.0,4.0,8.0,2839.4,14.0,9.0,144.0,57.6,16.0,30.0,891.6304,-1.0,-1.0,-1.0,0
124,94.0,276.0,16.0,2.0,82.0,9.0,38.9467,-104.9467,59.0,1.0,3.0,7.0,6.0,4487.6,19.0,8.0,120.0,48.0,11.0,18.0,818.275,0.32,-1.0,-1.0,0
125,252.0,192.0,31.0,5.0,39.0,2.0,29.4353,-95.4356,135.0,1.0,5.0,5.0,9.0,3944.8,16.0,7.0,96.0,38.4,13.0,25.0,853.1997,-1.0,-1.0,0.82,0
126,181.0,315.0,25.0,3.0,61.0,7.0,46.9467,-122.4356,76.0,1.0,2.0,8.0,4.0,4258.4,24.0,10.0,240.0,96.0,15.0,22.0,796.6354,0.39,-1.0,-1.0,0
127,413.0,66.0,44.0,1.0,109.0,4.0,51.4356,0.9467,101.0,0.0,5.0,3.0,7.0,3107.8,12.0,9.0,168.0,67.2,17.0,35.0,883.6304,-1.0,-1.0,-1.0,0
128,122.0,288.0,11.0,2.0,85.0,6.0,41.9467,-105.9467,51.0,1.0,3.0,6.0,5.0,4621.6,20.0,8.0,132.0,52.8,12.0,20.0,829.912,0.35,-1.0,-1.0,0
