,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,real_identifier
113,34,2,125678,11,9,2,1,5,1,0,0,0,38,3,1,0
114,45,4,238765,11,9,2,3,0,3,1,0,0,41,26,0,0
115,52,4,198765,11,9,0,1,1,4,0,0,0,39,39,0,0
116,25,4,170123,11,9,2,8,0,4,1,0,0,40,39,0,0
117,55,4,230456,11,9,2,10,0,4,1,0,1850,42,39,1,0
118,18,4,50000,1,7,4,8,3,4,1,0,0,6,39,0,0
119,60,4,210000,2,8,6,7,2,4,0,0,0,47,39,0,0
120,29,4,150000,8,11,2,3,0,4,1,0,0,40,39,0,0
121,48,6,275000,15,10,2,8,5,4,0,0,0,48,39,0,0
122,22,4,40000,1,7,4,7,1,4,1,0,0,15,39,0,0
123,45,6,210000,9,13,2,12,0,4,1,0,0,55,39,1,0
124,42,6,30000,9,13,1,10,0,4,1,7000,0,55,39,1,0
125,65,7,220000,15,10,2,1,0,4,1,0,1500,40,39,0,0
126,62,4,145000,15,10,6,4,1,4,0,0,0,40,39,0,0
127,36,2,140000,15,10,2,8,5,4,0,0,0,45,39,0,0
128,55,4,170000,11,9,6,12,4,4,0,0,0,35,39,0,0
129,35,4,160000,0,6,4,5,1,4,1,0,0,38,39,0,0
130,47,4,120000,10,12,2,11,0,4,1,0,0,38,39,0,0
131,33,4,160000,14,11,0,7,4,4,0,0,0,40,39,0,0
132,53,4,150000,4,3,0,6,1,2,1,0,0,39,39,0,0
133,32,4,590000,12,8,4,5,2,2,0,0,0,36,39,0,0
134,49,4,140000,9,13,2,4,0,4,1,0,0,46,39,1,0
135,55,4,150000,11,9,0,13,1,4,1,0,0,55,39,1,0
136,42,4,240000,0,5,2,3,0,4,1,0,0,32,0,0,0
137,40,4,30000,8,10,4,2,1,4,1,0,0,41,39,0,0
138,36,4,420000,9,13,4,8,1,4,1,0,0,38,39,0,0
139,56,4,67000,11,9,5,6,4,4,1,0,0,42,39,0,0
140,38,4,210123,12,14,2,4,0,4,1,0,0,42,39,1,0
141,29,4,220564,11,9,4,10,3,4,0,0,0,38,39,0,0
142,33,4,315000,11,9,2,14,0,4,1,0,0,48,39,1,0
143,42,4,195000,11,9,2,8,0,4,1,0,0,32,39,0,0
144,48,7,80000,11,9,2,3,0,4,1,0,1500,42,39,1,0
145,49,6,325000,11,9,2,14,0,4,1,0,0,58,39,1,0
146,45,4,205000,11,9,5,9,1,2,0,0,0,48,27,0,0
147,60,4,65000,11,9,6,12,1,4,0,0,0,44,39,0,0
148,22,4,480000,11,9,4,6,3,4,1,0,0,38,39,0,0
149,30,5,140000,7,12,2,12,0,4,1,0,0,39,39,0,0
150,38,4,120345,9,13,2,7,0,4,1,0,0,42,39,0,0
151,34,6,35000,11,9,2,14,0,4,1,0,0,45,39,0,0
152,30,4,290000,9,13,2,12,0,4,1,0,0,38,39,0,0
153,42,4,180000,11,9,4,8,3,4,1,0,0,40,29,0,0
154,60,0,155000,9,13,6,0,1,4,0,0,0,40,39,1,0
155,18,4,47000,5,4,4,12,3,4,1,0,0,10,39,0,0
156,26,4,60000,11,9,2,6,0,4,1,0,0,40,39,0,0
157,29,4,170000,11,9,4,1,3,0,0,0,0,40,39,0,0
158,28,7,195000,11,9,4,11,3,4,1,2000,0,39,39,0,0
159,24,4,240000,7,12,4,12,1,4,1,0,0,46,39,0,0
160,25,3,182345,3,8,1,9,2,4,0,0,0,30,39,0,0
161,35,4,120456,10,11,2,7,0,4,1,0,0,45,39,1,0
162,29,4,512340,6,5,4,5,2,4,1,0,0,38,18,0,0
163,68,4,83251,13,10,4,2,1,4,1,0,0,22,39,0,0
164,33,4,345678,8,12,4,11,1,1,1,0,0,42,16,0,0
165,28,5,98760,12,14,2,10,5,4,0,0,0,55,39,1,0
166,32,2,203401,12,14,2,10,0,4,1,0,0,39,39,0,0
167,60,4,210021,11,9,3,3,1,4,1,0,0,50,39,0,0
168,45,4,145126,15,10,2,13,0,4,1,0,0,40,39,1,0
169,50,1,200437,7,12,2,1,0,4,1,0,0,65,39,1,0
170,30,4,210123,10,12,2,2,0,4,1,0,0,38,39,0,0
171,22,4,245678,3,7,4,13,3,4,0,0,0,30,39,0,0
172,45,4,160000,8,14,2,9,5,1,0,0,0,32,36,1,0
173,36,4,110000,14,11,2,6,0,4,1,0,0,42,39,0,0
174,70,2,220000,4,3,2,11,0,4,1,0,0,38,39,0,0
175,18,0,130000,7,6,4,0,3,2,1,0,0,25,39,0,0
176,41,4,190000,9,13,2,10,5,4,1,0,0,45,39,1,0
177,33,4,280000,15,10,2,3,0,4,1,0,0,39,39,0,0
178,20,7,140000,15,10,4,1,3,4,0,0,0,12,39,0,0
179,60,6,35000,11,9,2,14,0,4,1,0,0,46,39,0,0
180,34,4,120345,10,14,1,3,1,4,1,0,0,38,39,0,0
181,49,4,210123,12,11,2,6,5,4,0,0,0,42,39,0,0
182,24,0,65432,11,9,4,2,1,4,0,0,0,39,39,0,0
183,50,4,150123,15,10,0,1,4,4,0,0,0,43,39,0,0
184,28,4,230456,15,10,4,1,3,2,0,0,0,36,39,0,0
185,52,6,190234,10,16,2,8,0,4,1,0,0,25,39,0,0
186,58,7,170345,10,16,2,10,0,4,1,0,0,41,39,1,0
187,26,4,54012,9,13,4,12,1,4,1,0,1500,15,39,0,0
188,46,2,240987,11,9,2,4,0,4,1,0,0,39,39,0,0
189,54,2,255678,14,15,2,10,0,4,1,0,1800,41,39,1,0
190,46,3,123456,10,12,1,11,2,3,0,0,0,50,39,0,0
191,35,5,150000,8,10,3,7,0,2,1,0,0,42,39,1,0
192,50,2,200000,13,16,2,9,0,4,1,5000,0,38,39,1,0
193,28,4,98000,9,13,1,5,1,4,0,0,0,44,39,0,0
194,32,4,110000,11,11,2,6,0,1,1,0,0,60,39,0,0
195,41,6,210000,14,15,2,10,0,4,1,0,0,55,39,1,0
196,39,1,180000,12,14,4,8,1,4,0,0,0,35,39,1,0
197,31,4,105000,9,12,1,4,0,4,1,0,0,40,39,0,0
198,44,3,190000,10,12,2,10,0,4,1,10000,0,48,39,1,0
199,37,4,95000,7,10,1,3,1,4,1,0,0,40,39,0,0
200,47,3,154789,10,14,2,5,0,4,1,0,0,42,39,1,0
201,34,4,132456,11,10,4,3,1,4,0,0,0,38,39,0,0
202,50,2,209876,9,13,0,10,0,1,1,0,0,50,39,1,0
203,29,4,140000,12,14,2,4,0,4,1,5000,0,55,39,1,0
204,52,5,98765,8,11,2,6,5,4,0,0,0,40,39,0,0
205,37,4,120321,13,15,4,8,1,4,1,0,0,40,39,0,0
206,40,7,156789,10,13,2,10,0,4,1,0,0,45,39,1,0
207,39,4,145678,14,16,2,12,0,1,1,0,0,40,19,1,0
208,28,4,115000,11,9,2,1,0,4,1,0,0,40,39,0,0
209,46,1,60000,9,13,2,1,0,4,1,4500,0,44,39,0,0
210,41,3,123456,10,12,2,2,0,4,1,0,0,38,39,1,0
211,29,4,165000,8,11,4,4,3,3,0,0,0,30,39,0,0
212,55,4,95000,3,7,2,1,5,4,1,0,0,42,39,0,0
213,22,4,115000,16,11,4,7,3,4,0,0,0,25,39,0,0
214,47,4,120000,12,10,2,5,0,2,1,0,0,45,39,0,0
215,28,4,135000,13,9,4,6,4,4,1,0,0,35,39,0,0
216,50,5,80000,14,15,2,11,0,4,1,0,0,50,39,1,0
217,60,4,160000,9,13,2,9,0,4,1,0,2000,40,39,1,0
218,32,4,110000,5,4,4,12,3,1,0,0,0,20,40,0,0
219,37,1,150000,14,15,2,10,0,4,1,0,0,40,39,1,0
220,45,5,178395,10,14,2,9,0,4,1,12000,0,50,39,1,0
221,30,4,54000,3,9,4,3,3,2,1,0,0,38,39,0,0
222,28,4,210000,8,12,4,4,3,4,1,0,0,42,39,0,0
223,29,4,530000,1,7,4,10,1,1,0,0,0,48,39,0,0
224,60,6,160000,9,13,0,10,1,4,0,0,0,38,39,0,0
225,50,4,120000,11,9,2,4,0,4,1,0,0,32,18,0,0
226,55,4,180000,0,6,2,8,0,4,1,0,0,42,39,0,0
227,39,4,60000,11,9,6,7,4,4,0,0,0,22,39,0,0
228,38,6,200000,11,9,2,10,0,4,1,0,0,39,39,0,0
229,61,4,170000,9,13,2,10,0,4,1,14000,0,40,39,1,0
230,28,4,243678,10,11,4,2,1,4,0,0,0,38,39,0,0
231,34,7,312456,9,13,4,1,1,4,0,0,0,45,39,0,0
232,41,4,190876,12,14,2,4,0,2,1,0,0,40,23,1,0
233,22,4,108345,15,10,4,1,3,4,0,0,0,25,39,0,0
234,50,4,275890,11,9,2,8,5,4,1,0,0,35,39,0,0
235,31,4,325678,9,13,4,1,1,4,0,0,0,55,39,1,0
236,47,4,150987,11,9,2,3,0,4,1,0,0,40,39,0,0
237,19,4,195432,2,8,4,12,3,4,0,0,0,25,39,0,0
238,56,2,34567,12,14,2,4,0,2,1,0,0,40,39,1,0
239,38,4,265432,9,13,4,4,1,4,1,0,0,42,39,1,0
240,29,4,158763,10,12,1,6,4,2,0,0,0,38,39,0,0
241,52,3,224876,12,14,2,5,0,4,1,0,0,45,39,1,0
242,31,4,167482,8,10,0,3,3,2,0,0,0,42,39,0,0
243,45,5,289321,14,15,2,2,0,4,1,0,0,48,39,1,0
244,39,4,198234,11,9,2,7,0,4,1,0,0,40,39,0,0
245,28,1,134567,9,13,4,8,3,2,0,0,0,36,39,0,0
246,54,4,215678,15,10,2,9,0,4,1,0,0,44,39,1,0
247,33,4,176543,11,9,0,4,4,2,0,0,0,39,39,0,0
248,48,2,314567,13,14,2,10,0,4,1,0,0,50,39,1,0
249,26,4,145678,7,11,4,6,3,2,0,0,0,37,39,0,0
250,22,4,123456,11,9,4,8,3,4,0,0,0,42,39,0,0
251,46,4,234567,9,13,2,1,0,4,1,0,0,38,39,1,0
252,28,4,345678,11,9,2,5,0,4,1,0,0,50,39,0,0
253,40,4,456789,11,9,2,6,0,1,1,0,0,45,39,0,0
254,37,4,567890,2,8,4,8,3,4,1,0,0,20,26,0,0
255,53,2,678901,11,9,2,4,0,4,1,0,0,55,39,0,0
256,29,4,789012,9,13,2,12,0,2,1,0,0,70,39,1,0
257,24,4,890123,11,9,2,5,0,4,1,0,0,48,39,0,0
258,35,6,901234,11,9,2,5,5,4,0,0,2000,15,39,0,0
259,32,4,123789,11,9,4,10,3,4,1,0,0,40,39,0,0
260,34,4,172345,10,11,2,5,1,4,1,0,0,42,39,0,0
261,31,4,195672,12,14,4,7,0,4,1,0,0,38,39,0,0
262,48,4,210456,13,10,0,11,1,4,1,0,0,45,39,1,0
263,28,4,240123,9,13,5,11,1,4,1,0,0,37,7,0,0
264,35,4,182345,11,9,2,3,0,4,1,0,0,50,39,0,0
265,42,4,225678,15,10,4,8,3,4,1,0,0,48,39,1,0
266,40,4,140987,6,5,6,7,4,4,0,0,0,39,39,0,0
267,33,7,215678,9,13,4,10,1,4,1,0,0,35,39,0,0
268,50,4,155432,11,9,0,6,1,4,1,0,0,41,39,1,0
269,29,4,198765,12,14,2,4,0,4,1,0,0,47,7,0,0
270,45,4,256789,10,11,3,5,2,4,1,5000,0,50,39,1,0
271,50,4,180000,12,8,1,7,1,4,1,0,0,45,39,0,0
272,39,4,150000,14,10,0,2,4,4,1,10000,0,40,39,1,0
273,30,4,200000,13,9,2,4,0,4,0,0,0,55,12,0,0
274,37,4,190000,15,12,3,10,5,4,0,0,0,40,39,1,0
275,25,4,290000,15,10,4,9,3,3,0,0,0,35,39,0,0
276,22,4,310000,11,9,2,11,0,4,1,0,0,40,39,1,0
277,19,4,130000,11,9,4,4,3,4,0,0,0,25,39,0,0
278,40,4,140000,11,9,4,5,4,3,0,0,0,30,39,0,0
279,16,4,150000,2,6,4,8,3,4,0,0,0,15,39,0,0
280,45,4,189045,11,9,2,10,0,4,1,0,0,38,39,0,0
281,29,4,202365,15,10,4,8,3,4,1,0,0,42,39,0,0
282,50,4,123456,11,9,2,3,0,4,1,0,0,40,39,0,0
283,37,4,250789,7,12,0,12,1,4,0,0,0,45,39,1,0
284,31,4,178234,11,9,2,13,0,4,1,0,0,40,39,0,0
285,23,4,150678,15,10,4,12,3,4,1,0,0,35,39,0,0
286,56,4,134567,11,9,2,3,0,4,1,0,0,40,39,0,0
287,34,4,198765,15,10,2,13,0,4,1,0,0,20,39,0,0
288,28,4,321654,15,10,2,3,0,4,1,0,0,40,39,0,0
289,27,4,142536,11,9,4,4,1,4,0,0,0,50,39,0,0
290,58,4,230000,11,9,2,7,0,2,1,0,0,40,39,0,0
291,45,4,265000,15,10,2,4,0,4,1,0,0,48,39,1,0
292,25,4,120000,11,9,4,12,3,4,0,900,0,30,39,0,0
293,63,5,340000,15,10,2,12,0,4,1,0,0,38,39,0,0
294,30,1,295000,9,13,4,13,1,2,0,0,0,42,39,0,0
295,41,4,210000,6,5,0,6,1,4,1,0,0,48,39,0,0
296,44,4,140000,15,10,5,1,3,4,0,0,0,42,39,0,0
297,31,4,250000,15,10,4,3,1,4,0,0,0,39,39,0,0
298,24,4,135000,15,10,2,6,0,4,1,0,0,36,39,0,0
299,38,4,115000,11,9,4,1,3,4,0,0,0,52,39,0,0
300,58,4,182345,11,9,4,7,1,4,0,0,0,38,39,0,0
301,25,4,100234,15,10,0,1,3,4,0,0,0,42,39,0,0
302,34,4,172345,11,9,4,8,1,4,0,0,0,39,39,0,0
303,22,4,150123,15,10,2,1,0,2,1,0,0,41,39,0,0
304,32,4,107654,11,9,4,3,1,4,1,0,0,42,39,0,0
305,54,0,390123,12,14,2,0,0,4,1,0,0,48,39,1,0
306,39,4,210345,11,9,5,8,1,4,0,0,0,39,39,0,0
307,44,4,202345,15,10,2,10,0,4,1,0,0,42,39,1,0
308,30,4,220345,15,10,0,4,4,4,0,5300,0,58,39,0,0
309,28,7,21567,7,12,4,1,1,4,0,0,0,39,11,0,0
310,34,4,234567,14,11,2,11,1,4,0,0,0,42,39,0,0
311,28,3,156789,10,12,4,7,2,4,1,0,0,38,39,0,0
312,45,1,98765,13,14,2,6,0,4,1,0,0,50,39,1,0
313,31,2,212345,3,9,0,8,3,4,0,0,0,40,39,0,0
314,50,4,345678,15,10,2,12,1,4,1,1000,0,48,39,1,0
315,27,4,298765,9,13,4,10,2,4,0,0,0,35,39,0,0
316,41,2,123456,11,12,2,5,0,4,1,2000,0,52,39,1,0
317,23,4,178901,7,11,4,3,3,4,0,0,0,32,39,0,0
318,38,3,267890,14,10,0,9,1,4,0,0,1000,44,39,1,0
319,46,4,345678,12,15,2,11,0,4,1,0,0,55,39,1,0
320,45,4,205372,13,11,2,4,0,4,1,0,0,40,39,1,0
321,28,4,178932,14,12,4,3,3,3,0,0,0,36,39,0,0
322,35,4,150124,11,9,2,8,0,4,1,0,1800,50,39,1,0
323,42,7,145678,12,14,0,9,4,4,0,0,0,38,39,0,0
324,38,4,310000,15,10,2,12,0,4,1,0,0,55,39,0,0
325,36,4,192345,9,13,2,11,0,4,1,0,0,42,39,1,0
326,50,4,280000,10,8,2,3,0,4,1,0,0,50,39,1,0
327,31,4,340000,15,10,2,7,0,4,1,0,0,40,39,0,0
328,54,6,80000,11,9,2,5,0,1,1,0,0,65,39,0,0
329,68,0,180000,12,14,2,0,0,4,1,0,0,10,39,0,0
330,62,4,112345,15,10,2,3,0,4,1,10000,0,44,39,0,0
331,59,2,115000,11,9,2,8,0,4,1,0,0,41,39,0,0
332,41,6,65000,11,9,2,4,0,4,1,0,0,49,39,0,0
333,26,1,340000,15,10,2,11,0,2,1,0,0,39,39,0,0
334,44,6,150000,9,13,2,4,0,4,1,0,0,59,39,0,0
335,29,4,350000,11,9,4,3,1,2,1,0,0,47,39,0,0
336,46,4,85000,9,13,2,12,0,4,1,0,0,51,39,0,0
337,43,4,175000,7,12,0,13,4,4,0,0,0,41,39,0,0
338,67,4,215000,11,9,6,1,1,4,0,0,0,14,39,0,0
339,32,4,180000,9,13,2,12,0,4,1,0,0,39,39,1,0
340,45,5,60000,11,9,0,12,4,1,0,0,0,85,0,0,0
341,36,4,23000,11,9,4,8,3,0,1,0,0,20,39,0,0
342,29,2,260000,15,10,4,1,4,2,0,0,0,39,39,0,0
343,43,6,195000,15,10,3,4,1,4,1,0,0,78,10,0,0
344,34,6,420000,15,10,2,10,5,4,0,0,0,62,39,1,0
345,19,4,330000,11,9,4,7,2,4,1,2200,0,26,39,0,0
346,40,4,34000,11,9,2,1,0,4,1,0,0,41,39,1,0
347,22,4,115000,15,10,4,7,1,4,1,0,0,45,39,0,0
348,31,4,150000,15,10,2,12,0,4,1,0,0,38,39,0,0
349,32,4,180000,15,10,5,1,4,2,0,0,0,42,39,0,0
350,45,6,31000,9,13,2,12,0,4,1,0,0,50,39,0,0
351,60,4,180000,11,9,0,14,1,4,1,0,1500,40,39,1,0
352,31,4,150000,11,9,2,14,0,4,1,0,2000,40,39,0,0
353,33,6,28000,15,10,2,12,0,0,1,0,0,60,39,0,0
354,34,4,230000,11,9,0,4,1,4,1,0,0,55,39,0,0
355,36,4,145000,15,10,2,8,0,4,1,0,0,65,26,0,0
356,37,0,170000,9,13,2,0,0,4,1,0,0,25,39,0,0
357,44,2,175000,11,9,0,13,1,2,0,0,0,45,39,0,0
358,40,4,285000,11,9,4,12,4,2,0,0,0,42,39,0,0
359,29,5,360000,11,9,2,6,0,4,1,0,0,58,39,0,0
360,30,4,202345,5,7,4,7,1,4,1,0,0,45,39,0,0
361,19,4,289734,3,9,4,8,3,4,1,0,0,20,26,0,0
362,46,4,310567,10,12,2,6,0,4,1,0,0,38,39,1,0
363,60,4,330987,12,10,5,2,1,4,0,0,0,30,39,0,0
364,50,4,162345,8,11,2,11,5,1,0,0,0,42,19,0,0
365,25,4,225678,14,10,4,7,4,1,1,0,0,39,40,0,0
366,29,4,140123,11,9,4,5,1,4,0,0,0,55,39,0,0
367,62,4,128456,11,9,4,11,2,2,0,0,0,39,39,0,0
368,55,4,290123,6,6,6,11,4,2,0,0,0,28,39,0,0
369,34,4,120456,14,10,0,13,1,4,1,0,0,60,39,0,0
370,60,5,300000,9,13,3,12,0,4,1,0,0,48,39,1,0
371,22,7,65000,14,9,4,7,3,4,0,0,0,20,39,0,0
372,50,1,95000,10,14,2,4,1,4,0,0,0,42,39,0,0
373,30,4,160000,12,9,2,3,0,4,1,0,0,38,39,0,0
374,70,6,260000,15,10,2,10,5,4,0,0,0,5,39,0,0
375,18,4,150000,2,7,4,8,3,4,1,0,1500,10,39,0,0
376,48,4,185000,15,10,4,1,3,4,0,0,0,35,39,0,0
377,55,4,155000,9,13,2,12,0,4,1,0,0,45,39,1,0
378,40,6,210000,15,10,0,10,1,4,0,0,0,18,39,0,0
379,50,6,170000,6,5,2,5,0,4,1,0,0,60,39,0,0
380,22,4,250000,10,8,4,2,1,4,0,0,0,38,39,0,0
381,59,4,80000,8,12,3,11,4,4,0,0,0,42,39,0,0
382,48,4,400000,14,10,2,2,0,4,1,0,0,45,39,1,0
383,55,4,75000,11,9,2,13,0,4,1,14000,0,58,39,1,0
384,35,4,180000,11,9,2,4,0,4,1,0,0,39,39,0,0
385,73,0,190000,5,4,6,0,2,4,0,0,0,18,31,0,0
386,62,4,70000,6,5,2,6,0,4,1,0,0,50,39,0,0
387,19,4,730000,0,6,4,9,3,4,1,0,0,12,39,0,0
388,57,4,160000,12,14,0,11,1,4,0,0,2600,42,39,1,0
389,50,4,165000,11,9,2,15,0,4,1,0,0,41,39,1,0
390,34,3,120345,10,11,4,2,3,4,0,0,0,40,39,0,0
391,52,5,142678,12,10,2,5,1,3,1,0,0,37,39,1,0
392,39,4,234567,9,13,0,9,4,4,0,0,0,45,39,0,0
393,31,2,105678,14,15,5,8,3,2,1,0,0,42,0,0,0
