,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class,real_identifier
75,73,92,58,88,32,69,22,40,56,3,87,25,49,26,53,7,6,0
76,39,89,54,95,43,82,30,53,12,46,75,36,52,15,91,5,3,0
77,24,84,51,93,61,78,41,49,8,35,70,33,56,10,0,20,2,0
78,90,98,65,90,29,59,13,32,72,2,98,23,46,33,51,10,9,0
79,19,87,50,97,55,85,39,56,9,44,80,31,54,12,93,6,5,0
80,76,92,68,100,92,76,48,55,81,26,42,10,62,17,100,24,8,0
81,26,100,52,92,42,62,70,38,63,10,76,22,55,25,100,46,7,0
82,100,96,48,100,66,80,82,43,72,12,25,14,58,39,100,91,8,0
83,46,100,56,90,76,72,64,29,69,20,88,28,72,22,100,34,3,0
84,68,94,66,100,88,86,76,51,78,15,31,16,64,30,100,82,8,0
85,100,98,50,100,70,84,80,45,74,10,24,12,60,36,100,96,8,0
86,40,100,60,94,82,78,72,39,71,18,81,24,70,24,100,42,7,0
87,100,95,54,100,78,88,84,46,76,12,28,14,66,34,100,94,8,0
88,50,100,58,96,90,80,76,36,73,16,85,25,74,26,100,40,3,0
89,100,97,52,100,84,90,82,44,78,10,29,13,68,32,100,98,8,0
90,20,85,45,90,75,60,55,40,25,18,80,50,60,15,80,10,2,0
91,10,95,35,80,90,70,50,60,30,40,70,55,65,20,90,5,9,0
92,15,80,40,85,70,85,60,50,40,30,90,60,70,10,85,15,9,0
93,30,75,45,95,80,75,55,45,35,20,85,55,65,15,95,12,2,0
94,5,85,30,90,60,80,50,55,40,25,90,50,55,10,90,8,1,0
95,40,90,20,80,50,60,45,35,50,35,85,60,75,25,80,5,4,0
96,25,80,50,85,90,90,80,70,60,55,50,45,40,20,85,10,1,0
97,18,90,55,70,80,40,40,30,35,40,60,55,90,90,15,95,8,0
98,20,85,35,70,85,50,55,35,40,30,85,60,50,95,90,95,5,0
99,80,95,35,95,20,70,35,40,45,30,80,20,95,55,85,85,0,0
100,67,92,43,85,29,85,25,58,95,39,93,31,45,19,5,0,4,0
101,51,79,55,69,93,82,18,76,22,49,85,4,88,48,2,32,8,0
102,31,71,61,43,59,6,3,0,19,34,67,65,98,95,35,89,8,0
103,0,59,53,65,75,96,22,99,35,72,98,75,99,43,92,0,9,0
104,22,86,58,99,51,69,46,53,99,46,98,22,54,1,0,0,3,0
105,14,84,0,46,24,5,65,0,99,31,89,73,49,99,13,77,0,0
106,0,94,52,99,71,89,56,47,62,0,25,25,49,39,99,42,7,0
107,19,74,0,75,36,97,99,99,87,79,72,49,52,20,40,0,7,0
108,99,99,74,98,46,76,46,53,82,43,76,13,39,0,0,1,5,0
109,41,87,99,99,39,91,0,65,42,52,96,39,62,12,0,0,5,0
110,55,91,49,92,29,69,43,68,85,51,89,41,59,22,85,14,5,0
111,28,68,41,88,51,61,56,35,92,62,76,48,71,11,93,5,8,0
112,82,95,59,81,44,66,49,93,77,58,96,39,63,25,81,10,6,0
113,39,79,53,93,69,59,51,42,88,64,85,52,74,18,89,7,3,0
114,49,87,46,86,41,68,55,91,82,59,92,45,69,24,85,12,5,0
115,25,71,50,91,59,63,48,38,90,65,80,51,72,15,91,6,8,0
116,83,96,58,85,48,69,52,94,79,61,95,42,66,27,82,11,6,0
117,41,82,54,92,67,61,50,45,89,63,84,53,73,20,90,8,3,0
118,58,90,51,88,46,68,54,92,83,60,93,44,70,26,86,13,5,0
119,31,75,49,90,56,62,49,40,91,66,79,52,71,17,92,7,8,0
120,85,95,41,91,18,58,2,39,85,17,72,49,83,35,23,11,6,0
121,31,82,19,72,45,41,51,21,59,13,96,67,39,91,85,58,5,0
122,48,98,53,85,29,69,11,46,82,25,59,43,56,28,18,42,7,0
123,67,92,44,79,15,55,4,38,78,20,83,51,86,32,25,10,4,0
124,21,89,36,74,48,46,59,26,65,16,94,69,41,92,88,59,5,0
125,95,99,59,92,24,65,1,35,19,0,76,5,49,30,20,14,6,0
126,14,81,23,69,43,39,52,24,60,14,98,71,38,94,90,62,7,0
127,49,96,51,84,30,60,12,42,81,22,60,46,58,33,22,45,4,0
128,82,91,76,100,41,83,62,53,97,30,85,8,43,0,0,7,5,0
129,39,94,28,76,0,51,63,49,100,72,87,55,80,28,74,0,4,0
130,45,69,51,100,81,79,43,56,85,29,91,11,63,2,17,0,1,0
131,98,74,59,100,11,82,39,49,90,46,88,26,59,1,10,5,9,0
132,14,64,34,100,69,90,50,62,79,39,100,19,51,0,23,12,3,0
133,0,71,24,100,59,85,41,44,17,20,15,3,53,6,95,9,2,0
134,52,85,84,100,84,81,77,55,89,30,53,7,2,0,98,3,1,0
135,38,79,55,100,100,87,79,62,94,36,80,10,35,0,1,16,3,0
136,50,84,13,71,0,26,38,1,90,22,100,63,71,100,36,80,0,0
137,3,41,9,26,43,0,90,18,100,61,75,97,23,100,1,62,0,0
138,59,95,16,69,0,25,39,1,86,17,100,61,78,100,30,94,0,0
139,29,82,66,100,100,84,80,60,94,43,96,19,55,0,0,3,3,0
140,85,93,41,76,69,85,46,56,85,28,39,13,76,23,68,19,3,0
141,22,89,51,61,91,44,69,33,58,49,81,26,48,88,35,74,7,0
142,49,82,29,95,43,79,53,71,38,22,67,85,31,59,46,28,2,0
143,94,76,44,56,82,61,25,49,69,41,34,58,78,23,51,89,6,0
144,39,91,67,49,58,82,71,35,46,94,27,43,85,31,76,53,4,0
145,67,53,85,82,49,61,38,69,56,27,46,94,31,58,43,71,1,0
146,53,67,49,85,82,56,69,46,61,38,94,27,43,71,58,31,3,0
147,82,49,69,67,85,46,61,53,56,94,38,71,27,43,31,58,5,0
148,46,85,53,49,67,69,56,61,82,27,94,38,71,31,58,43,2,0
149,69,56,61,53,49,85,82,67,46,71,27,94,38,58,31,43,4,0
150,21,86,13,58,41,91,49,29,18,46,69,58,43,90,62,85,5,0
151,10,71,25,82,51,14,93,41,92,51,81,93,36,98,18,73,0,0
152,6,83,31,69,89,98,96,98,79,77,51,49,41,27,31,6,1,0
153,1,76,2,97,34,81,31,55,4,24,0,4,54,0,99,5,2,0
154,55,99,36,56,1,20,61,25,99,42,76,83,76,43,76,4,4,0
155,3,78,37,98,64,76,62,41,59,1,35,25,57,40,100,42,7,0
156,15,75,12,46,35,16,28,0,9,29,0,62,35,88,100,100,5,0
157,22,60,99,72,91,100,2,94,13,74,100,63,92,32,72,1,9,0
158,32,99,6,65,0,22,29,0,66,9,96,42,100,83,65,94,0,0
159,7,84,48,99,72,72,51,35,20,0,0,35,51,42,100,46,7,0
160,43,76,28,89,44,65,51,23,72,19,91,15,49,11,0,41,5,0
161,85,95,19,92,7,58,40,48,13,22,81,9,45,35,0,50,4,0
162,31,79,46,83,25,71,59,17,90,30,93,20,52,8,0,39,3,0
163,56,89,24,96,18,63,45,29,15,10,85,14,48,32,0,46,5,0
164,29,74,38,81,31,69,53,20,82,25,89,18,51,9,0,42,4,0
165,82,98,16,94,11,61,43,32,12,20,86,11,46,36,0,49,5,0
166,36,77,30,86,23,66,50,22,80,26,90,17,50,7,0,40,4,0
167,49,84,26,90,19,64,46,28,14,18,84,13,47,33,0,47,5,0
168,26,75,40,82,28,70,54,19,85,27,88,19,52,8,0,43,4,0
169,58,92,20,95,12,62,44,31,13,19,87,12,46,35,0,50,5,0
170,25,85,35,92,60,75,45,55,20,15,80,30,40,70,85,50,4,0
171,50,95,40,88,75,80,60,40,30,20,60,40,50,80,90,55,5,0
172,20,90,45,95,80,85,55,50,25,10,70,35,45,75,85,50,6,0
173,40,92,50,90,85,80,60,55,30,20,65,40,55,80,90,55,5,0
174,25,88,40,92,75,80,55,50,25,15,75,35,45,75,85,50,4,0
175,50,95,45,88,80,85,60,45,35,25,65,45,55,80,90,55,5,0
176,20,90,50,95,85,85,60,55,30,20,70,40,50,75,85,50,6,0
177,40,92,55,90,85,80,65,60,35,25,65,45,60,80,90,55,5,0
178,30,85,45,92,75,80,60,55,30,20,70,40,50,75,85,50,4,0
179,45,95,50,88,80,85,65,50,35,25,65,45,55,80,90,55,5,0
180,41,91,59,85,58,92,51,49,39,26,62,19,82,12,91,4,5,0
181,67,98,31,79,49,73,56,42,29,20,89,44,95,25,67,11,7,0
182,51,82,69,92,71,88,59,51,43,15,74,21,59,9,94,3,3,0
183,29,95,24,83,55,79,48,34,63,41,93,38,81,18,76,8,4,0
184,8,89,44,96,68,93,53,59,36,28,79,16,85,6,98,10,2,0
185,38,76,72,91,73,89,61,46,49,12,73,25,58,11,95,6,1,0
186,21,92,27,87,52,83,46,38,65,45,96,33,83,16,72,9,6,0
187,48,85,63,89,65,95,58,52,46,18,81,22,61,8,92,5,8,0
188,13,96,35,84,56,85,50,40,70,48,94,37,88,19,79,7,5,0
189,44,78,70,90,69,92,60,54,51,16,78,24,62,10,96,4,9,0
190,43,83,22,91,68,39,96,49,85,70,81,56,62,31,98,2,3,0
191,19,98,41,67,51,82,94,59,76,89,65,48,71,25,93,1,7,0
192,67,92,35,85,48,61,88,71,58,82,69,53,64,30,96,0,8,0
193,56,79,29,93,69,49,95,62,83,73,80,51,66,28,99,3,4,0
194,31,96,45,72,52,85,92,65,79,88,67,50,69,26,94,1,7,0
195,49,84,38,89,60,56,91,68,74,81,72,54,63,29,97,2,5,0
196,25,99,43,75,55,83,90,64,80,86,70,52,65,27,95,1,6,0
197,44,87,36,87,62,53,93,66,78,83,73,55,68,30,98,2,8,0
198,59,91,40,79,58,62,89,70,75,85,71,56,64,28,96,1,5,0
199,36,95,44,73,53,84,91,67,81,87,72,54,66,29,97,2,6,0
200,67,91,49,96,85,69,59,41,69,32,81,20,44,25,91,11,3,0
201,23,89,56,99,76,80,65,49,73,27,92,22,61,18,82,7,4,0
202,41,98,39,94,59,66,51,36,82,43,87,25,58,29,75,10,5,0
203,85,92,51,97,89,75,69,54,78,38,89,18,49,22,93,15,6,0
204,19,86,62,99,92,78,73,52,71,33,94,21,56,19,84,9,7,0
205,72,95,46,96,79,72,60,44,81,36,86,24,54,26,90,12,5,0
206,38,91,55,98,88,79,70,51,75,31,92,20,52,20,88,11,6,0
207,59,94,42,95,73,69,58,40,79,34,88,23,50,24,89,13,4,0
208,25,90,59,99,91,80,72,53,74,32,93,22,57,20,86,10,7,0
209,48,96,44,97,82,74,62,46,80,37,90,25,55,25,92,14,5,0
210,85,95,49,92,25,72,0,35,29,0,91,15,96,41,45,22,6,0
211,99,99,59,97,20,86,0,59,24,51,60,38,45,16,6,0,5,0
212,0,67,42,53,98,80,60,99,12,65,90,56,82,22,13,0,9,0
213,80,99,33,91,3,56,0,12,49,0,89,29,99,71,74,99,0,0
214,17,99,53,99,70,65,63,25,35,0,0,25,52,27,99,29,7,0
215,39,73,56,99,85,82,72,46,36,19,0,5,52,6,99,0,2,0
216,24,99,0,58,20,12,99,16,96,57,65,99,61,52,62,0,4,0
217,0,89,49,99,90,89,59,64,60,42,99,20,61,5,9,0,3,0
218,99,99,73,90,31,61,0,27,33,0,93,13,81,34,20,20,6,0
219,11,94,0,97,48,99,94,97,99,72,77,49,53,25,29,0,7,0
220,81,49,23,88,0,69,92,0,85,18,100,31,59,100,23,88,1,0
221,46,100,79,69,100,0,47,100,0,96,0,79,14,51,0,0,8,0
222,100,17,42,0,85,100,0,100,79,0,0,100,46,18,79,31,0,0
223,24,93,0,100,46,65,100,0,100,79,0,0,69,92,0,0,3,0
224,65,0,100,79,0,46,100,0,69,0,0,92,0,0,100,65,0,0
225,0,69,46,0,100,79,0,0,0,100,92,0,0,65,0,0,5,0
226,85,0,69,92,0,0,100,0,46,0,0,100,79,0,0,0,2,0
227,92,79,0,0,46,0,0,0,0,100,65,0,0,0,100,0,0,0
228,69,0,0,0,0,92,46,100,79,0,0,0,0,65,0,0,2,0
229,0,0,92,46,79,0,0,0,0,0,100,65,0,0,0,0,7,0
230,71,87,48,91,25,82,58,56,95,42,89,19,74,4,0,18,5,0
231,92,96,61,98,29,79,22,51,71,48,83,14,85,12,16,25,6,0
232,67,85,70,99,90,88,65,63,80,50,80,17,41,0,0,20,3,0
233,100,84,50,92,35,59,85,11,0,0,42,49,82,93,22,100,8,0
234,100,98,63,100,19,76,0,39,32,5,99,0,94,32,36,24,6,0
235,100,100,93,100,50,82,20,52,0,24,47,0,97,14,28,26,6,0
236,51,79,75,100,100,91,72,66,82,54,82,16,43,0,0,22,3,0
237,100,85,71,59,26,72,61,100,100,85,96,44,63,7,0,0,9,0
238,42,95,90,100,92,80,52,55,96,49,100,20,57,0,0,4,3,0
239,100,100,62,86,28,64,0,40,10,12,65,0,72,24,24,26,6,0
240,41,91,29,75,13,49,85,51,22,46,19,88,31,14,67,29,2,0
241,19,84,48,96,71,93,44,27,49,55,82,35,42,85,21,74,1,0
242,67,95,18,88,39,61,98,42,17,93,26,79,56,46,34,52,0,0
243,29,89,59,76,92,85,31,69,75,41,96,22,49,13,58,89,9,0
244,51,86,44,93,18,72,56,38,94,67,24,91,46,79,29,43,4,0
245,85,99,36,82,59,96,48,53,21,98,31,44,69,56,85,28,3,0
246,46,92,50,89,44,79,93,41,58,26,88,59,39,74,36,49,8,0
247,34,87,61,95,28,88,42,49,93,52,35,97,53,29,68,82,2,0
248,62,94,39,91,85,92,59,44,26,89,48,36,72,51,41,95,1,0
249,44,88,52,84,69,97,45,36,91,43,92,28,58,82,39,67,0,0
250,85,95,10,90,20,40,65,15,80,35,95,60,70,90,40,80,0,0
251,40,80,25,85,10,55,80,20,70,40,80,65,60,85,50,75,8,0
252,65,90,18,80,15,50,55,10,85,30,90,70,65,90,45,80,0,0
253,55,95,30,85,10,60,60,25,90,45,85,75,70,80,55,65,4,0
254,30,70,80,90,80,95,65,50,60,25,10,15,20,5,95,10,1,0
255,20,100,15,95,10,65,60,55,100,70,70,55,50,30,35,10,4,0
256,75,90,20,100,25,65,85,30,60,15,10,25,55,60,100,90,8,0
257,100,100,65,90,35,70,10,40,10,10,45,15,50,25,10,30,6,0
258,15,60,5,25,45,10,85,30,100,65,80,100,35,90,10,60,0,0
259,10,65,25,100,55,80,40,40,10,5,10,15,55,5,100,15,2,0
260,95,61,28,96,45,85,22,49,74,18,81,14,99,41,67,0,2,0
261,19,89,39,92,81,76,59,62,86,51,95,25,58,46,0,0,3,0
262,67,82,0,98,3,69,93,38,98,0,12,17,53,60,77,97,8,0
263,0,65,34,75,72,94,99,99,81,76,60,52,40,27,29,0,1,0
264,14,80,0,33,32,0,68,2,99,28,97,77,64,99,40,74,0,0
265,99,64,47,63,0,72,24,99,67,98,74,66,73,33,81,0,9,0
266,39,99,12,72,0,31,34,0,83,6,99,44,77,80,29,89,0,0
267,0,97,43,99,67,74,56,37,45,0,21,32,51,45,99,47,7,0
268,44,99,0,74,7,45,91,42,99,55,57,69,53,35,63,0,4,0
269,51,92,20,85,59,83,40,53,79,23,88,20,93,43,0,0,6,0
270,58,91,23,85,10,45,36,19,82,4,96,31,89,46,79,13,3,0
271,46,87,49,72,5,61,28,6,95,2,85,43,76,59,92,16,8,0
272,69,94,11,89,3,52,25,8,86,1,98,34,92,48,83,10,2,0
273,52,89,36,78,7,59,32,12,93,3,88,41,84,55,91,14,1,0
274,61,96,27,87,4,56,29,10,89,2,95,36,90,51,86,12,6,0
275,48,85,42,75,6,63,30,9,94,1,90,39,83,56,89,11,4,0
276,55,92,33,84,5,58,27,7,91,2,94,38,88,53,87,13,3,0
277,64,98,25,86,4,60,31,11,90,3,96,40,91,50,90,15,2,0
278,51,88,39,77,6,62,33,10,95,2,92,42,85,58,88,12,5,0
279,59,95,30,83,5,57,29,9,92,2,97,37,89,52,91,14,1,0
280,69,58,85,100,15,82,39,46,27,0,0,11,29,43,82,62,8,0
281,56,89,79,100,76,73,51,40,93,34,90,9,45,0,0,0,3,0
282,20,72,68,100,100,75,59,35,18,0,0,10,24,38,80,30,7,0
283,11,59,0,30,33,0,74,3,100,45,76,90,36,100,0,69,0,0
284,28,94,0,63,54,45,53,1,9,0,19,46,33,93,100,100,5,0
285,0,73,43,82,100,100,80,79,63,59,41,39,27,19,7,0,1,0
286,100,79,53,100,17,74,76,66,92,70,85,34,65,1,0,0,9,0
287,100,100,70,86,44,64,20,40,3,15,33,0,52,15,0,21,6,0
288,93,100,38,86,3,52,0,14,60,0,100,30,37,30,20,0,6,0
289,0,90,62,100,100,79,90,49,79,19,66,0,21,19,86,27,7,0
290,58,97,22,92,49,59,85,10,3,16,94,48,60,73,91,98,7,0
291,46,94,41,89,60,80,90,56,88,51,83,29,50,42,85,94,9,0
292,31,99,53,98,67,92,96,69,94,58,97,20,55,39,92,43,8,0
293,85,92,49,84,70,99,81,89,100,62,92,18,46,4,8,26,9,0
294,10,100,59,100,71,86,78,67,96,49,100,28,65,12,13,5,3,0
295,90,90,52,100,46,77,91,100,100,94,74,56,42,18,3,2,9,0
296,26,100,21,83,5,53,2,36,66,34,100,50,90,30,90,4,4,0
297,100,100,70,80,40,58,16,34,14,3,54,5,45,24,5,24,6,0
298,44,100,38,67,2,33,49,40,100,52,90,80,92,43,100,6,4,0
299,67,88,35,69,61,35,34,5,9,24,3,61,45,88,100,100,5,0
300,82,61,13,93,19,68,94,48,65,11,27,35,59,49,85,23,3,0
301,69,89,28,98,44,76,11,55,82,25,41,17,63,31,96,49,6,0
302,58,71,24,89,36,81,75,51,59,20,33,26,46,52,91,18,5,0
303,49,96,30,100,41,93,13,60,76,16,23,19,54,43,88,32,4,0
304,85,83,18,94,29,70,90,46,67,22,38,24,58,50,84,29,6,0
305,62,92,29,99,46,86,15,53,73,19,29,20,51,48,90,35,5,0
306,54,78,22,92,38,79,76,49,64,17,25,22,55,51,87,26,4,0
307,76,85,25,96,42,82,12,52,71,20,31,23,57,49,89,30,6,0
308,51,91,27,98,45,88,16,54,75,18,26,21,52,50,86,33,5,0
309,67,80,24,95,40,84,78,50,69,19,28,24,56,51,88,28,4,0
310,43,76,85,100,100,85,65,52,99,39,92,13,49,0,0,14,3,0
311,0,91,10,100,48,100,41,65,22,32,28,0,65,7,100,20,2,0
312,53,100,25,84,0,55,40,39,100,40,94,62,97,32,96,0,4,0
313,0,72,46,86,91,100,100,96,76,72,53,48,37,23,18,0,1,0
314,0,70,46,76,80,93,100,100,96,76,88,50,85,25,96,0,1,0
315,88,93,100,100,45,85,11,57,75,63,79,29,35,0,0,15,5,0
316,69,84,11,84,57,77,100,100,7,89,84,63,58,30,0,0,9,0
317,36,86,80,100,100,80,65,52,64,46,95,20,46,0,0,18,3,0
318,0,95,14,100,51,100,44,68,24,33,31,0,68,9,100,22,2,0
319,58,100,28,88,0,58,43,42,100,43,96,64,99,34,98,0,4,0
320,85,92,11,76,14,61,49,42,51,29,82,39,73,20,81,6,3,0
321,40,89,25,91,43,56,27,69,31,48,59,44,85,38,26,94,7,0
322,67,81,46,79,59,45,82,28,63,51,35,49,93,19,74,22,2,0
323,29,96,19,85,32,50,41,60,44,33,76,53,89,47,24,87,6,0
324,94,86,42,92,18,63,34,45,56,46,61,38,79,25,91,13,1,0
325,56,95,30,88,46,59,48,53,39,42,68,52,82,36,28,80,8,0
326,83,98,24,90,22,55,39,49,50,35,72,46,91,44,67,15,4,0
327,49,84,38,82,51,48,55,41,59,45,65,51,87,23,85,10,3,0
328,75,93,28,86,40,62,46,52,47,41,70,43,84,30,76,12,2,0
329,62,90,35,89,45,54,50,47,52,39,69,48,86,27,82,16,7,0
330,85,76,41,91,25,67,82,39,85,58,88,31,61,96,14,85,8,0
331,92,98,19,84,46,59,93,25,76,49,82,44,56,91,28,69,9,0
332,67,89,53,75,39,92,86,43,89,62,95,27,51,85,17,73,6,0
333,41,96,22,88,13,65,81,34,83,56,99,24,59,89,20,65,1,0
334,29,83,48,92,51,88,79,46,81,53,92,36,63,94,26,58,0,0
335,56,97,14,85,29,63,84,28,93,51,96,39,58,91,22,71,8,0
336,88,79,38,76,44,85,87,42,84,59,89,32,55,92,19,66,9,0
337,74,95,25,89,17,69,90,36,86,54,98,29,52,88,23,70,6,0
338,46,91,35,82,42,90,85,40,87,57,93,33,60,95,25,63,1,0
339,61,98,20,87,33,72,89,31,90,52,99,26,54,90,21,68,0,0
340,42,85,39,92,67,88,59,48,92,21,88,41,49,85,18,83,8,0
341,31,98,49,87,85,97,46,51,89,39,76,29,58,67,22,91,9,0
342,67,72,91,99,43,82,69,62,97,44,91,35,55,81,15,78,7,0
343,24,81,44,96,79,79,55,49,86,34,83,27,51,74,19,85,6,0
344,56,95,85,98,46,91,66,59,94,41,89,33,59,82,16,80,8,0
345,45,89,48,94,84,84,58,52,90,38,81,30,53,77,20,87,7,0
346,71,74,92,99,41,87,70,61,96,45,92,36,56,84,17,82,9,0
347,33,96,46,93,82,92,56,50,91,36,84,28,54,78,21,88,8,0
348,62,77,89,98,47,88,67,60,95,43,90,34,58,83,18,81,8,0
349,48,94,49,95,80,89,59,53,92,40,85,31,55,80,20,86,7,0
350,80,98,58,85,32,70,12,40,18,0,85,30,65,45,20,55,6,0
351,45,92,50,95,25,60,35,28,80,15,95,50,70,40,85,30,4,0
352,28,85,40,92,50,75,45,20,35,0,70,55,85,55,40,60,8,0
353,90,100,55,88,20,65,30,45,90,35,95,40,60,50,30,20,4,0
354,10,95,60,98,80,85,50,40,30,0,20,25,50,45,95,45,7,0
355,5,90,55,100,85,80,60,35,50,0,30,20,55,40,95,50,7,0
356,20,80,30,85,40,20,70,25,95,50,85,85,45,90,20,75,0,0
357,0,95,40,100,45,65,40,20,40,0,35,35,65,40,95,40,7,0
358,95,100,70,90,35,70,15,35,20,0,80,10,80,40,35,55,6,0
359,50,100,45,80,20,60,10,35,65,25,95,50,80,50,65,20,4,0
360,42,67,81,95,51,89,63,58,91,44,85,16,49,11,0,6,4,0
361,95,91,41,92,73,82,59,71,89,50,90,19,56,8,0,3,5,0
362,60,79,51,96,40,85,54,67,86,61,94,24,74,14,0,2,9,0
363,49,88,69,99,83,79,70,52,94,39,89,13,46,9,0,9,3,0
364,81,99,47,90,69,74,93,84,87,64,83,25,53,18,0,1,9,0
