,Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,target,Col 16,Col 17,Col 18,Col 19,Col 20,Col 21,Col 22,Col 23,real_identifier
24,214.0,289.0,10.0,6.0,108.0,5.0,48.2345,-94.1234,120.0,1.0,2.0,5.0,3.0,2310.0,5.0,6.0,54.0,21.6,10.0,120.0,845.6789,-1.0,-1.0,0.69,0
25,72.0,45.0,55.0,1.0,73.0,2.0,57.3214,2.8901,30.0,0.0,5.0,2.0,6.0,3540.0,8.0,13.0,85.0,34.0,-1.0,450.0,921.3456,0.34,-1.0,-1.0,0
26,287.0,410.0,12.0,0.0,119.0,1.0,50.1234,-101.4567,95.0,1.0,3.0,7.0,4.0,1430.0,3.0,7.0,40.0,16.0,22.0,1800.0,876.5432,0.41,-1.0,-1.0,0
27,69.0,75.0,49.0,2.0,68.0,3.0,59.8765,0.9876,28.0,0.0,4.0,3.0,6.0,3300.0,11.0,14.0,92.0,36.8,16.0,50.0,785.4321,-1.0,-1.0,0.61,0
28,173.0,376.0,9.0,4.0,105.0,0.0,36.4567,92.3456,132.0,1.0,5.0,6.0,9.0,1285.0,13.0,9.0,950.0,23.8,18.0,110.0,850.1234,0.25,-1.0,-1.0,0
29,41.0,22.0,45.0,1.0,60.0,6.0,58.0123,1.4567,36.0,0.0,2.0,2.0,6.0,1720.0,16.0,15.0,88.0,79.2,-1.0,3200.0,940.5678,0.38,-1.0,-1.0,0
30,289.0,192.0,37.0,4.0,92.0,2.0,12.3489,-45.6782,135.0,1.0,5.0,6.0,5.0,3841.2,9.0,10.0,78.0,28.3,11.0,300.0,832.5671,0.22,-1.0,-1.0,0
31,182.0,304.0,15.0,3.0,58.0,3.0,-18.9012,92.3456,62.0,0.0,4.0,3.0,8.0,2173.5,6.0,11.0,45.0,12.7,5.0,10.0,789.1234,-1.0,0.6,-1.0,0
32,355.0,257.0,42.0,5.0,109.0,1.0,23.4567,-67.8901,168.0,1.0,5.0,7.0,9.0,4102.7,13.0,9.0,92.0,31.2,17.0,450.0,861.3456,0.37,-1.0,-1.0,0
33,127.0,410.0,47.0,6.0,123.0,0.0,38.9012,-101.2345,5.0,1.0,5.0,8.0,4.0,2480.0,5.0,11.0,38.0,5.0,7.0,1.0,803.4567,-1.0,-1.0,0.5,0
34,213.0,118.0,8.0,2.0,79.0,4.0,-34.5678,132.4567,147.0,1.0,3.0,5.0,11.0,1589.4,14.0,11.0,175.0,16.5,23.0,950.0,798.6789,-1.0,0.8,-1.0,0
35,401.0,34.0,19.0,2.0,45.0,4.0,-0.7891,112.3456,31.0,0.0,5.0,2.0,3.0,138.0,15.0,11.0,1360.0,110.0,24.0,480.0,924.5678,-1.0,-1.0,-1.0,0
36,158.0,265.0,44.0,5.0,88.0,0.0,41.2345,-95.6789,163.0,1.0,5.0,7.0,10.0,2876.0,8.0,9.0,58.0,32.4,13.0,25.0,845.6789,0.18,-1.0,-1.0,0
37,333.0,221.0,11.0,4.0,71.0,3.0,-1.2345,-72.3456,127.0,1.0,5.0,3.0,4.0,2645.0,7.0,10.0,91.0,14.1,15.0,380.0,873.4567,0.31,-1.0,-1.0,0
38,108.0,412.0,10.0,2.0,120.0,6.0,17.8901,105.4321,43.0,0.0,2.0,4.0,12.0,1132.8,16.0,11.0,205.0,94.7,26.0,92.0,768.9012,-1.0,-1.0,0.7,0
39,432.0,45.0,17.0,2.0,48.0,4.0,-2.3456,114.5678,35.0,0.0,5.0,2.0,4.0,152.0,15.0,11.0,1430.0,118.0,24.0,490.0,931.2345,-1.0,-1.0,-1.0,0
40,245.0,189.0,32.0,5.0,18.0,1.0,-14.328,-28.741,102.0,1.0,4.0,4.0,4.0,1843.2,12.0,9.0,312.0,14.2,19.0,410.0,841.394,-1.0,-1.0,-1.0,0
41,317.0,112.0,15.0,3.0,67.0,0.0,47.812,-89.356,145.0,1.0,5.0,7.0,9.0,3150.0,16.0,11.0,68.0,23.1,24.0,390.0,889.723,0.42,-1.0,-1.0,0
42,89.0,324.0,6.0,4.0,33.0,0.0,22.109,68.412,98.0,1.0,3.0,6.0,6.0,1275.0,8.0,7.0,40.5,10.7,14.0,205.0,823.651,-1.0,-1.0,-1.0,0
43,372.0,305.0,42.0,5.0,92.0,2.0,58.341,73.982,160.0,1.0,5.0,3.0,4.0,2450.0,11.0,11.0,39.0,18.6,17.0,150.0,807.439,0.29,-1.0,-1.0,0
44,58.0,287.0,8.0,2.0,15.0,1.0,-9.873,-52.104,76.0,1.0,2.0,5.0,3.0,980.0,9.0,6.0,25.0,13.4,11.0,18.0,810.276,-1.0,-1.0,-1.0,0
45,142.0,375.0,27.0,4.0,41.0,0.0,34.654,-91.023,132.0,1.0,5.0,6.0,8.0,2960.0,15.0,11.0,55.0,17.3,22.0,340.0,864.912,0.37,-1.0,-1.0,0
46,301.0,168.0,12.0,3.0,29.0,0.0,29.487,55.614,118.0,1.0,5.0,5.0,5.0,1630.0,10.0,11.0,47.0,15.9,20.0,260.0,837.548,-1.0,-1.0,-1.0,0
47,94.0,196.0,0.0,2.0,3.0,0.0,38.234,67.891,10.0,1.0,2.0,8.0,3.0,1890.0,7.0,11.0,128.0,25.1,23.0,200.0,850.632,-1.0,-1.0,-1.0,0
48,22.0,134.0,39.0,3.0,108.0,8.0,50.763,48.209,19.0,1.0,5.0,2.0,2.0,780.0,5.0,7.0,45.0,8.4,-1.0,22.0,860.345,0.21,-1.0,-1.0,0
49,350.0,358.0,35.0,4.0,85.0,0.0,60.123,64.875,170.0,1.0,5.0,2.0,3.0,2490.0,13.0,11.0,35.0,19.2,16.0,155.0,813.987,0.33,-1.0,-1.0,0
50,298.0,322.0,48.0,6.0,98.0,0.0,41.2345,-105.4321,28.0,1.0,4.0,2.0,6.0,1240.0,7.0,10.0,142.5,49.8,11.0,12.0,812.3578,0.42,-1.0,-1.0,0
51,89.0,215.0,36.0,3.0,112.0,0.0,58.7654,51.2345,92.0,1.0,3.0,2.0,5.0,980.0,5.0,8.0,278.0,59.0,13.0,180.0,890.1234,-1.0,-1.0,-1.0,0
52,403.0,145.0,8.0,6.0,106.0,0.0,47.8901,-102.9876,108.0,1.0,5.0,2.0,4.0,630.0,4.0,9.0,94.0,7.0,9.0,28.0,835.4321,0.33,-1.0,-1.0,0
53,31.0,198.0,48.0,6.0,62.0,4.0,39.1234,-91.5678,102.0,1.0,2.0,7.0,3.0,1450.0,8.0,12.0,58.0,22.0,6.0,14.0,-1.0,-1.0,-1.0,-1.0,0
54,187.0,292.0,48.0,6.0,93.0,0.0,35.4321,-107.8765,32.0,1.0,4.0,2.0,8.0,1890.0,6.0,11.0,120.0,58.0,10.0,9.0,801.2345,0.5,-1.0,-1.0,0
55,68.0,301.0,48.0,6.0,45.0,0.0,38.9876,-101.4321,115.0,1.0,2.0,8.0,2.0,2340.0,5.0,13.0,108.0,11.0,12.0,0.2,792.8765,-1.0,-1.0,-1.0,0
56,425.0,102.0,36.0,3.0,108.0,0.0,61.2345,58.7654,88.0,1.0,5.0,2.0,3.0,1010.0,10.0,9.0,302.0,63.0,12.0,195.0,888.1234,-1.0,-1.0,-1.0,0
57,258.0,275.0,8.0,6.0,114.0,7.0,52.1234,-113.4321,45.0,1.0,5.0,2.0,2.0,2100.0,4.0,6.0,50.0,13.0,-1.0,39.0,910.3456,0.18,-1.0,-1.0,0
58,134.0,239.0,48.0,6.0,88.0,0.0,33.4567,-90.1234,36.0,1.0,3.0,2.0,7.0,5200.0,11.0,11.0,110.0,62.0,9.8,0.7,755.6789,-1.0,0.59,0.53,0
59,49.0,88.0,48.0,6.0,7.0,0.0,37.8765,-99.3456,109.0,1.0,2.0,7.0,2.0,2250.0,4.0,14.0,107.0,10.5,11.0,0.3,789.4321,-1.0,-1.0,-1.0,0
60,312.0,254.0,24.0,4.0,102.0,0.0,45.872,-98.341,135.0,1.0,5.0,3.0,5.0,1845.0,12.0,11.0,78.9,12.3,17.0,320.0,835.124,0.22,-1.0,-1.0,0
61,189.0,412.0,15.0,3.0,118.0,4.0,24.631,68.924,108.0,1.0,5.0,2.0,6.0,1420.5,19.0,1.0,43.2,8.7,25.0,480.0,932.789,-1.0,-1.0,-1.0,0
62,298.0,187.0,28.0,5.0,25.0,0.0,23.456,51.087,119.0,1.0,5.0,4.0,7.0,1650.0,8.0,9.0,102.0,95.0,22.0,5.0,818.432,0.55,-1.0,-1.0,0
63,67.0,333.0,10.0,6.0,114.0,0.0,51.234,-113.89,70.0,1.0,5.0,6.0,2.0,2100.0,7.0,11.0,46.5,4.2,10.0,8.0,829.912,0.13,-1.0,0.81,0
64,405.0,291.0,34.0,2.0,9.0,2.0,37.891,116.45,125.0,1.0,5.0,2.0,6.0,1398.7,17.0,11.0,48.6,17.9,21.5,115.0,943.123,0.14,-1.0,-1.0,0
65,134.0,289.0,38.0,1.0,66.0,2.0,59.876,4.123,160.0,0.0,5.0,2.0,6.0,2150.0,25.0,11.0,92.3,23.7,23.0,1450.0,838.654,0.63,-1.0,-1.0,0
66,275.0,345.0,40.0,3.0,112.0,0.0,51.543,52.987,115.0,1.0,2.0,12.0,8.0,1240.0,6.0,6.0,395.0,165.0,10.0,3.0,837.89,-1.0,-1.0,-1.0,0
67,218.0,245.0,45.0,6.0,116.0,0.0,47.123,-102.456,36.0,1.0,5.0,2.0,4.0,2890.0,5.0,11.0,135.0,7.1,15.0,28.0,809.345,0.39,-1.0,-1.0,0
68,122.0,15.0,47.0,6.0,20.0,4.0,38.456,-98.765,112.0,1.0,5.0,0.0,2.0,145.0,22.0,11.0,14.0,5.3,27.0,230.0,839.7626,0.35,-1.0,-1.0,0
69,440.0,170.0,9.0,2.0,10.0,2.0,38.987,118.012,127.0,1.0,5.0,2.0,6.0,1425.0,17.0,11.0,49.5,19.0,23.5,125.0,947.321,0.14,-1.0,-1.0,0
70,217.0,278.0,32.0,4.0,95.0,3.0,43.857,-98.632,142.0,1.0,4.0,3.0,5.0,2845.0,13.0,8.0,412.0,51.7,18.9,275.0,841.235,0.29,-1.0,-1.0,0
71,98.0,143.0,15.0,1.0,58.0,4.0,34.219,45.783,93.0,0.0,5.0,6.0,8.0,1987.0,16.0,12.0,178.0,43.2,27.3,410.0,892.412,0.18,-1.0,-1.0,0
72,312.0,211.0,42.0,5.0,109.0,1.0,50.341,-109.84,163.0,1.0,3.0,2.0,4.0,3128.0,5.0,7.0,289.0,34.5,9.7,18.0,803.672,0.41,-1.0,-1.0,0
73,6.0,8.0,21.0,0.0,60.0,6.0,32.543,33.124,78.0,1.0,2.0,2.0,10.0,2650.0,14.0,14.0,29.0,17.0,20.0,280.0,-1.0,-1.0,-1.0,0.82,0
74,389.0,325.0,11.0,0.0,62.0,5.0,31.92,32.45,77.0,0.0,4.0,3.0,10.0,3890.0,15.0,10.0,102.0,40.1,23.6,400.0,795.317,-1.0,-1.0,-1.0,0
75,172.0,314.0,7.0,6.0,113.0,0.0,49.876,-112.305,159.0,1.0,2.0,2.0,8.0,2945.0,3.0,5.0,235.0,33.7,6.8,2.5,-1.0,-1.0,-1.0,0.65,0
76,135.0,245.0,47.0,6.0,116.0,0.0,46.715,-101.203,174.0,1.0,5.0,2.0,2.0,2700.0,4.0,6.0,30.0,11.5,15.0,24.0,796.183,0.43,-1.0,-1.0,0
77,410.0,301.0,8.0,2.0,9.0,2.0,35.68,114.5,160.0,1.0,5.0,6.0,6.0,1345.0,18.0,11.0,2000.0,46.2,24.8,430.0,898.412,0.36,-1.0,-1.0,0
78,295.0,205.0,35.0,4.0,63.0,5.0,52.45,142.3,65.0,0.0,5.0,3.0,4.0,1040.0,15.0,11.0,720.0,65.5,19.8,44.0,838.762,0.3,-1.0,0.88,0
79,30.0,220.0,5.0,5.0,103.0,8.0,25.91,49.82,12.0,1.0,5.0,2.0,6.0,650.0,7.0,10.0,32.0,32.5,-1.0,60.0,853.984,0.24,-1.0,-1.0,0
80,185.0,310.0,28.0,4.0,72.0,0.0,12.4563,-112.345,89.0,1.0,5.0,3.0,7.0,1450.0,13.0,11.0,270.0,85.0,19.0,1800.0,805.6732,0.42,-1.0,-1.0,0
81,240.0,150.0,15.0,3.0,45.0,0.0,38.9876,55.6789,112.0,0.0,5.0,6.0,3.0,2100.0,8.0,11.0,960.0,240.0,12.0,450.0,798.4321,0.48,-1.0,-1.0,0
82,105.0,275.0,12.0,2.0,88.0,4.0,-8.3456,109.8765,130.0,1.0,5.0,2.0,5.0,920.0,10.0,11.0,150.0,22.5,15.0,1300.0,850.3456,0.41,-1.0,-1.0,0
83,310.0,400.0,40.0,6.0,120.0,0.0,58.7654,-118.4321,30.0,1.0,5.0,5.0,1.0,1780.0,14.0,11.0,45.0,3.6,14.8,280.0,810.9876,0.49,-1.0,-1.0,0
84,160.0,200.0,5.0,2.0,22.0,3.0,-15.6789,118.9012,45.0,0.0,4.0,10.0,7.0,2750.0,24.0,11.0,720.0,95.0,17.0,680.0,830.1234,-1.0,-1.0,0.38,0
85,280.0,60.0,42.0,1.0,58.0,2.0,59.8765,3.4567,50.0,0.0,5.0,7.0,5.0,2200.0,11.0,11.0,130.0,105.0,23.0,1100.0,835.4321,0.46,-1.0,-1.0,0
86,92.0,295.0,7.0,2.0,89.0,4.0,44.321,122.3456,135.0,1.0,5.0,1.0,3.0,780.0,6.0,14.0,170.0,28.0,25.0,1450.0,855.6789,0.38,-1.0,-1.0,0
87,150.0,70.0,6.0,5.0,110.0,0.0,50.1234,-113.5678,68.0,1.0,5.0,5.0,2.0,1600.0,8.0,11.0,85.0,1.2,12.9,40.0,825.6789,0.1,-1.0,-1.0,0
88,380.0,240.0,38.0,4.0,90.0,5.0,65.4321,120.1234,200.0,1.0,3.0,11.0,6.0,2500.0,25.0,11.0,500.0,38.0,16.0,30.0,770.1234,-1.0,-1.0,-1.0,0
89,210.0,350.0,22.0,3.0,160.0,0.0,47.8901,52.3456,160.0,1.0,5.0,4.0,9.0,3700.0,7.0,10.0,1000.0,420.0,7.0,7.0,790.9876,0.43,-1.0,-1.0,0
90,189.0,275.0,32.0,4.0,67.0,2.0,18.3456,-85.2347,45.0,1.0,5.0,3.0,4.0,2100.3,17.0,11.0,88.0,15.7,19.5,1500.0,850.1234,0.58,-1.0,-1.0,0
91,287.0,132.0,48.0,6.0,55.0,1.0,27.8912,68.4563,130.0,0.0,5.0,7.0,3.0,1890.0,7.0,14.0,62.0,8.2,22.0,8.0,890.7891,0.35,-1.0,0.72,0
92,135.0,348.0,15.0,2.0,33.0,0.0,5.4321,-71.9876,22.0,1.0,5.0,2.0,8.0,3600.0,17.0,11.0,130.0,25.0,10.0,2050.0,830.4567,0.67,-1.0,-1.0,0
93,212.0,295.0,9.0,6.0,112.0,0.0,44.1234,-108.7654,180.0,1.0,5.0,11.0,2.0,780.0,7.0,6.0,70.0,5.0,16.0,3.0,860.3456,0.22,-1.0,-1.0,0
94,304.0,401.0,48.0,6.0,45.0,3.0,33.6789,-99.3456,105.0,1.0,5.0,4.0,5.0,2500.0,17.0,11.0,115.0,9.8,23.0,1900.0,835.6789,0.49,-1.0,-1.0,0
95,176.0,189.0,12.0,0.0,58.0,3.0,6.789,-65.4321,30.0,0.0,5.0,2.0,1.0,2300.0,15.0,11.0,35.0,22.0,21.5,1800.0,825.9876,0.61,-1.0,0.83,0
96,263.0,317.0,8.0,6.0,119.0,0.0,48.9012,-110.1234,120.0,1.0,5.0,8.0,3.0,920.0,7.0,14.0,68.0,7.0,15.0,2.0,880.1234,0.28,-1.0,-1.0,0
97,98.0,245.0,10.0,4.0,42.0,0.0,7.2345,-73.6789,26.0,1.0,5.0,3.0,9.0,3800.0,17.0,11.0,118.0,55.0,8.0,950.0,840.5678,0.59,-1.0,-1.0,0
98,317.0,123.0,48.0,6.0,72.0,0.0,30.4567,-101.2345,36.0,1.0,5.0,6.0,2.0,850.0,21.0,6.0,119.0,28.0,9.0,6.0,862.3456,0.23,-1.0,-1.0,0
99,142.0,378.0,48.0,6.0,38.0,3.0,31.8901,-92.3456,108.0,1.0,5.0,2.0,5.0,1080.0,7.0,11.0,14.2,10.9,24.0,2100.0,828.9123,0.84,-1.0,-1.0,0
100,215.0,289.0,27.0,4.0,68.0,3.0,38.15,-12.34,102.0,1.0,5.0,6.0,5.0,2783.4,8.0,11.0,240.0,31.2,17.0,1500.0,892.345,0.39,-1.0,-1.0,0
101,132.0,184.0,11.0,1.0,22.0,5.0,25.78,67.32,93.0,0.0,4.0,7.0,3.0,1650.0,13.0,9.0,175.0,18.9,22.0,800.0,835.678,-1.0,-1.0,0.62,0
102,403.0,327.0,42.0,5.0,112.0,0.0,64.89,59.17,180.0,1.0,5.0,10.0,4.0,2145.6,9.0,11.0,310.0,47.5,20.0,4.2,915.321,0.28,-1.0,-1.0,0
103,89.0,246.0,31.0,2.0,57.0,4.0,29.36,38.44,128.0,1.0,5.0,8.0,7.0,3001.2,16.0,11.0,280.0,142.7,-1.0,600.0,872.456,0.53,-1.0,-1.0,0
104,67.0,132.0,18.0,0.0,14.0,3.0,22.41,73.89,35.0,1.0,3.0,3.0,5.0,3420.0,7.0,9.0,425.0,114.3,15.0,380.0,860.123,0.22,-1.0,0.49,0
105,324.0,98.0,34.0,3.0,95.0,0.0,60.24,68.73,175.0,0.0,5.0,1.0,2.0,2410.8,6.0,11.0,375.0,40.8,18.0,2.7,883.901,0.31,-1.0,-1.0,0
106,198.0,215.0,25.0,0.0,48.0,7.0,27.12,29.55,76.0,0.0,5.0,6.0,8.0,2385.0,14.0,11.0,260.0,150.2,-1.0,180.0,855.765,0.57,-1.0,-1.0,0
107,74.0,312.0,47.0,6.0,89.0,0.0,24.67,55.32,140.0,1.0,5.0,9.0,6.0,2300.0,7.0,9.0,130.0,90.5,24.0,25.0,830.456,0.48,-1.0,-1.0,0
108,45.0,162.0,14.0,0.0,0.0,1.0,30.12,28.45,20.0,1.0,4.0,2.0,6.0,3375.0,7.0,11.0,430.0,135.6,13.0,360.0,848.321,0.26,-1.0,0.73,0
109,278.0,283.0,30.0,0.0,97.0,8.0,28.45,23.11,95.0,1.0,5.0,3.0,5.0,2600.0,7.0,11.0,110.0,26.8,-1.0,240.0,843.123,0.51,-1.0,-1.0,0
110,324.0,245.0,12.0,3.0,58.0,1.0,28.94,-89.32,125.0,1.0,4.0,7.0,5.0,2980.5,14.0,8.0,310.0,42.7,10.0,62.0,812.47,0.39,-1.0,-1.0,0
111,217.0,167.0,45.0,5.0,41.0,0.0,34.67,-103.18,89.0,0.0,3.0,4.0,3.0,1845.0,6.0,7.0,85.0,19.5,8.0,37.0,837.92,0.23,-1.0,-1.0,0
112,385.0,298.0,7.0,1.0,22.0,0.0,36.82,116.41,150.0,1.0,5.0,6.0,4.0,1324.3,0.0,1.0,210.0,65.0,2.1,9.0,840.11,0.29,-1.0,-1.0,0
113,142.0,301.0,47.0,6.0,109.0,2.0,55.29,3.45,148.0,0.0,5.0,5.0,6.0,2098.7,20.0,12.0,280.0,245.0,18.0,6.0,835.64,-1.0,-1.0,-1.0,0
114,273.0,142.0,9.0,4.0,15.0,0.0,12.45,-58.7,120.0,1.0,4.0,5.0,9.0,610.0,8.0,5.0,550.0,280.0,24.0,95.0,902.35,0.16,-1.0,-1.0,0
115,98.0,256.0,48.0,6.0,35.0,3.0,27.86,-90.12,65.0,0.0,5.0,2.0,1.0,1180.0,16.0,10.0,1800.0,58.0,-1.0,680.0,914.73,0.58,-1.0,0.73,0
116,305.0,117.0,3.0,0.0,32.0,1.0,30.11,6.38,160.0,1.0,5.0,8.0,3.0,2450.0,1.0,11.0,530.0,265.0,8.0,4.0,805.12,0.31,-1.0,-1.0,0
117,289.0,190.0,44.0,6.0,40.0,0.0,29.74,-93.89,115.0,1.0,3.0,0.0,1.0,3105.0,18.0,13.0,115.0,7.5,28.0,270.0,776.94,-1.0,-1.0,0.82,0
118,403.0,330.0,11.0,2.0,10.0,2.0,37.89,118.35,162.0,1.0,5.0,6.0,6.0,1450.0,0.0,0.0,200.0,58.0,1.9,8.0,840.0,0.28,-1.0,-1.0,0
119,192.0,320.0,9.0,6.0,114.0,0.0,54.33,-115.47,76.0,1.0,5.0,5.0,2.0,2555.0,9.0,9.0,70.0,17.0,9.0,44.0,820.3,0.45,-1.0,-1.0,0
120,245.0,312.0,32.0,5.0,88.0,0.0,39.872,-98.341,132.0,1.0,4.0,5.0,3.0,1589.7,8.0,10.0,156.3,45.2,19.5,320.0,832.154,0.37,-1.0,-1.0,0
121,158.0,287.0,47.0,6.0,2.0,3.0,33.124,65.892,176.0,1.0,3.0,4.0,5.0,1345.2,11.0,7.0,98.7,14.8,15.3,12.0,795.632,-1.0,0.31,-1.0,0
122,312.0,405.0,8.0,6.0,112.0,0.0,48.937,-114.215,192.0,1.0,5.0,6.0,2.0,1483.6,7.0,11.0,33.8,2.5,12.7,185.0,827.431,0.43,-1.0,-1.0,0
123,198.0,92.0,46.0,6.0,4.0,0.0,35.678,-100.456,105.0,1.0,2.0,2.0,2.0,523.0,20.0,6.0,68.0,12.9,13.8,7.0,-1.0,-1.0,-1.0,0.84,0
124,215.0,128.0,9.0,6.0,114.0,0.0,49.321,-111.876,93.0,1.0,5.0,2.0,2.0,1135.0,7.0,11.0,21.3,5.7,21.4,795.0,942.123,0.24,-1.0,-1.0,0
125,63.0,89.0,47.0,6.0,38.0,3.0,30.456,-97.123,91.0,1.0,2.0,5.0,6.0,4321.0,12.0,3.0,109.0,58.0,24.5,4.0,-1.0,-1.0,-1.0,-1.0,0
126,28.0,341.0,44.0,5.0,81.0,0.0,24.123,53.891,0.0,1.0,5.0,2.0,6.0,2348.0,7.0,9.0,80.5,73.0,29.7,18.0,818.654,0.44,-1.0,-1.0,0
127,189.0,180.0,47.0,6.0,36.0,8.0,41.234,-108.987,55.0,1.0,2.0,6.0,2.0,2250.0,7.0,11.0,1020.0,122.0,-1.0,0.3,745.321,-1.0,-1.0,0.27,0
128,187.0,360.0,22.0,4.0,16.0,0.0,50.123,52.456,76.0,1.0,3.0,7.0,7.0,3490.0,10.0,8.0,1950.0,775.0,9.8,7.0,845.123,0.32,0.42,-1.0,0
129,112.0,372.0,34.0,5.0,103.0,0.0,26.345,51.234,140.0,1.0,5.0,12.0,6.0,2005.0,12.0,9.0,35.0,21.8,17.5,14.0,808.765,0.33,-1.0,-1.0,0
