fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
0.4,1078,5,1380113,124,3.2,175,0,92,1650,70822,0.6,272714
3.0,231,4,1022157,156,1.8,226,0,82,2831,80960,1.0,99766
3.0,168,6,1044506,201,1.0,316,0,85,3439,75718,1.8,360077
0.4,576,6,1333120,148,3.6,234,3,88,3041,116822,0.4,122598
3.6,722,5,1047805,327,2.0,474,0,80,4523,49871,1.2,251253
0.2,657,1,1069166,142,1.0,141,0,91,3290,134046,0.2,318636
0.2,910,0,1709760,83,3.0,102,0,97,1269,18057,0.2,556
0.2,834,1,1536179,106,4.8,167,0,94,1284,188544,0.2,50909
0.0,1290,1,1698706,103,2.6,214,0,91,758,29572,0.2,272735
0.2,826,0,1715674,49,2.2,50,0,96,639,18390,0.2,56890
0.2,486,1,1705637,106,2.0,109,0,91,1479,68564,0.2,5769
0.2,4697,0,1867463,17,1.0,14,0,98,158,6398,0.2,955
0.2,566,1,1770955,62,1.0,71,1,96,872,33174,0.0,6091
0.6,489,2,1528750,124,2.2,132,0,90,1687,18791,0.6,66955
2.6,486,8,1311559,116,4.6,214,2,87,2699,174077,2.8,221914
0.4,133,16,1016227,104,1.5,183,2,92,2163,123077,0.4,148712
0.4,566,4,1112794,144,3.0,213,3,88,2927,27881,0.4,254832
5.4,726,25,1098558,299,1.0,391,3,70,4385,271311,2.0,206748
0.2,7846,0,1877200,18,1.2,16,0,98,158,8785,0.2,787
0.6,439,1,1044506,99,1.8,153,0,92,3051,35355,0.6,294845
1.0,572,6,1093788,182,1.5,228,0,82,4449,53953,3.0,414818
0.2,8358,0,1875896,29,1.0,40,0,97,224,6884,0.2,4761
0.4,722,20,1130656,535,2.0,527,3,78,4185,89963,0.4,574757
0.2,566,0,1017246,52,1.0,84,0,96,1169,99820,0.2,86963
0.2,2682,5,1523133,89,2.6,118,4,95,2437,73440,0.2,131105
0.2,534,0,1707112,39,1.0,43,0,98,843,6054,0.2,1577
0.2,7337,0,1875640,18,1.0,14,0,98,166,8671,0.0,6998
0.2,1052,0,1744294,48,1.2,69,0,96,596,8586,0.2,4146
0.2,6236,1,1811698,20,1.0,13,1,97,209,12795,0.2,234011
0.2,1346,1,1750992,54,1.4,88,0,95,538,64488,0.2,187867
2.4,682,5,1023142,117,2.0,168,0,91,3359,85796,4.0,127597
1.0,4575,5,1875112,21,1.0,36,1,89,624,39704,1.2,83490
0.2,6643,2,1880896,14,1.0,32,2,98,214,11274,0.2,10290
0.2,7269,1,1847184,10,1.0,10,1,98,259,7692,0.2,6145
0.4,791,6,1001207,214,2.0,235,2,81,2595,164299,0.8,172901
2.4,8918,2,1847184,19,1.0,31,0,93,761,18096,2.0,56896
0.2,516,0,1750946,131,1.0,212,0,96,1272,15751,0.2,498675
