input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
38,32,5,66,81,66,86,0,7,0,33,100,5,99,98,65,100
20,61,59,18,0,29,29,60,87,95,100,100,8,92,60,0,1
55,79,95,85,100,0,0,37,31,100,54,92,0,72,31,17,13
67,2,97,39,0,68,0,100,45,100,20,92,5,51,47,9,10
51,81,86,73,100,0,0,12,24,82,57,100,0,72,34,14,16
12,75,0,38,74,100,62,0,67,20,47,72,3,100,91,39,57
15,49,60,100,88,0,12,70,9,90,67,100,0,92,56,0,26
47,53,26,89,100,6,33,80,0,0,56,100,4,83,59,32,31
35,91,0,69,100,14,63,0,79,18,91,92,9,100,61,77,26
15,36,30,64,94,13,23,10,0,11,100,100,6,80,53,0,48
84,1,100,48,5,44,0,100,27,91,22,89,5,58,32,33,0
86,0,98,60,23,38,3,100,5,100,23,90,5,48,0,56,43
0,1,2,50,0,56,35,100,35,2,18,75,2,100,72,4,39
50,87,25,72,77,87,100,77,100,0,0,58,1,71,91,75,36
22,55,35,62,100,24,21,0,15,20,89,100,6,85,56,0,55
15,100,0,43,90,98,62,0,72,12,1,90,3,100,90,44,50
67,100,34,65,81,53,74,50,78,0,0,0,1,19,46,100,29
0,70,25,32,54,99,50,100,88,27,0,93,7,100,81,20,62
55,0,94,29,7,74,0,100,48,100,38,90,5,54,39,8,10
11,76,0,38,77,100,53,0,67,19,44,72,3,100,81,38,69
54,100,26,49,78,6,53,19,65,0,11,100,4,87,62,73,0
15,36,30,64,94,13,23,10,0,11,100,100,6,80,53,0,48
67,2,97,39,0,68,0,100,45,100,20,92,5,51,47,9,10
65,91,97,60,100,0,0,8,42,100,35,97,0,76,27,17,8
100,100,67,15,61,22,5,11,76,7,25,93,0,55,0,59,0
67,100,100,55,90,19,0,12,67,81,19,87,0,47,5,29,0
67,18,100,100,60,98,0,0,38,94,49,89,8,59,23,33,71
20,66,0,46,82,14,39,0,15,1,100,100,5,94,73,44,54
35,52,14,62,55,1,43,100,7,0,0,100,4,84,63,38,3
