i,j,X,Y,L
159,404,610906.7731160554,656016.6809152866,-13.951836030596692
42,404,611089.8421346005,656166.1504997573,-13.938644211471043
42,404,610516.4672633703,655648.4712712896,-13.984487061362874
160,405,489578.592570276,656525.3087392409,-13.906874137649291
160,405,611753.0690607076,656776.20394799,-13.88494800183994
159,404,488869.88624543673,655855.2949393925,-21.62393885086981
159,277,610821.9268572672,548931.1483987725,-21.61811205435573
42,277,685181.976947762,656124.1216823481,-21.606088521946678
42,404,610788.5686013387,1070063.6321386187,-21.620444721231458
159,404,610485.6073612362,125856.47876367936,-13.98695123238192
42,159,684550.5449169843,655638.9254823686,-13.985458413391653
159,405,685270.5186934025,1070678.3410297227,-13.937269013157366
159,404,610971.5562168288,656057.9702879863,-13.947983966184442
159,404,610383.7621851981,1069194.9942666483,-13.99532840435842
159,404,610992.6671490152,656083.794628428,-21.609023876898423
159,404,610176.2068207855,655334.0475577691,-21.65900303516264
73,276,610540.156063887,125923.74924136169,-13.98322892289898
160,405,611503.5228607956,127241.32829251916,-13.903283673450124
159,160,610886.5485683198,655996.4800258448,-21.614756429712333
103,276,610114.9722873159,125343.7782212634,-21.66305166798273
159,516,684978.4737375809,126349.24394241197,-21.61739544659784
159,277,685001.5796399227,126396.15744655872,-13.9545084213137
160,405,611724.3837886668,127528.6580644623,-13.885814530240166
73,404,610548.4552410948,125922.87838208044,-13.982759561846231
42,404,611014.4226958249,656110.9507209325,-13.94345416806872
159,404,609746.4450371149,546882.9434561532,-14.04735872894521
42,631,609937.394178281,655116.4851029672,-21.67346781958022
159,159,610436.6990365378,125785.72474256594,-13.991364735411686
159,404,610969.864103443,126495.53533232174,-21.61037297662603
42,276,610391.3360922666,125709.31002981836,-13.99559571480808
159,404,610885.4204927293,655990.4864188831,-13.954436737450983
73,160,610528.6339709403,655660.2370564999,-21.637204405463624
159,631,610333.2427173834,125667.7282000358,-21.64806875582305
42,404,684203.020179089,655374.2296423687,-21.656422621004555
159,404,610413.5743525047,655554.4927773741,-13.993522593025896
42,276,610714.4392573807,655837.3876871859,-13.96768178413899
42,404,610543.4596351422,125924.40227951657,-13.98258351321326
74,404,489027.65425386507,126415.205792439,-21.61381252377684
42,404,610670.8481377516,655792.1753261542,-13.971455995593656
159,404,610730.7960386892,1069892.0625649276,-13.968196725115824
42,404,610966.8022233273,656077.8750237516,-21.609068370130128
42,404,610680.5171997218,126115.76223182192,-13.971358207792312
74,405,611103.9430007931,656197.6720044123,-13.936154548324431
159,404,610916.9256783371,1070311.47137292,-13.951588349085265
73,276,610714.2781037248,126147.9818991068,-21.626321036277083
159,404,610435.6515377753,548193.0276974285,-13.990425962321938
159,276,610396.3316195309,1069233.047207506,-13.993985428093987
42,277,611183.7137456514,126786.04408082088,-13.931077536198377
103,404,610614.9292355852,655745.8528585761,-13.976097296275352
159,404,610224.7112383965,1068846.7899774106,-21.656224894783733
73,404,610186.03664297,125447.2990669762,-21.65823186424528
159,277,611157.6875089312,656236.8145881614,-13.932198527015968
42,405,611182.8274005447,656265.4500036922,-13.929715440838269
42,404,610320.1093239437,854607.0410422946,-21.64956648845762
73,404,684288.243438024,655425.1416969888,-21.652922847567915
73,159,684437.6694825583,125769.94105592972,-13.99202314608246
74,161,611522.7807226614,1071582.936261997,-13.902136833615184
74,405,611278.1495715462,126916.65617664988,-21.59117045548308
159,276,610125.5270648864,125364.35174025256,-21.661939395174358
159,404,683870.8444132283,125083.94010122876,-14.033332858389857
159,276,610669.3172567099,655780.631836871,-13.972890080722012
159,404,122913.88031035854,126239.41553266183,-13.963777256928209
159,404,610448.3016276242,548224.4568755518,-13.989135142950502
159,631,684113.7257536107,655314.5114603408,-21.660164710534108
159,405,611118.5273279529,656200.4097998948,-13.93556144848448
42,404,610811.1297197065,438896.6625231504,-13.960068356304369
159,404,610146.7980884366,125420.73849673451,-21.65966049900697
42,404,610833.4491469347,655938.6151530013,-13.959064578289324
73,404,684389.7545073904,548032.2544550758,-13.99755804780386
42,403,609483.313379431,1067321.2570351777,-21.701718528390565
159,404,610525.7332838245,125903.0673964927,-13.98401117432547
42,404,610929.1731987998,126455.58827720067,-13.950917039397938
159,404,611036.2588588066,1070573.1130899996,-13.941831288243607
103,404,610772.6952023092,126247.25262835668,-13.963073266333344
159,404,610675.6826687367,1069803.8357295252,-13.971697202104686
73,404,610754.0016929918,655861.7327046013,-13.965824019850489
160,161,611588.2090970725,1071732.4338342303,-13.897086843144349
159,275,683765.3608515275,124967.89943082826,-21.680211211457948
159,404,610176.7707798925,125438.37297195554,-14.01209026848906
159,277,610771.9700108581,655892.4413404044,-21.621680249182567
73,404,610418.5699584573,1215426.484078291,-13.99332701742321
42,404,488612.9863665464,655614.3579522225,-13.987687903884323
368,277,685765.2185108989,127260.91922455316,-13.902136833615184
367,404,610420.745454122,655565.1486728415,-21.64341745425502
103,404,610348.9544906273,655507.1332660526,-21.647307538865004
159,160,610681.8869271076,126119.1365989246,-13.970771582952764
74,160,610963.3374590721,656063.8898926626,-13.947794967550667
73,404,488932.4438770624,126275.55342887597,-21.62021243641016
42,405,611250.1088747845,126870.07137085486,-13.925577099833449
159,404,610835.6246819436,655943.4990147557,-13.95860179420549
159,159,610147.8454298226,655312.8834100656,-14.014391774242108
74,405,611263.9680695096,549743.8761743086,-13.922657486463308
159,404,610989.0412311043,126528.95115544555,-13.946602190901851
127,405,611225.2912708105,656289.9417248566,-21.59470834388624
159,404,610730.3931545496,655850.7812336,-13.966632324231352
73,404,610486.6548599988,125865.0780738574,-21.639087578596293
160,405,611490.3082610216,1071502.294231101,-13.905623035012606
74,405,798911.2620639211,656485.3540093184,-13.910073705564365
73,160,610683.1761563539,1069797.10073358,-13.971736307028372
160,405,611492.0003744073,127190.60924387162,-21.57862549023088
159,276,610230.754185735,655388.3637175104,-21.65530051020533
159,404,610474.4881524289,655609.400015915,-13.987896531456324
159,404,684380.5692979638,655490.9274159957,-21.64837522180129
159,404,610704.4479667871,655820.6643270074,-13.969285340931403
159,368,610980.4195892083,656060.4122188635,-13.948199068756844
42,404,610937.3113797285,656021.4906302202,-13.95159487506992
159,404,610445.9649783036,125796.60995205122,-13.990791009588683
159,276,610529.0368550797,1069497.733140122,-13.983535287288069
159,404,610666.4165695942,126076.90268774176,-13.973698436087131
159,404,1083912.5664288502,548511.6997187488,-13.97724459496859
127,404,610294.8094589991,125598.49733221608,-21.65138058304549
159,161,611275.0070752585,126906.20714094768,-13.92361548061724
74,405,611094.5155512741,549409.0601430914,-13.937647010424916
159,404,610829.1786537449,806852.7903549075,-21.61898680443413
43,405,611849.1162854556,127689.40580348569,-13.876171776098518
159,404,684341.366228941,655453.1136213274,-14.001652287427987
103,159,609927.886899473,655112.7110586879,-14.032054861558588
160,405,685689.7444857586,656522.9410997203,-21.57895650286605
159,159,488483.87096360105,125652.7064089646,-13.999057494747294
73,404,610607.0329425167,655725.7994678296,-13.977407540647992
126,404,609871.8908827642,655059.2820591553,-14.036919116387976
42,404,610839.653483994,126344.5634989995,-21.6173904986103
74,404,610973.2482908702,656067.8857269941,-13.947501655130893
160,161,611464.1207919571,550104.519729042,-13.907994975514118
42,404,610147.4427030598,655313.6974352031,-21.66021909974089
159,277,685133.2080291586,126520.67884272223,-13.946589189916793
42,404,488997.5134293122,126386.68770232367,-13.95484083865716
73,404,610554.7400762937,655686.2104855299,-21.63533112830603
103,404,684463.7103183893,655565.8146211408,-13.991879727372774
159,404,611082.9125667461,656174.0678770636,-13.937770851180632
159,404,344726.8283951323,656087.568311368,-21.60835674901593
159,404,610457.7288017342,125805.3182259455,-13.989963076269593
42,404,685025.7272626272,126407.69548158676,-21.614682287211544
159,404,610355.0780934821,655493.2213423025,-21.648128054361223
127,404,610729.7485399266,655846.4153878422,-21.62473949710357
42,277,610925.2249735773,126445.0301714762,-21.612873565828885
42,405,611271.4617145035,656343.2162879795,-21.591219858046166
42,404,610583.2634077956,125986.0121718708,-13.978874306683888
159,404,610678.0193180572,655777.8938968529,-13.972740187011924
42,404,610650.7044029088,655765.3882333259,-21.62984987914052
159,404,611025.5422193855,656117.6102039255,-21.60656291025204
159,276,610341.5418159029,125647.26375106892,-13.99927917428861
42,404,610371.1927508654,125687.53939823568,-21.647361889415635
127,404,610938.1977248352,656039.0275819291,-13.949808998581153
159,404,684427.8212971201,125704.95594602425,-13.99585649927308
73,158,609670.4695867514,654874.9437758457,-21.6899905609247
159,405,611100.8811206775,656183.6871623949,-13.937588378531514
73,404,610734.0190331164,126193.04567772945,-13.966567115369037
42,160,684736.8098260872,1069790.7025038758,-13.97248592853158
127,277,685109.3444069189,126498.58291458186,-13.94832290951256
159,404,610366.197223601,125689.38997420832,-13.9970756347818
42,404,610322.8488574037,655471.0215239448,-14.000074528668671
74,404,610901.0522006192,549062.4508286049,-21.61377297853268
159,404,610677.1330516387,1069765.1099139324,-13.972903132691323
159,160,684830.3690674001,655848.4133050081,-13.96693868862044
159,404,684692.1136461563,655755.2506429265,-13.974897840689115
159,404,610331.4701058582,125642.4742376342,-21.64967522821503
159,405,611142.539143976,1070775.4869085369,-21.59938778713341
73,404,610610.7393192231,126011.3745664583,-13.977577063296309
159,404,610136.3237303173,655306.7413649263,-14.01495249908005
73,404,610482.9484046042,125830.24540350452,-21.640807622764765
159,160,610682.4509649029,126124.79675902848,-13.97045216659436
103,404,610814.0304068222,126290.79240323714,-21.61981211329328
42,404,610861.9729505664,126365.0269912118,-13.95626829583235
159,404,610810.001644116,126275.77114369626,-13.96171749302087
159,404,610894.1227114531,655989.2285245698,-21.615067766365804
42,405,611746.7840878041,550634.9651360813,-21.56201598515177
42,404,611002.0945591901,656094.4498012168,-21.60803555504353
42,404,610453.136079921,125800.09328287016,-13.989897918391534
74,161,611513.9172715935,127233.92726430132,-13.903883197306223
159,404,610940.6149903279,1070360.4662567482,-13.94992631335221
42,404,610403.6637961157,125745.0138783707,-21.644801460488477
159,404,684084.9395183026,655280.5452063621,-14.016921511013251
73,404,610238.8920519104,655401.7576975316,-14.006633245217376
159,277,611068.2476627583,656149.7978736835,-13.93998677986144
42,404,610780.5915740657,126254.9810792535,-13.96276695292851
159,631,610234.9439447204,655385.9217143652,-21.65578989709792
42,404,610429.1251294693,655560.8566848333,-13.992140511837777
42,405,611286.5295419748,656354.9070591545,-13.921745123217718
159,405,611348.2513429588,549883.7835483839,-21.586861840708316
160,405,611384.4303190095,127067.72857550925,-21.584302455497276
159,160,610807.1009570002,126275.88000110642,-13.961756597944555
367,404,610406.0004454362,125741.4216901416,-13.993561697949584
42,404,609920.152153502,125109.8478459277,-14.031709290277302
42,404,684272.1456702349,1068959.4348318293,-14.004983777103217
73,548,610768.9081700866,655878.8260762059,-13.964168357149326
74,404,610973.5705981818,656074.3972054167,-13.946563085978164
42,404,610586.8087095344,655714.7737054718,-21.63349248706122
42,405,611347.284421024,127003.62112847315,-13.91767861902838
42,404,610948.1085566333,1070349.3539574174,-13.950538991146132
159,404,610241.7926603379,655409.6016506957,-14.00575960451356
159,404,610839.5729071661,655935.8033552336,-13.959364416693758
160,278,611728.2514567336,1072009.3701321697,-13.885664687514334
210,404,611067.3613176516,656156.9012258522,-13.939426309944771
42,404,611032.7940945515,656135.5908802745,-13.94100355886154
42,159,684002.747693829,125250.92476390948,-14.023011248891123
42,404,684459.5438068511,655547.3888470625,-21.64461363024273
42,160,610869.5470543556,1070200.1796676207,-13.95656813423678
159,404,488883.2297793554,655878.530067065,-13.96402493843964
159,405,685379.136502172,656280.9146023431,-13.928483712218531
159,404,610904.2752343907,126412.8111420277,-13.953367750573628
159,404,610681.3228893124,126117.17737815394,-13.97116268317388
159,404,611018.8544213589,126558.9928240788,-13.944633841763968
160,405,611460.57541153,656508.8829780961,-13.908001501498775
73,404,610122.384883352,1068653.6594713416,-21.661988817065524
159,404,611044.1553485957,126622.77667545422,-21.604630721117804
42,404,1084356.944599797,1070310.797840438,-21.61318490248236
74,404,610954.7963940041,1070402.0529410224,-21.61052126162761
159,476,582197.9420990172,655818.6664098416,-13.96974812501524
42,404,488645.5597758112,125896.10084116092,-13.984376221592216
159,160,610905.4838868091,126426.85268487716,-13.95263123202399
42,404,610810.8074123949,126299.93557524172,-21.619653970972774
159,404,328501.0133414328,655677.256642623,-13.98196420746617
126,631,610024.0073436921,655195.0743013385,-14.024504348294796
42,404,610583.5051382792,1069624.518559053,-7.999469119865248
74,405,611414.5660477225,550007.3720453149,-13.91182012023966
42,276,610126.0911026817,655280.7672132178,-21.662735286701334
160,405,611667.174319553,127428.0938030183,-21.567761371808363
42,404,610051.4015766556,125259.85085893016,-21.666680185735785
42,404,610438.2299175794,655572.9185514525,-13.991208264732686
159,404,610317.6115996557,125621.46550161652,-14.001085087589644
42,404,610570.9354678815,125968.59604930648,-21.634693533724164
159,404,610895.573055011,655988.7845108584,-13.954215108893925
42,405,611216.5084162425,126830.67009106948,-21.59485659023166
127,631,610765.4434451757,655870.6124006872,-13.965041819408247
73,404,610655.2972034102,655778.0419014234,-21.628994843699974
42,404,610300.7718295096,655452.669607616,-14.00213470045005
159,405,685507.2621881845,656377.6225809375,-13.920005081574317
159,405,611264.8544146164,549757.625314537,-13.922533645707592
159,404,610442.1780247694,548188.3434687088,-13.990654116863654
159,277,685426.3905127286,656327.5299715443,-13.924247634396623
160,405,685936.6211605838,656720.4915009899,-21.565716113427616
159,404,609784.4733654638,124888.65187407107,-14.044906921608035
159,404,610485.1239002689,655608.8079976331,-21.6404912994676
74,405,611833.4038827053,127688.861729047,-13.876380250717752
42,404,610682.289811247,126109.66664207744,-13.971658097181
159,404,610684.8681910513,655804.0149691141,-13.970504272503105
159,276,610587.2115936738,125987.20960338252,-13.978698258050915
74,405,685791.3550558577,127287.911184805,-21.574223404879
73,404,610678.9862399918,438563.0479958179,-21.62735891531968
42,404,610085.9665177946,125330.49782983647,-14.018701473328424
74,405,611289.349730951,656359.4206204113,-13.921725545263747
42,404,611001.2887909112,656081.4266998359,-13.945983038107528
159,404,610935.2164215475,1070338.915190569,-13.950988723260654
159,404,610134.4706206524,125398.20565066862,-14.014346143333762
42,404,1083293.0407601127,655323.6134523539,-14.012879173360847
42,405,611732.3608749559,656777.0918308771,-21.562050543752243
159,404,684817.0169765224,655836.8698157249,-13.967929465650425
42,404,610724.1888961787,126190.542169908,-13.967016898467811
160,161,489490.9162019074,1071281.5788207452,-13.914055320968908
42,404,610674.3128626625,548628.1974594749,-13.971240893021251
159,276,684376.4973915949,854634.5544027626,-21.648988153757767
159,404,610281.5954887315,655440.4596641585,-14.002767109150708
42,404,610898.3126278152,126391.25928832596,-13.954769154794445
42,404,610791.3081347985,126274.46506738653,-21.62048426647562
159,160,610660.7762703302,126073.09289099844,-21.6295829970626
159,404,684718.9123406027,409791.7486500653,-21.6289849477249
127,404,611058.417368444,1070602.071697986,-13.940755877350108
127,404,610961.5647688586,656059.4501891554,-13.94840764534459
74,277,610963.2568822443,656076.3951225826,-13.946719556657166
42,404,610297.3877601149,655454.0755787677,-14.001952176816676
74,405,685333.2082818013,656234.0027903938,-13.932615629207202
159,404,611021.593994163,126562.04061895104,-21.60718063557144
159,404,610334.9347520808,655488.6334174213,-13.998738078388891
159,404,610505.5091295304,1069432.5721612363,-21.638939293594717
42,404,610418.08649749,125754.15747559954,-21.64401059426133
127,405,685815.5029502169,127317.18872544589,-13.898885261759876
127,404,684200.5582252077,125460.90581802143,-14.0109166874123
74,160,610970.5087180662,549178.4918485458,-13.948055701031413
127,404,684203.7777602699,125461.23239025191,-21.65750520588769
159,404,610411.7211641514,655564.2606454187,-21.6435657392566
42,404,610683.3373100096,1069841.3825344015,-13.970217486067986
42,404,610551.114197727,655676.4426897531,-21.635953917581432
159,404,610715.4061793153,126157.66957077428,-13.9686465082146
42,404,610751.9067741549,655867.2084401018,-21.6233457881758
159,276,610747.4751273092,126195.00511111224,-13.966951740589751
42,404,610818.7843609795,126285.1322431333,-13.961006976441348
159,404,342488.22362858657,655355.6556469164,-21.658039086011996
160,632,612036.6977637394,127950.49137203542,-21.54405517694435
42,404,610346.1344590277,125686.12435820972,-13.997095161751515
42,404,610824.0218154482,126326.4946571985,-13.958073801259344
127,404,610308.9096956851,125612.21294067148,-21.65067866462561
159,405,685517.3001272709,126979.4581852126,-21.58798839696509
42,404,611000.724753116,656088.0863273647,-13.94592435522987
42,631,611218.9257210792,126845.0373557009,-13.927108615873362
42,277,610770.1168225049,126207.08722057892,-13.965719757048742
159,405,611127.7936238162,656205.2193702925,-13.935248609094993
159,404,684618.6303061354,125951.3975352564,-13.980829960742248
159,405,611144.5535253291,656220.9799780843,-13.934121092292743
103,277,610853.109617531,655952.6004286259,-21.61708410994437
159,404,610949.3977858796,656045.5390603517,-13.949065954046857
159,276,684714.3670384741,126075.70525623004,-21.62960769834415
73,276,610342.025198182,655476.7194831047,-21.649260022479385
159,277,610946.1747521082,656050.4227775704,-13.94882479852008
159,404,610408.0953642731,125749.3679621648,-13.993268334545554
42,75,610606.6300583773,655716.2536789087,-13.978672205096546
42,405,611255.7492527369,656344.7701914337,31.77113516051376
42,405,611598.6840748622,127352.34329056238,-13.896669842921622
159,404,684597.7027733622,125921.57219946464,-13.98304634828135
159,404,684894.5728702593,126269.8932687721,-13.961991227486674
73,404,610472.3126567642,125834.81720211894,-13.988026898196695
159,404,327365.8663585224,655088.7346073415,-14.034434806588154
73,276,610140.1106838515,655315.7694269221,-21.65972969352022
160,405,611388.0562762646,549968.9962842362,-21.584238208971563
42,548,610616.1378880035,126020.73566589534,-13.976755706946127
73,404,610553.773154359,125954.98961717942,-13.981247164901992
159,404,610293.1980011296,125611.99522585116,-14.001593604550331
42,404,684569.2944038627,655642.625379827,-21.638380750845023
42,404,610354.5946325146,655494.5533834369,-21.64803910655397
159,404,610612.8343167483,126014.42236133054,-21.632256843141647
159,404,610288.2830506931,655439.1276230243,-14.003080050508707
159,404,610727.0895832945,548722.0296011653,-13.967642679215304
74,404,610948.8337480844,656051.6806718837,-13.948981218214826
42,404,609894.4503486776,655077.7084113765,-14.035425940507922
159,404,488307.114613604,655330.643524916,-21.659027736444184
42,404,684892.7736149548,655904.6508502547,-13.96216075013499
159,276,610507.3623965719,655654.4651673225,0.078304354360198
73,404,610634.3477789769,126050.88746761152,-21.630833407632487
159,405,611203.8578936078,656270.1855718046,-21.59600297709476
74,404,489029.69502648455,549037.6713280346,-13.954032585260553
42,404,610443.5478308436,125803.14118404844,-13.98999570619288
42,404,610913.5414909099,1070299.853924228,-13.952298814680528
73,404,610778.3355015732,126226.13599168343,-13.964552931385787
73,404,610766.571520766,548799.6939746238,-13.964311775859011
159,405,611284.5151409496,126931.67637313012,-13.922318594119446
159,276,610302.6250178629,655450.1536021857,-14.001743549244676
159,405,611361.2242024131,656413.2866236732,-13.916857517599478
159,404,610213.4311119983,655376.8936523695,-14.008686941998352
159,404,610856.574381786,655955.1903640736,-21.61738060263522
42,404,684884.91389516,126246.38198168756,-13.963210159058374
73,404,610155.3387600632,655313.7714374884,-14.014300486933292
42,75,610566.8262070357,655691.908300154,-21.634841818725743
159,404,609877.2084812751,125025.4843629644,-14.037199504299076
42,404,684373.7513447708,125663.37400993562,-13.998881497098578
42,405,611286.6101188026,549768.3525716502,-21.59063680729569
42,404,610859.6362619017,655958.0021618414,-21.61706431799421
159,404,610828.8563464333,126323.01143268564,-13.95871910897655
159,275,609851.5874106552,655043.3717484983,-14.038190638218843
104,405,1085757.2329779486,127761.56168267304,-13.872191027426313
42,404,684604.8049119761,125922.0075227992,-21.636423435211565
159,404,685208.5868017823,126628.98090999674,-13.9403713540979
42,404,488241.5773244103,125340.2947841384,-14.017971225842167
42,277,684849.8764128938,126208.93779655156,-13.965934859621145
159,404,611100.8005438495,549416.3124854867,-13.93792074489072
159,405,611251.4786808586,126878.88775801683,-21.593053048773456
159,404,610431.3005464458,655568.922644853,-21.643298818522524
42,160,610942.1459500578,126459.50693135418,-21.61212239947052
42,405,611497.3990218759,127211.07103518688,-21.57770651751385
42,276,610172.822830079,655324.4274774916,-14.013270350058349
159,404,610655.8612412055,1069734.8029254891,-13.974376373727624
159,404,610487.05766545,125847.87945350129,-13.987603168052294
42,277,684911.0499835078,126288.18003800554,-21.620039450127035
73,404,610630.8830540659,655751.1067317567,-21.631134925623183
42,404,610420.9066077778,125762.5390709573,-13.992303457517178
159,404,610767.0549030451,548800.2984102737,-13.964279196919984
159,277,610820.3153207094,655933.0654152154,-13.95963167615916
42,277,685593.8157802956,1071267.60532386,-13.914537581038202
159,404,610838.9282925429,548935.8324799249,-21.617815523008726
159,404,610663.2741519947,126079.950482614,-21.629429764073485
73,404,610389.8857880528,655542.5789153255,-13.994454840130988
42,405,611486.279419627,127194.20090057036,-13.906509243335313
42,404,684243.9272508996,547820.2560292282,-14.00683534680472
42,404,610415.7498481694,125740.98626050098,-13.993829008399242
159,404,610919.0206365181,126435.34271242082,-13.951868609535724
42,404,610626.7737145318,548543.8839987327,-13.975562777344548
159,404,610722.577359621,126159.51993413482,-21.625816882734178
42,404,684657.7393248577,1069613.0691646084,-13.979102461225605
42,404,684899.875846047,126249.32091914964,-13.963503522462403
73,404,609718.5684448205,124819.96332663992,-14.04932149530716
42,404,684911.9022623362,126265.21282535965,-13.962062962333643
42,405,611503.1199766562,1071549.4336118712,-21.576496077405803
73,404,610722.577359621,655844.0474592503,-13.967531839444646
159,404,610884.2118796551,655968.9536328426,-21.61638234614909
42,404,611016.6788470058,656121.1620245456,-21.606162625791317
159,276,610357.8175482537,655478.3474611121,-13.999650798524268
159,276,328591.2083876812,655727.7973849954,-21.63259295838897
159,276,610204.4876349206,655363.0556586368,-14.00986702356764
159,277,685393.3411030734,656301.8545028875,-21.59411539716068
159,404,610952.3790891673,656029.4081520622,-13.950617200993506
42,404,610784.9426440835,126264.5596808987,-21.6209537454496
42,631,611059.7065583462,656134.1849813907,-21.60536209552601
159,405,685514.4591978427,126957.58082234104,-13.920761076109414
159,405,611080.3341082536,656164.8926054438,-21.602896258204392
73,404,610690.750220799,655802.3870633745,-13.97088889772382
159,277,611015.3896177596,126591.21142830304,-13.94248954596162
159,404,611011.9248535044,126549.08786281529,-13.945292150466232
104,405,611319.7271655576,126969.77115138149,-13.919777029001107
159,405,611180.2489420521,549591.8803823694,-13.930028280227758
42,405,611229.5618426887,126849.49987168092,-21.59420929295548
159,404,610311.407419973,655478.1994565417,-14.000100632607298
159,276,610659.5676966001,655776.7838625743,-13.97300092049267
42,405,611226.338769573,656306.6640732852,-21.59369045007456
42,631,684316.8407404278,125602.08952044517,-14.002199909312363
159,631,610173.2256355302,125424.8749720144,-14.012911777792004
73,404,610151.3906528731,125406.26088640804,-14.014065780914793
127,404,610863.3427566405,126361.43490928876,-13.956398662572722
42,404,610202.7150233954,655369.8636520753,-14.009078118695854
159,404,488507.02532207576,1069199.8770482682,-13.995256720495703
42,405,685385.2918261467,1070936.9465886615,-21.59448104570863
74,405,611418.1920049776,127095.0475332158,-21.5829684316692
159,404,610701.3861260156,1069868.827009797,-13.969591705320497
159,404,488630.7251100066,125881.84126457293,-13.985341047636336
42,404,610749.4895480066,655880.7499910865,-21.62236225968384
159,277,684955.8413234772,126336.18211625388,-21.618003314598315
42,404,684697.7953200561,1069657.1830756194,-13.976768707931187
73,404,610352.4191368499,125666.53076852408,-21.648004470641197
159,159,609864.1562941698,125006.32567138907,-21.678357243048605
159,277,611334.875599365,656420.315829021,-21.5861157769621
42,404,610788.8103318223,655905.9087445681,-21.62043977324392
73,277,610851.0146593499,655954.672348077,-21.617479446417555
74,632,611479.5109660842,656529.00827536,-21.57871934736952
42,276,610540.0754870592,125927.23246587456,-21.636443227161724
159,404,489027.1832974929,549073.1786759874,-13.952025080214725
159,404,610472.9572713873,655621.387807981,-13.987375013510578
160,405,611481.20307947,127170.691526995,-13.90759097627645
159,404,610865.9211757889,655984.0487982101,-13.954984257366847
159,277,610944.7243692061,126477.7930627512,-13.949430950329347
42,276,610565.4564796499,655708.4098702804,-13.979467508492352
159,631,611031.8271726168,126563.78212490142,-13.944177634649044
159,404,610980.4195892083,126508.16151622706,-21.610091289241645
42,404,610713.3112604785,126166.3775257504,-21.625564844618875
159,276,610633.1391265586,126061.55485597042,-13.974474110544712
73,404,684817.6797675774,126194.02539442084,-21.62399320142044
159,405,611350.9103782792,656418.1700518205,-21.58628377660153
74,405,611151.2414020441,656231.3391417322,-21.598705892600595
127,404,610349.840835734,655494.5533834369,-21.64825163808126
159,277,611042.8661193495,126601.44296179707,-13.942013760892726
73,404,683851.9065483147,125068.59141900888,-14.034356571248654
368,405,685585.7664802494,656451.9840374251,-21.583941754936863
42,277,610769.3916310539,655865.5065320771,-13.96547855053771
42,404,610313.0188778426,547943.4056610169,-14.00120892834536
159,405,611291.2029979924,126928.95536310048,-13.922070963592269
127,276,610718.306866431,126171.49339880346,-13.96822935503911
42,404,610546.6020527417,548399.4321421683,-21.63585012581156
127,159,610469.8954306158,125822.6257037118,-13.988783147653072
42,405,685739.0819601603,127243.0697984695,-13.90344009314487
159,404,610534.3547683439,125926.3616065933,-13.982609617151889
73,404,610358.5427397047,655486.0434097056,-13.998359928168576
159,404,610740.3039470036,655843.1594318275,-13.966984319528784
159,404,610641.1965732826,655759.5424863991,-13.9748847887198
159,404,610384.0844925097,655520.9711152497,-21.64636340099259
