has_pets,has_high_education,tr_per_month,top2_interes,mean_tr,relation,age,top4_interes,sex,top1_interes,median_tr,top3_interes,top5_interes,is_parent
0,0,3.948,0,2345.979,0,40,11,1,19,811.64,5,10,1
0,1,5.812,5,2960.922,4,33,19,1,0,1667.0,11,20,1
0,0,4.348,21,2297.908,0,27,14,2,3,500.0,1,6,0
0,0,0.932,19,1848.845,0,57,0,1,11,590.5,5,20,1
0,0,5.919,15,4184.917,0,59,16,1,23,1169.5,10,13,1
0,0,1.0,15,832.333,0,32,19,1,11,832.333,16,5,1
0,0,1.959,19,534.531,0,59,2,2,10,534.5,17,25,0
0,0,29.092,7,2098.908,0,53,6,2,8,498.0,18,2,1
0,1,1.0,6,1540.0,0,28,1,1,14,763.0,15,21,1
0,0,2.724,15,1434.929,0,42,18,2,23,1000.0,21,3,0
0,0,17.822,9,853.824,0,31,19,1,11,265.0,5,20,0
0,0,39.726,10,661.982,0,35,24,2,23,135.0,2,15,1
0,0,2.895,4,15000.0,0,36,19,1,11,15000.0,5,12,0
0,0,36.822,6,1177.109,0,30,10,1,11,489.0,15,23,1
0,0,1.902,4,2184.812,0,35,5,1,11,2059.0,10,19,1
0,0,1.624,11,50000.0,0,45,21,1,15,50000.0,23,24,0
0,0,2.767,5,1422.854,0,26,6,1,15,1346.0,16,19,0
0,0,2.939,21,1213.549,0,45,15,2,24,604.0,8,6,0
0,0,37.275,24,585.876,0,44,15,2,10,179.0,2,23,1
0,0,3.072,2,661.835,0,27,14,2,6,191.935,24,19,0
0,0,4.835,15,2196.837,0,39,21,2,24,1206.0,23,3,1
0,1,31.094,14,746.973,0,34,9,2,24,302.5,6,2,0
0,0,3.634,10,3462.092,0,57,2,2,6,902.0,24,17,0
0,0,41.7,6,838.908,0,31,15,2,23,200.0,8,3,0
0,0,2.582,5,15711.818,0,47,23,1,15,15000.0,19,3,0
0,1,2.153,8,7052.853,0,23,15,2,6,2000.0,21,18,0
0,0,30.437,6,1592.636,0,30,16,1,11,500.0,14,21,0
0,0,2.718,8,7074.079,0,31,10,2,2,25200.0,6,24,0
0,0,16.872,10,3396.538,0,36,24,2,23,917.055,15,14,0
0,0,8.093,15,3436.636,0,38,23,2,14,1500.0,21,16,0
0,0,16.59,6,704.845,0,32,15,2,14,316.5,23,21,1
0,0,2.767,6,2646.531,0,24,23,1,14,1063.9,21,15,0
0,0,29.988,5,1662.979,0,26,19,1,6,526.5,8,23,1
0,0,1.919,19,1795.0,0,42,9,1,11,1795.0,4,5,1
0,0,9.981,6,870.741,0,21,24,2,8,270.0,14,7,0
0,0,14.882,21,1258.934,0,29,2,2,14,500.0,24,15,1
0,0,6.077,6,2746.845,0,21,15,2,7,705.0,8,14,0
0,0,0.947,15,498.904,0,28,6,1,14,170.95,23,19,0
0,0,42.636,2,1479.659,4,47,3,2,24,679.0,6,16,0
0,0,2.871,0,1205.793,0,43,19,1,6,918.0,20,11,1
0,0,3.811,8,21541.143,0,24,7,2,6,14000.0,2,14,0
0,0,29.047,6,888.924,0,25,18,2,19,687.965,15,16,1
0,0,30.437,15,1177.914,0,41,6,2,10,497.0,24,23,1
0,0,10.146,6,2149.903,0,31,23,2,14,461.5,2,19,0
0,0,14.726,4,2389.846,0,37,23,1,11,725.0,15,5,1
0,1,10.146,6,769.845,4,32,15,2,14,300.0,23,21,0
0,0,33.131,24,856.851,0,38,21,2,6,500.0,14,19,1
0,0,32.724,10,1498.857,0,47,15,2,3,390.0,21,23,1
0,0,37.959,10,434.876,4,49,24,2,2,250.0,4,15,0
0,0,48.983,10,2083.757,0,38,23,2,6,528.0,14,2,1
0,0,4.348,8,1130.743,0,24,6,2,15,319.0,21,24,0
0,0,8.087,10,556.822,0,56,13,1,11,244.0,15,22,0
0,0,4.835,19,1813.649,0,22,10,1,11,300.0,6,18,0
0,0,13.835,24,1251.081,0,32,14,2,6,516.0,8,19,1
0,0,4.791,8,645.534,0,23,7,2,14,300.0,6,15,0
0,1,3.114,19,2084.835,4,35,4,1,5,749.0,15,21,1
0,1,1.634,8,21891.222,4,40,6,2,23,20000.0,15,24,0
0,1,5.908,19,3964.943,4,35,5,1,11,903.0,15,18,1
0,0,11.015,6,2153.52,0,33,15,2,23,558.3,21,24,1
0,0,3.737,6,1879.768,0,30,19,1,11,899.0,5,23,0
0,0,1.847,10,707.5,0,29,21,2,14,707.5,6,24,0
0,0,44.7,23,1177.632,0,37,15,2,10,535.5,2,24,1
0,0,1.0,11,20000.0,0,39,4,2,23,20000.0,10,3,0
0,0,1.967,21,1206.816,0,42,6,2,24,1033.5,14,15,0
0,0,3.846,21,1551.966,0,36,16,1,15,581.0,11,8,1
0,0,27.087,10,748.222,0,35,16,2,25,190.0,15,23,0
0,0,3.858,14,1132.715,0,24,3,2,6,371.85,15,21,0
0,0,13.971,15,1253.861,0,46,16,1,23,500.0,19,21,0
0,0,11.722,7,2411.903,0,27,14,2,8,1048.0,16,23,1
0,0,8.989,16,1278.127,0,38,5,1,0,733.0,19,20,1
1,0,14.05,11,1257.826,0,28,19,1,0,500.0,6,18,0
0,0,42.929,15,887.14,0,39,18,2,6,390.0,14,21,0
0,0,13.846,25,893.743,0,23,18,2,6,462.0,11,25,0
