Netpay,Tectonic regime,Basin name,Oil recovery factor,Gas recovery factor,Latitude,Permeability,Operator company,Longitude,Country,Region,Hydrocarbon type,Porosity,Structural setting,Reservoir status,Gross,Reservoir unit,Depth,Lithology,Condensate recovery factor,Period,Onshore/offshore,Field name,Oil density
60.0,0,66,0.38,0.71,63.967,60.0,128,-105.0,48,6.0,5,22.0,7.0,2,120.0,294,1721.0,11,0.513,12,0,221,860.182
45.0,0,115,0.0,0.717,56.867,500.0,173,-103.817,35,2.0,2,14.333,1.0,2,29.5,34,1317.5,11,0.513,16,0,338,860.182
35.0,0,64,0.45,0.59,42.29,300.0,120,-119.0,48,0.0,5,13.0,6.0,4,2250.0,34,2775.0,11,0.513,15,1,235,834.808
30.0,2,85,0.5,0.76,-38.038,50.0,155,-102.867,8,3.0,5,10.0,2.0,5,90.0,58,2157.5,11,0.377,7,0,39,829.912
110.0,0,64,0.42,0.81,38.0,2000.0,128,-84.984,32,6.0,5,20.0,7.0,6,120.0,232,2539.0,11,0.513,17,1,393,829.912
11.0,0,64,0.0,0.717,39.716,3.0,110,-103.098,3,2.0,2,22.0,10.0,6,105.0,34,1632.9,11,0.513,7,1,327,834.808
12.6,0,13,0.4,0.0,28.749,8.0,61,-115.637,8,1.0,5,17.0,8.0,7,120.0,321,2133.2,6,0.513,7,1,355,825.073
34.5,0,64,0.49,0.82,38.0,10.0,155,97.566,48,6.0,5,24.0,7.0,2,24.0,108,2038.0,11,0.513,7,1,217,815.562
90.0,4,37,0.38,0.717,37.0,2000.0,178,-95.433,46,5.0,5,18.0,6.0,6,90.0,392,876.0,11,0.513,12,0,285,825.073
21.8,0,115,0.447,0.827,38.934,0.6,61,-111.857,48,6.0,5,14.0,2.0,7,90.0,181,4395.0,11,0.0,7,1,381,825.073
9.8,4,38,0.48,0.73,44.566,1000.0,128,-101.417,46,2.0,5,13.0,9.0,2,30.0,391,1259.0,11,0.513,7,1,235,829.912
4.4,9,115,0.42,0.83,61.991,1.6,128,-102.098,48,6.0,51,23.0,2.0,2,150.0,111,2460.0,11,0.513,7,0,9,829.912
30.0,4,88,0.8,0.737,-38.767,500.0,110,-91.833,48,61.0,5,14.0,2.0,2,90.0,408,1140.0,11,0.513,12,0,129,829.912
13.8,4,88,0.26,0.828,31.922,0.1,110,-119.069,48,1.0,5,25.0,2.0,6,9.9,129,1519.0,11,0.0,4,1,353,860.182
63.8,0,82,0.32,0.719,51.816,1.0,44,-103.858,48,6.0,5,29.0,2.0,5,60.0,148,1334.8,11,0.513,7,1,335,841.0
19.9,2,42,0.29,0.717,49.0,50.0,110,-104.0,48,6.0,5,5.0,2.0,2,90.0,204,2191.8,11,0.513,7,1,345,870.769
15.6,2,115,0.26,0.61,-21.943,0.1,22,-101.038,7,3.0,5,32.0,2.0,2,15.2,313,1059.0,9,0.513,7,1,334,787.046
4.8,9,115,0.31,0.813,37.942,10.0,128,-108.716,48,6.0,5,15.0,3.0,5,24.5,321,1609.1,11,0.0,15,0,222,876.161
36.0,0,104,0.34,0.757,32.867,300.0,61,-105.867,48,21.1,5,23.0,8.0,51,36.0,36,1520.0,11,0.353,7,1,376,865.443
7.6,0,115,0.44,0.513,60.279,250.0,110,-103.828,48,6.0,5,27.0,3.0,9,39.2,226,1802.8,11,0.513,15,1,2,815.562
8.0,9,115,0.32,0.782,31.769,30.0,1101,-103.531,48,2.0,5,18.0,6.0,2,30.0,128,2133.5,11,0.513,150,1,113,825.073
57.0,0,36,0.38,0.823,56.717,35.0,61,-102.913,48,2.0,5,10.0,1.0,2,75.0,299,2126.4,11,0.513,6,1,438,892.744
60.0,0,38,0.25,0.717,41.766,3.0,155,-112.433,48,6.0,5,26.0,2.0,2,300.0,279,2952.0,11,0.513,7,1,338,766.938
30.0,0,115,0.3,0.823,50.766,20.0,69,-93.717,28,5.0,5,10.0,2.0,2,150.0,133,2793.5,11,0.513,12,1,173,842.0
12.5,0,78,0.46,0.82,42.738,1500.0,127,-102.716,48,6.0,5,22.0,4.0,6,120.0,222,0.0,11,0.513,7,1,285,854.985
3.8,0,13,0.33,0.76,39.633,2.0,155,-104.079,13,6.0,5,23.0,2.0,7,60.0,311,1050.0,11,0.513,12,0,267,825.073
24.8,0,95,0.27,0.66,63.945,100.0,110,-110.845,48,6.0,5,26.0,2.0,2,45.0,391,2280.0,11,0.0,17,0,8,854.985
36.0,2,40,0.27,0.707,50.838,90.0,110,-94.0,36,6.0,5,20.0,2.0,2,13.0,58,1625.0,11,0.513,17,1,7,829.912
12.4,3,75,0.28,0.73,28.818,3000.0,164,-102.912,18,2.0,5,16.0,2.0,6,120.0,341,584.0,11,0.513,17,1,127,834.808
16.4,0,104,0.29,0.73,-38.053,15.0,61,-108.069,48,3.0,5,23.0,10.0,2,21.0,36,1520.0,11,0.513,17,1,390,834.808
14.6,0,2,0.25,0.61,32.867,1000.0,61,-95.898,48,6.0,5,29.0,2.0,5,75.0,327,2157.0,6,0.513,12,0,231,762.488
135.0,0,117,0.0,0.83,55.959,5.0,128,-119.913,46,2.0,2,26.0,7.0,2,195.0,108,632.0,11,0.513,17,1,398,779.614
8.5,0,37,0.38,0.0,31.531,13.0,155,-104.096,48,5.0,5,20.0,7.0,2,390.0,61,1795.0,11,0.513,17,1,408,844.776
24.0,0,95,0.39,0.79,62.096,25.0,128,-71.732,48,2.0,5,27.0,2.0,5,150.0,317,1325.0,111,0.513,7,1,228,839.763
9.9,0,75,0.447,0.76,58.038,300.0,128,-96.717,8,6.0,5,25.0,2.0,2,225.0,204,2040.0,9,0.513,7,1,394,839.763
24.2,0,104,0.52,0.73,39.867,1000.0,128,-116.731,37,6.0,5,15.0,6.0,5,195.0,129,1845.0,11,0.0,15,1,391,852.85
10.9,3,115,0.45,0.61,50.149,1.0,128,-102.928,8,2.0,5,17.0,2.0,5,75.0,185,891.0,11,0.513,4,1,222,844.776
36.3,0,113,0.513,0.82,37.833,0.0,110,-134.943,50,5.0,5,12.0,4.0,7,49.4,306,2255.0,11,0.513,7,1,382,834.808
36.0,9,75,0.29,0.86,50.531,1820.0,128,-114.0,48,6.0,5,6.0,3.0,5,120.0,101,2100.0,11,0.513,7,1,222,834.808
17.0,0,37,0.4,0.749,46.75,100.0,178,-119.62,8,6.0,5,22.0,6.0,6,45.0,61,769.6,11,0.513,15,1,8,839.763
45.0,4,88,0.2,0.77,31.229,500.0,110,-94.912,48,6.0,5,10.0,10.0,2,60.0,148,1792.0,11,0.513,17,1,285,844.776
38.6,0,70,0.45,0.63,32.833,20.0,110,1.869,8,6.0,2,21.0,8.0,2,29.5,290,2116.0,9,0.513,17,1,38,847.478
8.6,3,98,0.27,0.827,53.1,1000.0,22,-113.817,48,2.0,5,10.0,2.0,6,33.0,308,1562.4,11,0.513,12,1,226,839.763
90.0,0,115,0.3,0.79,37.0,50.0,155,-102.038,48,6.0,5,24.0,6.0,6,90.0,290,1335.0,11,0.513,7,1,392,865.443
23.0,4,62,0.27,0.86,37.898,1.0,62,-103.817,48,6.0,2,25.0,4.0,12,39.0,394,881.0,11,0.513,12,0,279,839.763
8.3,9,82,0.38,0.83,50.199,600.0,155,-84.079,9,6.0,5,24.0,10.0,7,30.0,61,2640.0,9,0.513,17,0,36,865.443
12.8,4,115,0.43,0.77,48.541,100.0,110,-110.069,48,2.0,5,26.0,2.0,5,36.8,184,2181.0,11,0.513,15,1,104,792.744
12.0,2,117,0.23,0.73,41.638,0.1,110,-113.739,8,6.0,5,16.0,3.0,2,144.0,34,1337.0,11,0.513,21,1,6,801.7
8.8,9,75,0.32,0.717,28.631,200.0,110,-101.828,47,60.0,5,26.0,2.0,2,450.0,226,825.0,1,0.513,15,1,408,771.443
24.0,2,3,0.36,0.76,44.914,1.0,110,-108.917,31,2.0,5,10.0,6.0,4,90.0,294,1329.0,11,0.513,26,1,226,829.0
21.0,2,60,0.28,0.86,53.711,150.0,110,-105.149,48,6.0,5,17.0,1.0,2,25.0,327,2684.2,11,0.513,7,1,8,815.562
48.1,4,75,0.0,0.827,30.541,200.0,110,-102.862,48,6.0,5,32.0,2.0,6,30.0,36,2555.0,11,0.513,15,1,101,865.443
19.2,2,63,0.34,0.83,60.866,1000.0,110,-108.852,48,6.0,5,20.0,2.0,2,117.4,226,2639.9,11,0.513,15,1,356,829.912
5.8,3,65,0.26,0.793,58.913,1000.0,61,-119.766,48,6.0,5,17.333,6.0,5,90.0,384,1034.0,11,0.513,7,1,285,892.744
29.6,4,39,0.29,0.73,53.094,600.0,110,-105.862,48,6.0,5,13.0,2.0,6,26.6,69,2136.5,11,0.513,7,1,7,849.85
12.0,9,9,0.25,0.757,56.097,1000.0,46,-103.283,48,2.0,5,11.0,2.0,2,69.0,204,1492.8,11,0.27,7,0,437,839.763
8.5,2,1131,0.48,0.783,37.766,35.0,104,-103.823,48,3.0,5,21.0,3.0,6,27.0,121,3060.0,11,0.513,17,1,231,834.808
75.0,2,39,0.33,0.61,43.6,25.0,181,-102.638,46,6.0,3,14.0,2.0,8,120.0,185,2300.0,11,0.513,21,1,38,825.073
7.6,4,85,0.32,0.717,38.0,1000.0,166,-103.912,48,2.0,5,9.0,7.0,7,30.0,128,1215.0,11,0.513,12,0,9,844.776
4.5,9,63,0.29,0.77,49.039,30.0,61,-119.566,48,3.0,5,14.0,6.0,6,30.0,308,2786.0,11,0.513,17,0,115,839.763
60.0,4,38,0.42,0.778,32.667,100.0,155,-100.821,46,0.0,5,28.333,6.0,6,120.0,317,1584.0,9,0.513,7,1,63,859.585
30.0,0,3,0.34,0.717,37.766,0.1,110,-105.631,48,6.0,5,16.0,2.0,2,24.0,179,2153.3,11,0.513,7,1,381,849.85
120.0,0,64,0.0,0.777,38.283,20.0,155,-114.058,8,1.0,5,16.0,10.0,2,294.0,3061,3720.0,11,0.513,7,0,354,786.161
9.8,0,115,0.5,0.78,29.766,100.0,165,1.859,48,2.0,5,12.0,3.0,6,17.0,294,1632.8,11,0.513,17,1,267,832.808
15.0,3,75,0.7,0.61,32.766,200.0,155,-114.716,48,6.0,5,13.0,2.0,2,150.0,34,2280.0,9,0.513,15,1,335,829.912
26.0,0,64,0.5,0.76,36.268,1.0,22,-115.069,9,2.0,5,10.0,2.0,6,24.0,317,3283.0,11,0.513,21,1,108,825.073
6.5,0,63,0.5,0.82,26.874,3.0,110,-114.069,48,6.0,5,18.0,2.0,6,390.0,58,2560.0,11,0.513,7,1,389,849.85
13.0,4,64,0.25,0.77,-55.0,100.0,61,-114.267,9,6.0,5,18.0,2.0,2,14.4,228,2786.8,11,0.513,17,1,363,834.0
10.0,0,66,0.317,0.717,44.531,1.8,155,-100.918,48,6.0,5,12.0,2.0,2,45.0,178,1615.0,11,0.513,7,0,48,865.443
26.0,0,113,0.42,0.717,37.867,10.0,110,-103.283,48,2.0,5,15.0,2.0,2,295.0,362,1852.0,6,0.513,17,1,229,825.073
30.0,9,39,0.29,0.76,41.731,10.0,66,-101.834,48,6.0,5,20.0,2.0,2,105.0,63,1765.0,11,0.513,7,0,397,844.776
30.0,0,115,0.28,0.77,-17.133,100.0,110,-102.0,48,6.0,5,25.0,6.0,6,90.0,181,962.9,11,0.513,17,1,279,815.562
23.3,4,63,0.37,0.27,59.874,2000.0,178,2.638,9,6.0,5,22.0,3.0,2,49.8,108,483.8,11,0.513,12,1,8,865.443
30.0,0,63,0.45,0.66,32.62,1000.0,128,-112.199,48,6.0,5,25.0,6.0,5,180.0,294,1740.0,11,0.513,7,1,123,801.7
60.0,0,74,0.42,0.83,48.766,25.0,128,-71.819,48,5.0,5,27.0,6.0,5,45.0,311,2425.0,11,0.513,12,1,3880,839.763
4.3,0,37,0.42,0.83,55.938,450.0,34,-93.038,48,6.0,5,14.0,2.0,7,30.0,341,2445.0,11,0.513,17,1,104,829.912
12.8,4,115,0.7,0.837,-3.843,1.0,110,-63.0,48,1.0,5,16.0,2.0,6,90.0,317,1706.4,11,0.513,7,1,127,860.182
45.0,2,74,0.28,0.913,18.698,1000.0,110,-102.716,8,6.0,5,30.0,2.0,6,90.0,226,2128.2,11,0.513,7,0,232,834.808
6.0,2,104,0.39,0.717,37.874,150.0,178,-110.845,48,6.0,5,18.0,10.0,6,210.0,222,2581.0,11,0.513,15,0,117,865.443
36.0,0,83,0.32,0.7,31.928,1.5,110,-110.631,36,2.0,2,15.0,6.0,7,9.5,290,2415.4,11,0.513,17,1,338,825.073
