,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,usr,real_identifier
30,12.0,9.0,1500.0,110.0,85.0,1.2,1.8,124500.0,98765.0,2.1,420.0,1102300.0,89.0,0
31,6.0,3.0,1200.0,85.0,70.0,0.3,0.3,24500.0,102000.0,1.8,650.0,1035000.0,92.0,0
32,40.0,25.0,2100.0,180.0,120.0,2.1,2.5,400000.0,150000.0,3.2,300.0,1090000.0,78.0,0
33,0.0,0.0,300.0,27.0,33.0,0.1,0.1,10000.0,12000.0,1.0,6900.0,1790000.0,94.0,0
34,18.0,14.0,3400.0,240.0,160.0,3.0,3.2,280000.0,145000.0,4.0,250.0,1100000.0,83.0,0
35,1.0,0.0,400.0,22.0,20.0,0.2,0.2,8000.0,10000.0,1.1,7200.0,1800000.0,97.0,0
36,10.0,7.0,1700.0,130.0,90.0,0.5,0.6,35000.0,68000.0,2.5,400.0,1080000.0,90.0,0
37,3.0,2.0,1800.0,150.0,100.0,0.3,0.4,15000.0,30000.0,1.3,800.0,1020000.0,95.0,0
38,5.0,4.0,2600.0,200.0,130.0,1.0,1.1,60000.0,120000.0,2.0,350.0,1050000.0,88.0,0
39,2.0,1.0,650.0,40.0,30.0,0.1,0.1,9000.0,15000.0,1.2,6800.0,1780000.0,96.0,0
40,28.0,17.0,2154.0,156.0,118.0,1.6,2.3,128940.0,71486.0,2.7,1032.0,1259512.0,89.0,0
41,52.0,59.0,4879.0,512.0,189.0,4.23,4.3,146125.0,45830.0,0.9,178.0,901863.0,72.0,0
42,8.0,0.0,1892.0,219.0,192.0,1.5,2.1,82354.0,87461.0,1.7,1145.0,1075324.0,86.0,0
43,9.0,2.0,3011.0,263.0,217.0,2.6,3.1,109841.0,47698.0,1.2,234.0,1098215.0,83.0,0
44,10.0,4.0,2437.0,208.0,124.0,0.3,1.4,31246.0,55418.0,1.1,187.0,1093625.0,87.0,0
45,18.0,24.0,2041.0,312.0,89.0,0.3,0.3,215437.0,212984.0,3.1,547.0,1634583.0,93.0,0
46,1.0,0.0,812.0,52.0,42.0,0.5,0.3,51287.0,9654.0,0.9,5209.0,1702458.0,95.0,0
47,40.0,26.0,2135.0,409.0,196.0,5.12,3.45,578964.0,421509.0,387.0,73.0,27.0,0.0,0
48,0.0,0.0,612.0,87.0,79.0,0.2,0.2,14856.0,26198.0,1.2,358.0,1045892.0,98.0,0
49,0.0,0.0,7961.0,448.0,293.0,0.2,0.2,22584.0,59143.0,2.1,117.0,1012345.0,75.0,0
50,6.0,2.0,1140.0,112.0,90.0,1.2,0.6,143200.0,87643.0,1.4,1345.0,1761245.0,85.0,0
51,9.0,3.0,3020.0,280.0,185.0,1.6,1.0,390120.0,312450.0,3.0,2560.0,987643.0,83.0,0
52,2.0,1.0,750.0,90.0,87.0,0.4,0.2,23450.0,45678.0,1.1,390.0,1832456.0,94.0,0
53,13.0,7.0,1200.0,130.0,135.0,0.8,0.6,116543.0,39876.0,150.0,85.0,12000.0,0.0,0
54,5.0,0.0,1020.0,110.0,160.0,2.0,2.2,245678.0,56789.0,2.0,2100.0,1784321.0,87.0,0
55,7.0,4.0,900.0,136.0,78.0,0.6,0.8,109876.0,20987.0,480.0,76.0,9.0,0.0,0
56,10.0,5.0,2600.0,250.0,175.0,1.4,1.6,389012.0,301234.0,3.2,2700.0,1043210.0,84.0,0
57,4.0,1.0,650.0,85.0,80.0,2.4,1.0,201345.0,187654.0,1.3,5900.0,1876543.0,86.0,0
58,15.0,9.0,1450.0,140.0,130.0,0.2,0.4,134567.0,45678.0,180.0,80.0,12.0,0.0,0
59,3.0,0.0,920.0,90.0,190.0,2.2,2.0,256789.0,67890.0,2.2,2345.0,1765432.0,88.0,0
60,6.0,9.0,4012.0,275.0,147.0,0.6,1.6,312847.0,279165.0,2.8,1834.0,1183803.0,86.0,0
61,3.0,2.0,1586.0,114.0,89.0,0.6,0.6,131266.0,118382.0,2.0,4986.0,1682925.0,91.0,0
62,12.0,14.0,6923.0,493.0,257.0,2.0,3.0,638149.0,614980.0,3.0,1562.0,1219902.0,72.0,0
63,2.0,1.0,308.0,31.0,24.0,0.4,0.4,10269.0,9487.0,2.0,1012.0,1765031.0,95.0,0
64,8.0,7.0,3979.0,320.0,192.0,1.2,2.2,410792.0,387609.0,4.0,2351.0,1436879.0,81.0,0
65,1.0,1.0,223.0,18.0,23.0,0.2,0.2,7865.0,7250.0,1.4,6683.0,1913874.0,99.0,0
66,10.0,10.0,5148.0,462.0,276.0,1.6,2.6,534201.0,504938.0,3.2,1248.0,1364795.0,78.0,0
67,5.0,4.0,1743.0,190.0,112.0,0.6,0.8,289143.0,246515.0,2.4,3569.0,1089617.0,92.0,0
68,3.0,2.0,708.0,67.0,51.0,0.4,0.4,3675.0,23489.0,1.8,819.0,1109743.0,94.0,0
69,14.0,12.0,8457.0,734.0,615.0,3.8,1.8,873415.0,856102.0,1.2,982.0,1013624.0,65.0,0
70,8.0,2.0,2600.0,132.0,189.0,0.8,0.4,68400.0,43200.0,2.5,750.0,1210000.0,87.0,0
71,3.0,1.0,4100.0,310.0,290.0,0.4,0.2,89000.0,95000.0,2.1,280.0,1640000.0,89.0,0
72,7.0,3.0,1350.0,190.0,110.0,2.0,0.6,54000.0,12000.0,3.6,6100.0,1750000.0,91.0,0
73,15.0,14.0,6300.0,650.0,530.0,10.0,4.0,360000.0,50000.0,1.7,820.0,1040000.0,60.0,0
74,2.0,0.0,3800.0,380.0,320.0,0.2,0.2,77000.0,77500.0,2.8,300.0,1030000.0,88.0,0
75,10.0,9.0,1300.0,150.0,140.0,0.6,0.4,40000.0,55000.0,1.2,140.0,1010000.0,93.0,0
76,1.0,0.0,890.0,110.0,75.0,0.2,0.2,85000.0,120000.0,1.9,2000.0,1770000.0,89.0,0
77,6.0,5.0,4500.0,330.0,310.0,0.4,0.2,77000.0,77000.0,3.0,300.0,1040000.0,87.0,0
78,14.0,13.0,6400.0,660.0,540.0,12.0,5.0,370000.0,53000.0,1.6,830.0,1050000.0,58.0,0
79,4.0,1.0,4200.0,320.0,300.0,0.2,0.2,78000.0,78500.0,2.9,310.0,1040000.0,88.0,0
80,5.0,1.0,3200.0,400.0,280.0,1.0,1.2,200000.0,25000.0,2.0,750.0,1200000.0,85.0,0
81,8.0,0.0,4000.0,580.0,420.0,1.2,0.8,450000.0,90000.0,3.0,600.0,1100000.0,76.0,0
82,12.0,3.0,2400.0,320.0,210.0,0.6,1.4,120000.0,30000.0,2.2,900.0,1600000.0,88.0,0
83,3.0,0.0,2000.0,300.0,180.0,0.4,0.6,150000.0,20000.0,1.8,700.0,1300000.0,89.0,0
84,10.0,1.0,1500.0,120.0,80.0,0.2,0.2,10000.0,15000.0,2.0,1200.0,1800000.0,92.0,0
85,7.0,2.0,6000.0,500.0,350.0,2.0,1.0,600000.0,100000.0,4.0,200.0,900000.0,70.0,0
86,2.0,0.0,1800.0,200.0,140.0,0.8,0.4,80000.0,12000.0,2.5,500.0,1500000.0,93.0,0
87,4.0,0.0,2800.0,350.0,250.0,0.6,1.0,180000.0,40000.0,2.0,650.0,1400000.0,84.0,0
88,9.0,4.0,3500.0,400.0,300.0,1.0,0.6,300000.0,80000.0,3.0,400.0,1000000.0,77.0,0
89,6.0,0.0,1700.0,200.0,150.0,0.4,0.4,600000.0,550000.0,250.0,100.0,50000.0,0.0,0
90,41.0,47.0,3219.0,298.0,190.0,1.3,3.87,301892.0,37845.0,2.1,412.0,1045673.0,82.0,0
91,23.0,31.0,134.0,12.0,13.0,0.1,0.1,7942.0,7683.0,0.8,1765.0,1734289.0,97.0,0
92,1.0,0.0,1082.0,64.0,70.0,0.1,0.1,3352.0,81345.0,2.9,243.0,1698234.0,94.0,0
93,29.0,35.0,1098.0,137.0,118.0,2.85,0.9,76432.0,5672.0,1.5,6852.0,1843567.0,91.0,0
94,10.0,4.0,2341.0,241.0,136.0,4.98,4.72,723487.0,64592.0,0.9,512.0,1004876.0,76.0,0
95,3.0,1.0,742.0,48.0,40.0,0.3,0.5,10983.0,21284.0,0.9,157.0,991034.0,95.0,0
96,62.0,21.0,4321.0,187.0,115.0,2.2,7.13,468324.0,51283.0,4.1,143.0,1298765.0,69.0,0
97,7.0,0.0,1823.0,298.0,258.0,4.7,1.3,130482.0,18432.0,1.3,397.0,1712456.0,86.0,0
98,33.0,49.0,1384.0,172.0,134.0,0.1,0.1,15432.0,37842.0,1.4,612.0,1104567.0,91.0,0
99,52.0,56.0,5248.0,312.0,205.0,0.3,0.3,115432.0,94321.0,1.1,215.0,968432.0,79.0,0
100,3.0,1.0,2873.0,203.0,145.0,0.5,0.7,241202.0,131427.0,2.1,223.0,1083546.0,89.0,0
101,18.0,3.0,3412.0,251.0,143.0,0.9,1.1,390124.0,69710.0,3.8,346.0,1578921.0,89.0,0
102,3.0,3.0,2047.0,293.0,288.0,0.5,1.5,60241.0,34376.0,1.8,567.0,1072365.0,94.0,0
103,1.0,1.0,294.0,33.0,32.0,0.3,0.3,114803.0,36251.0,1.5,2143.0,1806910.0,92.0,0
104,75.0,88.0,2284.0,259.0,145.0,1.5,9.89,314573.0,159487.0,9.5,358.0,1364058.0,80.0,0
105,1.0,1.0,212.0,18.0,23.0,0.3,0.3,25138.0,36010.0,1.1,2984.0,1810739.0,98.0,0
106,231.0,114.0,5387.0,583.0,486.0,5.8,1.7,293707.0,163403.0,1.1,146.0,1043687.0,67.0,0
107,6.0,4.0,3748.0,275.0,214.0,1.1,4.02,628348.0,106322.0,1.1,249.0,1028073.0,87.0,0
108,2.0,1.0,3487.0,152.0,115.0,0.3,0.3,4438.0,19230.0,1.3,704.0,1774203.0,95.0,0
109,44.0,25.0,4219.0,268.0,160.0,3.4,4.2,410344.0,49804.0,7.5,362.0,1347862.0,79.0,0
110,3.0,1.0,2100.0,100.0,100.0,0.3,0.3,10000.0,50000.0,2.2,1000.0,1500000.0,95.0,0
111,2.0,0.0,180.0,15.0,15.0,0.1,0.1,700.0,7000.0,1.0,500.0,1800000.0,98.0,0
112,15.0,10.0,2500.0,180.0,120.0,0.5,0.8,40000.0,30000.0,3.0,8000.0,1400000.0,92.0,0
113,0.0,0.0,1900.0,100.0,110.0,0.2,0.2,150000.0,250000.0,2.5,100.0,1500000.0,94.0,0
114,40.0,50.0,3500.0,150.0,110.0,5.0,10.0,70000.0,20000.0,2.0,200.0,1000000.0,75.0,0
115,3.0,0.0,2700.0,200.0,170.0,1.0,5.0,60000.0,70000.0,1.5,700.0,1100000.0,85.0,0
116,8.0,0.0,1500.0,160.0,80.0,1.5,1.5,300000.0,60000.0,2.8,1200.0,1500000.0,91.0,0
117,4.0,1.0,3400.0,250.0,200.0,0.5,0.5,250000.0,70000.0,0.8,500.0,900000.0,86.0,0
118,10.0,5.0,2000.0,200.0,120.0,1.0,2.0,150000.0,40000.0,3.5,100.0,100000.0,0.0,0
119,1.0,0.0,180.0,15.0,30.0,0.1,0.1,1000.0,20000.0,1.0,6000.0,1900000.0,99.0,0
120,27.0,32.0,2716.0,309.0,187.0,1.0,0.5,419590.0,118738.0,3.8,320.0,1415234.0,78.0,0
121,4.0,2.0,1752.0,118.0,113.0,2.8,2.2,91453.0,10587.0,2.0,147.0,1760210.0,92.0,0
122,98.0,124.0,4287.0,383.0,235.0,0.9,0.3,528362.0,141902.0,5.0,267.0,1308952.0,73.0,0
123,10.0,0.0,1543.0,125.0,75.0,1.6,1.1,315477.0,33855.0,2.6,146.0,1558367.0,88.0,0
124,63.0,79.0,2854.0,346.0,83.0,1.4,0.7,224385.0,46153.0,6.4,283.0,1272548.0,85.0,0
125,2.0,0.0,2241.0,82.0,97.0,0.3,0.3,40289.0,12456.0,2.2,142.0,1714095.0,94.0,0
126,8.0,1.0,335.0,24.0,81.0,0.7,1.2,24718.0,121354.0,2.0,6410.0,1716049.0,96.0,0
127,1.0,0.0,1175.0,99.0,53.0,0.2,0.2,112345.0,16089.0,2.0,137.0,1024014.0,94.0,0
128,55.0,68.0,2347.0,369.0,213.0,0.5,1.9,190482.0,78634.0,139.0,85.0,15.0,0.0,0
129,3.0,0.0,2148.0,183.0,157.0,2.7,3.1,253467.0,231458.0,2.3,247.0,1140235.0,81.0,0
130,2.0,0.0,2132.0,311.0,243.0,2.6,3.0,216141.0,117763.0,1.8,470.0,1820692.0,88.0,0
131,3.0,0.0,1277.0,153.0,133.0,0.2,0.4,143565.0,105561.0,1.4,8657.0,1867370.0,93.0,0
132,7.0,1.0,2355.0,324.0,305.0,5.6,2.2,178623.0,91754.0,1.4,6324.0,1848367.0,83.0,0
133,0.0,0.0,374.0,53.0,53.0,0.2,0.2,53697.0,72845.0,1.0,2173.0,1778542.0,90.0,0
134,10.0,2.0,1518.0,170.0,76.0,0.4,0.4,192747.0,20299.0,2.0,2387.0,1709813.0,95.0,0
135,6.0,1.0,2084.0,180.0,101.0,4.4,3.8,134678.0,9231.0,2.0,1621.0,1758345.0,87.0,0
136,1.0,0.0,253.0,45.0,27.0,0.2,0.2,24742.0,10265.0,1.2,8763.0,1846389.0,96.0,0
137,24.0,34.0,168.0,9.0,18.0,0.2,0.2,7362.0,19843.0,1.2,7940.0,1889732.0,99.0,0
138,220.0,210.0,4300.0,412.0,261.0,1.4,2.2,401385.0,168947.0,3.6,437.0,1345523.0,86.0,0
139,0.0,0.0,248.0,36.0,38.0,0.0,0.0,2743.0,6110.0,2.2,598.0,1757012.0,92.0,0
140,14.0,3.0,2284.0,131.0,98.0,0.4,1.6,195323.0,41518.0,1.6,630.0,1548392.0,71.0,0
141,12.0,2.0,3861.0,163.0,130.0,1.0,2.0,412874.0,32972.0,4.0,1840.0,1738912.0,85.0,0
142,6.0,1.0,1871.0,99.0,78.0,0.6,1.0,122805.0,16704.0,1.8,1481.0,1646578.0,89.0,0
143,4.0,2.0,2974.0,120.0,94.0,10.2,12.4,378901.0,25483.0,2.4,978.0,1387643.0,61.0,0
144,5.0,0.0,1206.0,81.0,57.0,0.4,0.6,89643.0,14190.0,2.6,1012.0,1842751.0,94.0,0
145,3.0,0.0,1135.0,70.0,45.0,0.2,0.2,18934.0,11348.0,1.0,1053.0,1886432.0,98.0,0
146,28.0,5.0,3480.0,154.0,88.0,4.0,6.0,326871.0,45120.0,3.2,1529.0,1149570.0,67.0,0
147,1.0,0.0,385.0,53.0,45.0,0.2,0.2,2738.0,12354.0,2.0,1024.0,1743902.0,99.0,0
148,10.0,3.0,1900.0,112.0,85.0,0.4,0.6,148902.0,21456.0,1.4,1235.0,1894625.0,88.0,0
149,2.0,0.0,947.0,68.0,46.0,0.2,0.2,6432.0,19843.0,2.1,946.0,1619473.0,95.0,0
150,39.0,27.0,3154.0,298.0,169.0,1.2,0.6,387491.0,203510.0,2.5,523.0,1106415.0,83.0,0
151,18.0,12.0,1027.0,385.0,137.0,0.3,0.1,612845.0,598713.0,701.0,82.0,4.0,0.0,0
152,0.0,0.0,689.0,62.0,46.0,0.1,0.1,1927.0,11245.0,2.0,713.0,1738942.0,97.0,0
153,62.0,58.0,4532.0,312.0,217.0,2.1,1.5,214783.0,51248.0,2.4,307.0,1078923.0,79.0,0
154,2.0,0.0,1373.0,293.0,134.0,0.3,0.3,5912.0,24879.0,2.0,126.0,1049355.0,93.0,0
155,50.0,42.0,5328.0,689.0,541.0,10.8,6.2,438912.0,67148.0,2.0,409.0,1026541.0,57.0,0
156,1.0,0.0,1467.0,141.0,113.0,0.5,0.7,27483.0,19127.0,2.6,158.0,1092846.0,89.0,0
157,4.0,3.0,712.0,70.0,57.0,0.3,0.3,14238.0,19157.0,2.0,179.0,1018423.0,94.0,0
158,24.0,18.0,4761.0,418.0,265.0,2.3,3.0,537842.0,289415.0,3.9,857.0,1339874.0,81.0,0
159,1.0,0.0,1398.0,307.0,141.0,0.2,0.2,6432.0,26348.0,2.0,129.0,1052934.0,91.0,0
160,19.0,23.0,5324.0,312.0,265.0,2.1,2.8,237413.0,161492.0,2.7,741.0,1346995.0,78.0,0
161,12.0,3.0,3918.0,148.0,133.0,0.8,0.9,39125.0,21348.0,1.4,329.0,1039240.0,87.0,0
162,35.0,32.0,3715.0,187.0,158.0,1.3,3.6,142387.0,174358.0,1.8,292.0,1053441.0,82.0,0
163,28.0,5.0,6791.0,413.0,307.0,0.9,0.7,109381.0,34278.0,1.1,1039.0,1745389.0,89.0,0
164,5.0,1.0,4129.0,302.0,291.0,3.0,1.5,524186.0,689352.0,2.4,133.0,1028439.0,73.0,0
165,10.0,0.0,2659.0,89.0,78.0,1.7,8.5,67819.0,3187.0,4.9,934.0,1642931.0,96.0,0
166,206.0,201.0,6142.0,743.0,567.0,7.8,2.3,1038472.0,201497.0,3.6,163.0,1073482.0,60.0,0
167,38.0,48.0,3467.0,207.0,165.0,0.9,4.1,247836.0,112348.0,3.0,375.0,1378423.0,83.0,0
168,27.0,16.0,4589.0,497.0,186.0,9.8,10.2,398472.0,201345.0,5.5,2893.0,1034823.0,67.0,0
169,33.0,29.0,3841.0,189.0,162.0,2.0,2.9,115438.0,164321.0,1.7,338.0,984329.0,85.0,0
170,18.0,12.0,4125.0,389.0,137.0,2.8,5.4,211894.0,63219.0,3.2,876.0,1404523.0,72.0,0
171,4.0,1.0,2387.0,95.0,66.0,0.6,0.8,184923.0,21567.0,2.0,4219.0,1697341.0,91.0,0
172,59.0,26.0,6912.0,401.0,204.0,6.9,7.1,312745.0,85342.0,4.8,312.0,1067214.0,69.0,0
173,1.0,2.0,184.0,32.0,28.0,0.3,0.4,28971.0,14056.0,1.0,6142.0,1856714.0,98.0,0
174,7.0,3.0,1942.0,158.0,89.0,1.2,2.6,123846.0,18472.0,2.4,532.0,1152486.0,84.0,0
175,37.0,10.0,3148.0,229.0,117.0,8.7,10.3,498321.0,62145.0,3.0,483.0,1043214.0,66.0,0
176,0.0,0.0,168.0,38.0,22.0,0.1,0.1,26843.0,24987.0,1.8,5936.0,1864235.0,99.0,0
177,3.0,0.0,523.0,68.0,26.0,2.4,2.8,314982.0,9432.0,2.0,4732.0,1839421.0,90.0,0
178,2.0,0.0,308.0,41.0,37.0,0.7,0.7,28431.0,9412.0,1.0,6724.0,1847216.0,97.0,0
179,61.0,32.0,2984.0,192.0,141.0,4.1,4.3,184732.0,147219.0,5.6,3542.0,1593214.0,85.0,0
180,9.0,3.0,2845.0,201.0,146.0,0.4,0.2,241498.0,101902.0,2.0,421.0,1008369.0,85.0,0
181,31.0,10.0,1974.0,187.0,116.0,0.6,0.6,594020.0,457367.0,1.0,79.0,28.0,0.0,0
182,4.0,1.0,3521.0,488.0,253.0,0.2,0.2,9261.0,38343.0,1.0,657.0,1045618.0,89.0,0
183,14.0,1.0,1299.0,182.0,159.0,0.8,1.0,210419.0,85201.0,3.0,1628.0,1612842.0,91.0,0
184,62.0,70.0,1762.0,193.0,119.0,1.0,1.4,586814.0,451125.0,2597.0,83.0,33.0,0.0,0
185,2.0,0.0,1156.0,293.0,245.0,0.2,0.2,236765.0,204204.0,2.0,1703.0,1789842.0,94.0,0
186,1.0,0.0,2483.0,161.0,114.0,0.6,1.6,190241.0,126391.0,6.0,142.0,1004567.0,86.0,0
187,19.0,0.0,1243.0,177.0,158.0,1.0,0.8,216834.0,89457.0,3.0,1584.0,1552934.0,93.0,0
188,2.0,0.0,1902.0,60.0,49.0,1.4,4.2,49217.0,6658.0,1.8,4631.0,1843961.0,91.0,0
189,3.0,2.0,5082.0,279.0,178.0,0.2,0.2,9723.0,34540.0,1.0,601.0,1072157.0,87.0,0
190,17.0,4.0,2413.0,147.0,104.0,0.8,2.6,198345.0,31296.0,1.4,1643.0,1467897.0,91.0,0
191,8.0,7.0,3240.0,235.0,167.0,4.6,12.2,112037.0,71603.0,2.2,312.0,921846.0,84.0,0
192,26.0,1.0,1672.0,121.0,88.0,1.0,1.0,28942.0,24115.0,1.0,7915.0,1946301.0,93.0,0
193,13.0,10.0,4329.0,201.0,194.0,5.4,10.6,50214.0,79345.0,3.0,184.0,346711.0,75.0,0
194,10.0,5.0,1109.0,89.0,78.0,0.6,0.6,61823.0,14761.0,1.0,2310.0,1789432.0,90.0,0
195,24.0,6.0,3027.0,310.0,235.0,6.8,18.4,383901.0,194278.0,3.8,97.0,75421.0,68.0,0
196,3.0,2.0,1035.0,76.0,64.0,0.4,0.4,21948.0,19864.0,1.0,6842.0,1894701.0,96.0,0
197,19.0,2.0,2941.0,134.0,109.0,2.0,5.0,98764.0,29145.0,2.0,1378.0,1672894.0,86.0,0
198,6.0,8.0,1784.0,142.0,131.0,3.2,7.8,48612.0,65294.0,2.4,523.0,1128473.0,81.0,0
199,1.0,0.0,258.0,27.0,30.0,0.2,0.2,19843.0,18621.0,1.0,7341.0,1912746.0,98.0,0
200,13.0,4.0,1382.0,107.0,90.0,1.0,2.0,151967.0,104535.0,2.0,238.0,1187631.0,81.0,0
201,1.0,2.0,430.0,24.0,21.0,0.2,0.2,12078.0,24766.0,1.0,348.0,1048282.0,97.0,0
202,10.0,18.0,1563.0,124.0,101.0,0.2,0.2,226075.0,72227.0,1.0,1007.0,1301999.0,90.0,0
203,2.0,0.0,318.0,55.0,35.0,0.2,0.2,258162.0,271363.0,1.5,3973.0,1826982.0,94.0,0
204,5.0,12.0,1821.0,143.0,118.0,0.4,1.2,194264.0,32273.0,1.0,181.0,1043820.0,70.0,0
205,1.0,0.0,590.0,32.0,36.0,0.2,0.2,4689.0,19604.0,1.3,271.0,1004927.0,96.0,0
206,25.0,3.0,1785.0,179.0,172.0,0.0,0.0,90384.0,148520.0,2.7,358.0,1521873.0,92.0,0
207,0.0,0.0,313.0,78.0,47.0,0.2,0.2,260121.0,264986.0,2.1,3694.0,1807498.0,93.0,0
208,16.0,23.0,192.0,22.0,19.0,0.2,0.2,9874.0,5835.0,1.0,8840.0,1846073.0,98.0,0
209,34.0,49.0,1687.0,142.0,110.0,0.2,0.2,263607.0,95542.0,1.0,1196.0,1096381.0,88.0,0
210,2.0,0.0,1435.0,110.0,68.0,0.4,0.4,298465.0,30421.0,3.0,1042.0,1682476.0,93.0,0
211,7.0,2.0,1923.0,208.0,154.0,1.0,2.0,342179.0,109456.0,2.6,814.0,1245634.0,87.0,0
212,0.0,0.0,489.0,59.0,38.0,0.2,0.2,13456.0,12543.0,1.2,674.0,1797843.0,96.0,0
213,12.0,9.0,1154.0,137.0,109.0,2.0,3.0,87432.0,76541.0,2.4,612.0,1724563.0,81.0,0
214,1.0,0.0,543.0,47.0,29.0,0.4,0.4,21435.0,34567.0,1.0,602.0,1823456.0,94.0,0
215,23.0,18.0,1367.0,189.0,145.0,1.4,2.4,234567.0,345678.0,3.6,124.0,112345.0,0.0,0
216,0.0,0.0,412.0,37.0,21.0,0.2,0.2,1543.0,12345.0,1.0,592.0,1743256.0,97.0,0
217,4.0,1.0,1743.0,215.0,127.0,0.6,0.6,298453.0,42345.0,1.0,478.0,1123456.0,91.0,0
218,6.0,3.0,1089.0,98.0,102.0,0.8,1.2,24567.0,56789.0,2.0,521.0,1567890.0,95.0,0
219,1.0,0.0,502.0,58.0,49.0,0.6,0.6,17890.0,14321.0,1.0,7234.0,1876543.0,98.0,0
220,26.0,19.0,2985.0,230.0,160.0,1.0,0.6,112560.0,79820.0,1.5,412.0,1139042.0,89.0,0
221,35.0,30.0,4210.0,350.0,290.0,3.8,1.8,198450.0,56320.0,2.2,268.0,1462030.0,79.0,0
222,14.0,3.0,1720.0,130.0,118.0,0.2,0.2,134560.0,128790.0,3.0,2420.0,1623450.0,92.0,0
223,43.0,26.0,3320.0,280.0,220.0,1.5,1.5,148900.0,82340.0,2.8,300.0,1045600.0,87.0,0
224,18.0,12.0,2140.0,190.0,135.0,2.1,2.1,108760.0,53210.0,3.0,430.0,1098760.0,83.0,0
225,30.0,22.0,4560.0,300.0,270.0,0.4,0.4,210500.0,105400.0,4.0,115.0,978400.0,75.0,0
226,10.0,2.0,1650.0,150.0,120.0,0.3,0.3,132450.0,123400.0,3.2,2300.0,1567890.0,93.0,0
