,Age,FrequentFlyer,AnnualIncomeClass,ServicesOpted,AccountSyncedToSocialMedia,BookedHotelOrNot,Target,real_identifier
139,33,0,1,3,1,0,0,0
140,32,0,2,3,1,1,0,0
141,29,0,1,5,0,0,1,0
142,35,0,2,6,1,1,0,0
143,26,0,1,2,0,0,1,0
144,33,0,2,4,1,0,0,0
145,31,0,1,3,1,1,0,0
146,36,0,2,5,1,1,0,0
147,27,0,1,6,0,0,1,0
148,30,0,2,3,1,0,0,0
149,34,0,1,4,1,1,0,0
150,35,1,2,4,1,0,0,0
151,29,0,1,2,0,1,1,0
152,33,2,0,3,0,0,0,0
153,38,2,1,2,1,0,1,0
154,32,0,2,5,0,1,0,0
155,39,1,1,1,1,0,0,0
156,26,0,1,6,0,1,1,0
157,36,0,2,2,0,0,0,0
158,31,2,0,4,0,0,0,0
159,35,1,1,3,1,0,1,0
160,32,1,2,2,1,1,0,0
161,28,0,1,1,0,0,0,0
162,34,2,1,2,0,1,0,0
163,29,1,0,1,1,0,0,0
164,31,0,2,2,0,1,0,0
165,33,2,0,1,1,1,0,0
166,30,1,1,2,0,0,0,0
167,35,0,1,1,1,1,0,0
168,32,2,2,1,0,0,0,0
169,29,1,0,2,1,1,0,0
170,32,0,2,3,1,0,0,0
171,29,0,1,5,0,0,0,0
172,35,2,1,2,1,0,1,0
173,31,0,2,4,0,0,0,0
174,36,2,0,1,0,1,0,0
175,30,0,1,3,1,0,0,0
176,33,2,1,5,1,0,1,0
177,34,0,2,2,0,0,0,0
178,32,2,1,1,0,0,0,0
179,29,0,2,5,1,0,0,0
180,32,1,2,4,1,1,0,0
181,39,0,1,2,1,0,1,0
182,35,2,2,5,0,1,0,0
183,29,1,1,3,0,1,0,0
184,30,0,2,1,1,0,0,0
185,37,2,1,6,1,1,1,0
186,34,0,2,4,0,0,0,0
187,31,1,1,2,1,1,0,0
188,38,0,2,5,1,1,0,0
189,33,2,2,3,0,0,1,0
190,31,0,1,2,1,0,1,0
191,36,2,2,4,0,1,0,0
192,28,0,1,3,0,0,1,0
193,35,0,2,5,1,0,0,0
194,32,0,1,2,0,1,0,0
195,39,0,2,6,0,1,0,0
196,29,2,0,2,1,0,1,0
197,34,0,2,4,0,1,0,0
198,30,0,1,3,1,0,1,0
199,37,0,2,5,0,0,0,0
200,32,1,2,2,1,0,0,0
201,36,0,1,3,0,1,0,0
202,30,2,2,1,1,0,1,0
203,39,1,1,2,0,0,0,0
204,33,0,2,4,1,1,0,0
205,35,2,1,2,0,0,1,0
206,31,1,1,3,1,1,0,0
207,38,0,2,1,0,0,0,0
208,34,2,2,3,1,1,1,0
209,37,1,1,2,0,0,0,0
210,28,0,2,3,1,0,0,0
211,32,0,1,2,1,0,0,0
212,26,1,2,4,0,0,0,0
213,34,0,1,1,1,0,0,0
214,29,0,2,2,0,0,1,0
215,38,2,0,2,1,0,1,0
216,30,0,2,4,0,0,0,0
217,27,1,1,3,1,0,0,0
218,35,0,2,1,0,0,0,0
219,31,0,1,4,0,0,0,0
220,29,0,1,3,1,1,0,0
221,31,1,2,5,0,1,0,0
222,35,0,2,2,1,0,0,0
223,32,0,1,1,0,1,0,0
224,36,1,2,4,0,0,0,0
225,30,0,2,3,1,0,0,0
226,33,0,1,2,1,1,0,0
227,28,0,1,1,0,0,1,0
228,34,0,2,1,0,1,0,0
229,31,1,2,6,1,0,0,0
230,32,2,1,5,0,0,1,0
231,35,0,2,3,1,1,0,0
232,29,2,0,6,0,0,1,0
233,38,0,1,2,0,0,0,0
234,31,2,2,4,1,1,1,0
235,30,0,0,3,0,0,0,0
236,36,2,1,5,0,1,1,0
237,33,0,2,2,1,0,0,0
238,34,2,0,6,0,0,1,0
239,37,0,1,4,0,1,0,0
240,29,0,1,3,0,1,0,0
241,33,2,0,5,0,0,1,0
242,32,0,2,4,1,1,0,0
243,28,0,1,2,0,0,1,0
244,31,0,2,6,0,1,0,0
245,35,2,1,3,0,0,0,0
246,30,0,0,5,0,1,1,0
247,34,0,2,1,1,0,1,0
248,27,2,0,4,0,0,0,0
249,36,0,1,6,0,1,1,0
250,31,0,2,2,1,0,0,0
251,36,0,1,4,0,1,0,0
252,39,0,2,1,1,0,0,0
253,32,0,2,3,0,1,0,0
254,30,0,1,2,1,0,0,0
255,37,0,1,4,1,1,0,0
256,38,0,2,2,0,0,0,0
257,33,0,2,1,1,1,0,0
258,30,0,1,3,0,0,0,0
259,36,0,2,4,1,0,0,0
260,31,0,1,2,1,0,0,0
261,36,0,1,1,0,0,0,0
262,32,0,2,4,0,1,0,0
263,29,0,1,1,1,0,1,0
264,37,0,1,2,0,0,0,0
265,26,0,2,4,1,1,0,0
266,35,2,0,1,1,0,0,0
267,31,0,1,1,0,0,0,0
268,30,0,2,4,1,1,0,0
269,33,0,1,2,1,0,1,0
270,31,1,1,4,1,0,1,0
271,36,0,2,3,0,1,0,0
272,32,2,0,1,1,0,1,0
273,29,1,1,5,1,1,1,0
274,37,0,1,2,0,0,0,0
275,34,2,2,4,1,1,0,0
276,30,0,0,3,1,0,1,0
277,35,1,1,1,0,1,0,0
278,33,0,2,5,1,0,1,0
279,31,2,1,2,0,0,0,0
280,32,1,2,5,1,0,0,0
281,35,0,1,2,0,1,0,0
282,28,0,2,3,1,1,0,0
283,33,1,2,4,0,0,0,0
284,36,0,2,6,1,1,0,0
285,29,0,1,2,0,0,0,0
286,31,2,2,5,1,0,0,0
287,34,0,1,3,1,1,0,0
288,30,1,2,2,0,0,0,0
289,38,0,2,5,0,1,0,0
290,32,0,1,3,1,1,1,0
291,35,2,0,4,0,0,0,0
292,29,0,2,2,0,1,0,0
293,31,0,1,5,1,0,1,0
294,33,2,0,3,1,1,1,0
295,38,0,2,1,0,0,0,0
296,30,2,1,6,0,1,1,0
297,34,0,2,4,1,0,0,0
298,28,0,1,3,1,1,1,0
299,37,2,0,2,0,0,0,0
300,29,1,2,2,0,1,0,0
301,39,0,1,3,1,0,1,0
302,32,2,0,1,0,1,0,0
303,28,0,2,2,0,0,0,0
304,36,1,1,1,1,1,0,0
305,33,0,2,3,0,0,1,0
306,38,2,0,2,0,1,0,0
307,35,1,1,1,0,0,0,0
308,31,0,2,2,1,1,1,0
309,34,2,1,3,0,0,0,0
310,31,1,2,3,0,1,1,0
311,39,0,1,2,1,0,0,0
312,25,2,2,1,0,1,1,0
313,35,1,0,4,0,0,1,0
314,30,0,2,2,1,1,0,0
315,38,2,1,3,0,0,1,0
316,26,1,1,1,0,1,0,0
317,33,0,0,2,1,0,0,0
318,29,2,2,4,0,1,1,0
319,36,1,1,3,0,0,0,0
320,32,1,1,2,0,0,0,0
321,35,2,0,5,0,1,1,0
322,29,0,2,3,0,0,0,0
323,31,1,1,2,0,0,0,0
324,33,2,1,4,0,1,1,0
325,28,0,2,3,0,0,0,0
326,34,1,0,5,0,1,1,0
327,30,0,1,2,1,0,1,0
328,32,2,2,4,0,1,1,0
329,29,0,1,2,0,0,0,0
330,30,0,1,3,1,1,0,0
331,35,0,2,2,0,0,0,0
332,32,0,1,4,1,1,0,0
333,38,0,1,1,0,1,0,0
334,31,0,2,1,1,0,0,0
335,39,1,0,2,0,0,0,0
336,30,0,1,3,0,1,0,0
337,36,0,1,2,0,0,0,0
338,33,0,2,4,1,1,0,0
339,29,1,1,2,0,1,0,0
340,29,1,1,2,1,0,0,0
341,32,0,1,4,0,1,1,0
342,35,2,1,1,0,0,0,0
343,26,0,0,3,1,0,1,0
344,33,1,1,3,1,0,0,0
345,36,0,1,2,0,1,1,0
346,31,2,0,1,0,0,1,0
347,30,1,1,4,1,0,0,0
348,28,0,1,1,1,1,0,0
349,34,2,1,2,0,0,1,0
350,35,0,1,3,1,0,0,0
351,29,2,0,2,0,1,1,0
352,39,0,2,5,0,1,0,0
353,32,0,1,4,1,0,0,0
354,34,2,1,1,0,0,1,0
355,38,0,1,3,0,1,0,0
356,31,2,0,2,1,0,1,0
357,36,0,2,6,0,0,0,0
358,33,0,1,5,1,1,0,0
359,37,2,1,4,0,1,0,0
360,29,2,1,3,1,1,1,0
361,35,0,2,5,0,1,0,0
362,32,1,1,2,1,0,1,0
363,33,2,0,5,0,0,1,0
364,28,2,1,1,0,1,1,0
365,36,1,2,3,1,0,1,0
366,31,2,0,4,1,1,1,0
367,30,0,1,5,0,1,0,0
368,34,1,2,1,0,0,0,0
369,29,2,1,2,1,0,1,0
370,35,1,1,2,1,0,1,0
371,32,0,2,4,0,1,0,0
372,39,2,1,2,0,0,0,0
373,26,0,2,1,1,0,0,0
374,33,1,1,3,0,1,1,0
375,30,0,2,2,0,0,0,0
376,36,2,1,1,1,0,0,0
377,29,0,1,4,0,1,0,0
378,38,1,2,3,1,0,1,0
379,34,0,1,2,0,0,0,0
380,30,0,1,2,1,0,1,0
381,33,1,1,3,0,1,0,0
382,38,0,2,2,1,0,0,0
383,32,2,1,4,1,1,1,0
384,35,0,1,1,0,0,0,0
385,29,1,1,5,1,1,0,0
386,36,0,2,3,0,1,0,0
387,31,2,1,2,1,0,1,0
388,34,1,1,4,0,1,0,0
389,37,0,1,1,1,0,1,0
390,32,2,1,3,1,1,1,0
391,29,1,2,2,0,1,0,0
392,35,2,0,4,0,0,1,0
393,33,1,1,6,1,1,0,0
394,38,0,2,1,0,0,1,0
395,31,2,1,5,0,1,1,0
396,30,1,0,3,1,0,0,0
397,36,2,1,2,0,1,0,0
398,34,1,2,6,0,0,1,0
399,37,0,1,4,1,1,1,0
400,31,2,1,2,0,0,1,0
401,29,0,2,5,1,1,0,0
402,36,2,0,3,0,0,0,0
403,32,0,1,4,0,1,0,0
404,33,2,1,1,0,0,1,0
405,28,0,2,6,0,1,0,0
406,35,2,0,2,0,0,1,0
407,30,0,2,3,1,1,0,0
408,34,0,1,5,0,0,0,0
409,29,2,1,1,0,0,1,0
410,29,0,1,2,0,1,0,0
411,35,2,1,1,0,0,1,0
412,32,0,2,3,1,0,0,0
413,39,0,1,2,1,1,0,0
414,28,0,0,1,0,0,0,0
415,33,2,2,1,0,1,1,0
416,31,0,1,3,1,0,0,0
417,36,0,2,2,0,1,0,0
418,29,2,0,1,0,0,1,0
419,34,0,1,1,1,1,0,0
420,32,1,2,2,0,0,0,0
421,39,0,1,4,1,0,0,0
422,26,0,2,1,0,0,1,0
423,35,2,2,3,0,1,0,0
424,31,0,0,2,1,0,0,0
425,33,1,2,4,0,0,0,0
426,40,0,1,2,1,0,0,0
427,28,0,2,3,0,1,0,0
428,36,1,2,1,0,0,0,0
429,29,0,0,4,1,0,0,0
430,29,1,2,3,1,1,0,0
431,35,2,1,2,0,0,1,0
432,32,0,2,1,1,0,0,0
433,30,2,1,1,1,1,1,0
434,38,0,2,4,0,0,1,0
435,34,1,2,2,0,1,0,0
436,28,2,1,3,1,0,1,0
437,31,0,2,1,0,0,0,0
438,37,2,1,2,1,1,0,0
439,35,1,2,3,0,0,1,0
440,35,0,1,2,1,1,0,0
441,38,2,2,1,0,0,0,0
442,27,0,1,5,1,1,1,0
443,36,0,2,2,0,1,0,0
444,34,2,0,3,1,0,1,0
445,37,0,1,1,0,1,0,0
446,35,0,2,4,1,0,0,0
447,38,0,2,2,1,1,0,0
448,27,2,1,5,0,1,1,0
449,36,0,2,1,0,0,0,0
450,32,2,1,3,0,0,1,0
451,35,1,0,2,1,1,0,0
452,27,0,2,1,0,0,0,0
453,33,2,1,4,0,1,1,0
454,36,1,0,3,1,0,0,0
455,29,0,1,2,0,1,0,0
456,30,2,1,1,0,0,0,0
457,28,1,2,4,1,1,1,0
458,34,0,1,3,0,0,0,0
459,31,2,0,2,0,1,1,0
460,29,1,2,3,1,0,1,0
461,32,0,1,2,0,1,0,0
462,36,2,0,5,1,1,1,0
463,33,1,2,6,0,0,0,0
464,28,0,2,3,1,1,1,0
465,30,2,1,4,0,1,0,0
466,34,1,0,2,1,0,1,0
467,31,0,2,1,0,1,0,0
468,35,2,2,6,1,1,1,0
469,29,1,1,5,0,0,0,0
470,32,1,1,3,1,0,0,0
471,28,0,2,5,0,1,0,0
472,34,2,0,2,1,1,1,0
473,29,1,1,4,0,0,0,0
474,35,0,2,3,1,1,0,0
475,31,2,1,1,0,0,1,0
476,33,0,1,6,1,0,0,0
477,36,1,0,2,0,1,1,0
478,30,1,2,5,0,0,0,0
479,38,0,1,3,1,1,0,0
480,32,0,1,3,1,0,1,0
481,35,2,1,2,0,1,0,0
482,29,0,2,4,1,0,0,0
483,36,0,0,1,1,1,1,0
484,33,2,1,3,0,0,0,0
485,31,0,1,2,1,0,1,0
486,28,2,0,5,1,0,1,0
487,34,0,2,1,0,1,0,0
488,30,2,1,4,1,0,1,0
489,35,0,1,3,0,1,0,0
490,35,1,2,2,1,0,1,0
491,28,0,1,3,0,1,0,0
492,36,2,1,4,1,0,1,0
493,32,0,2,1,0,0,0,0
494,39,1,1,3,1,1,1,0
495,29,0,0,2,0,1,0,0
496,34,2,2,4,0,0,0,0
497,30,1,1,3,1,0,1,0
498,26,0,1,1,0,0,1,0
499,38,0,2,2,1,1,0,0
500,29,0,2,3,0,1,0,0
501,32,0,1,5,0,0,0,0
502,36,0,2,2,0,1,0,0
503,31,0,2,6,0,1,1,0
504,28,0,1,1,0,0,0,0
505,33,0,2,4,0,1,0,0
506,30,0,1,3,1,0,1,0
507,34,0,1,6,0,0,0,0
508,29,0,2,2,0,1,0,0
509,32,0,2,5,0,1,1,0
510,32,0,1,2,1,1,0,0
511,37,1,2,1,0,0,0,0
512,33,0,1,3,0,1,0,0
513,39,2,1,1,1,0,0,0
514,31,0,2,2,0,1,0,0
515,35,1,0,1,1,0,0,0
516,30,0,1,2,0,1,0,0
517,34,2,2,1,0,0,0,0
518,36,0,1,3,1,1,0,0
519,38,1,0,1,0,0,0,0
520,36,0,2,3,0,0,0,0
521,32,0,1,4,1,1,0,0
522,35,0,2,2,1,0,0,0
523,29,0,2,6,0,1,0,0
524,31,0,1,3,0,0,0,0
525,33,0,2,5,1,1,0,0
526,30,2,0,2,0,0,0,0
527,34,0,2,4,0,1,0,0
528,28,0,1,2,1,0,0,0
529,36,0,2,3,1,1,0,0
530,32,2,1,3,0,0,1,0
531,35,0,2,4,1,1,0,0
532,31,2,0,2,1,0,1,0
533,33,2,1,5,0,0,1,0
534,30,0,1,6,0,1,0,0
535,36,2,2,3,1,0,1,0
536,29,0,0,1,0,0,0,0
537,34,2,2,4,0,0,0,0
538,31,2,1,2,1,0,1,0
539,35,0,1,5,0,1,0,0
540,29,2,0,3,1,1,0,0
541,32,0,2,2,0,0,0,0
542,26,0,1,5,1,1,0,0
543,35,2,0,2,0,0,1,0
544,31,0,2,6,0,1,0,0
545,30,2,1,3,1,0,0,0
546,28,0,2,4,0,1,0,0
547,33,2,1,1,0,1,0,0
548,29,0,1,2,1,0,0,0
549,36,2,0,5,0,0,0,0
550,35,1,2,2,1,0,0,0
551,29,0,1,3,0,1,0,0
552,32,2,1,1,0,0,0,0
553,36,0,2,4,1,0,0,0
554,31,1,1,2,1,1,0,0
555,34,0,1,3,0,0,0,0
556,30,2,2,1,0,1,0,0
557,33,1,1,4,1,0,0,0
558,28,0,2,2,0,1,1,0
559,35,2,1,3,1,0,0,0
560,33,1,1,3,1,0,1,0
561,38,0,2,5,0,1,0,0
562,32,2,0,2,0,1,1,0
563,35,1,1,6,1,0,0,0
564,30,0,2,2,0,0,0,0
565,36,2,1,5,0,1,1,0
566,37,1,0,4,1,1,0,0
567,31,0,1,3,0,0,0,0
568,34,2,2,1,0,1,1,0
569,38,0,1,6,1,0,0,0
570,34,1,2,2,0,1,0,0
571,29,2,1,1,1,1,0,0
572,38,0,0,3,0,0,0,0
573,32,1,1,2,0,1,0,0
574,35,2,2,1,1,0,0,0
575,31,0,1,1,0,1,0,0
576,33,2,0,2,0,0,0,0
577,30,1,2,3,1,1,0,0
578,37,0,1,1,0,0,0,0
579,36,2,1,2,1,1,1,0
580,32,2,1,3,1,0,1,0
581,29,0,0,2,0,1,0,0
582,36,2,1,5,0,0,1,0
583,31,0,2,3,1,0,0,0
584,28,2,0,2,1,1,1,0
585,33,2,0,4,0,1,1,0
586,30,0,1,1,0,0,0,0
587,35,2,2,6,1,0,1,0
588,29,0,0,3,0,1,0,0
589,34,2,1,5,0,0,1,0
590,31,1,1,4,0,1,0,0
591,35,2,2,2,1,0,1,0
592,39,0,0,5,0,1,0,0
593,32,1,2,3,1,0,0,0
594,28,2,1,1,0,0,1,0
595,38,0,1,4,1,1,0,0
596,30,2,0,4,0,0,1,0
597,36,1,2,2,0,1,0,0
598,33,0,2,1,1,0,0,0
599,29,1,1,5,0,1,1,0
600,32,1,0,2,1,1,0,0
601,29,2,1,4,0,1,1,0
602,36,0,2,2,0,0,0,0
603,34,2,0,3,1,0,1,0
604,28,0,1,5,0,1,0,0
605,31,1,0,1,0,1,0,0
606,38,2,1,2,0,0,1,0
607,33,0,2,4,1,0,0,0
608,30,2,0,6,0,1,1,0
609,35,1,1,3,0,0,0,0
610,29,2,1,3,1,0,1,0
611,35,0,0,2,0,0,0,0
612,32,2,1,4,1,0,1,0
613,27,0,1,3,1,0,1,0
614,34,2,0,2,0,0,1,0
615,30,0,2,1,0,0,0,0
616,33,2,1,3,1,0,1,0
617,28,0,0,4,1,0,1,0
618,31,2,1,2,1,0,1,0
619,29,0,1,3,0,0,0,0
620,35,1,1,2,0,1,0,0
621,32,0,2,1,1,0,0,0
622,29,0,0,3,0,1,0,0
623,36,2,1,1,1,0,0,0
624,30,0,2,2,0,0,1,0
625,34,1,0,1,0,1,0,0
626,28,0,2,3,1,1,0,0
627,31,0,1,2,0,0,0,0
628,37,0,2,1,1,0,0,0
629,33,2,0,2,0,1,0,0
630,29,1,1,3,0,1,0,0
631,35,0,2,2,1,0,1,0
632,32,2,1,5,1,1,0,0
633,30,1,0,1,0,0,1,0
634,38,0,2,3,1,1,0,0
635,33,2,2,6,0,0,0,0
636,36,1,1,2,1,0,1,0
637,31,0,1,4,0,1,0,0
638,34,2,0,3,1,0,1,0
639,29,1,2,5,0,1,0,0
640,31,1,2,2,1,0,0,0
641,39,0,1,5,0,0,1,0
642,33,0,2,3,1,1,0,0
643,26,2,0,4,0,1,1,0
644,38,0,1,1,1,0,0,0
645,30,1,2,6,1,0,0,0
646,36,0,2,2,0,0,1,0
647,29,0,1,3,0,1,0,0
648,35,2,1,5,0,0,1,0
649,32,1,2,4,1,1,0,0
650,32,1,2,4,1,0,0,0
651,26,2,1,3,0,1,1,0
652,36,0,2,2,1,0,0,0
653,29,2,1,5,1,0,1,0
654,31,1,2,1,0,0,0,0
655,34,2,1,4,1,1,1,0
656,28,1,2,3,0,0,0,0
657,35,0,2,5,1,0,0,0
658,30,2,1,2,0,1,1,0
659,33,1,2,4,1,0,0,0
660,32,1,2,2,0,1,0,0
661,36,0,1,3,1,1,0,0
662,29,2,0,2,0,0,0,0
663,39,1,2,1,0,1,0,0
664,31,0,2,4,1,1,0,0
665,33,2,1,2,0,0,0,0
666,28,0,2,1,0,1,0,0
667,37,1,0,3,0,0,1,0
668,35,0,1,2,1,1,0,0
669,30,2,2,1,0,0,0,0
670,39,1,1,4,0,0,0,0
671,35,2,0,2,0,0,0,0
672,29,1,1,3,0,1,0,0
673,38,1,2,5,0,0,0,0
674,32,2,1,1,1,0,0,0
675,36,0,2,6,0,1,1,0
676,31,0,1,4,0,1,0,0
677,40,1,0,2,1,0,1,0
678,33,1,2,5,0,0,0,0
679,39,2,1,3,0,1,0,0
680,31,0,1,2,0,1,0,0
681,35,2,2,1,1,0,1,0
682,29,0,1,3,0,0,0,0
683,32,0,2,2,0,1,0,0
684,34,2,1,1,0,1,1,0
685,30,0,2,4,1,0,0,0
686,33,0,1,2,0,0,0,0
687,39,2,2,3,0,1,1,0
688,31,0,2,1,0,1,0,0
689,37,0,1,2,1,0,1,0
690,26,0,2,2,1,0,0,0
691,31,0,1,3,0,1,0,0
692,29,0,2,1,0,0,1,0
693,32,0,1,4,1,0,0,0
694,27,0,2,3,0,0,1,0
695,33,0,1,2,0,1,0,0
696,28,0,2,1,1,0,0,0
697,35,2,1,3,0,1,0,0
698,30,0,2,4,1,0,1,0
699,29,0,1,2,0,0,0,0
700,33,1,2,3,1,0,0,0
701,28,2,1,4,0,0,0,0
702,35,0,1,2,0,0,0,0
703,31,1,0,1,1,0,0,0
704,29,0,2,3,0,0,0,0
705,34,2,0,5,0,0,1,0
706,27,1,1,2,0,0,0,0
707,36,0,1,4,1,0,1,0
708,30,1,2,3,0,1,0,0
709,32,0,2,2,0,0,0,0
710,32,1,2,3,0,0,0,0
711,36,0,1,2,0,0,0,0
712,29,0,2,5,1,1,0,0
713,33,2,1,1,0,0,0,0
714,30,0,2,4,0,0,0,0
715,34,1,1,3,0,1,0,0
716,31,0,2,2,0,0,0,0
717,28,0,1,6,1,0,1,0
718,35,0,2,1,0,1,0,0
719,32,0,1,5,0,0,0,0
720,33,1,2,2,0,1,0,0
721,30,0,1,3,1,0,0,0
722,39,2,2,1,0,0,1,0
723,36,0,1,2,0,1,0,0
724,32,2,0,3,0,0,1,0
725,35,1,2,1,1,0,0,0
726,38,0,1,6,0,1,1,0
727,31,0,2,2,1,0,0,0
728,37,2,1,1,0,1,0,0
729,34,0,2,3,0,0,0,0
730,29,1,2,2,1,0,0,0
731,32,0,1,1,0,1,1,0
732,35,2,0,3,1,0,0,0
733,26,1,2,4,0,1,1,0
734,33,0,2,2,1,0,0,0
735,30,2,1,1,0,1,1,0
736,29,0,1,3,1,0,0,0
737,27,1,0,4,0,0,0,0
738,34,2,2,1,1,1,1,0
739,31,0,0,2,0,0,0,0
740,29,0,2,3,0,0,0,0
741,35,1,1,2,1,0,0,0
742,32,0,2,4,0,1,0,0
743,39,0,2,3,0,0,0,0
744,31,0,1,1,0,1,0,0
745,36,0,2,2,1,0,0,0
746,33,0,2,5,0,1,0,0
747,34,0,2,4,0,0,0,0
748,38,0,2,3,0,1,0,0
749,31,1,1,2,0,0,0,0
750,32,0,2,1,0,1,0,0
751,29,0,1,2,1,0,1,0
752,36,0,2,1,0,1,0,0
753,31,2,0,1,0,0,1,0
754,34,0,2,2,0,0,0,0
755,30,0,1,1,0,1,0,0
756,33,0,2,2,1,0,0,0
757,28,2,1,1,0,1,0,0
758,35,0,2,1,0,1,0,0
759,31,0,2,2,0,0,0,0
760,29,1,1,3,0,1,0,0
761,35,0,2,1,1,0,1,0
762,31,2,0,5,0,0,0,0
763,39,1,2,6,0,1,0,0
764,32,0,1,2,0,0,0,0
765,33,2,0,3,1,0,1,0
766,40,0,2,1,0,0,0,0
767,26,1,1,4,0,1,0,0
768,41,2,0,2,1,0,0,0
769,25,0,2,5,0,0,1,0
