,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,class,real_identifier
35,2,24,4,4,1800,2,4,4,2,0,2,1,36,1,1,2,2,1,0,0,1,0
36,1,9,2,5,1500,0,3,2,1,0,3,0,35,2,1,2,1,1,0,0,1,0
37,3,18,4,2,2200,0,4,3,2,0,1,2,24,2,1,2,2,1,0,0,1,0
38,0,24,2,4,2500,1,0,1,0,0,2,1,32,2,1,1,2,1,0,0,2,0
39,3,24,2,3,1600,0,1,4,1,0,3,2,37,1,1,1,2,1,0,0,1,0
40,2,24,2,4,3300,0,2,4,2,0,3,2,32,2,1,1,2,1,0,0,1,0
41,1,30,2,2,4123,0,2,4,1,0,4,1,43,2,1,2,2,1,1,0,2,0
42,3,18,2,5,2100,0,4,4,2,0,2,2,25,0,1,3,2,2,1,0,1,0
43,2,12,2,3,1500,0,2,1,1,0,2,2,44,2,1,1,1,1,0,0,1,0
44,0,24,2,1,900,1,1,4,1,0,2,1,22,0,1,1,1,1,0,0,2,0
45,1,18,2,4,1500,0,2,4,3,0,3,0,27,0,1,1,2,1,0,0,2,0
46,0,36,2,4,4800,0,1,4,1,0,1,3,31,2,1,1,3,1,1,0,1,0
47,0,12,2,3,750,0,2,2,2,2,3,1,39,2,1,1,1,2,0,0,1,0
48,0,12,2,3,1300,0,2,4,2,2,1,1,22,2,1,1,1,1,0,0,1,0
49,3,12,2,7,1400,0,4,4,2,0,4,1,48,0,1,3,2,2,1,0,1,0
50,1,22,4,2,4500,0,3,3,1,0,3,2,30,2,1,2,2,1,0,0,1,0
51,2,35,2,5,7890,1,1,4,2,0,2,0,26,2,1,1,2,1,1,0,2,0
52,0,10,3,0,2100,0,4,2,2,0,4,3,35,2,1,2,3,1,0,0,1,0
53,3,16,4,2,3000,0,2,4,1,0,4,0,32,2,1,1,2,1,0,0,2,0
54,0,14,4,4,1800,0,0,4,2,0,4,3,36,2,2,2,3,1,1,0,1,0
55,2,19,2,1,2500,1,4,3,1,0,2,0,27,2,0,1,2,1,0,0,2,0
56,1,45,1,0,11500,4,0,4,1,1,4,3,35,2,2,1,3,1,1,0,1,0
57,3,12,2,5,1450,1,2,4,1,0,3,1,30,2,1,1,2,1,0,1,1,0
58,0,17,3,3,3500,0,4,1,1,0,4,1,28,2,1,2,1,1,0,0,1,0
59,1,20,4,0,6000,0,3,4,2,0,4,3,34,2,2,1,3,1,1,0,2,0
60,2,21,3,4,3985,0,2,3,2,0,3,2,30,2,1,2,2,1,0,0,1,0
61,3,18,3,4,2640,0,3,4,2,0,2,2,29,2,1,1,1,1,0,0,1,0
62,0,32,2,4,4200,0,2,3,1,0,2,2,25,2,1,1,2,1,0,0,2,0
63,2,25,4,0,1780,0,2,3,2,0,1,2,35,2,1,2,2,1,0,0,1,0
64,3,12,2,4,2850,0,3,3,2,0,2,2,26,2,1,1,2,1,0,0,1,0
65,1,20,2,0,2400,0,2,2,1,0,2,3,28,2,1,1,2,1,0,0,2,0
66,3,22,4,4,5000,0,3,4,2,0,4,2,31,2,1,2,2,1,0,0,1,0
67,1,18,2,0,2300,0,2,3,1,0,2,2,27,2,1,1,2,1,0,0,1,0
68,3,14,2,4,1900,0,3,3,2,0,2,2,30,2,1,2,1,1,0,0,1,0
69,0,28,2,4,3500,0,2,3,1,0,2,2,26,2,1,1,2,1,0,0,2,0
70,2,15,3,2,3450,1,2,3,2,0,3,2,38,1,1,2,2,1,0,0,1,0
71,1,10,3,1,1800,0,2,3,1,0,2,3,25,2,1,1,3,1,0,0,2,0
72,2,20,4,0,2500,1,3,2,2,0,2,2,34,1,0,1,2,1,0,0,1,0
73,0,12,2,0,1100,0,1,4,1,0,3,1,20,0,1,1,2,1,0,0,1,0
74,3,8,3,4,1600,0,3,3,2,0,1,2,28,2,1,2,3,1,1,0,2,0
75,1,22,4,3,2600,2,3,4,2,0,3,2,33,1,1,2,2,1,0,0,1,0
76,2,14,1,2,1300,1,2,3,1,0,2,1,22,0,0,1,2,1,0,0,1,0
77,3,11,2,5,1900,0,2,3,2,0,2,2,31,2,1,2,3,1,0,0,2,0
78,0,16,3,1,2100,0,3,2,2,0,3,2,36,1,0,1,2,1,0,0,1,0
79,2,19,4,2,2400,1,3,4,2,0,2,3,37,2,1,2,3,1,0,0,1,0
80,1,15,2,0,4200,4,2,1,1,0,2,0,30,2,1,1,1,1,0,0,1,0
81,0,20,4,0,3800,0,2,2,2,0,2,0,35,2,0,2,2,2,0,0,1,0
82,2,10,2,4,1200,4,1,4,1,0,2,0,22,2,0,1,2,1,1,0,1,0
83,1,14,2,0,3000,1,2,1,1,0,1,2,27,0,1,1,3,1,1,0,1,0
84,0,8,2,0,3200,4,2,1,1,0,2,0,34,2,1,1,1,1,0,0,1,0
85,0,5,4,0,4800,4,1,1,2,0,3,0,43,2,1,2,1,2,0,0,1,0
86,1,7,2,0,15000,4,0,1,2,0,2,1,24,2,1,1,0,1,1,0,2,0
87,0,35,2,1,5500,0,4,2,2,0,4,3,41,2,2,1,2,2,0,0,1,0
88,3,23,4,3,1600,0,3,4,2,0,3,1,39,2,1,2,2,1,0,0,1,0
89,0,13,2,3,3600,0,2,2,2,1,2,1,30,2,1,1,1,2,0,0,1,0
90,2,12,1,2,2400,0,3,3,2,0,4,1,33,2,1,2,1,2,0,0,1,0
91,0,24,3,0,2345,0,2,4,2,0,2,0,37,2,0,2,1,2,0,1,1,0
92,2,12,2,0,1950,0,3,3,2,0,4,1,31,2,0,1,2,2,1,0,1,0
93,3,24,2,3,1850,1,2,4,2,0,4,2,28,2,0,1,3,1,1,0,1,0
94,3,12,2,4,1480,0,1,4,1,0,3,2,34,2,1,1,2,2,0,0,1,0
95,1,6,3,0,1210,0,0,4,2,0,4,1,47,2,1,1,3,1,1,0,2,0
96,1,48,2,4,3980,4,3,4,2,0,1,2,41,2,1,2,2,2,1,0,1,0
97,0,24,2,3,7710,4,1,1,1,0,2,1,30,2,1,1,2,1,1,1,1,0
98,0,18,2,3,3640,0,1,1,1,0,4,2,22,2,0,1,2,1,0,0,1,0
99,0,18,4,4,1890,0,3,4,3,0,1,1,32,2,1,2,3,1,1,0,1,0
100,2,25,2,5,4500,4,2,3,2,0,3,1,38,2,1,2,2,1,1,0,1,0
101,1,17,2,8,1900,3,1,4,1,0,2,0,32,2,1,1,1,1,0,0,1,0
102,2,29,3,2,3800,4,3,4,2,0,3,1,40,2,1,1,1,1,0,0,1,0
103,0,32,2,6,5500,0,2,4,1,0,3,2,30,0,1,1,2,1,0,0,2,0
104,3,34,4,3,4800,4,4,4,2,0,4,2,44,2,1,2,2,2,0,0,1,0
105,1,19,2,4,1800,3,2,3,1,0,2,1,26,2,1,1,1,1,0,0,1,0
106,0,38,2,5,6100,0,2,4,2,0,4,3,29,0,1,1,2,1,1,0,2,0
107,3,23,2,3,1400,4,2,2,1,0,1,1,27,2,1,1,2,1,0,0,1,0
108,2,28,3,4,3200,4,3,4,2,0,3,2,36,2,1,1,1,1,0,0,1,0
109,0,35,2,2,5800,0,2,4,2,0,2,3,31,0,1,1,2,1,1,0,2,0
110,2,45,3,3,4120,1,2,3,2,0,3,2,30,2,1,1,1,1,0,0,1,0
111,0,30,2,5,1980,0,1,4,1,0,2,2,28,2,0,2,2,1,0,0,2,0
112,2,16,3,2,2870,0,3,2,1,0,3,2,24,2,1,1,2,1,0,0,1,0
113,1,28,3,3,1420,0,1,4,2,0,1,3,32,2,0,1,1,1,0,0,2,0
114,3,32,4,4,6230,2,2,1,2,0,4,2,22,2,1,1,2,1,0,0,1,0
115,0,20,2,1,1300,0,0,4,1,0,2,1,40,2,2,2,2,2,0,0,2,0
116,2,18,2,0,2450,1,2,3,1,0,3,2,26,2,0,1,2,1,0,0,1,0
117,1,40,3,4,3000,0,2,4,2,0,3,2,29,2,1,1,2,1,0,0,1,0
118,3,14,2,0,1150,0,2,2,1,0,2,1,23,2,0,1,1,1,0,0,1,0
119,1,26,3,3,1800,0,1,4,2,0,1,3,31,2,0,2,1,1,0,0,2,0
120,2,17,3,4,2890,0,3,3,2,0,3,0,31,2,1,1,2,1,0,0,1,0
121,1,22,2,3,4120,0,2,4,2,0,2,0,29,2,0,1,1,1,0,0,2,0
122,3,14,2,4,1980,0,4,4,2,0,4,0,38,2,1,2,3,2,1,0,1,0
123,0,20,1,3,3015,2,1,3,2,0,3,2,28,2,2,1,2,2,1,0,2,0
124,2,11,2,8,1450,0,2,2,3,0,1,0,26,0,1,1,2,1,1,0,1,0
125,3,16,2,3,3510,0,4,4,2,0,4,1,45,0,1,3,2,2,1,0,1,0
126,3,12,4,3,2200,0,1,1,1,0,3,0,24,2,0,2,2,1,0,0,1,0
127,3,23,4,2,6900,4,2,2,2,0,4,1,44,2,1,2,3,2,1,0,1,0
128,3,19,2,4,2100,0,1,4,2,0,1,0,32,2,1,1,2,1,0,0,1,0
129,1,10,2,3,1600,0,2,3,2,0,2,0,25,2,0,1,1,1,0,0,1,0
130,0,24,2,3,2890,0,2,3,2,0,4,2,22,2,1,1,2,1,0,0,2,0
131,1,24,2,4,3450,0,2,4,1,0,4,2,30,2,1,2,1,1,0,0,1,0
132,0,12,2,0,1300,0,1,4,1,0,4,2,24,2,0,2,2,1,0,0,2,0
133,0,9,3,4,1000,0,2,4,2,0,4,0,23,2,1,2,1,1,0,0,1,0
134,2,30,4,4,5600,0,3,4,1,0,2,2,27,2,1,2,2,1,0,0,1,0
135,0,18,2,4,2450,0,2,4,2,0,4,3,63,2,2,2,2,1,0,0,2,0
136,1,24,2,3,3600,0,1,2,1,0,4,2,25,2,1,1,2,1,0,0,1,0
137,3,12,2,4,3000,3,3,2,0,0,4,0,58,2,1,1,1,1,0,0,1,0
138,0,6,2,0,600,0,1,3,2,0,4,0,40,2,1,1,1,2,1,0,1,0
139,0,18,1,4,1850,0,1,3,2,1,4,3,35,0,2,1,3,1,1,0,1,0
140,2,28,1,5,3450,0,2,3,1,0,3,2,30,1,1,1,2,1,0,0,1,0
141,1,42,2,6,9870,2,3,2,2,0,4,2,38,0,0,1,2,1,0,0,1,0
142,3,22,3,4,3100,0,1,3,1,0,3,1,28,2,1,2,2,1,0,0,2,0
143,2,18,2,4,1890,0,0,3,1,0,2,0,20,2,0,1,2,1,0,0,2,0
144,1,30,3,5,6780,1,4,2,2,0,4,3,40,0,1,1,2,1,1,0,1,0
145,3,14,2,3,2345,0,1,1,1,0,3,1,24,2,1,1,2,1,0,0,2,0
146,1,45,4,8,13450,3,3,2,2,0,4,3,42,0,0,1,2,1,1,0,1,0
147,2,20,2,4,2980,0,2,3,1,0,2,1,26,2,1,1,2,1,0,0,1,0
148,3,16,2,3,1780,0,0,1,1,0,2,0,22,2,0,1,2,1,0,0,2,0
149,1,32,3,6,7890,1,3,2,2,0,3,2,36,0,1,1,2,1,1,0,1,0
150,2,13,3,1,1500,1,3,2,2,0,3,2,32,2,1,1,2,1,0,0,1,0
151,1,17,2,6,2100,2,1,3,3,0,4,1,38,2,0,1,1,1,1,0,1,0
152,3,16,4,5,4200,4,3,4,2,0,3,3,40,2,1,2,2,1,0,0,1,0
153,2,20,3,2,1100,1,2,2,1,0,4,2,31,2,2,1,1,1,1,0,2,0
154,3,14,4,3,1800,2,2,3,2,0,3,2,37,2,1,2,2,1,0,0,1,0
155,0,12,2,2,3000,1,4,3,2,0,4,3,36,2,2,1,2,1,1,0,2,0
156,2,13,4,1,1400,3,2,3,1,0,2,1,30,2,1,2,1,1,0,0,1,0
157,1,10,2,4,2000,0,1,3,3,0,3,0,35,2,1,1,2,1,1,0,1,0
158,3,25,4,2,5500,4,3,4,2,0,2,0,28,2,1,2,2,1,0,0,1,0
159,2,16,3,3,1000,3,2,3,1,0,4,2,34,2,1,2,1,1,0,0,1,0
160,2,28,3,1,5432,0,2,3,2,1,3,1,32,1,1,2,2,1,0,0,2,0
161,0,45,1,2,11200,0,3,4,2,0,3,2,38,1,2,2,2,1,1,0,2,0
162,2,15,2,4,1800,1,1,2,1,0,1,0,27,0,0,1,1,1,0,0,1,0
163,1,33,3,0,7890,0,4,3,2,0,3,2,34,2,1,2,2,1,0,0,2,0
164,3,12,2,2,1300,0,2,2,1,0,2,1,26,0,0,1,1,1,0,0,1,0
165,1,22,2,1,3400,0,3,4,2,0,2,1,30,1,1,2,2,1,0,0,2,0
166,2,39,2,5,9870,0,4,4,2,0,4,3,37,2,2,3,2,1,1,0,2,0
167,3,18,2,0,1900,1,2,3,2,0,2,1,29,0,0,1,2,1,0,0,1,0
168,0,40,2,1,10500,0,3,4,2,0,3,2,36,1,2,2,2,1,1,0,2,0
169,2,14,2,3,1200,0,1,2,1,0,1,0,28,0,0,1,1,1,0,0,1,0
170,2,36,1,5,4123,1,2,3,1,0,3,2,28,2,1,1,2,1,0,0,1,0
171,1,12,3,2,1890,0,2,2,1,0,2,1,25,1,0,2,2,1,0,0,2,0
172,0,48,3,0,3450,0,4,1,1,0,4,2,30,2,1,1,2,1,0,0,1,0
173,3,15,2,4,1342,1,1,3,1,0,1,1,26,2,1,2,2,1,0,0,1,0
174,0,24,1,0,1020,0,2,1,1,0,2,0,31,0,0,3,2,1,1,0,2,0
175,2,48,0,7,3780,2,3,4,2,0,3,2,30,2,1,1,2,1,0,0,1,0
176,1,18,4,1,2100,1,2,3,1,0,4,1,24,2,1,2,2,1,0,0,1,0
177,0,24,2,0,890,0,1,1,1,0,2,2,28,0,1,1,1,1,0,0,2,0
178,2,24,3,0,960,0,3,4,2,0,3,3,35,0,2,1,2,2,0,0,2,0
179,1,21,4,2,2300,0,1,4,1,0,4,1,22,2,1,1,2,1,1,0,1,0
180,2,33,3,2,4120,1,3,2,2,0,3,1,30,2,0,1,2,1,0,0,1,0
181,1,50,2,3,5689,4,1,3,2,0,4,2,25,0,1,1,2,1,0,0,1,0
182,0,15,1,4,1100,0,1,4,2,0,2,2,29,2,1,1,1,1,0,0,1,0
183,3,22,4,2,2017,2,4,3,2,0,3,1,34,2,1,2,2,1,0,0,1,0
184,1,10,3,4,1290,0,2,4,2,0,4,0,28,2,1,1,2,1,0,0,2,0
185,2,30,3,1,3150,3,4,3,2,0,4,2,31,1,0,2,2,1,0,0,1,0
186,0,8,2,4,985,0,1,4,1,0,3,1,26,2,1,1,1,1,0,0,2,0
187,3,20,4,3,1890,1,4,4,2,0,4,1,45,0,1,2,2,1,0,0,1,0
188,1,40,2,4,4800,0,4,4,2,0,4,2,27,2,1,1,2,1,0,0,1,0
189,2,14,3,4,1650,0,3,4,2,0,2,1,33,2,0,1,2,1,0,0,1,0
190,2,20,2,5,3000,0,2,2,2,0,3,0,30,2,1,1,1,1,0,0,2,0
191,0,50,0,10,12000,0,4,2,2,0,4,2,30,2,0,2,2,1,0,0,2,0
192,1,15,2,4,1500,4,2,2,3,0,1,0,26,2,1,1,2,1,1,0,2,0
193,3,40,2,7,9500,4,2,2,2,0,4,3,36,2,2,1,1,2,1,0,1,0
194,3,14,4,4,1700,0,4,2,2,0,4,0,64,2,1,2,1,1,1,0,1,0
195,3,20,2,4,1500,0,1,3,1,0,1,0,27,2,1,1,2,1,0,0,1,0
196,0,14,2,0,1300,0,2,4,1,0,2,0,25,2,1,1,1,1,0,0,2,0
197,1,7,4,8,950,4,3,1,1,0,3,1,40,2,1,2,1,1,0,0,1,0
198,1,40,3,0,8500,1,4,2,2,0,4,2,43,2,1,4,3,1,1,0,2,0
199,3,7,2,4,1400,1,4,2,2,0,4,3,43,0,2,1,2,2,1,0,1,0
200,1,30,3,0,4500,1,2,3,2,0,2,2,32,2,1,1,2,1,0,0,1,0
201,0,28,2,0,3200,0,1,4,1,0,1,1,26,2,1,1,2,1,0,0,2,0
202,1,55,2,0,7000,1,1,4,1,0,2,1,23,2,1,1,3,1,0,0,2,0
203,1,18,1,0,1300,1,2,2,3,0,2,1,26,2,0,1,2,1,0,0,2,0
204,2,8,4,3,1600,0,3,1,1,0,2,2,25,2,0,2,2,1,1,0,1,0
205,1,22,4,7,3700,0,3,2,2,0,3,1,28,2,1,2,2,1,0,0,1,0
206,0,50,2,0,4000,0,3,4,2,0,4,3,47,2,2,1,2,2,0,0,2,0
207,0,7,4,0,1400,0,1,2,2,0,4,0,41,2,1,1,1,2,0,1,1,0
208,0,8,2,0,1250,1,4,3,2,0,2,1,44,2,1,1,2,1,1,0,1,0
209,2,14,2,0,3600,3,1,2,2,0,3,1,46,2,1,1,3,2,1,0,1,0
210,1,24,2,3,4123,1,2,3,1,0,3,1,28,1,1,1,2,1,0,0,1,0
211,2,18,3,4,2250,0,2,4,2,0,2,0,35,1,1,1,2,1,1,0,2,0
212,3,30,4,2,7642,3,3,4,2,0,3,2,27,1,1,2,2,1,1,0,1,0
213,0,21,2,4,2870,4,2,2,3,0,4,2,28,2,0,2,1,1,0,0,1,0
214,3,36,4,0,8542,0,2,4,1,0,2,0,25,1,1,2,2,1,1,0,2,0
215,1,24,3,5,6234,1,3,3,2,0,3,2,34,0,1,2,2,1,0,0,1,0
216,0,18,2,3,2105,2,2,1,1,0,4,0,22,0,0,1,2,1,0,0,2,0
217,2,18,3,4,2540,1,3,4,2,0,3,1,30,0,1,1,2,1,0,0,1,0
218,3,36,3,1,9123,4,3,3,2,0,2,2,32,1,1,1,3,2,1,0,1,0
219,0,21,2,4,3200,3,2,2,3,0,4,2,29,2,0,2,1,1,0,0,1,0
220,2,30,2,4,4800,0,3,3,1,0,3,1,32,1,1,1,2,1,0,0,1,0
221,3,42,3,8,6900,3,3,4,2,0,3,1,40,1,1,2,2,2,0,0,1,0
222,1,24,2,2,3400,0,2,3,2,0,2,2,25,2,1,1,1,1,0,0,1,0
223,0,36,1,3,9100,0,3,2,2,0,3,2,28,2,1,1,2,1,1,0,2,0
224,3,30,4,7,6200,4,4,4,1,0,4,0,38,0,1,2,2,1,0,0,1,0
225,2,12,2,3,1400,0,1,3,2,0,2,1,22,2,1,1,2,1,0,0,1,0
226,3,24,4,6,2200,4,3,4,1,0,3,2,30,2,1,2,2,2,0,0,1,0
227,2,48,3,5,7800,3,3,3,2,0,4,2,45,0,1,2,3,2,0,0,2,0
228,1,18,2,1,2500,0,2,2,3,0,2,1,20,2,0,1,2,1,1,0,1,0
229,0,42,0,2,7000,0,2,3,2,0,3,3,47,2,2,2,2,2,0,0,2,0
230,2,12,2,5,2100,0,3,2,2,0,2,0,34,2,1,1,2,1,0,0,1,0
231,2,28,1,7,3200,0,2,3,1,0,3,0,40,2,1,1,2,1,0,0,2,0
232,3,10,2,4,1600,0,4,3,1,0,1,0,37,2,1,1,2,1,0,0,1,0
233,1,45,2,6,4200,3,2,4,0,0,4,0,35,0,1,1,2,1,0,0,2,0
234,0,8,2,3,1300,0,4,2,1,0,1,1,25,2,1,1,2,1,0,0,1,0
235,3,18,2,5,3100,0,1,2,2,0,2,3,31,2,0,1,2,1,1,0,1,0
236,2,32,2,8,4100,0,2,4,0,0,4,0,28,2,2,1,3,1,1,0,2,0
237,1,14,2,3,1800,0,3,2,1,0,2,0,30,2,1,1,2,1,0,0,1,0
238,3,20,2,6,3500,0,4,3,2,0,3,0,26,2,1,1,2,1,0,0,1,0
239,0,12,2,4,1450,0,4,2,1,0,1,1,45,0,1,1,2,1,1,0,1,0
240,2,14,3,5,1800,1,2,3,1,0,3,1,38,2,1,1,1,1,0,0,1,0
241,3,10,4,6,1400,2,4,4,2,0,2,2,45,2,1,1,2,1,1,0,1,0
242,0,16,2,2,2600,0,0,4,2,0,1,2,28,2,1,1,0,1,0,0,2,0
243,3,13,4,7,2100,0,3,2,2,0,3,0,47,2,1,1,1,2,0,0,1,0
244,1,11,2,8,1100,1,3,3,2,0,4,0,37,2,1,1,1,1,0,0,1,0
245,3,8,4,0,1000,2,2,4,2,0,4,0,42,2,1,1,2,1,1,0,1,0
246,2,17,4,7,2400,0,1,2,0,0,1,2,33,2,0,1,2,1,0,0,2,0
247,3,12,4,4,2200,4,4,1,2,1,4,0,48,2,1,1,2,1,1,0,1,0
248,1,12,2,9,1050,1,3,3,2,0,4,0,39,2,1,1,1,1,0,0,1,0
249,3,7,2,1,1300,2,2,2,2,0,4,1,50,2,0,1,2,1,0,0,1,0
250,1,20,3,4,2800,0,2,3,1,0,3,1,32,2,1,2,2,1,0,0,1,0
251,2,15,2,6,1600,0,2,2,2,0,1,0,30,2,1,1,2,1,0,0,1,0
252,0,14,4,2,2100,0,2,4,2,0,3,2,45,2,1,2,3,1,0,0,1,0
253,3,26,1,7,3400,1,4,2,1,0,2,1,38,2,1,2,2,1,0,0,1,0
254,1,17,3,5,1900,0,2,3,1,0,4,0,34,2,1,2,2,1,0,0,1,0
255,0,19,4,3,2500,0,2,4,2,0,2,3,42,2,1,2,3,1,0,0,1,0
256,2,28,3,8,3100,0,2,3,2,0,1,2,33,2,1,2,2,1,0,0,1,0
257,3,16,2,4,1700,0,4,2,1,0,3,0,36,2,1,1,2,1,0,0,1,0
258,0,13,4,1,2300,0,2,4,2,0,2,1,41,2,1,2,3,1,0,0,1,0
259,1,21,3,5,2900,0,2,3,1,0,3,2,39,2,1,2,2,1,0,0,1,0
260,2,10,3,5,4023,1,2,3,2,0,2,1,31,1,0,2,1,1,0,0,1,0
261,1,28,4,3,13842,0,0,4,0,1,4,2,39,2,1,1,3,1,0,0,1,0
262,3,5,1,1,189,3,2,3,2,0,1,0,18,0,0,2,1,1,0,1,2,0
263,0,14,3,4,2140,0,1,2,1,0,3,1,30,2,0,1,1,1,0,0,1,0
264,1,16,4,8,1745,0,3,4,2,0,4,3,37,0,2,2,1,1,0,0,2,0
265,2,9,2,1,650,2,1,2,3,0,2,0,22,2,0,1,0,1,0,0,1,0
266,0,33,2,3,14628,0,0,3,0,1,2,1,42,2,1,1,2,1,0,0,1,0
267,3,7,3,0,280,3,2,2,2,0,1,0,20,0,0,2,1,1,0,1,2,0
268,0,11,2,5,2480,0,1,4,1,0,2,0,32,2,1,1,1,1,0,0,2,0
269,1,22,3,6,11740,0,0,3,0,1,3,1,40,2,1,1,2,1,0,0,1,0
270,2,14,1,5,1450,2,3,3,1,1,3,1,33,1,1,1,2,1,0,0,1,0
271,3,10,1,6,950,4,2,4,2,0,4,2,37,2,1,2,2,1,1,0,2,0
272,1,16,2,4,1200,0,4,3,2,0,3,0,38,0,1,2,1,1,0,0,1,0
273,3,18,3,5,2200,4,3,4,2,0,4,1,35,1,1,1,2,1,1,0,2,0
274,2,12,2,4,1120,0,2,4,1,0,3,1,39,2,1,1,1,1,0,0,1,0
275,3,14,2,7,1000,2,4,4,1,0,4,2,36,2,1,2,2,1,0,0,2,0
276,1,20,1,3,1980,0,4,3,2,1,3,0,30,0,1,1,1,1,1,0,1,0
277,3,12,2,6,850,4,3,4,1,0,4,1,40,2,1,2,2,1,0,0,1,0
278,1,15,2,4,1175,0,4,3,2,0,3,1,37,0,1,1,1,2,0,0,2,0
279,3,16,3,5,2100,0,3,4,2,0,4,1,38,1,1,1,2,1,1,0,1,0
280,2,22,4,3,4100,4,2,4,2,0,4,2,42,2,1,1,2,1,0,0,1,0
281,0,19,3,2,5600,0,1,2,2,0,4,3,50,2,2,2,3,1,1,0,1,0
282,2,16,4,1,2900,0,0,4,2,0,4,1,34,2,1,1,2,1,0,0,1,0
283,1,28,4,4,4700,4,2,4,2,0,4,3,45,2,2,1,3,1,1,0,1,0
284,0,10,2,3,1200,0,1,2,0,0,4,1,20,2,1,1,1,1,0,0,2,0
285,2,8,2,4,300,0,2,4,2,0,3,0,15,2,1,1,2,1,0,0,1,0
286,3,14,4,4,1300,0,2,4,2,0,4,3,30,2,2,2,2,1,1,0,1,0
287,1,10,4,0,1200,3,2,4,1,0,4,2,35,2,1,2,2,1,0,0,1,0
288,0,8,4,5,1100,1,4,3,2,2,4,0,40,2,1,2,2,2,0,1,1,0
289,2,11,2,4,650,0,2,4,2,0,2,0,25,0,1,2,2,1,0,0,1,0
290,2,13,2,3,2100,1,3,4,1,0,3,2,28,2,1,2,1,1,0,0,1,0
291,2,18,4,4,3200,0,4,2,2,0,2,0,32,2,0,2,2,1,0,0,1,0
