,parents,has_nurs,form,children,housing,finance,social,health,class,real_identifier
63,0,0,3,2,1,1,1,1,0,0
64,1,2,2,3,0,1,0,2,4,0
65,2,1,1,0,1,0,2,1,1,0
66,0,3,0,1,2,1,1,0,3,0
67,1,2,3,2,1,0,0,2,2,0
68,2,0,2,3,0,1,1,1,4,0
69,0,1,1,0,2,0,2,0,0,0
70,1,1,2,1,1,0,1,1,2,0
71,0,2,1,0,0,1,0,0,3,0
72,2,0,3,3,2,0,2,1,1,0
73,1,1,0,2,0,1,1,2,4,0
74,0,3,2,1,1,0,0,1,0,0
75,2,4,1,3,2,1,2,2,3,0
76,1,2,2,0,1,0,1,0,0,0
77,0,1,3,2,0,1,2,1,3,0
78,2,3,0,1,2,1,0,2,1,0
79,1,0,2,3,1,0,1,1,4,0
80,0,1,2,3,1,1,2,2,3,0
81,2,3,1,1,0,0,1,1,1,0
82,1,2,0,2,2,1,0,0,3,0
83,0,0,3,1,1,0,1,1,0,0
84,2,4,2,3,2,1,2,0,1,0
85,1,2,1,2,0,0,1,2,3,0
86,0,3,0,3,1,0,0,1,3,0
87,2,1,3,2,2,1,2,0,1,0
88,1,0,2,1,0,1,0,2,0,0
89,0,4,1,3,2,0,1,0,3,0
90,0,1,2,1,1,0,1,2,1,0
91,1,3,0,0,2,1,0,0,0,0
92,2,2,1,1,0,1,1,1,1,0
93,1,0,3,2,1,0,2,0,2,0
94,2,4,2,0,2,0,0,1,3,0
95,0,3,1,3,1,1,1,2,2,0
96,1,1,0,1,0,0,2,1,0,0
97,0,2,3,2,2,1,0,0,1,0
98,2,0,1,0,1,0,1,1,0,0
99,1,4,2,3,0,1,2,2,3,0
100,1,1,0,2,1,0,1,1,1,0
101,0,2,1,0,0,1,0,0,0,0
102,2,4,2,1,2,0,2,1,3,0
103,1,3,3,0,1,1,2,2,2,0
104,1,0,0,1,0,0,1,0,0,0
105,2,2,2,2,1,1,0,1,1,0
106,0,1,1,0,2,0,1,0,0,0
107,2,4,0,3,0,0,2,2,3,0
108,1,3,1,1,1,0,0,1,2,0
109,0,0,3,0,2,1,2,0,0,0
110,1,2,1,2,0,0,1,1,0,0
111,0,3,2,1,1,0,2,2,1,0
112,2,4,1,0,2,1,0,0,0,0
113,1,0,3,2,0,1,1,1,3,0
114,0,1,0,3,1,1,2,2,2,0
115,2,2,2,0,0,0,1,0,0,0
116,1,3,1,3,2,1,0,1,3,0
117,2,4,0,1,1,0,2,2,1,0
118,0,2,3,2,2,1,1,0,0,0
119,1,1,2,0,0,1,0,1,0,0
120,2,3,2,2,0,1,2,1,0,0
121,0,2,0,3,1,0,1,2,1,0
122,1,3,1,1,2,1,1,0,1,0
123,2,4,1,3,1,1,0,0,0,0
124,1,3,2,2,0,1,2,1,0,0
125,0,1,3,2,1,0,1,2,3,0
126,2,2,0,3,1,1,2,0,0,0
127,1,4,2,1,0,1,0,0,0,0
128,2,3,0,2,2,0,1,1,1,0
129,0,1,3,3,0,1,2,2,3,0
130,1,1,2,2,0,1,1,0,0,0
131,0,3,1,0,1,0,0,1,2,0
132,2,1,0,2,2,1,2,0,1,0
133,1,0,3,1,1,0,1,2,3,0
134,0,2,2,3,0,1,0,0,0,0
135,2,4,3,0,2,1,2,1,1,0
136,1,3,0,2,1,0,1,1,3,0
137,0,1,1,1,0,0,2,2,2,0
138,2,2,2,3,1,1,0,0,0,0
139,1,4,1,0,2,0,1,1,1,0
140,1,2,1,2,0,1,0,1,1,0
141,0,1,0,1,1,0,1,0,0,0
142,2,3,2,2,0,0,2,1,1,0
143,1,0,1,3,2,1,1,2,3,0
144,0,4,0,2,0,0,0,0,0,0
145,2,2,3,1,1,1,2,2,2,0
146,1,3,1,2,1,0,1,2,1,0
147,0,2,0,3,2,0,0,1,3,0
148,1,1,2,1,0,0,1,0,0,0
149,2,0,1,3,1,1,2,2,3,0
150,1,3,0,1,0,1,1,1,2,0
151,0,1,2,0,1,0,0,2,3,0
152,2,2,3,3,2,1,2,0,0,0
153,1,0,1,2,1,0,1,1,1,0
154,0,4,2,1,0,0,1,2,2,0
155,2,1,0,3,2,1,2,1,0,0
156,1,2,3,0,1,1,0,0,3,0
157,0,0,1,2,0,0,2,2,1,0
158,2,3,2,1,2,1,1,0,0,0
159,1,4,0,3,1,0,2,2,1,0
160,1,2,1,1,0,1,1,2,1,0
161,0,3,0,2,2,0,2,0,0,0
162,2,1,3,0,1,1,0,1,3,0
163,1,4,2,3,0,1,1,2,3,0
164,0,2,1,1,1,0,0,0,0,0
165,2,3,2,2,0,0,1,1,1,0
166,1,1,0,3,2,1,2,1,0,0
167,0,4,3,0,1,1,0,2,3,0
168,2,2,1,1,0,1,2,0,0,0
169,1,3,3,2,1,0,1,2,1,0
170,2,4,2,1,1,0,1,1,1,0
171,0,3,1,0,2,1,0,0,0,0
172,1,2,0,3,1,0,1,1,2,0
173,1,1,2,1,0,1,0,2,0,0
174,0,0,3,2,2,0,2,1,3,0
175,2,3,1,0,0,1,1,0,0,0
176,0,1,0,1,1,0,2,2,1,0
177,1,0,2,3,2,1,0,0,0,0
178,2,2,3,2,0,0,1,1,4,0
179,0,4,1,0,1,1,0,2,3,0
180,1,3,1,1,1,1,1,1,2,0
181,0,2,2,3,0,0,0,2,1,0
182,2,1,0,1,1,1,2,0,0,0
183,1,3,3,2,2,0,1,1,1,0
184,0,0,2,0,1,0,2,0,0,0
185,2,3,1,0,2,1,0,2,0,0
186,1,0,1,3,2,0,1,2,3,0
187,0,2,0,2,0,1,1,1,0,0
188,2,1,2,1,1,1,0,2,1,0
189,1,4,3,0,0,0,2,0,3,0
190,2,1,1,1,2,0,1,1,1,0
191,0,2,0,2,1,1,0,0,0,0
192,1,3,2,0,1,0,1,2,3,0
193,1,0,1,3,2,1,2,1,1,0
194,2,4,0,1,1,0,0,0,0,0
195,0,1,3,2,2,1,1,1,3,0
196,1,2,1,0,1,0,2,2,3,0
197,2,0,0,3,1,1,2,0,0,0
198,1,2,3,1,2,0,1,1,1,0
199,0,4,0,2,1,1,0,2,3,0
200,1,2,1,2,1,1,1,1,2,0
201,0,1,0,1,0,0,0,2,0,0
202,2,3,2,3,2,1,2,0,3,0
203,1,0,3,0,1,0,1,1,1,0
204,0,4,1,2,0,1,2,1,3,0
205,2,2,3,1,1,1,0,2,2,0
206,1,1,0,3,2,0,1,0,0,0
207,0,3,2,0,0,1,0,1,1,0
208,2,0,1,1,2,1,1,0,0,0
209,1,4,3,2,0,0,2,2,4,0
210,1,3,2,1,1,1,0,2,1,0
211,0,2,0,2,0,1,1,1,0,0
212,2,1,1,3,2,0,2,0,1,0
213,1,0,3,0,1,0,1,2,3,0
214,0,4,2,1,0,0,0,1,1,0
215,2,3,1,2,2,1,0,0,0,0
216,1,2,0,3,0,1,2,1,3,0
217,0,1,3,0,1,0,1,2,1,0
218,2,0,2,1,2,1,0,0,3,0
219,1,4,1,2,0,0,2,1,1,0
220,0,3,2,1,2,1,0,1,0,0
221,1,1,3,2,0,0,1,2,3,0
222,2,4,0,1,1,1,2,0,1,0
223,0,2,1,3,2,0,1,2,3,0
224,1,0,2,0,1,1,2,1,0,0
225,2,3,3,2,0,0,0,2,1,0
226,1,2,0,3,2,1,1,0,3,0
227,0,4,1,1,1,0,2,1,0,0
228,2,1,2,2,0,1,0,2,1,0
229,1,0,3,0,2,1,1,1,3,0
230,0,1,1,1,0,1,1,1,1,0
231,2,2,2,0,1,0,2,0,0,0
232,1,3,1,3,2,1,0,2,1,0
233,0,0,2,2,0,1,1,1,1,0
234,2,4,0,1,2,0,2,0,3,0
235,1,1,3,0,1,1,0,1,1,0
236,0,2,0,2,0,0,1,2,0,0
237,2,3,3,3,1,1,2,0,1,0
238,1,0,1,1,2,0,0,1,3,0
239,0,4,2,3,0,1,0,2,1,0
240,0,3,2,1,1,0,0,1,1,0
241,1,4,1,0,2,1,1,0,0,0
242,2,1,2,3,0,0,2,2,1,0
243,1,0,3,1,1,0,1,0,3,0
244,0,2,0,2,2,1,0,2,3,0
245,2,3,1,0,0,0,1,1,0,0
246,1,2,2,3,1,1,2,0,1,0
247,0,1,0,2,2,0,0,1,3,0
248,2,4,3,1,2,1,1,2,1,0
249,1,0,1,0,0,1,2,0,0,0
250,0,1,0,3,1,1,2,1,2,0
251,2,2,1,2,0,0,1,0,3,0
252,1,0,2,1,2,1,0,1,1,0
253,0,3,0,2,1,0,1,2,0,0
254,1,2,1,3,0,1,2,0,2,0
255,2,1,2,1,2,1,0,1,3,0
256,0,0,1,2,1,0,2,0,1,0
257,1,3,2,3,0,0,1,1,4,0
258,2,2,0,1,1,1,0,2,1,0
259,1,1,1,2,2,0,1,0,0,0
260,1,3,0,2,1,1,0,0,0,0
261,0,2,1,3,0,0,1,1,3,0
262,2,1,3,1,1,1,2,2,1,0
263,1,4,2,0,2,0,0,1,0,0
264,0,3,1,2,2,1,1,0,3,0
265,2,2,0,0,0,1,2,2,1,0
266,1,1,3,3,1,0,0,1,3,0
267,0,4,2,1,0,1,1,0,0,0
268,2,3,1,2,2,0,0,2,1,0
269,0,1,0,3,1,0,2,1,3,0
270,2,3,1,2,2,0,2,1,2,0
271,1,2,2,2,0,1,1,0,0,0
272,0,3,0,1,1,0,2,1,1,0
273,2,1,2,3,1,0,0,2,3,0
274,1,0,1,2,0,1,1,0,1,0
275,0,2,3,1,2,0,0,1,2,0
276,1,4,0,3,0,0,1,2,3,0
277,0,1,1,3,1,0,2,0,1,0
278,2,3,0,2,0,1,1,2,2,0
279,1,0,2,1,2,0,0,1,0,0
280,1,2,1,1,1,0,1,0,1,0
281,1,4,2,0,2,1,2,1,2,0
282,0,2,2,2,1,1,0,2,2,0
283,2,1,1,3,0,0,0,1,0,0
284,1,0,0,1,2,1,1,0,1,0
285,0,3,3,0,1,0,2,1,2,0
286,2,2,0,2,0,1,2,2,3,0
287,1,3,1,3,1,0,0,1,0,0
288,0,1,2,1,0,1,1,1,3,0
289,2,4,3,2,2,0,0,0,0,0
290,0,2,0,1,1,1,1,1,2,0
291,1,1,2,2,1,0,0,1,1,0
292,0,0,1,3,2,1,2,0,3,0
293,2,3,3,0,0,0,1,2,0,0
294,1,0,0,1,1,1,2,1,2,0
295,0,1,2,2,2,0,1,0,1,0
296,2,2,1,1,0,1,0,2,3,0
297,1,3,0,3,1,0,1,1,0,0
298,0,2,3,2,1,0,0,2,1,0
299,2,1,1,0,2,1,2,0,3,0
300,0,1,2,2,1,0,1,1,1,0
301,1,2,3,0,2,1,0,2,0,0
302,2,0,1,1,0,1,1,1,0,0
303,1,3,1,2,1,0,2,0,2,0
304,0,4,2,3,2,1,0,1,3,0
305,2,1,3,1,0,0,1,0,0,0
306,1,2,1,0,1,1,2,2,1,0
307,0,3,2,1,2,0,0,1,0,0
308,2,4,3,2,1,1,1,0,3,0
309,1,0,2,3,0,0,2,1,0,0
310,1,2,2,2,0,0,1,1,2,0
311,0,1,2,3,1,0,2,0,3,0
312,2,3,0,1,2,1,0,2,4,0
313,0,4,1,0,0,1,1,1,1,0
314,1,0,3,2,1,0,2,0,0,0
315,2,1,2,3,2,1,1,1,3,0
316,0,3,0,1,0,0,0,2,0,0
317,1,0,1,0,1,1,2,1,2,0
318,2,2,3,2,0,0,1,0,4,0
319,1,4,0,3,1,1,0,2,1,0
320,1,1,3,2,0,1,0,1,1,0
321,2,3,1,1,1,0,1,2,2,0
322,0,0,2,3,2,1,2,0,0,0
323,1,4,0,0,0,1,1,1,0,0
324,2,2,3,2,1,0,0,1,1,0
325,0,1,0,1,0,1,2,2,1,0
326,1,3,1,3,2,0,0,0,1,0
327,2,0,2,0,1,1,1,1,0,0
328,0,4,3,2,0,1,1,0,0,0
329,1,2,1,1,0,0,2,1,2,0
330,1,2,1,2,1,0,1,1,2,0
331,0,3,2,1,0,1,0,1,1,0
332,2,2,0,0,2,0,2,0,0,0
333,1,0,3,3,1,1,1,2,3,0
334,0,1,1,1,0,0,1,2,2,0
335,1,2,2,2,1,1,0,0,1,0
336,0,3,0,0,2,0,1,1,0,0
337,2,1,2,3,1,1,0,2,3,0
338,1,0,3,1,2,0,0,0,1,0
339,0,2,1,0,0,1,1,2,2,0
340,0,2,1,1,1,0,1,1,2,0
341,1,1,0,2,0,1,2,0,3,0
342,2,3,3,0,2,0,1,2,4,0
343,1,2,2,1,1,1,0,1,1,0
344,0,0,1,3,0,0,2,0,2,0
345,2,4,0,2,1,1,1,2,3,0
346,1,3,1,0,2,0,0,1,1,0
347,0,1,2,1,0,1,2,2,4,0
348,2,0,3,2,2,0,0,0,1,0
349,1,2,0,3,1,1,1,1,2,0
350,2,3,2,1,1,0,0,1,3,0
351,0,1,1,3,0,1,1,0,2,0
352,1,4,0,2,2,1,0,2,1,0
353,1,1,3,1,0,0,2,1,2,0
354,0,2,1,2,1,1,1,1,1,0
355,2,0,2,2,0,0,1,0,0,0
356,1,3,1,1,2,0,2,2,3,0
357,2,2,3,1,1,1,0,0,2,0
358,0,4,2,3,2,1,1,1,3,0
359,1,1,0,2,0,0,2,2,1,0
360,0,2,1,1,1,0,0,1,1,0
361,1,1,3,2,2,1,1,2,3,0
362,2,3,0,0,0,0,1,0,0,0
363,0,0,2,3,1,1,2,1,1,0
364,1,3,1,0,2,0,0,1,3,0
365,2,4,2,2,0,1,1,2,1,0
366,1,0,0,1,1,0,0,0,0,0
367,2,2,3,0,2,1,0,2,1,0
368,0,1,1,2,0,1,2,1,3,0
369,1,4,0,3,1,0,1,0,0,0
370,1,3,0,2,1,1,0,1,1,0
371,0,1,2,0,2,0,1,2,0,0
372,2,4,1,1,1,1,2,1,2,0
373,0,2,0,2,0,0,0,1,0,0
374,1,0,3,1,2,1,1,0,1,0
375,2,1,2,0,0,1,2,2,1,0
376,0,3,1,3,1,0,1,0,0,0
377,1,0,0,2,2,1,0,2,1,0
378,2,4,2,1,0,0,1,1,3,0
379,0,1,1,0,1,1,2,0,0,0
380,1,2,1,2,1,1,0,1,1,0
381,2,1,0,1,0,0,1,2,0,0
382,0,3,2,3,2,1,2,2,3,0
383,2,0,3,0,1,0,0,0,0,0
384,1,4,2,1,2,1,1,1,3,0
385,0,1,3,2,0,0,2,0,0,0
386,2,2,1,0,1,1,1,2,1,0
387,1,0,3,3,2,0,0,1,3,0
388,0,3,0,1,0,1,2,2,1,0
389,2,4,1,2,2,0,1,0,3,0
390,1,1,2,1,2,1,1,0,2,0
391,0,3,1,1,1,0,0,1,0,0
392,2,2,0,3,0,1,2,2,1,0
393,1,0,1,0,2,1,1,1,3,0
394,0,4,2,2,1,0,1,0,1,0
395,2,1,3,1,2,1,2,2,1,0
396,0,2,0,2,0,0,0,1,0,0
397,1,3,2,0,1,1,1,2,3,0
398,2,1,1,3,0,0,2,1,0,0
399,0,0,3,1,2,1,0,0,2,0
400,1,1,2,1,1,1,1,1,2,0
401,0,2,1,3,1,0,0,1,2,0
402,2,4,3,0,2,1,1,1,1,0
403,1,0,0,2,0,1,2,2,0,0
404,2,1,3,0,1,1,2,0,1,0
405,0,3,2,2,1,0,1,1,3,0
406,1,2,1,1,2,1,0,2,2,0
407,2,0,2,3,0,1,2,1,0,0
408,0,4,3,1,1,0,1,0,3,0
409,1,3,0,0,2,1,0,2,1,0
410,1,3,1,0,1,0,1,2,1,0
411,0,1,2,1,2,1,2,1,2,0
412,2,0,3,3,0,1,0,0,0,0
413,0,3,0,2,0,0,1,2,1,0
414,1,2,1,1,2,1,0,1,3,0
415,2,1,2,0,1,0,2,0,0,0
416,0,4,3,1,1,1,1,2,2,0
417,1,0,1,2,0,0,0,1,0,0
418,2,2,2,0,2,1,2,0,1,0
419,0,1,0,3,1,0,1,1,0,0
420,1,2,1,1,1,0,1,1,2,0
421,0,1,0,3,2,1,0,2,0,0
422,2,3,2,0,1,0,2,1,3,0
423,1,0,3,1,0,1,1,0,4,0
424,0,3,1,2,2,0,2,2,1,0
425,2,4,0,3,1,1,1,2,2,0
426,1,2,2,0,0,0,0,1,3,0
427,0,0,3,2,2,1,1,2,0,0
428,2,1,1,1,0,0,2,0,4,0
429,1,3,0,0,1,1,2,1,1,0
430,2,0,1,1,1,0,2,1,3,0
431,0,4,1,3,2,1,1,2,1,0
432,1,2,0,1,0,0,0,1,0,0
433,2,3,3,2,1,1,0,2,2,0
434,0,0,2,3,2,0,2,1,3,0
435,1,1,1,0,0,1,1,0,1,0
436,2,4,3,1,2,0,1,2,3,0
437,0,2,2,0,0,1,0,0,0,0
438,1,3,0,2,1,1,1,1,2,0
439,2,1,1,3,0,0,2,2,0,0
440,1,2,2,1,1,1,1,0,2,0
441,2,1,3,0,2,0,2,1,3,0
442,0,3,0,2,1,0,2,2,1,0
443,1,4,1,3,0,1,0,1,0,0
444,2,0,2,2,2,1,1,0,2,0
445,0,1,0,1,1,0,0,1,3,0
446,2,3,3,3,1,0,2,2,1,0
447,1,2,1,0,0,1,1,2,0,0
448,0,0,2,2,0,1,0,1,3,0
449,1,4,1,3,2,0,1,0,2,0
450,1,2,2,0,0,1,1,1,3,0
451,0,3,3,2,1,0,2,2,3,0
452,2,1,1,1,2,1,1,1,1,0
453,1,0,0,3,0,0,0,0,0,0
454,0,4,2,1,1,1,1,2,3,0
455,2,2,1,0,1,0,2,1,1,0
456,0,1,2,2,2,1,0,0,0,0
457,1,3,3,0,0,0,2,2,3,0
458,2,0,0,1,1,1,1,1,1,0
459,0,4,1,3,2,0,2,0,0,0
460,1,2,2,1,0,1,1,0,1,0
461,0,1,3,3,1,0,2,2,2,0
462,2,4,1,0,2,1,0,1,0,0
463,1,0,2,2,2,1,1,0,3,0
464,0,3,0,1,1,0,2,1,1,0
465,2,2,1,3,0,0,0,2,2,0
466,1,1,0,0,1,1,2,1,0,0
467,2,0,3,2,1,0,1,0,3,0
468,0,4,2,1,2,1,0,2,1,0
469,1,3,1,3,0,0,1,1,2,0
470,1,2,1,1,1,0,1,1,3,0
471,2,3,0,0,0,1,2,0,0,0
472,0,1,3,2,1,0,0,1,2,0
473,1,0,2,3,2,1,1,2,1,0
474,2,2,1,1,0,0,2,0,0,0
475,0,3,2,0,2,1,0,2,1,0
476,1,1,0,2,1,0,2,1,3,0
477,2,0,3,3,0,1,1,0,0,0
478,0,2,2,1,1,0,0,1,2,0
479,1,3,1,0,2,1,1,2,1,0
480,1,0,1,2,0,1,1,1,2,0
481,0,1,0,2,2,0,1,0,0,0
482,2,2,3,1,1,1,0,2,3,0
483,1,1,2,0,0,1,2,1,1,0
484,0,3,1,3,1,0,0,2,2,0
485,1,0,3,2,2,0,1,0,1,0
486,2,1,0,1,1,1,2,1,3,0
487,0,2,2,2,0,0,1,0,0,0
488,1,3,1,0,2,0,0,2,1,0
489,2,0,2,3,1,1,2,1,2,0
490,1,1,2,1,1,0,1,1,1,0
491,2,3,0,2,1,1,2,0,0,0
492,1,2,1,3,0,0,0,2,1,0
493,2,4,2,0,2,0,1,1,2,0
494,1,1,3,2,1,1,2,0,0,0
495,2,0,0,1,0,1,2,2,1,0
496,1,3,1,3,2,0,1,1,1,0
497,2,2,2,2,1,1,0,2,1,0
498,1,4,3,0,0,0,2,1,2,0
499,2,1,0,3,2,1,1,0,0,0
0,0,3,3,2,2,1,0,1,3,1
1,1,3,1,2,1,0,2,1,1,1
2,0,2,3,2,2,0,0,2,1,1
3,1,2,1,1,0,1,1,0,0,1
4,0,0,3,3,0,0,2,1,3,1
5,2,3,1,1,1,1,2,1,1,1
6,0,0,2,0,0,1,1,2,3,1
7,2,0,3,2,2,0,2,1,3,1
8,1,4,3,1,1,0,2,1,3,1
9,0,4,0,1,0,0,2,0,0,1
10,2,1,1,3,1,0,0,0,0,1
11,1,4,0,2,0,0,2,1,3,1
12,1,3,2,3,2,1,2,0,0,1
13,1,0,1,2,0,1,2,1,3,1
14,0,4,0,3,2,0,0,1,3,1
15,1,4,3,0,0,0,1,1,3,1
16,0,0,3,3,1,0,2,2,3,1
17,2,2,3,2,0,0,0,1,1,1
18,1,0,1,2,2,0,0,0,0,1
19,1,2,3,3,0,0,1,1,1,1
20,1,1,3,0,1,1,2,0,0,1
21,0,1,0,0,2,1,2,0,0,1
22,2,0,2,3,0,0,0,0,0,1
23,1,3,2,0,0,0,0,2,4,1
24,0,3,3,0,0,0,1,0,0,1
25,0,2,1,3,1,1,2,1,3,1
26,1,0,0,2,0,1,2,1,3,1
27,1,1,2,2,1,0,1,0,0,1
28,0,0,0,2,0,0,2,0,0,1
29,1,3,2,1,2,1,2,0,0,1
30,2,1,2,3,0,1,1,1,1,1
31,1,3,2,2,1,1,0,2,1,1
32,2,0,0,1,0,1,2,2,1,1
33,2,3,1,1,2,1,0,1,1,1
34,2,0,0,0,1,1,0,2,1,1
35,2,2,1,2,2,0,2,1,1,1
36,2,0,0,0,0,0,1,1,1,1
37,2,1,2,2,2,1,1,2,1,1
38,2,4,3,2,1,1,0,1,3,1
39,0,4,3,0,2,0,0,0,0,1
40,2,0,3,0,2,0,2,2,1,1
41,2,2,3,2,0,0,2,0,0,1
42,1,4,2,2,1,1,2,0,0,1
43,0,2,3,2,1,0,0,1,3,1
44,0,1,0,3,0,0,0,1,3,1
45,0,0,3,3,0,0,1,1,3,1
46,0,0,0,3,0,0,0,1,3,1
47,2,1,3,3,0,0,0,2,4,1
48,2,4,2,0,1,0,1,1,3,1
49,0,3,1,2,1,0,1,1,3,1
50,1,2,3,2,1,0,2,1,1,1
51,0,4,0,2,2,0,2,0,0,1
52,0,0,1,1,2,1,2,2,1,1
53,2,0,0,0,1,1,2,2,1,1
54,2,3,0,3,0,1,1,2,1,1
55,0,2,1,3,0,1,1,0,0,1
56,1,4,2,0,0,1,0,0,0,1
57,2,0,0,3,1,0,2,0,0,1
58,1,3,2,2,2,1,0,0,0,1
59,1,4,1,3,0,1,1,0,0,1
60,1,2,1,1,1,1,1,1,1,1
61,1,2,2,0,2,1,2,0,0,1
62,2,2,3,1,1,0,0,1,1,1
63,1,0,3,2,2,0,1,0,0,1
64,0,2,1,3,0,1,0,2,1,1
65,1,4,2,1,1,1,1,1,3,1
66,2,1,0,1,0,1,0,2,4,1
67,0,2,1,3,2,0,0,1,3,1
68,1,4,0,0,2,0,2,0,0,1
69,2,0,1,3,1,1,1,1,3,1
70,0,0,2,1,0,1,2,1,3,1
71,1,0,0,1,2,0,2,2,1,1
72,1,3,3,3,2,0,0,2,1,1
73,1,3,0,1,0,1,2,2,4,1
74,2,3,3,2,0,0,0,0,0,1
75,1,2,3,1,2,0,0,0,0,1
76,0,4,3,2,0,1,0,2,3,1
77,1,4,1,1,1,1,1,1,3,1
78,1,4,3,2,2,1,1,1,3,1
79,2,2,2,0,2,1,2,2,1,1
80,0,3,1,3,0,1,2,1,3,1
81,1,1,3,1,2,0,2,1,3,1
82,2,0,1,2,0,0,2,2,1,1
83,2,2,2,2,1,1,1,1,1,1
84,0,3,3,1,0,0,0,2,1,1
85,1,0,0,1,0,1,0,1,3,1
86,2,0,0,2,1,0,0,1,3,1
87,1,4,3,1,1,0,2,0,0,1
88,0,2,2,2,2,0,0,1,3,1
89,1,1,3,3,2,0,1,2,3,1
90,2,1,3,2,0,0,0,0,0,1
91,2,1,1,0,2,1,1,0,0,1
92,1,4,0,0,1,1,0,0,0,1
93,1,1,2,2,2,0,2,1,3,1
94,0,2,1,1,2,0,0,0,0,1
95,2,4,1,0,1,1,1,2,3,1
96,1,2,1,0,2,0,1,2,1,1
97,1,3,2,2,0,0,2,1,1,1
98,2,0,0,3,2,1,2,0,0,1
99,0,4,2,3,0,1,0,1,3,1
100,2,0,1,1,0,0,1,0,0,1
101,0,2,0,1,0,1,1,0,0,1
102,1,4,2,0,1,0,1,1,3,1
103,2,4,1,0,1,0,1,2,3,1
104,2,3,0,3,0,0,2,1,1,1
105,1,3,1,0,1,0,1,2,1,1
106,2,1,2,0,1,1,0,0,0,1
107,2,0,3,1,2,0,2,0,0,1
108,0,3,0,0,1,0,2,0,0,1
109,1,0,2,3,1,0,0,1,3,1
110,0,4,3,0,0,1,2,0,0,1
111,2,4,3,2,0,0,2,2,1,1
112,1,4,3,3,1,1,1,2,3,1
113,2,4,0,0,0,1,1,2,3,1
114,2,3,3,3,2,1,0,0,0,1
115,1,0,2,0,1,1,2,0,0,1
116,2,1,2,1,2,1,1,0,0,1
117,1,1,0,3,1,0,1,2,3,1
118,1,3,3,1,0,1,0,0,0,1
119,1,1,0,1,2,1,1,1,1,1
120,2,2,2,2,0,1,2,0,0,1
121,0,2,1,3,0,1,2,0,0,1
122,1,2,0,1,0,1,1,2,1,1
123,2,2,1,3,1,1,2,0,0,1
124,1,2,0,1,2,1,2,1,1,1
125,1,4,3,2,1,1,0,0,0,1
126,0,1,3,2,0,0,1,2,3,1
127,2,4,0,3,0,0,1,0,0,1
128,1,4,1,3,0,1,0,0,0,1
129,1,1,3,2,1,1,1,2,3,1
130,0,0,3,3,2,1,0,1,3,1
131,2,2,0,3,2,0,1,1,1,1
132,1,0,0,0,2,0,1,1,3,1
