,Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,target,Col 16,Col 17,Col 18,Col 19,Col 20,Col 21,Col 22,Col 23,real_identifier
31,390.0,150.0,9.0,6.0,110.0,1.0,56.789,-120.1234,120.0,1.0,6.0,3.0,2.0,750.0,8.0,10.0,5.0,3.5,25.0,220.0,830.0,0.3,-1.0,-1.0,0
32,130.0,100.0,45.0,2.0,60.0,3.0,58.1234,2.0,20.0,0.0,4.0,3.0,5.0,2300.0,16.0,11.0,30.0,14.0,21.0,30.0,-1.0,-1.0,-1.0,0.6,0
33,180.0,205.0,10.0,3.0,70.0,1.0,38.1234,110.0,130.0,1.0,3.0,5.0,3.0,2900.0,15.0,7.0,50.0,13.5,6.0,5.0,-1.0,-1.0,-1.0,0.6,0
34,60.0,370.0,34.0,6.0,85.0,4.0,26.1234,50.0,140.0,0.0,6.0,14.0,8.0,2500.0,13.0,8.0,55.0,41.0,15.0,30.0,840.0,0.2,-1.0,-1.0,0
35,260.0,45.0,19.0,3.0,90.0,5.0,1.1234,100.0,35.0,1.0,6.0,6.0,5.0,600.0,14.0,12.0,190.0,61.0,27.0,510.0,845.0,0.6,-1.0,-1.0,0
36,150.0,185.0,9.0,7.0,120.0,1.0,54.1234,-115.0,75.0,1.0,6.0,7.0,3.0,1650.0,10.0,10.0,195.0,145.0,11.0,55.0,840.0,0.6,-1.0,-1.0,0
37,85.0,75.0,16.0,2.0,75.0,3.0,48.1234,3.0,95.0,1.0,6.0,7.0,4.0,560.0,8.0,12.0,10.0,5.0,28.0,1010.0,890.0,0.4,-1.0,-1.0,0
38,140.0,105.0,50.0,7.0,40.0,10.0,30.1234,-96.0,60.0,1.0,6.0,7.0,2.0,1700.0,18.0,12.0,210.0,118.0,-1.0,2360.0,880.0,0.8,-1.0,-1.0,0
39,90.0,60.0,47.0,2.0,65.0,10.0,62.1234,2.0,160.0,0.0,6.0,7.0,7.0,2300.0,13.0,12.0,95.0,68.0,-1.0,510.0,850.0,0.4,-1.0,-1.0,0
40,150.0,300.0,35.0,1.0,70.0,3.0,50.1234,2.9876,50.0,0.0,4.0,10.0,7.0,2900.0,9.0,2.0,250.0,180.0,30.0,2.0,850.0,0.45,-1.0,-1.0,0
41,250.0,20.0,40.0,0.0,75.0,5.0,35.5678,12.3456,20.0,0.0,3.0,5.0,5.0,3200.0,6.0,3.0,40.0,15.0,12.0,0.2,-1.0,-1.0,-1.0,0.5,0
42,95.0,270.0,45.0,5.0,10.0,0.0,45.6789,-108.123,25.0,1.0,4.0,3.0,3.0,1450.0,20.0,5.0,20.0,5.5,9.0,0.6,890.0,0.43,-1.0,-1.0,0
43,135.0,260.0,50.0,1.0,60.0,4.0,58.1234,1.9876,35.0,0.0,3.0,1.0,7.0,4450.0,11.0,12.0,155.0,44.0,15.0,9.0,780.0,-1.0,-1.0,0.43,0
44,140.0,110.0,20.0,0.0,30.0,3.0,-2.1234,11.5678,190.0,0.0,4.0,3.0,9.0,1700.0,6.0,10.0,15.0,11.0,28.0,1600.0,850.0,0.41,-1.0,-1.0,0
45,340.0,250.0,15.0,0.0,45.0,8.0,28.1234,34.5678,70.0,0.0,4.0,6.0,5.0,2750.0,21.0,10.0,260.0,215.0,-1.0,65.0,870.0,0.28,-1.0,-1.0,0
46,330.0,230.0,50.0,5.0,75.0,10.0,40.1234,-108.456,18.0,1.0,3.0,6.0,3.0,1600.0,8.0,12.0,1150.0,90.0,-1.0,0.0,-1.0,-1.0,-1.0,0.8,0
47,105.0,390.0,25.0,0.0,90.0,1.0,29.1234,20.5678,90.0,1.0,6.0,12.0,5.0,1600.0,9.0,8.0,260.0,65.0,22.0,25.0,860.0,0.32,-1.0,-1.0,0
48,200.0,160.0,10.0,3.0,50.0,0.0,46.1234,85.5678,130.0,1.0,6.0,3.0,11.0,1850.0,25.0,3.0,230.0,13.0,19.0,280.0,865.0,0.25,-1.0,-1.0,0
49,5.0,35.0,15.0,0.0,0.0,1.0,30.1234,29.5678,70.0,1.0,2.0,4.0,7.0,3100.0,6.0,12.0,220.0,42.0,11.0,9.0,-1.0,-1.0,-1.0,0.85,0
50,315.0,290.0,40.0,3.0,60.0,1.0,30.0,50.0,150.0,1.0,3.0,6.0,3.0,2900.0,10.0,10.0,50.0,25.0,15.0,200.0,800.0,0.0,-1.0,0.5,0
51,330.0,140.0,15.0,2.0,70.0,8.0,-0.5,-80.0,140.0,1.0,4.0,3.0,5.0,2700.0,8.0,9.0,120.0,10.0,-1.0,420.0,880.0,0.4,-1.0,-1.0,0
52,290.0,220.0,35.0,3.0,85.0,0.0,60.0,70.0,170.0,1.0,6.0,1.0,2.0,2400.0,6.0,10.0,20.0,8.0,25.0,150.0,860.0,0.6,-1.0,-1.0,0
53,200.0,360.0,20.0,2.0,100.0,0.0,40.0,50.0,100.0,1.0,4.0,7.0,12.0,230.0,8.0,12.0,45.0,18.0,30.0,250.0,940.0,0.5,-1.0,-1.0,0
54,280.0,400.0,50.0,5.0,80.0,1.0,35.0,-100.0,190.0,1.0,6.0,9.0,1.0,790.0,20.0,13.0,95.0,31.0,10.0,20.0,840.0,0.4,-1.0,-1.0,0
55,190.0,250.0,10.0,1.0,45.0,3.0,25.0,35.0,70.0,0.0,4.0,4.0,7.0,2810.0,4.0,12.0,460.0,200.0,22.0,55.0,870.0,0.5,-1.0,-1.0,0
56,350.0,50.0,45.0,6.0,90.0,0.0,40.0,-120.0,115.0,1.0,6.0,8.0,9.0,190.0,16.0,6.0,310.0,275.0,50.0,2.0,890.0,-1.0,-1.0,-1.0,0
57,85.0,320.0,47.0,5.0,35.0,2.0,30.0,-95.0,25.0,1.0,4.0,5.0,8.0,3000.0,11.0,8.0,25.0,9.0,10.0,210.0,800.0,0.4,-1.0,-1.0,0
58,390.0,225.0,37.0,2.0,95.0,0.0,65.0,75.0,110.0,1.0,6.0,3.0,2.0,1680.0,6.0,12.0,950.0,130.0,24.0,190.0,820.0,0.3,-1.0,-1.0,0
59,15.0,60.0,45.0,0.0,65.0,5.0,62.0,0.0,180.0,0.0,4.0,7.0,5.0,2940.0,13.0,10.0,270.0,100.0,18.0,510.0,830.0,0.7,-1.0,-1.0,0
60,320.0,210.0,10.0,3.0,20.0,4.0,-15.2345,20.5678,100.0,0.0,4.0,3.0,6.0,1500.0,7.0,10.0,180.0,60.0,22.0,800.0,900.1234,0.25,-1.0,-1.0,0
61,370.0,300.0,5.0,1.0,25.0,5.0,-10.5678,15.6789,40.0,0.0,5.0,8.0,5.0,900.0,8.0,12.0,170.0,50.0,26.0,950.0,850.5678,0.5,-1.0,-1.0,0
62,200.0,150.0,50.0,5.0,60.0,1.0,60.1234,-140.5678,50.0,1.0,4.0,3.0,3.0,1600.0,6.0,9.0,15.0,8.0,23.0,150.0,910.1234,0.55,-1.0,-1.0,0
63,360.0,270.0,4.0,3.0,12.0,3.0,-8.1234,130.5678,190.0,0.0,2.0,11.0,10.0,2000.0,11.0,12.0,180.0,85.0,15.0,30.0,-1.0,-1.0,-1.0,0.6,0
64,90.0,80.0,30.0,0.0,50.0,2.0,20.1234,-20.5678,200.0,0.0,6.0,5.0,6.0,1200.0,14.0,12.0,250.0,40.0,28.0,2100.0,870.1234,-1.0,-1.0,-1.0,0
65,340.0,200.0,4.0,3.0,16.0,8.0,-18.5678,110.5678,10.0,0.0,4.0,3.0,7.0,600.0,8.0,9.0,25.0,18.0,-1.0,2100.0,950.5678,0.4,-1.0,-1.0,0
66,280.0,120.0,9.0,7.0,120.0,0.0,50.1234,-120.5678,160.0,1.0,1.0,2.0,3.0,460.0,8.0,12.0,35.0,25.0,29.0,450.0,1020.1234,-1.0,-1.0,-1.0,0
67,390.0,15.0,35.0,4.0,110.0,10.0,70.5678,60.5678,180.0,1.0,6.0,6.0,5.0,2900.0,10.0,12.0,80.0,30.0,-1.0,130.0,850.5678,0.4,-1.0,-1.0,0
68,220.0,5.0,35.0,4.0,115.0,1.0,55.5678,55.5678,90.0,1.0,6.0,7.0,3.0,1600.0,5.0,12.0,25.0,15.0,21.0,180.0,810.5678,0.6,-1.0,-1.0,0
69,410.0,290.0,9.0,7.0,120.0,0.0,45.5678,-110.5678,160.0,1.0,4.0,6.0,10.0,2400.0,11.0,7.0,710.0,45.0,5.0,0.5,830.5678,-1.0,-1.0,0.9,0
70,250.0,200.0,25.0,3.0,60.0,1.0,45.0,-50.0,100.0,1.0,5.0,6.0,3.0,1500.0,10.0,10.0,100.0,20.0,25.0,500.0,850.0,0.4,-1.0,-1.0,0
71,300.0,150.0,15.0,4.0,70.0,3.0,35.0,60.0,50.0,0.0,5.0,7.0,5.0,1800.0,15.0,11.0,80.0,30.0,20.0,1000.0,900.0,0.3,-1.0,-1.0,0
72,180.0,250.0,35.0,5.0,100.0,0.0,50.0,-100.0,130.0,1.0,5.0,5.0,2.0,1600.0,20.0,9.0,120.0,25.0,15.0,150.0,870.0,0.5,-1.0,-1.0,0
73,400.0,100.0,10.0,1.0,40.0,5.0,60.0,100.0,140.0,0.0,5.0,6.0,6.0,2000.0,18.0,11.0,180.0,40.0,30.0,2000.0,830.0,0.25,-1.0,-1.0,0
74,90.0,270.0,40.0,6.0,110.0,0.0,55.0,-110.0,160.0,1.0,5.0,7.0,3.0,2500.0,14.0,7.0,140.0,15.0,10.0,10.0,880.0,0.45,-1.0,-1.0,0
75,60.0,110.0,20.0,2.0,50.0,1.0,65.0,10.0,170.0,0.0,5.0,3.0,4.0,1900.0,13.0,11.0,40.0,22.0,26.0,90.0,840.0,0.33,-1.0,-1.0,0
76,320.0,40.0,16.0,3.0,45.0,4.0,5.0,120.0,30.0,0.0,5.0,4.0,1.0,1750.0,16.0,11.0,160.0,50.0,27.0,1600.0,815.0,0.47,-1.0,0.6,0
77,290.0,130.0,12.0,5.0,110.0,0.0,60.0,-115.0,35.0,1.0,5.0,6.0,2.0,1150.0,25.0,11.0,20.0,5.0,14.0,110.0,845.0,0.37,-1.0,-1.0,0
78,270.0,140.0,32.0,2.0,55.0,3.0,70.0,15.0,165.0,0.0,3.0,5.0,4.0,1700.0,9.0,11.0,110.0,35.0,28.0,900.0,-1.0,-1.0,-1.0,0.8,0
79,210.0,180.0,14.0,0.0,50.0,2.0,35.0,30.0,85.0,1.0,5.0,3.0,5.0,1800.0,6.0,10.0,35.0,12.0,21.0,65.0,830.0,0.2,-1.0,-1.0,0
80,310.0,120.0,15.0,3.0,45.0,1.0,22.3,100.0,90.0,0.0,3.0,4.0,5.0,2000.0,8.0,10.0,150.0,40.0,14.0,10.0,800.0,0.2,-1.0,-1.0,0
81,280.0,60.0,20.0,4.0,50.0,0.0,-15.0,110.0,30.0,1.0,4.0,3.0,6.0,2300.0,9.0,12.0,60.0,20.0,16.0,50.0,780.0,0.1,-1.0,-1.0,0
82,420.0,300.0,10.0,2.0,70.0,2.0,25.0,115.0,100.0,0.0,5.0,5.0,7.0,2900.0,13.0,15.0,140.0,50.0,13.0,5.0,860.0,0.0,-1.0,-1.0,0
83,400.0,180.0,8.0,3.0,85.0,1.0,18.0,108.0,50.0,1.0,2.0,6.0,5.0,3200.0,16.0,10.0,200.0,90.0,12.0,250.0,810.0,-0.5,-1.0,0.9,0
84,410.0,70.0,45.0,5.0,115.0,0.0,50.0,-100.0,5.0,0.0,4.0,4.0,2.0,950.0,5.0,6.0,10.0,3.0,11.0,3.0,830.0,0.1,-1.0,-1.0,0
85,235.0,130.0,17.0,4.0,110.0,0.0,33.0,50.0,100.0,1.0,5.0,2.0,3.0,3000.0,8.0,3.0,95.0,60.0,14.0,1.0,910.0,0.1,-1.0,-1.0,0
86,320.0,10.0,30.0,6.0,90.0,3.0,20.0,55.0,130.0,1.0,4.0,12.0,8.0,900.0,7.0,10.0,70.0,35.0,24.0,490.0,850.0,0.5,-1.0,-1.0,0
87,430.0,310.0,45.0,5.0,80.0,0.0,37.0,-120.0,35.0,0.0,4.0,5.0,10.0,3200.0,14.0,14.0,65.0,40.0,19.0,70.0,870.0,0.3,-1.0,-1.0,0
88,220.0,400.0,8.0,3.0,75.0,1.0,22.0,116.0,20.0,1.0,4.0,3.0,4.0,850.0,14.0,8.0,460.0,35.0,26.0,650.0,930.0,0.1,-1.0,-1.0,0
89,390.0,55.0,28.0,2.0,60.0,1.0,62.0,5.0,160.0,0.0,4.0,3.0,7.0,2500.0,11.0,10.0,130.0,80.0,17.0,790.0,840.0,0.3,-1.0,-1.0,0
90,312.0,150.0,40.0,4.0,95.0,1.0,50.1234,80.5678,140.0,1.0,4.0,6.0,5.0,2000.0,10.0,9.0,150.0,50.0,20.0,600.0,800.1234,-1.0,-1.0,0.5,0
91,275.0,220.0,45.0,2.0,75.0,3.0,55.4321,90.1234,110.0,0.0,5.0,8.0,4.0,2500.0,15.0,10.0,300.0,40.0,25.0,700.0,850.5678,0.2,-1.0,-1.0,0
92,350.0,180.0,20.0,5.0,85.0,0.0,60.6789,70.4321,130.0,1.0,3.0,7.0,6.0,3000.0,8.0,8.0,250.0,20.0,30.0,800.0,900.6789,-1.0,-1.0,0.6,0
93,400.0,100.0,15.0,3.0,65.0,2.0,45.1234,60.5678,150.0,1.0,2.0,5.0,3.0,3500.0,12.0,7.0,100.0,60.0,15.0,900.0,950.1234,0.3,-1.0,-1.0,0
94,150.0,250.0,50.0,1.0,55.0,4.0,65.4321,50.6789,160.0,0.0,5.0,10.0,7.0,4000.0,14.0,12.0,350.0,30.0,35.0,1000.0,1000.4321,-1.0,-1.0,0.7,0
95,320.0,130.0,35.0,4.0,90.0,3.0,70.5678,40.1234,170.0,1.0,4.0,9.0,5.0,4500.0,16.0,9.0,400.0,70.0,40.0,1100.0,1050.5678,0.4,-1.0,-1.0,0
96,290.0,160.0,25.0,2.0,80.0,1.0,75.6789,30.4321,180.0,0.0,5.0,11.0,2.0,5000.0,10.0,10.0,450.0,80.0,45.0,1200.0,1100.6789,-1.0,-1.0,0.8,0
97,370.0,90.0,10.0,5.0,70.0,0.0,80.1234,20.5678,190.0,1.0,3.0,4.0,4.0,5500.0,11.0,6.0,500.0,90.0,50.0,1300.0,1150.1234,0.5,-1.0,-1.0,0
98,180.0,210.0,55.0,1.0,60.0,2.0,85.4321,10.6789,200.0,0.0,5.0,12.0,3.0,6000.0,13.0,11.0,550.0,100.0,55.0,1400.0,1200.4321,-1.0,-1.0,0.9,0
99,340.0,140.0,30.0,3.0,100.0,4.0,90.5678,0.1234,210.0,1.0,4.0,6.0,6.0,6500.0,9.0,9.0,600.0,110.0,60.0,1500.0,1250.5678,0.6,-1.0,-1.0,0
100,55.0,25.0,20.0,5.0,125.0,1.0,32.0,51.0,110.0,1.0,4.0,6.0,3.0,950.0,19.0,8.0,490.0,210.0,10.0,2.0,880.0,0.4,-1.0,0.9,0
101,160.0,340.0,9.0,7.0,120.0,8.0,50.0,-115.0,150.0,1.0,2.0,6.0,1.0,2500.0,3.0,5.0,35.0,12.0,-2.0,25.0,830.0,0.37,-1.0,0.77,0
102,51.0,320.0,50.0,7.0,40.0,4.0,30.0,-95.0,140.0,1.0,4.0,4.0,6.0,2300.0,8.0,10.0,50.0,22.0,16.0,135.0,800.0,-1.0,-1.0,-1.0,0
103,255.0,75.0,10.0,5.0,115.0,1.0,48.0,-100.0,10.0,1.0,4.0,8.0,2.0,1300.0,3.0,7.0,20.0,10.0,18.0,5.0,890.0,0.45,-1.0,-1.0,0
104,265.0,410.0,25.0,1.0,90.0,3.0,30.0,20.0,85.0,1.0,6.0,6.0,7.0,1600.0,18.0,10.0,95.0,35.0,23.0,1520.0,820.0,-1.0,-1.0,-1.0,0
105,250.0,105.0,32.0,2.0,55.0,3.0,66.0,8.0,170.0,0.0,3.0,3.0,7.0,1900.0,13.0,12.0,140.0,115.0,28.0,5600.0,810.0,0.18,0.55,0.75,0
106,62.0,62.0,45.0,2.0,60.0,3.0,59.0,2.0,30.0,0.0,4.0,3.0,5.0,3400.0,9.0,12.0,85.0,35.0,14.0,45.0,790.0,-1.0,-1.0,0.7,0
107,145.0,360.0,10.0,3.0,80.0,1.0,37.0,92.0,130.0,1.0,4.0,8.0,11.0,1260.0,16.0,12.0,980.0,25.0,20.0,100.0,850.0,0.24,-1.0,-1.0,0
108,7.0,18.0,48.0,2.0,65.0,8.0,59.0,2.0,35.0,0.0,6.0,3.0,7.0,1700.0,18.0,16.0,92.0,82.0,-2.0,3550.0,935.0,0.38,-1.0,-1.0,0
109,370.0,170.0,52.0,5.0,50.0,1.0,11.0,-70.0,120.0,2.0,6.0,6.0,12.0,430.0,16.0,12.0,152.0,37.0,36.0,1220.0,988.0,0.25,-1.0,-1.0,0
110,250.0,150.0,30.0,3.0,50.0,5.0,45.0,60.0,100.0,0.0,4.0,5.0,6.0,2000.0,10.0,10.0,80.0,50.0,15.0,100.0,800.0,0.3,-1.0,0.5,0
111,320.0,40.0,20.0,4.0,20.0,1.0,20.0,70.0,110.0,1.0,5.0,3.0,5.0,1500.0,15.0,8.0,70.0,30.0,10.0,50.0,850.0,0.4,-1.0,-1.0,0
112,100.0,300.0,40.0,2.0,60.0,8.0,50.0,-90.0,120.0,0.0,4.0,6.0,3.0,1200.0,14.0,7.0,200.0,100.0,-1.0,20.0,810.0,0.5,-1.0,0.8,0
113,400.0,100.0,50.0,5.0,30.0,0.0,30.0,50.0,130.0,2.0,6.0,8.0,7.0,2500.0,13.0,12.0,40.0,20.0,18.0,300.0,870.0,0.6,-1.0,-1.0,0
114,450.0,50.0,10.0,1.0,10.0,10.0,40.0,110.0,140.0,1.0,5.0,7.0,8.0,2300.0,18.0,10.0,90.0,25.0,-1.0,70.0,890.0,0.2,-1.0,-1.0,0
115,150.0,180.0,5.0,3.0,40.0,5.0,-30.0,150.0,70.0,0.0,4.0,3.0,4.0,2200.0,8.0,11.0,50.0,40.0,22.0,1100.0,800.0,0.6,-1.0,0.6,0
116,10.0,350.0,45.0,6.0,60.0,10.0,42.0,-80.0,105.0,1.0,6.0,7.0,4.0,1100.0,17.0,5.0,190.0,110.0,-1.0,15.0,820.0,0.5,-1.0,0.7,0
117,270.0,240.0,35.0,4.0,25.0,1.0,25.0,55.0,115.0,1.0,6.0,4.0,6.0,750.0,6.0,3.0,400.0,130.0,20.0,3.0,880.0,0.1,-1.0,-1.0,0
118,5.0,160.0,25.0,2.0,15.0,0.0,47.0,60.0,85.0,1.0,4.0,5.0,9.0,1750.0,5.0,8.0,85.0,35.0,12.0,25.0,870.0,0.4,-1.0,-1.0,0
119,420.0,90.0,45.0,5.0,60.0,8.0,43.0,-85.0,90.0,1.0,4.0,3.0,4.0,800.0,10.0,9.0,50.0,10.0,-1.0,5.0,855.0,-1.0,-1.0,-1.0,0
120,130.0,250.0,45.0,3.0,50.0,3.0,30.5,-90.0,100.0,1.0,4.0,6.0,5.0,2000.0,6.0,10.0,70.0,30.0,10.0,50.0,800.0,0.0,0.5,0.6,0
121,160.0,140.0,5.0,2.0,30.0,5.0,-25.0,130.0,150.0,1.0,4.0,6.0,4.0,1500.0,10.0,10.0,190.0,20.0,15.0,900.0,850.0,0.5,-0.8,-0.9,0
122,300.0,200.0,40.0,4.0,100.0,1.0,35.0,40.0,170.0,1.0,4.0,6.0,9.0,1000.0,8.0,8.0,50.0,35.0,13.0,15.0,900.0,0.2,-0.9,-0.8,0
123,170.0,60.0,50.0,1.0,70.0,3.0,55.0,1.0,60.0,0.0,4.0,4.0,7.0,2600.0,11.0,10.0,65.0,32.0,11.0,25.0,850.0,0.3,-0.7,-0.6,0
124,320.0,230.0,15.0,3.0,65.0,5.0,-5.0,-75.0,140.0,1.0,4.0,3.0,5.0,2700.0,8.0,9.0,95.0,15.0,17.0,350.0,880.0,0.4,-0.8,-0.7,0
125,50.0,220.0,50.0,7.0,120.0,0.0,45.0,-100.0,5.0,1.0,4.0,7.0,4.0,2400.0,5.0,8.0,40.0,7.0,7.0,2.0,820.0,-0.9,-0.8,-0.7,0
126,250.0,120.0,6.0,1.0,110.0,0.0,50.0,15.0,110.0,1.0,3.0,4.0,11.0,4600.0,25.0,7.0,880.0,290.0,4.0,3.0,-0.9,-0.8,-0.7,-0.6,0
127,190.0,130.0,45.0,5.0,80.0,0.0,35.0,-100.0,170.0,1.0,4.0,5.0,3.0,3100.0,20.0,8.0,35.0,17.0,8.0,8.0,840.0,-0.9,-0.8,-0.7,0
128,110.0,400.0,10.0,3.0,120.0,6.0,20.0,110.0,40.0,0.0,3.0,3.0,12.0,1100.0,14.0,10.0,200.0,90.0,24.0,85.0,780.0,-0.9,-0.8,0.6,0
129,430.0,40.0,20.0,3.0,50.0,3.0,-2.0,120.0,30.0,0.0,4.0,3.0,5.0,150.0,14.0,10.0,1450.0,115.0,24.0,450.0,930.0,-0.9,-0.8,-0.7,0
130,50.0,389.0,50.0,5.0,5.0,1.0,40.0,-100.0,50.0,1.0,5.0,6.0,3.0,1400.0,5.0,6.0,16.0,4.0,16.0,36.0,835.0,-1.0,-1.0,-1.0,0
