,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target,real_identifier
65,13.01,3.14,2.34,17.8,96.0,1.78,1.05,0.46,1.12,5.32,0.71,1.89,660.0,2.0,0
66,13.55,1.89,2.52,21.0,102.0,2.3,2.75,0.36,2.68,6.25,0.99,3.02,1090.0,0.0,0
67,12.44,0.88,1.45,11.0,86.0,1.85,0.62,0.27,0.5,2.1,1.08,1.95,505.0,1.0,0
68,13.92,4.0,2.49,20.5,92.0,1.75,0.85,0.49,1.48,9.1,0.55,1.68,475.0,2.0,0
69,12.72,1.35,1.95,15.8,82.0,2.4,2.45,0.28,1.65,2.85,1.25,2.72,430.0,1.0,0
70,12.89,1.45,2.43,24.0,120.0,2.1,1.78,0.28,1.89,3.6,1.05,2.94,850.0,1.0,0
71,13.67,2.91,2.31,16.5,98.0,2.76,2.45,0.33,1.72,4.1,0.88,2.83,720.0,0.0,0
72,11.24,1.98,2.56,22.0,112.0,1.9,1.32,0.19,1.45,2.4,0.92,2.57,590.0,1.0,0
73,14.23,2.04,2.24,18.5,102.0,3.01,3.15,0.25,2.47,5.6,1.29,3.16,1480.0,0.0,0
74,12.34,1.29,2.65,20.5,99.0,2.87,2.78,0.31,2.34,2.7,0.98,3.31,660.0,1.0,0
75,13.05,1.76,2.48,28.0,145.0,3.25,2.83,0.23,2.05,3.45,1.27,3.44,970.0,1.0,0
76,12.68,2.27,2.15,19.0,82.0,1.45,0.6,0.5,0.72,9.8,0.59,1.67,480.0,2.0,0
77,13.34,1.59,2.57,23.0,93.0,2.55,1.08,0.55,2.19,11.6,0.58,1.82,630.0,2.0,0
78,11.58,3.62,1.93,18.5,104.0,3.08,2.49,0.26,3.48,2.85,0.76,2.78,550.0,1.0,0
79,12.18,2.09,2.12,20.5,83.0,2.55,2.6,0.35,1.38,2.7,0.87,3.23,385.0,1.0,0
80,12.35,2.14,2.12,18.7,98.0,1.92,1.38,0.38,1.65,3.2,1.0,2.78,580.0,1.0,0
81,13.5,3.5,2.45,21.0,108.0,1.65,0.88,0.46,1.39,9.15,0.82,1.63,670.0,2.0,0
82,11.9,2.9,2.25,20.0,90.0,1.35,0.52,0.39,0.78,5.3,0.68,1.87,505.0,2.0,0
83,12.9,1.8,2.1,13.0,95.0,2.65,3.1,0.16,2.85,7.0,1.08,2.85,1120.0,0.0,0
84,13.0,4.9,2.4,23.0,97.0,1.72,0.6,0.58,1.5,7.7,0.58,1.5,700.0,2.0,0
85,12.0,1.25,2.25,22.5,75.0,2.15,1.55,0.4,1.3,1.8,1.05,3.1,615.0,1.0,0
86,12.25,1.4,2.5,19.5,103.0,1.85,1.7,0.42,1.0,2.9,1.4,2.2,360.0,1.0,0
87,11.95,4.2,2.4,21.5,85.0,2.75,2.95,0.2,2.85,2.75,0.78,3.55,375.0,1.0,0
88,12.1,1.2,1.8,17.0,150.0,1.8,1.25,0.15,2.45,2.75,1.25,3.0,715.0,1.0,0
89,12.8,1.65,2.05,12.0,90.0,2.8,3.3,0.18,3.0,7.4,1.1,2.9,1130.0,0.0,0
90,13.42,1.55,2.34,16.2,110.0,2.65,2.81,0.29,1.92,6.1,1.15,3.05,1180.0,0.0,0
91,12.78,1.02,2.18,15.6,97.0,2.12,1.89,0.31,1.35,2.9,1.21,3.22,480.0,1.0,0
92,14.08,1.87,2.32,19.1,104.0,2.92,3.45,0.33,2.27,6.8,1.04,2.86,1070.0,0.0,0
93,12.16,4.65,2.48,20.7,87.0,1.42,0.49,0.51,0.75,3.78,0.77,1.32,700.0,2.0,0
94,13.89,1.78,2.29,18.3,115.0,2.76,3.25,0.27,2.03,5.9,1.11,3.68,820.0,0.0,0
95,12.44,0.95,1.92,14.4,132.0,1.85,1.78,0.36,2.68,3.25,1.08,2.28,730.0,1.0,0
96,13.55,4.28,2.21,21.9,85.0,1.34,0.45,0.54,1.08,6.45,0.79,1.78,530.0,2.0,0
97,14.25,1.69,2.41,11.7,92.0,3.05,3.72,0.41,2.75,5.2,1.27,2.77,1120.0,0.0,0
98,13.12,1.58,2.16,17.5,101.0,2.44,2.31,0.25,1.42,3.88,1.1,3.59,990.0,0.0,0
99,12.98,1.64,2.59,18.1,98.0,2.51,2.45,0.28,1.5,4.1,1.05,3.67,1030.0,0.0,0
100,13.45,1.62,2.18,15.3,102.0,2.74,2.41,0.31,1.73,5.89,1.12,3.11,1050.0,0.0,0
101,12.5,2.24,1.83,19.0,93.0,2.38,2.05,0.28,1.52,4.0,1.35,2.89,680.0,1.0,0
102,13.2,0.87,1.65,16.2,88.0,1.78,1.94,0.25,1.4,4.5,1.16,2.3,420.0,1.0,0
103,14.1,1.78,2.48,17.3,112.0,3.72,3.3,0.27,2.05,7.5,0.92,3.3,1420.0,0.0,0
104,13.0,2.7,2.2,21.0,118.0,1.55,0.65,0.52,1.4,9.1,0.63,1.58,830.0,2.0,0
105,12.8,1.68,2.25,23.0,87.0,1.45,1.7,0.49,1.6,3.4,0.85,2.38,470.0,1.0,0
106,14.4,1.9,2.4,15.0,98.0,2.48,2.47,0.29,1.95,5.3,1.05,3.55,1280.0,0.0,0
107,13.2,0.9,2.4,17.5,108.0,2.45,1.25,0.54,0.4,3.1,1.0,1.9,740.0,1.0,0
108,11.7,1.9,1.95,15.5,96.0,1.58,1.55,0.33,1.12,3.75,1.22,2.1,430.0,1.0,0
109,11.9,0.9,2.5,18.5,95.0,2.15,2.18,0.21,2.3,3.0,0.78,3.05,510.0,1.0,0
110,13.45,2.14,2.5,17.0,98.0,2.05,1.9,0.28,1.32,5.8,0.92,2.1,980.0,0.0,0
111,12.78,2.0,2.36,20.0,105.0,1.6,1.38,0.22,1.0,4.3,0.78,1.45,580.0,2.0,0
112,13.89,1.65,2.5,14.0,90.0,2.85,2.6,0.3,1.75,6.2,1.25,3.1,1200.0,0.0,0
113,12.34,4.0,2.7,24.0,92.0,1.65,0.58,0.62,1.2,5.2,0.88,1.7,490.0,2.0,0
114,14.0,1.8,2.4,17.0,110.0,3.1,3.0,0.25,2.0,6.0,1.1,3.3,1100.0,0.0,0
115,12.9,1.5,2.45,19.0,100.0,1.8,1.4,0.23,1.1,4.5,0.75,1.3,600.0,2.0,0
116,13.6,1.95,2.55,21.0,97.0,2.4,2.3,0.27,1.6,6.5,0.95,2.5,1000.0,0.0,0
117,12.15,1.6,2.38,23.0,88.0,1.5,1.1,0.45,1.7,3.8,1.0,2.55,460.0,1.0,0
118,13.5,3.2,2.3,19.5,100.0,1.9,0.85,0.55,1.9,9.0,0.6,1.6,700.0,2.0,0
119,14.2,3.4,2.35,15.0,105.0,3.3,3.2,0.25,2.1,5.5,1.1,3.5,1050.0,0.0,0
120,12.78,2.91,2.32,19.5,94.0,2.25,1.89,0.35,1.74,3.92,0.96,3.12,798.0,1.0,0
121,13.33,1.69,2.59,17.0,97.0,2.87,3.12,0.29,1.57,5.43,1.02,2.95,1150.0,0.0,0
122,12.11,3.07,2.21,20.0,89.0,2.13,1.75,0.39,1.93,1.45,0.98,3.02,590.0,1.0,0
123,13.54,2.16,2.48,19.8,101.0,2.69,2.88,0.28,1.79,4.95,1.06,3.42,980.0,0.0,0
124,11.89,2.64,2.37,18.3,93.0,2.48,2.56,0.33,1.62,3.57,0.87,3.28,680.0,1.0,0
125,13.92,5.21,2.49,21.0,96.0,1.83,0.72,0.51,1.13,6.23,0.72,1.98,710.0,2.0,0
126,12.45,1.43,2.61,17.5,99.0,2.58,2.69,0.36,2.01,4.78,1.14,2.45,665.0,1.0,0
127,13.08,1.89,2.26,12.7,101.0,2.72,2.84,0.27,1.32,4.51,1.08,3.35,1020.0,0.0,0
128,11.67,2.53,2.44,19.2,95.0,2.84,2.72,0.31,1.88,3.37,0.83,3.33,640.0,1.0,0
129,13.77,4.78,2.39,20.2,93.0,1.92,0.77,0.49,1.08,4.65,0.89,2.13,580.0,2.0,0
130,13.25,1.76,2.45,18.0,108.0,2.8,3.15,0.35,1.65,5.8,1.05,2.7,1120.0,0.0,0
131,12.68,2.41,2.15,23.0,95.0,1.56,1.75,0.62,1.38,2.85,0.82,3.2,300.0,1.0,0
132,12.92,2.27,2.34,25.0,97.0,1.08,1.02,0.25,0.8,5.5,0.64,1.32,570.0,2.0,0
133,12.48,1.35,2.05,19.0,102.0,1.44,0.55,0.51,1.37,7.4,0.57,1.52,635.0,2.0,0
134,13.76,1.54,2.58,19.5,113.0,2.9,3.35,0.38,1.7,6.5,1.11,2.54,1125.0,0.0,0
135,13.0,1.47,2.07,15.0,97.0,2.35,2.59,0.27,1.35,3.65,1.16,2.65,1010.0,0.0,0
136,12.65,3.48,2.32,21.0,105.0,1.66,1.17,0.16,0.82,4.95,0.77,1.27,595.0,2.0,0
137,13.72,1.85,2.64,16.8,114.0,2.95,2.74,0.37,1.65,6.25,1.11,2.89,1360.0,0.0,0
138,12.8,2.9,2.58,23.5,100.0,2.28,0.58,0.51,0.8,4.87,0.88,2.12,585.0,2.0,0
139,12.4,1.6,2.28,24.0,87.0,2.18,2.4,0.39,1.88,2.1,0.87,2.75,338.0,1.0,0
140,13.23,2.05,2.45,20.8,103.0,2.6,2.78,0.35,1.68,4.7,1.15,3.0,1120.0,0.0,0
141,12.15,1.45,2.55,21.0,89.0,2.4,2.15,0.45,1.08,3.2,0.95,3.05,420.0,1.0,0
142,13.74,1.75,2.4,18.6,109.0,2.5,2.7,0.39,1.9,4.0,1.18,2.9,1050.0,0.0,0
143,12.98,3.8,2.45,22.0,110.0,1.38,1.35,0.33,1.12,9.2,0.58,1.35,540.0,2.0,0
144,11.9,2.2,2.8,29.0,93.0,2.08,2.2,0.6,1.78,3.1,0.98,2.4,475.0,1.0,0
145,12.5,3.0,2.7,26.0,98.0,1.85,0.6,0.62,1.18,7.6,0.66,1.7,890.0,2.0,0
146,13.48,3.1,2.65,23.8,98.0,1.5,0.55,0.48,0.58,4.4,0.88,2.0,530.0,2.0,0
147,13.45,3.05,2.6,24.5,122.0,1.45,1.55,0.23,1.22,8.7,0.6,1.28,510.0,2.0,0
148,13.65,1.8,2.38,17.5,105.0,2.45,2.7,0.41,1.96,3.9,1.22,2.88,985.0,0.0,0
149,13.3,1.95,2.5,20.0,108.0,2.75,2.85,0.36,1.7,4.6,1.2,3.3,920.0,0.0,0
150,13.12,3.95,2.45,20.5,98.0,2.0,1.1,0.48,1.6,7.3,0.6,1.75,580.0,2.0,0
151,13.85,1.57,2.19,17.0,95.0,2.55,2.25,0.24,1.85,4.5,1.08,3.45,1020.0,0.0,0
152,12.45,3.3,2.25,19.0,90.0,2.78,2.85,0.42,2.7,2.4,1.38,2.9,415.0,1.0,0
153,12.15,1.05,2.48,23.0,77.0,1.95,1.52,0.39,1.35,2.15,1.28,2.7,620.0,1.0,0
154,12.85,3.75,2.35,22.0,100.0,2.78,2.48,0.41,1.9,2.5,1.15,3.05,450.0,1.0,0
155,11.1,1.45,2.18,21.0,84.0,2.4,2.1,0.51,2.0,1.85,1.68,2.85,400.0,1.0,0
156,13.25,3.1,2.35,21.0,91.0,1.85,0.72,0.44,1.2,8.3,0.54,1.58,645.0,2.0,0
157,14.05,3.98,2.7,24.0,95.0,2.0,0.74,0.55,1.3,9.05,0.59,1.58,555.0,2.0,0
158,13.5,1.6,2.22,23.5,86.0,1.85,1.8,0.26,1.0,3.68,0.95,2.75,468.0,1.0,0
159,11.9,2.8,2.2,17.5,110.0,1.7,1.3,0.4,0.9,2.6,0.94,2.5,495.0,1.0,0
160,13.15,2.3,2.95,24.0,115.0,2.75,2.45,0.42,1.85,3.75,1.08,3.0,800.0,0.0,0
161,12.85,1.95,2.15,19.0,90.0,2.3,2.4,0.28,1.8,3.85,1.12,3.05,720.0,1.0,0
162,12.95,3.5,2.4,20.0,92.0,1.5,0.7,0.39,1.0,9.8,0.74,1.8,670.0,2.0,0
163,13.55,4.4,2.75,24.5,110.0,2.0,0.9,0.29,1.05,8.2,0.69,1.95,640.0,2.0,0
164,14.15,3.85,2.45,14.0,125.0,2.95,3.0,0.21,2.0,5.0,0.87,3.45,750.0,0.0,0
165,13.6,1.5,2.45,17.0,105.0,3.3,3.55,0.18,2.0,6.7,0.88,2.8,1270.0,0.0,0
166,12.8,2.7,2.65,20.5,95.0,1.6,0.48,0.52,0.7,4.5,0.76,2.25,590.0,2.0,0
167,11.7,2.1,2.5,22.0,85.0,1.85,1.6,0.45,1.3,2.75,0.98,2.7,675.0,1.0,0
168,12.35,1.7,2.15,21.0,100.0,1.2,0.95,0.35,1.5,3.1,0.91,1.8,860.0,1.0,0
169,11.7,1.75,2.55,25.5,90.0,1.85,1.55,0.38,1.3,2.7,1.35,3.15,555.0,1.0,0
170,13.15,1.89,2.78,17.2,105.0,2.53,2.55,0.29,1.67,4.85,1.05,3.12,805.0,0.0,0
171,12.05,2.01,1.95,20.3,90.0,2.24,1.87,0.31,1.35,2.21,0.96,2.65,440.0,1.0,0
172,13.72,1.45,2.31,15.8,99.0,3.02,3.21,0.23,1.92,6.78,0.98,3.45,995.0,0.0,0
173,12.55,1.28,2.01,21.0,89.0,2.15,2.08,0.28,1.12,4.42,1.08,3.01,530.0,1.0,0
174,14.01,2.76,2.59,19.0,93.0,1.78,0.81,0.46,1.33,9.45,0.64,1.68,675.0,2.0,0
175,12.89,1.55,2.61,16.5,104.0,2.37,2.47,0.26,1.81,4.73,1.02,3.38,780.0,0.0,0
176,11.95,1.92,1.82,20.0,85.0,2.35,1.58,0.38,1.39,2.15,0.93,2.55,420.0,1.0,0
177,13.45,1.78,2.45,17.0,100.0,2.87,3.02,0.24,2.05,5.98,0.95,3.27,950.0,0.0,0
178,12.22,1.09,1.98,21.5,77.0,2.05,1.92,0.29,1.08,4.35,1.09,3.11,500.0,1.0,0
179,14.25,2.42,2.41,21.0,92.0,1.65,0.68,0.42,1.18,9.85,0.63,1.73,650.0,2.0,0
0,13.74,1.67,2.25,16.4,118.0,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060.0,0.0,1
1,12.79,2.67,2.48,22.0,112.0,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480.0,2.0,1
2,12.37,1.13,2.16,19.0,87.0,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420.0,1.0,1
3,13.56,1.73,2.46,20.5,116.0,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120.0,0.0,1
4,13.05,5.8,2.13,21.5,86.0,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380.0,1.0,1
5,11.56,2.05,3.23,28.5,119.0,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465.0,1.0,1
6,14.06,2.15,2.61,17.6,121.0,2.6,2.51,0.31,1.25,5.05,1.06,3.58,1295.0,0.0,1
7,12.36,3.83,2.38,21.0,88.0,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520.0,2.0,1
8,12.25,1.73,2.12,19.0,80.0,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510.0,1.0,1
9,12.08,1.83,2.32,18.5,81.0,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480.0,1.0,1
10,13.36,2.56,2.35,20.0,89.0,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780.0,2.0,1
11,13.88,5.04,2.23,20.0,80.0,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415.0,2.0,1
12,14.2,1.76,2.45,15.2,112.0,3.27,3.39,0.34,1.97,6.75,1.05,2.85,1450.0,0.0,1
13,12.37,1.07,2.1,18.5,88.0,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660.0,1.0,1
14,13.58,2.58,2.69,24.5,105.0,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750.0,2.0,1
15,12.0,0.92,2.0,19.0,86.0,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278.0,1.0,1
16,13.76,1.53,2.7,19.5,132.0,2.95,2.74,0.5,1.35,5.4,1.25,3.0,1235.0,0.0,1
17,14.19,1.59,2.48,16.5,108.0,3.3,3.93,0.32,1.86,8.7,1.23,2.82,1680.0,0.0,1
18,12.64,1.36,2.02,16.8,100.0,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450.0,1.0,1
19,13.83,1.65,2.6,17.2,94.0,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265.0,0.0,1
20,13.11,1.01,1.7,15.0,78.0,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502.0,1.0,1
21,13.05,1.65,2.55,18.0,98.0,2.45,2.43,0.29,1.44,4.25,1.12,2.51,1105.0,0.0,1
22,13.24,2.59,2.87,21.0,118.0,2.8,2.69,0.39,1.82,4.32,1.04,2.93,735.0,0.0,1
23,12.51,1.73,1.98,20.5,85.0,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672.0,1.0,1
24,12.33,1.1,2.28,16.0,101.0,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680.0,1.0,1
25,12.52,2.43,2.17,21.0,88.0,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325.0,1.0,1
26,12.43,1.53,2.29,21.5,86.0,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352.0,1.0,1
27,12.16,1.61,2.31,22.8,90.0,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495.0,1.0,1
28,11.76,2.68,2.92,20.0,103.0,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607.0,1.0,1
29,13.78,2.76,2.3,22.0,90.0,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615.0,2.0,1
30,13.39,1.77,2.62,16.1,93.0,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195.0,0.0,1
31,14.22,1.7,2.3,16.3,118.0,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970.0,0.0,1
32,12.04,4.3,2.38,22.0,80.0,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580.0,1.0,1
33,14.21,4.04,2.44,18.9,111.0,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080.0,0.0,1
34,14.83,1.64,2.17,14.0,97.0,2.8,2.98,0.29,1.98,5.2,1.08,2.85,1045.0,0.0,1
35,13.05,1.77,2.1,17.0,107.0,3.0,3.0,0.28,2.03,5.04,0.88,3.35,885.0,0.0,1
36,13.69,3.26,2.54,20.0,107.0,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680.0,2.0,1
37,12.69,1.53,2.26,20.7,80.0,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495.0,1.0,1
38,11.62,1.99,2.28,18.0,98.0,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345.0,1.0,1
39,13.4,3.91,2.48,23.0,102.0,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750.0,2.0,1
40,13.5,1.81,2.61,20.0,96.0,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845.0,0.0,1
41,13.73,1.5,2.7,22.5,101.0,3.0,3.25,0.29,2.38,5.7,1.19,2.71,1285.0,0.0,1
42,12.29,2.83,2.22,18.0,88.0,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290.0,1.0,1
43,12.6,1.34,1.9,18.5,88.0,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562.0,1.0,1
44,11.41,0.74,2.5,21.0,88.0,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434.0,1.0,1
45,13.64,3.1,2.56,15.2,116.0,2.7,3.03,0.17,1.66,5.1,0.96,3.36,845.0,0.0,1
46,12.6,2.46,2.2,18.5,94.0,1.62,0.66,0.63,0.94,7.1,0.73,1.58,695.0,2.0,1
47,11.96,1.09,2.3,21.0,101.0,3.38,2.14,0.13,1.65,3.21,0.99,3.13,886.0,1.0,1
48,12.25,3.88,2.2,18.5,112.0,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855.0,2.0,1
