,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price,real_identifier
62,5.0,4.0,3200.0,0.0,7200.0,1.0,98117.0,2100000.0,0
63,3.0,2.5,2000.0,0.0,4500.0,1.0,98118.0,980000.0,0
64,4.0,3.0,2700.0,0.0,5400.0,1.0,98119.0,1450000.0,0
65,3.0,2.0,1950.0,0.0,4800.0,1.0,98120.0,920000.0,0
66,4.0,3.5,3100.0,0.0,5000.0,1.0,98121.0,1850000.0,0
67,3.0,2.0,2100.0,0.0,5200.0,1.0,98122.0,1050000.0,0
68,5.0,4.0,3400.0,0.0,5800.0,1.0,98123.0,2200000.0,0
69,4.0,3.0,2800.0,0.0,6200.0,1.0,98124.0,1500000.0,0
70,4.0,3.0,3200.0,0.0,4000.0,1.0,98122.0,1050000.0,0
71,3.0,2.5,1800.0,0.0,2500.0,1.0,98103.0,850000.0,0
72,2.0,1.5,1200.0,0.0,0.5,0.0,98106.0,450000.0,0
73,3.0,2.0,1500.0,0.0,3000.0,1.0,98117.0,780000.0,0
74,2.0,2.0,1000.0,0.0,1600.0,1.0,98107.0,710000.0,0
75,3.0,2.5,2000.0,0.0,3500.0,1.0,98103.0,900000.0,0
76,5.0,4.0,4500.0,0.0,0.3,0.0,98133.0,1200000.0,0
77,4.0,3.5,2500.0,0.0,4000.0,1.0,98119.0,1400000.0,0
78,1.0,1.0,800.0,0.0,5.0,0.0,98146.0,260000.0,0
79,3.0,2.0,2100.0,0.0,3100.0,1.0,98118.0,720000.0,0
80,3.0,2.0,1450.0,0.0,3000.0,1.0,98133.0,720000.0,0
81,4.0,3.0,2300.0,0.0,4000.0,1.0,98126.0,1100000.0,0
82,2.0,1.5,980.0,0.0,0.35,0.0,98133.0,450000.0,0
83,5.0,4.0,3200.0,0.0,0.28,0.0,98106.0,1250000.0,0
84,3.0,2.5,1600.0,0.0,2100.0,1.0,98103.0,1020000.0,0
85,4.0,3.5,2800.0,0.0,0.3,0.0,98117.0,1400000.0,0
86,2.0,1.0,870.0,0.0,5000.0,1.0,98108.0,590000.0,0
87,4.0,2.5,1900.0,0.0,2000.0,1.0,98103.0,1050000.0,0
88,3.0,1.5,2100.0,0.0,5500.0,1.0,98117.0,950000.0,0
89,6.0,5.0,3600.0,0.0,5200.0,1.0,98117.0,2600000.0,0
90,4.0,3.0,2650.0,0.0,4000.0,1.0,98109.0,1025000.0,0
91,2.0,1.5,1150.0,0.0,3000.0,1.0,98112.0,675000.0,0
92,5.0,3.5,3200.0,0.0,0.5,0.0,98166.0,850000.0,0
93,3.0,2.0,1800.0,0.0,4500.0,1.0,98115.0,925000.0,0
94,4.0,2.5,2450.0,0.0,5500.0,1.0,98116.0,1320000.0,0
95,3.0,2.0,1500.0,0.0,2000.0,1.0,98110.0,780000.0,0
96,6.0,4.5,3500.0,0.0,6000.0,1.0,98114.0,1600000.0,0
97,2.0,1.0,980.0,0.0,1800.0,1.0,98104.0,615000.0,0
98,3.0,3.0,2300.0,0.0,4800.0,1.0,98120.0,1100000.0,0
99,4.0,3.0,2750.0,0.0,5200.0,1.0,98102.0,1450000.0,0
100,3.0,2.0,1400.0,0.0,3000.0,1.0,98118.0,850000.0,0
101,2.0,1.0,800.0,0.0,0.15,0.0,98121.0,450000.0,0
102,4.0,3.0,2500.0,0.0,5000.0,1.0,98112.0,1200000.0,0
103,1.0,1.0,600.0,0.0,0.2,0.0,98101.0,550000.0,0
104,3.0,2.5,1800.0,0.0,4000.0,1.0,98116.0,950000.0,0
105,2.0,2.0,950.0,0.0,1.5,0.0,98122.0,780000.0,0
106,4.0,2.5,2100.0,0.0,3500.0,1.0,98126.0,1100000.0,0
107,2.0,1.5,1000.0,0.0,1800.0,1.0,98103.0,620000.0,0
108,3.0,2.0,1300.0,0.0,2500.0,1.0,98107.0,800000.0,0
109,1.0,1.0,500.0,0.0,0.1,0.0,98110.0,600000.0,0
110,2.0,1.5,850.0,0.0,0.5,0.0,98122.0,650000.0,0
111,3.0,3.0,1500.0,0.0,3000.0,1.0,98103.0,950000.0,0
112,1.0,1.0,400.0,0.0,0.25,0.0,98121.0,420000.0,0
113,4.0,3.0,2300.0,0.0,4000.0,1.0,98119.0,1200000.0,0
114,2.0,2.0,1100.0,0.0,1500.0,1.0,98118.0,780000.0,0
115,3.0,2.0,1700.0,0.0,5000.0,1.0,98107.0,1050000.0,0
116,2.0,1.0,900.0,0.0,1000.0,1.0,98102.0,670000.0,0
117,5.0,4.0,3200.0,0.0,6000.0,1.0,98117.0,1750000.0,0
118,3.0,2.5,2100.0,0.0,3500.0,1.0,98116.0,1120000.0,0
119,4.0,3.5,2600.0,0.0,4800.0,1.0,98110.0,1450000.0,0
120,4.0,2.0,2150.0,0.0,4500.0,1.0,98118.0,1120000.0,0
121,3.0,1.5,980.0,0.0,5400.0,1.0,98134.0,590000.0,0
122,4.0,3.0,1850.0,0.0,3000.0,1.0,98104.0,950000.0,0
123,5.0,2.5,2550.0,0.0,3100.0,1.0,98110.0,1650000.0,0
124,3.0,3.0,2100.0,0.0,4900.0,1.0,98108.0,1520000.0,0
125,2.0,2.5,2040.0,0.0,6700.0,1.0,98106.0,1345000.0,0
126,4.0,2.5,1920.0,0.0,5900.0,1.0,98111.0,920000.0,0
127,3.0,2.0,1600.0,0.0,2200.0,1.0,98103.0,1420000.0,0
128,2.0,1.0,1150.0,0.0,1.0,0.0,98101.0,1320000.0,0
129,3.0,2.5,1750.0,0.0,2500.0,1.0,98112.0,1490000.0,0
130,3.0,3.0,2450.0,0.0,0.35,0.0,98118.0,1250000.0,0
131,4.0,3.5,1850.0,0.0,3000.0,1.0,98117.0,850000.0,0
132,3.0,2.0,1950.0,0.0,4000.0,1.0,98116.0,1100000.0,0
133,4.0,2.5,2100.0,0.0,3200.0,1.0,98106.0,780000.0,0
134,3.0,1.5,1300.0,0.0,7200.0,1.0,98118.0,580000.0,0
135,2.0,2.5,1250.0,0.0,1000.0,1.0,98115.0,770000.0,0
136,3.0,2.0,1400.0,0.0,5000.0,1.0,98107.0,790000.0,0
137,2.0,1.5,1500.0,0.0,6500.0,1.0,98178.0,500000.0,0
138,4.0,3.0,1600.0,0.0,1100.0,1.0,98106.0,550000.0,0
139,5.0,4.5,3700.0,0.0,0.3,0.0,98177.0,1200000.0,0
140,2.0,1.5,900.0,0.0,1500.0,1.0,98126.0,510000.0,0
141,3.0,2.5,1600.0,0.0,2000.0,1.0,98144.0,950000.0,0
142,2.0,2.0,1100.0,0.0,0.35,0.0,98116.0,630000.0,0
143,3.0,2.5,1250.0,0.0,1600.0,1.0,98108.0,580000.0,0
144,3.0,2.0,1400.0,0.0,3000.0,1.0,98126.0,720000.0,0
145,3.0,2.0,1800.0,0.0,7600.0,1.0,98125.0,590000.0,0
146,2.0,2.0,1150.0,0.0,0.45,0.0,98103.0,480000.0,0
147,2.0,2.0,1400.0,0.0,800.0,1.0,98122.0,820000.0,0
148,3.0,2.0,3100.0,0.0,5900.0,1.0,98115.0,1450000.0,0
149,2.0,1.0,1500.0,0.0,5800.0,1.0,98115.0,420000.0,0
150,3.0,2.0,2100.0,0.0,5000.0,1.0,98107.0,1150000.0,0
151,5.0,4.0,3500.0,0.0,6000.0,1.0,98109.0,1900000.0,0
152,4.0,3.0,2600.0,0.0,4800.0,1.0,98116.0,1300000.0,0
153,3.0,2.5,2300.0,0.0,2700.0,1.0,98122.0,1700000.0,0
154,4.0,2.0,2100.0,0.0,4300.0,1.0,98118.0,1120000.0,0
155,2.0,2.5,1500.0,0.0,1600.0,1.0,98108.0,610000.0,0
156,2.0,2.0,2300.0,0.0,6000.0,1.0,98127.0,560000.0,0
157,4.0,3.5,3100.0,0.0,1.2,0.0,98137.0,4000000.0,0
158,3.0,2.0,1600.0,0.0,1.5,0.0,98145.0,850000.0,0
159,4.0,3.0,2900.0,0.0,4200.0,1.0,98104.0,1620000.0,0
160,3.0,2.0,1800.0,0.0,7000.0,1.0,98168.0,510000.0,0
161,4.0,3.0,2500.0,0.0,7500.0,1.0,98117.0,1200000.0,0
162,3.0,3.5,2300.0,0.0,6000.0,1.0,98122.0,1400000.0,0
163,2.0,1.0,1300.0,0.0,0.25,0.0,98168.0,430000.0,0
164,3.0,2.0,1900.0,0.0,6300.0,1.0,98126.0,970000.0,0
165,3.0,1.5,1600.0,0.0,7700.0,1.0,98133.0,710000.0,0
166,3.0,2.0,1350.0,0.0,3100.0,1.0,98144.0,790000.0,0
167,5.0,3.5,2200.0,0.0,7300.0,1.0,98125.0,860000.0,0
168,3.0,2.5,3600.0,0.0,5200.0,1.0,98116.0,1580000.0,0
169,2.0,2.0,1200.0,0.0,5000.0,1.0,98116.0,165000.0,0
170,4.0,3.0,2500.0,0.0,3700.0,1.0,98118.0,1320000.0,0
171,3.0,2.5,2100.0,0.0,4500.0,1.0,98116.0,1250000.0,0
172,2.0,1.0,900.0,0.0,3000.0,1.0,98106.0,490000.0,0
173,3.0,2.0,1500.0,0.0,3600.0,1.0,98107.0,850000.0,0
174,4.0,2.0,2700.0,0.0,5000.0,1.0,98115.0,1400000.0,0
175,2.0,1.5,800.0,0.0,4000.0,1.0,98168.0,520000.0,0
176,3.0,3.0,1800.0,0.0,4200.0,1.0,98117.0,950000.0,0
177,4.0,3.5,2200.0,0.0,3100.0,1.0,98119.0,1180000.0,0
178,3.0,2.5,2400.0,0.0,3800.0,1.0,98109.0,1100000.0,0
179,2.0,1.0,950.0,0.0,3500.0,1.0,98107.0,600000.0,0
180,2.0,1.5,1150.0,0.0,800.0,1.0,98118.0,590000.0,0
181,4.0,3.0,2900.0,0.0,5000.0,1.0,98117.0,1400000.0,0
182,5.0,3.0,3200.0,0.0,8500.0,1.0,98126.0,1300000.0,0
183,2.0,2.0,2700.0,0.0,3500.0,1.0,98109.0,1200000.0,0
184,1.0,1.0,600.0,0.0,0.6,0.0,98121.0,340000.0,0
185,3.0,1.0,1600.0,0.0,3800.0,1.0,98108.0,710000.0,0
186,3.0,2.0,1400.0,0.0,6100.0,1.0,98117.0,990000.0,0
187,3.0,1.5,1120.0,0.0,4200.0,1.0,98106.0,480000.0,0
188,6.0,4.0,2500.0,0.0,5600.0,1.0,98108.0,880000.0,0
189,3.0,2.0,1300.0,0.0,1300.0,1.0,98117.0,760000.0,0
190,4.0,2.0,2100.0,0.0,3000.0,1.0,98109.0,995000.0,0
191,2.0,1.0,850.0,0.0,4000.0,1.0,98108.0,650000.0,0
192,3.0,2.5,1600.0,0.0,2000.0,1.0,98122.0,920000.0,0
193,5.0,3.5,2800.0,0.0,7000.0,1.0,98117.0,1450000.0,0
194,3.0,1.0,1000.0,0.0,6000.0,1.0,98133.0,690000.0,0
195,2.0,2.0,1100.0,0.0,1500.0,1.0,98116.0,810000.0,0
196,3.0,2.0,1750.0,0.0,3500.0,1.0,98121.0,980000.0,0
197,4.0,3.0,2450.0,0.0,5500.0,1.0,98119.0,1580000.0,0
198,3.0,1.5,1300.0,0.0,4500.0,1.0,98125.0,720000.0,0
199,5.0,4.5,3200.0,0.0,8000.0,1.0,98177.0,1850000.0,0
200,3.0,2.5,1750.0,0.0,5000.0,1.0,98144.0,780000.0,0
201,4.0,3.0,2100.0,0.0,6000.0,1.0,98125.0,850000.0,0
202,2.0,1.0,1150.0,0.0,3000.0,1.0,98107.0,650000.0,0
203,3.0,2.0,1900.0,0.0,4500.0,1.0,98117.0,790000.0,0
204,5.0,4.0,3000.0,0.0,10000.0,1.0,98177.0,1200000.0,0
205,2.0,2.5,1400.0,0.0,2000.0,1.0,98109.0,720000.0,0
206,4.0,3.5,2500.0,0.0,8000.0,1.0,98116.0,980000.0,0
207,3.0,1.5,1600.0,0.0,5000.0,1.0,98122.0,760000.0,0
208,2.0,1.0,900.0,0.0,1500.0,1.0,98102.0,680000.0,0
209,3.0,2.5,1850.0,0.0,5000.0,1.0,98119.0,810000.0,0
210,3.0,2.5,2500.0,0.0,0.31,0.0,98168.0,450000.0,0
211,5.0,4.0,4100.0,0.0,0.28,0.0,98125.0,3500000.0,0
212,2.0,1.5,1900.0,0.0,4700.0,1.0,98103.0,950000.0,0
213,4.0,3.5,3800.0,0.0,3900.0,1.0,98102.0,2800000.0,0
214,3.0,2.0,1500.0,0.0,5200.0,1.0,98106.0,650000.0,0
215,3.0,2.0,1800.0,0.0,0.35,0.0,98168.0,480000.0,0
216,4.0,3.0,2400.0,0.0,5100.0,1.0,98117.0,1300000.0,0
217,3.0,2.0,2100.0,0.0,6000.0,1.0,98115.0,920000.0,0
218,2.0,1.5,1600.0,0.0,1500.0,1.0,98109.0,1650000.0,0
219,1.0,1.0,400.0,0.0,0.25,0.0,98199.0,950000.0,0
220,2.0,2.0,1400.0,0.0,1300.0,1.0,98107.0,695000.0,0
221,3.0,2.0,2650.0,0.0,0.35,0.0,98178.0,740000.0,0
222,3.0,2.5,1800.0,0.0,3.95,0.0,98118.0,695000.0,0
223,2.0,1.5,1500.0,0.0,7200.0,1.0,98112.0,1560000.0,0
224,3.0,2.5,1650.0,0.0,4900.0,1.0,98107.0,1070000.0,0
225,1.0,1.0,550.0,0.0,0.9,0.0,98102.0,405000.0,0
226,5.0,4.5,2950.0,0.0,5100.0,1.0,98106.0,1010000.0,0
227,3.0,2.0,2250.0,0.0,2800.0,1.0,98115.0,720000.0,0
228,5.0,3.0,3800.0,0.0,8000.0,1.0,98116.0,1580000.0,0
229,2.0,3.0,1680.0,0.0,3100.0,1.0,98112.0,1310000.0,0
230,3.0,2.5,1800.0,0.0,5000.0,1.0,98103.0,950000.0,0
231,4.0,3.0,2400.0,0.0,5500.0,1.0,98117.0,1250000.0,0
232,2.0,2.0,1200.0,0.0,4000.0,1.0,98199.0,780000.0,0
233,5.0,4.0,3500.0,0.0,8000.0,1.0,98144.0,2150000.0,0
234,3.0,1.5,1400.0,0.0,6200.0,1.0,98168.0,685000.0,0
235,4.0,3.5,2700.0,0.0,3000.0,1.0,98103.0,1375000.0,0
236,2.0,1.0,900.0,0.0,3600.0,1.0,98144.0,520000.0,0
237,3.0,2.0,1600.0,0.0,4800.0,1.0,98126.0,750000.0,0
238,5.0,3.5,3200.0,0.0,7200.0,1.0,98118.0,1450000.0,0
239,2.0,1.5,1100.0,0.0,4600.0,1.0,98112.0,695000.0,0
240,6.0,3.0,2800.0,0.0,8000.0,1.0,98146.0,950000.0,0
241,3.0,1.5,1450.0,0.0,5000.0,1.0,98107.0,750000.0,0
242,5.0,3.5,2900.0,0.0,4000.0,1.0,98112.0,1650000.0,0
243,2.0,1.0,1200.0,0.0,6000.0,1.0,98115.0,780000.0,0
244,4.0,2.0,3100.0,0.0,7000.0,1.0,98115.0,720000.0,0
245,3.0,3.0,1600.0,0.0,7500.0,1.0,98116.0,1400000.0,0
246,4.0,2.0,2800.0,0.0,5300.0,1.0,98112.0,1450000.0,0
247,4.0,3.0,2100.0,0.0,5000.0,1.0,98115.0,1300000.0,0
248,5.0,4.0,3200.0,0.0,3500.0,1.0,98103.0,2100000.0,0
249,2.0,2.0,1800.0,0.0,3100.0,1.0,98103.0,860000.0,0
250,4.0,3.0,3050.0,0.0,7500.0,1.0,98115.0,1650000.0,0
251,6.0,4.0,4800.0,0.0,5500.0,1.0,98103.0,3200000.0,0
252,3.0,2.0,1900.0,0.0,3200.0,1.0,98115.0,950000.0,0
253,2.0,1.5,1100.0,0.0,9000.0,1.0,98168.0,475000.0,0
254,3.0,2.0,1350.0,0.0,1400.0,1.0,98107.0,780000.0,0
255,5.0,4.0,5400.0,0.0,0.4,0.0,98146.0,3600000.0,0
256,4.0,3.0,2900.0,0.0,8900.0,1.0,98136.0,1480000.0,0
257,3.0,2.5,2200.0,0.0,6200.0,1.0,98117.0,1375000.0,0
258,2.0,1.0,750.0,0.0,4300.0,1.0,98106.0,510000.0,0
259,3.0,3.0,2100.0,0.0,1600.0,1.0,98107.0,1180000.0,0
260,3.0,2.0,1450.0,0.0,5000.0,1.0,98117.0,850000.0,0
261,5.0,3.0,2100.0,0.0,0.35,0.0,98118.0,1350000.0,0
262,2.0,1.0,900.0,0.0,3000.0,1.0,98126.0,700000.0,0
263,4.0,3.0,1800.0,0.0,2500.0,1.0,98144.0,950000.0,0
264,1.0,1.0,650.0,0.0,6000.0,1.0,98178.0,530000.0,0
265,3.0,2.5,1300.0,0.0,6200.0,1.0,98117.0,830000.0,0
266,4.0,3.5,2400.0,0.0,2800.0,1.0,98115.0,1600000.0,0
267,3.0,1.5,2300.0,0.0,4100.0,1.0,98115.0,940000.0,0
268,4.0,4.5,2700.0,0.0,3700.0,1.0,98112.0,2650000.0,0
269,2.0,2.0,1100.0,0.0,1100.0,1.0,98117.0,660000.0,0
270,3.0,1.5,1280.0,0.0,3000.0,1.0,98103.0,920000.0,0
271,2.0,1.0,950.0,0.0,5000.0,1.0,98115.0,680000.0,0
272,4.0,3.0,2100.0,0.0,8000.0,1.0,98178.0,810000.0,0
273,1.0,1.0,780.0,0.0,0.5,0.0,98121.0,490000.0,0
274,3.0,2.0,1550.0,0.0,2500.0,1.0,98117.0,1100000.0,0
275,2.0,2.0,1600.0,0.0,1300.0,1.0,98107.0,980000.0,0
276,4.0,2.5,1900.0,0.0,6500.0,1.0,98136.0,990000.0,0
277,5.0,3.0,2600.0,0.0,7500.0,1.0,98125.0,780000.0,0
278,2.0,2.5,1450.0,0.0,1200.0,1.0,98103.0,860000.0,0
279,3.0,2.0,1750.0,0.0,1600.0,1.0,98103.0,990000.0,0
280,3.0,2.5,1350.0,0.0,1500.0,1.0,98103.0,720000.0,0
281,4.0,3.0,1900.0,0.0,8200.0,1.0,98146.0,710000.0,0
282,6.0,4.0,4100.0,0.0,7500.0,1.0,98133.0,1850000.0,0
283,4.0,4.5,1300.0,0.0,3900.0,1.0,98125.0,760000.0,0
284,3.0,2.0,1650.0,0.0,4200.0,1.0,98122.0,1110000.0,0
285,3.0,1.5,1300.0,0.0,4100.0,1.0,98144.0,760000.0,0
286,3.0,3.0,1500.0,0.0,1100.0,1.0,98118.0,590000.0,0
287,2.0,2.0,850.0,0.0,1200.0,1.0,98144.0,630000.0,0
288,7.0,5.0,2600.0,0.0,3100.0,1.0,98103.0,740000.0,0
289,5.0,5.5,7000.0,0.0,4800.0,1.0,98103.0,1890000.0,0
290,3.0,2.5,2100.0,0.0,4500.0,1.0,98103.0,1350000.0,0
291,5.0,6.0,4000.0,0.0,5000.0,1.0,98119.0,2200000.0,0
292,4.0,4.0,5500.0,0.0,7000.0,1.0,98112.0,3500000.0,0
293,3.0,2.0,2800.0,0.0,8000.0,1.0,98115.0,750000.0,0
294,3.0,1.5,1500.0,0.0,4800.0,1.0,98106.0,600000.0,0
295,2.0,1.0,1100.0,0.0,3900.0,1.0,98106.0,490000.0,0
296,4.0,3.0,3000.0,0.0,8500.0,1.0,98115.0,1450000.0,0
297,3.0,2.0,1400.0,0.0,3200.0,1.0,98125.0,720000.0,0
298,2.0,2.0,1450.0,0.0,3100.0,1.0,98115.0,540000.0,0
299,4.0,3.0,2250.0,0.0,5400.0,1.0,98115.0,1500000.0,0
300,3.0,2.5,2100.0,0.0,7500.0,1.0,98177.0,1250000.0,0
301,3.0,2.0,1980.0,0.0,3200.0,1.0,98103.0,980000.0,0
302,4.0,1.5,1600.0,0.0,7900.0,1.0,98126.0,575000.0,0
303,1.0,1.0,550.0,0.0,1.2,0.0,98121.0,430000.0,0
304,5.0,4.0,5000.0,0.0,0.3,0.0,98102.0,4300000.0,0
305,3.0,2.0,2300.0,0.0,6400.0,1.0,98136.0,860000.0,0
306,3.0,3.0,2250.0,0.0,900.0,1.0,98109.0,1730000.0,0
307,4.0,3.5,4900.0,0.0,9500.0,1.0,98125.0,1500000.0,0
308,2.0,2.0,1000.0,0.0,1400.0,1.0,98136.0,680000.0,0
309,4.0,2.0,2200.0,0.0,5900.0,1.0,98115.0,1460000.0,0
310,3.0,2.0,1950.0,0.0,4100.0,1.0,98108.0,725000.0,0
311,2.0,2.5,1320.0,0.0,1580.0,1.0,98116.0,845000.0,0
312,4.0,3.0,2450.0,0.0,5000.0,1.0,98177.0,1150000.0,0
313,1.0,1.0,700.0,0.0,3500.0,1.0,98104.0,450000.0,0
314,5.0,4.0,3200.0,0.0,7500.0,1.0,98119.0,1350000.0,0
315,2.0,1.5,1150.0,0.0,2000.0,1.0,98112.0,690000.0,0
316,3.0,2.5,1600.0,0.0,3000.0,1.0,98134.0,920000.0,0
317,4.0,2.0,2300.0,0.0,4000.0,1.0,98144.0,980000.0,0
318,1.0,1.0,650.0,0.0,500.0,1.0,98101.0,375000.0,0
319,4.0,3.5,2700.0,0.0,6000.0,1.0,98126.0,1100000.0,0
320,3.0,2.5,1700.0,0.0,1500.0,1.0,98103.0,925000.0,0
321,4.0,3.0,2500.0,0.0,3000.0,1.0,98119.0,2100000.0,0
322,2.0,1.5,1100.0,0.0,5000.0,1.0,98125.0,495000.0,0
323,3.0,2.0,1600.0,0.0,4500.0,1.0,98126.0,780000.0,0
324,2.0,2.0,1300.0,0.0,8500.0,1.0,98199.0,540000.0,0
325,3.0,1.0,1400.0,0.0,6000.0,1.0,98122.0,810000.0,0
326,4.0,3.5,2900.0,0.0,5000.0,1.0,98199.0,2300000.0,0
327,2.0,1.0,900.0,0.0,3.5,0.0,98146.0,360000.0,0
328,3.0,2.0,1550.0,0.0,6200.0,1.0,98126.0,800000.0,0
329,2.0,2.0,1850.0,0.0,0.8,0.0,98199.0,710000.0,0
330,3.0,2.0,1250.0,0.0,5000.0,1.0,98115.0,800000.0,0
331,4.0,4.0,3500.0,0.0,0.35,0.0,98119.0,2450000.0,0
332,2.0,1.0,850.0,0.0,4000.0,1.0,98109.0,520000.0,0
333,1.0,1.0,700.0,0.0,0.45,0.0,98102.0,410000.0,0
334,3.0,2.5,1600.0,0.0,6000.0,1.0,98116.0,950000.0,0
335,5.0,4.0,2200.0,0.0,4500.0,1.0,98121.0,1200000.0,0
336,4.0,3.5,2800.0,0.0,7200.0,1.0,98110.0,1750000.0,0
337,2.0,2.0,1100.0,0.0,800.0,1.0,98108.0,670000.0,0
338,3.0,2.0,1300.0,0.0,1050.0,1.0,98145.0,780000.0,0
339,3.0,3.0,2000.0,0.0,1900.0,1.0,98123.0,1350000.0,0
340,3.0,2.5,1980.0,0.0,4500.0,1.0,98117.0,1125000.0,0
341,4.0,3.5,2750.0,0.0,6000.0,1.0,98115.0,1450000.0,0
342,2.0,1.0,900.0,0.0,3500.0,1.0,98103.0,720000.0,0
343,5.0,5.0,4200.0,0.0,8500.0,1.0,98105.0,2150000.0,0
344,1.0,1.0,750.0,0.0,500.0,1.0,98136.0,495000.0,0
345,3.0,2.0,1800.0,0.0,4000.0,1.0,98199.0,875000.0,0
