,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,real_identifier
23,0,60,95,11,40,10,2,2,85,-7,6,8,12,1,30,0,1,1,78,44,2,3,1,95,0
24,1,72,280,5,85,39,0,0,96,55,4,5,40,2,26,0,1,1,10,72,3,6,0,47,0
25,0,59,80,8,35,9,1,1,90,-7,6,7,10,1,33,0,1,1,80,48,2,3,1,98,0
26,1,77,220,15,100,29,0,0,94,55,5,6,28,0,24,0,1,1,14,70,2,5,0,56,0
27,0,56,330,22,65,12,1,1,70,4,4,6,24,0,50,8,0,0,0,50,2,4,0,65,0
28,1,68,190,8,64,35,0,0,97,0,4,6,16,2,29,8,0,0,3,45,4,2,1,31,0
29,1,63,180,6,94,22,4,2,73,10,6,2,11,1,34,-7,2,2,22,39,4,4,0,66,0
30,1,79,310,12,102,21,0,0,100,-7,7,8,21,3,37,0,0,0,25,48,4,4,1,75,0
31,0,66,372,18,130,14,1,1,89,10,0,1,17,0,12,0,2,2,32,-8,7,-8,0,65,0
32,1,88,200,6,70,19,0,0,100,-7,7,8,19,4,42,0,0,0,15,90,3,5,1,80,0
33,0,67,360,14,128,15,1,1,93,15,0,1,18,0,10,0,3,3,29,-8,6,-8,0,60,0
34,1,73,340,5,93,24,0,0,98,40,6,6,24,3,36,10,0,0,49,55,7,4,2,82,0
35,0,64,280,22,90,16,2,2,83,20,0,2,19,0,15,-7,4,4,14,-8,5,-8,0,70,0
36,1,85,190,8,65,22,0,0,100,-7,7,8,22,4,41,0,0,0,18,85,4,6,1,83,0
37,0,63,320,16,110,14,1,1,91,12,0,1,16,0,14,0,2,2,31,-8,6,-8,0,62,0
38,1,78,300,4,100,26,0,0,99,30,6,6,26,4,38,0,1,1,44,52,8,4,2,86,0
39,0,61,270,19,85,13,3,3,82,25,6,3,16,0,18,-7,6,6,17,-8,5,-8,0,78,0
40,0,69,102,5,55,22,0,0,98,-7,7,8,28,2,25,0,1,1,30,60,8,2,2,70,0
41,1,74,140,15,70,6,0,0,85,22,6,6,6,0,55,-7,1,1,15,62,1,2,0,73,0
42,0,64,93,4,48,25,1,1,87,26,6,5,26,3,18,0,2,2,35,63,9,2,1,65,0
43,0,72,88,6,47,29,0,0,100,-7,7,8,29,1,30,0,0,0,40,95,3,3,1,48,0
44,1,78,135,24,67,7,0,0,88,23,6,6,7,0,58,-7,1,1,14,64,1,2,0,74,0
45,0,60,168,20,79,5,1,0,45,6,4,5,6,0,13,0,2,2,90,-8,3,-8,2,79,0
46,1,83,149,0,60,12,0,0,100,-7,7,8,18,2,32,0,1,1,12,-8,2,-8,1,41,0
47,0,67,96,8,50,28,2,2,86,27,6,6,30,3,14,0,0,0,37,62,11,2,1,64,0
48,0,71,83,2,45,17,0,0,95,-7,5,7,24,2,12,0,2,2,85,92,8,1,4,81,0
49,1,71,-7,6,63,14,1,1,92,28,6,2,15,2,37,-7,0,0,55,84,5,2,0,99,0
50,0,65,110,7,53,17,0,0,98,43,5,5,18,2,39,0,2,2,41,72,3,4,1,56,0
51,1,83,200,3,88,28,0,0,100,-7,7,8,27,1,15,0,0,0,3,-8,3,1,0,36,0
52,0,69,160,15,70,14,0,0,99,-7,6,7,15,4,28,2,1,1,25,79,2,3,0,48,0
53,0,68,85,1,33,16,0,0,100,-7,7,8,19,5,42,0,4,4,74,65,5,4,1,95,0
54,1,87,220,2,95,25,0,0,100,-7,7,8,25,0,14,0,0,0,2,-8,3,1,0,32,0
55,0,71,112,8,58,15,0,0,97,30,5,5,17,3,36,1,1,1,45,75,3,3,1,59,0
56,0,64,48,2,24,12,0,0,100,-7,7,8,14,4,33,0,3,3,37,82,2,4,0,67,0
57,1,86,210,5,90,24,0,0,100,-7,7,8,24,0,13,0,0,0,1,-8,2,1,0,28,0
58,0,72,140,10,65,18,0,0,96,40,5,5,19,2,40,0,1,1,47,76,3,4,1,61,0
59,0,63,60,4,29,13,0,0,100,-7,7,8,15,3,37,0,2,2,32,80,2,3,0,64,0
60,0,65,198,5,71,14,0,0,93,24,6,6,18,2,31,-7,0,0,45,68,3,2,2,73,0
61,1,89,163,15,79,10,0,0,100,-7,7,8,10,1,41,1,1,1,12,14,2,2,0,65,0
62,0,63,213,2,64,17,0,0,91,15,5,6,19,4,38,0,4,4,52,79,4,3,1,82,0
63,0,58,132,4,67,11,0,0,88,3,4,6,13,0,22,-7,0,0,73,82,5,2,3,77,0
64,1,87,208,18,86,12,0,0,100,-7,7,8,13,0,25,-7,0,0,8,-8,1,1,0,31,0
65,0,62,102,3,34,9,0,0,85,9,4,6,14,2,35,-7,0,0,29,93,3,2,1,68,0
66,0,64,241,1,60,18,0,0,94,12,6,6,20,3,42,0,3,3,57,76,3,4,2,79,0
67,0,57,124,6,75,13,0,0,87,2,4,6,15,1,18,0,2,2,81,-8,7,1,3,85,0
68,1,90,172,29,98,13,0,0,100,-7,7,8,12,0,22,-7,1,0,3,-8,1,1,0,28,0
69,0,55,398,0,139,6,2,1,75,12,5,2,11,3,26,0,3,3,58,90,5,2,1,86,0
70,0,68,140,12,49,14,0,0,98,-7,7,8,17,1,69,0,2,2,78,-8,3,1,1,85,0
71,1,74,230,3,115,28,2,0,87,12,5,6,30,2,17,1,1,1,5,50,6,2,0,55,0
72,0,62,150,18,52,13,1,0,82,6,4,5,16,0,40,4,0,0,77,-8,4,1,1,88,0
73,0,72,195,6,50,12,0,0,100,-7,7,8,13,3,22,0,2,2,34,-8,4,-8,1,81,0
74,1,80,250,8,118,27,1,0,92,14,5,6,31,2,16,-7,0,0,4,52,7,2,0,50,0
75,0,64,170,14,54,15,0,0,96,-7,7,8,17,1,65,2,1,1,82,-8,2,1,1,89,0
76,0,67,160,10,51,14,0,0,99,-7,7,8,16,2,50,0,3,3,80,-8,3,1,1,91,0
77,1,76,220,5,108,25,1,0,89,10,5,6,28,2,14,0,1,1,4,55,7,2,0,53,0
78,0,63,158,16,53,14,1,0,86,5,4,5,16,0,45,4,0,0,76,-8,4,1,1,87,0
79,0,70,200,7,55,15,0,0,98,-7,7,8,18,2,55,0,2,2,79,-8,3,1,1,90,0
80,1,74,140,3,82,20,1,0,90,10,6,2,22,1,26,1,2,2,27,-8,2,1,0,45,0
81,0,80,210,15,88,28,0,0,100,-7,7,8,30,1,35,-8,1,1,45,62,4,3,2,75,0
82,1,72,130,5,78,18,1,0,89,12,6,2,20,0,23,0,1,1,30,-8,2,1,0,40,0
83,0,78,190,4,82,24,0,0,100,-7,7,8,26,2,36,-7,2,2,40,65,4,2,1,68,0
84,1,71,155,10,80,22,1,0,92,12,6,2,24,0,28,0,1,1,29,-8,2,1,0,44,0
85,0,76,200,6,86,29,0,0,100,-7,7,8,32,1,39,-8,1,1,50,68,5,3,2,72,0
86,1,68,120,2,75,17,1,0,88,12,6,2,19,0,24,0,1,1,28,-8,2,1,0,42,0
87,0,73,180,3,80,23,0,0,100,-7,7,8,25,2,33,-7,2,2,42,63,4,2,1,67,0
88,1,70,160,4,78,21,1,0,91,12,6,2,23,0,27,0,1,1,31,-8,2,1,0,43,0
89,0,77,215,7,89,27,0,0,100,-7,7,8,30,1,38,-8,1,1,48,66,5,3,2,70,0
90,1,72,205,10,112,34,0,0,98,-7,7,8,37,1,35,1,1,1,27,79,6,3,1,75,0
91,0,61,132,5,66,20,1,1,78,3,5,4,25,2,45,2,1,1,45,60,7,2,2,80,0
92,1,74,260,8,127,40,0,0,100,-7,7,8,45,0,20,0,1,1,50,85,12,3,2,89,0
93,1,68,150,6,75,24,0,0,99,-7,7,8,27,1,40,2,1,1,28,67,5,2,1,74,0
94,0,59,100,2,50,17,1,1,75,4,3,3,21,0,42,0,1,1,61,58,6,2,2,95,0
95,1,77,210,12,105,35,0,0,100,-7,7,8,38,0,25,0,1,1,40,80,10,3,2,85,0
96,1,63,118,4,49,30,0,0,100,-7,7,8,33,1,44,1,1,1,22,65,7,3,1,78,0
97,0,56,142,3,71,19,1,1,73,1,0,2,23,2,48,0,1,1,64,63,5,2,2,98,0
98,1,71,200,7,100,32,0,0,100,-7,7,8,36,1,30,0,1,1,30,75,8,2,1,79,0
99,1,66,175,9,88,25,0,0,99,-7,7,8,28,1,38,2,1,1,25,69,6,2,1,73,0
100,0,74,189,4,67,22,0,0,95,-7,7,8,23,1,34,13,1,1,52,67,3,2,1,64,0
101,1,78,287,5,103,20,1,0,89,15,6,7,21,2,38,-7,2,2,38,63,4,3,1,73,0
102,0,69,145,2,49,15,0,0,100,-7,7,8,16,1,25,0,1,1,26,74,2,1,0,56,0
103,1,62,213,6,82,18,0,0,92,10,5,6,19,2,41,-7,2,2,49,62,5,2,1,79,0
104,0,70,248,3,86,27,0,0,96,-7,7,8,28,2,31,11,0,0,23,76,2,2,0,61,0
105,1,61,112,1,38,10,1,0,85,8,4,5,11,1,48,-7,2,2,55,61,3,2,0,73,0
106,0,72,167,2,61,19,0,0,100,-7,7,8,20,1,27,7,0,0,31,69,3,2,0,65,0
107,1,76,254,8,98,23,0,0,94,14,6,6,24,1,39,-7,2,2,46,68,4,3,1,77,0
108,0,79,201,1,72,25,0,0,98,-7,7,8,26,2,33,10,0,0,29,79,3,2,0,69,0
109,1,64,198,4,66,17,0,0,91,11,5,6,18,1,44,-7,2,2,50,65,4,2,0,76,0
110,0,68,168,10,78,23,0,0,94,1,4,6,24,2,38,12,1,1,27,51,4,5,1,67,0
111,1,83,420,8,65,15,0,0,100,-7,7,8,17,1,27,-7,0,0,3,49,1,2,0,42,0
112,0,63,152,3,54,19,0,0,96,6,4,6,20,1,37,1,3,3,49,67,5,3,2,68,0
113,1,87,275,5,48,13,0,0,100,-7,7,8,14,0,23,-7,0,0,1,45,1,2,0,38,0
114,0,67,201,7,79,26,0,0,98,-7,7,8,27,3,41,-7,1,1,19,73,5,8,1,65,0
115,1,84,385,1,83,16,0,0,100,-7,7,8,17,0,26,-7,0,0,2,48,2,2,0,46,0
116,0,60,125,4,49,18,0,0,93,5,4,6,19,2,36,3,2,2,63,59,4,3,1,72,0
117,1,86,430,9,69,12,0,0,100,-7,7,8,13,0,22,-7,0,0,1,46,1,2,0,43,0
118,0,73,198,2,87,25,0,0,99,-7,7,8,26,3,45,-7,2,2,2,79,3,8,0,79,0
119,1,81,360,7,62,14,0,0,100,-7,7,8,15,0,25,-7,0,0,1,44,1,2,0,41,0
120,0,72,210,9,75,27,0,0,93,18,5,6,29,1,35,2,2,2,15,60,5,3,1,59,0
121,1,63,145,1,61,49,0,0,97,3,4,6,50,4,25,1,10,8,78,-8,16,1,9,77,0
122,0,74,235,6,80,32,0,0,91,10,4,6,34,0,38,3,1,1,20,57,4,4,0,48,0
123,1,79,265,7,69,24,0,0,95,35,6,6,27,2,14,0,3,3,3,-8,2,-8,0,9,0
124,0,66,280,14,98,26,0,0,80,9,4,6,28,0,44,0,2,2,42,73,5,3,1,72,0
125,1,58,128,4,63,50,0,0,99,1,4,6,50,3,28,0,12,10,82,-8,18,2,11,81,0
126,0,76,275,3,58,23,0,0,88,20,6,6,24,1,31,0,2,2,18,67,6,3,0,58,0
127,1,85,288,6,79,14,0,0,99,-7,7,8,14,2,52,3,1,1,1,81,1,2,0,49,0
128,0,69,215,11,67,30,0,0,92,12,5,6,31,0,34,1,3,3,16,58,4,3,0,57,0
129,1,82,240,10,70,25,0,0,96,38,6,6,27,2,13,0,3,3,4,-8,1,-8,0,7,0
130,0,62,135,5,35,10,1,1,90,25,5,6,11,1,35,1,1,1,70,60,3,2,0,85,0
131,1,75,210,4,90,22,0,0,98,-7,7,8,25,2,25,2,2,2,30,70,6,3,0,70,0
132,0,60,140,7,45,9,1,1,85,35,0,6,10,2,65,0,1,1,110,75,2,3,-8,100,0
133,1,80,230,2,95,28,0,0,100,-7,7,8,30,2,20,1,1,1,25,72,5,2,0,65,0
134,0,58,90,6,40,7,1,1,80,40,0,6,9,2,70,0,1,1,115,70,1,2,-8,100,0
135,1,77,205,3,85,24,0,0,99,-7,7,8,26,2,22,0,2,2,32,73,4,2,0,68,0
136,0,65,150,4,50,12,1,1,95,10,4,6,13,1,37,0,2,2,55,80,3,3,0,69,0
137,1,85,360,140,240,4,0,0,100,-7,7,8,4,0,25,-7,0,0,0,-8,0,-8,-8,0,0
138,0,63,170,3,55,28,0,0,100,-7,7,8,28,3,30,0,1,1,50,65,6,3,2,72,0
139,1,74,215,1,70,29,0,0,100,-7,7,8,32,2,23,0,0,0,27,70,8,2,0,60,0
140,0,65,190,4,72,28,1,0,92,15,3,5,31,3,22,2,2,2,54,78,8,3,3,88,0
141,1,78,240,10,90,15,0,0,100,-7,7,8,17,2,60,-7,0,0,36,20,2,4,0,85,0
142,0,62,160,7,60,22,0,0,98,-7,7,8,24,1,35,3,1,1,45,63,5,2,1,82,0
143,1,75,200,2,70,12,0,0,100,-7,7,8,14,0,70,5,0,0,25,12,1,4,0,90,0
144,0,60,110,6,55,19,1,0,89,10,3,4,21,2,28,0,2,2,57,69,7,2,1,86,0
145,1,81,230,5,100,25,0,0,100,-7,7,8,26,4,19,-7,0,0,34,18,3,2,0,70,0
146,0,67,180,9,65,29,2,0,95,12,3,4,33,3,25,1,2,2,43,75,9,3,2,91,0
147,1,72,220,4,85,14,0,0,100,-7,7,8,16,1,65,4,0,0,30,15,2,3,0,80,0
148,0,69,170,3,58,20,1,1,87,8,4,5,23,2,32,-7,1,1,51,72,6,2,1,84,0
149,1,77,250,1,110,13,0,0,100,-7,7,8,14,0,75,7,0,0,28,14,1,4,0,95,0
150,1,82,175,3,72,22,0,0,100,-7,7,8,23,0,25,0,1,1,15,-8,3,2,1,69,0
151,1,75,160,2,69,16,0,0,100,-7,7,8,17,0,30,-7,0,0,32,45,4,1,1,76,0
152,1,88,205,11,80,28,0,0,100,-7,7,8,30,1,22,0,0,0,12,-8,2,1,0,45,0
153,1,72,140,4,62,13,0,0,100,-7,7,8,14,0,35,-8,0,0,25,-8,3,1,1,71,0
154,1,81,220,8,100,27,0,0,100,-7,7,8,29,1,20,-7,0,0,10,-8,2,1,0,48,0
155,1,76,195,6,73,21,0,0,100,-7,7,8,22,0,28,0,1,1,18,-8,3,1,1,64,0
156,1,83,230,12,95,26,0,0,100,-7,7,8,28,1,24,-7,0,0,14,-8,2,1,1,52,0
157,1,79,185,5,76,19,0,0,100,-7,7,8,20,0,32,0,1,1,27,-8,3,1,1,70,0
158,1,80,215,9,83,25,0,0,100,-7,7,8,27,1,23,0,0,0,16,-8,2,1,1,56,0
159,1,78,170,7,65,18,0,0,100,-7,7,8,19,0,34,-7,1,1,30,-8,3,1,1,68,0
160,0,78,210,5,93,19,0,0,95,-7,7,8,20,1,30,3,1,1,45,72,3,2,1,85,0
161,1,72,150,2,57,26,1,0,86,45,6,7,28,2,25,-7,1,1,19,67,2,3,0,60,0
162,0,65,230,10,88,16,0,0,98,-7,7,8,17,0,35,4,2,2,55,68,4,3,0,78,0
163,1,75,170,4,62,22,1,0,84,30,5,6,24,2,18,-7,1,1,20,62,2,2,1,55,0
164,0,63,220,3,95,18,0,0,99,-7,7,8,19,1,45,2,1,1,58,70,3,4,1,82,0
165,1,70,160,3,58,25,0,0,100,-7,7,8,27,2,22,-7,1,1,18,65,2,2,0,65,0
166,0,69,240,6,90,17,0,0,97,-7,7,8,18,1,40,3,2,2,52,73,4,3,1,80,0
167,1,74,155,2,56,23,1,0,89,40,5,6,26,2,20,-7,1,1,17,64,2,2,0,60,0
168,0,67,235,4,89,16,0,0,96,-7,7,8,17,1,38,2,1,1,54,71,3,3,0,79,0
169,1,73,165,3,59,24,0,0,98,-7,7,8,25,2,21,-7,1,1,16,66,2,2,0,62,0
170,0,65,180,3,90,18,0,0,92,2,5,7,20,3,28,1,1,1,45,-8,4,-8,2,40,0
171,1,83,125,9,68,13,0,0,100,-7,7,8,14,1,18,-7,0,0,28,-8,3,-8,0,53,0
172,0,60,170,4,80,22,0,0,95,3,4,6,24,2,14,0,2,2,50,-8,5,-8,3,39,0
173,1,88,150,8,95,16,0,0,100,-7,7,8,17,1,22,-7,0,0,30,-8,4,-8,0,58,0
174,0,74,200,2,70,30,0,0,97,42,6,6,32,3,20,0,1,1,60,-8,12,-8,4,90,0
175,1,82,110,5,50,12,0,0,100,-7,7,8,13,1,15,-7,0,0,20,-8,2,-8,0,46,0
176,0,67,190,1,85,25,0,0,94,3,5,7,27,4,30,0,2,2,48,-8,6,-8,2,45,0
177,1,85,140,6,75,14,0,0,100,-7,7,8,16,1,19,-7,0,0,25,-8,3,-8,0,52,0
178,0,64,160,3,72,19,0,0,93,4,5,7,21,3,25,1,1,1,42,-8,5,-8,2,48,0
179,1,87,130,7,80,12,0,0,100,-7,7,8,13,1,17,-7,0,0,24,-8,2,-8,0,49,0
180,0,72,168,2,89,18,0,0,91,-7,5,6,11,1,34,-8,0,0,13,95,2,3,0,73,0
181,1,68,215,14,90,14,2,1,84,23,4,5,10,2,29,10,1,1,22,88,4,2,0,60,0
182,0,75,142,1,73,10,0,0,95,-7,5,5,12,0,28,-8,0,0,12,91,3,2,0,75,0
183,1,74,243,5,108,20,1,0,90,17,3,4,18,3,33,7,1,1,16,70,3,2,0,58,0
184,0,77,181,3,92,16,0,0,98,-7,4,4,14,1,39,-8,0,0,10,90,2,3,0,69,0
185,1,65,137,1,69,12,1,0,89,2,3,5,10,0,27,0,1,1,21,87,3,2,0,55,0
186,0,71,172,2,84,15,0,0,96,-7,5,5,13,1,31,-8,0,0,15,84,3,2,0,67,0
187,1,73,198,4,97,17,1,0,93,19,4,5,15,2,38,6,1,1,18,83,2,3,0,65,0
188,0,76,154,1,81,13,0,0,97,-7,5,5,12,0,32,-8,0,0,14,92,2,3,0,70,0
189,1,67,210,5,95,19,1,0,91,15,3,4,16,2,30,7,1,1,19,82,3,2,0,64,0
190,1,76,250,17,90,22,0,0,98,20,6,7,23,2,28,5,1,1,39,58,4,2,1,56,0
191,0,69,230,10,68,18,0,0,87,28,5,5,19,1,22,11,0,0,50,44,5,1,2,63,0
192,1,82,310,29,112,28,0,0,100,-7,7,8,31,0,37,22,0,0,19,34,3,3,0,53,0
193,1,65,200,6,79,20,0,0,96,32,6,6,21,1,15,1,1,1,42,70,4,2,1,58,0
194,1,79,180,1,64,17,0,0,94,-7,7,8,19,2,30,0,0,0,12,28,2,2,0,45,0
195,0,66,240,14,70,15,0,0,85,19,5,5,16,1,24,8,0,0,56,41,5,1,2,61,0
196,1,81,290,22,105,32,0,0,100,-7,7,8,33,4,21,16,2,2,33,85,3,4,1,48,0
197,1,68,160,5,69,19,0,0,99,-7,7,8,20,2,27,3,1,1,47,68,3,2,1,59,0
198,0,72,280,13,76,23,0,0,89,25,6,6,24,1,18,9,0,0,53,47,6,2,3,64,0
199,1,77,220,19,88,25,0,0,100,-7,7,8,27,3,29,10,1,1,21,35,3,2,0,52,0
200,0,62,120,10,58,22,0,0,98,-7,7,8,28,2,28,2,2,2,40,75,5,2,1,71,0
201,1,73,180,3,74,23,0,0,97,12,5,5,24,1,20,5,1,1,48,40,6,2,1,69,0
202,0,55,90,12,50,18,1,1,90,1,4,6,20,0,30,-7,2,2,35,80,4,2,1,60,0
203,0,68,200,18,80,30,0,0,100,-7,7,8,32,0,15,0,0,0,10,-8,2,-8,0,100,0
204,1,72,140,5,68,21,0,0,99,20,6,6,22,1,25,4,1,1,45,50,5,2,1,68,0
205,0,59,80,6,45,15,0,0,95,-7,7,8,16,2,35,1,3,3,38,82,4,2,1,75,0
206,0,60,100,8,55,20,0,0,98,-7,7,8,22,1,30,0,2,2,30,70,3,1,0,68,0
207,0,67,130,10,60,24,0,0,99,-7,7,8,26,2,20,1,1,1,35,65,4,2,1,70,0
208,0,57,70,4,35,12,0,0,100,-7,7,8,14,1,33,0,2,2,25,80,3,1,0,71,0
209,1,75,170,6,72,26,0,0,98,10,5,5,27,2,18,3,1,1,42,45,6,2,1,68,0
210,1,75,210,3,92,33,0,0,98,-7,6,7,34,1,20,-7,1,1,10,-8,3,1,0,43,0
211,0,73,380,1,139,6,1,1,99,-7,6,7,9,1,35,1,5,5,5,97,1,1,0,48,0
212,1,72,245,2,100,40,1,0,86,8,4,3,41,2,14,-7,2,2,6,-8,3,1,0,30,0
213,1,71,212,18,110,25,0,0,84,3,4,6,26,0,18,-8,0,0,7,-8,2,1,0,49,0
214,1,80,345,12,115,27,0,0,100,-7,7,8,30,0,23,-7,0,0,33,-8,3,1,0,44,0
215,1,75,220,3,84,46,0,0,100,-7,7,8,46,2,27,0,0,0,36,58,4,4,0,52,0
216,1,85,280,14,116,22,0,0,100,-7,7,8,22,0,29,10,0,0,2,53,3,3,0,59,0
217,1,85,170,6,88,17,0,0,100,-7,7,8,17,1,32,5,0,0,0,18,2,2,0,35,0
218,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
219,0,75,240,3,100,23,0,0,95,4,4,6,24,2,3,0,0,0,16,-8,6,-8,0,53,0
220,0,68,180,15,72,20,1,0,93,12,5,5,21,0,37,0,0,0,31,-8,5,1,1,85,0
221,0,59,28,9,53,5,2,1,68,17,6,4,2,1,34,2,2,2,93,74,1,1,-8,66,0
222,0,64,210,7,87,40,1,1,96,10,4,6,44,1,46,0,12,12,6,83,6,5,0,87,0
223,0,67,105,19,57,18,0,0,95,18,6,6,18,0,13,0,0,0,73,-8,11,-8,3,99,0
224,0,57,160,34,119,7,3,2,72,7,0,5,11,0,11,-8,0,0,82,-8,4,-8,2,76,0
225,0,66,217,6,88,51,0,0,97,43,5,6,52,2,44,0,4,2,89,57,13,7,9,91,0
226,0,81,-8,11,91,26,0,0,93,7,4,6,1,1,29,-7,0,0,9,56,5,3,0,74,0
227,0,59,40,5,23,13,0,0,84,7,4,6,13,3,9,0,3,3,46,101,7,1,1,89,0
228,1,88,219,5,88,25,0,0,100,-7,7,8,11,2,36,23,0,0,10,-8,2,1,0,21,0
229,1,79,125,7,68,26,0,0,100,-7,7,8,26,1,29,-7,0,0,14,-8,5,1,1,46,0
230,1,76,380,19,135,28,0,0,98,-5,7,8,31,0,24,2,0,0,14,-7,3,1,0,58,0
231,0,63,175,4,69,15,1,0,88,5,0,2,19,1,39,18,0,0,78,71,3,2,0,80,0
232,1,80,340,27,128,32,0,0,99,-6,6,7,33,0,23,0,0,0,17,-8,3,1,0,56,0
233,0,56,130,15,62,13,2,0,77,4,5,6,18,0,28,0,0,0,60,63,4,3,0,85,0
234,0,68,250,23,98,12,1,0,70,10,0,5,14,0,14,1,1,1,39,-8,2,1,0,55,0
235,1,79,360,12,142,30,0,0,100,-8,7,8,34,0,27,3,0,0,20,-8,4,1,0,62,0
236,0,57,120,7,63,11,1,0,76,3,4,5,16,0,31,0,0,0,58,62,4,3,0,88,0
237,0,64,240,20,96,10,0,0,72,15,6,6,13,0,12,0,1,1,40,-8,2,1,0,54,0
238,1,78,350,18,140,27,0,0,99,-7,7,8,30,0,25,1,0,0,16,-8,3,1,0,59,0
239,0,60,150,9,60,14,0,0,85,6,0,2,17,1,32,0,0,0,75,67,3,2,0,79,0
240,0,64,135,10,80,17,1,0,82,5,5,6,18,1,30,0,2,2,45,32,3,2,1,75,0
241,1,77,390,4,120,28,0,0,98,55,0,4,30,1,12,6,1,1,10,-5,4,1,1,45,0
242,1,73,210,15,85,25,1,1,99,-7,0,7,40,0,15,12,0,0,2,45,2,1,0,20,0
243,0,59,130,25,90,14,2,1,75,6,5,6,17,0,28,0,0,0,55,-7,2,1,0,98,0
244,1,78,185,6,83,30,0,0,95,4,4,5,31,1,48,-5,0,0,2,-6,3,1,0,48,0
245,0,68,70,65,70,3,1,1,100,-7,6,7,3,0,100,0,0,0,-7,5,-7,1,-7,100,0
246,1,63,160,5,40,4,1,0,65,15,6,5,5,2,16,0,1,1,48,-7,3,1,1,78,0
247,0,56,240,3,70,33,2,1,87,2,1,3,39,3,72,1,2,2,11,68,3,11,0,88,0
248,0,65,-7,6,62,22,0,0,95,30,6,6,24,2,23,-6,0,0,72,46,7,3,3,84,0
249,0,57,70,7,35,8,0,0,77,1,4,6,8,1,66,0,2,2,92,81,1,2,1,99,0
