beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
3,98126,1,5778,1730,580000,1,0
3,98117,2,2497,1560,865000,1,0
3,98106,2,5515,1730,800000,1,0
3,98117,2,1,1714,850000,0,0
2,98106,3,6150,1760,850000,1,0
3,98117,2,8640,1600,877500,1,0
4,98122,2,6011,2787,1207000,1,0
5,98117,3,6800,2180,850000,1,0
5,98118,2,6180,2610,720000,1,0
3,98136,1.5,7200,1290,1025000,1,0
3,98117,2,1287,1400,850000,1,0
2,98146,1,0.7,1537,407000,0,0
3,98126,2,6750,2160,930000,1,0
3,98106,2,6096,1160,575000,1,0
3,98105,2,8160,2140,925000,1,0
3,98115,2,4000,2520,1050000,1,0
2,98119,1,6084,1370,1000000,1,0
5,98115,4.5,7100,5710,1550000,1,0
3,98122,2,1281,1580,950000,1,0
3,98117,1,6150,1170,830000,1,0
5,98115,5,5250,3060,1300000,1,0
3,98119,1,5000,830,670000,1,0
3,98126,2,4800,1670,650000,1,0
3,98115,2,8000,2160,1300000,1,0
2,98106,1,5100,940,500000,1,0
3,98103,2,839,1388,919950,1,0
5,98168,3,0.43,3400,756500,0,0
3,98112,2,719,1111,849000,1,0
3,98116,2,6656,1390,899950,1,0
3,98102,2,1250,1710,959000,1,0
4,98103,2,5200,2080,750000,1,0
2,98118,1,6600,680,460000,1,0
3,98199,2,6000,2740,1300000,1,0
4,98105,3.5,5000,3590,2000000,1,0
3,98117,2,4000,2320,1111000,1,0
4,98115,3,3880,2370,1830000,1,0
4,98118,2,5180,2640,1240000,1,0
3,98106,2,5000,1060,575000,1,0
3,98117,3.5,1314,1780,1030000,1,0
3,98106,2.5,5120,1770,699000,1,0
4,98103,3.5,4000,3220,2225000,1,0
3,98106,2,6150,2020,1450000,1,0
2,98122,1.5,1,1015,695000,0,0
3,98107,2.5,1690,1820,1025000,1,0
3,98117,2,8640,1600,877500,1,0
4,98122,2,6011,2787,1207000,1,0
5,98117,3,6800,2870,997000,1,0
5,98118,2,6180,2640,700000,1,0
4,98115,3.5,5500,3110,2000000,1,0
3,98118,2,6150,1460,550000,1,0
4,98117,2,4800,1760,955000,1,0
2,98122,1.5,1,913,590000,0,0
4,98136,3,9960,2240,1100000,1,0
2,98122,1,5028,1090,850000,1,0
3,98107,2.5,1436,1810,1000000,1,0
3,98146,1,0.28,970,515000,0,0
4,98116,3.5,1792,2285,1500000,1,0
3,98108,2,6769,2080,800000,1,0
3,98125,2,7514,1731,575000,1,0
3,98136,1,5100,910,650000,1,0
4,98116,3.5,2900,2340,1900000,1,0
2,98108,2,5150,1720,720000,1,0
3,98103,2.5,1416,2090,1200000,1,0
2,98103,1,1.59,1131,699950,0,0
3,98126,1.5,6300,1540,689000,1,0
2,98118,1.5,6000,1480,948800,1,0
3,98122,2,1238,1498,935000,1,0
2,98103,1,5565,1100,850000,1,0
2,98118,1,6000,1480,880000,1,0
4,98122,2,4380,2160,855000,1,0
4,98117,2,4239,2140,875000,1,0
4,98103,2,2280,1220,715000,1,0
4,98118,2,6150,1880,965000,1,0
2,98118,1,3000,1030,458000,1,0
3,98107,2.5,1436,1810,1000000,1,0
3,98146,1,0.28,970,515000,0,0
4,98116,3.5,1792,2285,1500000,1,0
3,98108,2,6769,2080,800000,1,0
3,98125,2,7514,1731,575000,1,0
3,98117,1.5,4000,1550,1100000,1,0
4,98103,3.5,1550,1180,1600000,1,0
2,98122,2,2450,1240,750000,1,0
3,98103,2.5,1316,1698,980000,1,0
4,98105,5.5,5500,3240,3125000,1,0
3,98118,2,6500,2437,1275000,1,0
2,98133,1,3844,840,529000,1,0
5,98118,3.5,7020,2630,950000,1,0
3,98122,2,1470,1580,950000,1,0
4,98103,2,3789,2240,870000,1,0
3,98133,1,5800,900,550000,1,0
3,98122,2.5,1532,1610,725000,1,0
3,98103,2,1470,1580,950000,1,0
2,98126,1,5750,900,550000,1,0
3,98177,1,8160,1030,680000,1,0
3,98125,2,1171,1711,675500,1,0
3,98103,2,1191,1678,1160000,1,0
4,98115,2.5,5040,2370,1400000,1,0
3,98168,1,0.37,2180,487000,0,0
3,98103,2,3000,1100,6800000,1,0
2,98106,3,1500,960,480000,1,0
3,98118,2,5400,2340,725000,1,0
2,98115,1.5,1333,1288,575000,1,0
3,98125,1.5,8420,1730,799000,1,0
4,98105,3,4000,2550,1550000,1,0
3,98117,2,8640,1600,877500,1,0
4,98122,2,6011,2787,1207000,1,0
5,98117,3,6800,2670,915000,1,0
5,98118,2,6200,2110,560000,1,0
4,98118,2.5,0.34,1880,519950,0,0
2,98116,2,897,1200,704999,1,0
4,98126,3.5,0.24,3590,2350000,0,0
4,98116,2,5000,2360,1025000,1,0
3,98118,2,5996,1600,860000,1,0
4,98103,2.5,1759,1609,700000,1,0
3,98107,2.5,1436,1810,1000000,1,0
3,98146,1,0.28,970,515000,0,0
4,98116,3.5,1792,2285,1500000,1,0
3,98108,2,6769,2080,800000,1,0
3,98125,2,7514,1731,575000,1,0
3,98117,1.5,4000,2200,860000,1,0
4,98105,3.5,4000,3600,3000000,1,0
2,98146,1,8160,2040,570000,1,0
3,98108,2.5,1563,1762,945000,1,0
3,98103,3,1056,1496,959000,1,0
4,98103,2,4000,2480,1090000,1,0
2,98199,1,0.25,913,480000,0,0
2,98115,2,294,1200,704999,1,0
4,98125,2.5,7000,2550,700000,1,0
3,98107,2,1470,1570,1075000,1,0
2,98199,1,6000,950,550000,1,0
3,98115,2,1049,1488,699950,1,0
4,98118,3,5000,1760,650000,1,0
3,98115,2,4000,2480,1085000,1,0
2,98108,1,4800,990,730000,1,0
4,98146,3,9500,2430,520000,1,0
2,98103,2,3060,1570,849000,1,0
2,98107,2,960,850,648800,1,0
4,98144,2.5,5000,2495,1125000,1,0
3,98118,2,2908,1300,730000,1,0
3,98117,1.5,4800,1390,850000,1,0
3,98107,2,826,1051,738000,1,0
5,98109,3.5,4080,4180,3350000,1,0
5,98105,3,6250,2380,1550000,1,0
3,98117,2,4800,1390,850000,1,0
3,98117,2,8640,1600,877500,1,0
4,98122,2,6011,2787,1207000,1,0
5,98117,3,6800,2110,915000,1,0
5,98118,2,6180,2640,720000,1,0
4,98115,3.5,5500,3110,2000000,1,0
3,98118,2,6150,1100,700000,1,0
4,98117,2,4800,1080,850000,1,0
2,98122,1.5,4500,1800,855000,1,0
3,98106,2,6000,1440,550000,1,0
4,98136,3,6000,2120,1160000,1,0
3,98118,2,6500,2437,1275000,1,0
4,98118,2.5,6501,2270,700000,1,0
3,98146,2.5,8100,1390,525000,1,0
3,98122,2.5,4000,2190,1440000,1,0
3,98126,2,7290,1860,649000,1,0
3,98122,1,3710,2340,1175000,1,0
4,98118,2.5,2880,1820,825000,1,0
2,98121,2,1.23,1415,825000,0,0
2,98115,2,1162,1120,710000,1,0
4,98106,4,6380,3080,1500000,1,0
3,98103,2.5,1500,1815,1295000,1,0
3,98117,2.5,4305,2500,1685000,1,0
2,98146,1,0.23,773,435000,0,0
5,98115,4.5,6320,3310,1575000,1,0
4,98115,3,6982,2480,1350000,1,0
4,98115,3,5624,1790,1190000,1,0
2,98106,3,1515,1770,599000,1,0
3,98106,2.5,8800,1680,899000,1,0
2,98103,1,2000,730,550000,1,0
3,98177,1.5,8520,1460,750000,1,0
3,98115,1,4349,1660,749900,1,0
4,98103,2,2836,1660,649950,1,0
2,98116,1,1065,1120,700000,1,0
2,98125,1,1948,1000,583000,1,0
4,98168,2,7240,1710,535000,1,0
4,98107,2,2500,1500,890000,1,0
3,98117,2.5,1127,1604,849950,1,0
3,98119,2.5,1125,1380,770000,1,0
5,98115,3,4080,2610,1695000,1,0
2,98118,1.5,4000,1800,599000,1,0
3,98107,2,2200,1840,999950,1,0
3,98115,3,5047,2630,1030000,1,0
2,98146,1,0.25,773,470000,0,0
3,98136,2,5275,1710,935000,1,0
2,98106,1,4080,770,560000,1,0
2,98103,1.5,1248,1020,705000,1,0
3,98118,2,6300,1340,827000,1,0
2,98115,1.5,1027,1334,850000,1,0
4,98117,3.5,3850,3240,1950000,1,0
3,98116,2,5000,2280,1000000,1,0
3,98117,2,8640,1600,877500,1,0
4,98122,2,6011,2787,1207000,1,0
5,98117,3,6805,3080,1300000,1,0
4,98103,2,4995,2390,1108000,1,0
5,98117,2,7240,2930,1045000,1,0
4,98103,2,4000,2660,1100000,1,0
2,98122,1.5,1426,1290,705000,1,0
3,98126,2,4800,1760,650000,1,0
3,98117,2,1287,1400,779000,1,0
4,98103,2.5,4902,2590,1550000,1,0
3,98118,2,6500,2437,1275000,1,0
4,98118,2.5,9500,2120,875000,1,0
3,98178,2,8100,2120,865000,1,0
3,98117,2,5000,2425,1275000,1,0
3,98122,2.5,1436,1550,875000,1,0
2,98122,1.5,1,1151,690000,0,0
3,98117,1,4170,1430,700000,1,0
3,98117,1,6215,1230,625000,1,0
2,98118,1.5,5500,1520,827000,1,0
2,98102,1,2455,780,750000,1,0
4,98115,3.5,7598,2720,1395000,1,0
2,98122,2,5000,1840,1200000,1,0
5,98133,3.5,7650,3930,1800000,1,0
14,98106,5,4968,3884,1300000,1,0
4,98199,2,6000,3325,1650000,1,0
4,98117,3,5640,1980,1350000,1,0
5,98115,3,7667,3880,1950000,1,0
2,98125,1,8795,1880,660000,1,0
3,98103,2.5,1500,1936,1025000,1,0
4,98103,3,4250,2160,940000,1,0
3,98115,2.5,2460,1580,900000,1,0
4,98122,2,4000,2240,1305000,1,0
5,98117,3,7940,2640,900000,1,0
5,98112,3,4465,3710,2250000,1,0
3,98116,1,9108,2460,1280000,1,0
3,98136,1,8190,1060,612000,1,0
4,98115,2,5460,2370,1125000,1,0
2,98122,1.5,5000,1580,1000000,1,0
4,98102,4,4000,2160,1000000,1,0
3,98117,2,982,1450,739000,1,0
3,98168,1.5,9975,1870,500000,1,0
3,98109,3,987,1500,1075000,1,0
2,98118,1.5,4000,840,779000,1,0
3,98117,2.5,1293,1566,950000,1,0
4,98103,2,4000,2080,940000,1,0
5,98117,3.5,4247,2730,1200000,1,0
3,98118,2,7763,1360,730000,1,0
3,98103,2.5,2498,1820,965000,1,0
2,98146,1,8715,840,500000,1,0
2,98118,1,5000,1700,800000,1,0
3,98126,1,4850,940,500000,1,0
2,98116,1,1.02,581,318000,0,0
2,98117,2,1049,1200,620000,1,0
3,98168,1.5,0.31,1290,437000,0,0
3,98103,2,2250,1300,699950,1,0
4,98126,2.5,1773,1530,425000,1,0
2,98144,1.5,1,1087,689000,0,0
5,98117,3.5,3400,1010,1830000,1,0
3,98116,2,850,1200,705000,1,0
2,98106,1,4240,740,525000,1,0
3,98126,2,6396,1580,820000,1,0
2,98115,2,564,1147,749950,1,0
5,98109,3,2550,2610,1795000,1,0
2,98115,2,2.02,1015,468000,0,0
4,98117,5.5,7000,4990,1750000,1,0
6,98118,3,5300,2140,580000,1,0
4,98136,3.5,0.32,8800,3295000,0,0
2,98116,2,8509,1580,860000,1,0
4,98115,2.5,4080,3060,1650000,1,0
2,98108,1.5,8507,1700,700000,1,0
3,98118,2,6500,2437,1275000,1,0
4,98118,2.5,9500,2120,1275000,1,0
3,98126,2,4590,1710,725000,1,0
3,98133,2,8070,1970,1575000,1,0
3,98136,2,6000,1510,675000,1,0
3,98118,2.5,7080,2130,1525000,1,0
2,98115,1.5,1332,1290,700000,1,0
3,98126,2,5995,2080,800000,1,0
3,98117,2,3840,1420,785000,1,0
5,98118,2,2955,2020,870000,1,0
2,98126,1.5,1388,997,650000,1,0
4,98112,3.5,4982,3310,2100000,1,0
3,98103,2,1337,1770,1000000,1,0
4,98136,3.5,7000,3550,3500000,1,0
3,98144,2,0.7,2180,840000,0,0
3,98112,2,0.5,1377,1200000,0,0
4,98118,2.5,2880,1530,725000,1,0
9,98119,5,5020,2300,835000,1,0
2,98115,1,8640,1270,860000,1,0
5,98115,3,6250,2387,1180000,1,0
4,98115,3.5,2761,2478,1580000,1,0
4,98168,2,8000,2280,640000,1,0
5,98115,3,4178,2040,1165000,1,0
2,98144,1.5,4000,2280,650000,1,0
3,98103,2,1374,1190,725000,1,0
4,98115,2,4375,2950,1300000,1,0
2,98144,1.5,5027,1580,700000,1,0
3,98107,2,6600,2360,1125000,1,0
3,98178,2,7320,1070,535000,1,0
3,98112,3,2500,1660,1295000,1,0
3,98117,2,8640,1600,877500,1,0
4,98122,2,6011,2787,1207000,1,0
5,98117,3,6800,2140,915000,1,0
5,98118,2,6180,2630,700000,1,0
5,98199,3,5200,2920,1750000,1,0
4,98146,3,0.37,2380,2050000,0,0
5,98109,5,4080,3780,3000000,1,0
3,98117,2.5,1089,1810,989000,1,0
4,98115,3,6700,2230,1150000,1,0
2,98117,2,583,1240,710000,1,0
2,98115,2.5,2891,840,720000,1,0
3,98106,2,2514,1450,735000,1,0
4,98103,3,5000,2146,1500000,1,0
3,98106,2,8.4,1390,590000,0,0
3,98126,3,2400,1320,679000,1,0
3,98106,2.5,3920,1430,780000,1,0
2,98115,1.5,1101,860,700000,1,0
4,98106,3.5,4080,2580,1365000,1,0
3,98103,2.5,1500,1815,1295000,1,0
3,98107,3,3600,2546,1810000,1,0
4,98115,1.5,6060,2470,930000,1,0
3,98168,2,0.25,7350,4400,0,0
2,98107,2,800,980,770000,1,0
4,98115,4,5586,2990,2100000,1,0
2,98122,3,2395,1260,750000,1,0
1,98106,1,0.31,696,405000,0,0
3,98105,2,850,1540,970000,1,0
2,98103,2,560,950,700000,1,0
3,98117,2,4000,1520,760000,1,0
4,98146,3.5,3060,1806,700000,1,0
5,98112,4.5,3200,3636,3000000,1,0
4,98146,2,8000,2080,567000,1,0
2,98122,2.5,1416,895,675000,1,0
3,98126,1,6225,1340,799000,1,0
2,98108,2,6150,1325,150000,1,0
3,98118,2.5,8000,1670,762000,1,0
3,98125,2,8398,1390,899000,1,0
3,98103,3.5,1253,1570,980000,1,0
3,98107,2.5,1436,1810,1000000,1,0
3,98146,1,0.28,970,515000,0,0
4,98116,3.5,1792,2285,1500000,1,0
3,98118,2,6760,2080,800000,1,0
3,98118,3,2079,2080,780000,1,0
2,98115,3,2044,1320,780000,1,0
4,98106,3,2240,1790,850000,1,0
5,98133,3,7200,1780,850000,1,0
3,98126,3,2033,2033,1220000,1,0
3,98107,2.5,1436,1810,1000000,1,0
3,98117,1.5,4000,1460,710000,1,0
2,98146,1,0.43,930,475000,0,0
3,98103,2,994,1180,850000,1,0
2,98125,0.5,1193,1080,409050,1,0
2,98105,2.5,1093,1110,785000,1,0
2,98133,2,1097,1197,570000,1,0
2,98103,2,480,876,650000,1,0
2,98106,2,770,876,480000,1,0
4,98117,2.5,1608,1860,955000,1,0
3,98136,2,6395,2284,850000,1,0
2,98133,1.5,1,900,549755,0,0
2,98133,2,780,1149,624999,1,0
2,98117,2,800,1149,624950,1,0
4,98105,2,9380,3360,1600000,1,0
2,98115,1,2.27,1031,465000,0,0
3,98103,1,5000,1230,750000,1,0
3,98103,2.5,1784,1840,900000,1,0
4,98119,1.5,4000,2740,1050000,1,0
3,98117,2,4000,2390,890000,1,0
2,98115,2,564,1149,730000,1,0
4,98125,3,6298,2160,1150000,1,0
3,98118,1,6096,1190,685000,1,0
2,98105,2,0.0,1410,879950,0,0
2,98146,1,0.32,980,475000,0,0
