proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
660,6.6,2.7,21,1.17,13.2,2.6,0.25,1.6,95,2.4,2.6,1,1.66
850,6.6,2.14,19,0.92,13.42,2.88,0.42,1.98,95,2.45,1.92,0,1.88
660,5.7,2.52,20.5,1.1,12.7,3.3,0.26,2.4,103,2.7,1.95,2,1.62
770,5.6,2.3,16.5,0.92,13.28,3.05,0.36,1.62,102,2.8,2.35,1,1.76
550,6.8,2.34,22.5,0.78,12.78,2.64,0.32,1.73,88,2.1,2.06,1,1.79
540,3.3,2.27,17,1.07,12.5,2.9,0.28,1.7,84,2.6,2.6,1,1.66
990,6.4,2.45,20,0.82,13.3,1.67,0.42,1.57,102,1.83,1.56,2,1.76
560,3.05,2.48,16.5,0.63,11.61,1.37,0.38,1.52,88,1.52,1.46,1,1.53
670,3.4,2.36,18.5,0.72,12.29,2.29,0.36,1.64,90,2.22,2.35,2,1.81
780,2.65,2.48,20,1.1,12.48,1.68,0.38,2.42,94,2.32,2.72,2,1.73
610,2.1,2.14,21,0.8,12.48,2.2,0.25,1.76,97,2.65,2.68,2,1.78
1190,7.4,2.7,23,0.98,13.53,3.38,0.26,1.64,118,2.56,2.25,1,1.77
590,4.6,2.42,20.6,1.02,12.23,2.6,0.25,1.68,93,1.6,1.75,2,1.72
830,3.5,2.42,20.8,1.02,12.29,2.77,0.2,1.72,108,2.15,1.9,2,1.65
580,4.2,2.65,18,1.03,12.25,2.85,0.32,1.75,82,2.5,2.1,2,1.62
650,5.5,2.46,20.3,0.98,12.63,2.8,0.23,1.7,98,2.4,2.35,2,1.56
550,4.85,2.4,19,0.92,13.65,3.08,0.35,1.77,121,2.5,2.7,0,1.66
625,5.5,2.48,20,0.7,13.28,2.98,0.26,1.8,98,2.5,2.8,2,3.12
750,5.5,2.2,15,1.05,13.26,2.5,0.33,1.64,85,1.7,1.55,1,1.73
600,2.5,2.05,15,1.06,12.42,2.5,0.4,1.3,104,2.1,2.5,1,1.48
770,5.5,2.4,18,1.02,13.36,2.5,0.4,1.56,86,1.9,1.75,1,2.07
850,3.5,2.16,22,0.98,13.48,1.96,0.36,1.88,96,2.15,1.92,2,1.76
750,1.6,2.42,22,1.05,13.05,2.87,0.32,1.73,94,2.75,3.23,0,1.61
690,4.4,2.28,20,1.08,13.28,3.05,0.43,2.29,103,2.4,2.86,0,1.78
720,4.5,2.2,19,0.96,12.87,2.98,0.26,1.92,99,2.5,2.63,2,1.74
550,2.15,2.3,21,0.98,12.38,3.11,0.34,1.56,94,2.4,2.69,2,1.73
790,2.85,2.61,20,0.98,12.88,3.46,0.52,1.94,118,2.7,1.55,2,1.83
500,1.5,2.28,17,0.83,11.65,2.96,0.26,1.72,95,2.3,1.52,2,1.67
470,3.06,2.42,18,1.06,12.64,3.19,0.35,1.56,98,2.55,2.41,1,1.73
680,2.45,2.62,22,1.07,13.05,2.96,0.34,1.7,90,2.65,2.38,1,1.78
760,5.6,2.5,19,0.96,13.22,2.87,0.35,2.2,106,2.65,2.62,1,1.67
1070,4.5,2.42,22,0.98,12.67,3.19,0.42,0.9,98,2.4,2.63,1,1.74
620,3.6,2.14,16,1.02,12.26,2.96,0.33,1.61,88,1.65,1.51,2,1.53
1035,4.1,2.61,21,1.06,13.48,3.2,0.29,1.68,111,2.7,2.75,1,1.66
660,3.25,2.23,16,1.05,12.5,2.88,0.39,1.38,87,1.6,1.45,2,1.73
1045,3.6,2.43,21,0.96,13.62,3.13,0.26,2.3,106,3.3,3.25,1,1.73
550,2.65,2.25,20,0.96,12.64,3.08,0.36,0.88,93,1.88,1.48,0,1.83
580,1.9,2.2,18,0.74,12.48,2.46,0.29,1.25,94,1.85,1.58,1,2.46
530,2.4,2.65,19.5,0.88,12.86,3.09,0.28,1.25,90,2.2,2.1,0,1.72
630,1.85,2.4,21,0.72,12.4,2.52,0.26,1.6,92,2.05,1.7,1,2.36
610,2.4,2.5,19,0.83,12.8,2.65,0.35,1.3,87,2.2,2.5,0,1.52
680,4.8,2.22,23,0.96,13.4,1.88,0.52,1.52,113,1.95,1.22,2,1.77
440,2.65,2.5,17,1.03,12.5,1.48,0.36,1.59,97,1.8,0.68,1,3.65
550,5.1,2.5,17,0.78,12.5,1.47,0.38,1.57,106,1.6,0.74,1,3.25
540,5.5,2.45,16.5,0.78,13.1,1.68,0.26,1.63,93,1.7,0.76,1,1.81
510,3.4,2.3,20,1.05,12.5,2.1,0.28,1.62,87,1.7,0.53,2,1.61
890,6.1,2.7,22,0.96,13.48,3.05,0.3,1.48,99,1.72,1.26,0,1.52
660,4.8,2.48,21,0.88,12.56,3.13,0.4,1.38,94,1.55,1.38,2,3.68
480,2.05,2.3,18,1.04,11.68,2.48,0.32,1.07,95,1.45,1.37,1,1.83
720,5.5,2.38,20,0.87,13.23,2.92,0.3,1.45,101,2.1,1.77,0,1.74
620,3.5,2.5,20,1.01,12.37,2.5,0.4,1.33,91,1.7,1.3,1,1.65
1090,3.2,2.58,17,0.97,13.65,3.11,0.52,1.98,110,2.3,1.68,2,1.81
880,5.5,2.7,18,1.02,13.27,2.96,0.36,1.92,98,2.5,2.52,0,1.77
680,3.5,2.3,20,1.05,12.68,3.27,0.38,2.45,87,2.6,2.75,1,1.53
780,4.5,2.5,16,1.06,13.14,3.21,0.32,1.65,93,2.6,2.68,1,1.64
720,3.8,2.5,19,1.07,12.48,3.27,0.39,2.38,88,2.5,2.7,1,1.53
510,3.85,2.26,15.5,0.93,12.88,3.27,0.26,1.92,98,2.7,2.16,2,1.66
530,4.8,2.64,21.5,0.86,13.48,3.08,0.32,2.1,112,2.3,2.28,2,1.81
480,3.2,2.14,18,1.04,11.61,2.87,0.32,1.71,93,2.1,1.65,0,1.71
680,5.2,2.5,21,0.74,13.48,2.92,0.38,2.5,118,2.4,2.65,2,1.73
630,5.5,2.48,18,0.88,13.24,3.24,0.35,2.6,109,2.4,2.48,2,1.68
1060,5.5,2.5,18,0.72,13.2,2.88,0.24,1.52,120,2.5,1.52,0,1.75
580,1.6,2.24,21,0.98,12.2,1.88,0.3,1.05,83,1.5,0.69,2,1.73
890,4.5,2.3,17.5,1.02,13.28,3.06,0.31,1.75,119,2.65,1.8,0,1.81
510,2.5,1.95,22,1.06,12.5,1.88,0.28,1.08,86,2.3,0.68,2,1.89
1010,5.3,2.5,18,0.71,13.38,2.96,0.28,1.6,114,2.55,1.7,0,1.75
680,6.6,2.64,24,0.89,13.68,3.27,0.26,1.96,121,3.27,2.89,2,1.77
500,5.6,2.21,16.5,0.97,12.64,2.88,0.33,1.28,98,2.86,2.36,0,1.53
690,5.7,2.5,17,1.05,13.2,2.86,0.21,1.34,102,2.88,2.41,0,1.61
770,6.6,2.52,20,1.07,13.48,3.21,0.22,1.53,102,3.34,2.67,0,1.71
620,4.4,2.2,19,0.98,12.28,3.05,0.32,1.38,88,2.55,2.29,0,1.68
550,3.65,2.64,18,1.01,13.53,2.88,0.46,1.56,98,2.56,1.68,2,1.83
560,4.38,2.42,16.6,0.86,12.68,1.68,0.31,1.57,98,2.15,1.55,2,1.67
560,5.6,2.48,22.5,1.07,13.29,1.78,0.39,1.2,86,2.35,1.48,2,1.61
560,5.8,2.4,22.5,1.08,13.5,1.65,0.41,1.4,88,2.6,1.6,2,1.62
570,6.9,2.36,22,0.95,13.62,2.6,0.39,1.6,96,2.4,2.4,2,1.79
