proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
740,4.8,2.64,20,1.05,13.58,2.92,0.28,1.05,109,2.5,2.45,1,1.53
650,3.05,2.28,18.5,1.04,12.62,3.1,0.3,1.27,88,2.6,2.55,1,1.52
720,6.75,2.3,16.5,1.1,13.36,2.86,0.25,0.9,97,2.6,2.65,1,1.75
720,3.5,2.28,17,1.03,13.03,2.97,0.28,1.33,93,2.7,2.65,1,1.72
850,5.1,2.64,22,0.92,13.48,1.67,0.52,0.72,105,1.68,0.66,2,1.76
790,4.38,2.64,23,0.98,13.29,2.05,0.39,1.64,95,2.3,1.74,1,1.81
650,2.88,2.14,17,0.88,11.69,1.46,0.32,1.16,88,1.36,1.02,0,1.73
740,5.1,2.46,21,0.93,13.22,2.06,0.32,1.36,94,2.35,1.72,1,1.63
720,4.2,2.3,21,0.98,13.28,2.2,0.28,1.6,94,2.5,1.6,1,1.72
510,4.8,2.27,18.5,0.86,12.48,2.88,0.35,1.75,113,2.5,1.65,2,3.2
680,3.2,2.24,20.5,1.06,12.64,2.86,0.32,1.52,91,2.5,2.55,1,1.77
630,5.5,2.3,16,1.04,12.68,2.78,0.26,1.63,92,2.8,2.45,1,1.65
880,4.5,2.3,21,0.87,12.67,3.05,0.35,1.68,98,2.4,2.5,2,3.1
690,3.8,2.28,22.5,1.05,12.68,3.08,0.32,1.42,85,2.6,2.7,1,1.65
