input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
9,60,0,52,90,100,74,3,79,0,0,71,3,95,100,37,45
49,100,19,65,92,0,95,33,47,0,86,90,9,63,100,82,61
16,31,0,61,31,88,79,100,62,0,0,71,1,96,100,48,62
51,100,91,62,90,15,0,35,72,100,0,97,0,80,55,12,21
40,44,17,37,30,73,91,100,67,0,0,68,1,79,100,58,34
5,33,38,32,0,100,30,73,40,37,23,97,7,100,72,0,86
0,28,7,50,0,65,60,100,45,1,25,100,2,97,97,18,42
15,50,0,44,93,100,57,0,72,1,11,81,3,100,92,39,41
63,100,32,31,82,0,35,12,58,0,35,100,4,70,40,45,6
19,0,0,58,9,44,43,100,31,5,23,90,2,100,68,36,45
79,12,95,45,7,24,0,0,21,100,100,99,5,65,21,44,61
91,100,89,58,93,37,25,7,96,58,14,100,0,63,0,59,0
92,88,100,57,79,59,0,23,100,90,0,88,0,56,14,47,0
31,78,16,65,100,15,34,29,0,0,90,90,4,100,63,30,61
5,40,15,41,0,77,28,100,55,0,28,72,2,100,66,8,50
6,59,11,42,0,100,37,93,69,0,6,69,1,100,79,9,51
31,79,0,45,58,68,98,33,100,5,0,73,1,87,100,74,32
1,9,1,50,0,67,50,100,51,0,18,82,2,100,75,30,33
69,35,99,45,0,38,0,79,45,100,100,89,8,53,23,25,44
26,100,6,48,77,92,60,0,68,0,28,84,3,100,92,46,66
46,57,22,76,100,12,30,74,0,0,54,100,4,65,34,49,32
65,100,100,56,92,0,0,31,83,71,19,82,0,40,12,26,0
12,33,2,58,18,70,50,100,58,0,0,85,2,100,79,24,30
0,89,5,50,88,77,53,0,49,5,24,97,1,100,80,28,57
15,38,42,36,0,100,36,94,67,37,14,93,7,100,62,0,46
7,0,24,76,32,75,62,100,38,0,17,95,2,100,88,26,52
64,70,31,61,70,100,96,54,84,0,0,76,1,100,72,73,49
10,100,0,51,82,88,53,0,61,22,17,76,3,100,79,46,56
1,9,5,56,0,50,37,100,38,0,25,91,2,100,67,1,24
0,49,7,57,18,74,44,100,61,6,0,80,1,100,85,14,50
15,54,31,76,100,0,25,43,15,29,58,100,6,86,57,0,22
6,100,0,56,86,73,54,7,66,12,0,72,3,100,82,35,41
20,41,0,44,0,66,51,100,65,7,27,95,2,100,88,35,52
11,55,29,50,0,100,36,95,66,22,43,92,7,100,72,0,68
58,100,33,77,100,0,48,65,49,0,88,100,4,77,46,45,41
65,2,97,51,4,88,0,100,63,97,0,100,5,74,45,28,18
1,0,4,56,19,48,41,100,15,0,26,71,2,100,76,0,55
0,0,2,51,9,49,35,100,22,14,37,73,2,100,73,1,52
30,36,2,21,42,76,52,100,63,0,0,84,2,100,76,42,39
56,95,27,50,100,61,70,6,65,0,0,97,7,100,93,68,31
0,12,2,54,0,33,32,21,0,8,100,100,6,83,58,4,72
2,43,0,50,0,100,45,87,81,1,19,90,2,100,76,28,44
22,30,30,50,0,77,39,100,56,48,35,97,7,100,71,0,62
0,33,2,57,0,92,60,100,74,4,27,71,2,100,99,32,64
16,81,0,57,76,86,69,0,100,1,38,88,3,100,94,47,59
9,33,2,50,0,69,38,100,54,0,30,75,2,100,70,13,43
57,4,93,46,19,55,0,100,46,99,0,100,5,66,32,23,25
45,38,21,36,60,100,96,0,66,0,48,46,1,68,100,64,73
47,93,16,54,100,7,77,0,60,0,67,99,9,100,84,81,60
69,62,34,53,100,11,53,41,0,0,45,100,4,78,48,44,16
21,92,0,38,73,68,59,26,100,2,0,81,3,100,87,42,32
59,28,92,62,32,0,0,100,16,100,22,86,5,63,36,22,12
46,100,24,79,96,0,41,61,41,0,42,100,4,81,52,47,13
30,41,3,53,28,78,66,100,55,0,0,85,2,100,97,47,47
67,55,36,17,17,34,89,66,100,39,18,81,7,97,100,64,0
43,100,0,46,97,56,76,0,93,7,57,82,9,100,78,71,14
39,43,0,33,44,70,99,29,100,5,0,64,1,79,100,68,34
89,70,100,83,100,0,19,19,2,84,16,94,0,45,0,52,10
64,100,29,52,99,77,52,0,60,0,57,100,4,76,48,59,41
27,70,42,64,100,61,50,10,40,32,0,85,7,99,100,0,34
3,33,0,26,0,70,69,100,59,5,7,71,2,99,100,40,38
0,0,2,50,7,88,63,100,44,0,22,89,2,100,91,33,65
4,6,0,47,0,56,34,100,34,3,31,77,2,100,73,10,47
49,93,25,62,66,74,57,0,100,0,6,71,1,52,72,75,36
