input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
15,100,0,43,98,100,60,0,66,7,58,82,3,100,89,47,88
0,63,5,51,0,83,42,100,65,20,3,93,2,100,75,17,50
12,100,0,50,86,64,52,0,38,3,16,68,3,100,73,44,39
0,0,1,63,32,50,57,100,25,11,20,83,2,100,88,18,53
47,93,16,54,100,7,77,0,60,0,67,99,9,100,84,81,60
11,0,1,67,30,56,42,100,30,0,0,73,2,100,77,11,38
15,50,0,44,93,100,57,0,72,1,11,81,3,100,92,39,41
50,83,25,38,58,49,100,0,100,0,1,39,1,55,79,75,9
0,0,4,50,9,82,33,100,55,1,9,69,2,100,67,13,35
50,100,25,36,96,70,65,0,46,0,13,78,3,100,88,73,46
15,28,58,54,17,0,32,100,6,88,29,100,5,92,67,0,3
1,0,2,52,6,52,51,100,29,0,14,70,2,100,91,38,48
57,4,93,46,19,55,0,100,46,99,0,100,5,66,32,23,25
67,84,33,85,100,0,35,56,13,0,35,100,4,83,52,47,28
0,100,0,30,69,90,60,0,71,10,19,80,3,100,79,37,56
