,i,j,X,Y,L,real_identifier
56,154.0,422.0,694819.1,649011.9,2.9,0
57,8.0,162.0,351819.8,236819.1,-24.9,0
58,140.0,298.0,442819.1,786819.2,-18.3,0
59,70.0,510.0,621819.9,923428.9,-12.1,0
60,219.0,118.0,743192.1,183911.3,-28.1,0
61,301.0,521.0,958213.4,863021.9,22.5,0
62,67.0,275.0,201943.8,393819.1,-41.9,0
63,191.0,148.0,671839.2,233891.5,-19.8,0
64,288.0,412.0,883492.8,678201.1,15.6,0
65,139.0,504.0,621819.9,841931.8,-24.9,0
66,51.0,596.0,563192.1,109821.9,-30.8,0
67,266.0,342.0,845201.9,562819.2,7.9,0
68,97.0,229.0,351982.1,321982.1,-36.5,0
69,182.0,471.0,654819.2,783201.9,-12.1,0
70,201.0,412.0,751201.9,623951.3,10.8,0
71,118.0,351.0,593819.1,523219.8,-5.1,0
72,241.0,459.0,789201.4,734892.1,18.2,0
73,43.0,421.0,521011.9,648301.9,-12.5,0
74,67.0,501.0,471309.8,851201.8,-15.8,0
75,139.0,611.0,685201.9,1139513.1,-10.3,0
76,191.0,492.0,661011.9,819201.8,-6.2,0
77,299.0,388.0,964201.9,661011.9,25.1,0
78,151.0,261.0,681011.9,301201.8,-13.8,0
79,171.0,531.0,611201.9,951201.8,-10.8,0
80,291.0,459.0,1033519.5,734911.3,23.1,0
81,198.0,567.0,697219.8,1048211.9,-9.5,0
82,129.0,397.0,585091.1,625831.4,-16.2,0
83,351.0,482.0,1089143.9,848159.1,39.4,0
84,266.0,354.0,896139.3,562351.9,17.8,0
85,142.0,521.0,624651.9,943911.8,-10.9,0
86,217.0,437.0,748201.8,693151.1,5.6,0
87,68.0,392.0,574351.9,611439.5,-24.8,0
88,314.0,469.0,1056281.1,794519.3,29.5,0
89,181.0,549.0,655219.8,1012319.1,-15.1,0
90,278.0,596.0,725193.1,1134859.3,-17.2,0
91,118.0,428.0,692831.9,731419.4,-11.5,0
92,50.0,520.0,558492.2,958129.5,-26.8,0
93,290.0,186.0,831919.8,202015.1,14.2,0
94,228.0,630.0,846143.9,1213631.9,-20.1,0
95,82.0,354.0,623571.4,593946.8,-18.3,0
96,256.0,450.0,879145.6,783249.6,5.6,0
97,192.0,288.0,761327.8,494563.9,-6.9,0
98,68.0,604.0,610955.1,1148991.1,-25.5,0
99,314.0,402.0,983492.0,691569.3,22.1,0
100,278.0,402.0,882139.4,623191.8,15.6,0
101,148.0,654.0,678493.9,1241718.2,-19.5,0
102,258.0,418.0,846239.1,656819.5,12.9,0
103,94.0,306.0,586951.8,443819.1,-9.1,0
104,162.0,362.0,693849.2,562391.9,-5.5,0
105,208.0,586.0,761395.6,1104191.8,-16.2,0
106,118.0,448.0,629179.5,697491.4,-1.9,0
107,242.0,394.0,823491.9,611191.8,10.3,0
108,76.0,342.0,564395.1,526819.1,-11.5,0
109,198.0,508.0,734191.8,958491.4,-14.8,0
110,219.0,419.0,623118.9,792201.8,-18.2,0
111,281.0,191.0,591342.1,141911.4,-20.8,0
112,148.0,611.0,734892.3,1144802.6,-14.5,0
113,67.0,275.0,657201.9,339491.1,-22.1,0
114,201.0,488.0,683419.8,912201.9,-16.8,0
115,119.0,654.0,599302.1,1234198.3,-19.4,0
116,251.0,231.0,721982.4,229492.1,-11.9,0
117,84.0,521.0,562819.1,983201.9,-17.3,0
118,168.0,398.0,689201.8,751911.4,-13.4,0
119,292.0,612.0,1042892.3,1164802.6,28.5,0
120,211.0,281.0,742193.9,412819.5,-10.8,0
121,85.0,191.0,479912.8,253919.2,-25.1,0
122,251.0,596.0,819430.1,1113498.9,3.5,0
123,118.0,542.0,599813.4,969359.3,-16.9,0
124,196.0,384.0,694151.9,586851.1,-7.2,0
125,74.0,278.0,458211.9,369391.8,-22.5,0
126,156.0,628.0,678491.2,1171449.5,-11.1,0
127,220.0,134.0,756919.1,152239.9,2.1,0
128,92.0,518.0,509813.2,923417.9,-19.3,0
129,184.0,350.0,671682.9,529859.3,-5.5,0
130,278.0,482.0,895421.1,781239.5,7.4,0
131,138.0,512.0,631098.3,962191.9,-18.2,0
132,206.0,358.0,723191.9,562819.1,5.1,0
133,94.0,270.0,394859.4,375439.8,-29.5,0
134,160.0,420.0,689759.2,693819.2,2.9,0
135,108.0,594.0,599821.9,1084591.1,-15.6,0
136,220.0,468.0,799823.1,748191.9,9.2,0
137,130.0,520.0,654823.1,991823.1,-10.3,0
138,182.0,402.0,678191.9,633823.1,3.5,0
139,250.0,442.0,856823.1,716191.9,11.9,0
140,219.0,402.0,743129.5,623811.9,12.5,0
141,118.0,548.0,588492.2,1008231.4,-8.1,0
142,362.0,454.0,1033568.3,748391.1,35.6,0
143,86.0,292.0,543991.9,411491.8,-11.9,0
144,270.0,388.0,870129.8,629812.9,18.3,0
145,194.0,496.0,693495.6,846239.5,5.9,0
146,40.0,258.0,481632.1,369239.4,-20.5,0
147,142.0,514.0,621937.3,928417.1,-6.4,0
148,308.0,438.0,958201.9,703491.9,24.8,0
149,66.0,278.0,503491.9,394239.4,-17.1,0
150,182.0,592.0,721319.9,1143919.4,-18.1,0
151,128.0,632.0,659291.1,1194319.2,-20.8,0
152,90.0,208.0,505187.3,226819.1,-21.9,0
153,208.0,296.0,809201.9,459291.3,-0.9,0
154,58.0,36.0,206319.9,175981.2,-32.1,0
155,50.0,628.0,611919.1,1181819.3,-23.1,0
156,112.0,588.0,613991.2,1094319.4,-22.9,0
157,210.0,606.0,691419.9,1120319.1,-12.9,0
158,144.0,420.0,655419.9,649291.3,-0.2,0
159,56.0,558.0,541919.1,1044319.4,-15.9,0
160,140.0,470.0,623191.9,734512.1,-10.5,0
161,220.0,590.0,651392.2,1109431.9,-12.8,0
162,12.0,610.0,555129.8,1148211.4,-20.9,0
163,90.0,530.0,529871.1,899109.3,-14.5,0
164,160.0,640.0,680939.7,1185319.2,-18.2,0
165,40.0,310.0,483151.9,483279.1,-17.1,0
166,280.0,410.0,923191.9,693480.4,22.5,0
167,10.0,630.0,563916.5,1198214.2,-24.5,0
168,190.0,400.0,723239.0,619246.0,3.5,0
169,32.0,320.0,469562.6,467777.8,-16.2,0
170,128.0,278.0,493119.1,421911.2,-19.8,0
171,98.0,412.0,573821.5,732819.1,-14.5,0
172,118.0,192.0,421109.8,283501.9,-26.2,0
173,152.0,504.0,649302.7,853201.1,-9.1,0
174,66.0,240.0,479201.9,361019.5,-17.4,0
175,134.0,368.0,623901.1,562309.2,-10.3,0
176,88.0,460.0,603219.8,795109.5,-13.4,0
177,110.0,200.0,451901.9,291201.1,-20.5,0
178,158.0,582.0,693109.2,991201.9,-6.8,0
179,70.0,300.0,509201.1,451109.5,-15.1,0
180,281.0,591.0,943219.5,1095321.9,10.3,0
181,119.0,475.0,684391.2,801219.8,-7.1,0
182,43.0,568.0,521859.1,983421.9,-18.5,0
183,201.0,428.0,832191.9,692813.1,3.8,0
184,67.0,602.0,629201.8,1148139.2,-20.6,0
185,138.0,351.0,675813.1,553201.9,-2.3,0
186,29.0,492.0,446391.9,859201.8,-15.1,0
187,245.0,381.0,881219.2,645813.1,8.5,0
188,91.0,527.0,659201.9,943201.8,-12.9,0
189,168.0,459.0,734391.2,757813.1,-1.4,0
190,119.0,356.0,623191.9,783191.1,-12.1,0
191,211.0,481.0,833292.2,935819.4,15.6,0
192,67.0,391.0,592839.5,599291.9,-16.3,0
193,258.0,437.0,864219.8,710391.2,10.9,0
194,182.0,651.0,703192.1,1248192.8,-19.1,0
195,39.0,409.0,563851.9,623491.1,-14.9,0
196,129.0,525.0,633992.5,942819.2,-11.5,0
197,293.0,368.0,925391.9,635819.1,19.2,0
198,168.0,592.0,682391.8,1143912.6,-15.8,0
199,85.0,459.0,609192.2,751819.4,-12.9,0
200,118.0,278.0,472819.1,823191.9,-20.5,0
201,208.0,134.0,721391.5,141851.3,-29.1,0
202,138.0,586.0,629192.8,1093949.2,-18.2,0
203,168.0,94.0,493819.4,123918.9,-36.8,0
204,192.0,38.0,65451.9,69187.5,-51.9,0
205,86.0,236.0,503892.1,321549.1,-17.4,0
206,54.0,348.0,528135.9,513521.4,-11.4,0
207,158.0,218.0,666291.3,245819.9,-18.1,0
208,98.0,306.0,593251.9,456197.8,-8.3,0
209,90.0,526.0,551417.9,967391.2,-14.5,0
210,278.0,358.0,838771.9,566321.1,14.5,0
211,92.0,268.0,528491.2,299421.9,-24.9,0
212,168.0,504.0,706219.8,943129.4,-7.3,0
213,60.0,192.0,436679.1,213940.8,-28.5,0
214,220.0,380.0,793469.9,623891.3,10.2,0
215,140.0,598.0,649309.7,1097151.9,-19.1,0
216,306.0,428.0,956291.1,701332.8,25.1,0
217,98.0,246.0,544810.3,276291.9,-22.1,0
218,182.0,592.0,693910.8,1087159.4,-13.9,0
219,250.0,466.0,843761.9,761291.3,16.5,0
220,278.0,396.0,923119.2,623819.1,18.5,0
221,148.0,486.0,693201.9,794531.8,-12.2,0
222,64.0,342.0,561419.1,521491.9,-16.8,0
223,208.0,282.0,753982.3,435235.6,-9.3,0
224,18.0,190.0,394201.8,283912.1,-25.4,0
225,140.0,418.0,664489.5,656819.3,-7.1,0
226,86.0,562.0,503849.2,913491.9,-19.5,0
227,250.0,370.0,833469.1,573235.6,14.1,0
228,46.0,230.0,483201.8,345235.6,-22.9,0
229,192.0,448.0,734489.5,707491.9,-5.6,0
230,220.0,118.0,756189.1,201941.9,11.4,0
231,50.0,470.0,501821.4,943281.8,-24.8,0
232,380.0,90.0,1045148.5,156391.2,38.2,0
233,140.0,260.0,529898.3,351819.1,-18.5,0
234,200.0,430.0,694201.9,756201.8,-12.1,0
235,90.0,190.0,313958.1,253109.4,-22.9,0
236,340.0,120.0,958273.5,209492.8,30.8,0
237,110.0,520.0,621421.9,964819.1,-14.2,0
238,240.0,380.0,835201.8,665201.9,-10.5,0
239,60.0,290.0,444109.8,394201.8,-20.8,0
240,122.0,278.0,569819.1,401919.5,-5.5,0
241,256.0,482.0,853219.8,734819.2,11.9,0
242,182.0,58.0,92381.9,65492.1,-44.8,0
243,238.0,428.0,789482.5,623819.1,16.2,0
244,202.0,398.0,708492.2,598492.5,5.5,0
245,114.0,312.0,634219.5,454219.8,-9.9,0
246,50.0,552.0,528492.1,1034921.0,-15.5,0
247,212.0,582.0,662492.5,1074921.9,-8.1,0
248,128.0,326.0,646492.2,478492.5,-6.2,0
249,292.0,404.0,964219.5,674492.1,22.1,0
250,219.0,391.0,823191.9,611119.4,7.3,0
251,91.0,527.0,571489.1,967421.8,-12.9,0
252,305.0,268.0,1035019.3,382491.1,20.5,0
253,148.0,434.0,614855.6,696419.9,-8.2,0
254,67.0,503.0,528811.9,902191.1,-16.1,0
255,251.0,325.0,936191.8,568491.9,15.6,0
256,112.0,486.0,591855.1,823191.9,-10.3,0
257,201.0,369.0,795855.6,623191.1,6.4,0
258,81.0,411.0,557191.9,673491.9,-11.9,0
259,294.0,482.0,1008555.9,819191.1,19.2,0
260,278.0,414.0,942135.6,762312.9,-25.1,0
261,118.0,590.0,521942.8,1095231.4,-22.8,0
262,328.0,194.0,693101.9,174819.2,-20.4,0
263,46.0,468.0,201911.1,859104.5,-31.9,0
264,238.0,628.0,823495.2,1176329.6,-24.5,0
265,154.0,34.0,292517.4,53215.8,-46.2,0
266,122.0,544.0,539141.7,1008232.1,-26.9,0
267,302.0,402.0,1033519.9,738512.8,-27.3,0
268,188.0,270.0,670291.5,243911.1,-22.1,0
269,66.0,582.0,288959.4,1076568.3,-30.6,0
270,56.0,418.0,927832.1,831419.9,-11.9,0
271,292.0,186.0,1043510.5,234911.8,25.5,0
272,168.0,540.0,593819.2,1034211.4,-16.2,0
273,40.0,280.0,246819.1,431899.5,-34.8,0
274,220.0,380.0,819230.9,611479.2,10.3,0
275,140.0,98.0,421911.8,104819.1,-40.6,0
276,312.0,462.0,1104931.9,734391.8,30.8,0
277,248.0,200.0,903210.8,261489.2,5.9,0
278,80.0,502.0,481391.2,969391.9,-24.5,0
279,180.0,320.0,654819.1,501489.5,-13.4,0
280,398.0,420.0,1134211.1,671919.2,32.1,0
281,280.0,382.0,893129.5,623151.8,11.4,0
282,148.0,432.0,624191.9,704391.1,-2.8,0
283,240.0,278.0,823451.2,451823.5,7.5,0
284,50.0,368.0,549823.1,537491.2,-9.2,0
285,208.0,596.0,753982.8,1112151.9,-19.5,0
286,316.0,402.0,976531.4,662819.1,25.8,0
287,134.0,446.0,614191.1,720491.5,-4.2,0
288,260.0,388.0,849823.5,629151.8,14.1,0
289,186.0,582.0,659982.1,107491.2,-17.8,0
290,198.0,428.0,721919.9,631919.1,5.6,0
291,82.0,542.0,494810.8,958210.4,-19.1,0
292,50.0,398.0,581351.1,591819.9,-13.4,0
293,220.0,410.0,751922.2,640382.1,9.8,0
294,140.0,488.0,609281.9,819201.3,-11.9,0
295,108.0,330.0,614492.1,483210.8,-8.5,0
296,170.0,520.0,617819.9,883492.1,-10.2,0
297,122.0,582.0,636492.1,106492.1,-20.5,0
298,190.0,438.0,741819.9,661492.1,6.3,0
299,86.0,558.0,506492.1,101492.1,-18.8,0
300,43.0,219.0,472189.1,381119.4,-10.9,0
301,118.0,467.0,628817.3,819201.9,-7.1,0
302,250.0,351.0,753209.8,591830.2,5.5,0
303,67.0,189.0,421119.9,279909.1,-18.3,0
304,198.0,142.0,683492.1,157820.5,-12.9,0
305,221.0,498.0,799813.4,881192.8,8.1,0
306,134.0,62.0,239201.9,43119.2,-35.7,0
307,41.0,593.0,561901.2,1088192.5,-20.9,0
308,281.0,429.0,891514.2,709627.1,15.9,0
309,108.0,521.0,566733.3,941081.4,-11.7,0
310,276.0,396.0,928239.9,632919.2,11.4,0
311,192.0,586.0,743191.1,1081298.5,-12.1,0
312,48.0,288.0,483951.8,414491.9,-15.6,0
313,342.0,504.0,1044938.4,796431.1,29.5,0
314,126.0,354.0,593819.5,523491.8,-9.2,0
315,258.0,420.0,899492.9,686919.1,10.3,0
316,30.0,246.0,451492.8,356431.9,-16.3,0
317,198.0,582.0,753191.2,1071298.6,-11.9,0
318,306.0,486.0,983951.9,762919.3,24.1,0
319,66.0,318.0,513819.6,461491.9,-14.5,0
320,301.0,421.0,921389.5,693219.8,20.8,0
321,189.0,281.0,751982.1,435689.4,4.3,0
322,85.0,398.0,562118.9,623151.1,-15.6,0
323,267.0,359.0,896351.8,567812.5,10.2,0
324,142.0,490.0,654210.3,805391.9,-11.9,0
325,315.0,251.0,1038511.9,384235.8,28.5,0
326,98.0,316.0,528491.4,482591.2,-20.4,0
327,221.0,375.0,882492.9,586351.9,7.1,0
328,54.0,451.0,484351.9,712981.2,-25.8,0
329,192.0,294.0,794351.8,449219.8,2.9,0
330,201.0,592.0,742191.1,1114398.3,-10.8,0
331,118.0,278.0,654302.9,371191.9,-16.5,0
332,249.0,482.0,879121.4,825430.8,20.1,0
333,66.0,568.0,523191.9,1034211.9,-25.9,0
334,191.0,410.0,721811.9,661811.9,-5.5,0
335,108.0,630.0,611439.8,1184398.1,-19.2,0
336,275.0,342.0,946811.9,501191.9,28.5,0
337,85.0,516.0,591811.9,921811.9,-8.1,0
338,162.0,258.0,683191.9,283811.9,-12.9,0
339,229.0,596.0,819811.9,1084398.1,16.2,0
340,187.0,318.0,734189.9,503219.8,3.5,0
341,251.0,351.0,859391.1,591839.9,12.9,0
342,396.0,388.0,1139519.8,686492.1,32.1,0
343,28.0,628.0,576839.4,1203519.1,-21.5,0
344,58.0,568.0,579191.9,1068319.4,-22.1,0
345,46.0,462.0,457391.8,794492.1,-18.3,0
346,201.0,248.0,819839.9,401951.9,6.5,0
347,118.0,162.0,463951.9,125491.8,-23.9,0
348,54.0,398.0,563839.4,593951.9,-12.1,0
349,136.0,282.0,665191.9,401951.9,-7.5,0
350,92.0,278.0,582191.9,421911.5,-10.3,0
351,129.0,591.0,629823.4,1105591.8,-15.9,0
352,41.0,189.0,395859.3,243847.9,-24.5,0
353,313.0,459.0,983021.2,732109.1,25.5,0
354,85.0,521.0,511931.8,964511.9,-11.9,0
355,168.0,604.0,692195.5,1144211.8,-19.2,0
356,119.0,473.0,563201.9,794511.1,-13.5,0
357,54.0,428.0,523012.8,684201.9,-20.8,0
358,97.0,294.0,599823.1,451911.8,-9.5,0
359,140.0,568.0,621195.4,1065111.9,-16.1,0
360,91.0,391.0,275819.1,94217.5,-28.2,0
361,469.0,117.0,1089471.8,731919.2,38.5,0
362,221.0,481.0,829382.9,685139.8,11.9,0
363,129.0,266.0,362917.2,42119.3,-41.8,0
364,306.0,175.0,953201.4,604872.1,25.6,0
365,187.0,462.0,723491.5,648831.9,-3.5,0
366,411.0,96.0,1023948.6,56785.4,48.2,0
367,253.0,356.0,864219.8,529491.6,14.1,0
368,145.0,228.0,439201.9,35129.2,-30.9,0
369,317.0,490.0,983492.1,693201.8,22.1,0
370,278.0,432.0,943219.9,732819.4,19.2,0
371,118.0,382.0,633851.1,586291.9,-5.1,0
372,306.0,478.0,1034198.5,843210.8,28.5,0
373,148.0,522.0,623198.7,964821.1,-12.1,0
374,60.0,398.0,563219.8,614821.3,-10.3,0
375,220.0,446.0,833498.2,756398.5,15.6,0
376,38.0,362.0,529981.9,537498.2,-11.9,0
377,162.0,582.0,689219.8,1095632.1,-18.2,0
378,198.0,658.0,739498.5,1253981.9,-24.1,0
379,86.0,412.0,593498.2,678219.8,-7.5,0
380,210.0,118.0,721382.9,823191.3,-11.5,0
381,67.0,412.0,517839.4,751419.1,-19.3,0
382,198.0,56.0,394817.3,214911.9,-29.7,0
383,130.0,596.0,689219.1,1092345.6,-15.1,0
384,88.0,270.0,427819.8,403235.7,-24.5,0
385,220.0,148.0,563481.2,201891.5,-17.1,0
386,55.0,620.0,631093.9,1147191.9,-21.9,0
387,150.0,82.0,309817.1,34191.4,-30.3,0
388,110.0,258.0,491382.9,381419.1,-20.7,0
389,76.0,498.0,597093.8,923191.3,-18.5,0
390,278.0,191.0,821353.5,187021.9,10.8,0
391,66.0,432.0,499871.1,901433.8,-20.5,0
392,208.0,278.0,749182.3,417239.4,5.6,0
393,94.0,604.0,615651.8,1165503.9,-14.3,0
394,140.0,220.0,457819.9,269595.5,-25.1,0
395,312.0,382.0,943519.2,656813.1,19.2,0
396,74.0,516.0,537491.4,998655.3,-18.8,0
397,186.0,294.0,683439.5,463181.9,-7.4,0
398,118.0,628.0,663491.9,1214219.8,-22.1,0
399,256.0,340.0,863273.8,574439.4,12.9,0
400,118.0,278.0,574219.1,384951.3,-11.5,0
401,208.0,482.0,744821.9,846219.1,-6.2,0
402,62.0,94.0,305692.8,182431.9,-29.1,0
403,146.0,256.0,687351.2,363892.1,-16.8,0
404,98.0,186.0,463819.3,261934.8,-24.5,0
405,122.0,322.0,591463.9,455678.2,-19.3,0
406,168.0,402.0,725631.8,704819.1,-10.3,0
407,80.0,138.0,393068.2,221431.9,-27.3,0
408,196.0,294.0,731463.9,423068.2,-7.9,0
409,112.0,208.0,541463.9,313068.2,-21.9,0
410,219.0,419.0,732119.5,921831.8,-10.5,0
411,98.0,275.0,449821.1,381942.9,-26.8,0
412,135.0,567.0,689201.4,1048211.1,-19.2,0
413,51.0,398.0,553911.9,693201.7,-12.9,0
414,122.0,191.0,521982.8,202831.4,-25.1,0
415,208.0,351.0,761011.9,591119.5,-8.5,0
416,85.0,142.0,231982.1,171942.8,-30.8,0
417,168.0,592.0,701201.4,1098311.1,-16.5,0
418,60.0,281.0,401821.1,391942.9,-24.3,0
419,194.0,46.0,141982.8,135831.4,-43.2,0
420,189.0,118.0,692121.9,234509.8,-10.3,0
421,65.0,581.0,382911.2,1119456.9,-29.8,0
422,219.0,49.0,749302.1,179021.4,-2.5,0
423,143.0,268.0,503819.5,391819.3,-18.9,0
424,98.0,630.0,594392.8,1193319.5,-6.8,0
425,171.0,200.0,721419.9,284819.1,-11.5,0
426,55.0,76.0,261191.8,173401.9,-35.1,0
427,129.0,342.0,641059.9,501491.4,-9.5,0
428,184.0,412.0,708301.2,619302.8,-4.2,0
429,80.0,596.0,586832.1,1138923.9,-25.9,0
430,219.0,591.0,823191.9,1114568.4,-13.4,0
431,135.0,281.0,599849.1,326491.9,10.5,0
432,246.0,431.0,853219.8,694219.1,15.6,0
433,68.0,521.0,574138.9,971491.2,-20.8,0
434,191.0,613.0,743891.1,1161349.5,-12.1,0
435,121.0,375.0,644219.8,567823.1,6.3,0
436,29.0,495.0,562491.9,911491.2,-18.5,0
437,257.0,328.0,883191.9,493823.1,14.2,0
438,173.0,582.0,703823.1,1084912.5,-16.8,0
439,94.0,409.0,637823.1,649823.1,5.1,0
440,118.0,394.0,623191.1,606319.5,-5.5,0
441,249.0,362.0,813432.8,573911.2,8.1,0
442,130.0,418.0,636910.3,634819.1,-2.2,0
443,201.0,448.0,704819.9,703419.8,0.6,0
444,108.0,308.0,609191.9,457910.1,-11.1,0
445,66.0,342.0,554823.1,503910.3,-14.5,0
446,51.0,434.0,573910.2,659819.1,-20.5,0
447,85.0,410.0,596823.1,629191.9,-17.3,0
448,75.0,102.0,294823.1,131910.1,-30.5,0
449,191.0,328.0,743191.9,521910.3,-4.9,0
450,141.0,412.0,654321.9,591823.1,-7.3,0
451,219.0,278.0,731982.5,395819.4,4.5,0
452,93.0,602.0,528191.8,1134956.2,-20.6,0
453,167.0,362.0,692819.1,531911.9,-2.1,0
454,55.0,498.0,494859.3,901419.8,-14.5,0
455,128.0,438.0,646392.7,671109.5,-6.8,0
456,201.0,584.0,725631.9,1092345.6,-18.3,0
457,85.0,290.0,523491.1,412591.8,-11.9,0
458,153.0,526.0,678492.9,962819.1,-9.2,0
459,118.0,404.0,633819.1,573491.1,-3.5,0
460,118.0,596.0,839951.9,1151691.2,-10.2,0
461,468.0,268.0,1258319.8,394509.1,30.5,0
462,14.0,482.0,435189.4,781919.8,-19.6,0
463,86.0,620.0,573821.1,1193021.9,-22.9,0
464,222.0,400.0,849239.5,662109.4,2.1,0
465,50.0,296.0,509351.9,407491.1,-15.3,0
466,174.0,538.0,675489.2,881019.8,-1.4,0
467,398.0,258.0,1093549.1,375491.9,36.2,0
468,28.0,586.0,481927.8,1096719.2,-20.8,0
469,146.0,428.0,623951.9,703491.1,-5.6,0
470,219.0,191.0,835119.9,305119.5,10.5,0
471,481.0,118.0,1238519.2,183911.9,41.9,0
472,67.0,345.0,411919.1,531491.8,-28.1,0
473,291.0,459.0,943810.5,751919.2,19.4,0
474,173.0,279.0,701491.9,412810.5,-14.2,0
475,56.0,492.0,451919.2,849191.8,-25.5,0
476,148.0,421.0,623810.5,655491.9,-10.9,0
477,201.0,317.0,811491.9,473119.2,15.6,0
478,85.0,596.0,529191.8,1054919.2,-20.8,0
479,342.0,386.0,1034919.2,624810.5,29.1,0
480,91.0,291.0,601219.1,435819.5,-18.3,0
481,219.0,469.0,751013.9,875191.8,-12.9,0
482,148.0,381.0,644891.6,567812.1,-16.1,0
483,67.0,529.0,582391.2,983021.9,-20.5,0
484,189.0,612.0,692219.8,1146919.2,-15.8,0
485,85.0,256.0,591013.5,384519.1,-13.4,0
486,42.0,432.0,521391.9,641012.8,-19.2,0
487,119.0,591.0,629219.1,1096919.5,-14.5,0
488,167.0,351.0,671013.9,523191.8,-11.9,0
489,56.0,483.0,551391.6,901012.1,-16.8,0
490,145.0,412.0,683191.9,734819.1,-12.5,0
491,67.0,191.0,473819.3,261951.8,-23.1,0
492,249.0,517.0,853129.4,961291.9,7.3,0
493,181.0,289.0,720382.9,414159.1,-6.8,0
494,39.0,142.0,335191.1,204291.9,-29.5,0
495,270.0,397.0,891479.8,693819.2,12.9,0
496,118.0,256.0,623951.9,364192.1,-15.6,0
497,206.0,332.0,761919.1,522819.3,2.1,0
498,93.0,603.0,628191.9,1122919.1,-19.9,0
499,155.0,278.0,701479.8,401951.9,-11.2,0
0,226.0,284.0,834918.6,468610.6,6.0,1
1,114.0,102.0,286715.4,74406.3,-32.1,1
2,72.0,496.0,501386.3,843018.3,-17.0,1
3,210.0,366.0,762813.5,579301.9,3.4,1
4,112.0,450.0,599179.1,710192.0,-1.9,1
5,48.0,652.0,603103.5,1246003.9,-23.3,1
6,66.0,260.0,511079.0,373142.5,-16.2,1
7,136.0,314.0,662533.6,465560.7,-5.5,1
8,108.0,184.0,485759.5,171743.6,-24.1,1
9,292.0,364.0,919162.7,628615.0,16.5,1
10,68.0,454.0,552062.4,702852.5,-9.3,1
11,188.0,362.0,735227.5,566113.1,-0.9,1
12,174.0,224.0,672148.6,168037.5,-18.3,1
13,238.0,328.0,815770.1,547046.5,8.0,1
14,102.0,528.0,542941.2,954267.5,-15.2,1
15,160.0,258.0,681373.1,315199.9,-15.4,1
16,186.0,642.0,707353.7,1211662.9,-17.5,1
17,358.0,378.0,1072913.7,648244.3,33.3,1
