,i,j,X,Y,L,real_identifier
398,182.0,317.0,738853.5,469366.8,-7.1,0
399,310.0,421.0,1039775.3,714765.8,27.9,0
400,201.0,419.0,743219.1,631912.3,-10.8,0
401,91.0,275.0,421919.8,342198.1,-25.1,0
402,118.0,513.0,682391.9,958219.8,-18.5,0
403,63.0,198.0,359812.1,221982.9,-30.9,0
404,148.0,388.0,819382.8,589391.2,-12.1,0
405,76.0,428.0,441982.1,649391.9,-24.8,0
406,129.0,269.0,693219.8,331982.1,-16.9,0
407,52.0,142.0,299391.9,171982.9,-33.1,0
408,96.0,582.0,559391.2,1083912.1,-21.4,0
409,181.0,35.0,201982.1,141982.9,-44.2,0
410,140.0,582.0,693201.9,1092011.4,-18.3,0
411,210.0,118.0,819332.5,191919.2,-2.9,0
412,92.0,496.0,559823.1,931011.9,-11.4,0
413,168.0,234.0,472382.9,568382.1,-25.8,0
414,198.0,654.0,839382.9,1239432.1,-6.7,0
415,130.0,410.0,693823.1,630382.9,-9.1,0
416,220.0,302.0,943382.9,421011.9,-1.3,0
417,60.0,90.0,298823.1,181011.9,-38.2,0
418,180.0,520.0,823382.9,991011.9,-15.6,0
419,110.0,380.0,613823.1,541011.9,-7.9,0
420,221.0,384.0,824151.9,606239.5,1.5,0
421,187.0,592.0,714191.3,1123456.9,-20.3,0
422,68.0,432.0,574819.1,692191.8,-6.1,0
423,248.0,278.0,881465.5,322151.9,14.5,0
424,134.0,518.0,649819.3,921465.1,-12.9,0
425,201.0,356.0,763465.9,563819.3,1.9,0
426,96.0,628.0,643819.1,1194651.9,-24.5,0
427,29.0,598.0,563465.5,1114651.9,-23.1,0
428,171.0,462.0,692819.3,743465.1,-4.3,0
429,285.0,402.0,934151.9,652819.3,18.5,0
430,118.0,394.0,623191.1,609516.5,2.1,0
431,248.0,362.0,806453.9,574893.2,5.5,0
432,130.0,410.0,636819.8,624151.9,0.9,0
433,192.0,446.0,693759.2,694523.5,-1.1,0
434,108.0,302.0,604963.1,451560.2,-10.2,0
435,74.0,342.0,554846.2,503699.4,-13.1,0
436,58.0,438.0,574632.3,649835.7,-20.2,0
437,90.0,430.0,600531.3,646490.5,-18.9,0
438,82.0,106.0,294309.6,131941.1,-32.9,0
439,198.0,348.0,751107.1,536729.7,-4.3,0
440,145.0,412.0,644919.2,631492.1,-7.3,0
441,218.0,278.0,731421.9,401119.5,3.5,0
442,92.0,586.0,528191.8,1093519.2,-14.5,0
443,168.0,498.0,693201.1,823011.3,-2.1,0
444,54.0,354.0,506439.9,523491.8,-18.6,0
445,122.0,602.0,634820.8,1145419.1,-11.9,0
446,198.0,446.0,705109.5,692201.9,1.4,0
447,82.0,262.0,523491.8,373491.8,-15.1,0
448,140.0,538.0,638820.8,1005419.1,-8.5,0
449,212.0,394.0,723201.1,609491.8,2.8,0
450,118.0,596.0,844919.9,1145419.4,-10.8,0
451,394.0,468.0,1083151.1,743919.3,32.1,0
452,62.0,278.0,482191.4,384639.8,-19.5,0
453,184.0,618.0,694517.9,1196919.1,-1.2,0
454,256.0,332.0,896729.3,491419.5,10.6,0
455,138.0,428.0,623951.8,675491.9,-6.3,0
456,46.0,586.0,559819.1,1129563.8,-21.9,0
457,222.0,506.0,782191.4,816191.9,0.5,0
458,98.0,302.0,574517.9,429819.1,-13.4,0
459,170.0,562.0,656729.3,1079563.8,-3.8,0
460,219.0,275.0,821491.9,451911.4,-6.1,0
461,467.0,193.0,1134398.8,294611.9,41.9,0
462,59.0,601.0,509811.7,1115111.5,-25.8,0
463,291.0,431.0,933891.1,697811.9,28.5,0
464,169.0,258.0,720328.5,369235.8,-8.3,0
465,81.0,521.0,493199.2,933699.4,-20.1,0
466,148.0,485.0,624819.8,794519.1,-12.9,0
467,122.0,563.0,548631.9,1013519.2,-16.2,0
468,206.0,409.0,855191.5,674811.9,18.5,0
469,353.0,378.0,1054398.8,645235.8,32.1,0
470,91.0,291.0,621119.9,439819.1,-19.1,0
471,219.0,467.0,751210.8,897109.3,-10.3,0
472,145.0,381.0,654819.4,563219.9,-16.2,0
473,67.0,529.0,591342.9,983421.8,-20.5,0
474,189.0,623.0,715039.1,1168131.9,-12.9,0
475,42.0,354.0,521421.9,513819.1,-14.9,0
476,118.0,492.0,632819.4,921421.9,-18.3,0
477,81.0,270.0,606342.9,397109.3,-11.9,0
478,24.0,594.0,451210.8,1095632.1,-22.2,0
479,157.0,446.0,683819.4,673819.1,0.5,0
480,249.0,413.0,851239.5,734819.1,-12.5,0
481,181.0,297.0,696814.9,421119.4,-6.8,0
482,69.0,528.0,473191.3,983021.9,-23.1,0
483,204.0,354.0,739329.8,549881.5,7.3,0
484,120.0,604.0,643819.2,1123449.0,-15.5,0
485,268.0,386.0,873059.9,645919.3,18.2,0
486,146.0,260.0,674492.1,291439.8,-11.4,0
487,98.0,578.0,631409.5,1068591.1,-19.8,0
488,220.0,332.0,785431.9,514491.2,5.1,0
489,56.0,502.0,503950.8,943512.9,-14.9,0
0,226.0,284.0,834918.6,468610.6,6.0,1
1,114.0,102.0,286715.4,74406.3,-32.1,1
2,72.0,496.0,501386.3,843018.3,-17.0,1
3,210.0,366.0,762813.5,579301.9,3.4,1
4,112.0,450.0,599179.1,710192.0,-1.9,1
5,48.0,652.0,603103.5,1246003.9,-23.3,1
6,66.0,260.0,511079.0,373142.5,-16.2,1
7,136.0,314.0,662533.6,465560.7,-5.5,1
8,108.0,184.0,485759.5,171743.6,-24.1,1
9,292.0,364.0,919162.7,628615.0,16.5,1
10,68.0,454.0,552062.4,702852.5,-9.3,1
11,188.0,362.0,735227.5,566113.1,-0.9,1
12,174.0,224.0,672148.6,168037.5,-18.3,1
13,238.0,328.0,815770.1,547046.5,8.0,1
14,102.0,528.0,542941.2,954267.5,-15.2,1
15,160.0,258.0,681373.1,315199.9,-15.4,1
16,186.0,642.0,707353.7,1211662.9,-17.5,1
17,358.0,378.0,1072913.7,648244.3,33.3,1
18,96.0,580.0,595010.8,1077216.9,-23.0,1
19,226.0,272.0,849703.7,444493.7,7.5,1
20,16.0,146.0,335533.2,208785.0,-27.0,1
21,24.0,292.0,457038.4,445612.6,-16.1,1
22,196.0,656.0,719542.7,1241199.4,-20.5,1
23,104.0,332.0,613623.9,493774.2,-6.2,1
24,24.0,626.0,580509.5,1171856.7,-22.8,1
25,160.0,400.0,681501.2,619038.9,2.6,1
26,184.0,482.0,647328.1,810386.2,-8.2,1
27,36.0,284.0,475152.8,428550.6,-16.3,1
