,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,usr,real_identifier
110,10.0,1.0,3821.0,193.0,159.0,1.2,2.4,528111.0,183021.0,2.5,518.0,1023951.0,85.0,0
111,5.0,0.0,4109.0,251.0,201.0,0.6,1.6,391038.0,151327.0,2.1,281.0,1168213.0,88.0,0
112,7.0,2.0,2751.0,186.0,142.0,1.8,3.2,469823.0,198538.0,2.8,421.0,1049502.0,83.0,0
113,12.0,0.0,4349.0,219.0,181.0,0.4,1.2,513490.0,169919.0,2.4,597.0,1082134.0,86.0,0
114,8.0,1.0,3298.0,203.0,161.0,1.0,2.0,444619.0,185956.0,2.6,351.0,1015018.0,84.0,0
115,15.0,3.0,4567.0,236.0,206.0,1.4,2.8,521121.0,193482.0,2.9,483.0,1058645.0,82.0,0
116,6.0,0.0,3942.0,224.0,192.0,0.8,1.8,459162.0,181439.0,2.3,269.0,1143822.0,87.0,0
117,11.0,2.0,4231.0,229.0,197.0,1.2,2.6,507501.0,189170.0,2.7,532.0,1074820.0,84.0,0
118,4.0,0.0,3619.0,209.0,173.0,0.6,1.4,425749.0,165523.0,2.2,304.0,1099938.0,89.0,0
119,9.0,1.0,3995.0,226.0,196.0,1.0,2.2,494940.0,187023.0,2.5,394.0,1034911.0,85.0,0
120,46.0,22.0,6281.0,481.0,293.0,4.19,3.58,345212.0,51319.0,2.5,421.0,1428134.0,85.0,0
121,9.0,3.0,4211.0,318.0,231.0,2.39,2.19,517391.0,98291.0,2.1,819.0,1684395.0,88.0,0
122,71.0,91.0,3918.0,459.0,278.0,3.58,4.19,278531.0,62319.0,2.8,351.0,1512378.0,82.0,0
123,4.0,2.0,4759.0,249.0,191.0,1.99,1.79,395823.0,112319.0,2.3,1021.0,1734191.0,89.0,0
124,8.0,5.0,4381.0,292.0,235.0,2.99,3.79,528419.0,98291.0,2.6,729.0,1615013.0,86.0,0
125,3.0,1.0,3019.0,199.0,159.0,1.79,1.59,361823.0,62319.0,2.4,595.0,1655013.0,90.0,0
126,67.0,85.0,4211.0,383.0,253.0,3.99,4.59,295823.0,98291.0,2.9,279.0,1478134.0,83.0,0
127,2.0,1.0,4759.0,221.0,173.0,1.59,1.39,427391.0,112319.0,2.2,1139.0,1734191.0,91.0,0
128,10.0,6.0,3918.0,271.0,215.0,2.79,2.59,499823.0,62319.0,2.5,819.0,1615013.0,87.0,0
129,6.0,3.0,4381.0,241.0,193.0,2.39,2.19,465823.0,98291.0,2.7,729.0,1555013.0,85.0,0
130,25.0,1.0,2019.0,219.0,135.0,3.2,5.6,195491.0,98765.0,2.1,498.0,1208319.0,85.0,0
131,7.0,3.0,1648.0,182.0,92.0,1.2,2.1,118421.0,42119.0,2.5,2139.0,1471928.0,91.0,0
132,41.0,2.0,2891.0,261.0,129.0,9.1,29.3,210395.0,182327.0,3.4,181.0,1130187.0,68.0,0
133,9.0,0.0,1932.0,168.0,141.0,2.5,3.9,151919.0,52991.0,2.3,479.0,1038317.0,88.0,0
134,19.0,2.0,2421.0,201.0,99.0,5.8,18.2,185012.0,30248.0,2.9,291.0,1092222.0,79.0,0
135,5.0,1.0,1432.0,161.0,76.0,2.9,4.8,129591.0,38416.0,2.2,1959.0,1506387.0,90.0,0
136,31.0,1.0,3101.0,248.0,115.0,10.9,32.9,198219.0,201421.0,3.7,161.0,1144828.0,65.0,0
137,11.0,2.0,2069.0,194.0,93.0,3.5,6.3,163839.0,59182.0,2.6,431.0,1053719.0,84.0,0
138,6.0,1.0,1756.0,173.0,85.0,2.2,3.5,144219.0,44548.0,2.4,2399.0,1487294.0,92.0,0
139,23.0,2.0,2611.0,231.0,104.0,7.1,22.9,191871.0,27219.0,3.1,267.0,1109543.0,76.0,0
140,6.0,4.0,3121.0,201.0,151.0,1.0,1.2,51239.0,39129.0,2.8,1189.0,1640562.0,88.0,0
141,11.0,7.0,4021.0,189.0,193.0,0.6,1.6,23349.0,53841.0,3.2,631.0,1734397.0,85.0,0
142,3.0,2.0,2753.0,141.0,128.0,1.8,1.0,40219.0,48773.0,2.6,1345.0,1589103.0,90.0,0
143,9.0,6.0,4683.0,257.0,187.0,0.8,1.8,65431.0,42519.0,3.4,517.0,1686318.0,87.0,0
144,5.0,3.0,3478.0,208.0,162.0,1.4,1.4,59182.0,56438.0,2.4,1219.0,1556549.0,89.0,0
145,7.0,5.0,3945.0,195.0,179.0,1.2,1.6,72981.0,49650.0,3.0,1021.0,1621567.0,86.0,0
146,10.0,7.0,4219.0,247.0,201.0,0.4,1.8,88291.0,45981.0,2.8,691.0,1710254.0,88.0,0
147,4.0,2.0,3031.0,173.0,145.0,1.6,1.2,47119.0,52362.0,2.2,1457.0,1592049.0,90.0,0
148,8.0,6.0,4439.0,221.0,191.0,1.0,1.4,81749.0,47446.0,3.6,573.0,1654992.0,87.0,0
149,6.0,4.0,3299.0,187.0,159.0,1.8,1.6,64291.0,50919.0,2.6,1173.0,1613706.0,89.0,0
150,11.0,2.0,2345.0,187.0,92.0,1.2,1.1,145678.0,76321.0,1.8,421.0,1052357.0,88.0,0
151,3.0,1.0,1987.0,121.0,84.0,0.9,0.7,98762.0,65483.0,2.2,631.0,1690561.0,95.0,0
152,59.0,43.0,3012.0,193.0,112.0,10.15,28.19,201823.0,81943.0,2.4,201.0,1134963.0,59.0,0
153,1.0,0.0,1429.0,49.0,51.0,0.3,0.3,20951.0,49317.0,2.0,4589.0,1728250.0,97.0,0
154,81.0,61.0,4075.0,231.0,151.0,13.59,36.57,240957.0,95621.0,2.2,183.0,1125653.0,55.0,0
155,2.0,0.0,2608.0,173.0,251.0,0.9,0.5,118985.0,184247.0,2.6,551.0,1764689.0,92.0,0
156,69.0,67.0,1141.0,436.0,158.0,0.5,0.3,646394.0,653233.0,701.0,97.0,8.0,1.0,0
157,1.0,0.0,1645.0,55.0,53.0,0.2,0.2,26319.0,46973.0,2.0,4711.0,1736993.0,96.0,0
158,14.0,5.0,2754.0,249.0,140.0,1.7,1.9,357442.0,47581.0,1.2,294.0,1024782.0,83.0,0
159,4.0,2.0,2051.0,134.0,88.0,1.0,0.9,102325.0,72431.0,2.0,421.0,1057901.0,89.0,0
160,9.0,2.0,2914.0,421.0,231.0,4.0,3.0,51390.0,68219.0,1.8,280.0,1432019.0,81.0,0
161,18.0,9.0,3821.0,492.0,262.0,3.0,4.0,93018.0,103823.0,2.2,190.0,1678391.0,75.0,0
162,7.0,4.0,2198.0,198.0,181.0,2.0,3.0,35127.0,62149.0,1.4,410.0,1294298.0,92.0,0
163,4.0,3.0,3019.0,289.0,221.0,1.0,2.0,47518.0,70890.0,1.6,260.0,1512219.0,85.0,0
164,16.0,10.0,4498.0,421.0,251.0,5.0,4.0,102109.0,118781.0,2.4,220.0,1852931.0,70.0,0
165,10.0,6.0,2781.0,351.0,201.0,3.0,3.0,59219.0,82238.0,1.8,300.0,1419019.0,83.0,0
166,14.0,8.0,3919.0,472.0,251.0,4.0,4.0,95109.0,110491.0,2.2,200.0,1695019.0,76.0,0
167,6.0,5.0,2399.0,258.0,201.0,2.0,3.0,44190.0,69129.0,1.6,380.0,1333598.0,90.0,0
168,12.0,7.0,3681.0,402.0,231.0,3.0,4.0,82218.0,98129.0,2.0,240.0,1590398.0,78.0,0
169,8.0,6.0,3099.0,309.0,211.0,2.0,3.0,53190.0,76129.0,1.8,280.0,1458219.0,84.0,0
170,8.0,4.0,4211.0,421.0,315.0,2.5,1.1,234911.0,183421.0,2.2,201.0,1082019.0,83.0,0
171,15.0,9.0,3812.0,449.0,206.0,3.2,2.8,902110.0,751992.0,2.5,161.0,1008509.0,79.0,0
172,6.0,2.0,4392.0,278.0,236.0,2.9,6.4,141597.0,62317.0,2.1,149.0,1020686.0,85.0,0
173,10.0,6.0,3273.0,323.0,223.0,2.3,2.6,483839.0,394591.0,3.4,3092.0,1044488.0,82.0,0
174,5.0,1.0,4131.0,413.0,413.0,3.9,1.3,309091.0,151933.0,2.0,401.0,1040935.0,78.0,0
175,14.0,12.0,462.0,208.0,74.0,0.3,0.3,235804.0,238228.0,3.5,1003.0,1754826.0,96.0,0
176,7.0,1.0,2596.0,85.0,74.0,1.6,8.2,70374.0,4099.0,3.9,972.0,1643942.0,96.0,0
177,12.0,4.0,762.0,40.0,43.0,1.5,1.3,29150.0,6087.0,1.2,7615.0,1875309.0,95.0,0
178,4.0,3.0,3246.0,414.0,335.0,1.3,2.1,158977.0,37508.0,2.9,1355.0,1731930.0,88.0,0
179,10.0,6.0,2827.0,281.0,161.0,5.6,5.4,852599.0,71306.0,1.2,591.0,1045986.0,79.0,0
180,2.5,0.5,1879.0,93.0,71.0,0.6,1.0,63123.0,42119.0,1.4,201.0,1201578.0,85.0,0
181,8.0,3.0,3021.0,198.0,131.0,1.9,1.5,103812.0,59701.0,2.2,118.0,1053109.0,82.0,0
182,18.0,10.0,2469.0,176.0,124.0,3.5,2.1,95039.0,62849.0,3.0,628.0,1689457.0,80.0,0
183,5.0,2.0,2757.0,215.0,152.0,2.1,1.8,118945.0,81217.0,2.8,394.0,1446719.0,78.0,0
184,12.0,8.0,1911.0,148.0,106.0,1.2,1.0,81217.0,59743.0,2.0,275.0,1629408.0,85.0,0
185,6.0,3.0,2962.0,189.0,133.0,2.5,2.0,100157.0,69849.0,3.2,449.0,1751059.0,80.0,0
186,9.0,5.0,2280.0,164.0,117.0,1.8,1.6,90173.0,64901.0,2.6,351.0,1592038.0,82.0,0
187,4.0,2.0,2618.0,194.0,138.0,2.3,1.9,108191.0,73949.0,3.0,483.0,1715639.0,78.0,0
188,14.0,9.0,2051.0,154.0,111.0,1.5,1.2,85409.0,61149.0,2.4,299.0,1556748.0,85.0,0
189,7.0,4.0,2833.0,182.0,129.0,2.2,1.8,97539.0,68849.0,2.8,425.0,1659459.0,80.0,0
190,11.0,3.0,3819.0,219.0,81.0,1.4,1.2,73452.0,42111.0,3.4,1892.0,1698119.0,91.0,0
191,7.0,2.0,2581.0,134.0,92.0,3.0,1.0,49591.0,31521.0,2.6,2401.0,1652011.0,89.0,0
192,4.0,1.0,1948.0,93.0,75.0,2.2,1.4,42111.0,59192.0,3.0,1309.0,1734023.0,93.0,0
193,9.0,4.0,3079.0,246.0,118.0,1.8,1.6,65430.0,48215.0,2.4,2013.0,1684131.0,90.0,0
194,6.0,3.0,2234.0,167.0,103.0,2.6,1.8,58291.0,42692.0,3.2,1625.0,1710863.0,92.0,0
195,8.0,2.0,2813.0,201.0,114.0,2.0,1.4,62511.0,50392.0,2.8,1919.0,1664139.0,91.0,0
196,5.0,2.0,2519.0,148.0,96.0,3.4,2.0,55919.0,45911.0,3.0,1814.0,1702013.0,90.0,0
197,10.0,4.0,2963.0,229.0,124.0,2.2,1.6,68930.0,52319.0,2.6,2119.0,1674135.0,91.0,0
198,7.0,3.0,2618.0,173.0,105.0,2.4,1.8,60192.0,47592.0,3.0,1719.0,1694139.0,92.0,0
199,9.0,3.0,2869.0,213.0,117.0,2.6,1.8,63491.0,50911.0,2.8,2019.0,1664139.0,91.0,0
200,45.0,32.0,4821.0,381.0,229.0,2.6,1.8,185321.0,135421.0,2.0,512.0,1203123.0,85.0,0
201,11.0,2.0,2911.0,194.0,142.0,1.0,2.0,98123.0,82123.0,1.8,901.0,1501231.0,92.0,0
202,67.0,41.0,4211.0,311.0,201.0,2.2,1.4,142123.0,112123.0,2.2,421.0,1301231.0,88.0,0
203,23.0,15.0,3511.0,251.0,181.0,1.8,2.2,105123.0,95123.0,1.9,601.0,1401231.0,90.0,0
204,49.0,29.0,5011.0,391.0,241.0,2.4,1.6,165321.0,125421.0,2.1,412.0,1103123.0,84.0,0
205,17.0,6.0,2611.0,204.0,162.0,1.4,2.4,91523.0,79123.0,1.7,801.0,1601231.0,93.0,0
206,61.0,39.0,4411.0,321.0,211.0,2.0,1.2,152123.0,122123.0,2.3,321.0,1203123.0,86.0,0
207,39.0,23.0,3811.0,281.0,201.0,1.9,2.1,125123.0,105123.0,1.9,521.0,1301231.0,89.0,0
208,53.0,33.0,4711.0,351.0,231.0,2.3,1.5,155321.0,115421.0,2.0,412.0,1103123.0,83.0,0
209,25.0,13.0,2911.0,221.0,171.0,1.7,2.3,98523.0,85123.0,1.8,701.0,1501231.0,91.0,0
210,19.0,10.0,4121.0,301.0,186.0,1.8,3.8,198421.0,73192.0,2.4,456.0,1452019.0,88.0,0
211,7.0,4.0,1042.0,82.0,59.0,0.8,1.2,63210.0,39951.0,1.8,3519.0,1692411.0,92.0,0
212,31.0,17.0,5219.0,375.0,251.0,2.2,4.2,242109.0,109329.0,2.8,279.0,1617028.0,84.0,0
213,2.0,1.0,1891.0,129.0,81.0,1.0,1.6,94091.0,52311.0,1.2,494.0,1519593.0,95.0,0
214,14.0,8.0,3082.0,243.0,169.0,1.4,2.8,171819.0,69339.0,2.2,627.0,1658139.0,89.0,0
215,4.0,2.0,1239.0,95.0,65.0,0.8,1.2,74129.0,40192.0,1.6,3851.0,1734910.0,93.0,0
216,25.0,14.0,4639.0,336.0,223.0,2.4,4.4,210419.0,118421.0,2.9,236.0,1593019.0,85.0,0
217,11.0,6.0,2611.0,201.0,141.0,1.6,3.2,143199.0,63192.0,2.1,457.0,1499593.0,90.0,0
218,6.0,3.0,1759.0,135.0,93.0,1.2,2.0,101421.0,54192.0,1.9,351.0,1579593.0,92.0,0
219,28.0,16.0,4982.0,354.0,237.0,2.6,4.6,229029.0,125491.0,3.0,245.0,1629593.0,84.0,0
220,15.0,5.0,4211.0,391.0,219.0,3.4,5.8,291119.0,60121.0,2.1,281.0,1114567.0,80.0,0
221,7.0,2.0,3019.0,269.0,194.0,2.2,2.6,187291.0,49411.0,1.9,421.0,1683928.0,88.0,0
222,18.0,3.0,4851.0,432.0,281.0,4.9,10.3,359919.0,233101.0,3.4,191.0,1078541.0,72.0,0
223,9.0,1.0,4028.0,349.0,238.0,3.1,4.3,243899.0,54172.0,2.5,351.0,1643219.0,84.0,0
224,4.0,1.0,2507.0,201.0,149.0,1.9,2.1,152319.0,38719.0,1.8,527.0,1709523.0,90.0,0
225,12.0,2.0,4388.0,395.0,261.0,3.7,6.2,314499.0,66930.0,2.8,239.0,1099348.0,78.0,0
