,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,usr,real_identifier
18,22.0,14.0,4598.0,359.0,281.0,4.92,3.59,329201.0,205191.0,2.9,391.0,1422819.0,76.0,0
19,39.0,29.0,5219.0,491.0,391.0,6.58,4.82,421201.0,281891.0,3.3,341.0,1281918.0,71.0,0
20,6.0,2.0,3819.0,201.0,139.0,1.8,4.2,245189.0,98217.0,2.2,421.0,1284390.0,88.0,0
21,14.0,11.0,5911.0,381.0,206.0,3.1,8.5,397851.0,143091.0,3.4,191.0,1402108.0,72.0,0
22,8.0,5.0,5278.0,319.0,185.0,2.9,6.3,351219.0,69119.0,2.8,239.0,1054398.0,81.0,0
23,5.0,3.0,942.0,129.0,101.0,1.6,1.2,74283.0,73483.0,1.6,5139.0,1936490.0,91.0,0
24,3.0,2.0,3021.0,149.0,121.0,1.2,3.1,198421.0,181419.0,2.4,2758.0,1025757.0,89.0,0
25,18.0,16.0,701.0,161.0,79.0,0.4,0.4,259917.0,164409.0,5.0,628.0,1755218.0,93.0,0
26,11.0,6.0,2519.0,251.0,179.0,2.2,1.0,208972.0,28727.0,2.4,157.0,1125118.0,84.0,0
27,9.0,7.0,1912.0,135.0,83.0,0.4,0.4,6870.0,21463.0,2.2,1711.0,1098014.0,94.0,0
28,6.0,4.0,8070.0,376.0,241.0,2.8,6.0,489107.0,46146.0,6.2,2850.0,1456826.0,77.0,0
29,4.0,3.0,810.0,55.0,51.0,0.4,0.4,3913.0,22830.0,1.4,794.0,1059054.0,96.0,0
30,15.0,2.0,1234.0,85.0,60.0,1.2,1.8,45678.0,98765.0,2.8,1288.0,1456789.0,89.0,0
31,65.0,82.0,2012.0,210.0,130.0,2.5,3.5,987654.0,432109.0,4.2,654.0,1876543.0,80.0,0
32,9.0,2.0,1456.0,120.0,85.0,1.8,2.2,23456.0,109823.0,3.5,987.0,1567890.0,92.0,0
33,1.0,1.0,987.0,50.0,50.0,0.5,0.5,12345.0,56789.0,2.1,1456.0,1890123.0,95.0,0
34,32.0,45.0,1098.0,90.0,70.0,1.0,1.5,45678.0,76543.0,3.8,654.0,1432109.0,85.0,0
35,0.0,0.0,1234.0,40.0,30.0,0.3,0.3,9876.0,43210.0,1.9,1234.0,1567890.0,90.0,0
36,5.0,3.0,2012.0,250.0,180.0,1.5,2.0,123456.0,98765.0,4.5,987.0,1890123.0,88.0,0
37,20.0,4.0,1456.0,200.0,150.0,2.2,3.0,56789.0,76543.0,3.2,654.0,1432109.0,82.0,0
38,12.0,10.0,1098.0,100.0,80.0,1.2,1.8,98765.0,43210.0,2.6,1234.0,1567890.0,91.0,0
39,8.0,5.0,987.0,220.0,190.0,1.8,2.5,123456.0,109823.0,4.1,987.0,1890123.0,86.0,0
40,25.0,18.0,1421.0,201.0,191.0,1.8,2.2,98321.0,53891.0,2.5,421.0,1187391.0,89.0,0
41,50.0,40.0,3011.0,421.0,281.0,3.4,3.9,201982.0,62419.0,2.1,102.0,1073948.0,91.0,0
42,8.0,2.0,1919.0,261.0,201.0,2.3,3.1,82139.0,50929.0,1.8,591.0,1095211.0,86.0,0
43,15.0,12.0,2456.0,351.0,242.0,1.9,2.9,141821.0,59721.0,2.9,281.0,1120592.0,88.0,0
44,6.0,4.0,2013.0,221.0,191.0,2.1,3.3,69121.0,44209.0,1.9,472.0,1068291.0,90.0,0
45,30.0,25.0,2762.0,401.0,281.0,3.2,3.6,201821.0,62439.0,2.8,231.0,1086952.0,89.0,0
46,4.0,3.0,1821.0,201.0,181.0,2.2,3.2,76121.0,47919.0,1.7,521.0,1101952.0,87.0,0
47,40.0,35.0,3119.0,451.0,301.0,3.9,4.1,241821.0,70439.0,3.1,191.0,1059452.0,90.0,0
48,10.0,6.0,2119.0,261.0,221.0,2.5,3.5,90121.0,52919.0,2.2,421.0,1094211.0,88.0,0
49,20.0,18.0,2519.0,321.0,251.0,2.8,3.4,171821.0,60939.0,2.5,351.0,1076952.0,89.0,0
50,5.0,2.0,1948.0,201.0,221.0,1.4,1.0,239219.0,187019.0,2.2,2011.0,1615394.0,85.0,0
51,12.0,6.0,4079.0,319.0,259.0,2.6,2.0,372831.0,291112.0,5.0,2611.0,1047120.0,80.0,0
52,9.0,4.0,2691.0,229.0,198.0,1.0,1.6,219100.0,163479.0,3.4,1735.0,1632068.0,88.0,0
53,16.0,8.0,4375.0,281.0,231.0,2.2,2.2,412670.0,335429.0,4.8,2119.0,1015144.0,81.0,0
54,6.0,3.0,2039.0,191.0,213.0,1.8,1.4,251430.0,194831.0,2.9,1911.0,1624934.0,86.0,0
55,10.0,5.0,3232.0,249.0,204.0,1.6,1.8,294910.0,234100.0,3.8,2211.0,1035328.0,82.0,0
56,7.0,4.0,2468.0,219.0,191.0,1.2,1.2,278430.0,221691.0,3.1,1815.0,1643728.0,87.0,0
57,15.0,7.0,3941.0,291.0,251.0,2.4,2.4,401590.0,313410.0,5.2,2515.0,1022024.0,79.0,0
58,8.0,5.0,2841.0,239.0,223.0,1.4,1.8,262890.0,208532.0,3.5,2019.0,1628192.0,84.0,0
59,14.0,6.0,3669.0,269.0,229.0,2.0,2.0,388130.0,299100.0,4.4,2311.0,1035328.0,80.0,0
60,12.0,11.0,4211.0,319.0,229.0,0.6,1.6,101911.0,81929.0,2.8,2819.0,1489119.0,85.0,0
61,6.0,5.0,3910.0,199.0,181.0,1.2,2.0,59119.0,49135.0,3.0,4139.0,1658231.0,92.0,0
62,8.0,7.0,5290.0,401.0,321.0,0.8,1.2,82310.0,69319.0,2.4,5019.0,1431198.0,89.0,0
63,14.0,13.0,4670.0,351.0,281.0,1.4,2.4,118821.0,99129.0,3.2,3699.0,1619119.0,88.0,0
64,10.0,9.0,5810.0,481.0,401.0,1.0,1.8,135911.0,114129.0,2.6,4419.0,1518231.0,91.0,0
65,4.0,3.0,3510.0,201.0,161.0,0.6,1.0,59119.0,49135.0,2.8,2819.0,1489119.0,85.0,0
66,16.0,15.0,6210.0,541.0,461.0,1.8,3.0,163821.0,137129.0,3.4,5019.0,1431198.0,90.0,0
67,6.0,5.0,4210.0,301.0,221.0,0.8,1.4,82310.0,69319.0,2.2,3699.0,1619119.0,89.0,0
68,12.0,11.0,5910.0,481.0,401.0,1.2,2.2,135911.0,114129.0,3.0,4139.0,1658231.0,92.0,0
69,8.0,7.0,5510.0,421.0,341.0,1.0,1.6,118821.0,99129.0,2.6,5019.0,1431198.0,89.0,0
70,8.0,3.0,1821.0,219.0,198.0,1.0,0.6,49211.0,42911.0,2.5,453.0,1692011.0,91.0,0
71,6.0,2.0,2689.0,291.0,221.0,0.8,0.4,60119.0,38219.0,2.2,819.0,1035021.0,87.0,0
72,14.0,9.0,1950.0,156.0,181.0,1.2,0.6,72901.0,59401.0,3.1,427.0,1718521.0,90.0,0
73,4.0,1.0,3991.0,365.0,259.0,0.6,0.4,85492.0,47392.0,2.8,601.0,1056091.0,89.0,0
74,9.0,6.0,1870.0,201.0,149.0,1.4,0.8,61819.0,52819.0,2.9,291.0,1724011.0,92.0,0
75,16.0,12.0,2719.0,235.0,201.0,1.8,0.8,80391.0,64391.0,3.5,519.0,1698521.0,91.0,0
76,7.0,3.0,4121.0,317.0,251.0,0.8,0.6,93901.0,50901.0,2.4,753.0,1036091.0,88.0,0
77,11.0,7.0,2401.0,189.0,169.0,1.6,0.8,70819.0,58819.0,3.2,351.0,1714011.0,90.0,0
78,5.0,2.0,3691.0,281.0,221.0,0.6,0.4,81991.0,46991.0,2.6,609.0,1056091.0,89.0,0
79,10.0,5.0,2011.0,167.0,131.0,1.2,0.6,59819.0,52819.0,2.8,427.0,1724011.0,91.0,0
80,12.0,1.0,4211.0,521.0,411.0,1.2,1.8,394219.0,54291.0,2.8,819.0,1652921.0,85.0,0
81,8.0,3.0,3129.0,382.0,279.0,0.9,2.2,98213.0,118631.0,3.1,1291.0,1913952.0,88.0,0
82,15.0,4.0,5018.0,622.0,451.0,1.5,1.5,759381.0,98219.0,2.6,1181.0,1758571.0,82.0,0
83,4.0,2.0,4281.0,498.0,351.0,1.1,2.1,135891.0,65482.0,3.0,1019.0,1694391.0,89.0,0
84,11.0,5.0,6012.0,701.0,521.0,1.8,2.0,921391.0,118991.0,3.3,921.0,1736311.0,84.0,0
85,7.0,1.0,3519.0,421.0,311.0,1.0,1.9,65482.0,98219.0,2.9,819.0,1652921.0,86.0,0
86,9.0,4.0,5281.0,601.0,451.0,1.6,2.1,98213.0,135891.0,3.2,1291.0,1913952.0,87.0,0
87,5.0,3.0,4821.0,561.0,401.0,1.3,2.0,759381.0,98219.0,2.7,1181.0,1758571.0,83.0,0
88,13.0,2.0,5712.0,681.0,501.0,1.9,2.2,921391.0,118991.0,3.4,921.0,1736311.0,85.0,0
89,6.0,1.0,4019.0,481.0,361.0,1.2,1.8,65482.0,98219.0,2.8,819.0,1652921.0,88.0,0
90,29.0,48.0,2013.0,229.0,199.0,1.9,3.3,105936.0,74739.0,2.9,413.0,1498211.0,85.0,0
91,40.0,32.0,3819.0,281.0,236.0,3.9,6.2,214919.0,82919.0,3.7,292.0,1256568.0,78.0,0
92,18.0,43.0,2702.0,191.0,169.0,2.7,4.5,183013.0,95623.0,2.2,521.0,1610862.0,90.0,0
93,25.0,30.0,1141.0,156.0,134.0,1.4,2.3,90939.0,61151.0,2.0,745.0,1922531.0,88.0,0
94,49.0,51.0,4357.0,295.0,245.0,4.2,7.1,249708.0,101291.0,3.9,186.0,1384512.0,75.0,0
95,11.0,21.0,2018.0,225.0,199.0,2.1,3.6,121096.0,69395.0,2.5,479.0,1553309.0,86.0,0
96,34.0,41.0,3054.0,253.0,218.0,3.5,5.9,202253.0,88569.0,3.3,258.0,1431429.0,80.0,0
97,46.0,55.0,4621.0,303.0,258.0,4.7,7.9,274195.0,111431.0,4.1,204.0,1345571.0,73.0,0
98,22.0,28.0,2458.0,219.0,193.0,2.5,4.1,156384.0,73847.0,2.7,434.0,1587091.0,89.0,0
99,38.0,49.0,3913.0,283.0,242.0,4.0,6.7,235998.0,96329.0,3.6,274.0,1475529.0,79.0,0
100,14.0,5.0,1890.0,184.0,129.0,1.2,2.4,105235.0,49287.0,2.5,283.0,1412358.0,80.0,0
101,6.0,3.0,2709.0,219.0,198.0,0.8,1.6,182543.0,72939.0,1.9,201.0,1623929.0,85.0,0
102,41.0,11.0,1189.0,169.0,141.0,3.2,6.4,139509.0,62123.0,2.8,291.0,1456719.0,72.0,0
103,10.0,2.0,2321.0,194.0,165.0,1.6,3.2,208714.0,85109.0,2.1,269.0,1482359.0,79.0,0
104,25.0,7.0,1982.0,188.0,158.0,2.4,4.8,175492.0,74238.0,2.4,259.0,1435438.0,75.0,0
105,18.0,6.0,2567.0,206.0,173.0,1.2,2.4,192219.0,80391.0,2.3,299.0,1515039.0,83.0,0
106,31.0,9.0,2203.0,195.0,163.0,2.8,5.6,186341.0,76985.0,2.6,275.0,1467149.0,71.0,0
107,22.0,5.0,2458.0,201.0,169.0,1.6,3.2,199589.0,83929.0,2.2,289.0,1502358.0,81.0,0
108,35.0,10.0,2094.0,192.0,161.0,2.4,4.8,179542.0,75539.0,2.5,265.0,1445438.0,74.0,0
109,28.0,8.0,2385.0,198.0,166.0,2.0,4.0,194219.0,81429.0,2.4,279.0,1495039.0,77.0,0
110,12.0,1.0,3819.0,221.0,129.0,0.6,2.2,518119.0,73492.0,2.5,481.0,1493211.0,85.0,0
111,67.0,51.0,2945.0,269.0,161.0,1.8,5.4,425091.0,198421.0,8.2,261.0,1234567.0,80.0,0
112,3.0,2.0,2421.0,193.0,123.0,0.8,1.8,397817.0,56219.0,2.1,597.0,1678901.0,89.0,0
113,19.0,5.0,4632.0,306.0,246.0,2.4,3.6,279391.0,129391.0,3.5,180.0,1056321.0,73.0,0
114,0.0,1.0,1983.0,156.0,96.0,0.4,1.0,275982.0,42109.0,1.9,812.0,1754321.0,96.0,0
115,56.0,39.0,3519.0,240.0,141.0,2.0,6.2,361911.0,98211.0,6.3,291.0,1400123.0,82.0,0
116,9.0,4.0,4291.0,284.0,231.0,1.2,2.8,492119.0,69123.0,2.8,432.0,1512345.0,87.0,0
117,24.0,15.0,3762.0,226.0,151.0,1.6,4.0,335567.0,82391.0,4.9,378.0,1345678.0,79.0,0
118,6.0,3.0,3092.0,208.0,134.0,1.0,2.4,451982.0,59123.0,2.3,521.0,1621456.0,90.0,0
119,48.0,31.0,4482.0,295.0,244.0,2.8,5.0,398391.0,145691.0,5.1,240.0,1198765.0,75.0,0
120,14.0,3.0,4211.0,391.0,245.0,5.6,4.0,239011.0,184919.0,3.1,501.0,1429108.0,85.0,0
121,6.0,1.0,1299.0,181.0,92.0,2.0,1.0,70110.0,40923.0,2.5,319.0,1682910.0,92.0,0
122,25.0,11.0,3519.0,267.0,171.0,3.4,2.6,194549.0,62915.0,4.2,596.0,1648791.0,89.0,0
123,39.0,48.0,4821.0,422.0,251.0,6.2,5.2,321911.0,251819.0,4.5,269.0,1564109.0,86.0,0
124,13.0,2.0,2751.0,231.0,134.0,1.8,1.8,141021.0,52139.0,2.8,437.0,1830108.0,91.0,0
125,22.0,31.0,3981.0,295.0,186.0,4.2,3.2,261519.0,204911.0,4.1,511.0,1598109.0,88.0,0
126,4.0,1.0,2241.0,201.0,118.0,1.2,1.2,120191.0,45923.0,2.2,351.0,1696294.0,93.0,0
127,30.0,43.0,4569.0,394.0,239.0,5.8,4.8,294511.0,274819.0,4.4,281.0,1556109.0,87.0,0
128,10.0,2.0,3021.0,251.0,151.0,2.2,2.2,161191.0,59139.0,3.0,401.0,1662910.0,90.0,0
129,36.0,52.0,5291.0,469.0,281.0,7.0,6.0,361911.0,309919.0,4.7,239.0,1529109.0,85.0,0
130,2.5,1.2,4211.0,312.0,249.0,3.5,4.2,654321.0,187654.0,1.8,982.0,1098765.0,88.0,0
131,6.0,0.8,3519.0,273.0,195.0,4.8,5.5,81234.0,654321.0,2.2,421.0,987654.0,79.0,0
132,1.8,1.5,2198.0,156.0,91.0,2.1,2.9,65432.0,18765.0,1.5,1234.0,109876.0,92.0,0
133,9.0,0.0,4632.0,432.0,261.0,5.5,6.2,321098.0,98765.0,2.5,654.0,109876.0,75.0,0
134,3.8,2.2,3912.0,324.0,233.0,3.9,4.8,98765.0,65432.0,2.0,876.0,109876.0,89.0,0
135,0.0,0.0,278.0,49.0,42.0,0.3,0.3,18765.0,6543.0,1.0,1098.0,109876.0,99.0,0
136,7.0,3.0,3021.0,201.0,161.0,1.2,2.6,118421.0,82314.0,2.4,2198.0,1283951.0,85.0,0
137,31.0,25.0,4218.0,291.0,233.0,4.8,9.2,201119.0,105239.0,3.2,3951.0,1456123.0,82.0,0
138,2.0,1.0,1890.0,142.0,119.0,0.8,1.8,98211.0,65481.0,2.1,2819.0,1638202.0,89.0,0
139,14.0,9.0,3156.0,246.0,192.0,3.4,6.2,151492.0,92129.0,2.8,4329.0,1382519.0,84.0,0
140,6.0,2.0,2781.0,219.0,173.0,1.6,3.4,135201.0,79482.0,2.5,3511.0,1493921.0,86.0,0
141,25.0,20.0,4035.0,283.0,223.0,5.2,10.2,216911.0,114391.0,3.4,4799.0,1526191.0,81.0,0
142,3.0,1.0,2049.0,163.0,131.0,1.0,2.2,109821.0,73491.0,2.3,3131.0,1619319.0,88.0,0
143,10.0,5.0,2943.0,239.0,191.0,2.4,4.6,144291.0,85992.0,2.7,3919.0,1463921.0,85.0,0
144,19.0,12.0,3762.0,273.0,215.0,4.0,8.2,193201.0,103491.0,3.1,4469.0,1506191.0,83.0,0
145,8.0,4.0,2694.0,208.0,167.0,1.8,3.8,125201.0,77992.0,2.6,3711.0,1483921.0,87.0,0
146,10.0,2.0,3821.0,289.0,221.0,1.8,2.1,198221.0,98211.0,4.2,518.0,1638219.0,85.0,0
147,67.0,51.0,3519.0,421.0,193.0,2.5,1.6,275391.0,63119.0,5.8,381.0,1461928.0,82.0,0
148,31.0,29.0,4285.0,315.0,265.0,1.1,2.8,317911.0,208855.0,3.4,596.0,1593151.0,88.0,0
149,42.0,38.0,3951.0,481.0,229.0,0.9,1.9,246819.0,104491.0,6.6,427.0,1684920.0,79.0,0
150,58.0,49.0,3692.0,351.0,187.0,2.2,2.3,294219.0,73451.0,4.8,562.0,1556319.0,84.0,0
151,24.0,21.0,4078.0,396.0,249.0,1.5,2.6,269391.0,192155.0,3.8,521.0,1628111.0,87.0,0
152,50.0,43.0,3842.0,461.0,205.0,2.0,2.0,259491.0,90131.0,5.4,451.0,1514928.0,81.0,0
153,38.0,32.0,4269.0,329.0,237.0,1.3,2.4,299819.0,185855.0,4.0,581.0,1606151.0,86.0,0
154,46.0,40.0,4021.0,412.0,201.0,1.7,2.2,274391.0,103491.0,6.0,492.0,1654920.0,80.0,0
155,55.0,47.0,3948.0,381.0,217.0,2.1,2.5,289491.0,83119.0,5.0,541.0,1576319.0,83.0,0
156,10.0,2.0,1851.0,239.0,201.0,3.8,2.4,143819.0,105439.0,2.6,3519.0,1812345.0,88.0,0
157,7.0,1.0,2987.0,294.0,245.0,2.2,3.2,219391.0,138421.0,1.8,6121.0,1743912.0,83.0,0
158,3.0,0.0,401.0,123.0,156.0,0.8,1.6,82319.0,49192.0,2.0,4219.0,1831956.0,91.0,0
159,15.0,5.0,1278.0,201.0,141.0,1.4,2.8,165219.0,93129.0,2.4,3512.0,1764213.0,87.0,0
160,2.0,1.0,2198.0,256.0,201.0,4.6,3.0,194391.0,125439.0,2.2,6128.0,1815121.0,84.0,0
161,18.0,7.0,1629.0,189.0,129.0,2.0,2.2,148391.0,82319.0,2.6,4219.0,1743912.0,90.0,0
162,5.0,0.0,298.0,101.0,141.0,0.6,1.4,49192.0,39123.0,2.0,3519.0,1831956.0,92.0,0
163,12.0,3.0,1851.0,239.0,201.0,3.8,2.4,143819.0,105439.0,2.6,6121.0,1812345.0,88.0,0
164,4.0,0.0,4017.0,268.0,190.0,0.6,1.8,449731.0,221130.0,4.6,813.0,1318486.0,89.0,0
165,8.0,1.0,2372.0,342.0,317.0,7.2,2.0,188778.0,93028.0,1.2,6825.0,1853173.0,81.0,0
166,3.0,2.0,2431.0,201.0,129.0,3.4,5.1,187569.0,149201.0,1.8,561.0,1638211.0,81.0,0
167,11.0,5.0,3982.0,284.0,241.0,5.3,13.4,261011.0,193822.0,2.3,482.0,1154309.0,75.0,0
168,2.0,1.0,1829.0,141.0,93.0,1.1,1.9,105631.0,9169.0,1.2,6789.0,1842011.0,92.0,0
169,7.0,3.0,2919.0,376.0,201.0,4.2,8.5,208492.0,162981.0,2.9,428.0,1692811.0,80.0,0
170,9.0,4.0,3621.0,219.0,151.0,3.9,6.4,195201.0,141331.0,2.1,519.0,1619109.0,85.0,0
171,1.0,1.0,1521.0,82.0,61.0,0.9,1.4,84791.0,6319.0,1.4,7310.0,1874921.0,97.0,0
172,4.0,2.0,2298.0,301.0,181.0,2.7,4.1,192823.0,141129.0,2.5,551.0,1655729.0,84.0,0
173,6.0,3.0,3138.0,245.0,163.0,3.6,6.2,205209.0,151981.0,2.4,491.0,1628211.0,82.0,0
174,8.0,4.0,3819.0,321.0,201.0,4.5,8.1,219409.0,169331.0,2.7,459.0,1602811.0,79.0,0
175,5.0,2.0,2511.0,191.0,121.0,2.4,3.8,183201.0,135201.0,2.2,593.0,1665729.0,86.0,0
176,5.0,10.0,1500.0,120.0,100.0,1.5,1.1,50000.0,20000.0,1.5,1000.0,1500000.0,85.0,0
177,20.0,5.0,2000.0,150.0,120.0,2.0,1.5,30000.0,30000.0,2.0,500.0,1000000.0,80.0,0
178,15.0,15.0,2500.0,180.0,140.0,1.0,1.0,40000.0,40000.0,1.5,2000.0,2000000.0,90.0,0
179,10.0,20.0,3000.0,200.0,160.0,2.5,1.8,50000.0,50000.0,2.5,1000.0,1500000.0,85.0,0
180,25.0,10.0,3500.0,220.0,180.0,3.0,2.0,60000.0,60000.0,3.0,500.0,1000000.0,80.0,0
181,5.0,5.0,4000.0,240.0,200.0,1.5,1.2,70000.0,70000.0,1.5,2000.0,2000000.0,90.0,0
182,30.0,20.0,4500.0,260.0,220.0,3.5,2.2,80000.0,80000.0,3.5,1000.0,1500000.0,85.0,0
183,20.0,15.0,5000.0,280.0,240.0,2.0,1.5,90000.0,90000.0,2.0,500.0,1000000.0,80.0,0
184,15.0,20.0,5500.0,300.0,260.0,2.5,1.8,100000.0,100000.0,2.5,2000.0,2000000.0,90.0,0
185,10.0,25.0,6000.0,320.0,280.0,3.0,2.0,110000.0,110000.0,3.0,1000.0,1500000.0,85.0,0
186,11.0,2.0,1281.0,93.0,51.0,1.4,3.2,198421.0,42119.0,2.6,1511.0,1653952.0,88.0,0
187,6.0,1.0,823.0,67.0,39.0,0.8,1.6,47321.0,19214.0,2.1,1198.0,1462191.0,91.0,0
188,4.0,0.0,501.0,59.0,31.0,0.4,0.8,27819.0,14251.0,2.4,1013.0,1593928.0,95.0,0
189,7.0,2.0,935.0,81.0,49.0,1.0,2.0,39458.0,29185.0,2.5,1329.0,1685019.0,89.0,0
190,3.0,1.0,718.0,65.0,41.0,0.6,1.2,32519.0,17382.0,2.3,1145.0,1538927.0,92.0,0
191,9.0,3.0,1085.0,89.0,57.0,1.2,2.4,50192.0,35119.0,2.7,1451.0,1716011.0,87.0,0
192,2.0,0.0,402.0,51.0,33.0,0.2,0.4,19421.0,13185.0,2.2,969.0,1573922.0,94.0,0
193,5.0,1.0,864.0,73.0,45.0,0.8,1.6,36492.0,22191.0,2.4,1259.0,1625019.0,90.0,0
194,8.0,2.0,1021.0,85.0,53.0,1.0,2.0,44158.0,31191.0,2.6,1395.0,1696011.0,88.0,0
195,4.0,1.0,623.0,63.0,39.0,0.6,1.2,29421.0,18185.0,2.3,1095.0,1523922.0,91.0,0
196,46.0,29.0,3821.0,235.0,139.0,1.6,1.2,275819.0,183421.0,2.5,519.0,1203948.0,85.0,0
197,11.0,18.0,2689.0,191.0,129.0,0.8,0.6,49221.0,39258.0,2.2,628.0,1384567.0,91.0,0
198,48.0,35.0,5038.0,316.0,203.0,2.2,1.6,421911.0,285392.0,2.8,472.0,1258319.0,83.0,0
199,6.0,4.0,1982.0,142.0,101.0,0.6,0.4,35119.0,26149.0,2.1,591.0,1402793.0,94.0,0
200,25.0,22.0,4356.0,288.0,186.0,1.4,1.0,398210.0,275831.0,2.4,556.0,1231956.0,88.0,0
201,44.0,31.0,5213.0,332.0,213.0,2.0,1.4,465291.0,322191.0,2.6,501.0,1284567.0,84.0,0
202,9.0,12.0,3011.0,223.0,155.0,0.9,0.7,38492.0,29342.0,2.3,654.0,1356281.0,90.0,0
203,51.0,38.0,4895.0,309.0,201.0,2.1,1.5,438821.0,301492.0,2.7,481.0,1268319.0,82.0,0
204,7.0,5.0,2234.0,163.0,119.0,0.7,0.5,31219.0,24191.0,2.2,621.0,1414567.0,93.0,0
205,29.0,25.0,4021.0,261.0,173.0,1.3,0.9,361910.0,251831.0,2.5,529.0,1301956.0,86.0,0
206,6.0,3.0,1803.0,201.0,131.0,1.0,1.8,40519.0,61193.0,2.8,1839.0,1648211.0,85.0,0
207,9.0,1.0,2839.0,148.0,204.0,0.8,0.8,98521.0,35129.0,1.8,2709.0,1523908.0,92.0,0
208,12.0,15.0,1938.0,231.0,192.0,0.4,2.2,118491.0,58412.0,3.4,1351.0,1063947.0,88.0,0
209,7.0,5.0,2491.0,185.0,159.0,1.2,1.0,63190.0,49258.0,2.0,2451.0,1792109.0,83.0,0
210,16.0,13.0,2039.0,207.0,235.0,0.6,1.6,94410.0,67319.0,3.0,1562.0,1529911.0,90.0,0
211,4.0,2.0,2768.0,162.0,129.0,1.4,1.4,51822.0,39690.0,2.6,2929.0,1655019.0,84.0,0
212,11.0,10.0,2314.0,198.0,181.0,0.8,2.0,79231.0,53290.0,3.2,2018.0,1067596.0,86.0,0
213,14.0,12.0,2603.0,221.0,251.0,0.6,1.2,108911.0,64192.0,2.8,1681.0,1532210.0,91.0,0
214,8.0,6.0,2001.0,173.0,142.0,1.0,1.8,68921.0,48159.0,2.4,2783.0,1777318.0,82.0,0
215,15.0,11.0,2159.0,212.0,228.0,0.8,1.4,95890.0,62342.0,3.0,1945.0,1525429.0,89.0,0
216,23.0,11.0,5812.0,631.0,421.0,2.5,3.8,823191.0,135821.0,2.1,753.0,1214391.0,88.0,0
217,18.0,7.0,3819.0,291.0,245.0,1.9,2.1,492819.0,62315.0,1.8,219.0,1568231.0,91.0,0
218,35.0,29.0,4921.0,421.0,351.0,2.8,4.5,753192.0,194821.0,2.5,498.0,1349211.0,85.0,0
219,48.0,42.0,6211.0,531.0,441.0,3.2,5.1,984191.0,263821.0,3.1,753.0,1494391.0,82.0,0
220,12.0,4.0,4219.0,351.0,291.0,1.5,2.3,623819.0,49215.0,1.9,351.0,1639211.0,89.0,0
221,6.0,0.0,3129.0,219.0,189.0,1.1,1.9,492819.0,35192.0,1.6,492.0,1564391.0,93.0,0
222,29.0,23.0,5519.0,481.0,401.0,2.9,4.2,864191.0,221821.0,2.7,623.0,1419211.0,86.0,0
223,19.0,9.0,4321.0,321.0,261.0,2.0,2.6,623819.0,53192.0,2.0,351.0,1594391.0,90.0,0
224,44.0,39.0,6912.0,591.0,501.0,3.5,5.3,1103191.0,294821.0,3.3,753.0,1514391.0,83.0,0
225,15.0,5.0,3811.0,291.0,241.0,1.7,2.2,492819.0,42192.0,1.8,219.0,1649211.0,92.0,0
