,Field name,Reservoir unit,Country,Region,Basin name,Tectonic regime,Latitude,Longitude,Operator company,Onshore/offshore,Hydrocarbon type,Reservoir status,Structural setting,Depth,Period,Lithology,Gross,Netpay,Porosity,Permeability,Oil density,Oil recovery factor,Condensate recovery factor,Gas recovery factor,real_identifier
19,280.0,280.0,22.0,10.0,160.0,3.0,53.6789,113.4567,230.0,0.0,1.0,1.0,10.0,2200.0,14.0,4.0,180.0,90.0,24.0,500.0,800.0,0.35,-1.0,0.3,0
20,145.0,315.0,18.0,2.0,75.0,3.0,4.2345,112.3456,75.0,0.0,3.0,10.0,2.0,1890.0,12.0,12.0,1450.0,780.0,18.0,150.0,850.0,0.25,-1.0,0.65,0
21,320.0,400.0,36.0,4.0,95.0,1.0,56.789,75.1234,180.0,1.0,4.0,7.0,4.0,2100.0,10.0,14.0,200.0,100.0,20.0,250.0,820.0,0.22,-1.0,-1.0,0
22,210.0,290.0,48.0,5.0,60.0,5.0,25.6789,-82.1234,100.0,1.0,5.0,5.0,6.0,3000.0,8.0,8.0,50.0,15.0,16.0,85.0,905.0,-1.0,-1.0,-1.0,0
23,280.0,320.0,18.0,2.0,45.0,2.0,-4.5678,108.2345,30.0,0.0,2.0,4.0,1.0,750.0,14.0,9.0,400.0,100.0,22.0,320.0,835.0,-1.0,-1.0,-1.0,0
24,195.0,275.0,33.0,3.0,80.0,0.0,-5.6789,142.5678,35.0,1.0,5.0,3.0,9.0,1600.0,6.0,10.0,120.0,85.0,14.0,580.0,815.0,-1.0,-1.0,-1.0,0
25,305.0,350.0,48.0,6.0,110.0,8.0,50.2345,-113.1234,90.0,1.0,5.0,6.0,3.0,640.0,7.0,11.0,20.0,6.0,-1.0,115.0,830.0,0.28,-1.0,-1.0,0
26,275.0,280.0,8.0,6.0,120.0,10.0,67.1234,-127.2345,65.0,1.0,5.0,2.0,11.0,360.0,10.0,3.0,130.0,75.0,-1.0,5.0,840.0,0.38,-1.0,-1.0,0
27,260.0,310.0,18.0,2.0,55.0,4.0,3.1234,116.2345,120.0,1.0,2.0,9.0,5.0,350.0,13.0,16.0,2400.0,120.0,23.0,990.0,870.0,0.31,-1.0,0.72,0
28,285.0,330.0,36.0,3.0,90.0,0.0,59.1234,79.2345,175.0,1.0,5.0,8.0,2.0,2200.0,11.0,13.0,100.0,70.0,19.0,25.0,830.0,0.24,-1.0,-1.0,0
29,290.0,340.0,33.0,2.0,65.0,1.0,-7.1234,144.2345,40.0,1.0,5.0,3.0,10.0,1550.0,6.0,12.0,105.0,95.0,12.0,590.0,812.0,-1.0,-1.0,-1.0,0
30,290.0,210.0,12.0,3.0,50.0,1.0,45.1234,78.5678,100.0,1.0,3.0,4.0,5.0,1500.0,10.0,8.0,100.0,50.0,20.0,300.0,820.0,0.45,-1.0,0.6,0
31,305.0,95.0,25.0,4.0,70.0,2.0,50.1234,12.5678,90.0,0.0,4.0,3.0,6.0,1800.0,8.0,7.0,120.0,60.0,18.0,400.0,830.0,0.5,-1.0,0.5,0
32,315.0,180.0,30.0,5.0,80.0,3.0,55.1234,15.5678,110.0,1.0,2.0,5.0,2.0,2000.0,14.0,10.0,140.0,70.0,15.0,250.0,810.0,0.4,0.35,-1.0,0
33,325.0,160.0,40.0,2.0,90.0,4.0,60.1234,25.5678,120.0,0.0,5.0,6.0,3.0,2200.0,16.0,9.0,160.0,80.0,22.0,500.0,840.0,0.6,-1.0,0.7,0
34,335.0,140.0,35.0,6.0,100.0,5.0,65.1234,35.5678,130.0,1.0,1.0,7.0,4.0,2400.0,18.0,11.0,180.0,90.0,25.0,600.0,850.0,0.7,0.4,-1.0,0
35,345.0,200.0,45.0,1.0,110.0,6.0,70.1234,45.5678,140.0,0.0,3.0,8.0,1.0,2600.0,20.0,5.0,200.0,100.0,28.0,700.0,860.0,0.75,-1.0,0.8,0
36,355.0,120.0,50.0,4.0,120.0,7.0,75.1234,55.5678,150.0,1.0,2.0,9.0,5.0,2800.0,22.0,6.0,220.0,110.0,30.0,800.0,870.0,0.8,0.45,-1.0,0
37,365.0,130.0,55.0,3.0,130.0,8.0,80.1234,65.5678,160.0,0.0,4.0,10.0,2.0,3000.0,24.0,7.0,240.0,120.0,32.0,900.0,880.0,0.85,-1.0,0.9,0
38,375.0,150.0,60.0,2.0,140.0,9.0,85.1234,75.5678,170.0,1.0,5.0,11.0,3.0,3200.0,26.0,8.0,260.0,130.0,34.0,1000.0,890.0,0.9,0.5,-1.0,0
39,385.0,170.0,65.0,1.0,150.0,10.0,90.1234,85.5678,180.0,0.0,1.0,12.0,4.0,3400.0,28.0,9.0,280.0,140.0,36.0,1100.0,900.0,0.95,-1.0,1.0,0
40,200.0,300.0,25.0,2.0,50.0,3.0,40.1234,20.5678,35.0,0.0,4.0,6.0,5.0,2500.0,10.0,3.0,180.0,120.0,25.0,10.0,850.0,0.35,-1.0,-1.0,0
41,150.0,100.0,30.0,1.0,60.0,4.0,35.6789,15.4321,40.0,1.0,3.0,5.0,7.0,3000.0,9.0,2.0,200.0,150.0,20.0,5.0,860.0,0.4,-1.0,0.5,0
42,175.0,220.0,35.0,3.0,70.0,5.0,45.3456,25.6789,50.0,0.0,5.0,8.0,6.0,2700.0,11.0,5.0,250.0,180.0,30.0,2.0,870.0,0.3,-1.0,0.25,0
43,225.0,350.0,40.0,4.0,80.0,6.0,50.5678,30.1234,60.0,1.0,2.0,4.0,8.0,3200.0,12.0,4.0,300.0,200.0,15.0,8.0,880.0,0.45,-1.0,0.6,0
44,250.0,400.0,45.0,5.0,90.0,7.0,55.789,35.9876,70.0,0.0,1.0,3.0,9.0,3500.0,13.0,6.0,350.0,250.0,10.0,20.0,890.0,0.5,-1.0,0.3,0
45,275.0,450.0,50.0,6.0,100.0,8.0,60.1234,40.5678,80.0,1.0,5.0,2.0,10.0,3800.0,14.0,7.0,400.0,300.0,22.0,15.0,900.0,0.55,-1.0,0.4,0
46,300.0,500.0,55.0,7.0,110.0,9.0,65.6789,45.1234,90.0,0.0,4.0,1.0,11.0,4100.0,15.0,8.0,450.0,350.0,18.0,25.0,910.0,0.6,-1.0,0.35,0
47,325.0,550.0,60.0,8.0,120.0,10.0,70.789,50.9876,100.0,1.0,3.0,9.0,12.0,4400.0,16.0,9.0,500.0,400.0,12.0,30.0,920.0,0.65,-1.0,0.45,0
48,350.0,600.0,65.0,9.0,130.0,11.0,75.1234,55.6789,110.0,0.0,2.0,7.0,13.0,4700.0,17.0,10.0,550.0,450.0,28.0,35.0,930.0,0.7,-1.0,0.5,0
49,375.0,650.0,70.0,10.0,140.0,12.0,80.5678,60.1234,120.0,1.0,1.0,6.0,14.0,5000.0,18.0,11.0,600.0,500.0,16.0,40.0,940.0,0.75,-1.0,0.55,0
50,312.0,205.0,44.0,2.0,3.0,1.0,36.5,60.0,175.0,1.0,3.0,7.0,1.0,3200.0,8.0,10.0,50.0,30.0,22.0,210.0,780.0,0.35,-1.0,0.8,0
51,340.0,145.0,15.0,5.0,70.0,8.0,-1.0,-77.0,125.0,0.0,4.0,3.0,5.0,2900.0,6.0,9.0,115.0,12.0,19.0,410.0,880.0,0.4,-1.0,-1.0,0
52,305.0,220.0,38.0,4.0,90.0,0.0,62.0,76.0,170.0,1.0,6.0,1.0,2.0,2400.0,8.0,12.0,25.0,8.0,21.0,140.0,870.0,0.6,-1.0,-1.0,0
53,200.0,360.0,22.0,3.0,115.0,0.0,46.0,52.0,105.0,1.0,5.0,8.0,10.0,230.0,6.0,11.0,45.0,18.0,29.0,250.0,940.0,0.42,-1.0,-1.0,0
54,280.0,410.0,49.0,7.0,80.0,0.0,32.0,-103.0,195.0,1.0,4.0,9.0,3.0,790.0,22.0,13.0,95.0,32.0,12.0,17.0,840.0,0.39,-1.0,-1.0,0
55,190.0,250.0,14.0,1.0,45.0,3.0,29.0,34.0,70.0,0.0,5.0,5.0,7.0,2850.0,4.0,10.0,455.0,205.0,19.0,60.0,860.0,0.56,-1.0,-1.0,0
56,350.0,50.0,47.0,5.0,90.0,0.0,36.0,-120.0,115.0,1.0,4.0,7.0,9.0,185.0,16.0,6.0,310.0,275.0,56.0,2.0,890.0,-1.0,-1.0,-1.0,0
57,85.0,315.0,49.0,6.0,35.0,2.0,34.0,-94.0,25.0,1.0,5.0,6.0,8.0,3020.0,11.0,8.0,23.0,9.0,13.0,210.0,800.0,0.44,-1.0,-1.0,0
58,390.0,225.0,37.0,2.0,95.0,0.0,63.0,78.0,110.0,1.0,5.0,3.0,4.0,1700.0,8.0,11.0,950.0,130.0,24.0,190.0,820.0,0.31,-1.0,-1.0,0
59,15.0,65.0,45.0,0.0,60.0,5.0,61.0,2.0,180.0,0.0,6.0,5.0,5.0,2950.0,13.0,12.0,270.0,105.0,18.0,510.0,830.0,0.65,-1.0,-1.0,0
60,312.0,189.0,6.0,3.0,18.0,2.0,-19.456,-38.789,112.0,0.0,5.0,3.0,8.0,1650.0,8.0,9.0,180.0,72.0,26.0,750.0,920.0,0.22,-1.0,-1.0,0
61,370.0,340.0,2.0,1.0,20.0,3.0,-6.123,12.345,30.0,0.0,5.0,8.0,6.0,900.0,7.0,12.0,170.0,55.0,24.0,950.0,870.0,0.5,-1.0,-1.0,0
62,220.0,150.0,45.0,5.0,60.0,1.0,69.123,-150.123,50.0,1.0,5.0,3.0,3.0,1700.0,7.0,9.0,15.0,8.0,23.0,140.0,910.0,0.51,-1.0,-1.0,0
63,360.0,260.0,3.0,2.0,12.0,2.0,-8.567,129.567,190.0,0.0,4.0,11.0,10.0,2000.0,11.0,12.0,180.0,85.0,15.0,30.0,-1.0,-1.0,-1.0,0.6,0
64,90.0,80.0,26.0,1.0,55.0,1.0,18.123,-18.123,200.0,0.0,5.0,5.0,6.0,1200.0,14.0,10.0,250.0,40.0,28.0,2100.0,860.0,-1.0,-1.0,-1.0,0
65,340.0,200.0,4.0,3.0,16.0,8.0,-21.345,115.345,10.0,0.0,5.0,2.0,7.0,600.0,7.0,9.0,25.0,18.0,-1.0,2100.0,930.0,0.4,-1.0,-1.0,0
66,280.0,110.0,9.0,5.0,110.0,1.0,55.123,-118.123,150.0,1.0,1.0,1.0,3.0,460.0,7.0,12.0,35.0,28.0,29.0,450.0,1020.0,-1.0,-1.0,-1.0,0
67,390.0,15.0,35.0,4.0,100.0,8.0,65.123,58.123,180.0,1.0,5.0,6.0,5.0,2950.0,10.0,12.0,75.0,27.0,-1.0,130.0,850.0,0.35,-1.0,-1.0,0
68,200.0,5.0,35.0,4.0,110.0,1.0,53.123,52.123,85.0,1.0,5.0,7.0,3.0,1600.0,5.0,12.0,22.0,14.0,21.0,180.0,800.0,0.55,-1.0,-1.0,0
69,410.0,290.0,9.0,5.0,110.0,1.0,48.123,-115.123,150.0,1.0,2.0,6.0,10.0,2440.0,11.0,7.0,710.0,45.0,5.0,0.5,830.0,-1.0,-1.0,0.8,0
70,100.0,200.0,45.0,10.0,50.0,1.0,35.1234,-120.5678,60.0,0.0,5.0,5.0,3.0,1500.0,10.0,10.0,100.0,20.0,18.0,200.0,850.0,0.4,-1.0,-1.0,0
71,150.0,250.0,30.0,8.0,70.0,2.0,40.5678,-100.1234,70.0,1.0,5.0,6.0,4.0,1300.0,15.0,9.0,120.0,25.0,22.0,300.0,870.0,0.45,-1.0,-1.0,0
72,200.0,300.0,25.0,5.0,90.0,3.0,45.6789,-110.2345,80.0,0.0,5.0,7.0,5.0,1800.0,20.0,8.0,140.0,30.0,20.0,400.0,890.0,0.5,-1.0,-1.0,0
73,250.0,350.0,35.0,9.0,60.0,4.0,50.2345,-130.3456,90.0,1.0,5.0,8.0,6.0,1600.0,25.0,7.0,160.0,35.0,24.0,500.0,910.0,0.55,-1.0,-1.0,0
74,300.0,400.0,40.0,4.0,80.0,5.0,55.3456,-140.4567,100.0,0.0,5.0,9.0,7.0,1400.0,30.0,6.0,180.0,40.0,26.0,600.0,930.0,0.6,-1.0,-1.0,0
75,350.0,450.0,50.0,3.0,100.0,6.0,60.4567,-150.5678,110.0,1.0,5.0,10.0,8.0,2000.0,35.0,5.0,200.0,45.0,28.0,700.0,950.0,0.65,-1.0,-1.0,0
76,400.0,500.0,20.0,7.0,110.0,0.0,65.5678,-160.6789,120.0,0.0,5.0,11.0,9.0,2200.0,40.0,4.0,220.0,50.0,30.0,800.0,970.0,0.7,-1.0,-1.0,0
77,450.0,550.0,15.0,6.0,120.0,1.0,70.6789,-170.789,130.0,1.0,5.0,12.0,0.0,2400.0,45.0,3.0,240.0,55.0,32.0,900.0,990.0,0.75,-1.0,-1.0,0
78,500.0,600.0,10.0,2.0,130.0,2.0,75.789,-180.8901,140.0,0.0,5.0,13.0,1.0,2600.0,50.0,2.0,260.0,60.0,34.0,1000.0,1010.0,0.8,-1.0,-1.0,0
79,550.0,650.0,5.0,1.0,140.0,3.0,80.8901,-190.9012,150.0,1.0,5.0,14.0,2.0,2800.0,55.0,1.0,280.0,65.0,36.0,1100.0,1030.0,0.85,-1.0,-1.0,0
80,300.0,150.0,20.0,3.0,50.0,1.0,34.1234,120.5678,50.0,0.0,3.0,3.0,4.0,2500.0,8.0,10.0,100.0,40.0,14.0,50.0,800.0,0.25,-1.0,-1.0,0
81,350.0,200.0,18.0,4.0,60.0,3.0,22.5678,114.1234,75.0,1.0,4.0,4.0,5.0,2700.0,9.0,12.0,200.0,60.0,16.0,100.0,850.0,0.35,-1.0,-1.0,0
82,275.0,125.0,14.0,5.0,45.0,0.0,40.2345,-100.5678,100.0,0.0,2.0,5.0,3.0,1900.0,6.0,9.0,80.0,25.0,11.0,20.0,780.0,0.2,-1.0,-1.0,0
83,420.0,210.0,25.0,2.0,70.0,2.0,15.6789,110.3456,90.0,1.0,5.0,6.0,7.0,3200.0,10.0,14.0,150.0,70.0,20.0,200.0,900.0,0.4,-1.0,-1.0,0
84,380.0,180.0,22.0,1.0,65.0,1.0,28.4567,112.789,60.0,0.0,4.0,7.0,6.0,2800.0,11.0,13.0,120.0,50.0,18.0,150.0,820.0,0.3,-1.0,-1.0,0
85,310.0,160.0,16.0,3.0,55.0,0.0,32.3456,-105.6789,85.0,1.0,3.0,8.0,2.0,2300.0,7.0,11.0,90.0,35.0,15.0,70.0,810.0,0.28,-1.0,-1.0,0
86,295.0,140.0,19.0,4.0,52.0,2.0,29.5678,113.4567,70.0,0.0,2.0,9.0,5.0,2100.0,8.0,10.0,110.0,45.0,17.0,90.0,830.0,0.32,-1.0,-1.0,0
87,360.0,190.0,24.0,2.0,68.0,3.0,18.2345,111.789,95.0,1.0,5.0,10.0,7.0,3000.0,9.0,15.0,160.0,65.0,19.0,180.0,880.0,0.38,-1.0,-1.0,0
88,400.0,205.0,21.0,5.0,75.0,1.0,24.6789,115.2345,65.0,0.0,4.0,11.0,4.0,2900.0,10.0,14.0,140.0,55.0,21.0,160.0,870.0,0.36,-1.0,-1.0,0
89,340.0,170.0,23.0,1.0,62.0,0.0,26.1234,114.5678,55.0,1.0,3.0,12.0,6.0,2600.0,11.0,13.0,130.0,48.0,22.0,140.0,860.0,0.34,-1.0,-1.0,0
90,350.0,390.0,50.0,4.0,3.0,5.0,41.1494,63.9906,165.0,1.0,2.0,3.0,4.0,1700.0,13.0,7.0,65.0,7.0,14.0,8.0,790.0,0.0,0.0,0.85,0
91,270.0,320.0,49.0,7.0,118.0,1.0,48.8502,-101.9196,5.0,1.0,5.0,6.0,3.0,1000.0,27.0,12.0,38.0,5.5,15.0,14.0,845.0,0.35,0.0,0.0,0
92,430.0,130.0,10.0,3.0,10.0,3.0,38.47,117.46,129.0,1.0,5.0,6.0,7.0,1175.0,16.0,12.0,790.0,20.0,32.0,1480.0,960.0,0.3,0.0,0.0,0
93,50.0,190.0,47.0,2.0,65.0,3.0,59.6498,1.6318,62.0,0.0,5.0,14.0,6.0,2890.0,13.0,11.0,92.0,37.0,15.0,101.0,835.0,0.0,0.0,0.0,0
94,200.0,50.0,10.0,3.0,103.0,10.0,42.2255,82.6255,129.0,1.0,2.0,13.0,9.0,3430.0,8.0,11.0,290.0,199.0,0.0,520.0,845.0,0.0,0.0,0.76,0
95,240.0,260.0,37.0,4.0,89.0,1.0,57.5375,107.4058,190.0,1.0,3.0,5.0,6.0,2580.0,24.0,11.0,52.0,7.6,10.0,153.0,740.0,0.0,0.0,0.0,0
96,355.0,185.0,9.0,7.0,116.0,1.0,52.55,-115.5286,15.0,1.0,2.0,7.0,3.0,3630.0,10.0,7.0,275.0,161.0,8.0,12.0,0.0,0.0,0.0,0.68,0
97,170.0,110.0,31.0,2.0,57.0,3.0,65.4378,7.4096,167.0,0.0,5.0,8.0,6.0,1710.0,13.0,11.0,70.0,63.0,29.0,1455.0,882.0,0.72,0.0,0.0,0
98,265.0,220.0,37.0,4.0,90.0,1.0,64.09,75.05,160.0,1.0,5.0,3.0,4.0,2520.0,8.0,11.0,445.0,31.0,19.0,46.0,855.0,0.29,0.0,0.0,0
99,330.0,40.0,33.0,6.0,34.0,1.0,21.418,56.8018,121.0,1.0,3.0,5.0,8.0,4390.0,3.0,11.0,215.0,136.0,10.0,8.0,0.0,0.0,0.41,0.71,0
100,85.0,90.0,25.0,3.0,75.0,1.0,34.5678,45.6789,95.0,1.0,4.0,6.0,4.0,1100.0,10.0,8.0,250.0,100.0,12.0,50.0,850.0,0.25,-1.0,0.75,0
101,120.0,310.0,10.0,5.0,95.0,2.0,40.1234,-100.4321,130.0,0.0,5.0,8.0,7.0,1800.0,12.0,10.0,300.0,150.0,20.0,200.0,870.0,0.35,-1.0,0.6,0
102,200.0,200.0,15.0,2.0,80.0,3.0,35.6789,60.789,110.0,1.0,3.0,7.0,5.0,2200.0,8.0,9.0,400.0,180.0,18.0,300.0,860.0,0.4,-1.0,0.7,0
103,50.0,150.0,20.0,4.0,65.0,0.0,29.8765,70.1234,105.0,0.0,2.0,5.0,3.0,1500.0,5.0,7.0,350.0,120.0,14.0,100.0,840.0,0.3,-1.0,0.65,0
104,180.0,400.0,30.0,1.0,85.0,1.0,32.3456,80.5678,140.0,1.0,4.0,9.0,6.0,1700.0,11.0,12.0,280.0,140.0,16.0,400.0,880.0,0.28,-1.0,0.68,0
105,75.0,220.0,12.0,5.0,70.0,2.0,37.6543,-80.3456,115.0,0.0,5.0,6.0,8.0,1400.0,9.0,11.0,260.0,130.0,15.0,250.0,830.0,0.32,-1.0,0.62,0
106,95.0,330.0,18.0,3.0,90.0,0.0,39.1234,85.4321,125.0,1.0,3.0,8.0,7.0,1900.0,13.0,10.0,310.0,160.0,19.0,150.0,855.0,0.38,-1.0,0.66,0
107,65.0,250.0,22.0,2.0,60.0,3.0,33.789,75.6789,100.0,0.0,4.0,7.0,5.0,1600.0,10.0,9.0,290.0,110.0,17.0,350.0,845.0,0.34,-1.0,0.7,0
108,155.0,370.0,28.0,4.0,100.0,1.0,36.5432,95.1234,135.0,1.0,2.0,9.0,6.0,2100.0,14.0,8.0,320.0,170.0,21.0,450.0,875.0,0.29,-1.0,0.64,0
109,40.0,180.0,14.0,1.0,55.0,2.0,31.2345,65.9876,90.0,0.0,5.0,5.0,4.0,1300.0,6.0,7.0,240.0,90.0,13.0,180.0,820.0,0.31,-1.0,0.69,0
110,145.0,250.0,33.0,3.0,45.0,3.0,32.1234,45.6789,50.0,0.0,4.0,3.0,5.0,3500.0,10.0,8.0,80.0,40.0,18.0,15.0,820.0,0.35,-1.0,0.5,0
111,210.0,75.0,25.0,4.0,70.0,1.0,27.5432,50.1234,130.0,1.0,5.0,6.0,2.0,2500.0,15.0,10.0,100.0,60.0,20.0,50.0,850.0,0.4,-1.0,-1.0,0
112,320.0,180.0,40.0,5.0,20.0,2.0,48.7654,60.9876,90.0,2.0,3.0,8.0,9.0,4200.0,12.0,12.0,150.0,70.0,22.0,200.0,870.0,0.5,-1.0,0.6,0
113,390.0,300.0,15.0,1.0,35.0,4.0,39.8765,70.1234,75.0,0.0,2.0,9.0,7.0,1500.0,8.0,5.0,200.0,100.0,25.0,300.0,800.0,0.6,-1.0,0.7,0
114,50.0,90.0,18.0,2.0,60.0,0.0,28.2345,-80.5678,100.0,1.0,5.0,7.0,4.0,3000.0,14.0,7.0,50.0,30.0,12.0,100.0,860.0,0.25,-1.0,-1.0,0
115,270.0,210.0,22.0,6.0,25.0,5.0,58.3456,80.8765,60.0,0.0,3.0,2.0,1.0,2000.0,5.0,3.0,120.0,50.0,16.0,30.0,840.0,0.3,-1.0,0.4,0
116,175.0,130.0,7.0,4.0,15.0,1.0,33.4567,-90.1234,140.0,2.0,4.0,1.0,6.0,5000.0,18.0,14.0,70.0,20.0,19.0,5.0,810.0,0.45,-1.0,-1.0,0
117,310.0,290.0,29.0,5.0,50.0,3.0,44.5678,85.4321,30.0,1.0,5.0,4.0,8.0,2700.0,11.0,13.0,90.0,40.0,14.0,25.0,830.0,0.38,-1.0,0.3,0
118,85.0,60.0,11.0,3.0,30.0,2.0,36.6789,-75.6789,110.0,0.0,2.0,5.0,10.0,1000.0,6.0,4.0,60.0,25.0,13.0,40.0,890.0,0.22,-1.0,-1.0,0
119,450.0,240.0,35.0,1.0,40.0,6.0,29.789,95.6789,85.0,2.0,5.0,10.0,3.0,3200.0,13.0,6.0,110.0,55.0,21.0,10.0,880.0,0.55,-1.0,0.8,0
120,221.0,300.0,10.0,3.0,50.0,5.0,25.1234,-79.4567,88.0,1.0,4.0,3.0,5.0,2500.0,10.0,10.0,100.0,50.0,12.0,15.0,850.1234,0.25,-1.0,0.6,0
121,150.0,200.0,22.0,4.0,70.0,3.0,32.4567,45.6789,120.0,0.0,3.0,4.0,7.0,1800.0,8.0,8.0,150.0,40.0,18.0,200.0,900.5678,0.35,-1.0,-1.0,0
122,310.0,100.0,35.0,5.0,90.0,6.0,-12.3456,60.1234,140.0,1.0,5.0,5.0,8.0,3200.0,14.0,7.0,75.0,25.0,22.0,50.0,920.3456,0.2,0.5,-1.0,0
123,180.0,350.0,40.0,2.0,30.0,2.0,45.6789,-123.4567,60.0,0.0,2.0,6.0,9.0,2700.0,20.0,9.0,200.0,80.0,15.0,300.0,870.789,0.3,-1.0,0.7,0
124,270.0,150.0,15.0,7.0,110.0,1.0,-5.6789,75.1234,180.0,1.0,4.0,3.0,6.0,2900.0,18.0,6.0,120.0,60.0,20.0,100.0,880.2345,0.28,-1.0,-1.0,0
125,330.0,400.0,5.0,1.0,130.0,0.0,38.1234,-85.6789,200.0,0.0,1.0,8.0,4.0,3100.0,16.0,12.0,90.0,30.0,10.0,25.0,830.1234,-1.0,0.6,-1.0,0
126,410.0,250.0,30.0,6.0,140.0,7.0,15.6789,90.1234,160.0,1.0,3.0,2.0,10.0,2400.0,12.0,5.0,110.0,55.0,13.0,70.0,860.9876,0.22,-1.0,0.5,0
127,290.0,320.0,25.0,8.0,40.0,4.0,28.1234,-100.6789,110.0,0.0,5.0,7.0,3.0,2600.0,22.0,11.0,130.0,70.0,17.0,150.0,840.4567,0.27,-1.0,-1.0,0
128,175.0,180.0,8.0,5.0,60.0,2.0,42.3456,50.1234,70.0,1.0,2.0,5.0,2.0,2300.0,11.0,10.0,140.0,65.0,21.0,80.0,890.6789,0.32,-1.0,0.4,0
129,205.0,270.0,12.0,7.0,20.0,3.0,35.6789,-110.1234,150.0,0.0,4.0,4.0,1.0,2800.0,19.0,8.0,160.0,85.0,19.0,120.0,870.2345,0.24,0.7,-1.0,0
130,200.0,150.0,10.0,3.0,50.0,1.0,40.1234,-100.5678,60.0,1.0,4.0,3.0,5.0,1500.0,8.0,12.0,30.0,10.0,20.0,100.0,850.0,0.1,-1.0,-1.0,0
