mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
1.57,63,13.143,7,99,644,455,0.705,0.154,92,0
2.63,99,5.75,12,260,828,511,0.617,0.314,69,69
1.6,15,1.833,6,24,66,55,0.833,0.364,11,55
1.81,57,3.3,10,103,330,256,0.778,0.311,33,9
1.6,20,1.571,7,32,77,74,0.961,0.416,11,11
1.27,575,66.875,8,731,4280,2987,0.697,0.171,535,0
1.4,5,1.2,5,7,30,30,1,0.233,6,30
1.29,279,29.571,7,361,1449,1193,0.824,0.249,207,207
1.35,54,5.286,7,73,259,200,0.772,0.282,37,0.
1.38,8,1,6,11,36,36,1,0.306,6,36
1.58,12,1.6,5,19,40,38,0.95,0.475,8,38
2.22,9,0.75,8,20,48,44,0.917,0.417,6,38
2.11,19,1.5,8,40,96,93,0.969,0.417,12,0.417
1.34,555,59.333,9,743,4806,2914,0.605,0.154,534,27
1.67,24,1.625,8,40,104,97,0.933,0.385,13,85
1.97,62,5.857,7,122,287,285,0.993,0.425,41,0.
1.33,15,1.833,6,20,66,64,0.97,0.303,11,11
1.38,24,2.833,6,33,102,96,0.943,0.324,17,17
1.58,19,2,7,30,98,94,0.959,0.306,14,89
1.58,315,28.5,10,499,2850,1704,0.598,0.175,285,14
1.36,45,3.556,9,61,288,225,0.781,0.213,32,24
1.26,448,56.556,9,564,4581,2298,0.501,0.123,509,22
1.29,77,6.875,8,99,440,296,0.674,0.225,55,3
2.2,20,1.5,8,44,96,89,0.927,0.458,12,0.923
2.74,27,2.333,9,74,189,170,0.899,0.392,21,2
1.71,21,1.1,10,36,110,105,0.955,0.327,11,11
2.71,7,1.857,7,19,91,77,0.846,0.209,13,0.846
1.43,67,8.625,8,96,552,348,0.631,0.174,69,69
1.33,21,2,7,28,98,98,1,0.286,14,98
2.07,14,1.125,8,29,72,64,0.889,0.403,9,2
2.2,176,9.6,10,388,960,832,0.868,0.403,96,0.75
1.83,66,3.5,10,121,350,250,0.714,0.345,35,20
2.71,17,2,7,46,98,98,1,0.468,14,98
1.34,102,7.889,9,137,639,444,0.695,0.215,71,0.695
1.77,35,3.571,7,62,175,124,0.709,0.354,25,0.714
2.11,130,9.444,9,274,765,621,0.812,0.358,85,0.812
2.67,21,1.091,11,56,132,111,0.841,0.424,12,0.667
2.38,8,1.857,7,19,91,77,0.846,0.209,13,0.846
1.33,43,3.111,9,57,252,245,0.976,0.227,28,252
2.14,28,1.6,10,60,160,123,0.769,0.375,16,5
2.2,10,0.778,9,22,63,43,0.683,0.349,7,7
2.47,63,4.444,9,156,360,344,0.956,0.433,40,3
2.44,36,2.5,10,88,250,204,0.816,0.352,25,2
1.36,11,1.143,7,15,56,43,0.768,0.268,8,19
1.91,117,9,9,223,729,654,0.897,0.306,81,0.897
2.21,39,4.429,7,86,217,187,0.862,0.396,31,3
1.38,34,2.625,8,47,168,155,0.923,0.28,21,168
1.31,26,3.333,6,34,120,117,0.975,0.283,20,83
1.76,25,2.125,8,44,136,117,0.86,0.324,17,0.857
1.87,353,21.583,12,658,3084,1871,0.608,0.213,257,257
1.87,31,2.625,8,58,168,128,0.762,0.346,21,0.333
2.47,32,2.5,8,79,160,160,1,0.494,20,160
1.4,5,1.2,5,7,30,30,1,0.233,6,30
1.46,28,2.571,7,41,126,124,0.984,0.325,18,114
1.77,35,2.222,9,62,180,104,0.578,0.344,20,13
1.58,106,7.778,9,168,63,477,0.758,0.265,7,0.7
1.87,53,3.1,10,99,310,252,0.813,0.317,31,31
1.35,54,4.429,7,73,217,181,0.835,0.336,31,0.786
2.33,3,1.4,5,7,35,21,0.6,0.2,7,10
1.39,41,4.429,7,57,217,148,0.682,0.263,31,3
1.5,14,1.571,7,21,77,52,0.675,0.273,11,11
1.84,31,2.875,8,57,184,162,0.88,0.31,23,23
2.17,18,1.5,8,39,96,86,0.896,0.406,12,0.5
1.33,27,2.429,7,36,119,109,0.916,0.303,17,8
1.38,24,2.667,6,33,96,96,1,0.344,16,96
1.36,34,2.222,9,46,180,111,0.617,0.256,20,2
2.25,12,1.286,7,27,63,56,0.889,0.429,9,63
1.38,62,5,8,86,320,279,0.872,0.268,40,0.
2.35,110,9.222,9,258,747,618,0.826,0.346,83,0.826
1.38,24,1.778,9,33,144,141,0.979,0.292,16,57
1.31,26,2.857,7,34,140,123,0.879,0.243,20,86
1.75,12,1.667,6,21,60,47,0.783,0.35,10,39
2.08,12,1.125,8,25,72,65,0.903,0.347,9,9
1.29,572,51.1,10,736,5110,2702,0.529,0.144,511,0
1.88,57,4.125,8,107,264,254,0.96,0.406,33,9
1.67,9,0.857,7,15,42,42,1,0.357,6,42
2.63,8,1.4,5,21,35,35,1,0.6,7,20
2.1,10,0.875,8,21,56,56,1,0.375,7,56
2.47,55,4.111,9,136,333,254,0.763,0.408,37,0.729
2.2,5,0.833,6,11,30,30,1,0.367,5,30
1.86,42,3.125,8,78,200,159,0.795,0.39,25,12
1.38,13,1,7,18,49,49,1,0.367,7,7
2.2,55,5.222,9,121,423,349,0.825,0.285,47,0.774
1.53,40,3.571,7,61,175,148,0.843,0.349,25,80
1.41,17,1.571,7,24,77,64,0.831,0.312,11,11
1.29,68,5.125,8,88,328,310,0.945,0.268,41,9
1.4,10,1,7,14,49,49,1,0.286,7,14
1.48,50,3.5,10,74,350,209,0.6,0.211,35,120
2.33,45,2.8,10,105,280,184,0.657,0.375,28,176
1.35,46,6.4,5,62,160,157,0.981,0.388,32,19
1.41,41,5.5,6,58,198,161,0.813,0.293,33,2
1.91,117,7.4,10,223,740,610,0.826,0.301,74,0.826
1.35,20,1.571,7,27,77,74,0.961,0.351,11,11
1.88,8,1,7,15,49,45,0.918,0.306,7,7
2.33,3,0.571,7,7,28,24,0.857,0.25,4,24
1.58,19,2.167,6,30,78,68,0.872,0.385,13,56
2.5,22,2,8,55,128,110,0.859,0.43,16,0.75
1.82,11,0.857,7,20,42,41,0.976,0.476,6,0.667
1.88,17,2.333,6,32,84,84,1,0.381,14,14
1.75,8,0.4,10,14,40,36,0.9,0.35,4,38
2.21,28,1.6,10,62,160,151,0.944,0.388,16,5
1.77,13,1.571,7,23,77,50,0.649,0.299,11,11
1.82,11,0.857,7,20,42,41,0.976,0.476,6,2
1.67,9,0.857,7,15,42,42,1,0.357,6,42
1.44,79,8.111,9,114,657,285,0.434,0.174,73,15
1.31,275,23.6,10,361,2360,1235,0.524,0.153,236,0.524
1.5,28,2.143,7,42,105,97,0.924,0.4,15,15
1.71,14,2.6,5,24,65,49,0.754,0.365,13,65
1.71,7,1.143,7,12,56,35,0.625,0.214,8,8
1.63,8,1,6,13,36,28,0.778,0.361,6,17
2.3,20,1.5,8,46,96,95,0.99,0.479,12,8
1.97,53,6.4,5,104,160,158,0.988,0.65,32,160
2.45,11,0.875,8,27,56,53,0.946,0.482,7,7
1.53,53,5.333,6,81,192,184,0.958,0.424,32,32
1.44,316,27.889,9,456,2259,1501,0.665,0.202,251,16
1.35,63,13.5,6,85,486,346,0.712,0.175,81,9
1.91,33,2.222,9,63,180,131,0.728,0.35,20,20
1.69,35,2.222,9,59,180,139,0.772,0.328,20,13
1.48,31,2.375,8,46,152,110,0.724,0.303,19,2
1.64,28,3,7,46,147,110,0.748,0.313,21,2
1.71,7,1.143,7,12,56,35,0.625,0.214,8,8
1.6,15,1.833,6,24,66,59,0.891,0.364,11,0.727
2.3,20,1.75,8,46,112,107,0.955,0.411,14,0.857
1.36,25,1.5,8,34,96,92,0.958,0.354,12,96
1.57,63,5.571,7,99,273,233,0.853,0.363,39,9
1.63,8,1.6,5,13,40,36,0.9,0.325,8,1
1.26,221,23.286,7,279,1141,982,0.862,0.245,163,11
1.41,69,6.714,7,97,329,236,0.717,0.294,47,2
1.58,58,4.333,9,92,351,314,0.895,0.262,39,0.333
1.36,14,1.571,7,19,77,47,0.61,0.247,11,1
1.83,6,22,1,11,22,22,1,0.5,22,22
1.33,21,2.167,6,28,78,61,0.782,0.359,13,13
2.2,5,0.667,6,11,24,24,1,0.458,4,24
1.53,15,1.833,6,23,66,66,1,0.348,11,11
1.5,28,1.1,10,42,110,110,1,0.382,11,110
1.46,26,3,7,38,147,123,0.837,0.259,21,21
1.36,28,3,7,38,147,123,0.837,0.259,21,21
1.84,31,2.375,8,57,152,149,0.98,0.375,19,8
1.86,35,2.75,8,65,176,176,1,0.369,22,176
1.43,67,6.714,7,96,329,274,0.833,0.292,47,2
1.38,24,3.167,6,33,114,90,0.789,0.289,19,2
1.33,15,1.833,6,20,66,64,0.97,0.303,11,11
1.88,8,1.2,5,15,30,30,1,0.5,6,30
1.6,15,2.167,6,24,78,68,0.872,0.308,13,78
1.5,28,1.2,10,42,120,120,1,0.35,12,120
1.57,23,2.571,7,36,126,79,0.627,0.286,18,10
1.36,11,1.143,7,15,56,43,0.768,0.268,8,0.857
1.65,23,2,7,38,98,83,0.847,0.388,14,14
2.45,11,1.857,7,27,91,71,0.78,0.297,13,13
1.71,14,1.286,7,24,63,53,0.841,0.381,9,63
2.05,56,5,7,115,245,245,1,0.47,35,245
1.65,236,25.857,7,389,1267,1008,0.795,0.306,181,14
1.93,30,2.625,8,58,168,162,0.964,0.346,21,9
1.33,40,4.857,7,53,238,218,0.916,0.223,34,0.5
1.33,40,4.143,7,53,203,182,0.898,0.261,29,29
1.75,16,1.571,7,28,77,70,0.909,0.364,11,54
2.12,40,3.5,8,85,224,170,0.759,0.379,28,3
2.75,59,5.222,9,162,423,347,0.819,0.383,47,0.75
1.6,5,1.667,6,8,60,33,0.55,0.133,10,10
1.77,13,1.571,7,23,77,77,1,0.299,11,11
2.08,24,2.857,7,50,140,124,0.886,0.357,20,86
1.31,49,5.714,7,64,280,198,0.707,0.229,40,3
1.39,38,3.286,7,53,161,161,1,0.329,23,161
1.58,12,0.75,8,19,48,39,0.813,0.396,6,6
2.1,10,1.2,10,21,120,47,0.392,0.175,12,0.392
2.06,65,3.5,10,134,350,270,0.771,0.383,35,7
1.44,674,0.812,85,969,5865,2588,0.441,0.165,69,13
2.58,19,2.111,9,49,171,126,0.737,0.287,19,2
1.26,285,29.286,7,359,1443,991,0.687,0.249,207,14
2.44,34,2.5,10,83,250,174,0.696,0.332,25,204
1.39,21,1.857,7,29,91,78,0.857,0.319,13,13
2.18,11,1.125,8,24,72,48,0.667,0.333,9,72
2.22,27,2.333,9,60,189,162,0.857,0.317,21,2
1.44,521,33.182,11,751,4037,2110,0.523,0.187,367,0.367
1.67,9,1,7,15,49,47,0.959,0.306,7,21
2.29,7,1.4,5,16,35,35,1,0.457,7,35
2.44,44,3.667,9,107,297,225,0.756,0.36,33,198
1.97,31,2.375,8,61,152,149,0.98,0.401,19,113
2.22,9,1.167,6,20,42,41,0.976,0.476,7,7
1.4,5,10.5,2,7,42,27,0.643,0.167,21,21
2.22,9,1.167,6,20,42,41,0.976,0.476,7,41
1.97,120,14.286,7,236,700,666,0.945,0.337,100,314
1.48,44,3.111,9,65,252,180,0.714,0.258,28,252
1.26,84,7.667,9,106,621,502,0.808,0.171,69,13
1.4,57,6.429,7,80,315,256,0.813,0.254,45,245
1.27,15,2,6,19,72,72,1,0.264,12,12
1.38,13,1,8,18,64,49,0.766,0.281,8,64
2.2,5,0.667,6,11,24,24,1,0.458,4,24
2.3,30,2.75,8,69,176,160,0.909,0.392,22,176
1.28,180,43.750,8,231,2800,1028,0.369,0.083,350,2100
2.08,12,1.125,8,25,72,65,0.903,0.347,9,9
1.34,102,16,6,137,576,419,0.73,0.238,96,7
1.38,82,8.625,8,113,552,456,0.826,0.205,69,69
1.81,42,4.857,7,76,238,238,1,0.319,34,238
1.81,42,4.857,7,76,238,238,1,0.32,34,1
2.4,5,1.167,6,12,42,27,0.643,0.286,7,20
1.63,40,4.571,7,65,224,193,0.862,0.291,32,3
1.81,81,7.75,8,147,496,431,0.869,0.296,62,7
1.35,49,4.714,7,66,231,170,0.738,0.286,33,7
2.14,28,2.1,10,60,210,184,0.876,0.286,21,21
1.87,353,21.846,13,659,3692,2569,0.697,0.179,284,3
2.17,6,0.5,8,13,32,25,0.781,0.406,4,16
2.07,43,3.625,8,89,232,205,0.884,0.384,29,2
1.77,27,1.778,9,48,144,144,1,0.333,16,16
2.18,11,0.875,8,24,56,56,1,0.429,7,7
2.17,18,1.5,8,39,96,86,0.896,0.406,12,0.5
1.41,32,3.143,7,45,154,136,0.883,0.291,22,13
1.26,84,6.222,9,106,504,304,0.603,0.21,56,0.5
1.65,23,2.714,7,38,133,84,0.632,0.286,19,108
1.63,8,1.2,5,13,30,30,1,0.433,6,30
2.08,12,0.7,10,25,70,61,0.871,0.357,7,7
1.83,6,22.5,2,11,90,53,0.589,0.122,45,2
1.81,42,5.857,7,76,287,183,0.638,0.265,41,287
2.02,54,3.4,10,109,340,290,0.853,0.321,34,0.321
1.5,14,2.286,7,21,112,54,0.482,0.189,16,112
2.33,45,3.3,10,105,330,250,0.758,0.318,33,3
1.84,19,2,7,35,98,92,0.939,0.357,14,98
2.06,26,2.25,8,53,144,141,0.979,0.369,18,110
2.23,13,1.25,8,29,80,73,0.913,0.363,10,80
1.75,20,1.571,7,35,77,75,0.974,0.455,11,11
1.31,26,3.167,6,34,114,89,0.781,0.299,19,2
1.81,27,1.625,8,49,104,104,1,0.471,13,104
1.35,56,6.143,7,75,301,243,0.807,0.249,43,86
1.82,89,7.75,8,162,496,422,0.85,0.327,62,0.5
2.33,6,1.4,5,14,35,23,0.657,0.4,7,20
1.75,4,0.571,7,7,28,25,0.893,0.25,4,28
2.1,51,3.1,10,107,310,261,0.847,0.345,31,245
1.27,213,4.875,16,270,1488,1340,0.899,0.182,93,0.727
1.46,67,5.111,9,98,414,231,0.557,0.236,46,0.
1.91,33,3.857,7,63,189,147,0.778,0.333,27,9
1.28,18,1.571,7,23,77,77,1,0.299,11,11
1.93,112,9.222,9,216,747,561,0.751,0.289,83,6
1.33,15,2,7,20,98,98,1,0.204,14,98
1.94,386,23.818,11,747,2882,2173,0.754,0.259,262,17
2.14,21,1.5,8,45,96,86,0.896,0.469,12,0.7
1.91,22,1.1,10,42,110,110,1,0.382,11,110
1.33,12,2.6,5,16,65,54,0.831,0.246,13,65
1.83,102,10.333,9,187,837,614,0.735,0.223,93,0.735
2.17,18,1.5,8,39,96,85,0.885,0.406,12,0.857
1.53,53,5.75,8,81,368,304,0.826,0.221,46,0.826
1.38,61,8.4,5,84,210,179,0.85,0.4,42,14
1.82,57,4.125,8,104,264,186,0.705,0.394,33,264
2.09,44,2.6,10,92,260,200,0.769,0.354,26,2
1.82,11,0.875,8,20,56,54,0.964,0.357,7,7
2.23,13,1.25,8,29,80,73,0.913,0.363,10,80
1.81,42,2.1,10,76,210,196,0.933,0.362,21,2
1.26,448,56.556,9,563,4581,2296,0.501,0.123,509,22
1.71,7,0.857,7,12,42,36,0.857,0.286,6,42
1.75,16,1.571,7,28,77,70,0.909,0.364,11,54
1.46,67,6.714,7,98,329,329,1,0.298,47,1
1.6,15,2.286,7,24,112,79,0.705,0.214,16,85
1.5,20,1.571,7,30,77,74,0.961,0.39,11,9
1.75,8,1.4,5,14,35,33,0.943,0.4,7,20
1.58,26,3.167,6,41,114,81,0.711,0.36,19,19
2.1,20,1.5,8,42,96,96,1,0.438,12,96
1.69,26,2.714,7,44,133,97,0.729,0.331,19,2
1.67,9,1.4,5,15,35,35,1,0.429,7,20
1.83,6,0.556,9,11,45,28,0.622,0.244,5,0.5
2.71,17,2.429,7,46,119,102,0.857,0.387,17,0.857
1.77,13,1.571,7,23,77,77,1,0.299,11,11
1.57,14,1.571,7,22,77,47,0.61,0.286,11,11
1.33,21,1.571,7,28,77,77,1,0.364,11,11
1.5,46,3.556,9,69,288,232,0.806,0.24,32,0.806
1.6,5,1.167,6,8,42,27,0.643,0.19,7,10
1.82,11,0.857,7,20,42,37,0.881,0.476,6,32
1.44,518,33.364,11,744,4037,2965,0.735,0.184,367,2965
1.82,73,5.444,9,133,441,340,0.772,0.302,49,441
2.71,56,4.556,9,152,369,337,0.913,0.412,41,0.913
2.71,17,1.5,8,46,96,96,1,0.479,12,96
1.31,26,2.571,7,34,126,104,0.825,0.27,18,110
1.29,17,1.571,7,22,77,76,0.987,0.286,11,11
1.83,6,22,1,11,22,22,1,0.5,22,22
2.08,12,1.125,8,25,72,65,0.903,0.347,9,9
1.29,452,56.778,9,582,4599,2376,0.516,0.126,511,0.5
1.38,61,5.714,7,84,280,263,0.939,0.3,40,191
1.71,7,1.143,7,12,56,35,0.625,0.214,8,8
1.86,21,1.5,8,39,96,86,0.896,0.406,12,0.5
1.64,14,1.571,7,23,77,77,1,0.299,11,11
2.63,8,0.875,8,21,56,56,1,0.375,7,56
1.75,144,7.818,11,252,946,646,0.685,0.267,86,0.695
2.08,64,3.5,10,133,350,290,0.829,0.38,35,6
2.63,99,5.909,11,260,715,511,0.713,0.364,65,4
1.38,13,2.167,6,18,78,52,0.667,0.231,13,13
1.64,14,2.167,6,23,78,70,0.897,0.295,13,78
1.87,53,6.857,7,99,336,198,0.589,0.294,48,2
2.74,27,2.1,10,74,210,177,0.843,0.352,21,2
1.86,35,2.5,8,65,160,145,0.906,0.406,20,2
1.75,12,1.286,7,21,63,56,0.889,0.333,9,63
1.86,28,2.714,7,52,133,117,0.88,0.391,19,2
2.22,9,1.167,6,20,42,41,0.976,0.476,7,41
1.58,19,2,7,30,98,94,0.959,0.306,14,98
2.08,12,2.6,5,25,65,61,0.938,0.385,13,7
1.27,15,1.833,6,19,66,47,0.712,0.288,11,0.7
1.81,57,3.778,9,103,306,250,0.817,0.337,34,0.817
1.94,16,2.167,6,31,78,68,0.872,0.395,13,13
1.4,20,1.375,8,28,88,88,1,0.318,11,9
1.27,575,66.875,8,732,4280,2844,0.665,0.171,535,0
2.03,66,4.2,10,134,420,382,0.909,0.319,42,0.5
2.22,9,0.75,8,20,48,44,0.917,0.417,6,2
1.41,274,25.889,9,387,2097,1421,0.678,0.184,233,1.41
1.57,21,2.286,7,33,112,79,0.705,0.295,16,16
2.5,6,1.429,7,15,70,41,0.586,0.214,10,2
1.67,15,1.833,6,25,66,55,0.833,0.379,11,4
1.93,358,30.111,9,691,2439,1642,0.672,0.283,271,19
1.75,16,1.571,7,28,77,70,0.909,0.364,11,54
1.38,8,1,6,11,36,36,1,0.306,6,36
1.87,53,2.7,10,99,270,224,0.83,0.367,27,162
1.57,14,1.833,6,22,66,64,0.97,0.333,11,11
2.3,10,0.778,9,23,63,43,0.683,0.365,7,7
1.67,9,0.857,7,15,42,42,1,0.357,6,42
2.33,6,1.4,5,14,35,23,0.657,0.4,7,0.7
1.35,54,6.667,6,73,240,236,0.983,0.304,40,2
1.83,6,1.167,6,11,42,33,0.786,0.262,7,7
1.77,13,1.571,7,23,77,50,0.649,0.299,11,11
1.36,44,5.857,7,60,287,187,0.652,0.209,41,1
1.46,26,2.714,7,38,133,89,0.669,0.286,19,8
1.88,8,1.6,5,15,40,36,0.9,0.375,8,20
1.35,31,3,7,42,147,125,0.85,0.286,21,98
1.33,15,2.167,6,20,78,73,0.936,0.256,13,38
1.34,111,10.111,9,149,819,694,0.848,0.182,91,0.
2.2,10,1.125,8,22,72,72,1,0.306,9,9
2.21,28,3.714,7,62,182,132,0.725,0.341,26,0.5
1.39,41,4.857,7,57,238,161,0.674,0.239,34,238
1.46,41,5.5,6,60,198,173,0.874,0.303,33,99
1.77,35,2.857,7,62,140,140,1,0.443,20,20
1.36,28,1.333,9,38,108,108,1,0.352,12,12
2.25,8,1.4,5,18,35,35,1,0.514,7,7
1.4,45,3.222,9,63,261,162,0.619,0.241,29,29
1.4,5,22,1,7,22,22,1,0.318,22,22
1.86,21,1.625,8,39,104,97,0.933,0.375,13,13
2.5,8,1,6,20,36,36,1,0.556,6,36
2.3,30,2.3,10,69,230,205,0.891,0.3,23,2.2
1.53,15,1.833,6,23,66,66,1,0.348,11,11
1.77,13,1.571,7,23,77,77,1,0.299,11,11
1.33,15,1.833,6,20,66,64,0.97,0.303,11,11
2.75,4,0.833,6,11,30,26,0.867,0.367,5,21
2.3,20,1.5,8,46,96,90,0.938,0.479,12,8
1.97,108,7.455,11,213,902,734,0.814,0.236,82,7
2.71,7,1,7,19,49,44,0.898,0.388,7,1
2.2,10,2.2,5,22,55,45,0.818,0.4,11,0.818
1.82,71,4.778,9,129,387,283,0.731,0.333,43,2
1.83,29,2.857,7,53,140,140,1,0.379,20,20
1.36,14,2.167,6,19,78,72,0.923,0.244,13,0.923
1.71,21,1.556,9,36,126,99,0.788,0.286,14,14
1.82,73,5.444,9,133,441,341,0.773,0.302,49,0.
1.33,21,2,7,28,98,98,1,0.286,14,98
1.81,81,5.5,10,147,550,426,0.774,0.267,55,3
2.2,5,0.667,6,11,24,24,1,0.458,4,24
1.33,12,1.4,5,16,35,35,1,0.457,7,21
2.09,117,8.333,9,244,675,632,0.937,0.362,75,75
1.36,135,11.889,9,184,963,711,0.737,0.191,107,0.737
2.01,84,7.8,10,169,780,527,0.676,0.217,78,0.676
2.03,119,9.111,9,242,738,690,0.936,0.328,82,11
1.67,9,3.5,4,15,56,41,0.732,0.268,14,19
1.63,8,1.6,5,13,40,36,0.9,0.325,8,40
1.26,285,25,10,359,2500,1532,0.612,0.144,250,2
2.09,74,5.2,10,155,520,391,0.752,0.298,52,7
2.71,217,18.222,9,589,1476,1144,0.773,0.399,164,3
1.75,16,1.571,7,28,77,70,0.909,0.364,11,48
1.87,53,4.25,8,99,272,204,0.75,0.363,34,272
2.18,11,0.875,8,24,56,56,1,0.429,7,7
1.4,10,1,7,14,49,49,1,0.286,7,7
2.67,409,41.333,9,1094,3388,2127,0.628,0.324,376,0
2.05,20,1.5,8,41,96,96,1,0.427,12,96
1.58,12,1.6,5,19,40,38,0.95,0.475,8,38
1.46,78,5.444,9,114,441,347,0.787,0.258,49,441
1.27,575,66.875,8,731,4280,2986,0.697,0.171,535,0
1.48,187,11.5,10,276,1150,872,0.758,0.24,115,0.95
1.57,14,1.833,6,22,66,64,0.97,0.333,11,11
2.4,83,24.75,4,199,396,373,0.942,0.503,99,6
1.36,11,1.143,7,15,56,43,0.768,0.268,8,0.857
2.18,49,3.091,11,107,374,226,0.604,0.286,34,230
1.69,140,10.333,9,236,837,685,0.818,0.281,93,0.818
2.05,122,9.222,9,250,747,630,0.844,0.335,83,6
1.67,18,1.857,7,30,91,78,0.857,0.33,13,13
2.22,9,1.167,6,20,42,41,0.976,0.476,7,41
1.33,27,1.857,7,36,91,91,1,0.396,13,13
2.33,3,0.571,7,7,28,24,0.857,0.25,4,24
1.64,85,6.111,9,139,495,400,0.808,0.281,55,3
1.53,15,1.833,6,23,66,66,1,0.348,11,66
1.71,7,1.143,7,12,56,35,0.625,0.214,8,8
1.33,43,5.286,7,57,259,188,0.727,0.221,37,0.
2.2,5,0.556,9,11,45,39,0.867,0.244,5,5
1.26,171,31.143,7,216,1526,951,0.623,0.142,218,0.
1.36,25,2.571,7,34,126,94,0.748,0.27,18,2
1.39,18,2.167,6,25,78,72,0.923,0.321,13,7
1.93,358,30.222,9,692,2448,1653,0.677,0.283,272,1361
1.67,6,1.167,6,10,42,33,0.786,0.238,7,12
1.97,431,22.583,12,847,3252,1898,0.582,0.261,271,8
2.1,20,1.5,8,42,96,96,1,0.438,12,96
