mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
2.4,5,0.571,7,12,28,20,0.714,0.429,4,20
2.21,28,1.5,10,62,150,129,0.86,0.413,15,8
2.17,6,0.5,8,13,32,25,0.781,0.406,4,16
1.39,186,11.9,10,258,1190,959,0.805,0.217,119,0.805
1.88,8,1,7,15,49,39,0.796,0.306,7,21
1.93,60,4.625,8,116,296,223,0.753,0.392,37,296
1.67,123,16.667,6,206,600,443,0.734,0.343,100,267
2.67,42,4.25,8,112,272,213,0.783,0.411,34,272
2.4,181,13.444,9,434,1089,918,0.844,0.399,121,0.846
1.41,17,1.857,7,24,91,85,0.934,0.264,13,13
1.39,41,3.7,10,57,370,169,0.457,0.154,37,2
2.35,17,1.5,8,40,96,89,0.927,0.417,12,0.667
1.6,15,2.6,5,24,65,58,0.892,0.369,13,2
1.86,7,1.167,6,13,42,36,0.857,0.31,7,1
1.26,285,30.143,7,359,1479,1299,0.877,0.243,211,0
1.41,69,6.857,7,97,336,308,0.917,0.289,48,3
1.69,26,1.333,9,44,108,95,0.88,0.407,12,12
1.38,24,2.125,8,33,136,115,0.848,0.243,17,136
1.33,18,1.833,6,24,66,63,0.955,0.364,11,11
1.35,34,3.143,7,46,154,110,0.714,0.299,22,0.714
1.33,18,2,7,24,98,92,0.939,0.245,14,85
2.14,22,1.5,8,47,96,89,0.927,0.49,12,12
2.03,65,4.111,9,132,333,283,0.85,0.396,37,0.396
1.67,6,1.167,6,10,42,33,0.786,0.238,7,14
1.87,53,6.5,6,99,234,217,0.927,0.423,39,0.923
1.57,14,2.333,6,22,84,73,0.871,0.262,14,0.857
2.19,56,5.875,8,123,376,337,0.896,0.327,47,0.5
1.5,18,1.571,7,27,77,56,0.727,0.351,11,0.
2.25,122,7.8,10,274,780,614,0.788,0.352,78,6
1.28,18,1.857,7,23,91,89,0.978,0.253,13,0.857
1.44,25,2.429,7,36,119,103,0.866,0.303,17,77
1.69,16,1.857,7,27,91,85,0.934,0.297,13,0.7
2.1,52,3.727,11,109,451,283,0.628,0.242,41,0.
1.33,15,2.167,6,20,78,68,0.872,0.256,13,45
1.27,575,66.875,8,731,4280,2995,0.699,0.171,535,0
1.75,4,0.571,7,7,28,25,0.893,0.25,4,28
1.88,59,4.375,8,111,280,273,0.975,0.396,35,280
1.43,203,19.667,9,290,1593,1154,0.726,0.182,177,0.726
1.94,386,23.818,11,747,2882,2371,0.821,0.259,262,17
2.09,46,3.5,8,96,224,224,1,0.429,28,3
2.44,432,2.73,37,1054,3737,2595,0.695,0.283,101,19
1.6,15,1.833,6,24,66,55,0.833,0.364,11,55
1.67,15,1.125,8,25,72,69,0.958,0.347,9,9
1.67,9,3.5,4,15,56,41,0.732,0.268,14,19
2.22,9,1.167,6,20,42,41,0.976,0.476,7,41
2.08,26,2.875,8,54,184,163,0.884,0.293,23,0.923
2.38,133,11.444,9,316,927,715,0.771,0.341,103,0.714
1.36,175,28.286,7,238,1386,984,0.711,0.171,198,14
1.33,21,1.857,7,28,91,75,0.824,0.308,13,0.571
1.87,53,3.1,10,99,310,252,0.813,0.316,31,31
1.36,24,2.286,7,32,112,112,1,0.286,16,112
1.31,29,2.111,9,38,171,106,0.622,0.222,19,9
1.35,31,4,6,42,144,112,0.778,0.292,24,24
1.33,15,2,6,20,72,72,1,0.278,12,72
1.69,26,1.1,10,44,110,110,1,0.4,11,110
2.18,11,0.875,8,24,56,56,1,0.429,7,7
1.84,19,1.857,7,35,91,84,0.923,0.385,13,13
2.09,11,0.875,8,23,56,56,1,0.411,7,7
1.82,91,5.2,10,166,520,348,0.669,0.319,52,0.5
1.6,178,16.778,9,285,1359,620,0.456,0.211,151,7
2.07,14,2.286,7,29,112,112,1,0.259,16,16
1.6,15,1.833,6,24,66,59,0.891,0.364,11,0.727
2.58,19,2.111,9,49,171,131,0.767,0.287,19,8
1.53,49,4.714,7,75,231,181,0.784,0.324,33,3
1.87,30,2.25,8,56,144,134,0.931,0.389,18,2
1.63,16,1.571,7,26,77,68,0.883,0.338,11,0.6
2.45,11,1.286,7,27,63,43,0.683,0.429,9,63
1.36,251,20.444,9,341,1656,1095,0.661,0.206,184,7
1.36,25,2.571,7,34,126,94,0.745,0.27,18,113
2.58,19,1.818,11,49,220,82,0.373,0.223,20,2
1.29,17,1.571,7,22,77,71,0.922,0.286,11,0.7
1.4,93,10,7,130,490,478,0.976,0.265,70,70
2.09,46,3.5,10,96,350,234,0.671,0.274,35,2
1.33,21,2,7,28,98,98,1,0.286,14,98
1.57,58,5.143,7,91,252,247,0.98,0.362,36,2
2.86,14,2.333,6,40,84,68,0.81,0.476,14,84
1.58,58,5.857,7,92,287,233,0.811,0.32,41,0.857
1.41,17,1.571,7,24,77,69,0.896,0.312,11,11
1.58,31,2.714,7,49,133,116,0.87,0.369,19,9
2.06,64,4.5,8,132,288,276,0.958,0.458,36,276
2.47,17,2.6,5,42,65,61,0.938,0.646,13,49
1.69,13,1.833,6,22,66,53,0.803,0.333,11,11
1.91,36,2.5,10,69,250,147,0.588,0.276,25,2
1.82,73,5.444,9,133,441,315,0.714,0.302,49,0.
1.29,14,2.333,6,18,84,51,0.607,0.214,14,2
1.26,285,31.556,9,359,2556,1535,0.601,0.14,284,284
1.67,24,1.625,8,40,104,97,0.933,0.385,13,85
2.06,64,3.909,11,132,473,366,0.774,0.279,43,2
1.71,7,1.143,7,12,56,35,0.625,0.214,8,8
1.36,28,3.333,6,38,120,112,0.933,0.317,20,14
2.17,6,1.167,6,13,42,31,0.738,0.31,7,31
1.83,6,0.556,9,11,45,28,0.622,0.244,5,2
1.36,42,4.857,7,57,238,172,0.722,0.239,34,0.857
1.6,15,1.833,6,24,66,55,0.833,0.364,11,55
2.2,10,1.143,7,22,56,43,0.768,0.393,8,8
1.33,198,19.625,8,264,1256,1039,0.827,0.211,157,0.824
1.81,36,3.714,7,65,182,182,1,0.356,26,182
2.5,10,1.125,8,25,72,65,0.903,0.347,9,9
1.53,55,4.111,9,84,333,266,0.798,0.252,37,0.794
1.36,13,1.143,7,18,56,44,0.786,0.321,8,8
2.17,18,1.5,8,39,96,88,0.917,0.406,12,96
1.4,229,31.857,7,320,1561,1036,0.664,0.205,223,8
2.11,9,1.4,5,19,35,35,1,0.543,7,7
2.06,67,4.556,9,138,369,311,0.843,0.374,41,0.843
2.12,26,1.6,10,55,160,120,0.75,0.344,16,7
2.14,22,1.6,10,47,160,160,1,0.293,16,160
1.64,14,2.167,6,23,78,70,0.897,0.295,13,78
1.35,34,2.111,9,46,171,110,0.643,0.269,19,0.619
2.63,8,1.4,5,21,35,35,1,0.6,7,35
2.44,39,2.8,10,95,280,217,0.775,0.339,28,3
1.63,8,1,6,13,36,28,0.778,0.361,6,17
2.11,19,1.5,8,40,96,93,0.969,0.417,12,0.417
1.29,87,6.111,9,112,495,363,0.733,0.226,55,0.707
1.57,58,5.714,7,91,280,256,0.914,0.326,40,2
1.53,53,4.333,9,81,351,316,0.899,0.231,39,0.
1.93,30,2.375,8,58,152,110,0.724,0.382,19,2
1.31,149,14.778,9,195,1197,748,0.625,0.163,133,6
2.22,27,2.333,9,60,189,162,0.857,0.317,21,2
2.11,19,1.5,8,40,96,93,0.969,0.417,12,76
2.38,8,1.167,6,19,42,39,0.929,0.452,7,7
2.42,66,6.111,9,160,495,363,0.733,0.323,55,0.363
2.23,29,3.714,7,65,182,166,0.912,0.356,26,182
1.33,43,5.857,7,57,287,207,0.721,0.199,41,0.5
1.35,26,2.571,7,35,126,123,0.976,0.278,18,2
1.64,21,1.571,7,34,77,76,0.987,0.442,11,11
1.65,23,1.5,8,38,96,89,0.927,0.396,12,12
1.57,23,1.875,8,36,120,77,0.642,0.3,15,10
1.87,91,8.625,8,170,552,448,0.811,0.308,69,3
1.97,431,24.727,11,847,2992,2104,0.703,0.283,272,0.863
1.48,27,2.429,7,40,119,108,0.908,0.336,17,10
2.13,39,3.25,8,83,208,208,1,0.398,26,208
1.63,8,1.167,6,13,42,39,0.929,0.31,7,1
1.85,13,1.857,7,24,91,80,0.879,0.264,13,80
1.75,8,1.4,5,14,35,33,0.943,0.4,7,20
2.45,11,0.875,8,27,56,53,0.946,0.482,7,7
2.67,409,41.625,8,1094,2664,2295,0.861,0.41,333,1862
2.44,213,18.9,10,520,1890,973,0.515,0.274,189,10
2.07,14,2.286,7,29,112,112,1,0.259,16,112
1.38,61,8.4,5,84,210,179,0.85,0.4,42,14
1.71,21,1.857,7,36,91,91,1,0.396,13,91
1.77,13,1.286,7,23,63,56,0.889,0.365,9,63
2.47,17,2.8,5,42,70,62,0.886,0.6,14,10
1.69,28,2.714,7,47,133,122,0.917,0.353,19,1
2.04,33,1.8,10,67,180,180,1,0.722,18,180
1.69,70,4.7,10,118,470,374,0.797,0.251,47,47
2.2,10,2.2,5,22,55,45,0.818,0.4,11,0.818
1.5,14,1.286,7,21,63,53,0.841,0.333,9,63
1.67,96,7.222,9,160,585,462,0.791,0.274,65,4
1.27,80,9.375,8,102,600,349,0.582,0.17,75,4
1.93,84,6.125,8,162,392,298,0.76,0.413,49,0.413
2.14,22,1.625,8,47,104,99,0.951,0.452,13,13
1.4,83,10.143,7,116,497,334,0.672,0.233,71,0.
1.29,35,3.571,7,45,175,124,0.709,0.257,25,0.714
1.46,26,2.714,7,38,133,89,0.669,0.286,19,9
1.5,14,1.429,7,21,70,54,0.771,0.3,10,1.29
1.57,28,2.714,7,44,133,117,0.88,0.331,19,0.95
2.23,166,11.545,11,371,1397,959,0.687,0.266,127,0.
1.28,409,27.1,10,524,2710,2084,0.767,0.193,271,2084
1.38,24,2.833,6,33,102,90,0.881,0.324,17,17
2.71,7,1.857,7,19,91,77,0.846,0.209,13,0.846
2.33,3,1.25,4,7,20,16,0.8,0.35,5,9
2.4,5,30,1,12,30,30,1,0.4,30,30
1.84,19,2.167,6,35,78,65,0.835,0.449,13,13
1.38,61,8.167,6,84,294,204,0.694,0.286,49,7
1.28,181,18.5,8,232,1184,850,0.718,0.196,148,12
1.77,22,1.857,7,39,91,86,0.945,0.429,13,13
2.09,116,9.556,9,242,774,546,0.705,0.312,86,7
1.84,19,1.5,8,35,96,89,0.927,0.365,12,0.923
2.03,65,4.111,9,132,333,283,0.85,0.396,37,0.396
2.29,21,2.333,6,48,84,84,1,0.571,14,84
2.44,34,1.9,10,83,190,178,0.939,0.434,19,2
1.41,69,7.714,7,97,378,231,0.611,0.257,54,2
2.71,17,2.429,7,46,119,102,0.857,0.387,17,0.857
1.38,50,5.714,7,69,280,242,0.862,0.245,40,280
2.23,13,1.25,8,29,80,73,0.913,0.363,10,80
1.65,20,1.875,8,33,120,97,0.808,0.275,15,8
2.04,32,2.375,8,65,152,152,1,0.429,19,152
1.82,11,0.875,8,20,56,54,0.964,0.357,7,7
1.6,15,2.143,7,24,105,105,1,0.229,15,105
1.36,14,1.571,7,19,77,47,0.61,0.247,11,1
2.29,21,2.333,6,48,84,83,0.988,0.571,14,14
2.05,58,5.875,8,119,376,337,0.896,0.316,47,3
1.4,110,10.5,8,154,672,463,0.688,0.229,84,7
1.48,227,19.444,9,336,1575,901,0.574,0.213,175,7
1.38,13,1.143,7,18,56,44,0.786,0.321,8,8
2.12,81,4.9,10,172,490,476,0.971,0.351,49,0.971
1.34,77,5.2,10,103,520,443,0.85,0.198,52,0.85
2.67,3,1.4,5,8,35,21,0.6,0.229,7,21
1.38,50,4.714,7,69,231,174,0.753,0.299,33,0.7
2.74,27,2.1,10,74,210,177,0.843,0.352,21,2
2.14,22,2.286,7,47,112,86,0.768,0.42,16,0.786
1.38,34,3.429,7,47,168,102,0.607,0.28,24,24
1.93,30,2.857,7,58,140,137,0.979,0.414,20,2
2.21,89,5.545,11,197,671,493,0.735,0.294,61,9
1.29,16,1.833,6,21,66,47,0.712,0.318,11,11
1.83,12,0.75,8,22,48,45,0.938,0.458,6,48
1.71,7,1,7,12,49,49,1,0.245,7,7
1.91,117,10.111,9,223,819,603,0.737,0.273,91,0.737
1.36,45,3.75,8,61,240,197,0.821,0.254,30,240
1.77,35,2.857,7,62,140,140,1,0.443,20,20
1.4,110,10.5,8,154,672,463,0.689,0.229,84,7
1.41,41,4.857,7,58,238,156,0.655,0.244,34,9
1.31,32,3,7,42,147,125,0.85,0.286,21,116
2.45,11,0.875,8,27,56,53,0.946,0.482,7,1
2.08,26,2.857,7,54,140,120,0.857,0.386,20,20
1.48,23,2.571,7,34,126,110,0.873,0.27,18,2
1.33,21,2.6,5,28,65,65,1,0.431,13,65
1.87,102,9.111,9,191,738,624,0.846,0.258,82,7
1.36,11,1,7,15,49,43,0.878,0.306,7,21
2.63,19,2,8,50,128,89,0.695,0.391,16,128
1.93,112,9.222,9,216,747,561,0.751,0.289,83,83
1.38,24,2.833,6,33,102,90,0.881,0.324,17,102
1.97,31,2.375,8,61,152,149,0.98,0.401,19,113
2.01,75,5.222,9,151,423,366,0.866,0.357,47,47
1.57,14,1.833,6,22,66,64,0.97,0.333,11,11
1.65,23,2,7,38,98,83,0.847,0.388,14,14
1.83,102,8.875,8,187,568,441,0.776,0.329,71,9
1.5,18,1.571,7,27,77,56,0.727,0.351,11,11
1.29,87,6.111,9,112,495,346,0.699,0.226,55,0.
2.01,91,6,10,183,600,564,0.937,0.305,60,5
1.29,35,3.286,7,45,161,136,0.845,0.28,23,23
1.93,30,2.625,8,58,168,162,0.964,0.346,21,9
1.36,14,2.167,6,19,78,72,0.923,0.244,13,78
1.69,13,2.6,5,22,65,60,0.923,0.338,13,13
1.53,15,1.833,6,23,66,66,1,0.348,11,11
1.35,31,3.286,7,42,161,130,0.808,0.26,23,23
2.47,47,4.222,9,116,342,244,0.714,0.339,38,2
1.75,8,1.4,5,14,35,33,0.943,0.4,7,20
2.44,752,41.5,12,1833,5976,3818,0.639,0.307,498,0.
1.64,14,2.167,6,23,78,70,0.897,0.295,13,78
2.2,5,0.556,9,11,45,39,0.867,0.244,5,5
1.33,21,2.167,6,28,78,61,0.782,0.359,13,7
2.38,13,1.25,8,31,80,73,0.913,0.388,10,80
1.35,31,3.286,7,42,161,125,0.774,0.26,23,23
1.82,22,3.6,5,40,90,73,0.811,0.444,18,2
2.22,9,0.75,8,20,48,44,0.917,0.417,6,38
1.58,19,1.857,7,30,91,76,0.835,0.33,13,13
1.77,13,1.571,7,23,77,50,0.649,0.299,11,11
1.94,36,2.625,8,70,168,161,0.958,0.417,21,0.417
2.11,9,1.167,6,19,42,41,0.976,0.452,7,0.667
1.48,49,4.714,7,72,231,230,0.996,0.312,33,8
1.5,28,2.571,7,42,126,120,0.952,0.333,18,2
2.12,26,1.6,10,55,160,120,0.75,0.344,16,5
1.33,21,2.167,6,28,78,76,0.974,0.359,13,9
2.07,29,2.1,10,60,210,172,0.819,0.286,21,14
1.67,6,1.167,6,10,42,31,0.738,0.238,7,12
1.5,28,1.1,10,42,110,110,1,0.382,11,110
1.83,6,1.167,6,11,42,33,0.786,0.262,7,7
2.25,4,1,7,9,49,38,0.776,0.184,7,14
2.18,17,1.5,8,37,96,77,0.802,0.385,12,0.923
2.08,12,1.125,8,25,72,65,0.903,0.348,9,9
2.38,24,1.182,11,57,143,140,0.979,0.399,13,123
2.08,12,1.125,8,25,72,65,0.903,0.346,9,9
2.1,42,4.714,7,88,231,171,0.74,0.38,33,2
1.67,9,3.5,4,15,56,41,0.732,0.268,14,19
1.34,596,59.222,9,799,4797,2841,0.592,0.167,533,15
2.35,34,2.667,9,80,216,195,0.901,0.37,24,2
2.09,11,1.125,8,23,72,46,0.639,0.319,9,9
1.86,21,1.5,8,39,96,86,0.896,0.406,12,0.5
2.44,54,5,8,132,320,320,1,0.413,40,320
2.09,74,5.2,10,155,520,391,0.752,0.298,52,8
1.53,49,5.125,8,75,328,173,0.527,0.228,41,0.
1.4,10,1.167,6,14,42,40,0.952,0.333,7,42
1.65,20,1.5,8,33,96,85,0.885,0.344,12,0.857
2.74,86,5.444,9,236,441,439,0.995,0.535,49,3
1.4,5,10.5,2,7,42,27,0.643,0.167,21,0.643
1.87,91,5.182,11,170,627,362,0.577,0.271,57,0.
1.75,12,1.286,7,21,63,56,0.889,0.333,9,63
1.75,20,1.571,7,35,77,75,0.974,0.455,11,9
1.85,13,1.857,7,24,91,80,0.879,0.264,13,13
1.39,69,4.667,9,96,378,278,0.731,0.254,42,9
2.45,11,1.286,7,27,63,43,0.683,0.429,9,56
1.91,64,4.125,8,122,264,243,0.917,0.463,33,9
2.71,7,1.857,7,19,91,77,0.846,0.209,13,0.846
1.76,25,1.625,8,44,104,103,0.99,0.423,13,97
1.39,38,4.833,6,53,174,168,0.966,0.305,29,174
2.18,11,0.875,8,24,56,56,1,0.429,7,7
1.75,4,0.571,7,7,28,24,0.857,0.25,4,28
1.94,17,2.143,7,33,105,105,1,0.314,15,105
2.09,11,1.429,7,23,70,62,0.886,0.329,10,10
1.29,66,6.714,7,85,329,251,0.763,0.258,47,3
1.71,14,2.333,6,24,84,84,1,0.286,14,84
1.86,7,1.571,7,13,77,42,0.545,0.169,11,11
1.38,24,2.833,6,33,102,102,1,0.324,17,17
2.2,10,1.143,7,22,56,45,0.804,0.393,8,0.636
1.94,32,2.625,8,62,168,123,0.729,0.369,21,84
1.33,52,4.857,7,69,238,174,0.731,0.289,34,0.857
1.94,33,4.429,7,64,217,186,0.857,0.295,31,3
1.71,14,2.167,6,24,78,63,0.808,0.308,13,78
1.57,28,1.333,9,44,108,108,1,0.407,12,12
1.4,5,1.2,5,7,30,30,1,0.233,6,30
1.33,12,1,7,16,49,49,1,0.327,7,49
1.58,103,12.5,6,163,450,427,0.948,0.362,75,24
1.93,84,7.111,9,162,576,471,0.818,0.281,64,0.818
1.38,32,3,7,44,147,123,0.837,0.299,21,117
2.21,39,2.167,12,86,312,259,0.83,0.276,26,17
1.41,27,2.286,7,38,112,112,1,0.339,16,16
1.28,555,50.778,9,712,4113,2594,0.63,0.173,457,14
1.33,21,2.167,6,28,78,61,0.782,0.359,13,9
1.46,36,2.857,7,53,140,124,0.886,0.379,20,20
2.2,10,0.778,9,22,63,43,0.683,0.349,7,7
1.29,86,6.75,8,111,432,339,0.784,0.257,54,0.
1.41,32,3.286,7,45,161,123,0.764,0.28,23,2
1.31,29,2.111,9,38,171,115,0.673,0.222,19,0.667
2.2,10,1.125,8,22,72,70,0.972,0.306,9,9
1.36,47,4.875,8,64,312,222,0.712,0.205,39,0.39
1.26,222,19.444,9,279,1575,983,0.624,0.177,175,7
2.1,20,1.5,8,42,96,96,1,0.438,12,96
1.44,27,2.286,7,39,112,71,0.634,0.346,16,16
1.26,448,56.556,9,564,4581,2296,0.501,0.123,509,22
1.35,31,3,7,42,147,125,0.85,0.286,21,98
1.36,24,2.833,6,32,102,97,0.951,0.314,17,17
1.88,8,0.75,8,15,48,39,0.813,0.313,6,48
1.33,15,1.833,6,20,66,64,0.97,0.303,11,11
1.38,356,30.111,9,492,2439,1653,0.677,0.202,271,9
1.71,7,1.143,7,12,56,35,0.625,0.214,8,8
1.77,13,1.286,7,23,63,59,0.937,0.365,9,7
1.75,183,16.667,9,320,1350,782,0.579,0.237,150,10
1.38,24,2.571,7,33,126,126,1,0.262,18,2
2.42,126,8.444,9,304,684,650,0.95,0.443,76,0.764
2.21,14,1.25,8,31,80,73,0.913,0.388,10,80
1.69,26,1.333,9,44,108,95,0.88,0.407,12,108
1.53,35,2.222,9,54,180,104,0.578,0.3,20,20
1.34,340,32.625,8,455,2088,1619,0.773,0.218,261,0
1.38,13,2.167,6,18,78,76,0.974,0.231,13,13
1.36,44,4.857,7,60,238,238,1,0.252,34,238
2.07,29,1.364,11,60,165,149,0.903,0.364,15,122
2.21,19,2,8,42,128,95,0.742,0.328,16,128
2.4,20,2.429,7,48,119,111,0.933,0.403,17,17
1.31,39,3.375,8,51,216,148,0.685,0.236,27,11
1.38,13,1.286,7,18,63,56,0.889,0.286,9,63
2.71,7,1.857,7,19,91,77,0.846,0.209,13,0.571
1.38,13,1.143,7,18,56,44,0.786,0.321,8,8
1.38,21,2.167,6,29,78,78,1,0.372,13,78
1.93,103,9.222,9,199,747,594,0.795,0.267,83,6
1.57,23,1.5,8,36,96,77,0.802,0.375,12,96
1.57,203,24.111,9,318,1953,872,0.447,0.163,217,1
1.36,14,2.167,6,19,78,72,0.923,0.244,13,78
1.38,94,9.857,7,130,483,474,0.982,0.269,69,69
1.4,5,1.2,5,7,30,30,1,0.233,6,30
2.75,4,0.833,6,11,30,26,0.867,0.367,5,30
1.33,15,1.833,6,20,66,64,0.97,0.303,11,11
1.67,96,5.778,9,160,468,466,0.996,0.342,52,52
2.22,9,1.167,6,20,42,41,0.976,0.476,7,35
1.41,69,8.5,6,97,306,254,0.831,0.316,51,0.
1.26,222,19.444,9,279,1575,983,0.624,0.177,175,7
1.75,77,6.4,10,135,640,443,0.69,0.211,64,3
1.53,38,3.286,7,58,161,161,1,0.361,23,23
2.5,20,1.5,8,50,96,92,0.958,0.521,12,9
1.63,8,1.6,5,13,40,36,0.9,0.325,8,40
2.25,4,0.714,7,9,35,20,0.571,0.257,5,20
2.35,26,2.444,9,61,198,178,0.899,0.308,22,2
2.25,8,1.4,5,18,35,35,1,0.514,7,7
2.58,40,2.909,11,103,352,210,0.597,0.293,32,250
