mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
1.58,31,2.111,9,49,171,118,0.691,0.287,19,9
2.5,4,1,6,10,36,28,0.778,0.278,6,24
1.87,258,15.7,10,483,1570,1015,0.647,0.308,157,19
1.35,31,3.286,7,42,161,109,0.677,0.26,23,23
1.33,15,1.833,6,20,66,64,0.97,0.303,11,11
1.58,19,1.857,7,30,91,78,0.857,0.33,13,13
1.91,22,1.5,8,42,96,96,1,0.438,12,96
1.53,38,3.286,7,58,161,161,1,0.361,23,23
1.57,7,1.571,7,11,77,43,0.558,0.143,11,11
2.5,6,1.4,5,15,35,31,0.886,0.429,7,31
1.97,431,24.727,11,847,2992,2102,0.703,0.283,272,0.863
1.81,89,5.5,10,161,550,446,0.811,0.293,55,3
1.43,74,5.125,8,106,328,211,0.643,0.323,41,0.
1.88,17,1.25,8,32,80,80,1,0.4,10,80
1.67,9,1.4,5,15,35,35,1,0.429,7,20
1.91,116,7.909,11,222,957,569,0.595,0.232,87,0.595
1.41,69,8.6,5,97,215,215,1,0.45,43,215
2.2,55,4.875,8,121,312,291,0.933,0.388,39,8
1.63,8,1.4,5,13,35,35,1,0.371,7,7
1.93,60,4.125,8,116,264,234,0.886,0.439,33,264
1.91,358,27.1,10,685,2710,1654,0.609,0.253,271,8
1.26,222,19.444,9,279,1575,983,0.624,0.177,175,7
1.4,229,31.857,7,320,1561,1036,0.664,0.205,223,0.857
1.94,85,7.111,9,165,576,471,0.818,0.287,64,0.818
2.08,74,5.2,10,154,520,388,0.745,0.295,52,0.868
1.31,39,4.333,6,51,156,153,0.981,0.26,26,26
2.04,27,1.778,9,55,144,144,1,0.38,16,144
1.94,31,2.375,8,60,152,107,0.704,0.395,19,107
2.29,133,8.7,10,304,870,628,0.722,0.35,87,0.667
1.87,53,2.7,10,99,270,224,0.83,0.367,27,11
1.77,35,3.571,7,62,175,125,0.714,0.354,25,80
1.71,7,1.143,7,12,56,35,0.625,0.214,8,8
1.84,31,2.25,8,57,144,127,0.882,0.396,18,11
1.38,356,30.111,9,492,2439,1654,0.677,0.202,271,9
1.53,15,1.833,6,23,66,66,1,0.348,11,11
1.57,21,1.857,7,33,91,76,0.835,0.363,13,13
1.44,27,1.333,9,39,108,108,1,0.361,12,12
2.74,27,2.2,10,74,220,184,0.836,0.336,22,2
2.08,12,0.7,10,25,70,61,0.871,0.357,7,7
1.71,7,1.143,7,12,56,35,0.625,0.214,8,8
2.18,11,0.875,8,24,56,56,1,0.429,7,7
2.5,22,2.25,8,55,144,133,0.923,0.38,18,2
2.08,12,1.125,8,25,72,65,0.903,0.347,9,9
1.88,8,1.4,5,15,35,35,1,0.429,7,20
2.14,7,1.167,6,15,42,32,0.762,0.357,7,32
2.71,17,2.429,7,46,119,102,0.857,0.387,17,0.857
1.88,8,1.2,5,15,30,30,1,0.5,6,30
2.05,20,1.5,8,41,96,72,0.75,0.427,12,0.667
2.13,24,2.625,8,51,168,126,0.750,0.303,21,168
2.2,20,1.5,8,44,96,89,0.927,0.458,12,0.75
1.76,21,1.625,8,37,104,97,0.933,0.356,13,13
2.33,18,1.2,10,42,120,104,0.867,0.35,12,0.867
1.38,47,5.714,7,65,280,198,0.707,0.232,40,4
1.28,25,2.571,7,32,126,109,0.865,0.254,18,113
1.67,123,10.333,9,206,837,440,0.526,0.246,93,0.667
1.88,17,1.25,8,32,80,80,1,0.4,10,80
1.4,93,10,7,130,490,478,0.976,0.265,70,70
1.36,11,3.286,7,15,161,87,0.54,0.093,23,23
1.57,14,2.333,6,22,84,84,1,0.262,14,84
1.65,77,8.714,7,127,427,412,0.965,0.297,61,0.
1.6,215,32.429,7,345,1589,809,0.509,0.217,227,16
1.4,5,1.2,5,7,30,30,1,0.233,6,6
2.63,8,1.125,8,21,72,72,1,0.292,9,9
1.77,35,2.5,8,62,160,160,1,0.388,20,160
1.65,20,2.333,6,33,84,76,0.905,0.393,14,68
2.47,32,2.5,8,79,160,160,1,0.494,20,160
1.58,31,2.714,7,49,133,116,0.87,0.369,19,10
1.84,19,2,7,35,98,94,0.959,0.357,14,98
2.67,12,1.125,8,32,72,69,0.958,0.444,9,9
2.08,12,0.7,10,25,70,61,0.871,0.357,7,6
2.08,12,1.125,8,25,72,65,0.903,0.347,9,9
1.65,31,2.375,8,51,152,149,0.98,0.334,19,152
1.27,461,56.444,9,587,4572,2425,0.53,0.128,508,0.
1.29,16,1.833,6,20,66,62,0.94,0.303,11,11
1.91,33,2.5,8,63,160,160,1,0.394,20,160
1.28,254,29.667,9,326,2403,1176,0.491,0.136,267,267
2.42,42,3.222,9,102,261,249,0.954,0.39,29,8
1.31,39,3.375,8,51,216,148,0.685,0.236,27,11
1.57,14,1.571,7,22,77,47,0.61,0.286,11,11
2.08,12,0.7,10,25,70,61,0.871,0.357,7,7
2.58,112,8.5,8,289,544,544,1,0.532,68,544
1.33,18,1.571,7,24,77,77,1,0.312,11,77
2.13,40,3.125,8,85,200,174,0.87,0.425,25,4
1.63,16,2.167,6,26,78,68,0.872,0.333,13,45
1.6,15,1.833,6,24,66,55,0.833,0.364,11,55
1.4,178,10.75,8,250,688,669,0.973,0.363,86,0.
1.64,14,1.571,7,23,77,52,0.675,0.299,11,11
1.65,65,4.875,8,107,312,261,0.84,0.344,39,0.4
2.44,25,2.125,8,61,136,117,0.86,0.447,17,0.857
1.34,456,59.556,9,609,4824,2376,0.493,0.126,536,24
2.47,64,4.111,9,158,333,299,0.898,0.475,37,0.898
1.31,39,4.286,7,51,210,183,0.871,0.243,30,186
1.83,12,1,8,22,64,59,0.922,0.344,8,0.5
2.19,56,4.375,8,123,280,280,1,0.439,35,280
1.29,77,5.125,8,99,328,309,0.942,0.302,41,328
1.33,15,1.833,6,20,66,64,0.97,0.303,11,11
1.88,8,1.4,5,15,35,35,1,0.429,7,20
1.87,108,8.222,9,202,669,653,0.976,0.302,74,0.5
1.39,185,13.7,10,256,1370,925,0.675,0.187,137,10
1.6,73,5.444,9,117,441,328,0.744,0.265,49,3
1.83,12,0.75,8,22,48,47,0.979,0.458,6,48
1.83,6,1.4,5,11,35,30,0.857,0.314,7,7
1.82,73,5.444,9,133,441,341,0.773,0.301,49,0.
1.28,18,2.167,6,23,78,72,0.923,0.295,13,78
1.86,35,2.5,8,65,160,145,0.906,0.406,20,2
1.63,40,2.875,8,65,184,173,0.942,0.353,23,2
2.75,4,0.833,6,11,30,26,0.867,0.367,5,30
2.75,57,4.667,9,157,378,346,0.915,0.416,42,0.783
2.44,57,4.444,9,139,360,320,0.889,0.386,40,2
2.21,39,4.429,7,86,217,187,0.862,0.396,31,31
1.71,7,1.571,7,12,77,43,0.558,0.156,11,11
1.48,21,2.143,7,31,105,88,0.838,0.295,15,69
1.44,79,8.111,9,114,657,285,0.434,0.174,73,2
2.06,17,1.556,9,35,126,126,1,0.278,14,14
1.44,27,1.778,9,39,144,111,0.771,0.271,16,9
2.22,9,1.4,5,20,35,35,1,0.571,7,35
1.85,13,1.857,7,24,91,80,0.879,0.264,13,80
1.5,14,2.286,7,21,112,79,0.705,0.189,16,112
1.31,298,31.8,10,390,3180,1424,0.447,0.123,318,9
1.67,24,2,8,40,128,118,0.922,0.313,16,128
2.4,83,5.545,11,199,671,417,0.622,0.296,61,0.
1.93,120,16.667,6,232,600,456,0.76,0.387,100,17
2.45,11,0.875,8,27,56,53,0.946,0.482,7,7
2.02,46,4.875,8,93,312,236,0.756,0.298,39,8
1.85,94,6.6,10,174,660,389,0.588,0.264,66,9
1.83,66,3.6,10,121,360,290,0.806,0.336,36,0.361
1.67,9,1.4,5,15,35,35,1,0.429,7,20
1.86,95,6.7,10,177,670,412,0.614,0.264,67,3
1.29,86,5.222,9,111,423,349,0.825,0.262,47,0.471
1.26,222,19.444,9,279,1575,983,0.624,0.177,175,7
2.67,12,1.125,8,32,72,69,0.958,0.444,9,72
2.38,8,1.75,8,19,112,112,1,0.169,14,112
1.84,56,3.3,10,103,330,277,0.839,0.311,33,6
2.3,156,13.556,9,358,1098,1092,0.995,0.326,122,0.982
1.85,110,6,12,203,864,584,0.674,0.235,72,0.727
2.5,22,1.8,10,55,180,111,0.617,0.306,18,0.617
1.26,42,3.833,6,53,138,138,1,0.384,23,23
1.69,26,2.714,7,44,133,97,0.729,0.331,19,2
1.65,23,2,7,38,98,83,0.847,0.388,14,14
2.25,102,10.25,8,230,656,501,0.764,0.351,82,0.764
1.75,12,1,8,21,64,54,0.844,0.328,8,0.5
2.71,7,1.857,7,19,91,77,0.846,0.209,13,0.571
1.34,279,29.571,7,373,1449,1218,0.838,0.257,207,207
1.46,78,6.571,7,114,322,320,0.994,0.354,46,9
2.22,9,0.75,8,20,48,44,0.917,0.417,6,2
1.91,11,1.143,7,21,56,56,1,0.375,8,56
1.38,69,6.857,7,95,336,273,0.813,0.282,48,3
1.58,19,1.571,7,30,77,71,0.922,0.39,11,6
1.36,11,3.857,7,15,189,62,0.328,0.079,27,21
1.33,21,1.857,7,28,91,75,0.824,0.308,13,0.824
1.44,79,5.3,10,114,530,414,0.781,0.215,53,4
1.76,121,8.333,9,213,675,616,0.913,0.314,75,0.75
2.47,17,1.556,9,42,126,113,0.897,0.333,14,60
2.44,27,1.182,11,66,143,140,0.979,0.462,13,143
1.85,391,23.818,11,722,2882,1951,0.677,0.251,262,13
1.83,6,1.167,6,11,42,33,0.786,0.262,7,7
1.6,5,1.2,5,8,30,30,1,0.267,6,6
2.29,7,2.4,5,16,60,35,0.583,0.267,12,38
1.39,114,10.111,9,158,819,586,0.717,0.193,91,9
1.91,358,21.75,12,685,3132,1761,0.563,0.219,261,0.
2.17,18,2.333,6,39,84,84,1,0.464,14,84
1.4,229,31.857,7,320,1561,1036,0.664,0.205,223,8
1.67,15,1.833,6,25,66,54,0.818,0.379,11,11
1.71,7,1.143,7,12,56,35,0.625,0.214,8,8
1.57,14,1.571,7,22,77,71,0.922,0.286,11,11
2.14,22,1.75,8,47,112,85,0.759,0.42,14,0.714
1.64,28,3.8,5,46,95,85,0.895,0.485,19,0.7
2.09,44,2.5,10,92,250,200,0.8,0.368,25,2
2.2,20,1.5,8,44,96,89,0.927,0.458,12,0.769
1.76,25,1.625,8,44,104,103,0.99,0.423,13,97
1.76,25,2,8,44,128,85,0.656,0.344,16,128
2.33,3,1,5,7,25,25,1,0.28,5,25
1.36,44,4.857,7,60,238,238,1,0.252,34,238
1.29,14,2.333,6,18,84,52,0.619,0.214,14,0.7
2.67,3,0.8,5,8,20,14,0.7,0.4,4,10
1.31,29,2.111,9,38,171,115,0.673,0.222,19,0.9
2.75,4,0.833,6,11,30,26,0.867,0.367,5,30
2.63,99,5.7,10,260,570,477,0.837,0.457,57,14
1.75,8,0.4,10,14,40,36,0.9,0.35,4,38
2.44,25,1.875,8,61,120,104,0.867,0.508,15,10
1.36,14,1.571,7,19,77,47,0.61,0.247,11,11
2.2,20,1.5,8,44,96,96,1,0.458,12,96
1.67,18,1.571,7,30,77,68,0.883,0.39,11,11
1.86,51,3.4,10,95,340,272,0.8,0.279,34,2
1.41,17,2.167,6,24,78,68,0.872,0.308,13,78
1.27,575,66.875,8,731,4280,2982,0.697,0.171,535,0
1.67,15,1.833,6,25,66,54,0.818,0.379,11,11
1.63,8,1.4,5,13,35,35,1,0.371,7,7
2.42,42,3.556,9,102,288,232,0.806,0.354,32,4
2.22,9,1.167,6,20,42,41,0.976,0.476,7,7
1.31,39,3.375,8,51,216,148,0.685,0.236,27,11
1.83,66,3.7,10,121,370,353,0.954,0.327,37,2
1.84,31,2.375,8,57,152,149,0.98,0.375,19,7
1.64,14,1.571,7,23,77,52,0.675,0.299,11,11
1.28,18,2.833,6,23,102,86,0.841,0.225,17,17
2.25,8,1.286,7,18,63,49,0.778,0.286,9,7
1.81,57,3.3,10,103,330,246,0.745,0.311,33,6
1.71,14,2.167,6,24,78,73,0.936,0.308,13,78
2.25,4,0.8,5,9,20,15,0.75,0.45,4,11
1.94,16,1.857,7,31,91,76,0.835,0.341,13,13
1.34,102,13.5,6,137,486,465,0.957,0.282,81,9
1.36,25,2.571,7,34,126,111,0.881,0.27,18,11
1.58,19,2,7,30,98,93,0.949,0.306,14,106
2.2,10,2.2,5,22,55,45,0.818,0.4,11,5
1.83,6,1.167,6,11,42,33,0.786,0.262,7,7
2.5,8,0.6,10,20,60,49,0.817,0.333,6,2.5
1.84,19,1.5,8,35,96,89,0.927,0.365,12,0.923
1.97,91,6.667,9,179,540,486,0.903,0.331,60,0.603
1.26,42,5.5,6,53,198,168,0.848,0.268,33,3
1.67,9,1,6,15,36,36,1,0.417,6,36
1.4,83,15,5,116,375,344,0.915,0.309,75,47
1.87,53,4.25,8,99,272,204,0.75,0.363,34,272
1.71,28,1.333,9,48,108,108,1,0.444,12,12
2.07,60,4.5,8,124,288,288,1,0.431,36,288
2.18,11,0.875,8,24,56,56,1,0.429,7,7
2.04,26,1.6,10,53,160,145,0.906,0.331,16,5
1.5,18,1.571,7,27,77,56,0.727,0.351,11,11
1.29,58,7.667,6,75,276,231,0.838,0.272,46,4
1.57,58,4.714,7,91,231,205,0.886,0.393,33,2
2.35,20,2,8,47,128,87,0.68,0.367,16,9
1.44,521,66.875,8,751,4280,2595,0.605,0.175,535,0.603
1.71,7,1,7,12,49,49,1,0.245,7,7
1.82,11,0.857,7,20,42,37,0.881,0.476,6,0.857
1.94,17,2.429,7,33,119,102,0.857,0.278,17,17
1.75,16,1.571,7,28,77,70,0.909,0.364,11,54
1.48,31,4.6,5,46,115,110,0.957,0.4,23,1
2.18,39,2.1,10,85,210,194,0.924,0.405,21,2
1.81,42,4.857,7,76,238,135,0.568,0.319,34,2
1.36,14,1.571,7,19,77,47,0.61,0.247,11,0.333
2.05,20,1.5,8,41,96,90,0.938,0.427,12,0.778
1.44,674,0.812,85,969,5865,2582,0.441,0.165,69,13
1.53,15,2.333,6,23,84,84,1,0.274,14,84
2.14,14,2.286,7,30,112,112,1,0.268,16,112
1.41,39,4.143,7,55,203,171,0.842,0.271,29,29
2.86,14,2.333,6,40,84,68,0.81,0.476,14,84
1.44,79,7.375,8,114,472,412,0.873,0.242,59,17
2.45,11,1.286,7,27,63,53,0.841,0.429,9,63
1.69,26,1.333,9,44,108,95,0.88,0.407,12,108
1.38,24,3.167,6,33,114,90,0.789,0.289,19,2
2.29,21,1.5,8,48,96,96,1,0.5,12,96
1.38,13,1.143,7,18,56,44,0.786,0.321,8,8
1.38,21,1.857,7,29,91,78,0.857,0.319,13,13
2.18,22,2.333,6,48,84,84,1,0.571,14,14
2.63,99,8.333,9,260,675,468,0.693,0.385,75,414
1.27,575,66.875,8,731,4280,2982,0.697,0.171,535,0
1.75,4,0.571,7,7,28,25,0.893,0.25,4,28
2.11,130,9.556,9,274,774,610,0.787,0.353,86,7
1.44,25,3.167,6,36,114,109,0.956,0.316,19,2
1.53,15,2.6,5,23,65,60,0.923,0.354,13,13
2.63,19,1.5,8,50,96,93,0.969,0.521,12,0.969
1.36,48,4.143,7,65,203,190,0.936,0.319,29,29
1.34,102,13.5,6,137,486,465,0.957,0.282,81,9
1.88,24,2.125,8,45,136,109,0.801,0.331,17,0.727
2.21,98,8.75,8,217,560,471,0.841,0.388,70,21
1.87,15,2.167,6,28,78,71,0.91,0.359,13,9
1.57,23,2.571,7,36,126,79,0.627,0.286,18,2
1.91,22,1.2,10,42,120,104,0.867,0.35,12,0.867
1.33,12,1,7,16,49,49,1,0.327,7,49
1.35,26,2.571,7,35,126,123,0.976,0.278,18,14
1.91,22,3.6,5,42,90,78,0.867,0.467,18,80
1.64,25,1.625,8,41,104,104,1,0.394,13,104
1.33,21,2,7,28,98,98,1,0.286,14,98
2.03,65,4.111,9,132,333,283,0.85,0.396,37,0.85
1.76,21,1.857,7,37,91,89,0.978,0.407,13,13
2.45,11,1.286,7,27,63,43,0.683,0.429,9,63
1.63,16,1.857,7,26,91,85,0.934,0.286,13,13
1.33,15,2.167,6,20,78,68,0.872,0.256,13,45
1.77,13,1.571,7,23,77,50,0.649,0.299,11,11
2.71,7,2.571,7,19,126,110,0.873,0.151,18,110
2.05,20,1.5,8,41,96,93,0.969,0.427,12,0.764
1.67,9,1.4,5,15,35,35,1,0.429,7,20
1.87,53,3.4,10,99,340,272,0.8,0.291,34,1.6
1.91,58,3.556,9,111,288,287,0.996,0.385,32,19
2.1,42,3.778,9,88,306,196,0.641,0.288,34,3
1.69,13,2.2,5,22,55,55,1,0.4,11,55
1.94,17,1.857,7,33,91,91,1,0.363,13,13
1.5,28,2.143,7,42,105,97,0.924,0.4,15,61
1.46,13,2.4,5,19,60,45,0.75,0.317,12,0.75
2.11,19,1.5,8,40,96,93,0.969,0.417,12,76
2.47,17,1.556,9,42,126,113,0.897,0.333,14,91
1.31,32,3.333,6,42,120,116,0.967,0.35,20,94
1.35,34,2.333,9,46,189,143,0.757,0.243,21,2
2.38,8,1.75,8,19,112,112,1,0.169,14,112
1.43,70,6.571,7,100,322,236,0.731,0.31,46,0.7
2.09,36,2.273,11,75,275,173,0.629,0.273,25,205
1.65,20,2,7,33,98,97,0.99,0.337,14,98
1.6,15,1.286,7,24,63,60,0.952,0.381,9,63
1.41,17,2,7,24,98,92,0.939,0.245,14,89
1.64,77,8.714,7,126,427,322,0.754,0.294,61,5
1.81,42,3.857,7,76,189,141,0.746,0.402,27,10
1.41,17,1.571,7,24,77,76,0.987,0.312,11,11
2.33,6,1,7,14,49,31,0.633,0.286,7,21
1.83,6,22.5,2,11,90,71,0.789,0.122,45,45
2.25,4,0.714,7,9,35,20,0.571,0.257,5,20
2.18,11,1.125,8,24,72,57,0.792,0.333,9,9
2.14,14,1.875,8,30,120,97,0.808,0.25,15,9
1.71,7,1.571,7,12,77,43,0.558,0.156,11,11
1.35,63,7.667,6,85,276,214,0.775,0.308,46,2
1.29,35,2.857,7,45,140,119,0.85,0.321,20,94
1.33,15,1.833,6,20,66,64,0.97,0.303,11,11
1.91,22,1.5,8,42,96,96,1,0.438,12,96
2.38,13,2.167,6,31,78,53,0.679,0.397,13,13
1.63,8,1.6,5,13,40,36,0.9,0.325,8,1
1.4,63,8.286,7,88,406,203,0.5,0.217,58,2
1.83,12,1.6,5,22,40,38,0.95,0.55,8,38
2.33,18,2.125,8,42,136,77,0.566,0.308,17,0.7
1.97,31,2.375,8,61,152,149,0.98,0.401,19,113
2.47,17,2.167,6,42,78,72,0.923,0.538,13,13
1.67,15,1.833,6,25,66,64,0.97,0.379,11,11
1.4,43,4.286,7,60,210,183,0.871,0.286,30,14
2.5,20,1.8,10,50,180,114,0.633,0.278,18,2
1.26,355,49.429,7,448,2422,1771,0.73,0.185,346,1624
1.4,20,2.167,6,28,78,75,0.962,0.359,13,7
2.11,9,0.667,12,19,96,96,1,0.198,8,96
2.3,47,3.75,8,108,240,189,0.788,0.45,30,186
1.97,79,4.727,11,156,572,346,0.605,0.273,52,13
1.38,368,27.1,10,508,2710,1763,0.65,0.187,271,0.65
1.38,24,2.833,6,33,102,102,1,0.324,17,17
1.39,41,5.5,6,57,198,161,0.813,0.288,33,9
1.38,8,1.167,6,11,42,39,0.929,0.262,7,7
1.46,26,2.857,7,38,140,123,0.879,0.271,20,20
2.13,8,1,7,17,49,48,0.98,0.347,7,7
1.27,180,18.5,8,230,1184,820,0.691,0.194,148,13
2.11,19,1.5,8,40,96,93,0.969,0.417,12,0.417
1.38,32,2.625,8,44,168,123,0.731,0.262,21,168
2.03,135,11.222,9,274,909,621,0.684,0.302,101,0.767
1.82,57,3.667,9,104,297,232,0.781,0.351,33,0.
1.83,6,1.167,6,11,42,33,0.786,0.262,7,7
2.71,7,1.857,7,19,91,77,0.846,0.209,13,13
1.36,39,4.333,6,53,156,151,0.970,0.34,26,124
1.48,50,5.714,7,74,280,191,0.682,0.264,40,280
2.06,131,11.889,9,270,963,621,0.644,0.281,107,4
1.93,125,9.111,9,241,738,668,0.905,0.326,82,82
1.36,44,4.286,7,60,210,198,0.943,0.286,30,14
1.67,9,0.875,8,15,56,44,0.786,0.268,7,0.571
1.76,121,10.375,8,213,664,643,0.971,0.32,83,83
1.91,117,12.375,8,223,792,658,0.832,0.282,99,0.675
1.53,15,1.833,6,23,66,66,1,0.348,11,11
1.43,87,5.1,10,124,510,429,0.841,0.244,51,2
2.38,39,2.5,10,93,250,202,0.808,0.372,25,2
1.33,15,2.167,6,20,78,68,0.872,0.256,13,45
1.36,175,31.286,7,238,1533,884,0.578,0.155,219,0.
1.33,40,3.857,7,53,189,179,0.947,0.28,27,2
1.38,310,34,8,428,2176,1365,0.628,0.197,272,6
1.64,14,2.167,6,23,78,70,0.897,0.295,13,78
1.57,63,13.143,7,99,644,539,0.84,0.154,92,92
1.46,13,1.143,7,19,56,43,0.768,0.339,8,0.5
1.93,361,23.727,11,697,2871,1505,0.524,0.243,261,0
1.75,8,1.4,5,14,35,33,0.943,0.4,7,20
1.57,7,1.571,7,11,77,43,0.558,0.143,11,11
2.04,33,2.875,8,67,184,178,0.967,0.364,23,2
2.07,60,4.4,10,124,440,240,0.545,0.282,44,3
2.05,56,4.875,8,115,312,309,0.99,0.369,39,0.783
1.38,21,2.333,6,29,84,76,0.905,0.034,14,68
1.39,77,6.875,8,107,440,289,0.657,0.243,55,3
1.27,575,66.875,8,731,4280,2988,0.698,0.171,535,0
1.58,26,2.571,7,41,126,126,1,0.325,18,110
2.21,39,2.636,11,86,319,211,0.66,0.27,29,7
1.26,222,19.444,9,279,1575,991,0.63,0.177,175,7
2.1,10,1,8,21,64,64,1,0.328,8,64
1.44,79,8.111,9,114,657,285,0.434,0.174,73,15
1.36,138,19.286,7,187,945,692,0.73,0.198,135,0.7
1.27,15,1.833,6,19,66,59,0.891,0.288,11,0.5
2.29,133,8.7,10,304,870,672,0.774,0.35,87,0.774
2.2,10,1.125,8,22,72,72,1,0.306,9,9
2.22,9,0.75,8,20,48,44,0.917,0.417,6,48
1.91,22,1.5,8,42,96,96,1,0.438,12,96
1.26,171,28.286,7,216,1386,1232,0.89,0.156,198,10
2.44,481,24.214,14,1175,4746,2594,0.546,0.248,339,7
1.29,68,4.556,9,88,369,244,0.661,0.238,41,0.7
1.77,13,1.571,7,23,77,77,1,0.299,11,77
1.5,10,1.286,7,15,63,39,0.619,0.238,9,21
1.93,103,8.875,8,199,568,570,0.996,0.351,71,570
1.57,203,24.333,9,318,1971,992,0.503,0.162,219,11
1.44,79,8.111,9,114,657,285,0.434,0.174,73,3
1.84,57,4,9,105,324,210,0.646,0.323,36,0.5
1.57,21,1.778,9,33,144,110,0.764,0.229,16,106
1.33,40,3.571,7,53,175,175,1,0.303,25,175
1.48,27,2.857,7,40,140,106,0.757,0.286,20,2
1.81,57,3.778,9,103,306,250,0.817,0.337,34,9
1.26,285,29.286,7,359,1435,1296,0.904,0.25,205,13
1.75,12,1.167,6,21,42,42,1,0.5,7,42
1.36,11,1.143,7,15,56,43,0.768,0.268,8,0.857
1.38,21,1.857,7,29,91,85,0.934,0.319,13,13
2.67,3,1,4,8,16,16,1,0.5,4,16
1.81,57,3.3,10,103,330,256,0.779,0.311,33,9
1.69,31,2.375,8,52,152,149,0.98,0.342,19,107
1.64,14,1.571,7,23,77,52,0.675,0.299,11,11
1.31,388,27.1,10,510,2710,1845,0.681,0.188,271,2
2.11,19,1.5,8,40,96,93,0.969,0.417,12,0.417
2.5,6,1.4,5,15,35,31,0.886,0.429,7,20
1.91,33,2.625,8,63,168,131,0.78,0.375,21,83
1.35,54,5.286,7,73,259,200,0.772,0.282,37,0.
2.2,5,0.375,8,11,24,16,0.667,0.458,3,24
1.58,19,1.571,7,30,77,61,0.792,0.39,11,4
2.05,20,1.5,8,41,96,96,1,0.427,12,96
1.38,8,1.167,6,11,42,39,0.929,0.262,7,7
1.69,35,2.222,9,59,180,157,0.872,0.328,20,20
1.57,21,1.571,7,33,77,76,0.987,0.429,11,0
2.71,17,2.429,7,46,119,102,0.857,0.387,17,0.857
1.29,35,2.857,7,45,140,119,0.85,0.321,20,93
1.91,116,10.111,9,222,819,639,0.78,0.271,91,0.818
2.35,20,2.286,7,47,112,86,0.768,0.42,16,0.786
1.64,14,1.571,7,23,77,50,0.649,0.299,11,11
2.38,39,3.625,8,93,232,205,0.884,0.401,29,2
1.93,84,6.625,8,162,424,377,0.888,0.382,53,0.
1.65,40,2.875,8,66,184,180,0.979,0.359,23,184
1.6,15,2,7,24,98,98,1,0.245,14,98
1.87,15,1.125,8,28,72,59,0.819,0.389,9,0.857
2.42,66,5.889,9,160,477,287,0.602,0.335,53,2
2.2,5,0.375,8,11,24,16,0.667,0.458,3,24
2.23,40,2.909,11,89,352,315,0.895,0.253,32,6
2.47,64,6.857,7,158,336,316,0.94,0.471,48,3
1.6,20,1.571,7,32,77,75,0.974,0.416,11,11
