fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
2.2,503,62,1039384,96,1,165,79,86,2354,40850,2.4,84206
0.2,1089,24,1719645,45,3,76,34,95,444,18496,0.2,102087
6.99,125,13,1090667,223,1,337,4,72,3744,79453,20.96,458050
0.4,4667,28,1732315,50,2,75,36,96,1326,36739,2,84961
0.2,1326,0,1745715,53,2.6,169,0,98,555,201206,0.2,370181
1.2,991,6,1042996,248,1.3,291,4,84,3360,83802,2.79,149886
6.2,168,38,1089131,204,2,340,44,75,3342,126565,9.8,178847
0.2,3094,0,1707992,36,2,86,0,98,287,9486,0.2,299261
1.8,5759,3,1859928,17,1,44,1,97,578,6124,1.8,9554
2,886,10,986942,107,1,518,5,78,6674,28375,4.6,1044696
0.6,317,51,1006596,244,1,276,71,77,4254,356424,1,358561
2.19,10533,3,1861559,19,1.4,54,0,88,434,3451,2.19,47181
0.2,850,12,1721470,156,2,131,10,96,2123,129681,0.2,6855
0.2,1836,1,1758352,73,2.6,221,0,94,1403,294230,0.2,284714
1.6,6733,2,1853121,17,1.2,24,0,91,322,16499,1.6,48325
8.62,151,12,1076843,272,2.5,351,0,67,3386,152907,18.44,038828
0.4,2938,56,1333336,253,3.8,461,72,85,5836,188771,0.2,248758
1.4,622,3,1018856,59,2.5,99,0,93,1092,23255,1.6,145772
0.4,1350,1,1713304,25,2,41,0,96,506,4161,1.4,1401
0.4,337,2,1062886,99,1.8,150,0,92,1328,107747,0.6,89429
0.2,6879,28,1861804,15,1,9,40,97,182,52068,0.2,2630
2,570,10,1534334,122,2.2,113,2,91,1132,114568,0.8,127068
0.6,305,4,1030839,196,2,703,3,88,3425,778521,2,941344
0.2,97,4,3,62,546,72,3,0,1213,19627,0.2,5524
0.2,284,0,1752346,43,1,42,0,98,268,8778,0.2,1437
2.2,1320,3,1796026,63,2,75,1,84,570,64691,2.2,208429
7.2,3585,17,1729688,170,3.2,193,1,77,1874,128228,8.2,261186
2.8,243,4,1063622,103,1.5,144,0,85,1596,69206,3.6,181437
2,133,7,1059115,80,1.5,111,2,90,1687,34644,3.8,36686
0.4,305,2,1018477,71,1.4,93,0,96,877,42008,0.2,14808
1,133,5,1058614,210,1.6,411,0,83,3800,128026,2.6,179231
0.6,286,4,1091178,196,1.6,413,2,89,1977,329211,0.6,329027
0.8,1507,18,1782128,18,2.6,52,27,91,430,14435,1,17667
1.6,599,4,1018514,137,1,168,0,90,2191,29390,1.2,182630
2.8,137,4,1074149,202,2,334,0,87,2959,60105,1.2,187499
1.8,284,3,1003502,189,2.2,281,1,81,5026,210468,3.6,118997
1.4,602,12,975970,222,1.6,283,8,81,3788,376348,1.8,593170
0.2,7199,1,1847178,20,1,20,1,98,195,13141,0.2,10288
0.2,7738,1,1867526,18,1,19,1,98,182,12778,0.2,95213
1.2,79,25,21,75,262,91,16,0,919,56670,0.8,148661
0.2,666,0,1721486,122,2.2,130,0,94,2304,105699,0.2,59597
0.2,183,0,1136872,121,1,228,0,92,2355,25019,0.2,29610
1,144,12,1045872,240,2.5,531,1,79,3855,52601,1.2,90263
0.4,150,3,1029376,241,1,424,2,85,3017,929179,0.4,1090287
0.4,132,3,1054588,120,1.5,124,3,94,2183,18426,0.4,36163
0.4,412,2,1067307,76,1.3,91,0,91,1606,71509,0.6,94317
2.4,180,2,1763811,38,1.8,37,0,87,479,36486,3,77436
6.96,140,13,1112185,229,2.6,367,3,74,3726,28068,6.96,209473
2.2,402,28,1006272,330,4.8,351,4,68,5380,756590,1.4,416770
0.6,1077,30,1047098,131,2.6,127,45,91,1629,39764,0.6,5681
0.2,3123,2,1643168,28,2,28,1,98,235,19714,0.2,14028
0.4,1070,0,1760125,78,1.6,116,0,93,1629,12193,0.4,44366
0.4,977,2,1760957,24,1.4,94,1,93,1010,10086,0.2,231484
0.4,3752,1,1822496,21,2,23,0,96,170,31815,0.6,259635
0.2,3739,1,1776776,44,1.4,62,0,96,1425,6000,0.2,41765
4.8,720,9,1045506,267,2.8,330,1,83,2330,53883,3.2,237330
0.4,86,6,14,136,247,237,5,0,1893,681925,0.4,708874
1.2,402,2,1005952,74,2.6,144,0,88,2422,16746,1.8,66781
0.2,5806,1,1863296,23,1,13,0,98,197,6244,0.2,879
3.59,185,17,1000044,305,2.5,388,3,74,3561,118912,3.39,279443
0.8,190,3,1099021,126,2.8,321,1,89,2104,26700,1.4,1037150
1.8,398,2,1713650,30,3.6,70,0,92,774,6644,2,41464
2,6249,2,1854806,52,2,56,0,86,487,140218,2,146140
3.2,684,3,1730704,184,2.6,234,0,87,1191,147361,1,174650
0.4,142,1,1083149,89,2,101,0,95,1624,30563,0.4,7681
0.2,132,14,1735241,43,1.2,71,21,94,927,15918,0.2,7192
1.8,671,4,1642794,238,3.2,224,0,88,1732,221234,4.8,144638
0.2,128,0,1014705,45,1,67,0,96,761,13822,0.2,4309
0.4,704,1,1036984,46,1,66,0,96,718,4198,0.4,102201
0.4,263,3,1025374,311,1.3,259,2,87,2935,39461,1.8,172401
1.2,602,12,1513430,108,2.6,64,9,93,1046,112708,2,17806
0.2,1132,0,1763850,51,1.8,88,0,96,383,25335,0.2,99388
0.2,8496,1,1866056,16,1,14,1,98,160,8363,0.2,7007
0.4,1344,18,1746229,47,1,54,27,93,1040,10626,0.4,2553
1,432,3,1742594,50,1,55,1,96,487,43115,1,32163
0.8,156,2,1112765,113,1.7,149,1,89,2532,109785,1.4,273616
0.2,2558,30,1578906,80,5.2,152,24,96,1165,188675,0.2,472384
2,5626,5,1840755,41,1.2,48,1,89,623,138050,2.2,58291
0.6,3129,4,1637570,134,3.8,168,2,97,3494,50906,1.8,24926
0.2,4592,0,1731704,24,2,40,0,98,615,9089,0.2,17074
0.2,7537,0,1870237,23,1,17,0,98,186,26593,0.2,37720
0.8,461,1,1128368,270,1,278,0,88,3131,101307,0.8,287207
0.2,7238,21,1856656,15,1.2,11,28,97,168,2073,0.2,6993
1.8,678,2,1018785,126,1,148,0,89,2371,66471,0.6,110938
0.4,205,3,1037333,137,2.5,150,2,90,1345,36739,0.6,21397
2.4,133,3,1095643,140,1,183,0,84,1416,123552,3,55089
0.4,3539,1,1822098,39,2.6,65,1,91,332,249984,0.4,274459
0.2,198,1,1016866,107,1.6,141,0,92,1755,30659,0.2,26817
3.2,918200,4,1835779,159,2.2,181,0,87,1681,69312,1,146126
1.6,623,10,1329291,245,4.2,359,1,84,4438,63161,2,181035
0.4,129,2,1709920,60,3.4,104,0,94,351,106218,0.4,192139
0.2,3834,0,1773795,22,1.8,27,0,88,216,63949,0.2,63544
1.6,588,46,1312966,152,4.8,200,62,81,1522,105026,3.4,175164
2.2,889,2,1791464,37,1,48,0,84,439,29152,2.2,63971
1.4,544,6,970858,94,2.2,89,2,93,1534,41341,2.6,7578
0.4,406,3,1385247,142,2.4,179,2,87,3028,228982,0.4,213874
0.2,684,1,1036640,44,2,47,0,97,714,15125,0.2,6638
0.2,288,0,1756472,43,1,42,0,97,264,18290,0.2,12739
10.6,171,40,1095291,114,2.6,243,0,63,2764,48288,20.2,914182
0.2,407,1,1757314,42,1,44,0,98,268,18284,0.2,127724
0.4,701,17,1037450,65,1.7,47,14,93,807,13620,0.4,2688
0.2,148,5,1724532,91,1.2,116,5,93,2307,70594,0.2,67285
0.2,197,1,1710907,62,2.2,54,0,97,411,44135,0.2,13622
0.4,400,3,1069021,103,1.8,112,0,93,1274,17194,0.4,87910
0.2,127,0,1750658,81,1.8,124,0,92,2063,22982,0.2,8973
0.4,2360,16,1017389,103,1.5,127,2,88,2092,27934,0.6,121556
0.4,1510,1,1087527,66,2,88,0,95,1167,20501,0.6,4437
0.4,390,2,1712986,64,3,160,0,96,545,8611,0.4,11688
0.4,155,1,1095359,112,2,218,1,88,1996,60009,0.4,195971
0.2,5744,0,1864064,79,1.2,102,0,95,1080,256272,0.2,25627
5,188,12,1066960,71,1,117,4,84,1537,3829,16,756567
0.8,409,2,1108730,166,3,277,0,89,3081,36748,2.6,122277
0.4,2448,27,1013683,74,1.8,120,35,93,1747,27948,0.4,19660
0.4,187,2,1016517,89,1,117,1,94,1226,28754,0.4,110150
2.8,929,10,1741237,216,2.4,274,7,84,2474,54001,1.8,179635
0.4,188,2,1704140,163,2.2,167,1,93,961,336460,0.4,29960
0.8,268,13,1002544,127,2,422,9,89,4732,93154,0.8,289875
0.2,859,11,1710946,65,3.8,80,10,96,402,48585,0.2,17060
6.8,489,9,1098037,113,1.5,191,2,78,1894,19303,19.8,132543
2.2,91,80,1309438,195,5.1,356,79,76,4591,70942,7.8,402358
2.2,2107,6,1710494,139,2.8,215,0,89,1559,46269,1.8,140154
2.2,156,15,1018517,62,3,88,4,89,1885,61110,2.2,145417
0.8,90,81,10,94,316,171,30,0,1529,45792,0.8,187037
2.4,77,175,23,151,1.8,221,6,79,1965,39729,2.8,288317
0.2,8313,1,1863734,28,1,52,0,97,387,20944,0.2,38561
6.6,90,39,1007088,147,1.8,343,2,74,2049,77644,19.6,112682
0.4,176,5,1068858,111,1,12,4,96,424,37077,0.6,17848
0.4,190,5,1064203,125,1.5,356,0,90,3810,58083,0.4,115333
0.2,192,0,1741805,45,1,67,0,96,1493,15889,0.2,18513
0.2,414,0,1746710,43,1,70,0,96,1035,23570,0.2,8903
0.4,377,93,1067194,82,2,109,30,93,1669,53378,1.8,66904
0.2,92,5,8,106,186,136,4,0,2470,45490,0.2,5422
0.2,9125,12,1373510,139,3.2,246,10,87,2545,34393,0.2,102216
0.2,1418,0,1748232,44,2.2,70,0,95,454,259276,0.2,248703
5.18,192,16,1022873,147,2,322,8,75,3278,36094,5.38,303688
2.4,10809,6,1090743,178,3.4,276,0,85,2458,33501,3.19,95350
2.6,162,34,1526842,115,4.8,160,7,74,4917,190128,3.6,305583
2.6,1134,11,976717,76,1.8,137,1,93,1307,18779,3,45083
0.4,3190,5,1707216,67,2,91,2,95,291,53334,0.4,132130
2.2,1149,104,1307938,277,6.4,707,88,80,3114,171212,0.8,1032341
0.2,1712,1,1763360,248,2,296,0,93,1138,207539,0.2,239090
5,183,5,1103928,63,2.5,109,0,84,2819,16359,5,148312
0.4,194,4,1101568,83,1,115,1,95,2044,27653,1.8,35107
0.2,177,0,1735304,45,2,82,0,95,469,162229,0.2,175304
0.4,163,1,1101864,166,1.2,255,1,92,2019,25232,1.8,12130
0.4,163,12,1053811,96,2,105,11,92,1197,60317,0.4,23555
0.4,955,3,1539694,98,3.2,136,1,93,1914,186221,0.4,211212
0.2,119,23,1016200,120,1,91,33,92,4590,53278,0.2,79232
0.2,143,44,992187,414,0.4,420,2,88,4146,28571,0.2,73289
0.2,863,0,1758944,55,1.6,93,0,94,367,190622,0.2,194141
2,343,51,1014910,228,2.6,262,21,84,4447,434739,2,163336
0.4,1060,2,1062680,50,2,59,0,95,1325,38113,0.4,72961
0.4,217,7,1099779,139,1,180,1,91,1636,40507,0.6,29704
0.4,8055,0,1856528,25,1,11,0,97,210,25099,0.4,425
0.2,1196,0,1767021,32,1.6,32,0,91,255,7410,0.2,1430
0.2,4644,1,1730949,134,2,296,0,91,3841,52794,0.2,19987
10.4,139,13,1077811,143,1,192,0,65,4075,55147,30.8,180221
2.2,139,50,1318197,115,6.4,199,62,81,5229,84383,7.88,241979
0.2,7102,1,1847064,19,1.2,42,1,98,177,6509,0.2,102405
0.8,210,3,1100578,201,1,288,1,85,3456,29008,2.2,31697
1.2,567,7,1012252,169,2,214,0,87,2191,25752,1.8,98691
0.6,2133,1,10744,110,1.8,139,0,92,2016,50016,2.4,19281
0.2,446,3,1060850,129,1.6,118,2,93,1452,25934,0.2,54165
0.2,2094,1,1642685,62,2,62,0,98,1965,52915,0.2,7315
0.4,6153,3,1723610,386,2.2,544,1,89,3384,38071,1.79,26014
0.8,1616,35,1708194,36,1.4,62,47,94,628,9809,1,181004
7.2,189,20,1066410,103,1.5,116,16,77,1894,123165,20.2,43754
6.5,240,18,1090493,131,3.5,215,1,77,2957,67543,17.6,271621
2,87,23,13,95,450,158,18,0,1317,588067,2.6,593366
0.2,1842,0,1772115,36,1,121,0,89,328,124185,0.2,20671
0.2,561,3,1019416,44,1,84,2,96,1200,30007,0.2,68419
0.4,190,3,994078,203,1.5,311,2,8,2648,369722,0.4,472724
7.2,194,21,34,485,254,629,13,0,3953,304229,2.2,563299
5.8,864,23,1532170,346,4.2,500,4,71,5335,215582,1.6,489602
0.2,711,2,1063288,40,1,38,1,96,531,39240,0.2,21116
3.61,793,18,1541408,187,2.8,296,1,85,6383,133175,4.01,196164
0.4,296,3,1018732,230,2.2,389,2,83,3678,86287,0.4,56206
0.6,3108,3,1539470,115,4.2,157,0,90,3051,69347,0.8,306491
0.8,366,11,1022054,118,4,116,10,88,2635,71913,1,71583
0.2,140,0,1743640,51,2,51,0,97,828,25319,0.2,102601
0.4,428,0,1025395,189,1,193,0,89,2099,212304,0.6,159736
0.4,125,6,1037924,113,1,160,4,90,1041,67941,0.6,106222
1.2,179,8,1061051,153,1,144,2,86,1521,122087,1.4,157083
2.2,155,25,1022186,180,1,277,7,87,2093,107718,0.8,282675
0.6,95,3,7,116,570,197,1,0,1630,18408,0.4,131427
0.4,158,2,1093189,289,2,269,1,91,2066,110966,0.4,111975
0.2,4092,2,1779424,57,1.6,58,1,90,835,31328,0.2,170094
6.2,186,28,1083296,150,2.6,295,2,79,3789,41249,19.8,81164
0.2,84,76,16,182,205,430,106,0,2756,73916,0.2,130709
0.2,7289,1,1874448,22,1,12,1,98,170,23573,0.2,12431
0.4,191,9,1002687,175,2.5,325,3,86,3456,51700,0.6,94960
2,134,72,1099453,145,976,228,74,79,2424,187937,3.99,171234
1.2,498,1,1000887,112,2,189,0,87,2826,42379,1.6,28621
1.6,849,2,1131040,473,1,500,0,89,2745,350382,2.61,475622
2.8,5247,11,1842926,53,1.8,44,7,88,683,144685,2.8,80340
0.4,478,38,1060858,117,3.8,206,54,91,3265,38013,0.4,215741
0.2,538,16,976061,166,2,198,14,90,3136,26455,0.2,44200
0.4,493,3,1051803,119,3.2,187,0,91,1337,79636,0.4,542968
0.2,8024,1,1869872,9,1.2,8,0,97,133,4027,0.2,243240
1.4,315,13,1011723,286,2,508,12,81,6465,57953,4.4,818503
0.4,3629,0,1821069,21,2.6,53,0,96,280,31449,0.2,350133
2.6,155,42,1093726,138,2.2,223,54,88,2491,49523,5,261640
0.2,829,14,1750344,69,2.2,118,20,92,2328,22822,0.2,12142
0.4,271,1,1080763,80,2.5,89,0,95,1165,23449,0.4,8903
1.6,255,31,718859,218,1.3,261,40,79,4170,528923,2.99,256272
1.2,2558,35,1549408,117,3.2,171,11,89,2919,111664,1.2,174824
1.4,141,23,1117698,116,3,202,13,86,3410,51637,2.2,192190
0.6,3108,3,1539470,115,4.2,157,0,90,3051,69347,0.8,306491
1.8,574,4,1039169,213,2.2,239,0,87,239,134851,1.2,509676
1.8,527,10,1130125,170,1.2,230,2,86,6430,55990,3.6,105138
0.2,95,27,5,114,816,219,24,0,1339,6,0.2,286646
2.81,206,13,1327861,171,3.8,358,4,76,4639,43090,4.21,202489
0.4,229,2,1092868,155,1.5,145,1,90,1906,83321,0.4,192176
2.2,241,7,1059290,153,1,225,3,84,2386,66249,2.6,139558
0.8,1678,1,1711341,2,2,21,0,97,413,6336,1,6278
2.2,164,11,1312171,129,5,201,3,70,4923,13988,4.19,336425
0.2,4607,0,1829069,37,1.6,24,0,96,1192,20783,0.2,3093
3.6,367,188,1315581,282,3.6,433,202,74,4611,253622,3.8,436147
1,1694,1,1756736,58,2.6,81,0,94,938,24967,0.6,174548
0.4,220,1,1119336,106,1,138,0,91,2053,55234,0.6,138557
0.4,150,22,1026124,203,1,259,17,88,3819,244781,0.6,30800
0.4,366,0,1752146,69,1.4,73,0,93,1824,53995,0.4,51589
0.4,367,0,1835376,26,1.8,30,0,88,193,18024,0.4,197174
0.2,172,0,1760056,31,2,30,0,96,1092,11363,0.2,15426
0.2,130,0,1752994,55,2,74,0,95,1383,13331,0.2,111114
0.4,662,35,1332402,157,4.4,296,51,93,2830,182041,0.6,242743
1.8,497,3.6,1016141,212,1,267,0,81,2927,217058,1.80,266608
0.8,1207,3,1058467,122,1.6,146,2,92,2579,29517,1,29417
0.2,8459,0,1881234,13,1.2,10,0,98,160,17160,0.2,11911
2.81,140,22,1001624,249,1.5,536,6,77,3542,41283,3.21,688928
6.6,232,14,1375582,314,3.4,367,0,76,4610,27043,2.6,210567
0.2,7360,0,1865208,16,1,15,0,99,159,2755,0.2,452
11.18,315,48,1092819,197,2,245,0,61,3866,65861,33.73,133990
0.2,3479,1,1822152,47,2.2,82,1,91,349,267022,0.2,274730
0.2,205,7,969859,46,2,91,6,94,819,24819,0.2,194325
1.8,11424,2,1884936,15,1.4,48,0,92,398,19298,1.8,126267
0.2,130,1,1745911,51,1,86,1,92,1158,34961,0.2,27030
0.2,286,0,1752392,54,1.2,92,0,92,760,48563,0.2,291295
0.2,374,170,1116261,99,2,80,188,93,1557,41252,0.2,24826
0.2,7248,0,1874062,27,1.2,38,0,97,156,30923,0.2,254225
5.8,6426,6,1859202,234,2.2,245,0,89,2057,21205,1.8,148726
0.4,188,29,1128861,205,2.0,648,41,90,3412,53153,0.6,332404
1,258,1,1151574,197,3,351,0,87,4284,53097,1,102307
0.6,509,1,993323,122,1.5,148,0,92,1975,27955,0.6,22989
2,746,5,11234,326,2,507,3,80,2366,198643,3.6,541448
0.6,1172,71,1526659,136,4.2,168,70,89,1908,231457,2.4,194460
0.2,172,0,1760056,31,2,30,0,96,1092,11363,0.2,15426
0.2,134,20,1087453,55,1.3,67,30,93,1537,27935,0.2,6681
0.2,253,1,1098920,186,2.7,222,1,87,3779,3974,0.2,99498
0.2,631,0,1752789,40,1.4,78,0,95,1202,21684,0.2,114766
2.4,1315,9,1112885,96,1,150,1,89,1995,28547,3.61,130659
1.8,7793,4,1876317,63,2,51,1,92,467,20660,0.6,46977
2.2,11636,3,1886557,13,1.4,70,1,90,534,14690,2.2,104460
0.2,1640,0,1749528,44,1.2,73,0,95,542,12951,0.2,87924
0.6,1974,1,1734194,838,1.8,167,0,90,2185,97238,0.8,47868
0.2,152,20,1064347,81,1,53,30,94,1175,21841,0.2,42962
0.8,1017,1,1744992,28,1.6,43,0,87,472,17923,3.2,180213
0.4,467,2,1051803,44,1.5,78,0,94,980,22390,0.4,213375
0.6,182,2,1092975,233,2,490,0,87,2543,44670,0.6,211919
0.4,191,2,1763582,28,1.6,46,0,84,468,24969,0.4,91132
0.8,244,34,1059992,72,1.5,91,30,92,1522,21391,1,55242
0.4,991,0,1761512,37,1.4,48,0,91,346,27955,0.4,097461
0.6,272,3,1535600,113,2,95,0,94,1584,95737,0.6,44283
0.2,974,9,1760813,64,2,49,8,88,416,16276,0.2,5007
0.8,701,35,972602,109,1.5,121,44,89,1177,184896,2.2,110075
2.2,626,20,1396669,111,3.4,197,13,84,3208,95570,4.2,181219
0.2,1174,0,1753776,12,1.2,15,0,98,216,5083,0.2,8599
2.8,858,13,1333019,182,5,282,8,84,4584,158754,3.6,186857
0.2,285,1,1016178,74,1,66,0,97,1339,28066,0.2,23100
0.2,272,32,1031914,86,1,125,45,91,1599,35528,0.2,364792
2,5277,35,1665571,122,2.2,143,48,87,1689,279624,2,266736
0.4,80,8,19,271,197,332,5,0,2806,629563,0.4,629704
3.4,359,9,1092414,274,2,570,5,83,2809,132388,4.2,436958
0.6,95,3,5,72,142,88,0,0,2170,27976,1,19385
0.2,1206,1,1720112,68,2,68,0,97,1080,13887,0.2,7113
0.4,1083,5,1085928,144,1.5,174,1,91,2408,96614,0.4,84840
0.4,970,2,1722418,107,3.2,95,1,95,2287,183782,0.4,418641
0.4,121,5,1043038,265,1,852,1,84,3741,88331,0.4,377071
0.6,568,3,1126098,90,1,89,3,92,1317,43940,0.6,16667
2.59,806,18,1537190,84,3.6,172,4,85,2747,61992,7.39,442555
0.2,7224,1,1847088,3,1,8,1,97,210,1567,0.2,35022
0.2,8359,1,1865040,69,1.2,60,1,92,2121,28784,0.2,15851
1.6,2372,7,1034590,107,2.5,164,3,87,1853,104130,3.4,287543
1.6,398,16,1695962,68,2.2,237,1,91,1049,14453,0.6,208346
10.18,164,58,1087928,109,2.2,199,2,61,2781,54601,27.13,202882
2.2,268,14,1066098,196,2.8,253,0,80,7368,50896,2,175340
0.2,323,0,1711816,34,3,41,0,97,368,13058,0.2,1460
0.4,676,6,991750,67,1,100,6,95,1143,29857,1,92840
0.4,355,2,1077730,175,2,276,0,92,3122,49244,0.4,42658
0.6,269,5,1536754,76,2.8,92,2,26,2297,40741,1.2,66137
2,888,14,1541693,92,3.2,129,5,89,2599,21854,7.6,73651
0.2,132,0,1710648,65,2,63,0,96,418,8614,0.2,4572
2,848,10,1053034,129,1.8,164,5,81,2538,45659,4.61,63189
0.2,374,170,1116261,99,2,80,188,93,1557,41252,0.2,24826
0.2,657,5,1752789,43,1.6,40,3,95,1086,15756,0.2,1929
0.2,583,1,1749061,40,1.6,52,0,92,980,12436,0.2,85141
0.2,7299,1,1863899,26,1,23,1,98,239,18230,0.2,1092
0.2,233,11,1089602,140,1,167,2,92,1572,41548,0.2,25543
0.6,302,2,1125861,176,2.2,224,0,90,2202,73313,0.6,56687
2.4,962,22,1546394,132,3.2,187,1,89,2059,106728,2.6,306916
0.2,1512,0,1754691,44,2.6,96,0,95,369,217631,0.2,217279
0.8,2957,1,1706870,68,2.2,73,0,96,1927,9534,1.4,5096
0.8,590,13,1032789,60,1,78,3,91,1651,21286,3,56684
0.2,7306,11,1873272,18,1,10,16,97,161,10411,0.2,8627
0.2,4731,2,1848256,25,2,29,1,98,201,7182,0.2,101451
0.8,994,0,1022558,63,1,212,0,92,2247,22351,0.8,445362
2.6,510,5,1095594,175,2,275,0,85,2428,39471,5.17,1045098
0.8,134,15,1020016,48,1,71,21,92,761,31272,1,57581
0.8,1113,5,1050733,162,2,165,0,88,2763,122088,0.4,148059
0.2,5719,1,1836592,39,2.2,156,1,95,392,205794,0.2,206524
0.2,89,7,11,221,552,354,5,0,2342,127039,0.2,174529
2.8,552,95,1014586,256,2.5,343,60,80,3426,130441,1.4,234835
0.4,547,3,1120147,123,1,144,2,91,1349,43767,0.6,56739
0.2,273,1,1703335,99,2,95,1,95,2020,33183,0.2,22585
0.4,181,10,1064683,166,1,263,2,88,2210,127679,1.8,48144
0.2,249,1,1016587,179,1.5,374,1,83,3506,76854,0.2,147439
1.6,700,2,1753813,35,1.8,78,0,90,863,16219,2.4,175594
0.2,266,0,1750570,56,1,92,0,96,631,18347,0.2,158500
0.8,363,1,985830,204,2,254,0,87,3201,33305,2.2,152187
0.8,287,2,971558,113,2,128,0,92,1954,53455,1,132540
2.8,179,11,1536333,106,3.4,174,2,87,2826,180820,4,260747
0.4,1263,0,1751872,73,3.2,108,0,95,2070,12182,0.4,75841
1.2,632,26,1513749,115,2.4,90,14,87,2210,110097,2.4,23779
6.6,166,50,1108096,147,2.4,175,62,68,2588,18990,19.4,157968
2.4,2970,19,1737266,193,2.2,335,12,82,1486,153118,7.4,522139
0.2,155,3,1064287,153,1.8,167,0,87,1883,143844,0.2,172860
4.8,143,10,1077893,232,2,288,1,78,3725,117241,3.2,223956
0.8,117,16,990826,113,1,215,15,87,2007,28785,2.4,97270
0.4,214,37,1711717,69,2,69,53,95,582,43354,0.4,43226
2.4,166,2,1100234,105,1,150,0,92,1335,16693,2.4,23347
0.2,156,0,1752638,60,3.4,108,0,95,1661,23232,0.2,71916
0.4,281,37,1718432,60,3,74,55,96,492,36795,0.4,24276
0.6,247,20,1756248,20,1.2,29,28,92,360,12945,0.6,53449
0.4,1102,3,1741247,52,1.4,88,1,96,927,23188,0.4,19803
0.4,188,2,1064462,156,1.7,207,0,93,1975,71396,1.6,7621
0.2,6823,0,1850258,19,1,21,0,98,243,69040,0.2,52466
1.2,209,1,1712002,203,4.2,291,0,93,996,47886,3.6,100026
0.2,975,0,1761416,41,1.4,38,0,91,767,6172,0.2,960
0.2,975,2,1763816,29,1,32,1,91,239,3569,0.2,10488
0.8,129,4,1035904,113,3.6,146,3,91,1272,42480,1,167802
1.6,1177,12,1114536,130,1,162,4,87,2439,76305,3.21,34099
2.6,2060,4,1795691,98,2.4,78,0,76,655,232714,3.4,272364
2,160,41,1096323,334,1.5,407,59,81,3780,129792,1.8,279279
1.4,133,3,1715000,48,2.6,43,0,95,475,58266,1.2,47279
6.6,275,32,1235053,495,8.4,648,1,69,7625,96854,6.2,408958
1.6,4728,2,1821074,40,2.2,61,1,93,578,138254,1.6,262232
3.2,623,15,1059970,162,1.7,230,9,84,3085,66465,3.4,212930
0.2,317,1,1064888,143,2.8,157,0,90,4307,49165,0.2,5095
0.2,272,32,1031914,86,1,125,45,91,1599,35528,0.2,364792
2,5277,35,1664536,42,2,64,40,89,448,18214,2,116579
6,139,12,1085693,315,3.2,423,2,77,4427,26568,2.6,359071
0.2,280,1,1752747,40,1.6,38,0,90,523,33092,0.2,16568
2.4,10935,12,1380182,99,4.8,173,2,88,2362,38164,4,181061
0.2,129,0,1711405,24,3,26,0,97,813,11640,0.2,4050
6.6,227,23,1103363,76,2.5,114,18,74,1814,32629,19.4,68493
0.2,297,0,1768384,39,1.2,35,0,92,314,22217,0.2,14125
0.2,561,3,1019416,44,1,84,2,96,1200,30007,0.2,68419
0.4,233,3,1068285,92,1.5,93,0,94,1738,25464,0.4,17074
5.19,263,44,1104263,145,2.5,245,29,75,2835,44074,5.59,302330
0.6,687,6,1309504,169,4.4,215,1,90,4170,115050,2.4,166093
0.4,2924,1,1014696,68,1.5,88,1,95,1167,13511,0.4,83440
