fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
0.4,377,3,985938,166,1.2,293,2,91,4135,76884,0.4,30578
0.2,377,1,1061696,141,2,170,0,93,2414,22619,0.2,104567
0.2,130,6,1054803,134,1,103,2,87,2003,16856,0.2,53400
0.8,127,12,1075939,131,1,266,2,82,4312,37658,0.8,367000
1.6,512,9,1096037,231,1.5,433,5,81,3414,110155,6.01,323068
0.4,1332,1,1704310,01,2,03,0,97,233,13821,0.4,1336
0.2,6276,1,1726753,70,2.2,150,0,95,1426,107424,0.2,116163
0.2,6636,2,1856024,24,1.2,18,1,98,221,25424,0.2,17040
2.2,957,30,1607758,162,5,258,40,81,2782,335121,2.8,566818
0.2,2272,0,1724000,68,2.4,71,0,94,1209,13279,0.2,5727
0.6,170,5,1065320,150,2.2,176,1,86,2410,96317,0.6,74357
0.8,263,9,971222,55,2.4,83,5,94,893,13832,3,43202
0.2,417,0,1752976,40,1.2,41,0,97,261,9371,0.2,609
2.8,2605,42,1598366,189,5.6,280,27,86,3300,157055,2.6,355038
2,5576,16,1842714,40,1.2,44,3,90,569,17595,2,75541
0.8,263,7,1643482,219,3.2,271,2,88,4122,84147,3.59,170101
0.2,5283,1,1827064,41,2.4,126,0,97,288,245766,0.2,267670
1.6,542,7,1013158,241,1,288,1,81,3797,929234,4.39,95997
0.6,2186,1,1006133,135,2,237,1,87,2197,106978,0.6,134759
0.2,952,12,975870,141,1.2,138,12,90,4098,26548,0.2,10405
0.6,632,4,980332,55,1.6,75,2,94,1448,19059,0.6,13426
1.6,182,6,982754,109,1.3,205,4,88,2435,27273,2,46955
1.8,876,70,1543805,92,3.2,170,76,87,1326,107847,2,145770
0.2,1145,1,1717939,12,2,8,0,99,163,5816,0.2,424
2.39,973,20,1347645,98,5.18,224,7,68,3019,60610,3.98,400434
0.2,324,0,1752632,26,1.4,48,0,97,314,24696,0.2,182613
0.2,557,5,1013565,91,2,30,4,94,814,40395,0.2,1790
2,552,71,1445165,119,3,180,87,84,3393,51114,3.6,103957
0.2,537,1,1752794,44,1,40,0,95,273,22057,0.2,15251
2.4,686,2,1764363,103,3.8,112,0,87,2374,43454,2.8,105030
0.4,204,5,1042942,153,0,379,2,85,2724,518028,0.4,541583
1.4,907,5,1092970,161,1.8,281,0,84,2439,184196,1.8,360724
2,6226,25,1724699,70,2.2,91,20,93,1075,7390,0.8,36881
1.6,599,13,1017939,123,1,169,12,83,2632,82213,1.6,225951
0.4,507,3,1087645,62,1.7,109,1,96,1425,20360,0.4,12707
0.4,404,0,1036976,202,2.4,253,0,86,2300,125462,0.6,218063
0.8,8155,4,1830406,28,1,40,2,95,540,23569,0.8,13599
2.6,4812,53,1725067,168,2.2,204,64,85,2196,58923,3,97330
0.6,1746,5,1546742,92,2.2,98,2,94,1157,85770,0.6,446950
0.6,171,1,1069171,287,1,311,0,81,4793,313609,1.6,342987
9.2,165,28,1097437,152,3.6,293,2,59,4020,32413,24.8,336988
0.4,737,2,1061923,78,4.4,114,1,91,2392,61724,0.4,12325
0.4,193,3,1087947,124,1.3,222,2,91,3662,20003,0.6,86950
0.2,277,7,987523,48,2,60,5,95,703,13556,0.2,16348
2.4,5555,24,1843574,38,1.2,44,32,92,448,13529,2.99,11992
2,348,7,1013157,292,2,338,2,74,3887,209647,1.8,539018
0.2,574,52,1067148,117,1,94,70,94,1564,63200,0.2,109717
0.6,308,6,1015277,81,1,104,5,95,918,25569,0.6,17090
2,190,9,1007858,240,2.5,280,5,82,3725,43083,3.59,116291
0.4,1862,0,1039313,63,2,131,0,91,1333,21855,0.4,360558
2,3733,24,1819309,27,1.2,41,32,83,419,34919,2,91694
2.8,674,12,1445475,86,3,133,8,77,5073,29148,8.4,78122
0.2,185,17,1760056,21,2,23,21,96,256,33495,0.2,46567
1.8,712,2,1060605,82,2.2,132,0,91,1605,27756,1.2,58632
0.2,7349,1,1862496,14,1,13,1,98,172,7311,0.2,791
0.4,283,5,1024427,210,2,267,2,79,4127,161407,0.4,160524
0.4,286,2,1024427,120,1.3,195,0,91,2411,34723,0.4,178621
0.4,4667,28,1732315,50,2,75,36,96,1326,36739,2,84961
0.4,4641,1,1828379,60,2.8,158,1,95,367205,164467,0.4,274362
1.2,239,4,1059890,139,1.4,194,1,83,2414,120064,1.6,261481
7.2,631,8,1095504,341,1,672,1,74,3781,26272,5.4,241860
1.6,181,11,1014410,157,1,223,2,87,3755,33638,2.6,240738
0.2,8435,1,1866392,16,1,51,1,97,318,4472,0.2,219367
0.4,506,4,1102619,150,1.4,273,3,89,2822,39392,0.6,99466
1.6,700,2,1753813,85,2.2,97,0,89,655,238375,3.4,232304
0.2,4110,1,1819138,55,2,61,0,95,334,57975,0.2,57725
0.6,305,2,1134608,169,1.7,213,1,91,1752,20785,0.6,122983
1,5984,4,1860179,73,1.2,76,1,96,1508,8849,1.6,24806
0.2,403,1,1070733,167,1.8,213,0,89,3577,108937,0.2,8268
0.6,159,7,1022101,86,1.4,117,4,93,2498,27549,2,162234
0.2,458,0,1061952,112,2,126,0,94,1199,34208,0.2,5607
0.6,490,1,1099192,178,6.2,237,0,89,2056,9638,0.8,14659
1.8,1380,15,972787,100,1,119,13,92,918,18908,2.2,55951
0.2,6800,0,1860962,72,1.8,57,0,95,1228,108556,0.2,10301
0.2,3634,0,1811997,29,2,22,0,96,221,224235,0.2,0
2.2,345,3,1116094,92,1.5,221,0,85,3510,28646,7.8,225991
0.6,1705,5,1713245,61,2.2,53,1,97,412,8624,0.6,4471
2,287,6,1535830,138,4.4,295,1,83,2620,233634,3.6,240849
0.2,7240,1,1863677,15,1,14,1,98,200,4955,0.2,7024
2,7071,3,1845096,159,2.2,170,1,88,840,222329,0.6,109911
0.2,7238,1,1868701,24,1,16,1,97,198,10576,0.2,7924
0.2,2916,16,1010117,70,1.6,61,12,93,1496,17373,0.2,6729
0.2,281,1,1015234,471,1.4,588,0,88,12101,67542,0.2,14942
0.2,859,1,1721434,101,2.2,64,0,96,1298,10118,0.2,8807
0.2,849,3,1016749,82,1.2,136,2,94,1387,20641,0.2,13616
0.2,859,1,1720862,101,2.2,95,0,96,1327,44325,0.2,25625
0.2,178,0,1016348,137,1,170,0,92,2790,74119,0.2,119731
0.2,5910,0,1863768,30,1,48,0,98,322,18605,0.2,10101
0.2,1266,1,1749158,47,1.4,72,1,97,755,10955,0.2,3357
0.2,395,0,1013306,74,1,89,0,96,453,44025,0.2,18426
0.2,733,1,1720374,56,2,74,0,96,624,13320,0.2,1380
0.6,637,6,1023766,85,1.6,106,1,94,2285,49020,1.2,118992
0.2,159,7,1750944,53,1,72,1,96,806,9387,0.2,96416
0.2,417,0,1693587,89,3,102,0,93,1858,69113,0.2,92343
0.2,374,0,1749656,60,1,56,0,96,301,30080,0.2,26116
0.2,1044,1,1015238,102,2.5,171,0,89,4093,37170,0.2,156218
0.2,228,20,1016316,46,1,58,26,95,381,18239,0.2,10802
1.8,294,4,1063958,190,2,334,0,85,3614,95674,2.2,306016
0.8,129,2,1109139,239,1,417,1,82,2935,439694,1,452811
0.2,1320,1,1744296,50,1.6,94,0,95,1131,53978,0.2,64602
0.2,661,1,1734619,63,1.2,92,0,95,403,120858,0.2,192205
1.8,395,7,996242,257,1.2,283,2,83,2386,21497,2,23397
0.6,1044,15,1086978,91,1.3,142,12,90,1700,19269,1.4,73919
0.6,276,16,1119675,80,2.8,146,11,89,2262,53953,1.4,443050
0.2,96,7,1017944,114,1.6,144,4,83,3435,25155,0.2,44831
1.4,274,45,1114586,120,1.3,204,64,84,2330,65644,3.4,220482
0.2,685,0,1734296,44,2,70,0,96,815,9470,0.2,1931
0.2,6460,14,1858523,29,1,21,20,97,231,270102,0.2,109448
0.8,260,2,1055454,91,1,167,0,91,1602,51870,2.2,54722
0.4,162,1,1015632,118,1,124,0,94,854,24576,0.6,12240
0.4,92,18,8,93,142,197,17,0,2635,30061,0.4,359751
0.2,8312,0,1857227,12,1,12,0,97,157,11782,0.2,2251
0.2,496,1,1079114,156,2,250,0,89,3645,70828,0.2,18141
0.2,452,2,1060854,46,2,67,0,96,1419,19013,0.2,19036
0.6,154,6,1026106,38,1,46,5,97,759,23899,0.6,9470
0.6,234,2,1029522,129,1.4,160,0,94,1554,39652,0.6,18803
0.4,1840,30,1752224,32,1,35,40,97,302,11086,0.4,1306
0.2,7735,1,1870944,14,1,12,1,98,162,11487,0.2,6558
0.4,1841,29,1709952,75,2.8,100,40,94,1965,12591,1.8,68019
0.2,172,0,1760056,31,2,30,0,96,1092,11363,0.2,15426
0.2,130,1,1309459,123,3.8,152,0,86,3582,71013,0.2,84327
0.8,2034,33,1640322,153,2.6,150,49,90,2834,95635,0.8,56531
0.6,203,7,1043581,119,1,139,6,91,1065,121133,0.6,156526
0.2,451,2,1041489,29,1.5,32,1,96,208,17580,0.2,6890
0.6,281,46,1045381,87,1.5,108,666,84,2924,47997,1.2,97922
4.8,112,13,1102307,71,1.5,262,4,76,2211,48136,5.2,133789
0.4,202,11,1112587,179,3,142,2,87,3176,85583,0.4,115900
0.2,5204,0,1860792,31,1,23,0,97,204,8267,0.2,8121
0.2,225,20,1740241,34,1,38,26,94,401,11856,0.2,10085
1.8,2977,11,1546898,106,4.8,175,4,89,3344,98441,7,170377
0.2,281,26,1709264,138,2,135,35,96,2728,17760,0.2,5321
1.8,8573,33,1834984,18,1,39,44,87,457,19729,1.8,126816
0.6,897,2,1077758,234,2,467,0,87,3865,45369,0.4,137554
0.6,138,3,1011013,123,1.6,163,0,83,2292,481405,2.4,415319
0.6,906,1,1090680,214,1,249,0,90,2297,18369,0.6,33539
0.2,8359,2,1866029,15,1.2,22,1,98,209,9887,0.2,91604
0.8,3887,2,1778117,42,1.6,40,0,89,318,266097,2.2,253631
0.2,188,13,1016365,117,1,148,11,92,1974,57,0.2,176074
3.2,807,19,1530382,124,3.4,169,5,83,1891,410358,4.4,229276
1.6,3149,12,1604723,319,5,473,9,85,4566,40099,1.4,605406
0.4,922,1,1075198,98,2,138,0,94,1349,20181,0.4,38896
0.2,148,1,1710637,65,2.2,73,0,97,422,45227,0.2,200
0.4,121,5,1043038,265,1,852,1,84,3741,88331,0.4,377071
0.6,302,2,1089145,56,2,58,0,96,756,21649,0.6,1207
0.2,6480,1,1852772,13,1.2,12,1,97,208,7039,0.2,10950
2.2,149,4,1093346,270,1.2,393,1,79,3012,119359,0.8,662066
0.2,139,0,1715720,24,3,26,0,98,381,8518,0.2,442
1.8,545,57,977570,225,1,302,74,85,3403,155325,4.4,174035
0.4,204,2,1002725,266,3.2,259,2,83,5044,285755,0.6,171063
0.2,1723,0,1771888,62,1.2,81,0,91,765,36627,0.2,34390
1.6,1135,5,1544437,118,4,159,1,86,3819,113126,3.4,223675
2.8,145,38,1104812,80,1.2,131,27,82,2227,35059,8.4,70495
0.2,323,0,1752558,15,1,14,0,98,206,1547,0.2,596
0.8,373,6,1524829,246,3.6,253,1,84,4791,90485,0.8,361584
1.2,247,3,1100702,162,1,241,2,86,2268,24933,1.6,152256
0.2,6460,0,1871616,20,1.2,10,0,98,139,2724,0.2,3693
0.2,963,17,1716637,34,3,35,23,95,305,4040,0.2,1007
0.2,532,11,1065374,144,1,111,2,93,1755,29389,0.2,28559
0.8,531,1,1758144,99,2,150,0,93,459,21631,0.6,39885
0.8,235,33,1001834,316,2.6,338,48,80,4459,161702,0.8,374337
6.99,165,9,1087461,100,2,144,0,77,1871,27127,18.96,510139
0.2,37310,0,1881576,1,1,1,0,96,154,18522,0.2,17130
0.2,453,1,1714042,108,3.2,64,0,96,193,76821,0.2,16021
0.2,7238,1,1868701,24,1,16,1,97,198,10576,0.2,7924
0.2,2916,1,1331394,134,4.8,265,0,92,3163,66971,0.2,94576
0.2,283,1,1011904,84,1.2,119,0,95,2885,30993,0.2,27262
0.6,618,54,1045872,204,1.2,259,71,89,1795,78261,0.6,33780
0.8,2360,13,1540205,158,5.2,169,4,90,2591,198356,0.8,315151
0.6,223,10,1110074,129,2,145,7,88,1605,71870,0.8,100609
0.6,2246,41,1447378,267,3.4,296,59,88,3162,118257,0.6,21057
0.2,7238,1,1868701,24,1,16,1,97,198,10576,0.2,7924
0.2,2916,16,1016917,70,2.0,53,23,94,1335,43570,0.2,10371
0.2,453,0,1016314,80,1.5,88,0,95,922,25156,0.2,5203
0.6,164,7,1129371,149,1.5,274,5,87,3342,33465,0.6,106222
0.2,174,1,1023745,48,1,67,1,95,857,24903,0.2,8119
0.2,178,1,1753518,80,1.4,80,1,95,389,62072,0.2,65205
1.8,725,14,969106,137,1.7,214,11,83,2891,18567,2.2,158328
0.2,548,1,1734802,32,1,43,0,96,382,7147,0.2,16337
6.2,147,7,1086686,136,1.8,246,0,77,2191,49177,17.8,540759
0.2,202,0,1740244,66,1,104,0,96,374,31504,0.2,3385
0.8,128,27,1596099,186,5.4,214,0,83,2292,264736,0.4,268656
0.2,129,0,1709920,72,2,62,0,96,1627,8488,0.2,3618
0.2,414,8,1746637,70,1.2,123,7,94,1464,22890,0.2,30486
0.4,6381,2,1711666,38,2,43,0,97,306,10232,1.4,845
0.2,1478,1,1747227,56,2,92,0,96,403,8459,0.2,1988
0.8,364,97,1014160,197,2,355,107,88,4457,68357,0.8,351296
3.4,172,28,1065469,81,3,112,22,83,1664,51010,4.6,140920
0.8,2859,3,1013986,80,1.2,141,1,93,1530,22146,1,34738
0.2,137,1,1738208,51,2,134,0,95,583,11756,0.2,17655
0.4,1836,1,1701483,68,2.2,73,0,95,393,9060,0.2,2906
0.2,320,8,1752755,80,1.4,127,7,93,2234,22600,0.2,95016
0.4,4667,28,1732315,50,2,75,36,96,1326,36739,2,84961
0.2,1326,0,1745715,53,2.6,169,0,98,555,201206,0.2,370181
0.8,361,1,1036656,239,1,411,0,86,2830,52870,2.2,255290
0.2,7292,18,1875112,31,1.2,23,26,98,229,19281,0.2,18480
2.6,168,11,1055270,102,1,128,1,92,2091,46779,3,162892
8,181,15,1088981,556,2.5,739,1,72,6249,22347,3.6,349305
1.8,212,5,1043307,196,3,283,1,86,2228,261302,2.2,276215
0.4,159,1,1713203,47,3.2,47,0,96,1253,18075,0.4,29848
0.4,3688,13,1418562,108,3.2,150,11,93,2861,101164,0.4,226443
0.2,7233,0,1876062,18,1,9,0,98,160,98765,0.2,425
0.6,461,4,1068309,85,1,112,0,92,1476,91372,0.6,16684
0.6,506,5,1629752,182,3.8,271,1,89,4125,305013,2.4,315574
6.4,183,7,1087598,130,1,142,0,78,2047,53160,19.2,94068
0.2,2639,1,1702056,68,2,91,1,96,931,128677,0.2,129523
0.2,6719,1,1858523,35,1.2,50,1,96,359,34065,0.2,280638
0.2,6234,0,1857173,34,1,31,0,97,226,19301,0.2,21032
2.4,725,16,1317494,123,3.8,157,3,80,2926,28189,7.6,212406
1.8,546,3,1639037,135,3.8,156,0,91,2844,22031,0.6,131907
0.2,7293,1,1879394,25,1,16,1,98,186,6310,0.2,7199
2,86,17,12,247,579,289,4,0,2180,272176,2,269824
1.2,437,30,997808,48,1,64,26,93,1035,21794,1.6,233987
1.4,644,4,1006441,196,1.3,278,2,76,3720,263781,1.6,279725
0.2,588,2,1065888,40,1,62,2,96,1148,39776,0.2,3507
0.8,190,3,993039,59,2.6,120,2,89,1040,24953,3.19,154551
0.2,2814,1,1775373,18,1,22,0,96,219,19607,0.2,18596
5.6,698,9,988569,246,1,387,1,74,3978,150325,4.4,359378
0.4,979,1,1762235,67,1.6,89,0,92,734,26315,0.2,21612
6.39,200,12,1089058,98,2,147,2,74,2368,29975,24.8,86880
0.4,897,17,1753160,48,2.2,124,26,95,1371,17392,0.4,181719
1.4,3208,8,1539683,138,3.4,133,1,87,3635,110664,3.4,84603
0.4,495,50,1065461,96,1,54,59,94,678,111830,0.2,54423
1.6,119,19,1508701,224,6.2,326,13,76,5276,162770,1.8,440088
0.2,95,2,5,116,568,115,0,0,1862,28908,0.2,5418
0.6,496,3,1745056,64,2.4,96,1,91,730,23640,0.6,127877
0.4,1436,1,1721176,135,2.4,130,0,94,2924,61001,0.4,32763
0.2,360,1,1016112,48,1.2,59,1,96,744,23582,0.2,4784
0.4,296,3,1374622,220,3.2,247,2,87,2767,333121,0.4,258488
0.8,268,13,1002544,127,2,422,9,89,4732,93154,0.8,289875
0.2,859,11,1710946,52,3,70,0,96,402,57729,0.2,57729
6.21,182,57,966408,347,1.4,476,59,77,3825,25227,2.2,309998
1.4,910,2,1061958,106,1.6,101,0,92,1894,33127,2,165189
0.2,7224,0,1847200,11,1,11,0,98,140,5019,0.2,3699
2.2,2571,10,1014469,70,1.6,148,3,88,1218,196090,2.2,274910
0.2,269,0,1752368,60,1.4,93,0,92,2204,35529,0.2,21242
0.2,269,1,1061952,77,2,88,0,96,1613,27941,0.2,8403
0.4,360,7,976131,219,1,224,5,92,2049,36335,1.4,24158
0.6,590,1,1032355,76,3,97,0,95,1320,42531,0.6,23050
0.6,151,2,1100256,129,1,161,1,91,1614,25774,0.8,14766
0.2,7709,1,1871584,62,1.2,69,1,92,1535,26527,0.2,10996
0.2,1482,10,967736,66,2.6,80,9,95,1075,17851,0.2,4730
0.2,198,2,1708232,142,2,128,1,92,1162,105326,0.2,100251
0.2,281,20,974163,69,1.5,89,27,95,1052,20591,0.2,5175
0.6,231,4,967579,188,2.2,234,3,90,1929,29417,0.8,23730
0.2,361,1,1745200,59,2,51,0,94,306,12360,0.2,10830
0.4,3607,3,1822094,17,2.8,35,1,96,280,15535,0.6,21845
0.2,387,1,1053500,115,2,149,0,93,1856,52168,0.2,104613
0.2,419,0,1752368,73,1.6,91,0,93,2047,20817,0.2,6029
5.99,166,38,1047584,219,1.8,341,16,80,2664,141473,7.39,474472
0.2,986,0,1760819,24,1.8,26,0,91,223,6709,0.2,1803
0.6,481,1,1758405,99,2.6,97,0,93,1814,23882,0.6,15459
0.4,4144,1,1829253,61,2.2,123,1,89,423,168981,1.2,191608
0.2,9241,18,1867598,18,1.6,27,26,97,188,9349,0.2,82883
0.8,434,33,1748647,52,1.6,80,43,94,820,17996,0.8,4461
0.2,79,19,21,158,180,264,17,0,3503,528462,0.2,528544
0.4,987,2,1629045,101,3.2,142,0,92,3224,103730,0.6,140950
0.6,302,2,1752335,58,1.8,109,0,93,1644,28530,1,928839
0.4,987,2,1602846,101,4.6,172,2,93,2044,25146,1.8,293183
0.4,152,2,1036180,256,265,308,1,0,2245,540178,0.4,697497
0.8,490,2,1013713,110,2.7,113,0,92,1859,49384,2.59,56120
0.8,848,13,1126931,166,1.8,353,12,88,3053,39226,2,373103
0.4,471,3,996451,150,1.6,229,2,93,2879,78528,0.6,20915
1.8,962,9,1408469,95,2.4,98,4,89,1996,107554,1.8,33697
0.2,7376,0,1874496,18,1,10,0,99,152,5035,0.2,423
0.8,257,5,1323394,87,7.6,107,0,92,1834,145671,2.4,163490
0.8,255,2,1114078,116,1.8,148,1,91,2058,34474,1,27622
1.6,138,20,1114933,170,1.5,251,14,81,3133,52665,3.2,237373
2.4,768,18,1016776,119,1.8,228,15,82,2071,37961,2.99,639252
3.59,330,6,1003414,204,4,259,0,82,3137,44853,1.2,182070
0.4,195,1,1001827,167,2.7,249,0,85,4963,165464,0.6,29377
1.6,404,16,1089377,176,2.8,276,3,85,2578,99628,2.8,300935
0.2,419,18,1006957,110,3.8,134,17,92,1030,94211,0.2,20732
0.6,253,11,997578,161,2,298,11,88,4126,84417,0.6,402732
1,149,5,1006725,148,2.2,197,2,85,3628,97565,1.4,140827
0.6,54,55,12,299,552,399,60,0,2753,559230,0.6,846576
2.4,2216,6,1704267,212,3.2,273,0,84,3233,37788,2.4,762669
0.2,492,0,1014456,51,2,70,0,96,1326,30084,0.2,6575
1.6,1149,809,1536829,169,2.6,418,22,83,2630,58597,1.8,132533
0.6,6845,1,1879542,52,1.2,34,0,96,778,118657,0.6,7804
1.6,152,113,987545,149,1,170,87,77,2592,294148,3.4,209178
0.2,139,3,1715806,60,3.2,363,2,95,623,68585,0.2,8063
1.8,172,183,987614,206,1,285,195,83,4047,38982,2,240249
0.6,934,1,1128035,164,2.3,281,0,89,2765,42968,1.6,153256
1.4,315,13,1011723,286,2,508,12,81,6465,57953,4.4,818503
0.4,3629,0,1821069,21,2.6,53,0,96,280,31449,0.2,350133
0.4,315,2,1061732,118,2.8,112,0,94,1067,38355,0.4,60677
0.6,211,3,1014606,69,1,75,0,95,995,19072,0.6,36666
2.8,220,23,1041590,103,2,124,14,84,2734,47255,6.4,163892
2,977,20,1005325,97,1.5,138,4,80,1938,20172,5.81,189618
1.8,8356,2,1868607,14,1.4,68,0,92,440,16328,3.1,382335
0.4,686,8,974373,128,1.4,178,4,91,1382,20338,0.4,95104
0.6,392,1,1016318,95,3.5,108,0,91,3765,84407,1,76969
2.2,5056,3,1823040,39,2.2,56,1,87,497,158268,2.2,171904
0.2,3209,8,1707632,71,2.2,122,3,94,1419,21269,0.2,1780
1.2,294,1,1004509,146,2,223,0,84,4371,264020,3.6,1064274
2.7,918,70,974165,115,1,258,83,82,2819,86134,3.4,337156
6.2,186,78,1029718,147,1,273,89,74,3256,73309,9.8,1034594
2.6,578,3,1067525,101,1.3,144,0,93,1875,34404,0.8,108495
0.6,342,65,1036602,125,1,166,6,81,2532,80415,0.8,38998
0.6,1172,3,974162,52,2.5,64,1,96,856,23700,0.6,11415
0.8,195,18,1068782,113,2.3,136,14,90,2495,56505,2.6,97238
0.4,133,1,1725756,191,3.6,268,0,85,3791,168361,0.6,248611
0.2,189,0,1016185,62,1,80,0,96,699,17786,0.2,1317
0.6,227,1,1103296,113,1.7,206,0,87,2527,43324,1,43829
2.2,405,46,1130678,154,1.5,245,62,81,2849,66753,2.6,167588
0.8,2814,7,1558986,117,3.6,199,1,93,2441,63703,1,126566
0.2,3427,1,1710080,50,2,130,0,95,1016,24969,0.2,191891
1.2,294,3,1733890,43,1.2,73,1,93,568,33409,1.2,205531
2.2,215,6,1004115,226,2,270,1,83,2477,50000,0.8,122055
0.2,613,2,1077216,114,1,189,1,93,2454,49707,0.2,5970
0.4,136,7,1534510,108,3.2,135,2,93,1342,59607,1.8,136100
0.4,467,42,1063019,90,5,135,59,92,1343,53864,0.4,132160
1.2,141,12,1046066,140,2.6,177,10,89,1046,114896,2.2,116135
0.8,490,2,1013713,110,2.7,113,0,92,1859,49384,2.59,56120
0.8,848,13,1126931,166,1.8,353,12,88,3053,39226,2,373103
0.4,471,3,996451,150,1.6,229,2,93,2879,78528,0.6,20915
4.39,869,9,1031599,266,2.6,236,2,74,3614,514045,19.96,131305
0.2,1476,2,1526877,76,2.2,93,0,95,1607,11493,0.2,3645
0.2,198,4,1760312,42,1,44,4,98,262,13932,0.2,1380
