,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species,real_identifier
57,6.3,2.5,5.0,1.9,2.0,1
58,7.0,3.2,4.7,1.4,1.0,1
59,6.5,3.0,5.2,2.0,2.0,1
60,6.0,3.4,4.5,1.6,1.0,1
61,4.8,3.1,1.6,0.2,0.0,1
62,5.8,2.7,5.1,1.9,2.0,1
63,5.6,2.7,4.2,1.3,1.0,1
64,5.6,2.9,3.6,1.3,1.0,1
65,5.5,2.5,4.0,1.3,1.0,1
66,6.1,3.0,4.6,1.4,1.0,1
67,7.2,3.2,6.0,1.8,2.0,1
68,5.3,3.7,1.5,0.2,0.0,1
69,4.3,3.0,1.1,0.1,0.0,1
70,6.4,2.7,5.3,1.9,2.0,1
71,5.7,3.0,4.2,1.2,1.0,1
72,5.4,3.4,1.7,0.2,0.0,1
73,5.7,4.4,1.5,0.4,0.0,1
74,6.9,3.1,4.9,1.5,1.0,1
75,4.6,3.1,1.5,0.2,0.0,1
76,5.9,3.0,5.1,1.8,2.0,1
77,5.1,2.5,3.0,1.1,1.0,1
78,4.6,3.4,1.4,0.3,0.0,1
79,6.2,2.2,4.5,1.5,1.0,1
80,7.2,3.6,6.1,2.5,2.0,1
81,5.7,2.9,4.2,1.3,1.0,1
82,4.8,3.0,1.4,0.1,0.0,1
83,7.1,3.0,5.9,2.1,2.0,1
84,6.9,3.2,5.7,2.3,2.0,1
85,6.5,3.0,5.8,2.2,2.0,1
86,6.4,2.8,5.6,2.1,2.0,1
87,5.1,3.8,1.6,0.2,0.0,1
88,4.8,3.4,1.6,0.2,0.0,1
89,6.5,3.2,5.1,2.0,2.0,1
90,6.7,3.3,5.7,2.1,2.0,1
91,4.5,2.3,1.3,0.3,0.0,1
92,6.2,3.4,5.4,2.3,2.0,1
93,4.9,3.0,1.4,0.2,0.0,1
94,5.7,2.5,5.0,2.0,2.0,1
95,6.9,3.1,5.4,2.1,2.0,1
96,4.4,3.2,1.3,0.2,0.0,1
97,5.0,3.6,1.4,0.2,0.0,1
98,7.2,3.0,5.8,1.6,2.0,1
99,5.1,3.5,1.4,0.3,0.0,1
100,4.4,3.0,1.3,0.2,0.0,1
101,5.4,3.9,1.7,0.4,0.0,1
102,5.5,2.3,4.0,1.3,1.0,1
103,6.8,3.2,5.9,2.3,2.0,1
104,7.6,3.0,6.6,2.1,2.0,1
105,5.1,3.5,1.4,0.2,0.0,1
106,4.9,3.1,1.5,0.1,0.0,1
107,5.2,3.4,1.4,0.2,0.0,1
108,5.7,2.8,4.5,1.3,1.0,1
109,6.6,3.0,4.4,1.4,1.0,1
110,5.0,3.2,1.2,0.2,0.0,1
111,5.1,3.3,1.7,0.5,0.0,1
112,6.4,2.9,4.3,1.3,1.0,1
113,5.4,3.4,1.5,0.4,0.0,1
114,7.7,2.6,6.9,2.3,2.0,1
115,4.9,2.4,3.3,1.0,1.0,1
116,7.9,3.8,6.4,2.0,2.0,1
117,6.7,3.1,4.4,1.4,1.0,1
118,5.2,4.1,1.5,0.1,0.0,1
119,6.0,3.0,4.8,1.8,2.0,1
120,5.8,4.0,1.2,0.2,0.0,1
121,7.7,2.8,6.7,2.0,2.0,1
122,5.1,3.8,1.5,0.3,0.0,1
123,4.7,3.2,1.6,0.2,0.0,1
124,7.4,2.8,6.1,1.9,2.0,1
125,5.0,3.3,1.4,0.2,0.0,1
126,6.3,3.4,5.6,2.4,2.0,1
127,5.7,2.8,4.1,1.3,1.0,1
128,5.8,2.7,3.9,1.2,1.0,1
129,5.7,2.6,3.5,1.0,1.0,1
130,6.4,3.2,5.3,2.3,2.0,1
131,6.7,3.0,5.2,2.3,2.0,1
132,6.3,2.5,4.9,1.5,1.0,1
133,6.7,3.0,5.0,1.7,1.0,1
134,5.0,3.0,1.6,0.2,0.0,1
135,5.5,2.4,3.7,1.0,1.0,1
136,6.7,3.1,5.6,2.4,2.0,1
137,5.8,2.7,5.1,1.9,2.0,1
138,5.1,3.4,1.5,0.2,0.0,1
139,6.6,2.9,4.6,1.3,1.0,1
140,5.6,3.0,4.1,1.3,1.0,1
141,5.9,3.2,4.8,1.8,1.0,1
142,6.3,2.3,4.4,1.3,1.0,1
143,5.5,3.5,1.3,0.2,0.0,1
144,5.1,3.7,1.5,0.4,0.0,1
145,4.9,3.1,1.5,0.1,0.0,1
146,6.3,2.9,5.6,1.8,2.0,1
147,5.8,2.7,4.1,1.0,1.0,1
148,7.7,3.8,6.7,2.2,2.0,1
149,4.6,3.2,1.4,0.2,0.0,1
