,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,real_identifier
71,1,82,141,9,65,16,0,0,100,-7,7,8,16,1,31,6,0,0,10,-7,3,1,0,56,0
72,0,61,173,6,83,28,2,1,86,19,5,3,32,1,41,-7,2,2,39,99,12,1,1,87,0
73,1,67,208,4,61,21,0,0,91,20,6,6,22,3,27,0,1,1,48,59,5,2,1,89,0
74,0,43,362,2,111,12,6,2,65,1,0,5,19,2,21,0,0,0,57,77,9,3,2,84,0
75,1,75,241,10,98,25,0,0,100,-7,7,8,25,0,24,18,0,0,73,64,6,3,1,70,0
76,1,56,295,4,129,30,3,3,90,3,4,6,33,2,13,0,0,0,36,73,16,2,0,94,0
77,1,89,223,8,96,13,0,0,100,-7,7,8,13,1,18,-8,0,0,7,-8,3,-8,0,39,0
78,1,72,235,13,106,34,0,0,100,-7,7,8,35,0,23,19,0,0,74,65,6,3,1,69,0
79,1,81,249,5,99,26,0,0,100,-7,7,8,26,1,20,0,1,1,11,-6,4,1,0,42,0
80,0,71,219,9,76,24,0,0,96,-7,7,8,25,2,19,0,1,1,34,-8,3,2,0,44,0
81,1,82,161,7,93,30,0,0,100,-7,7,8,30,1,14,0,0,0,6,-8,2,1,0,30,0
82,0,65,91,4,36,20,0,0,100,-7,7,8,21,1,43,0,4,4,73,65,5,3,1,95,0
83,1,86,206,10,88,28,0,0,100,-7,7,8,28,2,18,0,0,0,4,-8,3,2,0,39,0
84,0,69,248,8,83,25,0,0,96,-7,7,8,26,2,20,0,1,1,38,-8,2,2,0,46,0
85,1,81,170,6,92,31,0,0,100,-7,7,8,31,1,15,0,0,0,7,-8,2,1,0,32,0
86,0,64,85,3,33,19,0,0,100,-7,7,8,20,1,42,0,3,3,69,62,4,3,1,90,0
87,1,87,223,9,90,29,0,0,100,-7,7,8,29,2,17,0,0,0,5,-8,3,2,0,41,0
88,0,68,236,7,80,23,0,0,96,-7,7,8,24,2,21,0,1,1,36,-8,2,2,0,45,0
89,1,83,186,8,89,27,0,0,100,-7,7,8,27,2,19,0,0,0,4,-8,3,2,0,40,0
90,0,83,258,11,91,18,0,0,89,-7,7,8,20,2,35,1,2,2,41,69,4,3,2,75,0
91,1,95,394,24,112,22,0,0,96,38,6,6,23,1,30,-7,1,1,53,81,5,4,3,82,0
92,0,78,301,16,99,25,0,0,92,29,6,6,27,3,41,0,3,3,49,73,6,5,4,85,0
93,0,71,248,9,85,19,0,0,90,25,6,6,21,2,33,-7,2,2,44,68,5,4,3,80,0
94,1,89,361,20,105,20,0,0,95,32,6,6,21,1,29,1,1,1,51,79,4,3,2,78,0
95,0,65,275,14,94,23,0,0,91,27,6,6,25,3,39,0,3,3,46,71,5,4,3,82,0
96,1,97,423,26,116,24,0,0,96,35,6,6,25,1,31,-7,1,1,54,82,5,4,3,80,0
97,0,76,292,12,96,21,0,0,90,24,6,6,23,2,36,1,2,2,43,69,4,3,2,78,0
98,1,90,384,22,109,22,0,0,95,31,6,6,23,1,30,-7,1,1,52,80,5,4,3,82,0
99,0,72,262,10,88,20,0,0,90,23,6,6,22,2,34,0,2,2,42,67,4,3,2,77,0
100,0,68,137,25,79,11,1,1,91,18,5,6,12,1,33,10,2,2,41,85,4,2,1,67,0
101,1,85,162,19,93,25,0,0,96,22,4,7,26,2,46,5,1,1,29,91,3,3,0,62,0
102,0,59,104,17,61,7,2,2,78,13,6,5,9,1,44,8,3,3,55,82,2,2,0,67,0
103,1,89,191,15,89,28,0,0,97,25,5,8,29,2,52,6,2,2,38,95,4,3,0,65,0
104,0,74,129,22,75,15,1,1,93,19,6,7,16,1,38,9,2,2,51,89,3,3,1,69,0
105,1,81,157,13,84,20,0,0,95,21,4,6,21,2,48,4,1,1,31,92,3,3,0,62,0
106,0,62,99,20,59,6,2,2,80,15,6,5,8,1,50,7,3,3,58,84,2,2,0,67,0
107,1,86,173,16,90,26,0,0,96,23,5,8,27,2,51,5,2,2,40,94,4,3,0,65,0
108,0,70,123,24,72,14,1,1,92,20,6,7,15,1,40,8,2,2,52,90,3,3,1,69,0
109,1,84,165,14,88,24,0,0,96,22,4,6,25,2,49,4,1,1,32,93,3,3,0,63,0
110,0,73,198,6,68,14,0,0,93,19,5,6,15,2,33,5,1,1,55,-6,5,2,2,60,0
111,1,81,129,3,51,10,0,0,90,24,6,7,11,3,36,2,2,2,39,73,4,2,1,55,0
112,0,69,241,9,92,19,0,0,95,22,5,6,20,1,25,1,0,0,51,-7,6,2,3,60,0
113,1,85,184,7,79,16,0,0,94,26,6,7,17,2,29,3,1,1,44,75,5,2,2,59,0
114,0,76,219,6,86,18,0,0,94,20,5,6,19,1,26,0,0,0,53,-6,5,2,2,58,0
115,1,82,151,4,61,12,0,0,92,23,6,7,13,2,31,2,1,1,41,72,4,2,1,54,0
116,0,71,229,8,89,15,0,0,93,21,5,6,16,1,25,1,0,0,52,-6,5,2,2,59,0
117,1,88,196,6,82,17,0,0,94,25,6,7,18,2,28,2,1,1,45,74,5,2,2,61,0
118,0,78,206,7,85,20,0,0,95,22,5,6,21,1,24,1,0,0,54,-6,6,2,3,62,0
119,1,83,162,5,67,13,0,0,93,24,6,7,14,2,30,2,1,1,42,71,4,2,1,56,0
120,0,71,193,11,51,14,2,1,93,12,5,6,16,2,50,3,2,2,44,60,3,4,1,88,0
121,1,81,229,6,122,28,1,1,96,10,3,5,30,1,20,1,1,1,28,52,6,3,0,60,0
122,0,64,201,18,59,18,2,1,89,15,4,6,20,0,45,2,3,2,56,66,2,5,1,85,0
123,1,76,248,4,124,22,1,0,95,9,2,4,24,2,17,0,2,2,38,55,5,3,0,67,0
124,0,67,211,14,56,19,1,1,90,11,5,6,21,1,48,3,1,1,49,62,3,4,1,81,0
125,1,85,261,7,129,25,1,0,96,8,3,5,27,1,19,1,2,2,30,53,6,3,0,65,0
126,0,63,204,20,61,20,2,1,88,16,4,6,22,0,46,2,3,2,58,65,2,5,1,82,0
127,1,79,253,5,127,24,1,0,95,9,2,4,26,2,18,0,2,2,36,54,5,3,0,68,0
128,0,70,219,13,57,21,1,1,91,10,5,6,23,1,49,3,1,1,50,63,3,4,1,83,0
129,1,87,269,6,131,27,1,0,97,7,3,5,29,1,20,1,2,2,29,52,6,3,0,66,0
130,0,76,201,14,77,28,1,0,96,5,5,7,29,1,45,2,3,3,45,82,4,4,1,72,0
131,1,81,151,10,61,18,0,0,100,-7,7,8,18,0,56,-7,0,0,25,-8,2,2,0,67,0
132,0,71,108,6,50,15,1,0,93,15,6,6,16,2,50,0,2,2,39,79,3,3,0,75,0
133,1,89,183,25,93,13,0,0,100,-7,7,8,14,0,57,-7,0,0,10,-8,1,1,0,57,0
134,0,65,245,11,82,35,0,0,97,13,6,6,36,0,31,0,4,4,69,74,10,3,5,69,0
135,0,69,129,9,51,29,2,2,97,70,6,6,35,2,54,0,0,0,58,25,5,4,0,74,0
136,1,86,193,37,96,11,0,0,100,-7,7,8,16,0,56,-7,0,0,4,-8,1,1,0,50,0
137,0,60,114,11,71,4,1,1,75,12,0,2,5,1,100,0,1,1,-8,78,-8,2,-8,100,0
138,0,62,209,3,62,32,1,0,88,12,4,5,38,7,50,-7,10,10,1,100,1,5,0,50,0
139,1,87,199,40,99,12,0,0,100,-7,7,8,17,0,59,-7,0,0,5,-8,1,1,0,47,0
140,1,81,193,14,90,18,1,0,94,12,6,7,20,2,40,-7,1,1,58,85,4,2,1,60,0
141,0,76,129,5,76,22,1,1,95,-7,7,8,23,3,30,0,2,2,49,72,3,2,0,65,0
142,1,85,245,35,97,15,0,0,93,12,6,6,16,1,50,-8,1,1,63,88,4,2,2,75,0
143,0,69,184,10,82,25,1,0,96,-7,7,8,26,2,42,0,1,1,55,80,4,2,1,69,0
144,1,78,201,20,88,19,0,0,95,12,6,7,20,1,45,-7,1,1,59,85,4,2,1,65,0
145,0,74,142,8,79,24,1,1,96,-7,7,8,25,3,36,0,2,2,51,78,4,2,1,68,0
146,1,83,229,30,94,17,0,0,94,12,6,6,18,1,50,-8,1,1,62,89,4,2,2,72,0
147,0,72,176,12,83,26,1,0,97,-7,7,8,27,2,41,0,1,1,56,81,4,2,1,67,0
148,1,80,216,25,92,20,0,0,95,12,6,7,21,1,48,-7,1,1,61,86,4,2,1,71,0
149,0,77,158,9,81,23,1,1,96,-7,7,8,24,3,38,0,2,2,52,79,4,2,1,67,0
150,1,82,219,16,121,25,0,0,96,-7,7,8,26,1,42,1,1,1,34,85,7,3,2,81,0
151,0,61,143,11,64,22,1,1,82,3,5,3,24,2,54,0,1,1,51,59,5,2,1,88,0
152,1,85,201,6,93,19,0,0,100,-7,7,8,20,1,45,2,1,1,18,69,4,2,0,75,0
153,1,73,129,8,56,30,0,0,100,-7,7,8,31,2,39,0,1,1,41,92,6,3,2,87,0
154,0,59,97,5,46,21,1,1,81,2,4,3,23,2,52,0,1,1,62,61,5,2,1,91,0
155,1,78,191,15,104,11,0,0,100,-7,7,8,12,0,42,1,0,0,10,-9,2,1,0,42,0
156,1,83,174,4,77,24,0,0,100,-7,7,8,25,1,48,2,1,1,25,72,5,2,0,78,0
157,0,56,123,9,54,26,1,1,83,3,5,3,27,2,55,0,1,1,53,58,6,2,2,89,0
158,1,80,207,10,114,13,0,0,100,-7,7,8,14,0,43,1,0,0,15,-10,2,1,0,43,0
159,1,76,149,7,65,29,0,0,100,-7,7,8,30,2,38,0,1,1,38,90,6,3,2,86,0
160,0,73,189,5,67,22,0,0,96,18,5,6,23,2,48,3,1,1,28,76,3,2,1,65,0
161,1,82,299,9,109,31,0,0,93,25,6,7,32,1,38,10,0,0,35,69,2,3,0,56,0
162,0,59,142,6,51,15,1,0,93,14,5,6,16,2,44,5,2,2,42,80,2,2,0,75,0
163,1,68,268,8,95,20,0,0,95,22,5,6,21,1,33,9,0,0,30,61,3,2,0,62,0
164,0,75,201,4,71,24,0,0,96,20,5,6,25,2,52,4,1,1,39,82,2,2,0,72,0
165,1,85,312,11,116,33,0,0,94,27,6,7,34,1,41,11,0,0,36,70,2,3,0,60,0
166,0,62,173,7,62,19,1,0,95,19,5,6,20,2,50,6,2,2,45,84,2,2,0,80,0
167,1,79,291,10,105,28,0,0,96,26,6,7,29,1,39,10,0,0,33,65,3,2,0,64,0
168,0,70,221,5,76,25,0,0,97,23,5,6,26,2,55,4,1,1,40,81,2,2,0,73,0
169,1,88,329,12,123,35,0,0,94,30,6,7,36,1,43,12,0,0,38,72,2,3,0,61,0
170,1,81,302,5,61,19,0,0,100,-7,7,8,20,1,35,-7,1,1,3,51,2,3,0,55,0
171,0,59,209,21,105,17,0,0,85,2,4,6,13,0,41,20,0,0,85,49,5,4,3,100,0
172,1,90,491,7,100,19,0,0,100,-7,7,8,19,2,40,-7,0,0,2,53,2,2,0,58,0
173,0,63,110,9,47,20,0,0,95,10,4,6,20,3,34,1,6,6,63,82,3,4,1,79,0
174,0,61,165,2,52,30,0,0,91,4,4,6,31,2,29,0,1,1,18,63,8,3,2,53,0
175,0,89,190,18,108,10,0,0,100,-7,7,8,17,0,34,-7,0,0,0,70,1,2,0,58,0
176,1,84,142,13,72,15,0,0,100,-7,7,8,17,0,22,-7,0,0,1,48,2,2,0,45,0
177,0,66,187,7,85,7,1,0,72,10,3,5,8,1,15,0,2,2,57,-7,2,1,-8,76,0
178,0,77,178,4,54,29,0,0,100,-7,7,8,30,4,65,-7,2,2,1,82,3,11,0,83,0
179,1,83,306,6,62,20,0,0,100,-7,7,8,21,1,36,-7,1,1,3,52,2,3,0,56,0
180,1,58,129,14,74,29,0,0,93,5,5,7,31,2,42,3,4,3,64,61,8,5,1,77,0
181,0,71,208,9,51,25,0,0,92,11,5,7,27,1,33,2,3,3,55,58,7,4,2,69,0
182,1,83,269,6,79,19,0,0,95,3,6,8,20,2,48,5,2,2,59,76,6,3,1,63,0
183,0,67,241,11,63,32,0,0,91,10,5,7,34,2,38,4,5,4,68,62,9,4,2,74,0
184,1,60,149,15,70,24,0,0,94,6,5,7,26,2,40,3,4,3,61,59,8,4,1,75,0
185,0,72,201,8,55,28,0,0,93,12,5,7,30,2,35,5,3,3,56,60,7,4,1,72,0
186,1,86,291,7,82,17,0,0,96,4,6,8,18,2,50,6,2,2,60,79,6,3,1,65,0
187,0,69,230,10,61,30,0,0,92,11,5,7,32,2,37,4,5,4,69,63,9,4,2,75,0
188,1,62,159,14,72,25,0,0,94,7,5,7,27,2,41,3,4,3,62,60,8,4,1,76,0
189,0,74,212,9,56,29,0,0,93,12,5,7,31,2,36,5,3,3,57,61,7,4,1,73,0
190,0,71,201,9,81,19,0,0,90,2,5,7,22,1,32,1,3,3,42,69,5,2,1,64,0
191,0,63,167,5,59,15,0,0,87,1,6,8,18,2,44,2,2,2,56,85,3,4,0,78,0
192,0,75,245,11,92,20,0,0,95,3,4,6,21,1,29,1,1,1,31,51,4,3,1,62,0
193,0,67,129,8,46,12,0,0,83,0,5,7,15,1,40,2,3,3,49,74,2,2,0,67,0
194,0,72,191,4,70,18,0,0,89,2,6,8,20,2,35,1,2,2,44,65,3,3,1,60,0
195,0,69,149,6,54,14,0,0,86,1,5,7,17,1,41,2,2,2,52,80,2,2,0,71,0
196,0,76,229,10,88,22,0,0,96,3,4,6,23,1,30,1,1,1,35,56,4,3,1,65,0
197,0,65,119,7,43,11,0,0,82,0,5,7,14,1,36,2,3,3,48,73,2,2,0,64,0
198,0,74,209,9,82,21,0,0,94,2,6,8,22,2,33,1,2,2,41,62,3,3,1,61,0
199,0,68,159,5,51,13,0,0,85,1,5,7,16,1,38,2,2,2,51,79,2,2,0,69,0
200,1,83,201,3,85,40,0,0,98,-7,7,8,48,2,35,4,1,1,8,88,2,3,0,40,0
201,0,74,292,5,92,32,1,1,91,30,6,6,31,3,52,2,5,5,35,79,5,6,0,85,0
202,1,88,259,8,68,44,0,0,100,-7,7,8,69,2,23,15,0,0,2,46,3,3,0,20,0
203,0,60,206,21,89,18,1,1,84,6,0,2,10,1,32,-7,1,1,52,15,5,3,1,67,0
204,1,79,141,2,56,33,0,0,100,-7,7,8,36,4,26,12,0,0,3,63,4,3,0,58,0
205,0,69,358,7,84,34,4,4,88,40,6,3,39,4,45,1,1,1,70,75,9,8,2,91,0
206,1,87,158,28,82,29,0,0,100,-7,7,8,30,1,18,1,3,3,4,-6,4,2,0,53,0
207,0,61,208,1,79,55,1,1,100,-7,0,8,57,8,51,-7,4,4,53,62,14,6,1,80,0
208,1,84,241,5,93,39,0,0,99,29,6,6,20,5,31,8,1,1,15,65,5,2,1,52,0
209,0,58,198,0,77,54,1,1,100,-7,0,8,56,7,49,-7,4,4,52,61,13,5,1,79,0
210,0,71,201,10,61,25,1,0,92,-7,7,8,28,3,29,2,2,2,56,31,6,2,2,79,0
211,1,78,188,25,82,12,0,0,100,-7,7,8,12,0,58,9,0,0,21,-8,-8,1,-8,100,0
212,0,65,140,14,45,19,1,0,90,15,5,5,22,5,23,-7,2,2,65,82,9,2,1,82,0
213,1,76,162,30,89,8,0,0,100,-7,7,8,8,0,63,4,0,0,-8,-8,-8,1,-8,100,0
214,0,69,206,7,94,29,2,1,87,10,4,2,33,3,32,1,1,1,43,-8,6,1,1,88,0
215,0,67,129,16,40,9,0,0,100,-7,7,8,9,1,44,8,0,0,90,66,3,3,3,100,0
216,1,61,122,11,56,17,2,1,85,6,2,4,22,0,27,0,9,9,94,41,4,3,2,79,0
217,0,62,-7,3,52,12,2,2,89,2,0,2,17,4,47,-7,2,2,15,85,1,4,0,59,0
218,1,79,151,2,66,26,0,0,100,-7,7,8,28,5,18,5,0,0,30,-8,3,1,1,68,0
219,0,70,210,9,98,30,3,2,86,9,4,2,35,4,31,0,1,1,40,-8,7,1,1,89,0
220,1,82,192,11,141,22,0,0,100,-7,7,8,24,1,29,0,1,1,41,19,3,2,1,58,0
221,1,85,201,5,93,26,0,0,100,-7,7,8,28,0,25,-7,0,0,14,11,4,2,0,50,0
222,1,78,183,8,119,21,0,0,100,-7,7,8,23,1,30,0,1,1,36,20,3,2,1,57,0
223,1,81,206,10,131,25,0,0,100,-7,7,8,27,0,22,-7,1,1,27,14,4,2,0,52,0
224,1,89,195,7,105,24,0,0,100,-7,7,8,26,1,28,0,1,1,43,18,3,2,1,60,0
225,1,76,221,9,123,20,1,0,90,2,4,5,22,0,16,0,1,1,32,22,4,3,1,82,0
226,1,83,189,6,99,23,0,0,100,-7,7,8,25,1,26,-7,0,0,19,15,4,2,0,51,0
227,1,80,203,8,115,22,0,0,100,-7,7,8,24,0,24,0,1,1,38,17,3,2,1,56,0
228,1,88,196,4,109,25,0,0,100,-7,7,8,27,1,27,-7,0,0,25,12,4,2,0,53,0
229,1,79,216,12,129,21,1,0,92,1,3,5,23,0,15,0,1,1,34,24,4,3,1,84,0
230,0,74,219,15,78,18,1,0,94,-7,7,8,19,3,47,1,2,2,58,69,4,3,1,89,0
231,1,85,152,8,63,27,0,0,100,-7,7,8,28,2,25,-7,3,3,19,101,3,2,0,46,0
232,0,66,294,12,104,12,1,0,83,3,4,5,15,1,53,0,1,1,67,59,5,4,2,83,0
233,0,78,201,9,91,20,0,0,100,-7,7,8,20,2,35,2,2,2,62,-8,5,2,2,100,0
234,1,72,168,4,58,31,1,1,88,55,6,2,33,2,68,0,1,1,86,75,3,5,2,100,0
235,0,64,242,10,94,10,1,1,70,69,6,3,11,1,100,-7,0,0,-8,-8,-8,1,-8,100,0
236,1,84,149,6,61,25,0,0,100,-7,7,8,26,2,22,-7,3,3,16,-8,2,1,0,38,0
237,0,76,210,14,80,16,0,0,100,-7,7,8,16,2,44,2,2,2,65,-8,5,2,2,100,0
238,0,70,191,7,96,3,1,1,67,68,6,3,4,1,100,-7,0,0,-8,-8,-8,1,-8,100,0
239,1,80,157,5,56,28,0,0,100,-7,7,8,29,2,21,-7,2,2,20,101,3,2,0,46,0
240,1,85,193,8,58,28,0,0,96,5,5,7,29,4,41,2,2,2,85,39,6,3,2,72,0
241,0,59,154,6,51,25,1,1,88,9,3,4,28,3,50,1,1,1,49,59,5,2,1,64,0
242,1,77,220,10,63,30,0,0,97,6,6,8,31,5,45,3,2,2,89,43,7,3,2,74,0
243,1,91,187,5,92,23,0,0,100,-7,7,8,24,2,25,0,0,0,5,69,5,2,0,50,0
244,1,66,205,14,61,42,0,0,100,-7,7,8,42,0,48,3,2,2,92,49,3,2,2,64,0
245,0,56,140,9,59,12,3,2,75,41,6,2,16,1,62,-7,3,3,48,92,1,5,0,87,0
246,1,74,289,8,54,13,0,0,93,7,4,6,14,2,57,14,0,0,59,46,2,3,1,71,0
247,1,83,201,7,60,29,0,0,96,4,5,7,30,4,42,2,2,2,86,40,6,3,2,73,0
248,0,51,122,5,49,9,2,1,70,10,4,5,10,0,80,7,0,0,0,72,0,4,0,66,0
249,1,76,247,11,56,15,0,0,94,8,4,6,16,2,56,14,0,0,57,45,2,3,1,70,0
250,1,74,143,8,61,17,0,0,94,2,5,7,18,2,33,0,1,1,42,71,3,2,1,61,0
251,0,65,189,5,69,20,0,0,90,3,4,6,22,3,18,1,2,2,59,-8,4,-8,2,73,0
