,Age,FrequentFlyer,AnnualIncomeClass,ServicesOpted,AccountSyncedToSocialMedia,BookedHotelOrNot,Target,real_identifier
85,31,2,1,2,1,1,1,0
86,28,0,2,4,0,0,0,0
87,35,1,2,3,1,1,0,0
88,30,2,1,1,0,0,1,0
89,34,0,2,4,1,1,0,0
90,32,0,2,4,0,1,0,0
91,29,1,1,2,1,0,1,0
92,36,1,2,3,1,0,0,0
93,33,0,1,5,0,1,0,0
94,34,0,2,3,0,0,0,0
95,31,1,2,4,1,0,0,0
96,27,0,1,2,0,1,1,0
97,38,2,2,3,0,1,0,0
98,30,0,2,4,0,0,0,0
99,32,0,1,3,1,0,0,0
100,33,1,1,3,0,0,0,0
101,39,0,2,5,1,1,0,0
102,30,0,1,2,1,0,0,0
103,32,1,0,1,0,0,0,0
104,36,2,1,3,1,0,0,0
105,34,0,2,4,0,1,0,0
106,38,1,2,2,1,0,1,0
107,35,0,0,1,0,0,0,0
108,31,0,1,3,1,0,0,0
109,37,1,2,5,0,1,0,0
110,32,1,1,3,0,0,0,0
111,34,0,2,2,1,1,0,0
112,27,2,0,1,0,0,1,0
113,33,1,1,4,0,0,0,0
114,31,0,1,2,1,0,1,0
115,38,1,2,4,0,1,0,0
116,29,2,1,3,0,0,1,0
117,30,0,1,1,1,1,0,0
118,35,2,2,5,0,1,0,0
119,32,1,0,2,0,0,1,0
120,34,0,2,4,0,1,0,0
121,32,0,1,2,1,0,0,0
122,38,0,2,5,0,1,0,0
123,31,0,2,3,0,0,0,0
124,37,0,2,1,1,1,0,0
125,33,0,1,2,0,0,0,0
126,35,0,2,6,0,1,0,0
127,30,0,2,4,1,0,0,0
128,34,0,2,3,0,1,0,0
129,32,0,1,1,1,0,0,0
130,32,1,1,3,0,1,0,0
131,36,0,2,4,0,1,1,0
132,28,0,1,2,0,0,0,0
133,33,2,1,5,1,0,0,0
134,39,1,2,2,0,1,1,0
135,30,0,1,4,0,1,0,0
136,26,0,0,1,0,1,0,0
137,35,0,2,3,0,0,0,0
138,31,1,1,2,0,1,0,0
139,34,0,2,5,0,0,1,0
140,32,1,1,4,1,0,0,0
141,27,0,2,5,0,1,0,0
142,31,1,0,2,0,0,1,0
143,35,0,2,3,1,0,0,0
144,28,2,1,3,0,1,0,0
145,33,0,1,1,1,1,0,0
146,30,2,0,2,0,0,1,0
147,29,0,2,4,1,1,0,0
148,32,1,1,2,0,0,0,0
149,31,0,2,3,0,0,1,0
150,32,1,1,2,0,0,0,0
151,35,2,1,1,1,0,0,0
152,38,2,2,1,1,1,1,0
153,33,0,2,3,0,1,0,0
154,30,2,0,1,0,0,0,0
155,29,1,1,2,1,0,1,0
156,34,0,2,4,0,1,0,0
157,28,2,0,1,0,1,1,0
158,36,1,2,2,1,0,0,0
159,31,0,1,3,1,0,0,0
160,29,0,1,3,0,0,1,0
161,31,0,2,5,0,1,0,0
162,27,0,2,3,1,1,0,0
163,32,0,1,2,1,0,1,0
164,35,0,2,6,1,1,0,0
165,26,0,2,4,0,0,1,0
166,30,0,1,2,1,1,0,0
167,33,0,2,3,1,0,0,0
168,28,0,1,4,0,1,1,0
169,36,0,2,5,1,1,0,0
170,32,1,1,2,0,0,0,0
171,29,0,2,4,1,1,1,0
172,35,2,0,1,0,0,0,0
173,33,1,2,3,0,0,0,0
174,26,0,1,4,0,1,0,0
175,38,2,1,2,1,0,1,0
176,31,0,2,2,0,0,0,0
177,30,1,1,1,1,0,0,0
178,28,0,2,5,0,1,1,0
179,37,2,1,1,0,1,0,0
180,34,1,2,1,1,0,0,0
181,28,0,1,1,0,1,0,0
182,32,2,0,1,0,0,0,0
183,36,1,2,2,1,1,0,0
184,31,0,1,1,1,0,0,0
185,29,2,0,1,0,1,0,0
186,33,0,2,2,1,0,0,0
187,30,1,1,1,0,0,0,0
188,35,2,2,1,1,1,0,0
189,27,0,0,1,0,1,0,0
190,32,1,2,2,1,1,0,0
191,33,2,1,5,0,0,1,0
192,29,0,2,1,1,1,0,0
193,36,1,0,3,0,0,0,0
194,31,0,2,1,1,1,0,0
195,28,2,0,6,0,1,1,0
196,34,0,2,1,1,0,0,0
197,30,1,1,2,1,0,0,0
198,35,0,2,1,1,1,0,0
199,27,2,1,4,0,1,1,0
200,32,1,1,4,1,1,1,0
201,39,0,2,2,0,0,0,0
202,35,2,1,5,1,1,0,0
203,27,0,1,2,1,1,1,0
204,37,1,2,4,0,0,0,0
205,33,2,1,6,1,1,0,0
206,30,0,2,1,1,0,1,0
207,34,1,1,3,0,1,0,0
208,29,0,1,4,1,0,0,0
209,38,2,2,5,0,1,0,0
210,32,1,1,2,1,0,1,0
211,28,0,2,3,0,1,0,0
212,35,0,1,1,1,0,0,0
213,31,2,2,4,0,0,1,0
214,36,0,2,5,1,1,0,0
215,26,0,0,2,0,0,1,0
216,39,0,1,2,0,1,0,0
217,29,1,2,3,1,0,1,0
218,33,0,2,4,0,0,0,0
219,30,2,1,2,1,1,0,0
220,32,1,2,2,1,0,0,0
221,36,0,1,3,0,1,0,0
222,28,2,2,1,1,0,1,0
223,39,0,1,2,0,1,0,0
224,33,2,2,3,1,0,0,0
225,30,0,1,2,0,0,0,0
226,35,2,1,4,1,1,1,0
227,31,1,2,2,0,0,0,0
228,37,0,1,3,1,1,0,0
229,29,2,2,1,0,0,1,0
230,33,1,1,2,1,0,0,0
231,38,0,2,3,0,1,0,0
232,32,1,2,1,1,0,0,0
233,34,0,1,2,0,1,0,0
234,39,2,1,4,0,0,0,0
235,30,0,2,1,1,1,0,0
236,36,1,2,3,0,0,0,0
237,35,0,1,2,1,1,0,0
238,32,2,0,5,0,1,1,0
239,37,1,2,2,1,0,0,0
240,32,0,1,3,1,0,0,0
241,28,1,2,2,0,0,1,0
242,34,0,2,4,1,0,0,0
243,26,0,1,1,0,0,0,0
244,33,0,2,3,1,0,0,0
245,30,1,1,2,1,0,1,0
246,38,0,0,1,0,0,0,0
247,29,0,2,3,1,0,0,0
248,31,0,1,2,0,0,0,0
249,27,1,2,3,1,0,1,0
250,32,1,2,4,1,1,0,0
251,29,0,1,2,1,0,1,0
252,36,1,2,5,0,1,0,0
253,31,0,2,3,1,1,0,0
254,33,0,1,1,1,0,0,0
255,28,0,1,2,0,0,1,0
256,35,1,2,6,1,1,0,0
257,30,0,2,4,0,1,0,0
258,32,1,2,3,1,0,0,0
259,27,0,1,1,1,1,0,0
260,32,1,1,3,0,1,1,0
261,35,0,2,4,1,0,0,0
262,31,2,0,6,0,1,1,0
263,34,0,1,2,0,0,0,0
264,30,2,1,5,0,0,1,0
265,33,1,2,3,1,0,0,0
266,36,0,0,2,0,1,1,0
267,32,2,1,4,0,0,0,0
268,37,0,2,5,1,0,1,0
269,31,1,0,3,0,1,0,0
270,29,1,1,3,0,0,1,0
271,32,0,2,4,0,1,0,0
272,26,0,1,3,0,0,1,0
273,33,2,0,5,0,1,0,0
274,28,0,2,2,0,0,1,0
275,31,1,1,4,1,0,0,0
276,34,0,2,6,0,1,1,0
277,29,0,1,3,0,0,0,0
278,30,2,0,2,0,1,1,0
279,27,0,2,4,1,0,1,0
280,32,0,2,3,1,0,0,0
281,33,0,1,2,0,1,0,0
282,34,0,2,4,1,0,0,0
283,36,0,1,3,0,1,0,0
284,39,0,2,2,0,0,0,0
285,31,0,2,1,1,0,0,0
286,32,0,1,4,1,1,0,0
287,35,0,2,3,0,0,0,0
288,37,0,1,2,1,0,0,0
289,34,0,2,1,0,1,0,0
290,32,1,1,4,1,0,1,0
291,36,2,2,3,0,1,0,0
292,27,0,1,5,1,0,1,0
293,34,1,0,2,0,0,0,0
294,31,2,1,4,1,1,1,0
295,37,0,2,1,1,0,0,0
296,29,1,1,3,0,1,1,0
297,35,2,2,5,1,0,0,0
298,30,0,0,2,1,0,1,0
299,33,1,1,4,0,1,0,0
300,32,1,2,5,0,1,0,0
301,28,0,1,3,1,0,0,0
302,35,0,2,2,0,1,0,0
303,33,2,2,4,1,0,0,0
304,26,0,2,1,0,1,0,0
305,31,0,2,6,1,0,0,0
306,36,0,1,3,0,1,0,0
307,29,0,2,2,1,0,0,0
308,30,1,2,5,0,1,0,0
309,34,0,2,4,1,0,0,0
310,32,1,1,4,1,0,1,0
311,38,2,0,2,0,1,0,0
312,27,1,1,5,1,1,1,0
313,35,0,2,3,0,0,0,0
314,29,1,0,2,1,0,0,0
315,33,0,1,4,0,1,0,0
316,31,2,1,3,1,0,1,0
317,39,0,2,5,0,1,0,0
318,26,2,0,1,0,0,0,0
319,34,1,2,4,1,0,1,0
320,32,1,1,2,0,1,0,0
321,36,0,2,3,0,0,1,0
322,28,0,1,1,1,1,0,0
323,33,2,0,1,0,0,1,0
324,31,0,2,2,0,1,0,0
325,38,1,2,3,0,0,0,0
326,30,0,1,2,1,0,1,0
327,34,0,1,1,0,1,0,0
328,29,2,0,1,0,0,1,0
329,35,0,2,2,0,1,0,0
330,35,1,1,3,0,0,0,0
331,29,1,2,3,1,1,1,0
332,33,0,1,2,0,1,0,0
333,28,2,1,4,0,0,1,0
334,36,0,2,1,1,1,0,0
335,30,2,0,2,0,0,1,0
336,27,1,2,2,0,0,0,0
337,34,0,1,1,0,1,1,0
338,38,2,2,3,1,0,1,0
339,31,0,1,2,0,1,0,0
340,32,1,1,3,1,0,0,0
341,28,2,0,2,0,1,1,0
342,33,0,2,4,1,0,0,0
343,26,1,1,1,1,1,1,0
344,31,0,1,5,0,0,0,0
345,29,1,2,3,1,1,0,0
346,35,2,1,2,0,0,0,0
347,28,0,0,1,1,0,1,0
348,30,1,2,4,1,1,0,0
349,27,2,1,3,0,0,1,0
350,32,1,1,3,0,0,0,0
351,35,2,0,5,0,1,1,0
352,27,0,2,2,0,0,0,0
353,33,1,2,4,0,0,0,0
354,37,2,1,3,1,1,1,0
355,29,0,1,2,0,0,0,0
356,31,1,0,1,0,0,1,0
357,34,0,2,3,0,1,0,0
358,30,2,1,4,0,0,0,0
359,32,1,2,3,0,1,1,0
360,33,1,1,3,1,0,1,0
361,28,2,0,2,0,0,1,0
362,32,0,2,5,0,1,0,0
363,34,2,1,4,0,1,1,0
364,31,1,0,1,0,0,0,0
365,36,0,2,3,0,0,0,0
366,27,2,1,5,1,1,1,0
367,30,0,1,2,0,0,0,0
368,35,2,0,4,0,1,0,0
369,29,1,2,6,0,0,1,0
370,35,0,2,4,1,1,0,0
371,30,1,1,2,0,1,0,0
372,38,0,0,1,0,0,0,0
373,31,0,2,3,1,1,0,0
374,32,0,1,2,0,0,0,0
375,39,1,2,5,1,1,0,0
376,27,0,1,1,0,1,0,0
377,36,0,2,3,0,0,0,0
378,33,0,1,2,1,1,0,0
379,35,0,1,1,0,0,0,0
380,33,1,1,4,0,1,0,0
381,29,0,2,2,1,0,1,0
382,36,2,1,3,0,0,1,0
383,32,1,0,2,1,1,0,0
384,38,0,2,5,1,1,1,0
385,31,2,1,2,0,1,0,0
386,26,0,0,1,1,0,0,0
387,35,1,2,4,1,1,0,0
388,39,2,1,3,0,0,1,0
389,28,1,2,2,1,1,0,0
390,32,1,1,2,1,0,1,0
391,40,0,2,4,0,1,0,0
392,29,1,0,3,0,0,1,0
393,35,2,1,5,1,1,0,0
394,33,0,1,2,0,0,0,0
395,31,2,0,4,1,1,0,0
396,34,1,2,3,0,0,1,0
397,39,0,1,1,1,0,0,0
398,27,2,1,2,0,1,1,0
399,38,1,2,5,0,0,0,0
400,29,1,1,3,1,0,1,0
401,35,0,2,5,1,1,0,0
402,32,2,0,2,0,0,1,0
403,26,2,1,1,1,0,1,0
404,38,1,2,3,0,1,0,0
405,33,2,0,1,0,0,1,0
406,29,0,1,4,1,1,0,0
407,36,1,1,5,1,0,1,0
408,31,0,2,3,0,1,0,0
409,32,2,1,2,1,0,1,0
410,33,1,2,2,1,1,0,0
411,26,0,1,4,0,1,0,0
412,35,2,1,2,1,0,1,0
413,29,0,2,5,0,1,0,0
414,32,1,2,3,0,0,0,0
415,30,0,1,2,1,0,0,0
416,36,2,2,4,0,0,1,0
417,27,0,1,3,0,1,0,0
418,34,1,2,2,1,0,0,0
419,31,0,2,4,0,1,0,0
420,33,0,1,2,1,0,1,0
421,30,1,1,5,1,1,0,0
422,38,0,2,2,0,0,0,0
423,27,0,1,4,1,1,0,0
424,32,2,1,1,1,0,1,0
425,39,0,2,3,0,1,0,0
426,26,0,1,5,1,0,1,0
427,35,1,1,2,0,1,0,0
428,34,2,1,1,1,0,0,0
429,28,0,2,4,1,1,0,0
430,32,1,1,3,1,1,1,0
431,35,0,2,4,0,0,0,0
432,29,2,0,2,0,1,1,0
433,33,2,1,6,1,1,0,0
434,38,1,2,3,0,0,1,0
435,27,2,1,1,1,1,0,0
436,31,0,2,5,0,1,1,0
437,30,1,0,2,0,0,0,0
438,34,2,1,4,1,1,1,0
439,37,1,0,3,0,0,1,0
440,32,1,0,2,0,0,1,0
441,29,2,1,3,1,1,0,0
442,36,0,2,4,0,0,0,0
443,26,2,0,1,0,0,1,0
444,33,1,1,2,0,1,0,0
445,31,0,2,5,0,0,1,0
446,28,2,1,4,1,1,0,0
447,34,0,0,1,0,0,0,0
448,30,2,2,3,0,1,0,0
449,35,1,1,2,0,0,1,0
450,35,1,0,2,0,0,1,0
451,28,0,1,2,0,0,0,0
452,29,0,2,3,1,1,0,0
453,39,0,2,2,1,1,0,0
454,32,1,1,1,0,0,1,0
455,31,0,2,2,0,1,0,0
456,26,2,0,1,0,0,1,0
457,33,0,1,3,1,0,0,0
458,36,0,2,2,0,1,0,0
459,32,0,2,1,1,0,0,0
460,32,1,1,2,0,0,0,0
461,35,0,2,4,1,0,0,0
462,26,0,1,1,1,0,1,0
463,39,2,0,2,0,0,0,0
464,31,0,2,5,0,1,0,0
465,29,1,1,3,1,0,0,0
466,33,0,2,2,0,0,0,0
467,37,0,2,4,1,1,0,0
468,28,1,1,2,0,0,1,0
469,30,0,0,1,0,0,0,0
470,34,1,2,3,0,1,0,0
471,29,0,1,1,1,0,1,0
472,35,2,2,2,1,0,0,0
473,32,1,1,2,0,1,1,0
474,26,0,2,3,1,0,1,0
475,38,2,1,1,0,0,0,0
476,25,0,1,2,1,0,1,0
477,30,1,2,4,0,1,0,0
478,39,2,2,2,1,0,0,0
479,24,0,1,1,0,0,1,0
480,32,1,2,3,0,1,0,0
481,35,0,1,2,1,0,0,0
482,29,2,0,1,1,0,1,0
483,33,0,2,1,1,1,0,0
484,36,0,2,5,0,0,0,0
485,27,0,2,2,0,1,0,0
486,38,0,1,3,0,1,0,0
487,26,2,0,1,0,0,1,0
488,31,0,2,7,0,1,0,0
489,32,0,2,5,0,1,0,0
490,33,1,1,2,1,1,0,0
491,39,0,2,3,0,0,0,0
492,28,2,0,4,0,1,1,0
493,32,0,2,1,1,0,0,0
494,35,1,1,3,0,1,0,0
495,31,0,2,4,1,1,0,0
496,30,2,0,5,0,1,1,0
497,37,0,2,2,1,0,0,0
498,34,1,1,3,1,1,0,0
499,36,0,2,2,0,0,0,0
500,32,1,1,3,0,1,1,0
501,27,2,0,5,1,0,1,0
502,35,0,2,2,0,0,0,0
503,33,1,1,4,1,1,0,0
504,28,0,0,3,0,0,1,0
505,31,2,2,1,1,1,0,0
506,30,1,0,2,0,0,0,0
507,34,0,1,3,0,1,1,0
508,29,1,2,4,1,0,0,0
509,32,2,1,5,0,1,1,0
510,32,1,1,3,1,1,0,0
511,36,2,0,5,0,0,1,0
512,29,0,2,3,0,1,0,0
513,33,2,1,2,1,1,1,0
514,38,0,2,1,0,0,0,0
515,30,1,2,4,0,1,1,0
516,26,0,1,2,1,0,0,0
517,34,2,0,6,1,0,1,0
518,32,1,2,3,0,1,0,0
519,31,0,1,2,0,0,0,0
520,32,1,1,3,0,0,0,0
521,28,0,2,4,1,1,0,0
522,34,2,0,2,1,0,1,0
523,31,1,2,1,0,0,0,0
524,36,0,1,5,1,1,0,0
525,30,2,0,3,0,0,1,0
526,35,1,1,2,1,1,0,0
527,29,0,2,1,0,0,0,0
528,33,2,1,4,1,1,1,0
529,37,0,2,2,0,0,0,0
530,32,1,0,1,1,0,0,0
531,35,0,1,2,1,0,1,0
532,29,0,1,1,1,0,0,0
533,26,0,2,4,0,0,0,0
534,33,0,1,1,1,1,0,0
535,32,2,0,1,0,0,1,0
536,28,0,1,2,1,0,1,0
537,36,0,1,1,1,1,0,0
538,33,2,0,1,0,0,0,0
539,26,2,0,3,0,0,1,0
540,32,1,1,2,1,0,1,0
541,35,0,2,3,0,1,0,0
542,28,2,0,1,0,0,1,0
543,34,1,2,4,1,1,0,0
544,36,0,1,3,0,0,0,0
545,29,2,1,2,1,1,1,0
546,31,0,2,3,0,0,0,0
547,30,1,1,4,0,1,0,0
548,33,0,0,1,0,0,1,0
549,37,2,2,3,1,1,0,0
550,32,0,1,3,0,1,0,0
551,29,0,2,5,0,1,1,0
552,36,0,2,2,0,0,0,0
553,33,0,1,4,1,0,0,0
554,31,0,2,3,0,1,0,0
555,28,0,1,5,0,0,0,0
556,34,0,2,6,0,1,1,0
557,26,0,2,4,0,1,0,0
558,38,0,1,2,1,0,0,0
559,30,0,2,3,0,1,0,0
560,33,1,1,1,1,1,0,0
561,37,0,2,2,0,0,0,0
562,32,0,1,1,1,1,0,0
563,39,2,0,1,0,0,0,0
564,28,0,1,1,0,1,0,0
565,35,0,2,3,1,1,0,0
566,33,2,0,1,0,0,0,0
567,31,0,1,1,0,1,0,0
568,38,1,2,2,0,0,0,0
569,34,0,1,1,1,1,0,0
570,32,0,1,3,1,0,0,0
571,35,0,2,4,0,1,0,0
572,29,0,1,2,1,0,0,0
573,33,0,2,2,0,1,0,0
574,30,0,1,4,1,0,0,0
575,27,0,2,1,1,1,0,0
576,34,0,2,1,0,1,0,0
577,31,1,0,1,0,0,0,0
578,32,0,1,1,0,0,0,0
579,33,0,2,1,1,1,0,0
580,35,1,2,3,0,1,1,0
581,31,2,1,5,1,0,0,0
582,38,1,0,2,1,0,1,0
583,28,0,2,4,0,1,0,0
584,33,2,1,3,1,0,1,0
585,32,0,1,2,0,0,0,0
586,30,2,2,4,0,0,1,0
587,37,1,0,5,1,1,0,0
588,27,0,2,3,1,0,0,0
589,36,2,1,4,0,1,1,0
590,29,1,2,2,1,0,0,0
591,28,0,1,4,0,1,0,0
592,32,2,0,3,0,0,1,0
593,35,1,1,5,0,1,0,0
594,26,0,2,3,1,1,0,0
595,31,2,1,2,0,0,0,0
596,33,0,2,5,1,1,0,0
597,27,1,0,2,0,0,1,0
598,30,1,1,4,0,1,0,0
599,36,2,2,1,0,1,0,0
600,32,1,1,3,0,1,0,0
601,29,0,2,4,0,0,1,0
602,35,1,0,2,0,1,0,0
603,26,0,1,5,1,0,1,0
604,37,0,2,1,0,1,0,0
605,31,0,1,3,0,0,0,0
606,27,2,2,4,0,1,1,0
607,34,0,1,2,1,0,0,0
608,30,1,2,5,0,1,0,0
609,29,0,0,3,0,0,1,0
610,32,1,2,2,1,0,0,0
611,35,0,1,3,0,1,0,0
612,29,2,2,1,0,0,1,0
613,34,1,2,4,1,1,0,0
614,31,0,1,5,0,0,0,0
615,36,2,1,2,1,1,0,0
616,27,0,1,3,0,0,1,0
617,33,1,2,2,0,1,0,0
618,38,2,1,4,1,0,0,0
619,29,0,2,5,1,1,0,0
620,34,1,1,3,0,1,0,0
621,32,0,2,5,1,0,0,0
622,38,2,0,2,0,1,1,0
623,33,1,1,4,1,1,0,0
624,36,0,2,3,0,0,1,0
625,31,2,1,5,0,1,0,0
626,35,1,0,2,0,0,1,0
627,30,0,1,4,1,1,0,0
628,39,2,2,6,0,1,1,0
629,34,0,1,3,0,0,0,0
630,32,1,1,2,0,1,0,0
631,35,2,1,1,0,0,0,0
632,28,0,2,3,1,0,0,0
633,31,1,0,1,0,1,0,0
634,34,0,2,2,0,1,0,0
635,33,2,0,1,1,0,0,0
636,30,0,1,2,0,1,0,0
637,37,1,1,1,1,0,1,0
638,32,0,2,1,0,1,0,0
639,36,2,1,2,0,0,0,0
640,32,1,0,3,0,0,1,0
641,27,0,1,2,1,1,0,0
642,36,2,0,5,0,0,1,0
643,29,1,2,2,1,0,0,0
644,31,2,1,1,0,0,0,0
645,33,0,0,2,1,1,1,0
646,28,2,1,3,0,0,0,0
647,34,1,2,4,1,0,0,0
648,30,0,0,1,0,1,1,0
649,32,2,1,2,0,0,0,0
650,32,1,1,4,0,0,0,0
651,35,0,2,2,1,1,1,0
652,31,2,0,5,0,0,0,0
653,28,1,2,3,1,1,0,0
654,36,0,1,2,0,0,0,0
655,30,2,0,4,0,0,1,0
656,33,1,2,3,1,1,0,0
657,38,0,1,2,1,0,0,0
658,26,2,2,5,0,1,1,0
659,39,1,0,3,0,0,0,0
660,32,1,1,2,1,0,0,0
661,29,2,0,1,0,0,1,0
662,33,0,2,3,1,1,0,0
663,30,1,1,2,0,0,0,0
664,34,2,0,1,1,0,1,0
665,31,0,2,3,0,1,0,0
666,35,1,2,2,1,0,0,0
667,27,2,0,1,0,0,1,0
668,32,0,1,2,1,1,0,0
669,36,0,2,3,1,0,0,0
670,32,1,1,2,1,1,0,0
671,31,2,0,5,0,1,1,0
672,36,2,0,1,0,0,1,0
673,38,0,1,1,0,1,0,0
674,28,0,2,4,0,0,0,0
675,31,2,0,1,0,0,0,0
676,36,2,1,1,0,0,0,0
677,34,0,2,3,0,0,0,0
678,32,1,1,2,1,0,1,0
679,34,2,0,1,0,0,1,0
680,32,1,1,2,1,0,1,0
681,34,2,0,1,0,0,0,0
682,29,0,1,3,1,0,1,0
683,35,2,1,1,0,0,1,0
684,33,1,2,2,0,0,0,0
685,27,0,1,4,1,0,1,0
686,37,2,0,1,1,0,1,0
687,32,0,1,1,0,0,0,0
688,30,2,1,2,1,0,1,0
689,31,1,0,1,1,0,1,0
690,32,1,1,1,1,0,0,0
691,34,0,2,2,0,0,0,0
692,28,2,1,1,1,0,1,0
693,33,0,2,2,0,0,0,0
694,31,0,2,1,1,1,0,0
695,29,0,2,2,0,0,0,0
696,35,0,2,3,0,0,0,0
697,38,0,1,2,1,0,1,0
698,31,2,1,1,0,0,0,0
699,36,2,1,1,1,0,0,0
700,32,0,2,1,0,1,0,0
701,33,1,1,3,1,0,0,0
702,29,0,1,2,1,1,0,0
703,36,0,0,1,0,0,0,0
704,30,0,2,3,1,1,0,0
705,35,2,1,1,0,0,0,0
706,27,0,2,2,1,1,0,0
707,32,0,2,1,0,0,0,0
708,34,0,1,2,1,1,1,0
709,31,0,2,3,0,1,0,0
710,33,1,1,3,1,0,1,0
711,35,0,2,2,0,1,0,0
712,32,2,0,1,0,0,1,0
713,36,1,2,5,1,0,0,0
714,30,0,1,3,0,1,0,0
715,34,2,0,2,0,0,1,0
716,31,1,2,4,1,1,0,0
717,37,0,1,1,0,0,0,0
718,33,2,2,6,1,0,1,0
719,32,1,1,3,0,1,0,0
720,32,1,2,4,1,0,0,0
721,26,2,1,5,1,0,1,0
722,31,0,2,3,1,0,0,0
723,29,2,1,1,0,0,1,0
724,36,1,2,2,1,1,0,0
725,38,0,2,1,0,0,0,0
726,34,2,1,2,1,0,0,0
727,28,1,1,3,1,1,1,0
728,30,2,1,1,0,1,0,0
729,35,2,0,2,1,0,1,0
730,36,1,2,3,0,1,0,0
731,39,0,1,2,0,1,0,0
732,32,2,0,1,0,0,0,0
733,28,0,2,2,1,1,0,0
734,33,1,2,3,0,1,0,0
735,31,2,0,1,0,0,1,0
736,37,0,1,2,0,0,0,0
737,35,1,2,3,1,1,0,0
738,29,0,2,2,0,1,0,0
739,34,2,1,4,0,0,0,0
740,39,1,1,3,0,0,0,0
741,33,2,0,2,1,0,1,0
742,29,0,2,4,0,1,0,0
743,35,1,1,5,0,1,0,0
744,31,2,1,1,1,0,1,0
745,40,0,2,6,0,0,0,0
746,32,0,0,2,0,1,0,0
747,27,1,1,3,1,0,1,0
748,38,0,2,4,0,1,0,0
749,36,2,1,2,0,0,1,0
750,36,1,1,3,0,1,0,0
751,34,0,2,3,1,1,0,0
752,28,1,0,2,0,0,0,0
753,38,0,1,1,1,0,0,0
754,32,0,2,2,0,1,0,0
755,36,2,1,1,0,0,0,0
756,33,0,1,4,1,1,0,0
757,30,1,0,1,0,0,0,0
758,39,0,1,2,1,0,1,0
759,35,0,2,3,1,1,0,0
760,31,1,2,2,0,0,0,0
761,29,2,1,1,0,1,1,0
762,32,0,2,3,1,0,0,0
763,33,1,2,2,0,1,0,0
764,27,0,1,1,0,0,0,0
765,35,2,1,3,0,1,1,0
766,30,0,2,4,0,1,0,0
767,34,1,2,2,1,0,0,0
768,28,0,1,1,0,0,1,0
769,39,2,2,3,0,1,0,0
