,Age,FrequentFlyer,AnnualIncomeClass,ServicesOpted,AccountSyncedToSocialMedia,BookedHotelOrNot,Target,real_identifier
66,26,1,1,3,1,0,0,0
67,38,0,2,5,0,0,0,0
68,31,2,0,1,0,0,1,0
69,34,1,1,6,1,1,0,0
70,35,1,2,3,0,1,0,0
71,27,2,0,2,1,0,1,0
72,32,0,1,1,0,1,0,0
73,38,0,2,4,1,0,0,0
74,26,2,1,3,1,1,1,0
75,31,1,2,2,0,0,0,0
76,30,0,1,1,0,1,0,0
77,34,2,0,5,1,0,1,0
78,29,0,2,2,0,0,0,0
79,33,1,1,3,1,1,0,0
80,32,1,2,3,0,1,0,0
81,29,2,1,1,1,0,1,0
82,33,0,2,5,0,1,0,0
83,27,1,1,2,1,0,0,0
84,36,0,2,4,1,1,0,0
85,31,2,1,1,1,1,1,0
86,29,0,2,2,0,0,0,0
87,30,1,1,1,1,1,1,0
88,35,2,2,6,0,1,0,0
89,32,0,1,1,0,0,0,0
90,33,1,2,4,0,1,0,0
91,29,0,1,2,1,0,1,0
92,36,1,2,3,1,0,0,0
93,38,2,1,1,0,1,0,0
94,34,0,2,5,0,1,0,0
95,31,1,1,3,1,0,0,0
96,36,0,2,3,0,0,0,0
97,32,0,2,4,0,1,0,0
98,34,0,2,3,0,0,0,0
99,29,0,1,3,0,1,0,0
100,33,1,1,3,1,1,0,0
101,39,0,2,3,0,0,1,0
102,32,1,1,2,0,0,0,0
103,30,0,1,4,1,1,0,0
104,36,2,0,1,1,0,0,0
105,34,0,2,5,1,0,0,0
106,38,1,1,2,0,1,0,0
107,31,0,1,3,1,0,0,0
108,35,1,2,2,0,1,0,0
109,37,0,1,4,1,0,1,0
110,32,1,1,3,0,0,0,0
111,33,0,1,2,1,0,1,0
112,27,1,0,3,0,0,0,0
113,34,2,2,5,0,1,0,0
114,31,0,1,1,0,0,1,0
115,38,1,2,4,1,1,0,0
116,29,0,1,2,0,0,1,0
117,30,2,1,3,1,0,0,0
118,35,1,2,4,0,1,0,0
119,28,0,0,1,0,0,1,0
120,34,0,2,4,1,1,0,0
121,32,0,1,2,1,0,0,0
122,38,0,2,3,0,1,0,0
123,31,0,2,5,0,0,0,0
124,35,0,1,1,0,1,0,0
125,33,0,2,4,1,0,0,0
126,37,0,2,2,0,1,0,0
127,30,0,1,3,1,1,0,0
128,34,0,2,6,0,0,0,0
129,32,0,2,1,0,1,0,0
130,32,1,1,3,0,1,0,0
131,36,0,2,4,0,0,0,0
132,33,1,1,2,1,0,0,0
133,28,0,1,1,0,1,0,0
134,39,2,2,5,0,1,1,0
135,30,0,0,2,0,0,0,0
136,35,1,2,3,0,0,0,0
137,31,0,1,4,0,1,0,0
138,34,1,2,3,0,0,0,0
139,37,0,1,2,0,1,0,0
140,31,0,1,4,0,1,0,0
141,27,1,2,3,1,0,1,0
142,35,0,0,2,0,0,0,0
143,28,1,2,5,1,1,0,0
144,32,0,2,4,0,0,1,0
145,33,2,1,2,1,1,0,0
146,30,0,1,3,0,0,1,0
147,29,1,2,4,1,1,0,0
148,34,0,1,2,0,0,0,0
149,31,2,0,1,0,0,1,0
150,33,1,1,2,1,0,0,0
151,29,2,0,1,0,1,1,0
152,35,0,2,4,1,1,0,0
153,32,2,1,1,0,0,0,0
154,38,1,1,3,1,0,1,0
155,26,2,0,1,0,1,0,0
156,31,0,1,3,0,0,0,0
157,30,2,1,1,1,0,0,0
158,39,0,2,4,0,1,0,0
159,28,1,0,2,0,0,1,0
160,29,0,1,3,1,0,0,0
161,32,0,2,5,1,1,0,0
162,27,0,1,2,0,1,1,0
163,33,0,2,4,0,0,0,0
164,31,0,1,3,1,1,1,0
165,28,0,2,6,1,0,0,0
166,35,0,1,4,0,1,0,0
167,30,0,2,3,1,0,1,0
168,26,0,1,2,1,1,0,0
169,34,0,2,5,1,1,0,0
170,32,1,2,4,0,0,0,0
171,35,2,1,2,1,1,1,0
172,29,0,1,3,0,0,0,0
173,33,1,2,2,1,0,0,0
174,38,2,0,1,0,1,0,0
175,26,0,1,4,0,1,1,0
176,39,2,2,3,0,0,0,0
177,31,1,1,5,0,1,0,0
178,30,0,2,2,1,0,0,0
179,32,1,0,1,0,0,0,0
180,34,1,1,1,0,0,0,0
181,32,0,2,2,1,1,0,0
182,28,1,1,1,0,0,0,0
183,33,2,0,1,0,1,0,0
184,31,0,2,1,1,0,0,0
185,36,1,1,2,1,1,0,0
186,29,0,1,1,0,0,0,0
187,35,2,2,2,1,1,0,0
188,30,1,0,1,0,0,0,0
189,37,0,2,1,1,0,0,0
190,32,1,1,3,1,0,0,0
191,29,0,2,5,0,1,0,0
192,35,2,1,2,1,0,1,0
193,31,1,2,4,0,0,0,0
194,36,0,0,3,1,1,0,0
195,27,2,1,5,1,0,1,0
196,33,1,2,3,0,0,0,0
197,30,2,0,2,1,1,0,0
198,34,0,2,4,0,0,0,0
199,29,1,1,3,1,0,1,0
200,33,1,2,2,1,1,0,0
201,31,0,1,1,0,0,1,0
202,39,2,0,5,0,1,1,0
203,29,1,2,1,1,0,0,0
204,32,0,2,3,1,1,0,0
205,26,2,1,2,0,1,1,0
206,35,1,0,4,1,0,0,0
207,38,0,2,1,1,1,0,0
208,28,1,1,2,0,0,0,0
209,34,2,0,6,0,1,1,0
210,35,1,2,4,1,1,0,0
211,32,0,1,2,0,0,1,0
212,37,2,2,5,1,1,0,0
213,27,0,1,1,1,0,0,0
214,39,1,2,3,0,1,0,0
215,30,2,1,4,1,0,1,0
216,34,0,2,2,0,1,0,0
217,29,1,1,3,1,0,0,0
218,31,2,1,6,0,1,1,0
219,38,0,2,4,1,0,0,0
220,35,1,1,2,1,0,1,0
221,28,0,2,3,0,1,0,0
222,32,2,1,1,0,0,1,0
223,36,0,2,5,1,0,0,0
224,26,1,0,2,0,0,1,0
225,31,0,1,4,1,1,0,0
226,39,0,2,3,0,1,0,0
227,25,2,1,1,1,0,1,0
228,33,0,2,4,1,0,0,0
229,29,1,2,3,0,1,0,0
230,32,1,1,2,0,1,0,0
231,36,2,2,3,1,0,0,0
232,28,0,1,1,1,0,0,0
233,39,1,2,2,0,1,0,0
234,30,2,1,3,1,0,1,0
235,33,0,2,4,1,0,0,0
236,35,1,1,2,0,1,1,0
237,31,2,1,1,1,0,0,0
238,37,0,2,3,1,1,0,0
239,32,1,1,2,0,0,0,0
240,33,1,1,2,1,1,0,0
241,38,0,2,3,0,0,0,0
242,32,0,1,1,1,1,0,0
243,34,2,1,2,0,0,0,0
244,30,1,2,4,1,1,0,0
245,36,0,2,2,0,1,0,0
246,39,2,1,1,1,0,0,0
247,35,1,0,5,0,1,1,0
248,32,0,2,2,1,0,0,0
249,37,1,2,3,1,1,0,0
250,28,1,1,2,1,0,0,0
251,33,0,2,3,0,0,0,0
252,26,0,1,1,1,0,1,0
253,32,0,2,4,1,0,0,0
254,34,1,0,2,0,0,1,0
255,30,0,1,2,1,0,0,0
256,25,0,1,1,0,0,0,0
257,38,0,2,3,1,0,0,0
258,31,1,1,2,1,0,0,0
259,29,0,2,3,0,0,1,0
260,31,0,2,3,1,1,0,0
261,29,1,2,5,0,1,0,0
262,32,0,1,2,1,0,1,0
263,36,1,2,4,0,0,0,0
264,28,0,1,1,1,1,0,0
265,33,0,2,6,1,1,0,0
266,30,1,2,3,0,0,0,0
267,26,0,1,2,1,0,1,0
268,38,0,2,4,0,1,0,0
269,35,1,2,5,1,0,0,0
270,32,1,1,3,0,1,1,0
271,35,2,2,4,1,0,0,0
272,31,0,0,2,0,0,1,0
273,38,1,1,5,0,1,0,0
274,30,0,2,3,1,0,1,0
275,33,2,0,4,0,0,0,0
276,34,1,1,2,0,1,1,0
277,36,0,2,3,1,0,0,0
278,32,2,1,5,0,1,1,0
279,37,0,0,2,0,0,0,0
280,32,1,1,3,0,0,1,0
281,29,0,2,4,0,1,0,0
282,33,2,0,5,0,1,1,0
283,26,0,2,3,0,0,1,0
284,31,1,1,2,0,0,0,0
285,37,2,0,6,0,1,1,0
286,30,0,1,4,1,0,0,0
287,28,0,2,5,0,1,1,0
288,34,1,1,3,0,0,0,0
289,32,0,2,4,0,0,1,0
290,32,0,2,3,1,0,0,0
291,34,0,1,2,0,1,0,0
292,33,0,2,4,1,0,0,0
293,36,0,1,3,0,1,0,0
294,39,0,2,2,1,0,0,0
295,31,0,2,1,0,0,0,0
296,35,0,2,3,1,1,0,0
297,37,0,1,4,0,0,0,0
298,30,0,1,2,1,1,0,0
299,32,0,2,2,0,0,0,0
300,31,1,1,2,1,0,0,0
301,28,0,2,3,0,1,0,0
302,32,0,1,1,0,0,0,0
303,34,0,1,2,1,0,1,0
304,29,1,1,1,1,0,0,0
305,30,0,2,4,1,1,0,0
306,27,0,1,1,0,0,0,0
307,33,0,1,2,1,0,1,0
308,36,0,2,3,1,0,0,0
309,29,1,1,1,0,1,0,0
310,31,1,1,4,1,0,1,0
311,36,2,2,3,1,1,0,0
312,27,0,1,5,1,0,1,0
313,32,1,0,4,0,0,1,0
314,39,2,1,1,0,0,0,0
315,31,0,2,2,1,1,1,0
316,29,1,1,3,1,0,0,0
317,34,2,2,4,1,0,1,0
318,37,0,1,5,1,1,0,0
319,30,1,1,2,0,0,1,0
320,32,1,1,3,0,0,0,0
321,28,0,2,5,1,1,0,0
322,35,0,2,2,0,0,0,0
323,33,2,1,1,0,1,0,0
324,31,0,2,4,1,0,0,0
325,36,0,2,6,0,1,0,0
326,29,1,2,2,1,0,0,0
327,30,0,0,1,1,0,0,0
328,34,0,2,3,0,1,0,0
329,32,0,2,5,0,0,0,0
330,32,1,1,3,1,0,1,0
331,35,0,2,4,0,1,0,0
332,27,2,0,2,1,0,1,0
333,33,0,1,3,0,0,0,0
334,31,2,0,1,1,0,0,0
335,38,0,2,5,0,1,0,0
336,29,1,1,2,1,0,1,0
337,34,0,2,4,1,0,0,0
338,30,2,0,3,0,1,1,0
339,37,0,2,3,0,1,0,0
340,36,1,2,3,0,1,0,0
341,29,0,1,1,1,1,0,0
342,33,2,0,1,0,0,1,0
343,38,0,2,2,0,1,0,0
344,32,1,1,2,1,0,0,0
345,28,0,2,1,0,1,0,0
346,31,0,1,2,1,0,1,0
347,39,2,2,3,0,1,0,0
348,26,0,1,1,0,1,0,0
349,34,1,0,1,0,0,1,0
350,32,1,1,3,1,1,1,0
351,39,0,2,2,0,0,0,0
352,26,2,0,1,0,0,1,0
353,31,1,2,3,1,1,0,0
354,35,0,1,2,0,1,0,0
355,29,2,1,4,1,1,1,0
356,38,0,2,1,0,0,0,0
357,27,1,0,2,0,0,1,0
358,33,0,1,3,1,1,0,0
359,30,2,2,2,0,0,1,0
360,32,1,1,2,1,0,0,0
361,30,2,1,3,1,1,0,0
362,26,1,0,1,0,0,1,0
363,35,0,2,4,0,0,0,0
364,28,2,1,5,1,1,0,0
365,33,0,1,2,0,0,1,0
366,25,2,0,1,0,0,1,0
367,31,1,2,4,1,0,0,0
368,33,0,2,5,1,1,0,0
369,29,1,1,3,1,0,0,0
370,32,1,1,3,0,0,0,0
371,35,2,0,5,0,1,1,0
372,27,0,2,2,0,0,0,0
373,33,1,1,4,0,1,0,0
374,37,2,0,6,0,0,1,0
375,29,0,2,3,1,0,0,0
376,31,0,1,2,0,1,0,0
377,34,2,1,4,0,0,1,0
378,30,1,2,3,0,1,0,0
379,36,0,0,5,0,0,1,0
380,33,1,1,3,0,1,1,0
381,32,2,0,2,0,0,1,0
382,34,0,2,5,0,0,0,0
383,28,0,2,7,0,1,0,0
384,36,2,1,1,1,0,1,0
385,38,2,1,3,0,1,0,0
386,31,0,1,2,0,0,0,0
387,30,0,2,3,0,0,0,0
388,30,0,2,6,0,1,0,0
389,32,2,0,4,0,1,0,0
390,35,0,2,4,1,1,0,0
391,31,1,1,2,0,1,0,0
392,38,0,0,1,0,0,0,0
393,27,0,2,3,1,1,0,0
394,30,0,1,1,0,0,0,0
395,32,1,2,4,1,1,0,0
396,39,0,1,2,0,0,0,0
397,26,0,2,1,1,1,0,0
398,36,0,1,3,0,1,0,0
399,33,1,0,1,0,1,0,0
400,33,1,1,3,1,1,0,0
401,29,0,0,2,0,0,1,0
402,38,2,1,4,0,1,1,0
403,32,1,2,3,1,0,0,0
404,35,0,1,2,1,1,1,0
405,26,2,1,1,0,0,0,0
406,39,1,2,5,1,1,0,0
407,31,0,1,2,0,0,1,0
408,27,1,0,4,1,0,1,0
409,36,2,1,3,0,1,0,0
410,32,1,1,3,1,0,1,0
411,40,0,2,2,0,1,0,0
412,29,2,0,4,0,0,1,0
413,35,1,1,5,1,1,0,0
414,33,0,1,2,0,0,0,0
415,39,2,2,6,1,1,0,0
416,27,1,0,1,0,0,1,0
417,34,0,1,4,1,1,0,0
418,31,2,0,3,0,0,1,0
419,38,1,2,5,0,1,0,0
420,32,1,1,3,1,0,1,0
421,29,2,0,2,0,0,1,0
422,36,0,2,5,1,1,0,0
423,33,1,1,3,0,0,1,0
424,28,0,1,2,1,1,0,0
425,35,2,0,1,0,0,1,0
426,30,1,2,4,1,1,0,0
427,32,0,1,2,0,0,1,0
428,34,1,2,3,1,1,0,0
429,27,2,1,1,0,0,1,0
430,32,1,1,2,1,0,0,0
431,38,2,1,4,0,1,1,0
432,30,0,2,2,0,0,0,0
433,29,0,2,5,0,1,0,0
434,26,0,2,1,0,1,0,0
435,36,2,1,3,0,0,0,0
436,35,2,1,1,1,0,0,0
437,31,0,2,4,0,0,0,0
438,32,1,2,3,0,0,0,0
439,27,0,1,2,0,0,0,0
440,30,0,1,3,1,0,1,0
441,27,1,2,2,0,1,0,0
442,33,0,1,4,1,0,0,0
443,32,2,1,1,0,1,1,0
444,38,0,2,3,1,0,0,0
445,26,0,1,5,1,1,0,0
446,34,1,1,2,0,0,1,0
447,30,2,1,1,1,1,0,0
448,35,0,2,4,0,0,0,0
449,29,1,1,3,1,0,1,0
450,32,1,1,3,1,1,0,0
451,33,2,2,5,0,1,1,0
452,29,1,0,2,0,0,0,0
453,35,0,1,4,1,1,1,0
454,31,2,1,6,0,1,0,0
455,37,1,2,3,0,0,1,0
456,28,2,0,1,1,1,0,0
457,34,1,2,4,0,1,1,0
458,30,0,1,2,0,0,0,0
459,36,2,0,5,1,1,1,0
460,32,1,0,2,0,0,1,0
461,33,0,2,5,1,1,0,0
462,29,2,0,1,0,0,1,0
463,36,0,1,2,0,0,0,0
464,26,2,1,4,0,0,1,0
465,31,0,2,6,0,1,0,0
466,34,0,1,3,0,0,0,0
467,38,0,2,1,0,1,0,0
468,28,0,1,1,0,1,0,0
469,35,1,0,2,0,0,1,0
470,35,1,1,2,0,0,1,0
471,28,0,2,3,1,1,0,0
472,33,0,0,1,0,0,1,0
473,31,2,2,2,1,0,0,0
474,32,0,1,2,0,1,0,0
475,29,1,2,3,1,0,0,0
476,36,0,2,1,0,1,0,0
477,30,0,1,2,0,0,1,0
478,34,2,0,1,0,0,1,0
479,32,0,2,3,1,1,0,0
480,32,1,1,2,0,0,0,0
481,31,0,2,4,1,0,1,0
482,26,0,1,1,0,0,0,0
483,35,2,2,3,1,1,0,0
484,33,0,0,1,0,0,0,0
485,28,1,2,5,0,1,0,0
486,37,0,2,2,1,0,0,0
487,30,0,1,3,0,0,1,0
488,29,0,2,2,1,0,0,0
489,34,1,2,4,0,1,0,0
490,30,1,2,3,1,1,0,0
491,35,2,1,1,0,0,1,0
492,29,0,2,2,1,1,1,0
493,32,1,1,4,0,0,0,0
494,26,2,2,1,1,0,1,0
495,38,0,2,3,0,1,0,0
496,34,2,1,2,1,0,1,0
497,25,0,1,1,0,0,1,0
498,39,1,2,5,0,0,0,0
499,31,2,1,2,1,1,0,0
500,33,1,1,2,1,0,0,0
501,29,0,2,3,0,1,0,0
502,35,2,0,1,1,0,1,0
503,32,0,2,5,0,1,0,0
504,36,0,1,2,1,0,0,0
505,27,2,0,1,0,0,1,0
506,34,0,2,4,0,1,0,0
507,31,1,1,3,1,0,0,0
508,30,0,2,5,0,1,0,0
509,33,2,0,1,1,0,1,0
510,33,1,2,4,0,1,0,0
511,39,0,2,2,1,0,0,0
512,29,2,1,3,0,1,1,0
513,35,0,2,4,1,0,0,0
514,32,0,1,2,1,1,0,0
515,38,1,2,3,0,1,0,0
516,30,2,0,4,0,1,1,0
517,34,0,2,2,1,0,0,0
518,37,0,2,4,1,1,0,0
519,28,2,1,5,0,1,1,0
520,32,1,1,3,1,0,1,0
521,27,2,0,4,1,1,1,0
522,35,0,2,2,0,1,0,0
523,33,1,1,2,0,0,0,0
524,26,2,0,5,1,0,1,0
525,36,0,2,1,0,1,0,0
526,31,1,0,3,1,1,1,0
527,28,0,1,2,0,0,0,0
528,34,2,1,4,1,1,1,0
529,30,1,2,1,0,0,0,0
530,32,1,1,3,1,1,0,0
531,36,2,0,5,0,1,1,0
532,29,0,2,2,0,0,0,0
533,33,1,2,4,1,1,0,0
534,38,2,0,3,0,0,1,0
535,26,0,2,5,0,1,1,0
536,34,1,1,2,1,0,0,0
537,31,2,0,6,0,1,1,0
538,28,0,2,3,1,0,0,0
539,35,1,1,4,0,1,0,0
540,32,1,1,3,1,1,0,0
541,28,0,2,5,0,0,0,0
542,34,2,0,3,1,0,1,0
543,30,1,2,2,1,1,0,0
544,35,0,1,4,0,0,0,0
545,31,2,1,1,1,1,1,0
546,36,0,2,2,0,0,0,0
547,29,1,1,3,1,1,0,0
548,33,0,0,2,1,0,1,0
549,32,2,2,1,0,1,0,0
550,32,1,0,1,1,0,0,0
551,35,0,1,3,1,0,1,0
552,29,0,1,1,1,0,0,0
553,26,0,2,4,0,0,0,0
554,33,0,1,1,1,1,0,0
555,31,2,0,1,0,0,1,0
556,28,0,1,2,1,0,1,0
557,36,0,1,1,1,1,0,0
558,35,2,0,1,0,0,0,0
559,29,2,0,3,0,0,1,0
560,32,1,1,2,1,0,0,0
561,28,0,0,3,0,1,1,0
562,35,2,2,4,1,0,1,0
563,34,1,1,3,0,1,0,0
564,36,0,2,2,1,0,0,0
565,26,2,0,1,0,0,1,0
566,39,1,2,3,0,1,1,0
567,31,0,1,2,1,0,0,0
568,29,2,1,4,0,1,0,0
569,33,1,2,3,1,0,1,0
570,32,0,2,3,0,1,0,0
571,29,0,1,5,0,0,0,0
572,36,0,2,2,0,1,1,0
573,33,0,1,4,0,0,0,0
574,31,0,2,5,0,1,0,0
575,28,0,1,3,1,0,1,0
576,34,0,2,4,0,1,0,0
577,30,0,1,6,0,0,0,0
578,32,0,2,1,0,1,1,0
579,37,0,2,5,0,1,0,0
580,32,1,1,1,1,1,0,0
581,37,0,2,2,0,0,0,0
582,33,1,0,1,0,1,0,0
583,39,2,2,1,1,0,0,0
584,28,0,1,3,1,1,0,0
585,35,1,2,2,0,0,0,0
586,31,0,0,1,1,1,0,0
587,36,2,1,1,0,0,0,0
588,27,0,1,2,1,1,0,0
589,38,1,2,1,0,0,0,0
590,32,0,1,3,0,0,0,0
591,33,0,2,4,1,1,0,0
592,27,0,1,2,1,0,0,0
593,35,0,2,2,0,0,0,0
594,31,0,1,4,1,1,0,0
595,29,0,2,3,0,1,0,0
596,36,0,2,1,1,0,0,0
597,30,0,1,2,0,0,0,0
598,28,0,2,5,1,1,0,0
599,32,0,2,2,0,0,0,0
600,35,2,1,3,0,0,0,0
601,28,0,2,4,1,1,1,0
602,32,2,0,5,0,0,1,0
603,31,0,1,2,1,0,0,0
604,33,2,1,4,0,0,1,0
605,27,2,2,6,0,1,0,0
606,36,1,1,3,1,0,0,0
607,30,2,0,4,0,0,1,0
608,34,0,2,5,1,1,0,0
609,29,2,1,2,0,0,1,0
610,32,1,2,2,1,0,0,0
611,29,0,1,5,0,1,0,0
612,31,2,0,1,0,0,1,0
613,33,0,2,3,1,1,0,0
614,28,1,1,4,0,0,0,0
615,30,0,0,3,0,1,0,0
616,35,2,2,2,0,0,0,0
617,27,1,1,5,1,1,0,0
618,32,0,2,4,0,1,0,0
619,29,2,1,1,0,0,0,0
620,29,1,1,3,0,0,0,0
621,35,0,2,2,0,1,0,0
622,26,0,0,5,1,0,1,0
623,32,1,2,4,0,1,0,0
624,37,0,1,3,0,0,0,0
625,25,0,0,1,1,0,1,0
626,36,0,2,4,0,1,0,0
627,31,1,1,2,0,0,0,0
628,27,0,2,5,0,1,1,0
629,34,0,1,3,0,0,0,0
630,32,1,2,2,0,0,0,0
631,35,0,1,3,1,1,0,0
632,29,1,2,2,0,0,1,0
633,34,2,1,1,1,0,0,0
634,31,0,2,4,0,1,0,0
635,36,1,1,3,0,1,0,0
636,27,0,1,1,1,0,1,0
637,33,2,2,2,0,0,0,0
638,38,0,1,3,1,1,0,0
639,29,1,1,5,0,1,0,0
640,32,1,1,3,0,1,0,0
641,34,2,0,5,1,0,1,0
642,33,0,2,2,0,1,0,0
643,38,1,1,5,1,1,0,0
644,35,0,0,2,0,0,1,0
645,31,2,2,4,1,1,0,0
646,36,1,1,3,0,1,1,0
647,39,0,2,6,0,0,0,0
648,30,2,1,5,1,1,0,0
649,37,1,0,3,0,0,1,0
650,32,1,2,1,0,1,0,0
651,35,0,1,3,1,0,0,0
652,28,0,2,2,0,1,0,0
653,31,2,0,1,0,1,0,0
654,34,1,1,2,1,0,0,0
655,33,0,2,1,0,1,0,0
656,38,2,0,1,1,0,1,0
657,30,1,1,3,0,1,0,0
658,32,0,1,2,1,0,0,0
659,37,1,2,1,0,1,0,0
660,32,1,0,3,0,0,0,0
661,27,2,1,2,1,0,1,0
662,36,0,2,5,0,1,0,0
663,29,1,0,2,0,0,1,0
664,31,2,1,3,1,0,0,0
665,33,0,0,4,0,1,1,0
666,28,2,1,1,0,0,0,0
667,34,1,2,6,1,0,0,0
668,30,0,0,2,0,1,1,0
669,35,2,1,4,0,0,0,0
670,32,1,1,4,0,0,0,0
671,36,0,2,3,1,0,0,0
672,30,2,0,5,0,1,1,0
673,35,1,1,2,1,0,0,0
674,28,0,2,1,0,1,0,0
675,33,2,1,4,0,0,0,0
676,38,0,0,2,1,1,1,0
677,31,1,2,3,0,0,0,0
678,39,2,1,5,0,0,0,0
679,26,1,2,2,1,1,1,0
680,32,1,1,2,1,1,0,0
681,29,2,0,1,1,0,1,0
682,33,0,2,3,0,0,0,0
683,38,1,2,2,1,1,0,0
684,27,2,0,1,0,0,1,0
685,32,0,1,1,1,0,0,0
686,35,1,2,3,1,1,0,0
687,31,2,1,2,0,0,1,0
688,34,0,2,3,1,1,0,0
689,29,1,0,2,0,0,0,0
690,32,1,1,2,1,1,0,0
691,31,2,0,5,0,1,1,0
692,34,1,0,1,0,0,0,0
693,29,0,2,4,0,0,0,0
694,36,2,1,1,0,1,1,0
695,38,0,2,3,0,0,0,0
696,30,1,1,1,1,1,0,0
697,33,2,0,1,0,0,1,0
698,28,0,2,2,0,0,0,0
699,32,1,1,2,1,0,1,0
700,32,1,1,2,1,0,1,0
701,35,2,0,1,0,0,0,0
702,29,1,1,3,1,0,1,0
703,33,0,2,2,0,0,0,0
704,37,2,1,1,1,0,1,0
705,34,1,0,1,0,0,0,0
706,30,2,1,2,1,0,1,0
707,27,0,1,4,1,0,1,0
708,39,2,0,1,0,0,0,0
709,32,1,1,1,1,0,1,0
710,32,1,1,1,0,0,0,0
711,34,0,2,2,0,0,0,0
712,28,2,1,1,1,1,1,0
713,33,0,2,3,0,0,0,0
714,31,0,2,1,1,0,0,0
715,35,1,1,2,0,0,1,0
716,32,0,2,2,0,0,0,0
717,38,0,1,2,1,0,0,0
718,30,2,1,1,0,0,0,0
719,36,2,1,1,1,0,0,0
720,32,0,2,2,1,0,0,0
721,29,1,1,3,0,1,0,0
722,33,0,2,1,0,0,0,0
723,28,0,1,2,1,1,1,0
724,35,2,0,1,0,1,0,0
725,30,0,2,3,1,0,0,0
726,27,0,2,1,1,1,0,0
727,36,1,1,2,0,0,0,0
728,31,0,2,3,1,1,0,0
729,28,0,1,2,1,0,1,0
730,33,1,1,3,1,0,1,0
731,32,0,2,2,0,1,0,0
732,36,1,0,5,1,0,1,0
733,30,0,2,3,0,1,0,0
734,35,2,1,2,0,0,1,0
735,34,1,2,4,1,1,0,0
736,37,0,0,1,0,0,0,0
737,31,2,1,5,1,0,1,0
738,33,0,2,3,0,1,0,0
739,32,1,1,2,0,0,0,0
740,31,1,1,3,0,0,0,0
741,33,0,2,2,1,1,0,0
742,38,0,2,1,1,0,0,0
743,26,2,1,5,0,1,1,0
744,32,0,1,4,1,0,1,0
745,27,1,2,3,0,0,0,0
746,35,0,0,6,1,1,1,0
747,30,0,1,2,0,0,0,0
748,29,1,2,4,1,1,0,0
749,34,2,1,5,0,0,1,0
750,32,1,2,4,1,0,0,0
751,26,2,1,3,1,0,1,0
752,31,0,2,5,1,1,0,0
753,29,2,1,1,0,0,1,0
754,36,1,2,2,1,0,0,0
755,38,0,2,1,0,1,0,0
756,34,2,1,1,0,0,0,0
757,28,1,1,2,1,1,1,0
758,30,2,1,1,0,1,0,0
759,35,2,0,1,1,0,1,0
760,36,1,2,2,0,1,0,0
761,32,0,1,3,1,1,0,0
762,39,2,1,2,0,1,0,0
763,28,0,0,1,0,0,1,0
764,33,1,2,3,1,1,0,0
765,31,2,0,1,0,0,0,0
766,37,0,2,3,0,1,0,0
767,34,1,1,2,0,1,0,0
768,29,0,2,1,1,1,0,0
769,35,2,0,4,0,0,0,0
