,Age,FrequentFlyer,AnnualIncomeClass,ServicesOpted,AccountSyncedToSocialMedia,BookedHotelOrNot,Target,real_identifier
184,31,0,0,1,1,0,0,0
185,30,2,1,2,0,1,0,0
186,36,1,2,1,1,0,0,0
187,29,0,1,1,0,1,0,0
188,35,2,2,2,1,0,0,0
189,32,0,0,1,0,1,0,0
190,32,1,2,3,0,0,0,0
191,29,0,1,5,1,1,1,0
192,35,2,0,2,1,0,0,0
193,31,1,2,4,0,1,1,0
194,33,0,1,3,1,0,0,0
195,27,2,2,1,0,1,1,0
196,36,1,1,5,1,0,0,0
197,30,2,2,4,0,0,1,0
198,32,0,1,2,1,1,0,0
199,34,1,0,3,0,0,0,0
200,33,1,1,2,0,1,0,0
201,31,0,2,1,1,1,1,0
202,39,0,2,2,1,0,0,0
203,29,2,0,5,0,0,1,0
204,32,0,2,1,1,1,0,0
205,26,2,1,3,0,1,1,0
206,36,0,2,1,1,0,0,0
207,34,1,1,2,1,1,0,0
208,28,0,2,1,1,0,0,0
209,35,2,0,4,0,1,1,0
210,35,1,2,2,1,1,0,0
211,32,0,2,4,0,0,0,0
212,27,0,1,2,1,1,1,0
213,39,2,1,5,0,1,0,0
214,26,0,1,1,1,0,0,0
215,37,1,2,4,1,1,0,0
216,31,2,1,2,0,0,1,0
217,34,0,2,3,1,0,0,0
218,29,1,1,4,0,1,0,0
219,30,2,1,5,1,1,1,0
220,31,1,1,2,1,0,1,0
221,32,0,2,2,0,1,0,0
222,28,2,1,1,0,0,1,0
223,35,0,2,4,1,0,0,0
224,31,0,2,3,1,0,0,0
225,39,0,1,1,0,1,0,0
226,31,0,2,3,0,1,0,0
227,33,0,2,3,1,0,0,0
228,30,2,0,1,0,0,0,0
229,36,0,2,5,0,1,0,0
230,32,1,1,2,0,1,0,0
231,36,2,2,3,1,0,1,0
232,28,0,1,1,1,0,0,0
233,39,1,2,2,0,1,0,0
234,30,2,1,2,1,0,1,0
235,33,0,1,1,0,1,0,0
236,35,2,2,3,1,0,0,0
237,31,1,1,2,0,1,0,0
238,37,0,1,1,1,0,1,0
239,34,2,2,2,0,1,0,0
240,33,1,1,2,1,0,0,0
241,38,0,2,3,0,1,0,0
242,32,1,2,1,1,0,0,0
243,34,0,1,2,0,1,0,0
244,39,2,1,4,0,0,0,0
245,30,0,2,1,1,1,0,0
246,36,1,2,3,0,0,0,0
247,35,0,1,2,1,1,0,0
248,32,2,0,5,0,1,1,0
249,37,1,2,2,1,0,0,0
250,28,0,1,2,1,0,0,0
251,34,1,2,3,0,0,1,0
252,26,0,1,1,1,0,0,0
253,33,0,2,4,1,0,0,0
254,32,1,0,2,0,0,1,0
255,30,0,1,3,1,0,0,0
256,29,0,2,2,0,0,0,0
257,35,0,1,1,1,0,0,0
258,31,2,2,4,1,0,1,0
259,28,0,1,2,0,0,0,0
260,31,0,2,3,1,1,0,0
261,32,1,2,5,0,0,0,0
262,28,0,1,2,1,0,1,0
263,33,0,2,4,1,1,0,0
264,36,1,2,6,0,1,0,0
265,29,0,1,1,1,0,0,0
266,38,0,2,3,0,0,0,0
267,31,1,2,4,1,1,0,0
268,30,0,1,2,1,1,0,0
269,35,0,2,5,0,0,0,0
270,32,1,1,3,1,0,1,0
271,35,0,2,4,0,1,0,0
272,31,2,0,6,0,0,1,0
273,34,0,1,2,1,0,0,0
274,30,2,1,5,0,1,1,0
275,36,1,2,3,0,0,0,0
276,33,0,0,1,0,0,0,0
277,37,2,1,4,1,0,1,0
278,32,0,2,2,0,1,0,0
279,35,2,0,3,0,0,1,0
280,29,1,1,3,0,0,1,0
281,32,0,2,4,0,1,0,0
282,26,0,1,2,0,0,1,0
283,33,2,0,5,0,1,1,0
284,28,0,2,3,0,0,0,0
285,31,1,1,4,1,0,1,0
286,30,0,2,5,0,1,0,0
287,27,0,1,2,0,0,1,0
288,34,2,0,6,0,1,0,0
289,29,0,2,4,1,0,1,0
290,32,0,2,3,1,0,0,0
291,33,0,1,2,0,1,0,0
292,34,0,2,4,1,0,0,0
293,36,0,1,3,0,1,0,0
294,39,0,2,2,0,0,0,0
295,31,0,2,1,1,0,0,0
296,32,0,1,4,1,1,0,0
297,35,0,2,3,0,0,0,0
298,37,0,1,2,1,0,0,0
299,34,0,2,1,0,1,0,0
300,32,1,1,2,1,1,0,0
301,31,0,2,3,0,1,0,0
302,36,0,1,1,0,0,0,0
303,26,0,2,3,1,1,0,0
304,29,0,1,3,1,0,1,0
305,34,1,1,1,0,0,0,0
306,30,0,2,4,1,1,0,0
307,31,0,1,2,1,0,1,0
308,37,0,1,2,0,0,0,0
309,28,2,1,1,1,0,0,0
310,32,1,1,4,1,0,1,0
311,36,2,2,3,0,1,0,0
312,27,0,1,5,1,0,1,0
313,34,1,0,2,0,0,0,0
314,31,2,1,4,1,1,1,0
315,37,0,2,1,1,0,0,0
316,29,1,1,3,0,1,1,0
317,32,2,2,5,1,0,0,0
318,30,0,0,2,1,0,1,0
319,35,1,1,4,0,1,0,0
320,28,0,1,3,1,0,0,0
321,35,2,2,5,0,1,0,0
322,33,0,2,2,1,0,0,0
323,26,0,1,4,0,1,0,0
324,32,0,2,1,1,0,0,0
325,38,0,2,6,0,1,0,0
326,31,2,1,2,1,0,0,0
327,29,0,2,3,0,1,0,0
328,36,0,2,4,1,0,0,0
329,30,0,2,5,0,0,0,0
330,32,1,1,4,1,1,1,0
331,27,2,0,3,0,0,0,0
332,38,0,2,4,1,1,0,0
333,31,1,1,2,0,0,1,0
334,33,0,2,5,0,1,0,0
335,29,2,1,1,1,0,0,0
336,35,0,2,3,0,0,0,0
337,28,1,0,2,1,1,1,0
338,34,2,1,1,0,0,0,0
339,30,0,1,3,1,0,1,0
340,36,0,2,2,0,1,0,0
341,28,1,1,1,0,1,0,0
342,33,0,2,3,0,0,0,0
343,32,2,0,1,0,0,1,0
344,38,0,2,2,1,1,0,0
345,29,0,1,1,1,0,1,0
346,31,1,1,2,0,1,0,0
347,34,2,0,1,0,0,1,0
348,30,0,2,3,0,1,0,0
349,35,0,1,2,1,0,1,0
350,35,1,1,3,1,1,1,0
351,29,0,2,2,0,0,0,0
352,33,2,1,4,1,1,1,0
353,30,0,0,1,0,0,0,0
354,38,1,2,3,0,1,1,0
355,26,0,1,2,1,0,0,0
356,32,2,0,1,0,0,1,0
357,31,1,2,3,0,1,1,0
358,27,0,1,2,0,1,0,0
359,36,2,1,4,1,0,1,0
360,32,1,1,3,1,0,0,0
361,28,2,0,2,0,1,1,0
362,33,0,2,4,1,0,0,0
363,26,1,1,1,1,1,1,0
364,35,0,2,5,0,0,0,0
365,31,2,1,2,1,1,0,0
366,29,1,0,3,0,0,1,0
367,30,0,1,4,1,1,0,0
368,28,2,2,1,0,0,0,0
369,32,1,1,5,1,1,0,0
370,32,1,2,3,0,0,0,0
371,35,2,1,2,0,0,0,0
372,28,0,2,4,0,1,0,0
373,33,0,1,2,0,0,0,0
374,31,2,0,1,0,0,1,0
375,37,2,0,5,0,1,1,0
376,32,0,1,1,0,0,0,0
377,29,1,2,3,0,0,0,0
378,34,0,1,2,1,0,1,0
379,30,0,2,3,0,1,0,0
380,34,1,1,3,0,1,1,0
381,28,2,0,2,0,0,1,0
382,32,0,2,5,0,0,0,0
383,33,1,1,4,1,1,0,0
384,36,2,1,3,0,0,1,0
385,27,0,0,1,0,1,0,0
386,31,1,2,5,0,0,0,0
387,38,2,1,2,0,1,0,0
388,30,0,1,3,0,0,0,0
389,29,2,2,4,1,0,1,0
390,32,0,2,4,1,1,0,0
391,35,0,1,3,0,1,0,0
392,30,1,2,2,1,1,0,0
393,36,0,0,1,0,0,0,0
394,31,0,2,5,1,1,0,0
395,34,1,1,2,0,0,0,0
396,38,0,1,1,0,1,0,0
397,27,0,2,1,1,1,0,0
398,33,2,0,1,0,0,0,0
399,35,0,1,3,0,1,0,0
400,33,1,1,2,0,1,0,0
401,29,0,0,3,1,0,1,0
402,36,2,1,4,0,1,0,0
403,32,1,1,2,1,0,0,0
404,35,0,2,3,1,1,1,0
405,26,2,0,1,0,0,1,0
406,31,1,1,2,1,0,0,0
407,38,0,1,5,0,1,1,0
408,30,2,1,3,1,0,0,0
409,28,1,2,2,0,1,0,0
410,35,1,1,2,1,0,1,0
411,40,0,2,4,0,1,0,0
412,33,2,0,1,0,0,1,0
413,29,0,1,5,1,0,0,0
414,34,1,1,3,0,1,0,0
415,31,2,0,2,0,0,1,0
416,39,0,2,5,0,1,0,0
417,32,1,1,4,1,0,0,0
418,38,0,1,2,0,1,0,0
419,30,2,0,3,0,1,0,0
420,32,1,1,3,1,1,0,0
421,29,2,0,1,0,0,1,0
422,35,0,2,5,1,0,0,0
423,26,2,1,2,0,0,1,0
424,33,1,1,3,1,1,1,0
425,38,0,2,4,0,1,0,0
426,30,2,0,2,0,0,1,0
427,28,1,1,4,1,1,0,0
428,36,0,2,3,1,0,0,0
429,29,2,1,1,1,0,1,0
430,33,1,2,2,0,1,0,0
431,39,2,1,5,1,0,1,0
432,32,0,2,4,0,0,0,0
433,26,0,1,2,1,1,0,0
434,35,2,2,3,0,0,0,0
435,30,1,1,3,1,1,0,0
436,36,2,1,5,0,0,1,0
437,29,0,2,2,1,0,0,0
438,38,2,2,4,0,1,0,0
439,27,0,1,2,0,0,0,0
440,30,1,1,2,1,0,1,0
441,33,0,2,3,0,1,0,0
442,27,0,1,5,1,0,1,0
443,38,2,2,1,0,0,0,0
444,32,0,1,4,1,1,0,0
445,30,1,1,2,1,0,1,0
446,35,0,2,3,0,1,0,0
447,28,0,1,5,1,0,1,0
448,34,2,1,1,0,1,0,0
449,31,0,2,4,1,0,0,0
450,32,1,1,3,1,1,1,0
451,35,0,2,4,0,0,0,0
452,29,2,0,2,0,1,1,0
453,38,2,1,6,1,1,0,0
454,31,1,2,3,0,1,1,0
455,33,2,1,4,1,0,0,0
456,30,0,0,2,0,0,1,0
457,37,1,2,5,1,1,0,0
458,34,2,0,3,0,0,1,0
459,27,1,1,4,1,1,0,0
460,32,1,0,2,0,0,1,0
461,29,2,1,3,0,0,0,0
462,36,1,2,4,1,1,0,0
463,26,2,0,1,0,0,1,0
464,33,0,1,2,0,0,0,0
465,31,2,0,3,0,0,1,0
466,38,0,2,5,0,1,0,0
467,25,2,0,1,0,0,1,0
468,30,1,1,2,0,0,0,0
469,34,0,2,6,1,1,0,0
470,35,1,1,2,0,0,1,0
471,29,0,1,1,1,0,0,0
472,33,1,2,3,1,1,0,0
473,28,0,0,1,0,0,1,0
474,39,0,2,2,1,1,0,0
475,32,2,1,1,0,0,0,0
476,26,0,1,2,0,1,0,0
477,37,1,2,3,1,0,1,0
478,31,0,0,2,0,0,0,0
479,29,0,2,1,1,1,0,0
480,32,1,1,2,0,0,0,0
481,35,0,2,5,1,1,0,0
482,26,0,1,1,0,0,1,0
483,39,1,2,4,1,0,0,0
484,31,2,0,1,0,0,0,0
485,28,0,2,3,0,0,1,0
486,33,0,2,2,1,1,0,0
487,37,1,1,4,0,0,0,0
488,29,0,2,3,0,0,1,0
489,35,0,2,4,1,1,0,0
490,32,1,2,3,1,0,0,0
491,29,0,1,2,0,1,0,0
492,35,2,0,1,1,0,1,0
493,33,0,2,5,0,1,0,0
494,27,0,2,1,0,0,1,0
495,36,1,2,4,1,0,0,0
496,30,0,1,2,0,1,0,0
497,38,2,0,1,1,0,1,0
498,29,0,2,3,0,1,0,0
499,32,0,2,5,0,0,0,0
500,33,1,1,2,0,1,0,0
501,39,0,2,3,1,0,0,0
502,29,2,0,4,0,1,1,0
503,32,0,2,1,1,1,0,0
504,35,1,1,2,1,0,0,0
505,30,0,2,5,0,1,0,0
506,37,0,2,2,1,0,0,0
507,31,2,0,3,0,1,1,0
508,36,0,1,4,1,0,0,0
509,38,0,2,1,0,1,0,0
510,32,1,1,3,1,1,1,0
511,27,2,0,4,0,0,1,0
512,33,0,2,2,1,0,0,0
513,28,1,1,2,0,1,1,0
514,35,0,0,1,0,1,0,0
515,31,2,2,3,1,0,1,0
516,26,1,1,1,0,0,0,0
517,36,0,2,2,0,1,0,0
518,29,1,0,3,1,0,1,0
519,34,2,1,4,0,1,0,0
520,32,1,2,3,0,1,0,0
521,36,2,1,5,1,1,1,0
522,29,0,2,2,0,0,0,0
523,33,1,0,6,0,1,1,0
524,38,0,2,3,1,0,0,0
525,26,1,2,4,0,1,1,0
526,34,0,1,2,1,0,0,0
527,31,2,0,5,0,1,1,0
528,29,0,2,4,0,0,0,0
529,35,1,2,3,1,1,0,0
530,32,1,1,3,1,0,0,0
531,38,0,2,2,0,1,0,0
532,28,2,0,5,1,0,1,0
533,34,0,1,1,0,1,0,0
534,31,1,2,3,1,0,0,0
535,35,0,0,2,1,0,1,0
536,30,2,1,4,0,1,0,0
537,37,0,2,1,1,0,0,0
538,33,1,1,2,0,1,0,0
539,29,0,1,3,1,0,1,0
540,32,1,1,2,1,0,0,0
541,29,0,2,3,0,1,1,0
542,35,2,0,1,0,0,1,0
543,31,0,1,2,1,0,0,0
544,26,0,1,1,1,0,1,0
545,38,1,1,2,1,1,0,0
546,28,0,0,1,1,0,0,0
547,33,2,1,1,0,0,1,0
548,30,0,2,4,0,1,0,0
549,36,1,0,1,1,0,1,0
550,32,1,1,3,1,0,0,0
551,35,0,2,2,0,1,1,0
552,28,2,0,3,1,0,1,0
553,34,1,2,4,0,0,0,0
554,36,0,1,3,1,1,0,0
555,29,2,1,2,0,0,1,0
556,31,0,2,3,1,1,0,0
557,30,1,1,4,0,0,1,0
558,39,2,2,3,1,1,1,0
559,27,1,0,2,0,0,1,0
560,32,0,2,3,0,1,0,0
561,29,0,1,5,0,0,0,0
562,33,0,2,2,1,0,1,0
563,36,0,1,4,0,1,0,0
564,31,0,2,5,0,1,0,0
565,26,0,2,3,0,1,0,0
566,34,0,1,2,1,0,0,0
567,30,0,2,5,0,1,1,0
568,37,0,1,3,0,0,0,0
569,31,0,2,4,1,1,0,0
570,33,0,1,1,1,1,0,0
571,37,1,2,2,0,0,0,0
572,32,0,1,1,0,1,0,0
573,39,2,1,1,0,0,0,0
574,28,0,0,2,1,1,0,0
575,35,0,2,3,1,1,0,0
576,31,1,1,1,0,0,0,0
577,30,0,0,1,1,1,0,0
578,34,2,2,2,0,0,0,0
579,36,0,1,1,1,1,0,0
580,32,0,1,3,1,0,0,0
581,27,0,2,4,0,1,0,0
582,35,0,2,2,1,0,0,0
583,29,0,1,6,1,1,0,0
584,33,0,2,1,0,0,0,0
585,31,0,1,2,1,1,0,0
586,36,0,2,5,0,1,0,0
587,28,0,2,2,1,0,0,0
588,30,1,0,1,0,0,0,0
589,29,0,1,3,1,0,0,0
590,35,1,1,3,0,0,0,0
591,31,2,0,4,1,0,1,0
592,33,0,2,5,0,1,0,0
593,32,2,1,2,1,0,1,0
594,28,1,2,4,0,0,0,0
595,36,2,0,3,1,0,1,0
596,30,1,1,6,0,1,0,0
597,37,0,2,2,1,0,0,0
598,31,2,1,5,0,0,1,0
599,29,1,0,3,1,0,1,0
600,29,1,2,2,1,1,0,0
601,31,0,1,3,0,0,0,0
602,28,2,0,2,0,1,1,0
603,32,1,2,3,1,0,0,0
604,35,0,1,5,0,1,0,0
605,26,0,2,4,1,1,0,0
606,33,2,0,1,0,0,1,0
607,30,1,1,3,0,1,0,0
608,27,0,2,2,1,0,0,0
609,36,2,1,4,0,1,0,0
610,35,1,2,3,0,1,0,0
611,29,0,1,2,1,0,0,0
612,32,0,2,4,0,1,0,0
613,26,0,0,5,0,0,1,0
614,37,1,2,2,0,1,0,0
615,31,0,1,3,1,0,0,0
616,25,0,0,4,0,0,1,0
617,36,0,2,3,0,1,0,0
618,29,0,1,2,0,0,0,0
619,33,0,2,4,0,1,0,0
620,32,1,2,2,1,0,0,0
621,29,0,1,1,0,1,1,0
622,35,2,2,3,1,1,0,0
623,38,1,1,2,0,0,0,0
624,34,0,2,4,1,0,0,0
625,27,0,1,3,0,1,1,0
626,36,2,1,1,0,0,0,0
627,31,1,2,2,1,1,0,0
628,29,0,1,5,0,0,0,0
629,33,1,2,3,0,1,0,0
630,32,1,1,3,0,1,0,0
631,39,0,2,5,1,0,1,0
632,34,2,0,2,0,0,0,0
633,33,1,1,5,1,1,1,0
634,38,0,2,2,0,1,0,0
635,32,2,0,5,1,0,1,0
636,36,1,1,3,0,1,0,0
637,30,0,2,6,1,0,1,0
638,35,2,1,4,0,1,1,0
639,37,1,2,3,0,0,0,0
640,32,1,1,2,0,1,0,0
641,35,2,1,1,0,0,0,0
642,28,0,2,3,1,0,0,0
643,31,1,0,1,0,1,0,0
644,34,0,2,2,0,1,0,0
645,33,2,0,1,1,0,0,0
646,30,0,1,2,0,1,0,0
647,37,1,1,1,1,0,1,0
648,32,0,2,1,0,1,0,0
649,36,2,1,2,0,0,0,0
650,32,1,1,3,0,0,0,0
651,27,2,0,2,1,0,1,0
652,36,0,2,5,0,1,0,0
653,31,2,1,1,0,0,0,0
654,29,1,0,2,1,1,1,0
655,33,0,1,3,0,0,0,0
656,30,2,0,4,1,0,1,0
657,34,1,2,2,0,1,0,0
658,28,0,1,1,0,0,0,0
659,35,2,0,3,0,0,1,0
660,32,1,1,4,0,0,0,0
661,35,0,2,2,1,1,1,0
662,31,2,0,5,0,0,0,0
663,33,1,2,3,1,0,0,0
664,28,0,1,2,0,1,1,0
665,36,2,1,4,0,0,0,0
666,30,0,2,3,1,1,0,0
667,38,1,0,1,0,0,0,0
668,26,2,2,5,0,1,1,0
669,33,0,1,2,1,0,0,0
670,29,1,1,2,1,1,0,0
671,32,2,0,1,0,0,1,0
672,33,0,2,3,1,1,0,0
673,27,2,1,1,1,0,0,0
674,38,1,2,2,0,0,0,0
675,39,0,1,3,1,1,0,0
676,26,2,0,1,0,0,1,0
677,31,1,2,2,1,0,0,0
678,34,0,1,3,0,1,0,0
679,28,1,0,2,1,0,0,0
680,28,1,2,2,1,1,0,0
681,34,2,0,5,0,1,1,0
682,32,0,1,1,1,0,0,0
683,36,2,1,2,0,1,1,0
684,29,1,2,4,0,0,0,0
685,31,0,0,1,1,1,0,0
686,38,2,1,3,0,0,1,0
687,30,1,2,2,1,1,1,0
688,33,0,0,1,0,0,0,0
689,26,1,1,2,0,1,0,0
690,32,2,1,1,1,0,1,0
691,35,0,2,2,0,0,0,0
692,29,2,0,1,0,0,0,0
693,33,2,1,1,1,0,1,0
694,37,0,0,1,0,0,0,0
695,34,2,1,4,1,0,1,0
696,27,0,1,3,1,0,1,0
697,39,2,0,1,1,0,1,0
698,30,0,2,2,0,0,0,0
699,32,2,1,1,0,0,1,0
700,32,1,1,1,1,0,0,0
701,34,0,2,2,0,0,0,0
702,28,2,1,1,1,0,1,0
703,35,0,2,3,0,0,0,0
704,31,0,2,1,1,1,0,0
705,33,0,2,2,0,0,0,0
706,37,0,2,2,0,0,0,0
707,38,0,1,2,1,0,1,0
708,31,2,1,1,0,0,0,0
709,36,2,1,1,1,0,0,0
710,32,0,2,2,1,1,0,0
711,35,1,0,1,0,0,0,0
712,28,0,1,3,1,1,1,0
713,33,0,2,1,0,1,0,0
714,36,2,0,3,0,0,0,0
715,30,0,1,2,1,1,0,0
716,29,0,2,1,1,0,0,0
717,38,1,0,1,0,1,0,0
718,27,0,1,2,1,0,1,0
719,32,0,2,3,0,1,0,0
720,33,1,1,3,1,0,1,0
721,35,0,2,2,0,1,0,0
722,32,2,0,1,0,0,1,0
723,36,1,2,5,1,0,0,0
724,30,0,1,3,0,1,0,0
725,34,2,0,2,0,0,1,0
726,31,1,2,4,1,1,0,0
727,33,0,1,1,0,0,0,0
728,32,1,2,3,1,0,1,0
729,35,0,2,5,0,1,0,0
730,32,1,1,3,1,0,0,0
731,31,0,2,2,0,1,0,0
732,33,0,1,4,1,0,1,0
733,26,1,2,1,0,0,0,0
734,38,2,1,5,1,0,1,0
735,25,0,1,3,0,1,1,0
736,30,0,2,2,1,0,0,0
737,34,1,0,4,1,1,1,0
738,27,0,1,2,0,0,0,0
739,36,2,2,5,0,1,1,0
740,32,1,2,3,1,0,0,0
741,26,2,1,4,1,0,1,0
742,31,0,2,5,0,1,0,0
743,29,2,0,1,0,0,1,0
744,36,1,2,2,1,1,0,0
745,28,0,1,2,1,0,1,0
746,34,2,1,3,0,0,0,0
747,30,1,2,4,1,0,1,0
748,27,2,1,2,0,1,0,0
749,35,1,2,3,1,0,0,0
750,36,1,2,3,0,1,0,0
751,39,0,1,2,0,1,0,0
752,28,2,0,1,0,0,0,0
753,33,0,2,3,1,1,0,0
754,31,1,0,1,0,0,1,0
755,37,0,2,2,0,1,0,0
756,32,2,1,1,0,1,0,0
757,34,1,2,4,0,0,0,0
758,30,0,2,3,1,1,0,0
759,35,2,0,1,0,0,1,0
760,35,1,1,3,0,0,0,0
761,29,2,0,1,1,0,0,0
762,33,0,2,4,0,1,1,0
763,31,1,1,2,1,0,1,0
764,39,0,2,5,0,1,0,0
765,32,2,1,3,0,0,0,0
766,27,0,0,2,1,0,0,0
767,38,0,1,4,0,1,1,0
768,36,1,2,6,0,1,0,0
769,30,2,1,1,1,0,0,0
