mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
2.22,33,2.222,9,73,180,180,1,0.407,20,1
2.31,29,2.625,8,67,168,125,0.744,0.4,21,1
2.17,60,4.125,8,131,264,257,0.973,0.496,33,1
1.90,62,4.555,9,118,369,274,0.743,0.321,41,1
2.81,98,5.75,12,275,828,518,0.626,0.332,69,1
2.23,129,8.167,12,288,1176,734,0.624,0.245,98,1
2,6,1.2,5,12,30,26,0.867,0.4,6,1
2.94,246,16.818,11,724,2035,1572,0.772,0.356,185,1
1.65,178,9.182,11,293,1111,947,0.852,0.264,101,1
1.97,33,2.1,10,65,210,195,0.929,0.31,21,1
2.8,220,11.692,13,617,1976,1410,0.714,0.312,152,1
1.44,16,1,9,23,81,81,1,0.286,9,1
1.43,406,28.2,10,579,2820,2004,0.712,0.205,282,1
1.38,45,4.429,7,62,217,154,0.71,0.286,31,1
1.4,238,21.556,9,333,1746,1207,0.691,0.191,194,1
1.38,24,3.167,6,33,114,66,0.578,0.289,19,1
1.39,135,11.444,9,187,927,693,0.748,0.202,103,1
1.58,309,29.125,8,488,1864,1562,0.838,0.262,233,1
1.82,217,18.778,9,396,1521,942,0.619,0.26,169,1
2.02,125,9.111,9,253,738,674,0.913,0.343,82,1
1.21,19,1.571,7,23,77,77,1,0.299,11,1
2.4,45,3.222,9,108,261,252,0.966,0.414,29,1
2.99,101,5.583,12,302,804,604,0.751,0.376,67,1
1.26,182,30.125,8,230,1928,960,0.498,0.119,241,1
1.29,364,33.875,8,470,2168,1704,0.786,0.217,271,1
1.15,91,11.333,6,105,408,274,0.672,0.257,68,1
66,1,67,1,66,67,67,1,0.985,67,2
1.71,17,2.167,6,29,78,77,0.987,0.372,13,1
16.66,161,5.167,24,2683,2976,2859,0.961,0.902,124,1
1.6,62,4.444,9,99,360,315,0.875,0.275,40,1
3.31,16,94,1,53,94,94,1,0.564,94,2
1.85,391,23.818,11,722,2882,1951,0.677,0.251,262,1
1.99,178,8.417,12,354,1212,960,0.792,0.292,101,1
2.67,6,1.75,8,16,112,112,1,0.143,14,1
1.87,180,15.333,9,336,1242,756,0.609,0.271,138,1
2.3,44,3.778,9,101,306,201,0.657,0.331,34,1
1.93,42,2.3,10,81,230,185,0.804,0.352,23,1
1.88,106,5.5,10,199,550,441,0.801,0.362,55,1
4.69,2333,0.754,187,10947,26367,23301,0.884,0.415,141,3
1.65,178,9.182,11,293,1111,947,0.852,0.264,101,1
4.69,233,15.33,12,10947,2616,1584,0.606,0.418,218,2
2.88,24,2.125,8,69,136,116,0.853,0.507,17,1
1.88,53,3.667,9,100,297,275,0.927,0.337,33,1
2.42,126,8.444,9,304,684,653,0.955,0.444,76,1
2.46,26,1.727,11,64,209,165,0.789,0.306,19,1
1.73,398,31.222,9,687,2529,2164,0.856,0.272,281,1
1.59,160,17.857,7,254,875,643,0.735,0.29,125,1
2.5,10,2.25,8,25,144,66,0.458,0.174,18,1
2.33,3,0.571,7,7,28,24,0.857,0.25,4,1
1.67,48,7.8,5,80,195,169,0.867,0.41,39,1
2.08,102,6.909,11,212,836,575,0.688,0.254,76,1
1.94,36,2.625,8,70,168,161,0.958,0.417,21,1
1.46,26,2.571,7,38,126,113,0.897,0.302,18,1
1.65,58,5.25,8,96,336,273,0.813,0.286,42,1
1.32,507,59.333,9,671,4806,2491,0.518,0.14,534,1
1.57,35,2.333,9,55,189,144,0.762,0.291,21,1
1.49,579,56.444,9,861,4572,2731,0.597,0.188,508,1
1.35,43,3.75,8,58,240,160,0.667,0.242,30,1
2.44,139,11.889,9,339,963,667,0.693,0.351,107,1
1.65,23,2,8,38,128,115,0.898,0.294,16,1
1.37,374,28.2,10,512,2820,17419,0.618,0.181,282,1
1.38,13,1,9,18,81,59,0.728,0.222,9,1
1.71,34,2.125,8,58,136,129,0.95,0.426,17,1
2.42,108,10,9,261,810,558,0.689,0.321,90,1
1.6,15,2.143,7,24,105,93,0.886,0.229,15,1
1.83,6,36,1,11,36,36,1,0.306,36,2
3.14,22,3.5,8,69,224,187,0.835,0.308,28,1
2.26,38,8.286,7,86,406,342,0.842,0.212,58,1
1.63,8,1.2,5,13,30,29,0.967,0.433,6,1
1.51,37,2.857,7,56,140,137,0.979,0.4,20,1
1.3,563,56.444,9,732,4572,2379,0.52,0.16,508,1
1.36,11,3.143,7,15,154,62,0.403,0.097,22,1
1.36,372,28.2,10,506,2820,1804,0.641,0.18,282,1
2.15,38,0.167,42,82,294,127,0.432,0.279,7,1
1.4,378,34,9,530,2754,2069,0.751,0.192,306,1
1.38,60,21.833,6,83,786,370,0.471,0.106,131,1
1.39,135,11,9,187,891,693,0.778,0.21,99,1
1.58,309,29.125,8,488,1864,1562,0.838,0.262,233,1
1.82,217,18.778,9,396,1521,942,0.619,0.26,169,1
2.02,125,9.111,9,253,738,674,0.913,0.343,82,1
1.21,19,1.571,7,23,77,77,1,0.299,11,1
2.4,45,3.222,9,108,261,252,0.966,0.414,29,1
2.99,101,5.583,12,302,804,604,0.751,0.376,67,1
1.26,182,30.125,8,230,1928,960,0.498,0.119,241,1
1.32,56,6.143,7,74,301,285,0.947,0.246,43,1
7.89,9,1.857,7,71,91,90,0.989,0.78,13,1
4.39,398,27.231,13,1749,4602,2750,0.598,0.38,354,1
1.55,125,11.625,8,194,744,697,0.937,0.261,93,1
4.69,137,6.667,12,643,960,826,0.861,0.668,80,1
1.64,25,1.5,8,41,96,96,1,0.427,12,1
2,4,1.75,4,8,28,28,1,0.286,7,5
2.68,137,8.182,11,367,990,915,0.925,0.371,90,1
1.36,14,2.143,7,19,105,93,0.886,0.181,15,1
8.84,11,1.8,10,97,180,146,0.811,0.539,18,1
1.29,364,33.875,8,470,2168,1704,0.786,0.217,271,1
1.15,91,11.333,6,105,408,274,0.672,0.257,68,1
66,1,67,1,66,67,67,1,0.985,67,2
1.71,17,2.167,6,29,78,77,0.987,0.372,13,1
16.66,161,5.167,24,2683,2976,2859,0.961,0.902,124,1
1.6,62,4.444,9,99,360,315,0.875,0.275,40,1
3.31,16,94,1,53,94,94,1,0.564,94,2
1.85,391,23.818,11,722,2882,1951,0.677,0.251,262,1
1.99,178,8.417,12,354,1212,960,0.792,0.292,101,1
2.67,6,1.75,8,16,112,112,1,0.143,14,1
2.74,422,31.6,10,1158,3160,2126,0.673,0.366,316,1
1.4,83,6.3,10,116,630,389,0.617,0.184,63,1
33.48,21,23.947,19,703,8645,821,0.095,0.081,455,1
1.26,109,13.5,6,137,486,414,0.852,0.282,81,1
1.46,67,6,7,98,294,248,0.844,0.333,42,1
1.66,268,17,10,444,1700,1206,0.709,0.261,170,1
2.22,27,1.182,11,60,143,140,0.979,0.42,13,1
2.78,195,15.5,10,542,1550,1051,0.678,0.35,155,1
3.16,26,3,9,82,243,243,1,0.337,27,1
1.36,45,3.375,8,61,216,188,0.87,0.282,27,1
2.3,166,10.167,12,381,1464,1290,0.881,0.26,122,1
30.25,4,37.667,3,121,339,128,0.378,0.357,113,2
1.76,25,1.625,8,44,104,103,0.99,0.423,13,1
1.49,37,6.2,5,55,155,151,0.974,0.355,31,1
2.8,64,4.111,9,179,333,300,0.901,0.538,37,1
2.65,25,2.5,8,66,160,145,0.906,0.413,20,1
1.26,274,25.889,9,345,2097,1441,0.687,0.165,233,1
1.32,31,3.333,6,41,120,114,0.95,0.342,20,1
1.35,34,2.333,9,46,189,147,0.778,0.243,21,1
1.35,275,23.818,11,371,2882,1349,0.469,0.129,262,1
1.32,507,59.333,9,671,4806,2491,0.518,0.14,534,1
1.57,35,2.333,9,55,189,144,0.762,0.291,21,1
1.49,579,56.444,9,861,4572,2731,0.597,0.188,508,1
1.35,43,3.75,8,58,240,160,0.667,0.242,30,1
2.44,259,15.273,11,632,1848,1293,0.703,0.341,168,1
2.71,7,0.857,7,19,42,36,0.857,0.452,6,1
1.88,17,1.571,7,32,77,75,0.974,0.416,11,1
1.38,13,1,9,18,81,59,0.728,0.222,9,1
2.3,30,2.25,8,69,144,134,0.931,0.479,18,1
1.87,71,4,9,133,324,288,0.889,0.41,36,1
1.84,88,5.3,10,162,530,471,0.889,0.306,53,1
2.23,87,7.111,9,194,576,476,0.826,0.337,64,1
1.37,52,6.4,5,71,160,158,0.988,0.444,32,1
2.31,37,2.75,8,85,176,176,1,0.483,22,1
1.4,187,13.7,10,261,1370,949,0.693,0.191,137,1
2.08,25,2,8,52,128,111,0.867,0.406,16,1
1.37,80,8,8,109,512,439,0.857,0.213,64,1
1.56,36,3.714,7,56,182,166,0.912,0.308,26,1
2.35,26,1.727,11,61,209,184,0.878,0.292,19,1
3.14,43,2.818,11,135,341,253,0.744,0.395,31,1
1.28,36,2.667,9,46,216,101,0.468,0.213,24,1
1.28,52,4.714,7,67,231,217,0.939,0.289,33,1
1.38,521,26.769,13,723,4524,3262,0.721,0.160,348,1
1.71,54,3.225,10,92,325,234,0.725,0.284,32,1
2.34,38,3.018,9,89,241,214,0.886,0.369,27,1
1.79,146,11.889,9,261,963,632,0.656,0.271,107,1
2.17,24,2.125,8,52,136,119,0.875,0.382,17,1
2.19,73,24,4,160,384,289,0.753,0.417,96,1
3.10,110,11.875,8,340,760,649,0.855,0.447,95,1
1.93,41,3.222,9,79,261,179,0.686,0.302,29,1
2.2,10,2.6,5,22,65,47,0.723,0.338,13,1
1.48,61,8.5,6,90,306,237,0.775,0.294,51,1
2.47,19,2.125,8,47,136,136,1,0.346,17,1
2.22,6,1.4,5,13,35,35,1,0.371,7,1
1.71,7,1.571,7,12,77,42,0.545,0.156,11,1
8.82,11,1.8,10,97,180,146,0.811,0.539,18,1
1.33,18,1.833,6,24,66,63,0.955,0.364,11,1
1.85,13,1.714,7,24,84,59,0.705,0.286,12,1
1.48,61,8.5,6,90,306,237,0.775,0.294,51,1
2.44,33,2.8,10,80,280,119,0.425,0.286,28,1
1.4,238,21.556,9,333,1746,1207,0.691,0.191,194,1
10,1,0.1,10,10,10,10,1,1,1,4
1.94,77,9,7,149,441,415,0.941,0.338,63,1
2.08,49,3.1,10,102,310,295,0.952,0.329,31,1
4.5,2,1.125,8,9,72,23,0.319,0.125,9,5
1.27,575,66.875,8,731,4280,2984,0.697,0.171,535,1
1.35,20,3,5,27,75,70,0.933,0.36,15,1
1.77,52,6.5,6,92,234,217,0.927,0.393,39,1
2.01,163,16.5,8,328,1056,922,0.873,0.311,132,1
1.67,123,14.286,7,206,700,443,0.633,0.294,100,1
1.76,41,8.333,6,72,300,189,0.63,0.24,50,1
2.09,11,1.167,6,23,42,42,1,0.548,7,1
2.91,7,0.75,8,20,48,48,1,0.417,6,1
1.84,19,1.857,7,35,91,89,0.978,0.384,13,1
1.3,64,6.143,7,83,301,270,0.896,0.275,43,1
2.53,17,2,8,43,128,115,0.898,0.336,16,1
1.29,467,32.778,9,601,2635,2339,0.888,0.228,293,1
2.3,29,3.714,7,67,182,135,0.743,0.369,26,1
2.78,202,19.556,9,561,1588,940,0.594,0.353,176,1
2.44,139,11.889,9,339,963,667,0.693,0.351,107,1
1.38,662,59.556,9,913,4824,3924,0.813,0.189,536,1
1.75,177,10.818,11,309,1309,978,0.747,0.236,119,1
2.22,9,1.167,6,20,42,41,0.976,0.476,7,1
6.4,81,5.917,12,518,852,735,0.863,0.608,71,1
7.65,20,2.182,11,153,264,211,0.803,0.58,24,1
1.63,8,1.2,5,13,30,30,1,0.433,6,1
1.66,73,5.125,8,121,328,306,0.933,0.369,41,1
2.28,50,3.667,9,114,297,246,0.829,0.383,33,1
2.33,18,1.125,8,42,72,72,1,0.583,9,1
2.77,83,5.273,11,230,639,497,0.778,0.36,59,1
2.05,348,21.818,11,714,2640,1674,0.634,0.27,240,1
117,1,0.009,117,117,117,117,1,1,1,4
1.94,17,2,7,33,98,88,0.898,0.337,14,1
1.18,82,15,5,97,375,325,0.867,0.259,75,1
8.02,272,7.375,24,2182,4248,4082,0.961,0.514,177,1
4.5,2,0.6,5,9,15,13,0.867,0.6,3,1
9,1,0.111,9,9,9,9,1,1,1,4
47,1,47,1,47,47,47,1,1,47,2
2.11,56,7.333,6,118,264,214,0.811,0.447,44,1
1.5,14,2.143,7,21,105,60,0.571,0.2,15,1
2.58,19,1.5,8,49,96,81,0.844,0.51,12,1
62.81,296,0.804,168,18591,22680,20513,0.904,0.82,135,3
42.17,12,101.33,3,506,912,626,0.686,0.555,304,2
1.64,120,13.571,7,197,665,653,0.982,0.296,95,1
2.25,4,0.714,7,9,35,20,0.571,0.257,5,1
1.71,163,19.333,9,279,1566,1154,0.737,0.178,174,1
2.08,60,5,8,125,320,317,0.991,0.391,40,1
1.35,343,27.1,10,465,2710,1558,0.574,0.172,271,1
30.8,16,408,1,494,408,408,1,0.121,408,2
2.54,59,5,8,150,320,317,0.991,0.469,40,1
1.46,78,6.571,7,114,322,320,0.994,0.354,46,1
1.52,48,4.429,7,73,217,181,0.834,0.336,31,1
2.12,41,7.667,6,87,276,207,0.75,0.315,46,1
10.38,8,0.733,15,83,165,113,0.685,0.503,11,1
7,1,9,1,7,9,9,1,0.778,9,1
1.92,12,0.875,8,23,56,56,1,0.411,7,1
7,1,0.143,7,7,7,7,1,1,1,4
2.53,192,15.4,10,485,1540,984,0.639,0.315,154,1
1.98,94,5.7,10,186,570,396,0.695,0.326,57,1
1.86,433,22.583,12,805,3252,1818,0.559,0.248,271,1
1.4,378,34,9,530,2754,2069,0.751,0.192,306,1
1.38,60,21.833,6,83,786,370,0.471,0.106,131,1
1.39,135,11,9,187,891,693,0.778,0.21,99,1
1.58,309,29.125,8,488,1864,1562,0.838,0.262,233,1
1.82,217,18.778,9,396,1521,942,0.619,0.26,169,1
2.02,125,9.111,9,253,738,674,0.913,0.343,82,1
1.21,19,1.571,7,23,77,77,1,0.299,11,1
2.4,45,3.222,9,108,261,252,0.966,0.414,29,1
2.99,101,5.583,12,302,804,604,0.751,0.376,67,1
1.26,182,30.125,8,230,1928,960,0.498,0.119,241,1
2.34,213,18.9,10,498,1890,973,0.515,0.263,189,1
1.84,31,2.25,8,57,144,127,0.882,0.396,18,1
1.88,362,27.1,10,679,2710,2044,0.754,0.251,271,1
2.42,31,2.75,8,75,176,176,1,0.426,22,1
2.42,19,2,8,46,128,100,0.781,0.359,16,1
8.5,6,0.818,11,51,99,76,0.768,0.515,9,1
7.55,304,7.75,24,2296,4464,4410,0.988,0.514,186,1
1.29,147,13.333,9,190,1080,812,0.752,0.176,120,1
1.58,43,4.429,7,68,217,185,0.853,0.313,31,1
1.18,82,8.429,7,97,413,272,0.659,0.235,59,1
1.92,13,2.5,6,25,90,67,0.744,0.278,15,1
1.27,40,7.167,6,51,258,176,0.683,0.198,43,1
1.36,11,1.167,6,15,42,41,0.976,0.357,7,1
1.36,339,27.1,10,461,2710,1550,0.572,0.17,271,1
1.34,29,3.143,7,39,154,124,0.805,0.253,22,1
1.34,34,1.8,10,456,1800,693,0.385,0.254,180,1
1.63,27,1.9,10,44,190,103,0.542,0.231,19,1
1.51,102,16.833,6,154,606,365,0.604,0.254,101,1
1.3,40,4.429,7,52,217,185,0.853,0.24,31,1
2.84,186,20.25,8,528,1296,1025,0.789,0.41,162,1
1.31,29,2.111,9,38,171,115,0.673,0.222,19,1
7.89,9,1.857,7,71,91,90,0.989,0.78,13,1
1.17,6,22,1,7,22,22,1,0.318,22,1
1.52,33,3.429,7,50,168,102,0.607,0.297,24,1
1.43,42,4.571,7,60,224,186,0.83,0.268,32,1
1.6,202,23.429,7,323,1148,962,0.838,0.281,164,1
4.77,139,10.091,11,663,1232,1122,0.913,0.537,112,1
1.33,15,3.333,6,20,120,59,0.492,0.167,20,1
1.98,88,7.111,9,174,576,530,0.92,0.302,64,1
1.36,14,2.143,7,19,105,88,0.838,0.182,15,1
1.46,52,4.571,7,76,224,176,0.786,0.339,32,1
1.9,72,4.875,8,137,312,311,0.997,0.439,39,1
2.312,229,17.864,11,528,2257,1121,0.498,0.234,205,1
1.37,63,3.556,9,86,288,256,0.889,0.299,32,1
2.1,50,5,8,105,320,292,0.913,0.328,40,1
1.4,35,3.143,7,49,154,137,0.886,0.316,22,1
1.63,28,2.571,7,46,126,126,1,0.365,18,1
1.86,28,2.714,7,52,133,132,0.993,0.39,19,1
1.34,68,4.571,7,91,224,223,0.996,0.406,32,1
1.89,36,2.625,8,68,168,143,0.851,0.405,21,1
2.37,147,9.667,9,348,783,753,0.962,0.444,87,1
2.03,35,2.75,8,71,176,176,1,0.403,22,1
1.37,327,25.1,10,449,2510,1293,0.515,0.179,251,1
1.9,42,3,8,80,192,183,0.953,0.417,24,1
4.53,613,11.852,27,2774,8640,4845,0.561,0.321,320,1
5.18,17,2.714,7,88,133,121,0.91,0.662,19,1
1.9,62,4,10,118,400,272,0.68,0.295,40,1
1.91,22,1.5,8,42,96,96,1,0.438,12,1
4,3,0.429,7,12,21,21,1,0.571,3,1
2.12,85,7.75,8,180,496,459,0.925,0.363,62,1
1.58,106,7.875,8,168,504,370,0.734,0.333,63,1
1.58,36,2.1,10,57,210,160,0.762,0.27,21,1
8.86,181,11.588,13,1602,1976,1849,0.937,0.81,152,1
1.39,18,2.833,6,25,102,82,0.804,0.245,17,1
1.43,42,4.143,7,60,203,158,0.778,0.297,29,1
1.51,39,2.2,10,59,220,174,0.791,0.268,22,1
1.35,37,2.333,9,50,189,172,0.909,0.264,21,1
1.68,22,2.143,7,37,105,105,1,0.352,15,1
2.13,38,2.778,9,81,225,198,0.882,0.361,25,1
2.25,84,6.3,10,189,630,426,0.677,0.3,63,1
1.51,39,4.833,6,59,174,152,0.874,0.339,29,1
2.19,74,4.722,11,162,572,465,0.811,0.283,52,1
1.50,46,5.444,9,69,441,120,0.272,0.156,49,1
2.35,35,2.6,10,82,260,207,0.795,0.315,26,1
2.53,17,2.333,6,43,84,84,1,0.511,14,1
1.48,29,2.857,7,43,140,119,0.85,0.307,20,1
1.27,91,10.429,7,116,460,388,0.843,0.252,66,1
1.29,35,4.333,6,45,156,136,0.872,0.288,26,1
1.51,39,16.667,6,59,600,300,0.5,0.098,100,1
1.68,40,3.125,8,67,200,154,0.77,0.335,25,1
1.94,177,11.091,11,344,1342,881,0.656,0.256,122,1
2.66,29,16.25,4,77,260,164,0.631,0.296,65,1
1.85,65,3.7,10,120,370,256,0.692,0.324,37,1
1.58,26,1.1,10,41,110,110,1,0.373,11,1
2.85,60,4.667,9,171,378,356,0.942,0.452,42,1
16,5,87,1,80,87,87,1,0.92,87,2
1.56,9,1.143,7,14,56,43,0.768,0.25,8,1
3.3,10,0.667,12,33,96,96,1,0.344,8,1
1.53,16,2.167,6,24,78,72,0.923,0.308,13,1
1.38,24,2.125,8,33,136,117,0.86,0.243,17,1
1.28,326,40.333,9,417,3267,1738,0.532,0.128,363,1
2.14,129,9.889,9,277,801,578,0.723,0.345,89,1
1.86,365,22.667,12,675,3264,2040,0.626,0.207,272,1
1.54,13,1,7,20,49,45,0.918,0.408,7,1
2.41,107,10.175,8,258,656,501,0.764,0.393,82,1
2.94,79,5.7,10,231,570,421,0.739,0.406,57,1
2.17,80,5.8,10,174,570,421,0.739,0.305,57,1
1.38,8,1.167,6,11,42,39,0.929,0.262,7,1
1.68,34,4.833,6,57,174,132,0.756,0.327,29,1
2.12,91,5.75,12,192,828,575,0.694,0.231,69,1
1.75,4,2.75,4,7,44,41,0.932,0.159,11,5
2.21,43,2.636,11,95,319,240,0.752,0.298,29,1
2.22,59,5,8,131,320,319,0.997,0.409,40,1
1.63,8,1.2,5,13,30,29,0.967,0.433,6,1
1.79,39,2.2,10,70,220,171,0.777,0.318,22,1
2.08,26,1.6,10,54,160,142,0.888,0.338,16,1
1.33,18,1.571,7,24,77,65,0.844,0.312,11,1
1.45,11,1.286,7,16,63,49,0.778,0.252,9,1
1.30,29,4.5,6,38,162,145,0.895,0.234,27,1
1.47,19,2.143,7,28,105,88,0.838,0.267,15,1
1.4,20,1.375,8,28,88,88,1,0.318,11,1
1.47,19,2.375,8,28,152,129,0.849,0.184,19,1
2.12,26,4.667,6,55,168,99,0.589,0.327,28,1
5.15,160,5.167,24,824,2976,2734,0.921,0.276,124,1
1.39,14,2.333,6,19,84,75,0.893,0.226,14,1
21.29,129,5.208,24,2746,3000,2877,0.959,0.915,125,1
1.9,42,3.625,8,80,232,182,0.783,0.345,29,1
1.64,221,16.5,8,362,1056,1029,0.973,0.342,132,1
1.99,121,11.333,9,240,918,509,0.554,0.262,102,1
1.95,41,3,8,80,192,157,0.818,0.417,24,1
1.38,320,59.556,9,441,4824,1725,0.358,0.091,536,1
1.75,32,2.375,8,56,152,152,1,0.368,19,1
2.71,217,14.636,11,589,1771,1152,0.65,0.333,161,1
2.21,14,2.286,7,31,112,85,0.759,0.277,16,1
2.33,6,0.571,7,14,28,28,1,0.5,4,1
10,1,1.333,3,10,12,10,0.833,0.833,4,1
1.67,15,2.167,6,25,78,65,0.832,0.319,13,1
2.07,42,3.625,8,87,232,232,1,0.376,29,1
2.73,211,14.692,13,575,2483,960,0.386,0.231,191,1
1.88,8,1.6,5,15,40,40,1,0.375,8,1
1.33,24,1.778,9,32,144,69,0.479,0.222,16,1
1.94,104,8.625,8,202,552,495,0.897,0.366,69,1
2.78,49,3.091,11,136,374,240,0.642,0.364,34,1
1.89,62,4.5,8,117,288,288,1,0.406,36,1
1.24,76,8.429,7,94,413,272,0.659,0.228,59,1
2.73,55,4.778,9,151,387,343,0.886,0.391,43,1
1.57,7,1.571,7,11,77,42,0.545,0.143,11,5
9,1,1.333,3,9,12,9,0.75,0.75,4,1
2.02,392,22.273,11,791,2695,2065,0.765,0.293,245,1
1.44,521,28.846,13,751,4875,2531,0.519,0.154,375,1
1.4,83,11.5,6,116,414,308,0.744,0.28,69,1
1.38,24,3.286,7,33,161,126,0.783,0.205,23,1
1.78,9,4.5,6,16,162,109,0.673,0.099,27,1
1.56,193,15.5,10,302,1550,929,0.598,0.195,155,1
2.23,131,18.75,8,292,1200,693,0.577,0.244,150,1
1.29,279,29.571,7,361,1449,1117,0.771,0.249,207,1
1.51,45,4.25,8,68,272,200,0.736,0.251,34,1
2.06,69,3.417,12,142,492,364,0.74,0.289,41,1
1.38,64,6.143,7,88,301,256,0.85,0.292,43,1
2.13,22,3.8,5,47,95,95,1,0.494,19,1
1.38,662,59.556,9,913,4824,3924,0.813,0.189,536,1
1.75,177,10.818,11,309,1309,978,0.747,0.236,119,1
2.22,9,1.167,6,20,42,41,0.976,0.476,7,1
6.4,81,5.917,12,518,852,735,0.863,0.608,71,1
7.65,20,1.833,12,153,264,215,0.815,0.58,22,1
1.63,8,1.2,5,13,30,30,1,0.433,6,1
1.79,28,1.333,9,50,108,108,1,0.464,12,1
2.02,83,7,9,168,567,424,0.748,0.297,63,1
2.5,6,26,2,15,104,73,0.702,0.144,52,2
8.06,263,21.25,8,2112,1360,1347,0.988,0.55,170,1
1.4,83,11.5,6,116,414,308,0.744,0.28,69,1
1.38,65,4.667,9,90,378,312,0.826,0.239,42,1
1.39,24,3.167,6,33,114,90,0.789,0.289,19,1
1.58,103,8.75,8,162,560,533,0.952,0.289,70,1
1.82,217,18.25,8,396,1164,1043,0.897,0.341,146,1
