mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
1.81,79,8.111,9,143,657,657,1,0.218,73,1
1.34,106,13.667,6,142,492,490,0.996,0.289,82,1
1.89,62,4,9,117,324,291,0.898,0.362,36,1
1.38,8,1.167,6,11,42,39,0.929,0.262,7,1
1.46,26,3,7,38,147,123,0.837,0.259,21,1
1.43,352,24.727,11,504,2992,1781,0.595,0.168,272,1
1.36,11,1.833,6,15,66,53,0.803,0.227,11,1
19.6,5,3.5,8,98,224,111,0.496,0.438,28,1
1.64,14,2.167,6,23,78,70,0.897,0.295,13,1
1.36,372,23.727,11,506,2871,2222,0.772,0.176,261,1
1.36,448,36.111,9,609,2877,2277,0.792,0.212,319,1
1.36,39,3,8,53,192,145,0.757,0.276,24,1
1.36,609,56.444,9,832,4572,3224,0.705,0.182,508,1
1.36,68,3.778,9,92,306,250,0.817,0.3,34,1
8,1,0.8,5,8,20,8,0.4,0.4,4,1
1.33,97,19.75,8,129,1264,437,0.346,0.102,158,1
2.19,116,9,9,254,729,678,0.935,0.348,81,1
2,6,1.2,5,12,30,26,0.867,0.4,6,1
3.84,36,262,2,139,1056,397,0.376,0.132,528,2
1.69,26,2.857,7,44,140,140,1,0.314,20,1
1.34,350,29.778,9,469,2412,1683,0.697,0.195,268,1
1.66,59,3.1,10,98,310,233,0.752,0.316,31,1
1.37,38,3.625,8,52,232,155,0.667,0.224,29,1
2.1,10,10.333,3,21,93,72,0.774,0.226,31,1
1.5,4,0.833,6,6,30,30,1,0.2,5,1
1.4,83,11.5,6,116,414,308,0.744,0.28,69,1
2.4,10,51,1,24,51,51,1,0.471,51,2
1.56,26,2.571,7,40,126,104,0.825,0.317,18,1
2.25,36,4.333,6,81,156,149,0.955,0.519,26,1
1.57,421,36.778,9,661,2979,2056,0.69,0.222,331,1
2.6,10,47,1,26,47,47,1,0.553,47,2
1.68,52,3,10,88,300,232,0.773,0.293,30,1
1.66,112,8.75,8,186,560,502,0.896,0.332,70,1
3.21,56,5,9,180,405,363,0.896,0.444,45,1
1.77,26,51,1,46,51,51,1,0.902,51,2
1.36,344,26.2,10,469,2620,1587,0.606,0.179,262,1
1.46,41,5.5,6,60,198,173,0.874,0.303,33,1
1.33,18,1.571,7,24,77,65,0.844,0.312,11,1
2.52,27,1.444,9,68,117,117,1,0.58,13,1
2.09,11,1,8,23,64,56,0.875,0.359,8,1
1.71,120,16.166,9,205,1285,689,0.536,0.16,143,1
2.07,43,3.5,8,89,224,178,0.795,0.397,28,1
1.33,18,1.571,7,24,77,65,0.844,0.312,11,1
1.72,145,7.727,11,249,935,843,0.902,0.267,85,1
1.31,36,4,7,47,196,147,0.75,0.24,28,1
2.11,112,9.5,8,236,608,549,0.903,0.388,76,1
1.34,456,59.556,9,609,4824,2377,0.493,0.126,536,1
1.91,140,7.818,11,268,946,723,0.764,0.283,86,1
2.57,47,5,7,121,245,221,0.902,0.494,35,1
2.33,6,0.571,7,14,28,28,1,0.5,4,1
1.67,48,7.8,5,80,195,169,0.867,0.41,39,1
2.07,42,3.556,9,87,288,225,0.781,0.302,32,1
1.3,47,3.1,10,61,310,202,0.652,0.197,31,1
2.08,24,2.125,8,50,136,130,0.956,0.369,17,1
2.81,448,27.455,11,1260,3322,2670,0.804,0.379,302,1
1.83,209,13.273,11,383,1606,932,0.58,0.238,146,1
1.81,57,3.4,10,103,340,272,0.8,0.303,34,1
2.05,20,1.5,8,41,96,89,0.927,0.427,12,1
2.14,28,1.875,8,60,120,120,1,0.5,15,1
2.45,33,2.5,8,81,160,160,1,0.506,20,1
2,68,4,9,136,324,288,0.889,0.42,36,1
2,4,14,1,8,14,14,1,0.571,14,2
1.9,29,3.714,7,55,182,157,0.863,0.302,26,1
1.24,25,5.167,6,31,186,105,0.565,0.167,31,1
2.62,45,3.5,10,118,350,249,0.711,0.337,35,1
2.11,27,2.125,8,57,136,130,0.956,0.419,17,1
2.22,59,5,8,131,320,319,0.997,0.409,40,1
2.22,9,0.857,7,20,42,41,0.976,0.476,6,1
2,11,1.286,7,22,63,44,0.698,0.349,9,1
3.22,81,6.154,11,261,737,393,0.533,0.354,67,1
1.98,83,7,9,164,567,441,0.778,0.289,63,1
2.35,119,8.444,9,280,684,650,0.95,0.41,76,1
2.13,62,4.875,8,132,312,298,0.955,0.423,39,1
1.67,48,4.286,7,80,210,210,1,0.381,30,1
1.3,27,2.833,6,35,102,89,0.873,0.343,17,1
5.35,145,8.067,15,776,1815,1381,0.761,0.428,121,1
1.25,228,19.7,10,284,1970,1160,0.589,0.144,197,1
4.67,3,0.5,8,14,32,21,0.656,0.438,4,1
42,1,1,9,42,81,43,0.531,0.519,9,1
14,2,52,1,28,52,52,1,0.538,52,2
1.94,85,5.4,10,165,540,372,0.689,0.306,54,1
1.58,198,17.444,9,313,1413,763,0.54,0.222,157,1
2.22,9,2.6,5,20,65,47,0.723,0.308,13,1
2.78,223,20.375,8,623,1304,1283,0.987,0.477,163,1
1.46,78,6.571,7,114,322,320,0.994,0.354,46,1
1.52,48,4.429,7,73,217,181,0.834,0.336,31,1
2.12,41,7.667,6,87,276,207,0.75,0.315,46,1
10.38,8,0.733,15,83,165,113,0.685,0.503,11,1
7,1,9,1,7,9,9,1,0.778,9,1
1.92,12,0.875,8,23,56,56,1,0.411,7,1
7,1,0.143,7,7,7,7,1,1,1,4
2.53,192,15.4,10,485,1540,984,0.639,0.315,154,1
1.98,94,5.7,10,186,570,396,0.695,0.326,57,1
1.86,433,22.583,12,805,3252,1818,0.559,0.248,271,1
2.2,10,1.1,10,22,110,60,0.545,0.2,11,1
2.28,29,2.5,10,66,250,160,0.64,0.264,25,1
2.26,53,4.333,9,120,351,293,0.834,0.341,39,1
2.47,27,1.7,10,67,170,145,0.853,0.395,17,1
2,41,2.8,10,82,280,224,0.8,0.293,28,1
1.96,91,6.556,9,178,531,436,0.821,0.335,59,1
2.44,341,16.846,13,829,2822,1971,0.699,0.294,218,1
1.77,39,3,8,69,192,185,0.964,0.359,24,1
2.58,50,4.333,9,129,351,256,0.729,0.368,39,1
1.88,217,18.25,8,409,1168,830,0.712,0.351,146,1
2.19,431,27.583,12,942,3972,2125,0.535,0.237,331,1
1.45,146,15.75,8,211,1008,578,0.573,0.209,126,1
1.15,65,6.429,7,75,315,211,0.67,0.238,45,1
2.6,317,27.778,9,823,2250,1727,0.768,0.366,250,1
1.88,17,0.529,17,32,153,76,0.497,0.209,9,5
2.03,106,14.833,6,215,534,438,0.82,0.403,89,1
1.21,339,35.667,9,409,2889,1597,0.553,0.142,321,1
2.57,7,1.571,7,18,77,42,0.545,0.234,11,1
2.02,121,9.111,9,245,738,574,0.778,0.332,82,1
1.67,72,6,8,120,384,328,0.856,0.313,48,1
2.08,13,1.125,8,27,72,71,0.986,0.375,9,1
2.08,36,2.1,10,75,210,172,0.819,0.357,21,1
1.86,50,4.5,8,93,288,225,0.781,0.323,36,1
1.47,90,9.286,7,133,455,386,0.848,0.292,65,1
1.31,26,2.571,7,34,126,104,0.825,0.27,18,1
3.43,117,16.667,6,401,600,597,0.995,0.667,100,1
4.80,530,9.313,16,2546,2976,2976,1,0.856,187,1
5.73,11,1.857,7,63,91,81,0.89,0.693,13,1
2.83,58,4,9,164,324,302,0.938,0.506,36,1
2.41,67,4.556,9,161,369,327,0.886,0.436,41,1
1.55,109,12.286,7,169,602,577,0.958,0.281,86,1
40,2,86,1,80,86,86,1,0.93,86,2
2.2,5,44,1,11,44,44,1,0.25,44,2
2.32,44,7.111,9,102,576,276,0.479,0.177,64,1
1.44,79,8.111,9,114,657,285,0.434,0.174,73,1
1.43,42,3.111,9,60,252,147,0.584,0.238,28,1
1.66,52,2.6,10,86,260,159,0.613,0.331,26,1
2.28,18,1.75,8,41,112,75,0.67,0.367,14,1
11,1,11,1,11,11,11,1,1,11,2
1.58,86,6.333,9,136,513,374,0.73,0.265,57,1
2.81,448,27.455,11,1260,3322,2670,0.804,0.379,302,1
1.83,209,13.273,11,383,1606,932,0.58,0.238,146,1
1.81,57,3.4,10,103,340,272,0.8,0.303,34,1
2.05,20,1.5,8,41,96,89,0.927,0.427,12,1
2.14,28,1.875,8,60,120,120,1,0.5,15,1
2,68,4,9,136,324,288,0.889,0.42,36,1
2,4,14,1,8,14,14,1,0.571,14,2
1.9,29,3.714,7,55,182,157,0.863,0.302,26,1
3.17,23,2.1,10,73,210,159,0.757,0.348,21,1
1.48,50,3.8,10,74,380,209,0.55,0.195,38,1
1.3,27,2.833,6,35,102,89,0.873,0.343,17,1
5.35,145,8.067,15,776,1815,1381,0.761,0.428,121,1
1.25,228,19.7,10,284,1970,1160,0.589,0.144,197,1
4.67,3,0.5,8,14,32,21,0.656,0.438,4,1
42,1,1,9,42,81,43,0.531,0.519,9,1
2.39,114,8.444,9,273,684,605,0.882,0.399,76,1
2.05,20,1.5,8,41,96,89,0.927,0.427,12,1
2.19,26,2.333,9,57,189,143,0.757,0.302,21,1
2.91,68,7.125,8,198,456,437,0.958,0.434,57,1
2.21,14,2.286,7,31,112,86,0.768,0.277,16,1
2.11,36,2.1,10,76,210,172,0.819,0.362,21,1
1.34,456,59.556,9,609,4824,2377,0.493,0.126,536,1
1.91,140,7.818,11,268,946,723,0.764,0.283,86,1
1.83,102,8.333,9,187,675,653,0.966,0.277,75,1
1.88,52,3,11,98,363,252,0.694,0.269,33,1
1.4,10,1.2,5,14,30,30,1,0.467,6,1
2.08,152,9.8,10,316,980,632,0.644,0.323,98,1
1.71,7,1.017,6,12,38,38,1,0.316,6,1
1.49,91,9,9,136,729,395,0.542,0.187,81,1
1.58,58,6,7,92,294,248,0.844,0.313,42,1
1.38,320,59.556,9,441,4824,1725,0.358,0.091,536,1
1.75,32,2.375,8,56,152,152,1,0.368,19,1
2.71,217,14.636,11,589,1771,1152,0.65,0.333,161,1
3.11,9,1.75,8,28,112,88,0.786,0.25,14,1
1.99,121,11.625,8,241,744,621,0.835,0.324,93,1
1.7,23,3,8,39,192,109,0.568,0.203,24,1
1.86,21,4.75,8,39,304,135,0.444,0.128,38,1
10,1,1.5,4,10,24,12,0.5,0.417,6,1
1.44,521,28.846,13,751,4875,2531,0.519,0.154,375,1
257,1,257,1,257,257,257,1,1,257,2
1.44,77,6.857,7,111,336,276,0.821,0.33,48,1
1.4,120,11,9,168,891,664,0.745,0.189,99,1
13.9,10,37.667,3,139,339,160,0.472,0.41,113,2
2.23,35,3.556,9,78,288,171,0.594,0.271,32,1
1.79,110,6,12,197,864,674,0.78,0.228,72,1
3.54,24,7.8,5,85,195,128,0.656,0.436,39,1
1.57,421,36.778,9,661,2979,2056,0.69,0.222,331,1
10.27,26,118,2,267,472,325,0.689,0.566,236,2
2.34,29,2.2,10,68,220,128,0.582,0.309,22,1
1.61,97,8,9,156,648,355,0.548,0.241,72,1
1.4,378,34,9,530,2754,2069,0.751,0.192,306,1
1.38,60,21.833,6,83,786,370,0.471,0.106,131,1
1.39,135,11,9,187,891,693,0.778,0.21,99,1
1.58,309,29.125,8,488,1864,1562,0.838,0.262,233,1
1.82,217,18.778,9,396,1521,942,0.619,0.26,169,1
2.02,125,9.111,9,253,738,674,0.913,0.343,82,1
1.21,19,1.571,7,23,77,77,1,0.299,11,1
2.4,45,3.222,9,108,261,252,0.966,0.414,29,1
2.99,101,5.583,12,302,804,604,0.751,0.376,67,1
1.26,182,30.125,8,230,1928,960,0.498,0.119,241,1
1.75,4,2.75,4,7,44,41,0.932,0.159,11,5
2.21,43,2.636,11,95,319,240,0.752,0.298,29,1
2.22,59,5,8,131,320,319,0.997,0.409,40,1
1.63,8,1.2,5,13,30,29,0.967,0.433,6,1
1.79,39,2.2,10,70,220,171,0.777,0.318,22,1
3.88,8,1.111,9,31,90,48,0.533,0.344,10,1
1.93,80,8,8,154,512,439,0.857,0.301,64,1
1.79,19,1.857,7,34,91,89,0.978,0.374,13,1
11,1,0.222,9,11,18,13,0.722,0.611,2,4
2.12,81,8,8,172,512,433,0.846,0.336,64,1
2.14,14,1.5,6,30,54,54,1,0.556,9,1
1.84,31,2.25,8,57,144,134,0.931,0.396,18,1
1.67,129,12.333,9,215,999,767,0.769,0.215,111,1
1.39,105,6.333,9,146,513,467,0.91,0.285,57,1
2.86,29,3,8,83,192,191,0.99,0.434,24,1
1.22,486,43.778,9,595,3552,2297,0.648,0.167,392,1
16,1,16,1,16,16,16,1,1,16,2
2.41,159,0.167,42,383,2940,685,0.233,0.129,70,5
43.33,12,267.5,2,521,1070,665,0.621,0.486,535,2
2.5,88,7.333,9,220,594,474,0.798,0.371,66,1
1.84,56,4.25,8,103,272,264,0.971,0.379,34,1
2.23,87,6.889,9,194,558,485,0.869,0.348,62,1
1.91,22,3.6,5,42,90,78,0.867,0.467,18,1
1.7,122,8.75,8,208,560,510,0.911,0.371,70,1
1.95,41,3.111,9,80,252,246,0.976,0.317,28,1
1.84,108,7.3,10,199,730,577,0.79,0.273,73,1
1.98,382,27.2,10,758,2720,2147,0.789,0.279,272,1
1.45,20,3.6,5,29,90,90,1,0.322,18,1
2.47,134,11.889,9,331,963,632,0.656,0.344,107,1
3.93,42,2.923,13,165,494,463,0.937,0.334,38,1
1.31,39,3.375,8,51,216,148,0.685,0.236,27,1
1.28,300,44.25,8,383,2824,1368,0.484,0.136,353,1
1.51,45,4.429,7,68,217,154,0.71,0.313,31,1
6.4,81,5.917,12,518,852,735,0.863,0.608,71,1
1.75,59,4.75,8,103,304,233,0.766,0.339,38,1
1.36,45,3.25,8,61,208,188,0.908,0.293,26,1
1.36,345,30.222,9,469,2448,1704,0.696,0.192,272,1
1.36,369,21.75,8,502,1384,670,0.483,0.362,173,1
1.36,31,2.889,9,42,234,126,0.54,0.179,26,1
2.71,58,4,10,157,400,366,0.915,0.385,40,1
2.19,59,5.125,8,129,328,320,0.976,0.393,41,1
2,49,8.333,6,98,300,206,0.687,0.327,50,1
1.33,33,3.5,6,44,126,126,1,0.349,21,1
2.74,27,2.2,10,74,220,184,0.836,0.336,22,1
2,41,2.8,10,82,280,224,0.8,0.293,28,1
2.42,12,1.286,7,29,63,56,0.889,0.46,9,1
2.18,55,4.5,8,120,288,288,1,0.417,36,1
1.66,73,5.111,9,121,414,326,0.789,0.292,46,1
1.44,16,2.6,5,23,65,61,0.938,0.354,13,1
1.33,18,1.857,7,24,91,77,0.846,0.264,13,1
1.3,27,2.833,6,35,102,89,0.873,0.343,17,1
2.47,17,0.36,25,42,225,98,0.436,0.187,9,5
1.86,365,22.273,11,679,2695,2235,0.829,0.252,245,1
1.54,13,1.833,6,20,66,47,0.712,0.303,11,1
2.85,107,9.5,8,305,608,518,0.85,0.502,76,1
4.7,423,28.214,14,1988,5530,3636,0.658,0.359,395,1
2.19,38,7.8,5,83,195,187,0.962,0.424,39,1
1.97,35,2.1,10,69,210,159,0.757,0.329,21,1
2.56,16,0.148,27,41,108,81,0.75,0.38,4,4
1.15,26,2.833,6,30,102,89,0.873,0.294,17,1
1.75,4,2.75,4,7,44,41,0.932,0.159,11,5
2.21,43,2.636,11,95,319,240,0.752,0.298,29,1
2.22,59,5,8,131,320,319,0.997,0.409,40,1
1.63,8,1.2,5,13,30,29,0.967,0.433,6,1
1.79,39,2.2,10,70,220,171,0.777,0.318,22,1
2.08,26,1.6,10,54,160,142,0.888,0.338,16,1
1.33,18,1.571,7,24,77,65,0.844,0.312,11,1
1.45,11,1.286,7,16,63,53,0.841,0.254,9,1
1.83,62,4,9,114,324,229,0.707,0.352,36,1
2.13,30,2.25,8,64,144,108,0.75,0.444,18,1
1.84,88,5.3,10,162,530,471,0.889,0.306,53,1
2.23,87,7.111,9,194,576,396,0.683,0.337,64,1
1.87,37,2.303,11,69,275,199,0.722,0.251,25,1
1.46,58,5.714,7,84,280,224,0.8,0.3,40,1
1.6,20,1.313,17,32,298,187,0.628,0.107,18,5
1.65,43,3.375,8,71,216,184,0.852,0.33,27,1
2.33,3,0.571,7,7,28,24,0.857,0.25,4,1
1.65,22,2.143,7,36,105,105,1,0.343,15,1
1.84,37,2.889,9,68,234,181,0.774,0.291,26,1
1.4,175,32.5,8,245,2080,817,0.393,0.118,260,1
2.11,112,9.5,8,236,608,549,0.903,0.388,76,1
1.72,60,4.375,8,103,280,224,0.8,0.367,35,1
1.49,91,6.75,8,136,432,405,0.939,0.314,54,1
2.83,58,4.333,9,164,351,324,0.923,0.468,39,1
5.11,82,4.467,15,418,1005,628,0.628,0.416,67,1
2.45,403,22.583,12,982,3252,2124,0.654,0.302,271,1
1.76,109,7.8,10,192,780,490,0.628,0.245,78,1
1.25,103,8.333,9,129,675,653,0.966,0.191,75,1
2.13,30,2.5,8,64,160,142,0.888,0.4,20,1
2,8,1,7,16,49,49,1,0.327,7,1
1.4,45,14,5,63,350,146,0.417,0.18,70,1
2.4,10,51,1,24,51,51,1,0.471,51,2
1.56,193,15,9,302,1215,761,0.626,0.249,135,1
2.25,36,4.333,6,81,156,149,0.955,0.519,26,1
1.86,14,1.667,6,26,60,52,0.867,0.433,10,1
1.68,22,1.5,8,37,96,86,0.896,0.385,12,1
1.33,137,18.286,7,182,896,594,0.663,0.203,128,1
2.88,25,2.125,8,72,136,116,0.853,0.529,17,1
3.08,623,31.846,13,1919,5382,3514,0.653,0.357,414,1
2.22,27,3.125,8,60,200,118,0.59,0.3,25,1
1.87,180,15.333,9,336,1242,756,0.609,0.271,138,1
2.09,11,1.333,6,23,48,46,0.958,0.479,8,1
1.94,31,2.25,8,60,144,134,0.931,0.417,18,1
1.20,102,13.667,6,123,492,466,0.948,0.251,82,1
2.13,17,0.529,17,36,153,72,0.468,0.235,9,5
3.25,4,17,1,13,17,17,1,0.765,17,2
1.73,11,0.857,7,19,42,41,0.976,0.452,6,1
2.06,31,7.333,6,64,264,147,0.557,0.243,44,1
1.38,8,1.167,6,11,42,39,0.929,0.262,7,1
1.89,36,2.625,8,68,168,148,0.882,0.405,21,1
1.56,9,1,7,14,49,31,0.633,0.286,7,1
1.41,283,25,9,400,2025,1501,0.741,0.198,225,1
1.91,116,12.429,7,222,609,521,0.856,0.365,87,1
2.64,216,20.111,9,570,1629,1260,0.773,0.35,181,1
1.4,52,3.333,9,73,270,215,0.796,0.27,30,1
2.78,46,3,10,128,300,234,0.78,0.427,30,1
2.16,49,3.875,8,106,248,246,0.992,0.427,31,1
2,41,3.75,8,82,240,215,0.896,0.342,30,1
2,4,0.667,6,8,24,19,0.792,0.333,4,1
1.38,356,29.111,9,492,2358,1657,0.703,0.209,262,1
1.4,378,34,9,530,2754,2069,0.751,0.192,306,1
1.38,60,21.833,6,83,786,370,0.471,0.106,131,1
1.39,135,11,9,187,891,693,0.778,0.21,99,1
1.58,309,29.125,8,488,1864,1562,0.838,0.262,233,1
1.82,217,18.778,9,396,1521,942,0.619,0.26,169,1
2.02,125,9.111,9,253,738,674,0.913,0.343,82,1
1.21,19,1.571,7,23,77,77,1,0.299,11,1
2.4,45,3.222,9,108,261,252,0.966,0.414,29,1
2.99,101,5.583,12,302,804,604,0.751,0.376,67,1
1.26,182,30.125,8,230,1928,960,0.498,0.119,241,1
1.4,45,14,5,63,350,146,0.417,0.18,70,1
10,1,1.167,6,10,42,11,0.262,0.238,7,1
1.74,125,10.333,9,217,837,749,0.895,0.259,93,1
2.23,35,3.556,9,78,288,171,0.594,0.271,32,1
1.61,24,2.125,8,39,136,109,0.801,0.286,17,1
1.59,651,29.429,14,1032,5768,3869,0.671,0.179,412,1
7.49,67,0.786,28,502,616,620,1,0.818,22,1
1.5,8,1,6,12,36,36,1,0.333,6,1
2.39,121,9.111,9,289,738,682,0.924,0.393,82,1
2.5,22,1.8,10,55,180,111,0.617,0.306,18,1
2.45,22,3,6,54,108,107,0.991,0.5,18,1
1.43,63,11.5,6,90,414,281,0.678,0.217,69,1
1.88,62,4.5,8,116,288,272,0.944,0.403,36,1
2.29,124,9.111,9,284,738,690,0.935,0.385,82,1
1.31,17,1.571,7,22,77,77,1,0.286,11,1
1.32,349,29.778,9,460,2412,1654,0.686,0.191,268,1
1.32,34,2.333,9,45,189,187,0.992,0.239,21,1
1.36,28,2.444,9,38,198,184,0.929,0.192,22,1
1.37,23,2.833,6,31,102,84,0.824,0.304,17,1
1.44,16,2.167,6,23,78,68,0.872,0.295,13,1
2.35,37,5.125,8,87,328,202,0.616,0.265,41,1
1.41,213,25.429,7,301,1246,990,0.795,0.242,178,1
1.88,52,4.25,8,98,272,195,0.717,0.36,34,1
1.83,18,2,7,33,98,96,0.98,0.337,14,1
2.37,126,8.444,9,298,684,653,0.955,0.436,76,1
2.05,40,3.625,8,82,232,232,1,0.354,29,1
1.3,47,3.1,10,61,310,202,0.652,0.197,31,1
1.9,30,2.5,8,57,160,149,0.931,0.356,20,1
1.32,68,6.143,7,90,301,256,0.85,0.298,43,1
1.44,168,17.222,9,242,1395,1050,0.75,0.173,155,1
2.06,64,4.5,8,132,288,276,0.958,0.458,36,1
1.71,7,1,7,12,49,43,0.878,0.245,7,1
1.51,585,47.4,10,886,4740,2740,0.578,0.187,474,1
2.11,61,5,9,129,405,374,0.923,0.319,45,1
31,1,0.032,31,31,31,31,1,1,1,4
127,58,2.473,74,7366,13542,8289,0.612,0.544,183,1
2.08,202,22.5,8,421,1440,1057,0.734,0.293,180,1
1.37,310,29.333,9,425,2376,1324,0.558,0.178,264,1
2.22,9,1.143,7,20,56,53,0.946,0.357,8,1
1.71,7,0.875,8,12,56,38,0.679,0.214,7,1
1.4,83,11.5,6,116,414,308,0.744,0.28,69,1
2.4,10,51,1,24,51,51,1,0.471,51,2
1.56,27,2.857,7,42,140,106,0.757,0.3,20,1
2.25,36,4.818,11,81,583,499,0.857,0.139,53,1
1.86,14,1.875,8,26,120,60,0.5,0.217,15,1
1.68,22,1.5,8,37,96,89,0.927,0.385,12,1
1.33,137,18.286,7,182,896,594,0.663,0.203,128,1
2.28,18,2.125,8,41,136,89,0.654,0.302,17,1
2.27,130,12.1,10,295,1210,820,0.68,0.244,121,1
1.67,15,2.2,5,25,55,55,1,0.455,11,1
2.51,109,10.25,8,274,656,494,0.753,0.418,82,1
2.2,55,5,7,121,245,245,1,0.494,35,1
1.61,59,3.778,9,95,306,274,0.895,0.31,34,1
2,23,2,8,46,128,100,0.781,0.359,16,1
2.74,89,7.708,10,244,778,400,0.513,0.314,78,1
1.65,178,16.778,9,293,1359,847,0.624,0.215,151,1
2.03,105,6.3,10,213,630,501,0.795,0.337,63,1
1.4,10,0.857,7,14,42,42,1,0.333,6,1
1.9,28,1.2,10,53,120,120,1,0.442,12,1
1.77,26,2.143,7,46,105,105,1,0.438,15,1
1.76,41,8.333,6,72,300,189,0.63,0.24,50,1
3.1,10,1.333,6,31,48,44,0.917,0.646,8,1
