mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
2.42,33,2.556,9,80,207,185,0.894,0.386,23,1
2.14,21,2.571,7,45,126,109,0.865,0.357,18,1
1.35,59,4.556,9,80,369,241,0.656,0.216,41,1
1.36,50,5.75,8,68,368,261,0.708,0.185,46,1
2.13,61,4.667,9,130,378,352,0.931,0.344,42,1
1.43,28,2.714,7,40,133,119,0.891,0.301,19,1
1.44,320,25.0,10,460,2500,1487,0.598,0.184,250,1
2.06,64,4.5,8,132,288,276,0.958,0.458,36,1
1.71,7,1,7,12,49,43,0.878,0.245,7,1
1.51,585,47.4,10,886,4740,2740,0.578,0.187,474,1
2.11,61,5,9,129,405,374,0.923,0.319,45,1
2.45,11,1.6,5,27,40,40,1,0.675,8,1
7.86,7,0.946,27,55,810,61,0.075,0.068,30,4
2.18,17,1.5,8,37,96,77,0.802,0.385,12,1
2.94,79,5.455,11,232,660,401,0.608,0.352,60,1
1.22,22,1.333,9,27,108,108,1,0.25,12,1
1.48,34,2.111,9,50,171,117,0.684,0.292,19,1
2.62,45,3.5,10,118,350,249,0.711,0.337,35,1
2.11,27,2.111,9,57,171,143,0.635,0.333,19,1
2.21,228,8.929,14,505,1750,1285,0.734,0.289,125,1
2.37,26,1.9,10,61,190,147,0.774,0.323,19,1
2,41,2.8,10,82,280,224,0.8,0.293,28,1
2.13,60,5,8,128,320,300,0.938,0.5,40,1
1.67,48,3.125,8,80,200,179,0.895,0.4,25,1
1.39,207,29.125,8,288,1864,1239,0.665,0.154,233,1
3.01,71,5.5,8,213,352,330,0.938,0.605,44,1
1.93,102,6.273,11,197,781,566,0.726,0.253,71,1
2.39,49,4.375,8,117,280,260,0.929,0.418,35,1
2.12,81,5.1,10,172,510,394,0.773,0.337,51,1
55.42,166,1.788,160,9199,45760,10347,0.226,0.201,286,5
2.1,20,1.625,8,42,104,103,0.99,0.404,13,1
2.2,55,4.875,8,121,312,291,0.933,0.388,39,1
1.43,134,19.286,7,191,945,692,0.732,0.202,135,1
15.33,3,25,2,46,100,51,0.51,0.46,50,2
1.52,21,2.429,7,32,119,107,0.899,0.269,17,1
1.26,286,31.556,9,361,2556,1537,0.601,0.141,284,1
1.47,97,9.625,8,143,616,450,0.731,0.232,77,1
1.87,405,21.846,13,758,3692,2040,0.553,0.205,284,1
1.71,34,4.143,7,58,203,136,0.67,0.286,29,1
1.38,82,8.625,8,113,552,456,0.826,0.205,69,1
1.83,12,0.7,10,22,70,60,0.857,0.314,7,1
1.88,106,13.143,7,199,644,577,0.896,0.309,92,1
2.77,80,8.111,9,221,657,386,0.588,0.336,73,1
1.27,29,2.714,7,37,133,89,0.669,0.279,19,1
2.24,25,2,8,56,128,119,0.93,0.438,16,1
1.71,28,3.8,5,48,95,76,0.8,0.505,19,1
2.02,54,3.8,10,109,380,240,0.632,0.286,38,1
1.28,409,27.1,10,524,2710,2084,0.769,0.193,271,1
2.14,117,9,11,250,1089,654,0.601,0.23,99,1
1.03,35,95,1,36,95,95,1,0.379,95,1
1.94,31,2.375,8,60,152,107,0.704,0.395,19,1
2.17,35,2.667,9,76,216,156,0.722,0.352,24,1
3.36,59,4.556,9,198,369,326,0.886,0.538,41,1
1.94,31,2.875,8,60,184,152,0.826,0.326,23,1
2.18,17,1.5,8,37,96,77,0.802,0.385,12,1
4.29,17,1.909,11,73,231,134,0.58,0.316,21,1
7.7,5,26,2,39,104,74,0.708,0.375,52,2
1.38,320,59.556,9,441,4824,1725,0.358,0.091,536,1
1.75,32,2.375,8,56,152,152,1,0.368,19,1
2.71,217,14.636,11,589,1771,1152,0.65,0.333,161,1
2.21,14,2.286,7,31,112,86,0.768,0.277,16,1
2.32,19,1.5,8,44,96,96,1,0.458,12,1
1.59,131,12.111,9,208,981,759,0.774,0.213,109,1
2.07,42,3.556,9,87,288,225,0.781,0.302,32,1
2.10,101,6.75,8,212,432,429,0.991,0.491,54,1
1.38,16,1.667,6,22,60,60,1,0.367,10,1
1.73,11,1.286,7,19,63,53,0.841,0.302,9,1
1.83,103,9.333,9,189,756,722,0.955,0.25,84,1
1.57,21,2.333,6,33,84,76,0.905,0.393,14,1
1.29,38,4.667,6,49,168,147,0.875,0.292,28,1
2.42,267,18.6,10,645,1860,1434,0.771,0.347,186,1
2.45,34,4.833,6,83,174,134,0.767,0.477,29,1
1.86,36,2.5,8,67,160,145,0.906,0.419,20,1
1.56,18,1.571,7,28,77,56,0.727,0.364,11,1
1.53,15,2.143,7,23,105,68,0.648,0.219,15,1
1.37,17,1.286,7,23,63,60,0.952,0.365,9,1
2.58,19,2.125,8,49,136,109,0.801,0.36,17,1
1.84,56,4.25,8,103,272,264,0.971,0.379,34,1
2.23,87,6.889,9,194,558,485,0.869,0.348,62,1
1.91,22,3.6,5,42,90,78,0.867,0.467,18,1
1.7,122,8.75,8,208,560,510,0.911,0.371,70,1
1.95,41,3.111,9,80,252,246,0.976,0.317,28,1
1.84,108,7.3,10,199,730,577,0.79,0.273,73,1
1.98,382,27.2,10,758,2720,2147,0.789,0.279,272,1
1.45,20,3.6,5,29,90,90,1,0.322,18,1
1.41,276,23.667,9,390,1917,1503,0.784,0.203,213,1
1.44,67,6.429,7,97,315,211,0.67,0.308,45,1
2.41,120,6.455,11,289,781,567,0.726,0.37,71,1
8.5,2,20,1,17,20,20,1,0.85,20,2
2.55,20,2,8,51,128,89,0.695,0.398,16,2
16,1,16,1,16,16,16,1,1,16,2
1.64,75,7.5,6,123,270,261,0.967,0.456,45,1
1.41,355,42.5,8,499,2720,2002,0.736,0.183,340,1
1.81,42,3.571,7,76,175,175,1,0.434,25,1
2.58,40,3.667,9,103,297,276,0.929,0.347,33,1
2.53,234,23.25,8,593,1488,1208,0.812,0.399,186,1
1.26,285,26.444,9,359,2142,1316,0.614,0.168,238,1
2.08,13,1.125,8,27,72,71,0.986,0.375,9,1
1.47,30,3.286,7,44,161,135,0.839,0.273,23,1
1.48,187,11.5,10,276,1150,872,0.758,0.24,115,1
2.7,10,2.286,7,27,112,71,0.634,0.241,16,1
1.38,46,5.714,7,64,280,192,0.686,0.229,40,1
2.1,171,9.8,10,359,980,915,0.937,0.366,98,1
2.44,34,2.2,10,83,220,135,0.614,0.377,22,1
3.4,20,2.1,10,68,210,126,0.6,0.324,21,1
2.44,149,8.6,10,364,860,786,0.914,0.423,86,1
2.91,74,3.538,13,215,478,356,0.745,0.449,37,1
2.3,20,1.5,8,46,96,90,0.938,0.479,12,1
1.51,35,2.222,9,53,180,104,0.578,0.294,20,1
2.32,315,24.9,10,731,2490,1584,0.636,0.294,249,1
1.39,114,12.375,8,158,792,524,0.662,0.199,99,1
1.4,441,30.9,10,618,3090,2257,0.73,0.2,309,1
2.08,16,1.25,8,33,80,73,0.913,0.413,10,1
1.74,87,6.3,10,151,630,444,0.705,0.239,63,1
1.36,372,50.733,11,504,6097,2546,0.416,0.823,557,1
2.14,22,1.875,8,47,120,97,0.808,0.392,15,1
1.4,110,10.5,8,154,672,463,0.689,0.229,84,1
1.84,56,4.25,8,103,272,264,0.971,0.379,34,1
2.23,87,6.889,9,194,558,485,0.869,0.348,62,1
1.91,22,3.6,5,42,90,78,0.867,0.467,18,1
1.7,122,8.75,8,208,560,510,0.911,0.371,70,1
1.95,41,3.111,9,80,252,246,0.976,0.317,28,1
1.84,108,7.3,10,199,730,577,0.79,0.273,73,1
1.98,382,27.2,10,758,2720,2147,0.789,0.279,272,1
1.45,20,3.6,5,29,90,90,1,0.322,18,1
1.41,276,23.667,9,390,1917,1503,0.784,0.203,213,1
2.31,91,8.375,8,210,536,388,0.724,0.392,67,1
1.33,24,1.778,9,32,144,69,0.479,0.222,16,1
1.94,104,8.625,8,202,552,495,0.897,0.366,69,1
2.78,49,3.091,11,136,374,240,0.642,0.364,34,1
1.89,62,4.5,8,117,288,288,1,0.406,36,1
2.27,132,8.7,10,299,870,784,0.901,0.344,87,1
1.29,279,29.571,7,361,1449,1117,0.771,0.249,207,1
2.78,143,13.667,9,397,1107,994,0.898,0.359,123,1
1.52,25,7.2,5,38,180,142,0.789,0.211,36,1
1.37,203,27.571,7,278,1351,1099,0.813,0.206,193,1
2.31,46,3.556,9,106,288,225,0.781,0.367,32,1
2.34,213,18.9,10,498,1890,973,0.515,0.263,189,1
1.84,31,2.25,8,57,144,127,0.882,0.396,18,1
1.88,362,27.1,10,679,2710,2044,0.754,0.251,271,1
3.46,650,14.812,25,2252,11775,8420,0.714,0.191,471,1
1.54,146,14.714,7,225,721,525,0.73,0.312,103,1
2.21,19,1.5,8,42,96,96,1,0.438,12,1
2,4,1.5,4,8,24,19,0.792,0.333,6,1
2.19,79,8.375,8,173,536,409,0.764,0.323,67,1
1.39,34,2.333,9,47,189,137,0.722,0.248,21,1
1.53,55,4.333,9,84,351,219,0.624,0.239,39,1
1.36,25,2.571,7,34,126,111,0.881,0.27,18,1
1.28,533,56.667,9,684,4590,2717,0.592,0.149,510,1
1.51,45,4.429,7,68,217,154,0.71,0.313,31,1
6.4,81,5.917,12,518,852,735,0.863,0.608,71,1
1.75,59,4.75,8,103,304,233,0.766,0.339,38,1
1.52,33,2.333,9,50,189,132,0.695,0.264,21,1
1.71,7,0.857,7,12,42,36,0.857,0.286,6,1
2.33,6,1.167,6,14,42,31,0.738,0.333,7,1
1.91,33,2.2,10,63,220,99,0.45,0.285,22,1
1.44,16,1.571,7,23,77,44,0.571,0.299,11,1
1.41,93,63.25,4,131,1012,668,0.66,0.129,253,1
1.36,11,1,7,15,49,44,0.898,0.306,7,1
1.55,11,0.625,8,17,40,40,1,0.425,5,1
5.18,148,7.917,16,767,2032,1383,0.681,0.378,127,1
4.5,2,1.125,8,9,72,23,0.319,0.125,9,5
1.58,12,1,9,19,81,73,0.901,0.236,9,1
1.46,54,6.857,7,79,336,219,0.652,0.235,48,1
1.6,20,1.2,10,32,120,97,0.808,0.267,12,1
1.24,25,200,1,31,200,200,1,0.155,200,1
1.58,126,12.333,9,199,999,575,0.575,0.199,111,1
2.08,13,1.125,8,27,72,71,0.986,0.375,9,1
2.08,36,2.1,10,75,210,170,0.81,0.357,21,1
1.86,150,2.95,23,279,1518,779,0.515,0.183,66,1
4.7,423,28,14,1988,5764,3873,0.674,0.345,412,1
1.33,40,4.143,7,53,203,182,0.898,0.262,29,1
1.39,105,6.667,9,146,540,354,0.657,0.27,60,1
1.28,70,6,8,89,384,296,0.775,0.232,48,1
1.4,110,10.286,7,154,504,407,0.808,0.307,72,1
2.13,38,2.6,10,81,260,213,0.819,0.31,26,1
1.48,96,6.222,9,142,504,478,0.948,0.282,56,1
2.05,110,9.375,8,225,600,516,0.86,0.375,75,1
1.94,17,1.857,7,33,91,91,1,0.363,13,1
1.18,82,8.625,8,97,552,446,0.808,0.176,69,1
3.36,59,4.625,8,198,296,297,1,0.667,37,1
1.33,142,31.667,6,189,1140,820,0.718,0.166,190,1
1.34,48,4.333,6,64,156,152,0.974,0.411,26,1
1.35,31,3,7,42,147,125,0.85,0.286,21,1
2.53,268,17.238,13,678,2934,2654,0.904,0.231,226,1
1.29,14,2.167,6,18,78,76,0.974,0.231,13,1
1.64,22,2.143,7,36,105,105,1,0.343,15,1
1.28,326,40.333,9,417,3267,1738,0.532,0.128,363,1
2.14,69,3.8,10,148,380,337,0.887,0.390,38,1
2.21,224,17.818,11,495,2253,1042,0.464,0.22,203,1
2.67,6,0.75,8,16,48,38,0.792,0.333,6,1
1.38,465,32.3,10,641,3230,2183,0.676,0.198,323,1
2.19,127,7.9,10,278,790,708,0.895,0.351,79,1
2.53,17,1.25,8,43,80,80,1,0.538,10,1
1.38,32,1.6,10,44,160,143,0.896,0.275,16,1
2.45,22,3,7,54,147,125,0.85,0.369,21,1
2.29,133,13.25,8,304,848,592,0.698,0.358,106,1
1.29,82,6.75,8,106,432,322,0.745,0.245,54,1
1.84,373,23.818,11,685,2882,1643,0.57,0.238,262,1
4,2,10,1,8,10,10,1,0.8,10,1
1.28,50,5.714,7,64,280,192,0.686,0.229,40,1
1.52,33,2.111,9,50,171,117,0.684,0.292,19,1
2.41,159,9.8,10,383,980,818,0.835,0.391,98,1
2.33,6,0.571,7,14,28,28,1,0.5,4,1
2.36,179,15.75,8,422,1008,982,0.974,0.419,126,1
1.44,208,26.25,8,299,1680,811,0.483,0.178,210,1
1.36,344,26.2,10,469,2620,1587,0.606,0.179,262,1
1.46,41,5.5,6,60,198,173,0.874,0.303,33,1
1.33,18,2.833,6,24,102,96,0.943,0.235,17,1
1.94,79,4.8,10,153,480,337,0.703,0.319,48,1
1.86,365,23.818,11,679,2882,1647,0.574,0.236,262,1
4.67,3,7,2,14,28,24,0.857,0.5,14,1
1.29,35,3.286,7,45,161,126,0.783,0.28,23,1
1.24,84,7,8,104,448,328,0.731,0.232,56,1
1.88,36,2.375,8,68,152,152,1,0.447,19,1
8,1,0.125,8,8,8,8,1,1,1,4
1.44,307,23.778,9,443,1926,1440,0.748,0.23,214,1
1.64,72,4.875,8,118,312,300,0.962,0.378,39,1
1.85,79,4.6,10,146,460,314,0.683,0.317,46,1
16.91,138,4.458,24,2333,2568,2523,0.982,0.908,107,1
5,2,0.25,16,10,64,34,0.531,0.156,4,5
1.39,359,30.556,9,500,2475,1775,0.717,0.202,275,1
1.74,35,2.222,9,61,180,139,0.772,0.339,20,1
4.67,6,2.4,5,28,60,36,0.6,0.467,12,1
4,4,27,1,16,27,27,1,0.593,27,1
1.94,333,27.1,10,647,2710,1668,0.615,0.239,271,1
1.4,83,11.5,6,116,414,308,0.744,0.28,69,1
2.4,10,51,1,24,51,51,1,0.471,51,2
1.56,27,2.857,7,42,140,106,0.757,0.3,20,1
2.25,36,4.818,11,81,583,283,0.485,0.139,53,1
1.86,14,1.875,8,26,120,60,0.5,0.217,15,1
1.68,22,1.5,8,37,96,86,0.896,0.385,12,1
1.33,137,18.286,7,182,896,594,0.663,0.203,128,1
2.28,174,10,10,397,1000,910,0.91,0.399,100,1
1.89,128,7.9,10,242,790,646,0.818,0.306,79,1
1.56,24,2.143,7,37,105,105,1,0.352,15,1
2.08,24,1.182,11,50,143,112,0.783,0.35,13,1
1.47,30,3.286,7,44,161,135,0.839,0.273,23,1
1.48,187,11.5,10,276,1150,872,0.758,0.24,115,1
1.89,128,7.9,10,242,790,646,0.818,0.306,79,1
2.41,107,10.25,8,258,656,501,0.764,0.393,82,1
2.98,59,4.778,9,176,387,348,0.899,0.455,43,1
2.45,503,24.286,14,1232,4760,2819,0.592,0.259,340,1
1.56,18,1.222,9,28,99,93,0.939,0.283,11,1
8,1,8,1,8,8,8,1,1,8,2
4.89,161,3.387,31,787,3255,1485,0.456,0.242,105,5
1.87,180,15.333,9,336,1242,756,0.609,0.271,138,1
1.71,34,4.143,7,58,203,136,0.67,0.286,29,1
1.38,82,8.625,8,113,552,456,0.826,0.205,69,1
1.83,12,0.7,10,22,70,60,0.857,0.314,7,1
1.88,106,13.667,6,199,492,410,0.835,0.406,82,1
1.4,375,33.889,9,525,2745,2003,0.73,0.191,305,1
2.14,78,19.6,5,167,490,313,0.639,0.341,98,1
1.4,159,24.5,8,222,1568,1010,0.644,0.142,196,1
1.33,15,3.8,5,20,95,74,0.779,0.211,19,1
1.59,327,27.111,9,520,2196,1758,0.801,0.237,244,1
2.11,112,9.5,8,236,608,549,0.903,0.388,76,1
1.72,60,4.375,8,103,280,224,0.8,0.368,35,1
1.49,91,6.75,8,136,432,405,0.939,0.314,54,1
2.83,58,4.333,9,164,351,324,0.923,0.468,39,1
7,1,9,1,7,9,9,1,0.778,9,2
2.21,107,12,8,237,768,530,0.689,0.308,96,1
2.75,183,13.5,10,502,1350,982,0.724,0.371,135,1
1.4,10,0.857,7,14,42,42,1,0.333,6,1
2.1,48,4,8,101,256,198,0.773,0.395,32,1
2.45,107,10.175,8,262,656,501,0.764,0.4,82,1
1.32,507,59.333,9,671,4806,2491,0.518,0.14,534,1
1.57,35,2.333,9,55,189,144,0.762,0.291,21,1
1.49,579,56.444,9,861,4572,2731,0.597,0.188,508,1
1.35,43,3.75,8,58,240,160,0.667,0.242,30,1
1.36,11,3.286,7,15,161,87,0.54,0.093,23,1
1.36,344,16.692,13,468,2821,1971,0.699,0.166,217,1
1.36,11,0.857,7,15,42,36,0.857,0.357,6,1
1.36,34,2.333,9,46,189,144,0.762,0.244,21,1
1.21,148,23.75,8,179,1520,943,0.62,0.118,190,1
1.36,14,2.286,7,19,112,79,0.705,0.169,16,1
2.81,98,5.75,12,275,828,518,0.626,0.332,69,1
1.81,57,5.375,8,103,344,290,0.844,0.3,43,1
1.31,351,34.375,8,460,2200,1621,0.737,0.209,275,1
1.23,36,4.667,6,44,168,102,0.607,0.262,28,1
2.5,6,26,1,15,26,26,1,0.577,26,1
1.86,44,3.556,9,82,288,224,0.778,0.285,32,1
1.69,26,2.714,7,44,133,97,0.729,0.331,19,1
1.04,16,1.6,5,17,40,39,0.975,0.425,8,1
2.13,38,0.167,42,81,294,121,0.413,0.275,7,3
2.25,4,12,1,9,12,12,1,0.75,12,1
1.4,83,11.5,6,116,414,308,0.744,0.28,69,1
10,1,0.1,10,10,10,10,1,1,1,4
1.94,77,9,7,149,441,415,0.941,0.338,63,1
2.78,199,12.7,10,550,1270,1078,0.848,0.43,127,1
1.88,42,2.5,10,79,250,179,0.716,0.316,25,1
1.69,140,18.286,7,236,896,645,0.72,0.263,128,1
2.34,35,3,8,82,192,157,0.818,0.426,24,1
1.44,79,8.333,9,114,675,400,0.593,0.169,75,1
2.18,34,2.5,8,74,160,150,0.938,0.463,20,1
2.45,240,24.25,8,587,1544,1225,0.795,0.401,193,1
1.55,109,12.286,7,169,602,577,0.958,0.281,86,1
40,2,86,1,80,86,86,1,0.93,86,2
2.2,5,44,1,11,44,44,1,0.25,44,2
2.32,44,7.111,9,102,576,276,0.479,0.177,64,1
1.44,79,8.111,9,114,657,285,0.434,0.174,73,1
1.43,42,3.571,7,60,175,162,0.927,0.343,25,1
2.12,18,1.2,10,38,120,109,0.908,0.317,12,1
1.65,31,2.25,8,51,144,109,0.757,0.354,18,1
1.49,88,7.111,9,131,576,424,0.736,0.227,64,1
2.27,208,15.1,10,473,1510,1050,0.695,0.313,151,1
1.28,326,40.333,9,417,3267,1738,0.532,0.128,363,1
1.22,614,56.444,9,748,4572,3154,0.69,0.164,508,1
1.54,24,2.429,7,37,119,108,0.908,0.311,17,1
1.83,35,2.375,8,64,152,148,0.974,0.421,19,1
1.31,29,6.8,5,38,170,103,0.606,0.224,34,1
2.53,172,10,10,436,1000,910,0.91,0.436,100,1
2.73,22,2.714,7,60,133,129,0.97,0.451,19,1
1.77,398,25.1,10,705,2510,1776,0.708,0.281,251,1
15,1,0.4,10,15,40,16,0.4,0.375,4,1
1.47,70,8.714,7,103,427,339,0.794,0.241,61,1
1.38,21,2.4,5,29,60,60,1,0.483,12,1
1.55,44,4.286,7,68,210,199,0.948,0.324,30,1
5.36,245,12.813,16,1314,3280,2622,0.799,0.401,205,1
1.374,34,4.143,7,47,203,179,0.884,0.232,29,1
1.31,29,2.833,6,38,102,97,0.951,0.374,17,1
2.19,112,8,9,245,648,570,0.878,0.378,72,1
1.29,35,3.286,7,45,161,126,0.783,0.28,23,1
1.29,279,29.571,7,361,1449,1117,0.771,0.249,207,1
1.31,29,2.333,9,38,189,144,0.762,0.202,21,1
2.16,50,3.875,8,108,248,246,0.992,0.436,31,1
1.36,25,2.571,7,34,126,111,0.881,0.27,18,1
2.33,82,8.429,7,191,413,413,1,0.462,59,1
1.57,21,2.429,7,33,119,107,0.899,0.278,17,1
1.47,47,4.571,7,69,224,186,0.83,0.308,32,1
1.67,9,1.667,6,15,60,29,0.483,0.25,10,1
2.07,28,1.364,11,58,165,147,0.891,0.352,15,1
1.30,46,4.143,7,60,203,159,0.783,0.297,29,1
1.29,51,3.1,10,66,310,215,0.694,0.213,31,1
1.28,547,59.556,9,704,4824,3072,0.636,0.145,536,1
1.64,22,2.143,7,36,105,105,1,0.343,15,1
2.3,20,1.5,8,46,96,90,0.938,0.479,12,1
1.51,35,2.222,9,53,180,104,0.578,0.294,20,1
2.32,315,24.9,10,731,2490,1584,0.636,0.294,249,1
1.39,114,12.375,8,158,792,524,0.662,0.199,99,1
2.55,77,8.111,9,196,657,412,0.627,0.298,73,1
1.4,351,29.875,8,491,1916,1715,0.899,0.256,240,1
2.44,34,2.2,10,83,220,135,0.614,0.377,22,1
2.88,25,2,10,72,200,134,0.67,0.36,20,1
1.88,17,1.25,8,32,80,80,1,0.4,10,1
2.28,29,2.2,10,66,220,128,0.582,0.3,22,1
1.89,150,14.778,9,283,1197,859,0.718,0.236,133,1
2.8,5,2.833,6,14,102,64,0.627,0.137,17,5
5,3,0.5,8,15,32,23,0.719,0.469,4,1
8,258,7.417,24,2063,4272,3987,0.933,0.483,178,1
1.76,21,1.857,7,37,91,89,0.978,0.407,13,1
27.15,20,183.33,3,543,1650,619,0.375,0.329,550,2
2.08,60,5,8,125,320,317,0.991,0.391,40,1
1.28,307,29.667,9,393,2403,1754,0.73,0.164,267,1
9,1,0.111,9,9,9,9,1,1,1,4
2.18,22,3.8,5,48,95,76,0.8,0.505,19,1
1.36,56,5.143,7,76,252,220,0.873,0.302,36,1
1.49,92,11.833,6,137,426,427,1,0.321,71,1
2.95,68,8.29,7,201,406,373,0.923,0.494,58,1
5.21,739,11.612,25,3863,7300,6877,0.945,0.53,292,1
2.44,432,31.8,10,1053,3180,2147,0.676,0.329,318,1
4.5,2,14,1,9,14,14,1,0.643,14,2
1.73,11,1.286,7,19,63,60,0.952,0.302,9,1
1.52,58,5.333,9,88,432,324,0.75,0.203,48,1
2.85,61,4.5,8,174,288,288,1,0.604,36,1
3.12,26,2.5,8,81,160,160,1,0.506,20,1
2.11,36,2.1,10,76,210,172,0.819,0.362,21,1
1.71,7,1.33,6,12,48,38,0.792,0.25,8,1
1.51,585,47.4,10,886,4740,2740,0.578,0.187,474,1
2.11,61,5,9,129,405,374,0.923,0.319,45,1
2.21,17,1.5,8,38,96,77,0.802,0.396,12,1
1.71,14,2.333,6,24,84,55,0.652,0.286,14,1
1.58,12,1.333,6,19,48,39,0.813,0.396,8,1
1.31,179,28.625,8,235,1848,721,0.39,0.127,231,1
