,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,real_identifier
52,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
53,1,78,170,6,65,22,0,0,100,-7,7,8,24,5,41,0,0,0,20,90,6,7,1,87,0
54,1,92,180,33,100,15,0,0,100,-7,7,8,15,1,39,15,0,0,10,-5,2,1,0,42,0
55,1,74,390,5,95,25,0,0,95,60,6,6,26,3,38,10,0,0,50,60,9,4,3,83,0
56,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
57,0,64,95,6,35,18,0,0,100,-7,7,8,18,4,48,0,0,0,85,70,8,4,5,98,0
58,1,72,340,4,108,36,1,1,88,36,5,5,40,6,35,0,3,3,30,5,9,4,1,90,0
59,0,68,200,22,85,19,2,2,86,25,5,3,4,1,41,-7,6,6,18,-5,6,-5,0,85,0
60,1,68,95,4,50,20,0,1,92,30,5,6,21,3,40,0,2,2,34,72,5,3,2,70,0
61,0,75,120,5,60,30,1,0,97,15,6,7,31,4,25,1,3,3,22,55,8,2,1,65,0
62,1,81,145,10,70,35,0,0,100,-8,7,8,36,5,30,0,1,1,18,65,6,4,0,55,0
63,0,60,85,15,40,25,2,1,80,20,6,5,26,2,20,0,4,4,45,70,7,3,3,75,0
64,1,78,130,20,65,40,0,0,95,10,5,7,41,3,35,-8,2,2,25,50,5,4,1,60,0
65,0,72,100,12,55,28,1,1,85,22,6,6,29,4,38,0,3,3,30,60,9,2,2,68,0
66,1,85,160,0,75,45,0,0,100,-8,7,8,46,5,27,0,1,1,12,58,4,6,0,50,0
67,0,67,110,6,58,32,1,1,88,18,6,5,33,4,22,0,2,2,40,66,11,3,2,72,0
68,1,73,135,8,68,38,0,0,98,5,5,7,39,3,28,0,1,1,20,52,7,5,1,58,0
69,0,69,90,14,54,26,2,1,83,25,6,6,27,3,32,0,3,3,38,68,9,1,3,66,0
70,1,78,85,5,42,17,0,0,100,-7,7,8,17,1,30,1,1,1,8,85,2,2,0,29,0
71,0,82,140,8,65,14,0,0,100,-7,7,8,14,1,35,7,0,0,12,-6,3,1,0,55,0
72,1,87,125,10,60,21,0,0,100,-7,7,8,21,2,52,0,0,0,3,-7,1,1,0,35,0
73,0,84,160,70,130,8,0,0,100,-7,7,8,8,0,46,-8,0,0,11,-7,2,-8,0,100,0
74,0,61,200,7,90,28,3,2,78,22,6,2,33,1,36,-7,3,3,39,97,10,1,1,85,0
75,0,38,380,2,115,9,7,2,62,1,0,5,16,3,20,1,0,0,60,79,7,3,2,86,0
76,1,70,205,4,64,18,0,0,88,20,6,6,18,3,25,1,1,1,48,61,4,2,1,89,0
77,1,63,270,4,128,31,4,4,88,3,4,6,34,4,12,1,0,0,36,75,15,2,0,94,0
78,1,89,215,8,95,13,0,0,100,-7,7,8,13,1,18,-8,0,0,7,-7,4,-8,0,37,0
79,1,72,225,15,102,34,0,0,100,-7,7,8,35,0,24,18,0,0,73,66,5,3,1,70,0
80,0,71,320,3,90,14,0,0,90,40,5,6,15,6,25,1,1,1,85,82,5,3,2,78,0
81,0,74,160,18,75,22,0,0,100,-6,7,8,22,1,12,-6,2,2,17,-7,3,2,1,28,0
82,0,69,50,2,25,15,0,0,100,-6,7,8,18,7,33,1,7,7,42,87,3,5,0,56,0
83,0,66,250,4,85,12,0,0,75,3,4,6,13,2,24,3,3,3,30,-7,2,-7,0,42,0
84,1,86,270,5,110,30,0,0,100,-6,7,8,30,3,18,1,0,0,2,-7,5,2,0,45,0
85,1,89,200,6,88,33,0,0,100,-6,7,8,33,2,15,1,2,2,9,-7,2,-7,0,12,0
86,0,65,85,4,35,20,0,0,100,-6,7,8,21,2,47,1,6,6,83,70,7,5,2,100,0
87,1,83,190,12,82,19,0,0,100,-6,7,8,5,2,49,-7,0,0,0,91,2,4,0,70,0
88,0,68,-7,7,60,19,1,1,100,-6,6,8,1,4,46,-6,6,6,33,80,5,3,1,88,0
89,0,72,140,7,70,20,0,0,95,60,6,6,21,4,46,1,1,1,54,80,3,4,2,65,0
90,1,72,190,15,85,18,0,0,98,-7,7,8,18,1,22,3,1,1,15,10,3,2,0,60,0
91,0,68,200,7,95,25,0,0,90,2,6,6,30,4,50,0,3,3,40,70,5,3,1,75,0
92,0,66,140,10,60,20,0,0,85,5,5,6,22,2,30,-7,2,2,60,25,4,2,2,70,0
93,1,89,250,20,100,40,0,0,100,-7,7,8,42,1,35,1,0,0,20,30,6,4,0,65,0
94,0,58,60,5,40,12,1,0,80,8,4,5,15,3,45,-7,1,1,50,80,3,2,1,58,0
95,1,85,300,25,110,50,0,0,100,-7,7,8,52,2,40,0,0,0,10,20,7,5,0,72,0
96,0,64,100,8,50,15,0,0,88,6,5,6,18,3,25,-7,2,2,45,60,4,3,1,68,0
97,1,90,220,30,105,35,0,0,100,-7,7,8,38,1,28,-7,0,0,5,15,5,3,0,62,0
98,0,62,130,9,70,28,0,0,82,3,4,6,32,4,38,0,3,3,55,65,6,4,1,80,0
99,1,87,210,18,95,30,0,0,100,-7,7,8,35,2,32,-7,1,1,8,18,4,3,0,58,0
100,0,60,160,70,110,15,6,5,68,5,1,3,25,1,24,1,2,2,50,-5,3,2,1,60,0
101,1,85,210,12,105,42,0,0,97,-9,5,5,42,3,50,-9,1,1,15,85,5,3,0,45,0
102,0,58,95,32,70,7,3,3,70,30,5,3,10,1,55,2,2,2,30,-5,3,2,-7,70,0
103,0,68,148,8,95,20,2,2,99,-6,5,7,21,2,23,1,3,3,65,10,8,3,2,65,0
104,1,84,125,5,40,12,0,0,99,-6,6,7,12,3,42,1,4,4,8,-6,3,2,0,62,0
105,1,90,186,10,90,25,0,0,99,-6,5,6,25,2,43,5,2,2,12,90,2,3,0,62,0
106,0,48,58,12,38,5,4,4,77,3,1,5,5,2,27,-6,5,5,70,70,2,2,0,52,0
107,0,75,120,10,50,21,2,1,96,62,5,4,22,2,47,22,1,1,55,85,6,5,0,98,0
108,1,81,202,14,90,14,0,0,94,10,3,5,16,1,19,-6,1,1,3,-6,4,2,0,69,0
109,0,85,118,6,50,18,0,0,99,-6,6,7,18,4,65,1,1,1,2,90,2,4,0,52,0
110,0,67,200,6,70,10,0,0,90,15,6,6,12,3,32,8,1,1,95,-5,5,1,1,85,0
111,0,74,110,3,42,9,0,0,100,-6,7,8,10,2,46,3,4,4,40,75,3,2,1,82,0
112,0,60,190,3,80,40,1,0,87,20,6,5,16,3,13,-6,3,1,50,-6,11,1,4,48,0
113,0,72,25,1,12,13,0,0,100,-6,7,8,14,9,10,1,2,2,20,88,5,1,1,58,0
114,1,88,350,12,105,12,0,0,100,-6,7,8,12,2,29,11,0,0,12,85,4,1,0,60,0
115,1,60,30,3,14,7,0,0,100,-6,7,8,8,5,45,1,0,0,97,76,4,3,2,98,0
116,1,69,150,8,66,18,0,0,85,30,6,6,19,2,46,1,0,0,30,50,3,2,1,42,0
117,1,83,170,9,85,21,0,0,100,-6,7,8,23,2,16,1,2,2,8,-6,4,1,0,68,0
118,0,78,210,6,75,29,0,0,100,-6,7,8,29,4,31,1,0,0,45,-6,5,2,2,57,0
119,0,65,250,30,125,4,1,1,100,-6,6,8,4,1,100,-7,0,0,-6,6,-6,1,-6,99,0
120,1,80,150,12,80,20,1,0,95,10,5,7,25,2,50,3,1,1,30,20,3,2,1,60,0
121,0,65,110,20,60,10,2,1,85,15,4,5,18,1,40,2,2,2,40,30,2,1,1,70,0
122,1,72,200,5,90,25,0,0,100,-7,7,8,30,3,30,1,1,1,20,50,4,3,0,55,0
123,0,68,170,8,75,15,1,1,90,12,3,4,20,1,45,4,3,3,35,25,3,2,1,65,0
124,1,77,130,10,85,18,0,0,97,-7,7,8,28,4,35,0,1,1,25,45,5,3,0,58,0
125,0,62,140,18,70,12,2,1,88,14,5,6,22,2,42,3,2,2,38,28,3,2,1,68,0
126,1,74,160,9,95,22,0,0,99,-7,7,8,32,3,33,2,1,1,22,48,4,3,0,57,0
127,0,70,180,7,60,14,1,1,92,11,3,4,19,1,48,3,2,2,32,22,3,2,1,67,0
128,1,79,190,6,100,24,0,0,100,-7,7,8,35,4,31,1,1,1,18,52,5,3,0,56,0
129,0,64,120,14,65,11,2,1,87,13,4,5,21,2,43,4,2,2,36,26,3,2,1,66,0
130,1,81,180,7,105,9,0,0,100,-7,7,8,10,1,31,0,0,0,64,-7,2,2,0,79,0
131,0,79,115,5,50,14,0,0,93,68,6,6,14,1,68,-7,2,2,2,72,1,3,0,68,0
132,0,65,196,14,66,18,0,0,96,1,4,6,19,0,41,4,1,1,22,82,3,3,0,87,0
133,1,86,111,19,71,12,0,0,100,-7,7,8,12,0,74,0,0,0,13,-7,1,1,0,100,0
134,1,83,139,3,55,7,0,0,100,-7,7,8,8,3,34,4,2,1,11,88,1,3,0,66,0
135,0,62,258,11,85,32,0,0,98,15,6,6,60,0,28,0,4,4,71,72,9,3,5,69,0
136,0,67,129,9,52,29,2,2,98,70,6,6,37,2,54,0,0,0,60,23,5,4,0,76,0
137,0,58,115,9,71,4,1,1,74,10,0,2,5,1,100,0,1,1,-7,76,-7,2,-7,100,0
138,0,63,211,3,60,32,1,0,86,10,4,5,38,6,48,-7,9,9,1,99,1,5,0,51,0
139,1,87,193,35,96,13,0,0,100,-7,7,8,16,0,54,-7,0,0,4,-7,1,1,0,51,0
140,1,78,145,3,72,18,1,1,90,10,5,3,22,2,30,0,2,2,30,-5,2,2,0,50,0
141,1,85,390,60,160,10,0,0,100,-7,7,8,10,1,40,-8,0,0,5,-8,1,-8,-8,35,0
142,0,77,150,6,80,8,0,0,100,-7,7,8,11,3,75,0,4,4,20,-8,3,2,0,95,0
143,1,81,180,35,90,5,0,0,100,-7,7,8,6,0,20,-8,0,0,65,-8,4,1,1,100,0
144,0,67,100,4,40,20,2,2,100,-7,6,8,21,5,35,-7,3,3,45,70,6,3,1,65,0
145,1,72,240,12,95,28,0,0,88,11,6,6,28,2,40,0,3,3,55,100,6,3,2,75,0
146,0,74,210,4,88,35,0,0,100,-7,7,8,36,2,30,0,2,2,90,60,6,3,4,75,0
147,0,80,230,25,90,22,1,0,70,13,6,5,26,0,15,0,1,1,0,-8,0,1,0,25,0
148,0,73,150,2,70,17,0,0,100,-7,7,8,21,7,20,-7,3,3,50,95,4,3,0,68,0
149,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
150,0,76,150,18,70,25,0,0,88,12,5,5,30,4,40,1,2,2,45,70,10,4,2,75,0
151,1,81,210,6,95,35,0,0,100,-7,7,8,40,2,50,0,1,1,20,60,5,5,1,80,0
152,0,65,120,12,60,20,1,1,85,5,3,4,25,3,45,2,2,1,50,55,8,3,2,70,0
153,1,90,300,3,150,50,0,0,100,-7,7,8,55,1,25,0,1,1,10,40,3,2,0,90,0
154,0,70,180,15,80,30,1,1,80,10,4,5,35,5,35,1,3,2,55,65,12,4,3,85,0
155,1,85,250,8,120,45,0,0,100,-7,7,8,50,2,20,0,1,1,25,50,7,3,1,88,0
156,0,62,130,20,65,22,1,1,78,8,3,4,28,4,42,1,2,2,48,58,9,3,2,73,0
157,1,77,170,10,90,38,0,0,100,-7,7,8,42,3,30,0,1,1,30,55,6,4,0,82,0
158,0,68,145,13,75,28,1,1,82,6,4,5,33,5,38,2,3,2,52,62,11,4,3,76,0
159,1,83,220,5,105,42,0,0,100,-7,7,8,48,2,28,0,1,1,15,45,4,3,0,85,0
160,1,70,180,5,80,20,0,1,95,6,5,7,22,3,55,4,1,1,30,60,5,3,1,70,0
161,0,75,150,7,68,15,0,0,98,-9,6,7,18,2,50,-8,2,2,25,70,4,2,0,75,0
162,1,62,300,12,100,30,1,0,90,10,5,6,32,1,40,3,1,1,50,55,7,4,2,60,0
163,0,85,220,9,90,40,0,0,99,-8,7,8,45,3,60,5,0,0,10,90,2,3,0,55,0
164,1,68,130,11,60,12,1,1,92,15,6,7,14,2,45,1,3,3,40,65,6,2,1,85,0
165,0,78,240,8,82,28,0,0,96,20,4,5,30,1,30,7,1,1,20,50,4,1,0,65,0
166,1,65,310,14,110,22,2,0,88,12,3,4,26,1,35,6,0,0,60,40,5,3,1,72,0
167,0,82,200,6,88,38,0,0,97,18,5,7,40,2,50,2,1,1,15,80,3,2,0,68,0
168,1,67,290,13,105,26,1,1,85,14,4,5,29,0,25,9,0,0,55,45,6,3,1,60,0
169,0,74,260,10,98,32,0,0,92,16,6,7,34,1,42,4,2,2,35,65,5,2,0,74,0
170,0,68,200,5,60,15,0,1,90,8,5,7,20,3,35,2,3,3,50,20,4,2,1,60,0
171,1,90,300,10,80,25,0,0,100,-7,7,8,40,5,40,-7,1,1,10,30,3,3,0,70,0
172,1,82,120,7,50,18,0,0,100,-7,7,8,20,2,45,-7,0,0,5,40,2,4,0,65,0
173,0,60,150,12,55,10,1,0,85,6,4,6,15,1,30,5,2,2,60,50,5,2,1,80,0
174,1,87,250,3,70,20,0,0,100,-7,7,8,30,4,50,-7,0,0,15,35,2,5,0,75,0
175,0,65,180,15,85,12,0,0,88,4,3,5,18,2,28,1,1,1,55,60,3,3,2,70,0
176,1,80,210,8,90,22,0,0,100,-7,7,8,35,3,38,-7,0,0,20,45,2,4,0,68,0
177,0,70,170,6,65,8,1,0,80,7,4,6,10,1,25,3,2,2,40,55,4,1,1,78,0
178,1,85,230,4,75,17,0,0,100,-7,7,8,25,3,42,-7,0,0,12,37,2,3,0,72,0
179,0,75,140,9,45,11,0,0,95,5,3,5,14,2,32,4,1,1,48,68,3,2,1,66,0
180,0,72,180,15,75,30,0,0,92,10,5,7,32,1,40,2,2,2,20,60,5,3,1,50,0
181,1,68,120,20,90,25,1,0,90,5,4,5,20,2,35,3,4,3,15,55,4,2,0,45,0
182,0,78,200,10,80,40,0,0,95,8,6,6,38,1,42,5,1,1,10,70,6,4,0,55,0
183,1,82,250,5,85,20,0,0,98,3,3,5,22,3,25,4,2,2,5,50,3,1,0,40,0
184,0,70,140,25,95,35,0,0,93,12,5,6,34,2,38,6,3,2,25,65,7,5,1,60,0
185,1,85,260,3,100,18,0,0,97,4,4,5,19,1,28,2,1,1,8,48,2,1,0,30,0
186,0,69,110,18,70,27,1,0,88,15,6,7,29,2,36,5,3,2,30,68,8,4,1,65,0
187,1,77,230,7,78,23,0,0,94,6,5,6,24,3,32,3,2,2,18,58,3,2,0,48,0
188,0,74,190,12,82,32,0,0,91,9,5,6,31,1,41,4,2,1,22,62,6,3,0,57,0
189,1,83,240,6,88,21,0,0,96,7,4,5,22,2,29,3,1,1,12,52,2,2,0,42,0
190,0,60,150,5,80,20,0,0,90,2,3,5,22,2,30,1,2,2,50,60,5,2,1,75,0
191,0,72,180,10,110,25,1,1,92,4,2,4,26,3,35,3,3,3,40,55,6,3,2,80,0
192,1,75,200,15,100,22,0,0,95,3,1,3,23,1,25,2,1,1,30,50,4,2,1,70,0
193,0,68,160,8,90,18,1,1,85,5,3,5,20,2,40,1,4,4,45,65,7,4,2,85,0
194,1,62,130,12,70,15,0,0,88,6,4,6,17,3,50,0,2,2,55,70,5,3,1,90,0
195,0,74,190,7,105,26,0,0,93,1,2,4,28,2,32,2,3,3,35,52,6,3,2,78,0
196,1,65,140,10,85,19,1,1,89,7,3,5,21,3,45,1,4,3,48,68,5,2,1,82,0
197,0,70,170,9,95,21,0,0,91,2,2,4,23,2,38,0,2,2,42,62,4,3,1,76,0
198,1,77,210,5,115,28,0,0,97,0,1,3,30,1,20,1,1,1,25,40,3,2,0,68,0
199,0,69,155,11,88,17,1,1,87,3,3,5,19,3,42,2,3,2,47,67,6,3,2,84,0
200,0,68,135,7,65,12,1,0,92,20,5,7,15,2,40,1,2,2,60,65,3,1,1,80,0
201,1,74,210,5,100,20,0,0,98,10,6,6,22,2,50,0,2,2,40,70,4,3,0,85,0
202,0,60,160,4,75,15,1,1,95,25,5,7,18,1,45,2,1,1,70,60,2,2,1,75,0
203,1,82,145,2,80,28,0,0,100,-5,7,8,30,3,30,1,1,1,20,75,5,2,0,50,0
204,0,58,90,9,45,8,1,1,88,35,1,6,10,1,65,0,1,1,80,70,1,3,-7,90,0
205,0,62,170,6,70,20,1,0,94,5,3,6,22,2,35,0,2,2,50,80,4,3,0,70,0
206,1,85,380,150,260,4,0,0,100,-6,7,8,4,1,30,-6,0,0,0,-7,0,-7,-7,0,0
207,0,65,165,4,55,30,0,0,100,-6,7,8,31,3,25,0,1,1,55,70,8,3,2,72,0
208,1,76,230,1,95,17,0,0,100,-6,7,8,20,1,20,0,1,1,30,-7,5,-7,1,65,0
209,1,70,220,3,70,29,0,0,100,-6,7,8,31,2,22,0,0,0,25,65,7,1,0,60,0
210,1,88,210,2,80,40,0,0,100,-7,7,8,50,2,35,0,1,1,5,90,3,3,0,30,0
211,0,70,290,8,92,29,2,2,87,30,6,6,30,2,55,2,5,5,35,70,5,4,0,80,0
212,1,87,250,5,66,43,0,0,100,-7,7,8,70,1,20,12,0,0,2,40,2,2,0,15,0
213,0,67,340,7,85,30,3,3,85,35,6,3,34,3,45,0,0,0,65,70,7,6,2,85,0
214,1,83,140,25,78,27,0,0,100,-7,7,8,28,0,18,0,2,2,4,-5,3,1,0,45,0
215,0,55,195,1,75,52,1,1,100,-7,0,8,55,6,50,-7,3,3,50,58,12,5,1,75,0
216,1,81,230,5,88,37,0,0,98,27,6,6,19,5,30,6,0,0,15,60,5,1,1,55,0
217,0,64,100,22,85,17,1,1,83,6,0,2,9,0,30,-7,0,0,55,15,5,2,1,65,0
218,1,86,135,28,82,25,0,0,100,-7,7,8,26,0,17,0,2,2,3,-6,2,1,0,48,0
219,0,57,190,2,77,54,1,1,100,-7,0,8,56,8,49,-7,4,4,52,62,14,5,1,80,0
220,1,77,160,10,60,20,0,0,95,0,7,8,30,3,60,3,1,1,40,20,5,2,0,85,0
221,0,65,200,2,85,25,1,0,90,5,6,7,35,4,30,2,2,2,70,60,12,3,5,90,0
222,0,60,140,5,50,15,2,1,85,10,4,6,22,5,40,0,3,3,50,80,8,2,2,75,0
223,1,78,180,20,90,10,0,0,100,-1,7,8,10,1,70,4,0,0,10,10,1,2,0,95,0
224,0,67,250,8,100,30,2,1,88,7,5,3,38,3,35,1,2,2,35,5,6,2,1,85,0
225,0,69,20,15,15,2,0,0,100,-1,7,8,2,0,100,1,0,0,0,0,0,1,0,100,0
226,0,62,110,6,40,9,0,0,95,-1,7,8,9,2,45,5,1,1,80,70,3,4,3,90,0
227,1,58,130,11,55,17,1,1,82,3,3,5,26,2,25,1,8,8,85,45,6,2,3,78,0
228,0,61,10,4,45,12,1,1,87,2,1,3,18,3,55,-1,4,4,20,90,2,5,1,60,0
229,1,82,160,3,70,28,0,0,100,-1,7,8,31,6,20,7,0,0,25,0,4,1,0,70,0
230,1,75,200,10,120,22,0,0,98,-7,7,8,28,2,30,-6,1,1,40,20,3,2,1,70,0
231,0,62,145,5,75,14,1,0,80,2,5,6,19,3,35,1,2,1,50,85,4,3,2,75,0
232,1,82,180,8,100,30,0,0,100,-7,7,8,32,1,25,0,0,0,12,-5,3,1,0,60,0
233,0,58,160,12,80,16,1,1,85,5,4,5,21,2,40,2,1,1,60,90,5,3,2,78,0
234,1,88,250,15,110,35,0,0,100,-7,7,8,38,0,28,0,0,0,5,-10,2,1,0,55,0
235,0,65,170,6,90,18,1,0,88,3,5,6,22,2,32,1,1,1,48,88,4,2,1,72,0
236,1,85,230,9,105,28,0,0,99,-7,7,8,30,1,22,-3,1,1,10,0,3,2,1,62,0
237,0,60,140,11,70,15,1,1,82,4,4,5,18,2,38,2,1,1,53,87,5,3,2,77,0
238,1,80,190,7,95,26,0,0,100,-7,7,8,34,1,27,-1,0,0,18,-3,3,2,0,65,0
239,0,66,155,13,85,17,1,0,87,4,5,6,20,2,34,3,1,1,45,89,4,3,1,73,0
240,0,75,190,5,85,12,0,0,95,-7,7,8,15,2,55,-7,2,2,20,80,2,3,1,70,0
241,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
242,0,60,300,8,135,23,1,1,90,1,5,6,38,1,30,2,3,3,48,78,3,4,0,72,0
243,0,80,160,20,90,15,0,0,100,-7,7,8,13,0,10,4,1,0,33,72,3,1,0,85,0
244,0,65,250,3,97,10,1,0,52,5,4,5,15,1,45,0,1,1,66,58,4,4,2,82,0
245,1,78,130,2,50,23,0,0,100,-7,7,8,26,2,18,-7,2,2,15,-5,2,1,0,40,0
246,1,70,110,4,55,28,1,1,89,50,6,3,30,2,60,0,1,1,88,70,3,5,2,98,0
247,1,74,180,1,68,29,0,0,100,-7,7,8,31,3,22,-7,2,2,22,95,3,2,0,52,0
248,0,72,245,12,62,16,0,0,100,-7,7,8,14,2,42,2,2,2,60,-5,4,2,2,98,0
249,0,66,185,7,95,3,1,1,70,65,6,4,4,1,98,-7,0,0,-5,-5,-5,1,-5,99,0
