,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,real_identifier
118,1,66,40,2,20,8,0,0,100,-7,7,8,9,4,55,1,3,3,80,65,3,2,1,85,0
119,0,82,210,8,95,27,0,0,100,-7,7,8,26,2,18,0,1,1,20,-8,3,1,0,66,0
120,0,72,145,12,50,12,0,1,98,-7,7,8,10,2,60,1,0,0,85,-8,3,2,1,90,0
121,1,80,200,8,110,35,0,0,100,-7,7,8,30,4,30,3,2,2,10,50,7,4,0,55,0
122,0,65,160,20,70,18,2,2,92,60,5,3,20,1,70,2,3,2,80,70,2,4,1,85,0
123,1,62,270,3,130,30,1,1,75,5,2,3,32,3,20,0,2,2,5,60,9,3,0,50,0
124,0,74,180,5,55,14,0,0,100,-7,7,8,12,4,20,0,1,1,30,-8,4,-8,1,80,0
125,0,68,210,40,115,28,1,0,92,10,3,4,25,1,28,5,1,1,15,-8,8,-8,1,78,0
126,1,85,250,12,120,18,0,0,95,18,5,7,18,2,15,-7,0,0,8,-8,3,-8,0,45,0
127,0,64,190,35,140,15,2,0,68,6,3,4,19,1,50,1,2,2,55,55,5,3,1,95,0
128,1,83,240,15,125,20,0,0,93,15,6,6,18,2,10,-7,0,0,7,-8,2,-8,0,42,0
129,0,61,185,32,135,13,1,0,66,3,3,4,16,0,45,0,2,2,50,60,4,2,1,98,0
130,1,83,180,5,108,12,0,0,100,-7,7,8,12,2,35,0,0,0,60,-10,2,2,0,85,0
131,0,78,118,7,50,15,0,0,90,65,6,7,14,1,65,-7,3,3,5,70,1,4,0,70,0
132,0,67,190,15,65,18,0,0,96,0,5,6,21,0,40,2,2,2,25,80,3,3,0,90,0
133,1,86,110,25,72,10,0,0,100,-7,7,8,10,0,70,0,0,0,15,-10,1,1,0,100,0
134,1,82,142,3,56,9,0,0,100,-7,7,8,10,2,35,2,2,1,12,85,1,3,0,65,0
135,0,62,260,14,85,30,0,0,96,15,6,6,60,0,30,0,5,5,72,75,11,3,5,72,0
136,0,70,132,9,52,32,2,2,96,70,6,6,35,3,50,0,0,0,55,25,5,4,0,76,0
137,0,60,118,11,72,4,1,1,75,12,0,2,5,1,100,0,1,1,-10,80,-8,2,-8,100,0
138,0,66,210,3,60,35,1,0,88,12,4,5,38,6,50,-7,9,9,0,95,1,5,0,52,0
139,1,87,192,35,96,13,0,0,100,-7,7,8,16,0,55,-7,0,0,4,-8,1,1,0,51,0
140,1,76,132,3,82,25,1,1,90,13,6,2,27,2,26,0,1,1,28,-8,3,1,0,45,0
141,1,87,410,60,172,9,0,0,100,-7,7,8,10,1,40,-8,0,0,0,-8,1,-8,-8,35,0
142,0,80,160,6,84,8,0,0,100,-7,7,8,10,3,75,0,2,2,15,-8,3,1,0,98,0
143,1,78,168,30,88,5,0,0,100,-7,7,8,5,0,27,-8,0,0,72,-8,4,1,1,100,0
144,0,65,96,4,38,20,2,2,100,-7,6,8,20,5,35,-7,3,3,44,68,6,3,1,70,0
145,1,72,236,11,95,28,0,0,88,13,6,6,28,2,43,0,1,1,50,99,6,3,2,68,0
146,0,70,208,3,87,35,0,0,100,-7,7,8,36,1,32,0,1,1,92,60,6,3,4,72,0
147,0,81,225,23,89,22,1,0,70,13,6,5,26,0,18,0,0,0,0,-8,0,1,0,22,0
148,0,77,148,2,70,17,0,0,100,-7,7,8,21,6,24,-7,3,3,42,99,4,3,0,64,0
149,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
150,1,75,210,12,90,30,0,0,98,-7,7,8,35,2,40,1,1,1,45,70,5,3,1,60,0
151,0,65,150,20,70,20,1,1,85,10,5,4,25,3,50,2,2,2,55,65,6,4,2,75,0
152,1,85,300,5,150,50,0,0,100,-7,7,8,55,1,20,0,0,0,20,50,3,2,0,40,0
153,0,60,180,15,80,25,1,1,88,5,6,3,30,4,45,3,3,3,35,55,7,5,3,80,0
154,1,78,220,8,110,40,0,0,99,-7,7,8,45,2,35,1,1,1,30,60,4,3,1,50,0
155,0,55,140,18,65,22,1,1,80,7,4,5,27,3,55,2,2,2,50,60,5,4,2,70,0
156,1,82,250,3,130,48,0,0,100,-7,7,8,50,1,25,0,0,0,25,40,2,2,0,45,0
157,0,62,170,10,75,28,1,1,78,12,6,4,32,4,48,2,3,3,40,58,6,5,3,72,0
158,1,77,230,7,120,45,0,0,100,-7,7,8,47,1,30,1,1,1,28,45,3,2,0,48,0
159,0,59,160,14,68,24,1,1,82,9,5,3,29,3,52,2,2,2,48,62,5,4,2,68,0
160,0,78,180,5,80,30,0,0,99,-7,7,8,32,3,50,2,1,1,25,70,4,3,1,85,0
161,1,62,15,4,10,5,1,1,95,1,6,7,7,2,48,3,2,2,30,60,2,1,0,90,0
162,0,85,220,9,88,40,0,0,98,5,6,6,42,3,55,7,0,0,10,85,3,2,0,60,0
163,1,68,300,12,100,20,1,0,92,10,5,5,25,2,30,5,1,1,50,55,5,2,1,70,0
164,0,70,250,8,82,28,0,0,96,15,6,6,30,1,25,6,1,1,35,75,4,3,0,80,0
165,1,64,20,3,12,6,1,0,94,2,5,7,8,2,52,4,3,3,20,65,3,1,1,95,0
166,0,80,190,6,84,32,0,0,97,20,6,6,34,2,45,8,0,0,15,80,4,2,0,65,0
167,1,75,160,10,95,15,0,0,99,-7,7,8,18,1,42,5,1,1,45,78,3,3,0,75,0
168,0,69,240,7,76,27,1,0,91,9,4,3,31,1,22,3,0,0,65,-8,5,1,2,85,0
169,1,72,360,14,115,22,2,0,89,4,5,6,26,0,35,9,0,0,18,60,2,3,0,60,0
170,1,80,400,10,60,22,0,0,100,-7,7,8,35,1,25,2,3,3,6,-7,1,1,0,30,0
171,1,83,170,3,57,12,0,0,100,-7,7,8,13,2,40,-7,1,1,14,-9,2,1,0,74,0
172,0,58,200,25,102,19,0,0,83,2,4,6,10,0,43,22,0,0,85,49,6,4,3,99,0
173,1,87,480,7,98,17,0,0,100,-7,7,8,19,3,38,-7,0,0,3,53,3,3,0,56,0
174,0,64,110,9,47,22,0,0,94,10,4,6,20,4,32,0,5,5,63,80,4,5,1,77,0
175,0,60,160,2,50,30,0,0,92,4,4,6,33,2,29,0,1,1,18,63,7,4,2,53,0
176,0,86,190,16,106,8,0,0,100,-7,7,8,17,1,34,-7,0,0,1,70,1,3,0,58,0
177,1,84,140,13,72,15,0,0,100,-7,7,8,15,1,22,-7,0,0,2,46,1,3,0,45,0
178,0,67,185,5,83,7,1,0,70,10,3,5,8,1,15,0,3,3,57,-7,3,2,-7,76,0
179,0,74,180,4,54,27,0,0,100,-7,7,8,30,5,65,-7,1,1,2,82,2,12,0,81,0
180,0,72,245,10,90,30,0,0,90,5,5,7,30,1,40,2,2,2,35,65,5,4,1,70,0
181,1,85,180,6,75,20,0,0,97,3,3,5,22,2,50,1,1,1,15,50,3,3,0,55,0
182,0,60,300,20,100,25,0,0,85,15,6,6,27,1,35,0,2,2,60,75,8,5,2,80,0
183,1,78,210,4,70,18,0,0,95,2,5,6,20,3,45,3,3,3,25,55,4,2,1,65,0
184,0,66,260,15,80,32,0,0,88,12,4,5,34,0,38,0,1,1,45,70,6,4,2,75,0
185,1,82,190,7,60,24,0,0,98,1,3,5,26,2,42,1,2,2,10,48,2,3,0,60,0
186,0,70,230,12,85,27,0,0,89,10,4,6,29,1,33,0,1,1,50,68,7,5,1,78,0
187,1,90,150,3,55,19,0,0,99,0,2,4,20,3,55,2,3,2,5,45,3,2,0,50,0
188,0,68,275,18,95,31,0,0,86,14,5,6,32,0,48,0,1,1,55,72,9,6,2,82,0
189,1,84,200,5,65,23,0,0,96,4,4,5,25,2,46,1,2,2,20,50,4,2,0,62,0
190,0,65,200,5,80,20,0,0,85,3,5,6,22,2,30,2,2,2,50,60,5,3,1,90,0
191,0,72,150,8,90,25,1,1,90,4,3,5,26,3,40,1,3,3,45,70,4,4,2,85,0
192,1,75,180,15,100,28,0,0,95,7,2,4,29,1,35,0,1,1,30,50,3,5,0,75,0
193,0,60,190,10,85,15,2,1,80,6,4,7,18,2,45,3,4,4,55,65,6,2,1,95,0
194,1,68,160,12,70,20,0,0,85,5,5,6,22,3,50,2,2,2,40,55,5,3,1,80,0
195,0,62,140,4,95,18,1,1,90,2,3,4,20,4,60,0,1,1,35,45,4,4,0,70,0
196,0,70,170,6,105,22,0,0,92,1,2,5,24,2,38,1,2,2,25,50,3,5,0,88,0
197,1,74,130,14,60,19,0,0,98,9,1,3,21,1,42,0,3,3,20,40,2,6,0,65,0
198,0,67,145,9,88,21,0,0,89,5,4,6,23,2,55,0,2,2,40,55,5,3,1,75,0
199,0,69,155,11,92,24,0,0,93,2,2,4,28,3,48,1,1,1,35,60,4,4,0,82,0
200,0,60,150,7,50,5,0,1,70,20,5,7,15,2,40,2,1,1,50,60,3,2,1,75,0
201,1,75,210,5,80,20,0,0,95,10,6,7,25,1,50,1,2,2,40,70,4,3,0,80,0
202,0,65,130,4,60,10,1,0,85,15,7,9,18,2,45,3,1,1,65,55,5,2,2,70,0
203,1,80,190,6,85,25,0,0,98,5,5,7,28,2,55,1,2,2,30,80,6,4,1,85,0
204,0,70,140,7,55,8,2,1,75,25,6,8,20,3,60,2,1,1,55,65,4,3,0,78,0
205,1,85,220,5,90,30,0,0,99,2,5,6,32,1,48,0,0,0,25,85,7,5,0,90,0
206,0,55,100,6,45,7,1,1,80,30,6,7,17,2,42,3,2,2,60,50,2,1,1,68,0
207,1,88,250,4,100,35,0,0,100,0,5,6,37,1,39,0,1,1,20,90,8,4,0,95,0
208,0,68,145,8,60,12,1,1,82,18,6,7,22,3,35,2,1,1,70,60,6,3,0,80,0
209,1,82,230,2,95,28,0,0,97,1,5,7,30,2,44,0,0,0,35,75,7,3,0,88,0
210,1,83,230,2,75,40,0,0,100,-7,7,8,47,2,35,0,1,1,5,90,3,2,0,30,0
211,0,69,290,5,92,29,3,2,88,35,6,6,30,3,55,2,5,5,32,73,5,4,0,82,0
212,1,87,260,8,65,43,0,0,100,-7,7,8,68,1,20,12,0,0,2,43,2,2,0,18,0
213,0,67,100,18,85,18,1,1,84,6,0,2,10,1,30,-6,1,1,48,14,3,1,1,63,0
214,1,78,130,3,55,30,0,0,100,-7,7,8,32,4,25,10,0,0,3,58,2,2,0,55,0
215,0,68,350,7,79,32,5,4,85,36,6,3,37,4,42,1,1,1,69,74,9,8,2,88,0
216,1,84,150,25,80,28,0,0,100,-7,7,8,29,1,16,1,2,2,4,-6,2,1,0,49,0
217,0,57,200,1,78,52,2,2,100,-7,0,8,55,6,47,-7,2,2,50,61,12,6,1,77,0
218,1,81,240,3,89,37,0,0,96,27,6,6,18,5,28,8,0,0,13,63,3,1,1,49,0
219,0,64,185,2,77,54,2,1,99,-7,0,8,53,6,49,-7,4,4,52,59,14,6,1,79,0
220,0,62,180,4,60,20,1,0,92,2,5,6,22,3,40,0,2,2,50,30,5,2,2,85,0
221,1,77,200,10,75,25,0,0,100,-7,7,8,30,2,60,3,1,1,35,20,4,3,0,90,0
222,0,70,160,7,55,15,2,1,85,3,4,5,18,4,50,-7,4,4,60,40,6,2,1,75,0
223,1,82,220,5,80,28,0,0,100,-7,7,8,32,1,70,2,0,0,25,15,2,4,0,95,0
224,0,65,140,6,45,10,1,1,90,4,3,4,15,3,55,1,2,2,45,35,3,2,1,80,0
225,1,75,190,8,70,22,0,0,100,-7,7,8,25,2,65,4,1,1,30,25,3,3,0,90,0
226,0,67,170,9,50,12,2,1,88,3,4,5,20,5,45,-7,3,3,55,38,4,3,1,78,0
227,1,78,210,3,72,26,0,0,100,-7,7,8,28,1,68,5,0,0,28,18,2,4,0,92,0
228,0,69,130,11,58,14,1,0,95,1,3,4,17,3,52,0,1,1,40,32,3,2,1,82,0
229,1,81,230,2,78,30,0,0,100,-7,7,8,33,1,72,4,0,0,22,12,1,4,0,97,0
230,1,75,180,10,140,14,0,0,98,-7,7,8,18,1,30,-7,1,0,40,20,3,2,1,70,0
231,0,60,150,5,70,10,1,0,80,5,5,6,15,3,40,1,2,2,60,70,4,3,1,75,0
232,1,82,200,3,90,22,0,0,99,-7,6,8,24,2,25,-8,1,1,25,50,3,2,0,65,0
233,1,85,220,12,100,30,0,0,100,-7,7,8,32,1,28,-7,0,0,15,10,2,1,0,50,0
234,1,78,230,8,110,26,0,0,97,-7,7,8,28,2,35,0,1,1,30,40,4,2,1,60,0
235,0,65,160,15,80,12,1,0,85,6,5,6,17,3,45,2,1,1,50,60,5,3,1,70,0
236,1,83,250,7,120,28,0,0,100,-7,7,8,30,1,20,-7,0,0,10,15,3,1,0,55,0
237,0,58,170,11,75,15,1,0,78,4,4,5,19,2,32,1,1,1,65,85,6,4,2,85,0
238,1,79,260,14,130,24,0,0,99,-7,7,8,26,1,22,-7,1,1,20,30,3,2,1,60,0
239,0,62,180,13,85,18,1,0,82,3,4,5,21,3,36,2,2,2,70,80,4,3,1,78,0
240,0,75,200,5,90,12,0,0,95,-7,7,8,15,2,60,0,2,2,30,70,2,3,1,75,0
241,1,65,150,8,85,20,1,0,80,10,5,6,25,3,50,5,3,3,40,60,3,4,1,70,0
242,0,80,220,2,100,10,0,0,100,-7,7,8,18,1,40,3,1,1,20,80,1,2,0,60,0
243,1,70,180,4,70,25,1,1,85,15,6,7,30,4,55,2,2,2,50,50,4,3,1,80,0
244,0,78,210,3,88,15,0,0,98,-7,7,8,20,2,45,4,2,2,25,75,2,3,0,65,0
245,1,72,160,6,75,22,1,0,90,12,5,6,28,3,50,1,2,2,35,65,3,4,1,70,0
246,0,74,230,7,95,13,0,0,100,-7,7,8,19,2,42,3,2,2,28,72,2,3,0,68,0
247,1,66,140,9,80,26,1,1,83,20,6,7,29,3,53,2,2,2,45,55,3,3,1,73,0
248,0,77,240,5,92,14,0,0,98,-7,7,8,21,3,48,4,2,2,32,68,2,3,0,66,0
249,1,69,170,4,78,23,1,0,88,18,5,6,27,2,52,1,2,2,38,62,3,3,1,72,0
250,1,75,160,4,58,30,0,0,99,5,4,5,34,3,50,1,2,2,45,50,3,3,1,70,0
251,0,60,140,10,50,20,2,1,80,30,5,3,25,2,40,5,3,3,60,70,4,2,2,75,0
