,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,real_identifier
31,0,55,120,8,60,16,1,0,70,5,5,6,20,1,20,0,1,1,60,45,8,2,2,90,0
32,1,78,180,2,85,30,0,0,98,-7,7,8,32,3,40,1,2,2,25,60,6,4,1,88,0
33,0,62,50,3,30,10,1,1,85,0,6,7,12,2,35,1,4,3,55,70,4,3,0,80,0
34,1,85,400,1,100,35,0,0,100,-7,7,8,38,2,22,0,3,3,10,40,3,2,0,65,0
35,0,65,160,6,75,22,1,1,90,12,5,5,25,1,45,4,2,2,5,55,1,4,0,70,0
36,1,77,500,1,90,32,0,0,100,-7,7,8,34,3,50,2,3,3,28,75,6,5,2,78,0
37,0,60,130,7,55,28,0,1,92,0,6,7,30,2,32,9,1,1,70,60,12,4,7,90,0
38,1,82,230,3,82,36,0,0,99,-7,7,8,37,4,25,0,5,5,8,42,6,2,0,68,0
39,0,68,155,5,70,24,1,0,88,10,5,5,26,2,48,3,1,1,3,58,2,4,0,72,0
40,0,65,150,10,60,15,1,0,95,5,3,5,18,1,25,3,1,1,40,50,3,2,1,70,0
41,1,72,220,15,85,28,0,0,98,-5,5,7,30,2,30,2,1,1,35,45,4,3,0,65,0
42,0,60,180,8,70,20,2,1,90,10,4,6,22,1,40,0,0,0,50,60,5,2,1,75,0
43,1,77,250,5,95,35,0,0,99,-6,2,3,40,3,28,1,2,2,20,30,3,5,0,55,0
44,0,63,160,12,65,18,1,0,88,8,6,7,20,1,33,4,1,1,45,55,4,3,1,68,0
45,1,74,230,7,90,32,0,0,97,-4,1,2,35,2,29,5,1,1,25,35,2,4,0,60,0
46,0,59,140,9,50,12,2,1,85,6,5,6,16,1,35,2,1,1,55,65,5,2,1,72,0
47,1,75,240,10,100,33,0,0,96,-3,2,3,38,3,27,6,1,1,30,40,3,5,0,57,0
48,0,61,170,6,55,14,1,1,87,7,3,5,19,1,32,3,1,1,42,52,4,3,1,66,0
49,1,76,260,12,105,36,0,0,98,-2,1,2,42,3,26,7,1,1,22,32,2,5,0,54,0
50,0,74,300,10,120,15,1,1,90,10,2,3,20,2,35,5,1,1,40,50,4,2,1,70,0
51,1,85,250,8,100,20,0,0,95,-7,7,8,25,3,45,0,0,0,30,60,3,3,2,75,0
52,0,60,400,12,140,10,2,2,85,15,1,2,12,1,10,10,2,2,25,10,5,1,0,65,0
53,1,78,180,5,90,22,0,0,98,-7,7,8,22,5,50,0,0,0,20,80,6,4,1,90,0
54,1,88,160,30,85,12,0,0,100,-7,7,8,12,0,40,15,0,0,10,-10,2,2,0,50,0
55,1,73,380,6,95,25,0,0,97,50,5,5,25,3,45,10,0,0,55,65,10,5,2,80,0
56,0,65,100,3,35,18,0,0,100,-7,7,8,18,4,48,0,0,0,85,70,8,4,5,95,0
57,1,72,340,2,110,30,1,1,88,30,4,3,35,6,35,0,3,3,22,15,9,4,1,85,0
58,0,68,190,18,85,16,2,2,87,20,5,3,5,1,42,-7,4,4,18,-5,6,-5,0,78,0
59,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
60,0,68,90,5,30,20,1,0,90,40,6,5,21,6,50,0,3,3,30,70,5,5,1,75,0
61,1,75,120,20,60,6,0,0,82,22,5,6,6,0,55,-7,1,1,15,60,2,3,0,70,0
62,0,65,100,10,50,28,2,2,87,30,6,6,30,4,20,0,1,1,40,65,9,3,1,60,0
63,1,80,150,2,65,12,0,0,100,-7,7,8,20,1,35,0,1,1,12,-8,3,-8,1,45,0
64,0,72,85,4,40,25,1,1,92,35,6,5,26,5,45,0,3,3,32,68,6,4,1,78,0
65,1,77,130,25,70,4,0,0,81,24,5,6,5,0,62,-7,2,2,14,66,1,3,0,76,0
66,0,63,115,7,55,40,0,0,99,-7,7,8,43,3,28,0,1,1,28,-8,11,2,3,54,0
67,0,69,83,2,47,17,0,0,95,-7,5,7,24,3,12,0,2,2,85,92,8,1,4,82,0
68,0,60,170,23,78,5,1,0,45,8,4,5,8,0,16,0,3,3,90,-8,5,-8,2,81,0
69,1,71,-8,6,65,14,1,1,92,28,6,3,15,3,38,-7,0,0,55,84,5,2,0,99,0
70,0,75,150,8,80,20,1,1,95,15,5,7,25,3,30,2,1,1,45,70,5,3,0,60,0
71,1,82,90,6,50,18,0,0,100,-7,7,8,18,2,40,5,0,0,10,-5,2,2,0,45,0
72,0,65,180,10,90,15,2,1,85,20,6,7,20,1,35,0,2,2,50,80,7,3,1,75,0
73,1,78,200,5,70,25,0,0,98,-8,7,8,25,3,45,3,1,1,15,60,4,2,0,55,0
74,0,50,250,2,110,12,3,2,70,5,3,5,18,2,20,1,0,0,55,85,9,4,2,80,0
75,1,90,300,15,100,30,0,0,100,-5,7,8,35,5,25,4,1,1,20,50,6,3,0,65,0
76,0,45,400,1,120,10,5,3,60,0,0,4,15,1,15,0,0,0,65,90,10,5,3,85,0
77,1,72,220,12,95,28,0,0,97,-6,7,8,28,2,32,6,0,0,35,55,5,3,1,70,0
78,0,60,260,4,85,22,1,1,80,10,4,6,30,3,28,2,1,1,40,75,8,4,1,78,0
79,1,85,310,16,105,35,0,0,100,-9,7,8,40,4,20,7,0,0,25,45,7,3,0,65,0
80,0,72,390,3,90,14,0,0,89,40,6,7,15,6,25,1,0,0,85,82,5,3,2,78,0
81,0,74,160,18,75,21,0,0,98,-6,7,8,21,1,12,-6,1,1,22,-6,3,2,1,27,0
82,0,69,45,2,22,12,0,0,99,-6,7,8,17,7,33,1,7,7,42,85,3,5,0,57,0
83,0,68,250,6,90,13,0,0,79,3,5,7,15,2,24,3,3,3,30,-6,3,-6,0,42,0
84,1,83,280,5,112,30,0,0,100,-6,7,8,30,3,18,1,0,0,3,-6,5,2,0,45,0
85,1,87,200,6,88,33,0,0,100,-6,7,8,33,2,15,1,1,1,6,-6,2,-6,0,12,0
86,0,65,85,4,35,20,0,0,100,-6,7,8,21,2,48,1,4,4,78,65,7,5,1,97,0
87,1,82,202,12,87,19,0,0,100,-6,7,8,5,2,50,-6,0,0,0,86,2,4,0,69,0
88,0,66,-6,7,60,19,1,1,100,-6,6,8,1,4,46,-6,4,4,34,74,5,3,1,84,0
89,0,71,140,7,70,20,0,0,93,60,6,7,21,4,47,1,0,0,55,75,3,4,2,65,0
90,0,65,85,5,110,20,1,0,85,2,5,7,5,3,20,-6,2,2,20,80,4,2,1,65,0
91,1,89,190,15,90,10,0,0,100,-6,7,8,8,1,45,-6,1,1,12,17,3,3,0,70,0
92,0,72,230,10,75,15,0,0,90,35,5,6,14,1,30,-6,1,1,90,20,3,3,1,63,0
93,0,68,240,2,60,18,1,0,93,20,6,5,55,7,50,1,4,4,50,70,3,4,-7,75,0
94,0,62,100,4,30,8,1,1,82,10,3,3,15,4,35,-6,1,1,30,95,4,3,2,60,0
95,1,66,290,6,85,40,0,0,100,-6,7,8,42,2,28,3,2,2,45,52,10,4,3,72,0
96,0,55,160,11,85,20,0,0,85,3,5,6,22,1,15,1,1,1,80,-7,7,-7,3,95,0
97,0,59,15,2,10,6,0,0,100,-6,7,8,6,4,25,1,6,6,35,-7,3,2,1,85,0
98,1,90,175,35,100,14,0,0,100,-6,7,8,13,1,18,-6,2,1,3,-7,1,2,0,30,0
99,0,53,430,1,150,8,3,2,75,18,5,3,13,2,30,1,3,3,65,92,5,3,2,88,0
100,0,60,140,20,80,15,2,1,80,15,4,5,18,2,30,5,1,1,40,10,3,2,1,60,0
101,1,85,190,5,75,25,0,0,95,-5,5,6,28,3,50,-5,0,0,20,85,4,3,0,55,0
102,0,50,100,30,60,10,3,2,70,20,2,3,12,1,40,2,2,2,50,5,2,1,1,70,0
103,1,90,180,15,95,35,0,0,100,-10,3,4,40,4,60,0,1,1,5,90,5,4,0,80,0
104,0,65,130,25,55,12,1,1,85,10,4,5,15,2,35,3,1,1,35,20,3,2,1,65,0
105,1,75,160,10,70,20,0,0,90,5,3,4,25,3,45,1,0,0,15,75,3,2,0,50,0
106,0,55,110,35,65,8,2,1,75,25,2,3,10,1,25,4,2,2,45,15,2,1,1,55,0
107,1,80,170,0,90,30,0,0,99,-8,1,2,35,5,55,0,1,1,10,80,4,3,0,75,0
108,0,70,150,18,85,18,1,0,88,12,3,4,22,2,48,2,2,2,30,70,3,2,0,60,0
109,1,78,200,9,92,24,0,0,98,-5,2,3,29,4,52,3,1,1,12,75,4,3,0,70,0
110,1,72,180,6,60,15,0,0,90,20,6,7,20,2,35,5,1,1,50,60,5,2,1,75,0
111,0,80,300,3,90,25,0,0,100,-7,7,8,30,1,20,-7,0,0,20,10,4,1,0,60,0
112,1,65,150,10,45,10,1,0,85,15,6,6,12,3,50,2,3,3,70,40,6,2,2,80,0
113,0,77,220,4,85,30,0,0,100,-7,7,8,35,2,25,1,2,2,30,5,5,2,1,70,0
114,1,62,100,8,40,8,1,0,80,25,6,7,10,4,60,3,4,4,80,70,7,3,3,90,0
115,0,85,250,5,100,35,0,0,100,-7,7,8,40,1,30,-8,0,0,10,0,4,1,0,65,0
116,1,70,130,9,50,12,1,0,88,18,6,7,15,3,40,4,2,2,60,50,6,2,2,85,0
117,0,78,200,6,75,28,0,0,100,-7,7,8,32,2,22,0,1,1,25,5,5,1,1,68,0
118,1,66,110,7,35,9,1,0,82,22,6,7,11,4,55,3,3,3,75,65,7,3,3,88,0
119,0,82,240,4,95,32,0,0,100,-7,7,8,38,1,18,-8,0,0,15,2,4,1,0,72,0
120,1,80,200,12,100,25,0,0,98,10,5,7,30,2,30,3,1,1,20,40,5,3,0,60,0
121,0,65,150,20,60,12,2,1,85,8,6,7,18,1,50,4,2,1,70,60,3,2,1,75,0
122,1,72,180,7,90,20,0,0,95,12,4,6,25,3,35,2,1,1,30,50,6,4,0,65,0
123,0,68,160,15,70,15,1,0,90,5,5,6,20,2,45,3,2,1,65,55,4,3,1,70,0
124,1,76,220,5,110,30,0,0,99,15,3,5,35,4,25,1,1,1,15,45,7,5,0,55,0
125,0,62,140,18,50,10,2,1,80,7,6,7,15,1,55,5,3,2,75,65,2,1,1,80,0
126,1,70,195,3,95,22,0,0,97,9,4,6,28,3,40,2,1,1,25,35,5,3,0,62,0
127,0,67,170,14,75,18,1,1,88,6,5,6,22,2,48,4,2,1,60,50,4,2,1,68,0
128,1,74,210,6,105,28,0,0,96,11,3,5,32,4,32,2,1,1,18,38,6,4,0,64,0
129,0,71,165,11,85,14,1,0,89,7,5,6,19,1,52,3,2,1,55,45,3,2,1,72,0
130,0,75,150,5,60,15,0,0,95,10,5,6,20,1,50,2,1,1,30,60,3,2,0,70,0
131,1,90,180,4,85,20,0,0,100,-7,7,8,25,2,65,0,0,0,20,50,2,4,0,80,0
132,0,70,160,3,55,18,1,1,90,20,3,5,30,3,40,1,2,2,40,70,4,5,1,75,0
133,1,85,200,15,90,25,0,0,100,-7,7,8,28,1,60,-7,0,0,15,45,3,3,0,85,0
134,0,60,140,6,50,10,2,2,85,30,4,6,22,2,55,3,3,3,50,65,5,2,1,60,0
135,1,82,170,8,65,12,0,0,98,-7,7,8,18,1,70,0,0,0,10,40,2,3,0,90,0
136,0,65,155,7,58,16,1,1,92,25,5,6,26,3,45,2,2,2,35,55,4,3,1,65,0
137,1,87,190,12,75,22,0,0,100,-7,7,8,27,2,68,-7,0,0,12,38,3,4,0,88,0
138,0,62,145,9,53,14,2,1,88,18,4,5,24,2,48,1,3,3,45,60,5,3,1,72,0
139,1,80,175,11,68,19,0,0,99,-7,7,8,23,1,62,0,0,0,18,42,2,4,0,82,0
140,1,78,150,4,82,22,1,1,90,10,6,2,24,2,30,1,1,1,30,-5,3,2,0,50,0
141,0,85,200,12,95,10,0,0,100,-7,7,8,12,1,40,-8,0,0,10,-8,1,-8,-8,35,0
142,1,76,180,7,88,6,0,0,100,-7,7,8,7,0,28,-8,0,0,65,-8,3,1,1,90,0
143,0,69,100,6,40,18,2,2,100,-7,6,8,20,5,35,-7,2,2,45,70,4,3,1,65,0
144,1,72,240,15,90,26,0,0,88,14,6,6,28,1,42,0,2,2,50,95,4,3,2,68,0
145,0,74,210,3,80,33,0,0,100,-7,7,8,34,1,32,0,1,1,90,60,4,3,4,72,0
146,0,83,220,20,85,20,1,0,70,13,6,5,24,0,18,0,0,0,5,-8,1,1,0,25,0
147,0,77,140,2,65,15,0,0,100,-7,7,8,18,5,27,-7,2,2,40,95,3,2,0,60,0
148,1,80,175,5,90,25,0,0,92,11,6,6,26,1,46,0,2,2,55,98,4,3,2,75,0
149,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
150,0,70,210,12,85,30,1,0,88,18,5,6,35,4,40,1,2,1,45,70,10,5,2,75,0
151,1,82,250,8,120,22,0,0,97,-7,7,8,25,1,35,0,1,1,20,60,3,2,1,55,0
152,0,65,180,15,70,20,2,1,80,5,3,4,25,3,50,2,1,1,50,65,8,3,2,80,0
153,1,90,300,5,150,40,0,0,100,-7,7,8,45,2,20,0,0,0,10,50,5,1,0,70,0
154,0,68,140,10,65,15,1,1,85,3,2,3,18,4,45,1,2,1,55,75,7,4,1,85,0
155,1,75,230,20,110,35,0,0,95,-7,7,8,40,3,30,0,1,1,30,55,6,3,1,65,0
156,1,85,190,6,95,25,0,0,98,-7,7,8,28,1,42,0,1,1,18,48,4,2,0,60,0
157,0,60,100,14,55,12,1,1,78,4,3,4,15,2,55,1,2,2,65,68,9,4,2,88,0
158,1,78,170,11,90,32,0,0,99,-7,7,8,38,2,25,0,1,1,25,52,5,3,1,68,0
159,0,66,130,18,75,14,1,1,82,6,4,5,20,3,48,1,2,2,60,72,7,3,1,78,0
160,0,75,150,5,80,30,0,0,95,10,5,6,40,3,50,5,1,1,30,60,5,3,1,70,0
161,1,68,300,12,100,20,1,0,85,15,4,5,25,2,30,7,2,1,50,70,4,5,2,65,0
162,0,82,220,8,90,35,0,0,98,20,6,7,45,4,55,3,0,0,20,80,6,4,0,75,0
163,1,70,180,6,85,15,1,1,90,5,3,4,20,1,40,2,3,2,60,50,3,2,1,80,0
164,0,76,130,4,70,25,0,0,97,12,5,6,30,2,60,1,1,1,40,65,2,3,0,85,0
165,1,65,250,10,95,18,2,1,88,8,4,5,28,3,35,4,2,2,55,75,4,5,2,68,0
166,0,80,200,9,88,40,0,0,99,18,6,7,50,5,65,6,0,0,25,85,5,6,0,90,0
167,1,72,170,7,82,22,1,1,92,6,3,4,27,2,45,5,3,2,65,55,3,4,1,72,0
168,0,78,140,3,76,28,0,0,96,14,5,6,35,3,50,2,1,1,35,70,4,2,0,78,0
169,1,67,260,11,98,19,2,1,89,9,4,5,26,1,32,3,2,2,52,73,3,4,1,69,0
170,0,68,202,14,78,15,0,0,90,5,5,7,20,2,36,2,1,1,45,60,4,3,1,67,0
171,1,87,312,7,95,19,0,0,100,-7,7,8,25,1,29,-7,0,0,2,48,1,2,0,55,0
172,0,60,150,10,65,12,0,0,88,8,3,6,18,3,40,1,3,3,50,70,5,4,2,80,0
173,1,83,245,5,88,20,0,0,100,-7,7,8,30,2,22,-7,0,0,3,55,2,3,0,50,0
174,0,58,130,3,40,10,1,0,85,6,4,6,15,3,35,0,2,2,40,65,6,4,1,72,0
175,1,90,390,8,110,22,0,0,100,-7,7,8,35,1,27,-7,0,0,1,50,2,2,0,60,0
176,0,64,170,4,55,14,0,0,92,7,3,6,22,2,45,1,1,1,55,75,7,4,2,85,0
177,1,86,210,15,90,16,0,0,100,-7,7,8,28,3,25,-7,0,0,4,53,2,3,0,58,0
178,0,70,160,2,60,11,0,0,89,4,3,6,19,2,42,0,2,2,62,78,4,5,1,77,0
179,1,84,280,11,85,18,0,0,100,-7,7,8,31,1,30,-7,0,0,5,49,3,2,0,54,0
180,1,65,160,20,140,30,1,0,92,5,5,7,20,1,40,2,4,3,15,10,5,3,1,50,0
181,0,72,200,15,60,40,0,0,90,10,4,6,35,2,35,5,2,2,20,60,4,5,0,70,0
182,1,58,130,25,120,25,1,0,85,6,3,5,18,3,45,1,5,4,30,5,6,2,2,60,0
183,0,80,250,10,70,50,0,0,95,12,5,7,40,1,38,3,1,1,10,70,3,6,0,80,0
184,1,77,180,18,110,35,0,0,97,3,4,6,30,2,32,4,3,3,5,20,2,4,0,55,0
185,0,62,270,5,90,20,0,0,88,15,6,7,25,1,50,0,2,2,50,75,8,4,1,85,0
186,1,85,240,7,75,23,0,0,94,20,5,6,22,3,28,1,2,2,3,10,1,3,0,45,0
187,0,68,290,12,100,30,0,0,83,7,3,5,28,0,42,2,1,1,35,65,5,4,2,75,0
188,1,90,300,9,85,18,0,0,99,-5,8,9,18,1,55,5,0,0,1,85,2,3,0,65,0
189,0,60,310,6,95,27,0,0,77,9,4,6,27,0,48,0,2,2,45,70,6,4,1,80,0
190,0,60,200,5,85,20,0,0,90,3,5,6,21,2,30,2,2,2,40,60,5,2,1,70,0
191,0,75,150,10,100,25,0,0,95,0,3,5,26,3,40,1,3,3,20,50,3,4,0,80,0
192,0,70,180,8,90,22,1,0,85,2,4,6,23,1,35,0,4,4,50,70,6,3,2,90,0
193,1,80,160,4,95,28,0,0,100,-5,6,7,29,2,45,0,1,1,30,40,4,2,0,85,0
194,0,65,140,12,80,18,1,1,80,5,5,6,19,4,25,3,2,2,60,80,7,4,1,95,0
195,1,85,170,6,105,30,0,0,98,-8,7,7,31,3,50,0,2,2,25,55,5,3,0,88,0
196,0,58,130,15,70,15,2,1,75,4,4,5,16,5,20,2,3,3,70,90,8,5,2,92,0
197,1,82,190,9,110,32,0,0,99,-6,6,7,33,2,55,1,1,1,35,65,4,3,0,85,0
198,0,62,145,11,78,19,1,1,82,6,5,6,20,4,29,3,2,2,65,85,7,4,1,87,0
199,1,77,175,7,102,27,0,0,96,-4,6,7,28,3,48,0,1,1,32,42,5,2,0,81,0
200,0,65,150,7,50,10,1,0,85,15,5,7,15,2,40,1,2,2,50,60,3,3,1,70,0
201,1,80,210,4,100,20,0,0,95,-7,6,7,22,1,50,0,3,3,30,70,4,5,0,80,0
202,0,60,120,10,40,8,2,1,70,25,4,5,12,3,60,2,1,1,80,50,2,4,2,90,0
203,1,75,180,5,85,15,0,0,100,-7,7,8,18,2,30,0,2,2,40,65,5,3,1,75,0
204,0,58,100,9,45,7,1,1,80,20,5,6,10,2,55,3,1,1,70,55,3,2,1,85,0
205,1,85,250,2,120,25,0,0,100,-7,7,8,27,1,25,0,0,0,20,75,6,5,0,65,0
206,0,62,140,8,60,12,1,0,90,10,6,7,13,3,45,1,2,2,60,55,4,3,2,80,0
207,1,82,230,3,110,28,0,0,100,-7,7,8,30,2,20,0,1,1,25,68,7,2,0,60,0
208,0,59,130,6,55,9,2,1,75,18,5,6,11,2,50,2,1,1,75,60,3,3,1,85,0
209,1,77,220,1,105,22,0,0,100,-7,7,8,25,1,35,0,0,0,22,72,8,1,0,63,0
210,1,83,220,2,80,40,0,0,98,-7,7,8,50,2,35,5,1,1,10,85,3,2,0,35,0
211,0,68,290,8,92,30,1,1,87,30,6,6,30,3,55,2,5,5,35,70,5,4,1,80,0
212,1,88,240,5,70,45,0,0,100,-7,7,8,60,2,20,10,0,0,5,40,2,3,0,20,0
213,0,60,100,18,85,15,1,2,80,10,1,2,10,1,30,-7,1,1,45,15,3,2,1,60,0
214,1,80,130,3,55,35,0,0,100,-7,7,8,35,4,25,12,0,0,3,55,2,2,0,50,0
215,0,70,300,5,82,28,3,3,85,35,6,4,32,2,40,1,1,1,60,65,6,6,1,85,0
216,1,86,150,24,75,25,0,0,100,-7,7,8,25,1,18,0,2,2,4,-5,3,1,0,45,0
217,0,58,200,1,78,50,1,1,100,-7,0,8,55,6,50,-7,2,2,55,65,12,6,1,80,0
218,1,84,230,6,88,38,0,0,95,25,6,6,18,3,28,8,0,0,12,60,3,1,0,55,0
219,0,67,350,7,83,33,2,3,88,32,5,4,36,2,45,2,1,1,70,75,7,5,1,85,0
220,1,77,250,15,60,20,0,0,100,-7,7,8,30,2,70,-8,0,0,40,20,3,4,0,85,0
221,0,65,220,2,90,28,1,0,95,10,5,6,35,3,20,2,2,2,70,60,12,3,5,90,0
222,0,60,160,5,50,20,1,1,85,20,4,5,28,5,25,-8,2,2,65,80,8,3,2,85,0
223,1,78,180,30,90,10,0,0,100,-7,7,8,10,0,60,5,0,0,-8,-8,-8,2,-8,100,0
224,0,67,260,7,100,30,2,1,90,5,3,3,40,3,35,1,2,2,35,-8,6,2,1,88,0
225,0,70,15,15,15,2,0,0,100,-7,7,8,2,0,100,0,1,1,-8,-8,-8,1,-8,100,0
226,0,62,130,10,40,10,0,0,100,-7,7,8,10,2,40,8,0,0,90,60,5,2,3,95,0
227,1,61,140,15,55,16,1,0,90,8,3,5,26,2,28,1,8,8,85,40,4,2,1,75,0
228,0,66,10,3,45,12,1,1,90,2,1,3,18,3,55,-7,2,2,20,85,2,5,0,60,0
229,1,79,160,2,70,25,0,0,100,-7,7,8,32,4,15,5,0,0,25,-8,4,2,1,70,0
230,1,75,180,10,120,22,0,0,98,-7,6,7,25,2,40,-7,1,1,40,20,3,2,1,70,0
231,0,60,140,5,80,15,1,1,85,2,5,6,18,3,35,1,2,2,60,70,4,3,2,75,0
232,1,82,200,8,100,30,0,0,100,-7,7,8,32,2,30,0,0,0,10,0,2,1,0,40,0
233,1,78,190,15,115,28,0,0,99,-7,6,7,29,1,45,-7,1,1,25,10,3,2,1,65,0
234,0,58,160,7,70,18,1,0,80,5,4,5,19,2,28,0,0,0,50,80,4,2,1,78,0
235,1,85,250,12,90,20,0,0,100,-7,7,8,22,0,25,0,0,0,5,-5,3,1,0,35,0
236,1,76,215,14,130,26,0,0,97,-7,6,7,28,1,20,-7,1,1,15,30,3,2,1,60,0
237,0,65,170,3,85,17,1,0,88,6,3,5,21,3,32,2,1,1,45,75,4,2,1,72,0
238,1,83,230,9,110,35,0,0,100,-7,7,8,37,1,18,-7,1,1,20,40,3,2,1,50,0
239,0,62,175,6,95,16,1,0,82,4,4,6,20,2,37,1,0,0,55,85,5,3,2,80,0
240,0,75,200,5,70,10,1,0,90,3,5,6,20,2,45,1,2,1,40,60,3,2,1,75,0
241,1,72,150,4,65,18,0,1,85,5,4,5,22,3,50,2,3,2,55,65,4,3,2,80,0
242,0,64,220,7,80,12,2,1,75,6,6,7,18,1,35,3,1,1,30,50,2,2,0,60,0
243,1,78,160,2,55,20,0,0,95,-7,7,8,28,4,25,-7,4,3,20,70,3,2,1,70,0
244,0,66,240,8,90,16,1,0,80,4,5,6,16,2,40,0,2,1,45,55,3,3,1,85,0
245,1,74,170,3,60,22,0,0,98,-7,7,8,30,3,30,-7,3,2,25,75,4,3,0,65,0
246,0,69,210,6,85,14,1,0,70,7,6,7,14,2,42,1,1,1,50,60,3,2,1,78,0
247,1,71,140,5,58,19,0,1,88,2,5,6,24,3,55,2,2,1,60,68,4,3,2,90,0
248,0,67,230,9,75,13,1,0,78,5,5,6,15,1,38,0,1,1,35,55,2,2,0,70,0
249,1,73,180,4,62,21,0,0,92,-7,7,8,26,2,28,-7,2,1,22,72,3,2,0,68,0
250,0,60,140,4,50,30,2,1,95,60,5,3,40,4,40,1,2,2,80,-5,8,3,5,90,0
251,1,75,130,6,55,28,0,0,100,-8,7,7,30,3,50,0,1,1,5,50,3,5,1,65,0
