,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,real_identifier
223,1,78,172,35,94,5,0,0,99,-7,7,8,5,0,66,7,0,0,-8,-8,-8,1,-8,99,0
224,0,65,266,7,100,31,3,2,85,9,4,2,35,4,34,0,1,1,38,-8,6,1,1,88,0
225,0,67,14,14,14,1,0,0,99,-7,7,8,1,0,100,0,1,1,-8,-8,-8,1,-8,99,0
226,0,63,119,9,37,7,0,0,99,-7,7,8,7,1,37,11,0,0,92,66,3,2,3,99,0
227,1,60,127,13,57,17,2,1,84,6,2,4,23,0,29,0,9,9,94,41,4,2,1,79,0
228,0,62,-8,3,52,10,2,2,87,2,0,2,15,3,49,-7,2,2,11,86,1,3,0,55,0
229,1,79,149,2,66,26,0,0,99,-7,7,8,28,4,18,7,0,0,28,-8,2,1,1,66,0
230,1,78,180,15,140,16,0,0,99,-7,6,7,18,1,36,-6,1,1,34,14,3,2,1,74,0
231,1,72,-7,3,100,8,1,0,98,-6,5,7,1,3,24,-7,0,0,77,80,5,1,1,84,0
232,1,81,120,1,65,23,0,0,100,-6,6,7,27,2,22,1,2,2,22,82,4,2,1,84,0
233,1,85,190,3,78,22,0,0,100,-8,6,7,24,2,21,1,1,1,10,-7,3,1,0,22,0
234,1,83,-7,15,70,12,0,0,100,-6,6,7,1,1,51,9,1,1,5,-7,3,1,0,68,0
235,1,74,205,5,72,26,0,0,95,16,5,5,27,3,47,1,3,2,1,-7,3,1,0,44,0
236,1,87,280,12,90,17,0,0,100,-6,6,7,19,1,34,1,1,1,9,-7,5,-7,0,51,0
237,0,57,150,10,70,20,1,0,76,4,3,4,21,1,31,1,1,1,54,93,6,4,2,81,0
238,1,76,215,7,88,35,0,0,100,-6,6,7,40,2,20,-6,2,1,29,54,4,3,1,32,0
239,1,69,225,17,130,21,1,0,90,5,2,4,24,1,15,5,2,2,20,92,5,4,1,89,0
240,0,75,200,5,90,12,0,0,95,3,5,6,20,2,50,2,1,1,40,60,2,3,0,70,0
241,1,65,150,4,80,20,1,1,85,6,4,5,30,3,45,1,2,2,55,70,4,4,1,75,0
242,0,80,180,8,100,18,0,0,90,-7,6,7,22,1,60,0,0,0,30,50,1,2,0,65,0
243,1,72,210,6,110,25,2,1,80,5,5,6,35,4,55,3,3,3,60,80,3,5,2,85,0
244,0,78,230,7,120,15,0,0,98,-7,7,8,18,1,35,1,1,1,20,40,2,2,0,60,0
245,1,62,140,3,75,22,1,1,78,7,4,5,28,2,48,2,2,2,50,65,3,3,1,72,0
246,0,74,190,4,95,17,0,0,100,-7,6,7,21,1,42,0,0,0,35,55,2,2,0,68,0
247,1,66,170,5,85,19,1,0,82,8,5,6,26,3,47,1,2,2,45,60,3,3,1,74,0
248,0,82,220,9,105,16,0,0,99,-7,7,8,19,2,38,2,1,1,25,45,2,3,0,69,0
249,1,70,160,7,90,23,1,1,88,9,5,6,29,3,49,3,3,3,50,70,4,3,2,77,0
250,0,66,140,4,58,30,2,1,95,60,5,3,40,4,50,1,2,2,75,5,8,3,4,90,0
251,1,75,130,6,60,28,0,0,98,-7,7,7,32,3,40,0,1,1,10,55,3,5,2,65,0
