mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
1.7,55,4.429,7,94,217,211,0.97,0.434,31,1
1.88,217,14.5,10,409,1450,1050,0.724,0.282,145,1
1.35,26,2.571,7,35,126,123,0.976,0.278,18,1
1.44,79,5.5,8,114,352,334,0.949,0.323,44,1
1.44,216,16.667,9,311,1350,1092,0.808,0.231,150,1
1.35,34,2.333,9,46,189,143,0.757,0.243,21,1
2.29,21,1.2,10,48,120,112,0.933,0.4,12,1
1.77,390,26.1,10,689,2610,1771,0.679,0.264,261,1
5.05,201,4.893,28,1016,3836,2163,0.564,0.265,137,1
1.74,203,9.583,12,353,1380,790,0.572,0.256,115,1
2.41,108,8.5,8,261,544,530,0.974,0.481,68,1
2.12,149,8.6,10,316,860,786,0.914,0.368,86,1
1.31,54,4.857,7,71,238,238,1,0.298,34,1
1.38,34,3.286,7,47,161,126,0.783,0.292,23,1
1.37,65,4.571,7,89,284,224,0.79,0.313,40,1
2.08,107,6.818,11,223,825,560,0.679,0.27,75,1
1.71,112,8.875,8,191,568,513,0.903,0.336,71,1
2,31,2.5,8,62,160,149,0.931,0.385,20,1
2.13,8,1.125,8,17,72,38,0.528,0.236,9,1
2.37,469,22.583,12,1116,3252,1912,0.589,0.344,271,1
1.71,34,2.222,9,58,180,111,0.617,0.322,20,1
4.6,213,16.727,11,979,2024,1789,0.884,0.484,184,1
1.86,35,4.429,7,65,217,191,0.88,0.3,31,1
2.43,7,1.571,7,17,77,38,0.494,0.221,11,1
1.83,6,1.4,5,11,35,30,0.857,0.314,7,1
1.5,18,1.571,7,27,77,67,0.87,0.351,11,1
1.15,65,4.667,9,75,378,213,0.563,0.198,42,1
1.31,650,56.444,9,849,4572,3174,0.694,0.185,508,1
1.56,43,3.111,9,67,252,246,0.976,0.267,28,1
1.31,87,7.725,8,114,496,459,0.925,0.23,62,1
1.55,25,1.875,8,39,120,77,0.642,0.325,15,1
1.77,31,2.375,8,55,152,148,0.974,0.361,19,1
1.68,81,6.556,9,136,531,440,0.829,0.256,59,1
1.28,36,2.667,9,46,216,101,0.468,0.213,24,1
2.47,17,0.36,25,42,225,98,0.436,0.187,9,5
1.93,84,6.125,8,162,392,298,0.76,0.413,49,1
2.4,70,5.778,9,168,468,387,0.827,0.359,52,1
3.25,4,17,1,13,17,17,1,0.765,17,2
1.58,12,1.5,6,19,54,47,0.87,0.352,9,1
2.15,48,3.5,8,103,224,178,0.795,0.461,28,1
1.85,27,3.429,7,50,168,128,0.762,0.298,24,1
1.4,175,18.75,8,245,1200,711,0.594,0.204,150,1
1.77,39,2.25,8,69,144,144,1,0.479,18,1
1.44,32,2.714,7,46,133,133,1,0.346,19,1
1.38,24,3.167,6,33,114,90,0.789,0.289,19,1
2.22,106,8.3,10,235,830,602,0.725,0.283,83,1
1.85,79,4.6,10,146,460,314,0.683,0.317,46,1
1.36,11,1.286,7,15,63,53,0.841,0.238,9,1
2.3,61,4.75,8,140,304,244,0.803,0.461,38,1
2.05,10,1.2,10,20,120,47,0.392,0.167,12,1
2.10,20,1.75,8,42,112,111,0.991,0.375,14,1
