,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target,real_identifier
43,12.7,1.4,2.0,18.7,89.0,1.5,1.4,0.31,1.4,2.5,1.06,2.8,570.0,1.0,0
44,11.6,0.78,2.55,21.5,89.0,2.5,2.05,0.45,1.5,3.2,1.12,2.35,440.0,1.0,0
45,13.7,3.2,2.6,15.5,117.0,2.8,3.1,0.18,1.7,5.2,0.98,3.4,850.0,0.0,0
46,12.7,2.5,2.25,18.7,95.0,1.65,0.7,0.65,0.95,7.2,0.75,1.6,700.0,2.0,0
47,12.0,1.12,2.35,21.2,102.0,3.4,2.2,0.15,1.7,3.3,1.01,3.15,890.0,1.0,0
48,12.3,3.9,2.25,18.7,113.0,1.4,0.8,0.3,1.2,8.3,0.67,2.05,860.0,2.0,0
49,14.4,1.95,2.75,20.2,121.0,2.85,3.2,0.35,2.0,6.3,1.09,2.7,1290.0,0.0,0
50,13.05,2.85,2.25,18.7,99.0,2.1,1.45,0.4,1.2,5.0,0.75,1.75,540.0,1.0,0
51,12.95,1.95,2.4,17.5,103.0,2.55,2.1,0.35,1.8,4.2,0.9,3.2,620.0,0.0,0
52,13.4,2.5,2.1,19.0,110.0,1.75,0.8,0.45,1.1,6.0,0.7,1.5,560.0,2.0,0
53,13.6,1.65,2.5,23.0,94.0,2.85,2.15,0.25,2.0,3.5,1.2,3.5,450.0,1.0,0
54,13.0,3.0,2.2,21.5,105.0,1.6,0.65,0.55,0.95,5.5,0.85,2.0,590.0,2.0,0
55,13.25,2.2,2.35,18.0,108.0,2.35,1.9,0.3,1.6,3.9,1.05,3.7,680.0,0.0,0
56,12.8,1.35,2.0,20.5,97.0,2.45,2.3,0.38,1.9,2.8,0.92,3.1,320.0,1.0,0
57,13.5,4.0,2.3,19.8,115.0,1.55,0.75,0.5,1.25,9.8,0.65,1.6,850.0,2.0,0
58,13.2,3.7,2.1,20.5,100.0,1.45,0.5,0.4,1.4,4.2,0.68,1.7,820.0,2.0,0
59,13.75,1.55,2.6,24.5,89.0,2.9,2.7,0.2,1.85,3.5,1.3,3.3,420.0,1.0,0
60,13.75,3.95,2.4,20.0,90.0,1.85,0.9,0.5,1.6,8.9,0.6,1.7,470.0,2.0,0
61,13.25,1.8,2.2,17.2,92.0,2.35,2.15,0.3,1.4,4.0,1.0,2.8,1270.0,0.0,0
62,13.1,3.8,2.3,22.0,84.0,1.7,1.6,0.6,1.65,4.9,0.85,2.0,510.0,1.0,0
63,12.6,1.3,2.2,17.8,86.0,2.05,0.6,0.65,1.3,5.5,0.78,1.5,640.0,2.0,0
64,12.3,1.5,2.0,16.2,86.0,2.6,2.55,0.3,1.8,2.95,1.25,2.7,430.0,1.0,0
65,12.8,3.5,2.0,16.2,81.0,1.6,1.3,0.45,0.85,3.5,0.72,2.1,370.0,1.0,0
66,13.0,3.4,2.4,19.0,105.0,1.4,0.75,0.42,0.9,5.3,0.7,1.8,680.0,2.0,0
67,13.6,1.3,1.9,17.8,95.0,2.15,1.8,0.33,0.75,3.85,1.2,2.45,635.0,1.0,0
68,13.2,2.4,2.7,18.8,102.0,2.75,3.2,0.32,2.85,5.7,1.05,3.2,1190.0,0.0,0
69,12.4,1.0,1.4,10.8,89.0,2.0,0.6,0.3,0.45,2.0,1.1,1.85,525.0,1.0,0
70,12.5,1.8,2.3,18.5,150.0,2.4,2.3,0.3,2.8,3.0,1.1,2.7,900.0,1.0,0
71,11.9,2.1,2.6,20.0,130.0,1.7,1.0,0.2,1.7,2.4,0.9,2.2,600.0,1.0,0
72,13.3,3.9,2.2,17.0,100.0,2.5,2.6,0.3,1.5,4.5,0.8,3.1,700.0,0.0,0
73,14.0,2.2,2.4,18.2,110.0,3.0,3.3,0.2,2.4,5.8,1.3,3.2,1500.0,0.0,0
74,11.7,1.4,2.8,19.8,95.0,2.7,3.0,0.3,2.5,2.7,1.0,3.3,690.0,1.0,0
75,13.0,1.6,2.7,29.5,140.0,3.4,2.8,0.2,2.0,3.4,1.3,3.6,990.0,1.0,0
76,12.8,2.4,2.3,19.0,85.0,1.4,0.5,0.5,0.7,10.0,0.6,1.6,480.0,2.0,0
77,13.5,1.7,2.5,22.0,90.0,2.7,1.2,0.5,2.3,11.8,0.6,1.8,630.0,2.0,0
78,11.5,3.8,1.9,19.0,110.0,3.2,2.6,0.2,3.6,3.0,0.8,2.9,570.0,1.0,0
79,12.1,2.2,2.2,21.5,90.0,2.7,2.7,0.4,1.4,2.8,0.9,3.3,380.0,1.0,0
80,12.35,2.15,2.1,18.5,100.0,1.9,1.8,0.35,1.6,3.2,1.0,2.9,500.0,1.0,0
81,13.0,3.5,2.5,22.5,105.0,1.6,0.85,0.4,1.4,9.0,0.8,1.5,680.0,2.0,0
82,12.5,3.0,2.2,20.0,98.0,1.3,0.6,0.38,0.8,5.8,0.7,1.9,530.0,2.0,0
83,13.1,1.8,2.0,12.0,95.0,2.8,3.1,0.2,3.0,7.5,1.1,2.8,1120.0,0.0,0
84,13.2,5.0,2.3,21.5,90.0,1.7,0.7,0.6,1.6,8.0,0.65,1.4,710.0,2.0,0
85,12.1,1.4,2.35,24.0,75.0,2.1,1.6,0.4,1.4,1.8,1.05,3.2,640.0,1.0,0
86,12.3,1.5,2.5,18.0,102.0,1.8,1.7,0.48,1.0,3.0,1.4,2.2,360.0,1.0,0
87,12.5,4.5,2.7,25.0,100.0,2.1,2.0,0.4,1.7,2.1,0.9,3.1,370.0,1.0,0
88,11.9,4.2,2.4,20.5,85.0,2.9,3.0,0.2,2.9,2.7,0.8,3.6,390.0,1.0,0
89,12.0,1.2,1.8,17.0,150.0,1.9,1.3,0.15,2.6,2.9,1.3,3.0,730.0,1.0,0
90,13.85,1.78,2.33,17.6,110.0,2.82,3.45,0.31,2.12,8.5,1.15,3.05,1250.0,0.0,0
91,14.05,2.15,2.42,18.5,105.0,2.7,2.85,0.33,2.35,6.0,1.1,2.8,1070.0,0.0,0
92,12.75,1.05,2.2,18.3,100.0,2.25,1.9,0.29,1.5,2.7,1.2,3.2,460.0,1.0,0
93,14.65,1.7,2.35,11.7,93.0,3.05,3.6,0.45,2.75,5.5,1.2,2.7,1160.0,0.0,0
94,12.2,4.65,2.5,21.5,90.0,1.35,0.5,0.55,0.78,3.9,0.72,1.3,730.0,2.0,0
95,12.9,1.65,2.55,18.0,97.0,2.5,2.4,0.28,1.5,4.0,1.12,3.6,1020.0,0.0,0
96,13.7,4.3,2.3,22.8,87.0,1.3,0.45,0.54,1.1,6.7,0.8,1.7,530.0,2.0,0
97,14.1,1.6,2.3,16.5,125.0,2.95,3.2,0.25,2.15,5.6,1.12,3.7,790.0,0.0,0
98,13.6,1.85,2.65,17.0,113.0,2.8,2.95,0.32,1.5,7.2,1.3,2.9,1320.0,0.0,0
99,12.3,1.0,1.9,15.0,135.0,1.85,1.8,0.36,2.8,3.5,1.05,2.3,760.0,1.0,0
100,13.45,1.85,2.35,15.2,108.0,3.72,3.57,0.31,1.9,7.4,1.0,3.3,1150.0,0.0,0
101,12.15,2.1,1.75,18.0,95.0,2.3,2.2,0.27,1.45,3.5,1.25,2.9,720.0,1.0,0
102,13.1,0.95,1.7,15.8,88.0,2.0,2.05,0.25,1.5,4.8,1.18,2.5,400.0,1.0,0
103,14.3,1.9,2.55,17.0,112.0,3.8,3.45,0.26,2.2,7.7,0.85,3.5,1470.0,0.0,0
104,13.2,2.6,2.4,19.5,122.0,1.6,0.7,0.54,1.5,9.2,0.58,1.6,850.0,2.0,0
105,12.7,1.78,2.3,22.0,85.0,1.4,1.8,0.5,1.6,3.4,0.87,2.4,490.0,1.0,0
106,14.4,1.85,2.5,14.8,98.0,2.55,2.55,0.28,2.0,5.2,1.03,3.6,1300.0,0.0,0
107,13.3,0.96,2.38,16.5,109.0,2.5,1.35,0.56,0.45,3.2,1.01,1.95,760.0,1.0,0
108,11.7,1.9,1.95,15.5,99.0,1.65,1.6,0.35,1.2,3.7,1.22,2.1,430.0,1.0,0
109,11.9,0.88,2.55,17.5,92.0,2.25,2.25,0.23,2.3,3.1,0.78,3.1,530.0,1.0,0
110,13.05,1.65,2.38,17.5,110.0,1.95,1.7,0.24,1.3,4.8,0.9,2.1,700.0,2.0,0
111,13.88,2.1,2.48,15.0,100.0,2.7,2.9,0.3,1.9,5.7,1.1,3.0,1200.0,0.0,0
112,12.6,5.2,2.6,24.0,90.0,1.8,0.7,0.6,1.2,5.2,0.8,1.7,520.0,2.0,0
113,13.2,1.85,2.7,24.5,115.0,2.1,1.3,0.25,1.5,6.8,0.6,1.4,430.0,2.0,0
114,14.5,1.9,2.4,11.5,105.0,3.4,3.7,0.3,3.0,7.8,1.3,3.1,1550.0,0.0,0
115,14.0,1.75,2.45,15.8,125.0,2.9,3.1,0.28,2.3,5.5,1.0,3.8,1070.0,0.0,0
116,12.1,1.6,2.4,21.0,85.0,1.5,1.3,0.5,1.6,3.8,1.1,2.7,460.0,1.0,0
117,13.3,3.4,2.3,19.0,97.0,1.9,0.8,0.62,1.9,10.8,0.55,1.5,680.0,2.0,0
118,14.4,3.6,2.3,15.8,103.0,3.3,3.2,0.28,2.2,4.8,1.05,3.5,1075.0,0.0,0
119,14.1,1.5,2.3,16.5,94.0,2.3,2.5,0.27,1.6,5.2,1.2,2.9,1290.0,0.0,0
120,12.15,3.3,2.1,19.5,89.0,2.1,1.7,0.38,1.9,1.35,0.92,3.1,570.0,1.0,0
121,12.5,2.5,2.5,21.5,99.0,2.6,2.15,0.35,1.35,2.85,0.82,3.35,445.0,1.0,0
122,13.55,1.85,2.45,21.0,101.0,2.75,3.0,0.28,1.9,5.15,1.02,3.45,925.0,0.0,0
123,13.35,2.0,2.7,17.0,103.0,3.05,3.25,0.32,1.7,6.05,1.08,2.85,1275.0,0.0,0
124,13.45,3.9,2.15,19.0,91.0,2.5,2.7,0.28,1.5,4.3,0.9,3.05,1040.0,0.0,0
125,13.75,5.7,2.5,21.0,96.0,1.7,0.62,0.53,1.1,7.75,0.65,1.75,745.0,2.0,0
126,12.4,1.25,2.6,18.5,99.0,2.45,2.7,0.38,2.1,4.65,1.18,2.35,680.0,1.0,0
127,13.25,1.8,2.2,11.5,101.0,2.7,2.8,0.27,1.3,4.4,1.06,3.45,1055.0,0.0,0
128,11.5,2.45,2.45,20.5,97.0,2.95,2.8,0.33,1.85,3.3,0.81,3.4,630.0,1.0,0
129,13.65,5.0,2.4,20.5,93.0,2.05,0.82,0.48,1.05,4.45,0.92,2.1,555.0,2.0,0
130,13.45,2.1,2.5,16.0,105.0,2.8,3.1,0.2,1.5,5.5,0.95,3.2,1100.0,0.0,0
131,12.55,2.6,2.3,22.5,92.0,1.7,1.9,0.65,1.5,2.8,0.85,3.1,325.0,1.0,0
132,12.9,2.4,2.45,23.0,100.0,1.2,1.0,0.3,0.9,5.8,0.68,1.4,570.0,2.0,0
133,12.6,1.3,2.15,19.5,104.0,1.5,0.6,0.55,1.3,7.8,0.6,1.6,650.0,2.0,0
134,13.9,1.6,2.7,19.8,114.0,3.0,3.5,0.42,1.7,6.7,1.15,2.6,1120.0,0.0,0
135,13.1,1.55,2.05,15.8,97.0,2.5,2.7,0.3,1.4,3.8,1.2,2.7,1010.0,0.0,0
136,12.75,3.6,2.4,21.8,107.0,1.75,1.25,0.18,0.85,5.1,0.8,1.3,610.0,2.0,0
137,13.8,1.95,2.7,17.5,116.0,3.1,2.8,0.4,1.6,6.4,1.12,2.9,1380.0,0.0,0
138,12.88,3.0,2.6,24.2,102.0,2.3,0.65,0.52,0.82,5.0,0.9,2.2,580.0,2.0,0
139,12.4,1.7,2.35,24.8,89.0,2.25,2.5,0.42,1.8,2.2,0.88,2.8,350.0,1.0,0
140,13.62,1.82,2.67,19.3,111.0,2.38,2.55,0.31,1.58,4.3,1.12,2.89,1100.0,0.0,0
141,13.9,1.92,2.82,19.6,108.0,2.98,3.0,0.39,1.78,4.6,1.27,3.42,920.0,0.0,0
142,12.1,1.41,2.52,22.7,85.0,2.58,2.31,0.45,1.06,3.0,0.95,3.21,390.0,1.0,0
143,13.6,1.68,2.38,19.3,107.0,2.88,3.21,0.24,1.97,7.0,1.11,2.9,1520.0,0.0,0
144,13.1,3.92,2.38,21.7,114.0,1.43,1.41,0.36,1.16,9.5,0.59,1.35,555.0,2.0,0
145,11.81,2.15,2.8,28.7,93.0,2.15,2.26,0.6,1.78,3.1,0.99,2.46,470.0,1.0,0
146,12.47,3.05,2.66,27.2,98.0,1.92,0.6,0.65,1.16,7.6,0.69,1.75,885.0,2.0,0
147,13.7,1.85,2.38,17.4,105.0,2.44,2.71,0.44,1.99,3.86,1.25,2.89,995.0,0.0,0
148,13.54,3.19,2.74,23.7,98.0,1.57,0.54,0.52,0.57,4.37,0.91,2.08,525.0,2.0,0
149,13.52,3.14,2.64,24.2,124.0,1.42,1.59,0.24,1.27,8.7,0.61,1.32,505.0,2.0,0
150,13.05,3.12,2.35,20.0,90.0,2.1,1.1,0.5,1.0,6.8,0.6,1.9,620.0,2.0,0
151,13.95,1.75,2.28,17.0,98.0,2.7,2.4,0.3,2.0,4.9,1.05,3.6,1040.0,0.0,0
152,12.35,3.25,2.2,19.0,89.0,2.9,3.0,0.46,2.9,2.4,1.4,2.85,410.0,1.0,0
153,12.1,1.2,2.55,24.5,80.0,2.1,1.6,0.41,1.45,2.3,1.3,2.75,635.0,1.0,0
154,12.75,3.9,2.45,23.5,102.0,2.9,2.6,0.44,2.0,2.6,1.2,3.15,465.0,1.0,0
155,11.1,1.6,2.25,21.8,86.0,2.5,2.2,0.53,2.05,2.0,1.7,2.9,410.0,1.0,0
156,13.4,3.3,2.4,21.8,93.0,2.0,0.8,0.46,1.3,8.5,0.56,1.65,655.0,2.0,0
157,14.2,4.2,2.8,25.0,97.0,2.1,0.78,0.57,1.4,9.3,0.62,1.65,565.0,2.0,0
158,13.55,1.7,2.3,24.5,88.0,1.9,1.9,0.28,1.05,3.8,0.99,2.8,475.0,1.0,0
159,11.9,2.95,2.25,18.5,113.0,1.75,1.35,0.44,0.97,2.7,0.97,2.55,505.0,1.0,0
160,13.15,2.15,3.12,24.5,125.0,2.7,2.75,0.45,1.95,3.65,1.15,3.25,835.0,0.0,0
161,12.68,1.85,2.25,18.5,85.0,2.15,2.5,0.28,1.8,3.85,1.18,3.1,720.0,1.0,0
162,12.75,3.4,2.35,19.8,90.0,1.5,0.7,0.42,1.0,10.1,0.74,1.78,690.0,2.0,0
163,13.35,4.55,2.9,24.8,110.0,2.0,1.0,0.25,1.15,8.4,0.65,1.95,635.0,2.0,0
164,14.18,4.0,2.55,13.5,130.0,3.05,3.1,0.22,2.1,5.15,0.91,3.5,765.0,0.0,0
165,13.7,1.5,2.55,16.5,110.0,3.45,3.7,0.18,2.0,6.75,0.88,2.9,1290.0,0.0,0
166,12.9,2.85,2.75,21.2,95.0,1.55,0.55,0.55,0.8,4.55,0.78,2.3,605.0,2.0,0
167,11.6,2.1,2.5,21.8,85.0,2.0,1.7,0.5,1.4,2.85,1.02,2.8,685.0,1.0,0
168,12.25,1.65,2.2,20.5,102.0,1.12,1.05,0.35,1.5,3.1,0.91,1.85,875.0,1.0,0
169,11.7,1.7,2.6,26.2,87.0,1.9,1.6,0.42,1.3,2.65,1.35,3.2,565.0,1.0,0
170,13.45,1.75,2.9,15.8,112.0,2.7,2.75,0.35,1.4,4.8,1.1,2.8,890.0,0.0,0
171,12.85,3.7,2.6,18.4,100.0,2.35,2.35,0.26,1.95,4.4,1.02,3.5,760.0,0.0,0
172,13.8,1.4,2.3,15.8,97.0,3.0,3.2,0.23,1.9,7.3,1.0,3.6,1050.0,0.0,0
173,11.9,1.8,1.95,19.8,88.0,2.55,1.7,0.38,1.45,2.1,0.95,2.5,420.0,1.0,0
174,12.4,1.2,1.95,19.8,80.0,2.15,2.05,0.28,1.05,4.7,1.13,3.5,515.0,1.0,0
175,12.5,1.65,2.2,22.8,110.0,2.05,2.15,0.35,1.65,2.1,1.07,3.0,350.0,1.0,0
176,13.95,1.7,2.15,16.2,103.0,3.15,3.45,0.22,2.2,6.2,0.92,3.35,990.0,0.0,0
177,14.2,2.55,2.5,20.2,92.0,1.7,0.75,0.45,1.25,9.8,0.63,1.75,665.0,2.0,0
178,13.1,1.5,2.4,17.0,105.0,2.8,2.9,0.3,1.5,5.0,1.05,3.0,850.0,0.0,0
179,12.75,1.9,2.1,21.5,95.0,2.2,1.8,0.4,1.2,3.5,1.0,2.7,480.0,1.0,0
0,13.74,1.67,2.25,16.4,118.0,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060.0,0.0,1
1,12.79,2.67,2.48,22.0,112.0,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480.0,2.0,1
2,12.37,1.13,2.16,19.0,87.0,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420.0,1.0,1
3,13.56,1.73,2.46,20.5,116.0,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120.0,0.0,1
4,13.05,5.8,2.13,21.5,86.0,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380.0,1.0,1
5,11.56,2.05,3.23,28.5,119.0,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465.0,1.0,1
6,14.06,2.15,2.61,17.6,121.0,2.6,2.51,0.31,1.25,5.05,1.06,3.58,1295.0,0.0,1
7,12.36,3.83,2.38,21.0,88.0,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520.0,2.0,1
8,12.25,1.73,2.12,19.0,80.0,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510.0,1.0,1
9,12.08,1.83,2.32,18.5,81.0,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480.0,1.0,1
10,13.36,2.56,2.35,20.0,89.0,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780.0,2.0,1
11,13.88,5.04,2.23,20.0,80.0,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415.0,2.0,1
12,14.2,1.76,2.45,15.2,112.0,3.27,3.39,0.34,1.97,6.75,1.05,2.85,1450.0,0.0,1
13,12.37,1.07,2.1,18.5,88.0,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660.0,1.0,1
14,13.58,2.58,2.69,24.5,105.0,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750.0,2.0,1
15,12.0,0.92,2.0,19.0,86.0,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278.0,1.0,1
16,13.76,1.53,2.7,19.5,132.0,2.95,2.74,0.5,1.35,5.4,1.25,3.0,1235.0,0.0,1
17,14.19,1.59,2.48,16.5,108.0,3.3,3.93,0.32,1.86,8.7,1.23,2.82,1680.0,0.0,1
18,12.64,1.36,2.02,16.8,100.0,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450.0,1.0,1
19,13.83,1.65,2.6,17.2,94.0,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265.0,0.0,1
20,13.11,1.01,1.7,15.0,78.0,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502.0,1.0,1
21,13.05,1.65,2.55,18.0,98.0,2.45,2.43,0.29,1.44,4.25,1.12,2.51,1105.0,0.0,1
22,13.24,2.59,2.87,21.0,118.0,2.8,2.69,0.39,1.82,4.32,1.04,2.93,735.0,0.0,1
23,12.51,1.73,1.98,20.5,85.0,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672.0,1.0,1
24,12.33,1.1,2.28,16.0,101.0,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680.0,1.0,1
25,12.52,2.43,2.17,21.0,88.0,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325.0,1.0,1
26,12.43,1.53,2.29,21.5,86.0,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352.0,1.0,1
27,12.16,1.61,2.31,22.8,90.0,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495.0,1.0,1
28,11.76,2.68,2.92,20.0,103.0,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607.0,1.0,1
29,13.78,2.76,2.3,22.0,90.0,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615.0,2.0,1
30,13.39,1.77,2.62,16.1,93.0,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195.0,0.0,1
31,14.22,1.7,2.3,16.3,118.0,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970.0,0.0,1
32,12.04,4.3,2.38,22.0,80.0,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580.0,1.0,1
33,14.21,4.04,2.44,18.9,111.0,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080.0,0.0,1
34,14.83,1.64,2.17,14.0,97.0,2.8,2.98,0.29,1.98,5.2,1.08,2.85,1045.0,0.0,1
35,13.05,1.77,2.1,17.0,107.0,3.0,3.0,0.28,2.03,5.04,0.88,3.35,885.0,0.0,1
36,13.69,3.26,2.54,20.0,107.0,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680.0,2.0,1
37,12.69,1.53,2.26,20.7,80.0,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495.0,1.0,1
38,11.62,1.99,2.28,18.0,98.0,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345.0,1.0,1
39,13.4,3.91,2.48,23.0,102.0,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750.0,2.0,1
40,13.5,1.81,2.61,20.0,96.0,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845.0,0.0,1
41,13.73,1.5,2.7,22.5,101.0,3.0,3.25,0.29,2.38,5.7,1.19,2.71,1285.0,0.0,1
42,12.29,2.83,2.22,18.0,88.0,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290.0,1.0,1
43,12.6,1.34,1.9,18.5,88.0,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562.0,1.0,1
44,11.41,0.74,2.5,21.0,88.0,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434.0,1.0,1
45,13.64,3.1,2.56,15.2,116.0,2.7,3.03,0.17,1.66,5.1,0.96,3.36,845.0,0.0,1
46,12.6,2.46,2.2,18.5,94.0,1.62,0.66,0.63,0.94,7.1,0.73,1.58,695.0,2.0,1
47,11.96,1.09,2.3,21.0,101.0,3.38,2.14,0.13,1.65,3.21,0.99,3.13,886.0,1.0,1
48,12.25,3.88,2.2,18.5,112.0,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855.0,2.0,1
