,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class,real_identifier
275,97,61,48,63,3,73,20,98,64,98,71,63,75,30,82,4,9,0
276,35,98,13,70,2,32,30,2,80,8,98,45,78,77,27,85,0,0
277,3,94,40,98,68,75,58,38,42,3,18,33,52,46,98,48,7,0
278,45,97,3,70,8,46,88,43,98,53,59,70,50,35,60,5,4,0
279,85,98,35,97,0,69,5,29,35,3,80,13,98,50,87,84,0,0
280,45,92,12,75,1,48,30,2,65,10,95,30,89,85,50,94,0,0
281,55,87,25,79,0,38,13,0,74,3,98,40,85,76,45,98,0,0
282,19,100,5,72,10,55,50,40,98,65,80,60,83,30,80,5,4,0
283,67,55,90,82,60,95,5,80,25,70,90,50,90,25,55,0,9,0
284,5,98,40,95,70,70,35,30,10,5,15,45,50,40,95,45,7,0
285,60,95,20,85,0,50,10,10,55,0,90,20,98,60,85,95,0,0
286,30,100,35,60,65,25,15,0,5,35,5,75,45,90,98,90,5,0
287,80,90,30,70,0,30,10,0,75,7,95,35,88,75,40,95,0,0
288,40,85,15,80,0,45,25,5,70,0,98,25,90,70,60,98,0,0
289,25,50,85,77,55,80,0,85,20,65,88,55,85,20,65,0,9,0
290,78,59,95,100,49,89,29,45,37,5,3,12,29,47,85,72,8,0
291,47,89,81,97,76,64,51,39,98,35,90,8,45,3,2,1,3,0
292,20,73,69,98,97,73,58,34,17,4,5,6,22,35,79,28,7,0
293,11,60,3,35,31,3,74,7,97,44,75,89,34,97,2,68,0,0
294,28,92,2,70,55,52,51,5,14,3,25,45,31,91,97,98,5,0
295,3,72,41,81,97,95,77,76,61,57,39,37,25,17,5,3,1,0
296,97,76,52,97,14,71,73,63,90,68,83,32,63,5,3,2,9,0
297,96,96,68,84,41,61,18,38,6,13,31,3,50,13,2,19,6,0
298,91,96,36,83,7,49,2,12,58,4,95,28,35,28,18,3,6,0
299,2,89,60,97,97,76,87,47,76,17,64,3,19,17,83,25,7,0
300,25,95,15,52,49,37,50,2,1,3,12,50,35,93,98,98,5,0
301,70,98,7,95,55,50,90,8,2,1,9,45,98,75,60,97,8,0
302,2,91,47,98,98,93,97,58,77,27,56,2,42,34,88,42,7,0
303,78,89,98,83,67,98,74,80,98,53,87,12,39,2,2,23,9,0
304,2,98,55,98,66,79,70,60,89,41,98,22,60,6,11,2,3,0
305,84,86,49,98,42,72,85,93,98,87,68,49,36,12,2,2,9,0
306,22,98,16,79,5,48,2,28,59,27,98,43,85,24,84,2,4,0
307,98,98,66,76,35,53,11,27,9,2,49,4,39,18,2,22,6,0
308,39,98,34,62,2,28,43,32,94,44,85,75,87,36,98,2,4,0
309,61,84,30,64,56,30,28,2,3,17,2,55,39,82,98,98,5,0
310,42,98,22,91,10,65,5,46,42,30,98,39,81,20,83,3,4,0
311,88,83,42,98,35,66,98,32,96,2,2,16,27,51,96,84,8,0
312,3,66,21,93,98,98,85,71,59,35,37,2,29,22,94,40,7,0
313,5,68,24,98,80,97,75,62,39,32,2,9,45,5,98,2,2,0
314,47,98,11,78,42,62,98,68,74,77,51,51,23,28,2,2,4,0
315,38,93,98,98,34,83,12,56,76,59,85,31,41,2,2,8,5,0
316,19,98,21,72,34,98,43,50,61,9,2,2,32,10,98,15,1,0
317,2,80,33,98,50,55,48,7,33,2,30,26,64,42,98,60,7,0
318,37,92,49,98,45,59,28,21,5,2,2,37,48,48,98,61,7,0
319,54,83,93,98,98,95,45,93,9,69,55,50,46,2,2,13,5,0
320,35,72,60,95,96,83,58,48,65,36,89,20,50,0,0,10,3,0
321,70,68,75,100,5,80,29,40,59,3,5,6,35,41,98,70,8,0
322,50,85,70,100,98,79,65,50,95,38,92,9,45,0,0,5,3,0
323,39,88,80,100,96,73,60,45,58,40,90,15,40,0,0,20,3,0
324,2,92,8,98,47,98,42,60,21,31,27,1,60,8,100,15,2,0
325,45,95,25,85,2,55,35,38,98,35,92,65,90,28,92,3,4,0
326,1,72,45,80,85,98,98,92,77,68,48,50,30,25,18,1,1,0
327,3,70,40,70,80,88,98,98,92,70,85,45,80,20,95,2,1,0
328,85,88,98,100,40,85,10,50,70,65,75,30,35,0,0,15,5,0
329,60,85,10,85,50,70,98,98,5,85,85,65,50,25,0,1,9,0
330,67,92,37,60,95,68,70,96,54,61,98,54,64,3,2,10,9,0
331,98,84,96,97,80,80,62,70,49,53,30,36,14,20,1,1,1,0
332,50,95,5,75,63,40,92,4,25,12,73,52,98,95,18,98,8,0
333,12,97,3,78,2,55,11,32,59,30,76,41,78,24,97,3,4,0
334,14,97,10,80,3,50,37,37,85,52,97,54,72,26,57,3,4,0
335,22,97,5,62,46,33,30,5,4,11,7,64,38,91,97,94,5,0
336,78,85,40,97,6,67,3,28,25,3,75,14,97,43,87,82,0,0
337,97,91,52,97,18,81,3,52,42,59,68,37,48,14,5,3,5,0
338,78,97,19,81,4,38,15,3,79,15,97,57,58,93,10,66,0,0
339,54,97,30,91,5,56,6,19,45,3,97,12,54,29,3,16,6,0
340,60,88,55,78,95,29,49,5,3,25,50,60,90,98,35,92,8,0
341,95,80,20,90,10,68,85,45,70,5,3,20,50,60,95,95,8,0
342,72,89,85,75,70,98,74,76,95,55,90,10,40,3,2,15,9,0
343,50,98,18,84,5,50,2,18,48,2,98,8,60,15,10,5,6,0
344,5,60,40,75,65,98,70,82,75,60,75,40,80,25,98,3,1,0
345,30,98,3,68,15,20,58,5,98,20,92,70,50,95,10,80,0,0
346,10,60,28,98,35,85,35,45,25,10,2,3,45,8,98,10,1,0
347,68,70,25,48,25,2,65,10,98,50,88,90,40,98,2,78,0,0
348,78,98,48,60,2,38,35,40,90,40,98,80,70,40,50,2,4,0
349,15,80,60,98,85,78,48,55,70,35,98,12,45,2,3,5,3,0
350,35,88,47,92,18,60,59,12,94,28,87,55,47,89,3,78,1,0
351,29,75,50,100,39,85,42,48,50,5,3,7,54,0,95,12,2,0
352,2,98,60,95,92,77,91,57,88,25,70,9,87,25,65,38,7,0
353,17,83,53,98,76,70,28,50,68,42,97,18,36,2,4,21,3,0
354,68,71,85,100,45,89,63,65,97,66,90,34,49,3,2,5,9,0
355,52,92,76,98,85,72,74,56,99,38,78,15,33,4,3,9,3,0
356,22,86,69,58,98,25,25,5,5,27,60,65,89,90,18,95,8,0
357,70,66,97,100,5,92,36,49,82,10,4,5,16,37,85,70,8,0
358,39,91,30,60,67,32,54,3,71,32,96,72,80,95,1,80,8,0
359,98,99,55,86,31,60,22,20,55,2,76,29,42,45,2,25,6,0
360,10,88,55,95,30,60,5,20,5,2,50,10,70,30,10,20,6,0
361,65,98,40,60,5,25,30,15,95,10,95,50,85,40,75,5,4,0
362,15,70,30,92,50,50,25,5,10,12,60,50,95,95,35,90,8,0
363,70,99,45,80,2,65,20,50,80,40,98,40,65,20,30,2,4,0
364,5,85,50,98,80,80,55,40,30,3,5,15,35,45,98,45,7,0
