,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class,real_identifier
61,3,58,42,70,78,92,98,97,85,72,75,48,60,28,59,3,1,0
62,97,98,60,95,27,70,5,40,5,8,40,2,68,24,27,29,6,0
63,32,90,5,83,25,75,98,70,52,98,45,85,38,33,42,2,4,0
64,5,88,45,97,78,85,60,63,98,42,98,20,52,5,2,3,3,0
65,98,95,55,80,28,60,6,30,22,2,80,8,50,25,2,15,6,0
66,95,82,58,94,5,98,4,60,35,50,75,28,48,2,2,12,5,0
67,22,70,55,98,62,72,42,38,15,6,2,15,52,12,95,2,2,0
68,82,95,18,98,32,85,90,82,95,50,92,18,40,2,2,22,9,0
69,12,95,7,60,2,28,30,2,72,20,98,52,90,80,48,88,0,0
70,25,85,55,90,50,65,20,40,30,15,10,30,60,10,90,5,3,0
71,15,80,40,50,45,10,25,5,5,50,5,85,55,95,95,90,4,0
72,85,95,60,70,20,50,10,20,70,5,95,25,30,30,50,10,6,0
73,80,95,70,80,30,55,5,25,50,5,95,15,45,35,35,15,6,0
74,25,90,65,95,95,90,70,75,65,45,85,30,55,10,5,5,3,0
75,10,75,45,95,60,75,40,50,10,20,5,10,50,15,95,5,2,0
76,5,40,20,5,65,10,90,35,95,85,65,95,30,60,15,20,1,0
77,95,80,65,95,5,85,35,70,95,80,90,50,60,30,40,5,8,0
78,35,95,85,95,40,95,15,60,55,55,95,30,50,5,5,15,5,0
79,65,95,55,95,25,75,5,35,10,10,80,5,95,25,15,25,7,0
80,2,95,50,98,72,85,55,60,65,30,98,15,49,2,1,1,3,0
81,1,99,60,97,98,72,90,40,70,8,45,2,18,18,98,25,7,0
82,55,68,70,99,70,60,40,25,2,10,20,28,65,20,98,2,2,0
83,36,99,20,65,2,38,36,25,85,32,98,63,92,35,89,2,4,0
84,98,96,26,99,8,70,76,43,68,2,2,11,30,55,81,95,8,0
85,80,95,46,70,98,32,63,2,40,37,82,79,74,98,2,70,8,0
86,2,99,35,92,45,57,44,17,35,2,8,31,51,36,98,35,7,0
87,23,77,42,98,83,92,69,65,98,45,93,13,45,2,2,15,3,0
88,60,52,96,83,94,98,77,66,50,29,2,2,12,5,98,7,1,0
89,55,77,2,90,21,60,78,29,55,2,28,32,78,70,98,98,8,0
90,14,85,33,95,76,80,45,50,22,10,5,5,55,5,98,3,2,0
91,5,99,25,82,95,92,20,90,5,78,75,60,50,20,10,2,9,0
92,3,88,45,68,60,98,40,75,88,65,98,28,70,2,25,10,9,0
93,22,72,38,98,65,79,42,48,20,12,3,2,50,5,98,10,2,0
94,2,75,35,98,35,95,35,58,32,20,0,2,40,8,98,5,1,0
95,38,98,5,77,3,42,35,18,80,30,98,68,80,35,75,2,4,0
96,18,67,58,82,98,98,88,80,65,63,42,38,15,18,2,2,1,0
97,10,85,54,62,80,25,22,2,2,28,50,60,98,90,5,98,8,0
98,15,75,18,60,75,42,48,2,3,15,2,62,20,95,98,98,5,0
99,85,90,28,98,2,65,2,28,30,2,82,12,98,50,85,85,0,0
100,50,80,45,85,10,60,25,35,95,55,85,40,45,20,15,5,4,0
101,60,85,35,60,95,95,20,70,10,45,35,5,90,40,5,30,8,0
102,30,70,55,45,60,5,5,5,15,35,60,65,95,95,35,85,8,0
103,5,65,55,65,80,95,20,95,30,75,95,75,95,35,90,5,9,0
104,20,85,55,95,50,65,45,45,95,50,95,25,50,5,5,5,3,0
105,10,85,5,40,25,5,65,5,95,35,85,70,45,95,15,75,0,0
106,5,90,50,95,75,85,55,40,60,5,25,20,45,35,95,40,7,0
107,15,70,5,70,30,95,95,95,85,75,70,45,50,15,35,5,7,0
108,95,95,70,95,50,75,45,50,80,40,75,10,35,5,5,5,5,0
109,35,85,95,95,35,85,5,60,40,50,95,35,60,10,5,5,5,0
110,25,90,10,65,15,25,55,5,85,30,95,60,70,95,30,90,0,0
111,80,70,70,95,25,80,75,65,95,75,85,35,60,5,5,10,9,0
112,20,70,50,95,75,65,45,35,20,10,5,10,45,20,95,5,2,0
113,5,85,40,95,95,70,85,30,50,5,10,5,15,30,90,30,7,0
114,95,95,70,80,50,70,25,55,20,40,10,25,5,20,5,5,1,0
115,50,95,35,70,5,45,50,45,95,70,90,60,75,35,40,5,4,0
116,5,45,10,55,50,75,85,95,95,85,80,50,70,25,55,5,1,0
117,15,60,30,95,55,70,35,25,5,5,5,5,55,10,95,5,2,0
118,5,80,25,90,65,95,70,75,55,50,55,25,60,10,95,5,2,0
119,70,95,70,55,20,55,40,90,95,80,95,40,65,5,5,5,9,0
120,45,92,37,82,65,98,56,70,85,62,95,20,55,5,10,18,9,0
121,30,96,41,70,95,92,30,95,33,50,5,10,70,12,35,60,8,0
122,80,97,40,78,10,45,5,25,48,5,95,15,70,40,12,55,6,0
123,50,98,20,75,5,50,20,30,80,45,98,45,70,20,60,5,4,0
124,5,80,10,98,60,98,95,90,70,70,55,50,25,20,45,5,7,0
125,10,70,45,90,55,95,45,65,35,30,5,5,40,8,95,10,1,0
126,5,78,40,88,95,98,80,85,75,55,60,40,50,18,60,5,1,0
127,15,88,5,65,25,95,80,95,90,85,70,55,65,12,50,5,7,0
128,8,75,35,95,50,75,35,35,15,10,5,10,55,10,95,5,2,0
129,65,95,25,80,5,55,5,25,40,5,95,5,85,25,25,35,6,0
130,10,95,25,98,60,84,58,45,55,5,32,40,63,50,98,50,7,0
131,95,97,62,100,50,75,88,92,80,72,68,45,35,22,3,2,9,0
132,40,98,18,60,22,18,64,2,98,27,94,68,47,84,2,65,0,0
133,67,98,42,76,7,48,2,30,65,25,98,42,93,31,87,2,4,0
134,98,98,56,89,26,59,3,33,16,2,65,3,46,29,2,21,6,0
135,7,87,2,53,42,33,47,2,13,20,11,68,42,94,98,98,5,0
136,2,73,36,98,88,88,88,50,74,8,53,2,46,45,98,53,7,0
137,14,98,4,77,2,50,65,50,98,72,84,52,78,29,72,2,4,0
138,98,98,54,91,23,61,2,33,21,2,77,8,75,39,19,31,6,0
139,98,88,73,98,44,79,65,53,95,31,83,6,40,2,2,6,5,0
140,45,88,90,100,60,91,5,75,50,65,98,42,84,12,28,5,5,0
141,98,70,65,100,5,88,42,60,90,82,92,37,64,7,2,3,9,0
142,3,78,35,100,80,90,47,72,71,48,98,18,60,2,15,12,3,0
143,1,68,22,100,58,86,46,49,16,18,15,2,58,7,98,13,2,0
144,53,79,88,100,83,83,83,60,90,33,54,8,2,2,98,4,1,0
145,41,85,60,100,98,88,78,65,92,39,82,11,37,2,2,19,3,0
146,51,81,13,72,2,26,41,2,87,22,98,64,67,98,37,81,0,0
147,4,39,10,27,44,2,87,19,98,61,71,98,25,98,2,64,0,0
148,58,90,17,70,2,26,41,2,88,18,98,62,74,98,32,95,0,0
149,30,81,68,100,98,84,83,62,92,45,94,20,56,2,2,4,3,0
150,5,89,45,92,78,97,68,52,67,10,7,3,4,1,98,5,1,0
151,95,96,60,88,25,55,2,30,28,2,85,10,78,30,12,33,6,0
152,15,95,5,80,10,50,60,55,95,80,75,65,50,35,30,4,4,0
153,75,85,35,65,80,35,70,5,2,15,40,45,95,70,65,95,8,0
154,2,75,35,95,82,95,72,60,40,38,7,15,48,5,97,2,2,0
155,28,88,50,62,55,20,12,2,1,28,15,70,55,90,95,95,5,0
156,98,98,68,85,22,50,35,12,90,5,88,45,32,55,2,15,6,0
157,35,70,60,85,98,98,68,75,42,58,18,38,5,22,2,2,1,0
158,12,65,35,40,18,5,2,2,15,38,25,70,50,90,95,95,5,0
159,80,98,30,95,2,60,5,28,42,2,90,20,95,55,85,95,0,0
160,15,88,5,70,50,40,60,10,18,5,20,55,30,90,98,95,3,0
161,20,60,15,30,45,5,80,25,95,60,70,95,25,95,5,60,1,0
162,5,65,30,75,90,95,95,95,80,70,50,55,35,20,20,5,2,0
163,10,85,5,95,35,80,35,50,10,25,5,10,50,5,95,5,3,0
164,50,95,35,55,5,20,60,20,95,40,70,85,70,40,70,5,4,0
165,5,75,35,95,60,75,60,35,55,5,30,20,50,35,95,40,6,0
166,10,75,10,45,35,15,25,5,10,30,5,60,30,85,95,95,4,0
167,15,60,95,70,90,95,5,90,10,70,95,60,90,30,70,5,8,0
168,25,95,5,65,5,20,25,5,65,10,90,40,95,80,60,90,1,0
169,5,80,40,95,70,70,50,30,20,5,5,30,45,40,95,40,6,0
170,70,95,28,99,30,70,85,90,82,65,98,25,60,2,3,15,9,0
171,60,85,80,99,98,75,78,55,88,30,85,12,40,1,1,5,3,0
172,98,99,30,92,5,58,45,25,50,2,8,18,42,60,85,90,8,0
173,99,98,50,88,18,62,2,30,5,8,50,3,55,20,2,20,6,0
174,25,80,5,45,10,8,65,2,98,35,95,75,50,98,1,80,0,0
175,20,88,2,50,18,2,70,15,98,60,75,98,18,80,3,30,0,0
176,2,88,40,99,90,94,98,60,88,20,60,2,35,30,85,35,7,0
177,3,95,38,98,48,60,35,20,18,3,5,40,45,50,98,50,7,0
178,5,90,35,98,72,70,78,35,80,2,30,10,40,28,98,28,7,0
179,98,98,55,95,22,68,3,35,12,3,60,5,55,40,18,30,6,0
180,50,89,40,95,15,60,5,30,20,5,95,10,85,35,10,45,6,0
181,40,80,70,95,95,90,75,70,65,40,60,20,30,5,5,5,3,0
182,5,90,45,95,80,85,35,55,5,30,5,10,45,5,95,5,2,0
183,5,85,50,95,95,90,70,60,35,25,30,5,10,30,60,35,7,0
184,5,95,40,95,70,65,55,35,30,5,10,25,50,30,95,20,7,0
185,30,90,10,60,5,30,30,5,80,10,95,50,95,80,60,95,0,0
186,40,90,5,60,80,50,65,10,5,5,15,40,30,85,95,95,5,0
187,45,75,65,95,75,80,65,55,95,30,80,10,40,5,5,10,3,0
188,5,5,50,20,80,45,95,70,70,95,20,90,20,65,75,50,9,0
189,25,95,30,55,80,35,55,5,5,5,5,55,40,95,95,95,5,0
190,30,58,60,80,98,95,73,70,58,45,30,15,5,2,27,3,1,0
191,45,95,5,85,65,50,80,3,20,18,80,60,98,90,20,70,8,0
192,33,80,50,98,78,75,60,40,22,12,2,10,48,10,98,2,2,0
193,28,98,1,70,2,35,50,30,98,32,60,62,48,32,50,2,4,0
194,2,80,30,98,62,85,52,55,30,28,22,2,60,8,98,12,2,0
195,33,72,70,98,72,80,60,38,42,2,2,6,48,6,98,8,1,0
196,22,88,20,98,78,88,48,65,55,52,98,28,72,3,2,2,3,0
197,6,28,70,62,30,95,2,38,40,2,98,40,98,98,25,82,0,0
198,10,98,5,88,2,58,38,52,70,52,98,50,88,30,85,2,4,0
199,52,70,90,78,72,98,68,75,98,58,80,25,45,10,2,2,9,0
200,10,80,20,60,50,70,80,90,85,70,75,55,65,20,95,5,1,0
201,60,95,15,70,5,45,95,50,90,80,70,90,60,40,60,10,4,0
202,50,95,5,30,40,10,95,55,35,70,10,50,60,55,10,0,0,0
203,5,65,30,85,80,95,95,85,85,65,80,40,75,25,80,5,1,0
204,65,95,25,75,10,50,5,25,40,5,95,15,65,30,5,20,6,0
205,85,85,35,95,20,60,70,75,95,80,90,40,55,10,5,5,9,0
206,95,95,70,90,30,65,10,30,5,5,40,5,45,30,10,15,6,0
207,85,95,50,70,25,45,30,15,70,5,95,20,50,35,5,25,6,0
208,20,70,25,95,50,70,40,30,5,10,20,15,55,5,95,0,2,0
209,35,85,5,65,75,50,65,10,5,5,5,50,25,90,95,95,5,0
210,34,89,50,100,75,70,45,30,10,5,80,25,60,20,90,10,5,0
211,5,95,47,95,60,78,50,40,50,10,30,20,40,30,95,40,7,0
212,10,98,25,90,15,60,55,35,95,50,85,70,75,35,65,5,4,0
213,80,98,40,85,20,65,5,40,80,30,95,45,65,25,55,5,4,0
214,50,88,85,95,95,88,85,70,75,45,75,18,40,5,5,5,3,0
215,5,90,45,95,65,75,70,35,60,5,35,30,55,45,95,50,7,0
216,5,95,50,95,70,85,80,65,85,50,95,35,90,15,55,5,3,0
217,25,90,65,95,90,80,75,55,70,40,95,20,55,5,5,20,3,0
218,95,95,55,90,25,65,5,35,20,5,70,5,60,30,5,35,6,0
219,90,90,40,95,50,65,95,85,90,80,90,35,55,5,5,25,9,0
220,95,99,60,92,25,70,5,30,25,5,90,5,97,30,35,30,6,0
221,98,95,50,95,20,85,5,60,20,50,60,45,45,15,10,5,5,0
222,5,65,35,45,95,75,60,95,15,70,85,55,85,25,15,5,9,0
223,80,95,25,85,5,50,5,15,50,5,85,30,95,75,70,95,0,0
224,20,95,50,95,75,65,60,20,30,5,5,25,55,20,95,25,7,0
225,30,70,50,95,85,80,75,40,30,15,5,5,55,10,95,5,2,0
226,25,95,5,50,20,15,95,10,90,50,65,95,55,45,55,5,4,0
227,5,85,45,95,90,85,55,60,55,35,95,20,60,5,5,5,3,0
228,95,95,70,85,35,55,5,30,30,5,90,15,80,35,20,20,6,0
229,15,90,5,90,50,95,90,90,95,75,75,50,55,20,25,5,7,0
230,25,75,30,85,50,60,90,55,20,10,15,30,70,20,95,60,4,0
231,55,90,25,95,20,50,45,15,10,5,5,40,55,70,90,85,8,0
232,40,85,15,70,5,25,35,10,80,15,90,50,80,80,55,95,0,0
233,60,80,80,95,95,70,65,50,90,30,75,20,45,10,5,10,3,0
234,50,95,20,75,10,35,30,5,70,25,95,65,70,90,25,80,0,0
235,20,70,10,50,55,40,30,5,5,10,20,70,50,90,95,95,5,0
236,15,60,50,95,70,75,50,30,20,5,10,20,50,15,95,10,2,0
237,95,50,75,90,25,85,5,40,20,5,70,5,95,35,80,75,0,0
238,30,65,45,95,85,85,55,45,15,15,5,20,55,5,95,10,2,0
239,5,75,40,95,65,75,70,35,50,5,30,25,65,35,95,55,7,0
240,92,95,60,98,25,67,10,42,15,5,75,0,77,18,30,20,6,0
241,50,85,65,100,85,80,50,60,90,45,85,18,40,0,0,15,3,0
242,100,100,59,95,30,60,5,30,10,10,60,0,70,25,25,25,6,0
243,20,95,0,70,20,50,60,40,95,50,90,55,80,30,70,5,4,0
244,100,75,50,90,35,55,85,10,5,5,35,45,85,95,15,95,8,0
245,38,88,85,100,80,75,45,50,90,40,95,20,50,0,0,10,3,0
246,100,90,55,100,20,65,0,35,25,0,95,0,90,30,35,25,6,0
247,100,78,68,50,25,70,60,95,95,85,90,35,55,10,0,5,9,0
248,95,100,54,80,22,55,0,40,5,10,65,0,65,15,15,20,6,0
249,45,70,70,100,95,90,65,65,80,50,80,15,35,0,0,20,3,0
250,10,65,25,95,30,78,28,40,5,5,15,2,50,3,95,7,1,0
251,8,70,50,90,85,80,60,50,12,15,2,10,60,1,95,11,2,0
252,2,78,55,80,98,95,75,85,65,60,40,45,30,18,10,1,1,0
253,6,72,10,25,45,5,90,20,95,68,70,95,25,95,2,60,0,0
254,80,98,35,88,68,72,85,84,98,50,90,20,45,0,2,2,9,0
255,12,95,5,78,3,35,30,2,88,20,98,60,70,97,8,98,0,0
256,76,98,18,90,2,60,5,20,55,2,95,25,98,60,88,92,0,0
257,9,98,2,75,8,40,65,45,98,80,90,85,85,38,85,2,4,0
258,55,95,6,70,50,30,25,2,2,30,60,60,98,98,12,95,8,0
259,50,85,55,98,98,85,80,60,35,35,75,28,50,5,2,2,3,0
260,45,79,10,65,5,20,48,2,90,28,95,75,60,98,25,60,0,0
261,78,83,27,98,33,62,92,29,77,2,2,24,30,60,98,86,8,0
262,55,89,20,72,2,22,35,1,83,19,98,65,67,98,28,71,0,0
263,63,98,36,73,2,46,53,39,98,47,74,68,64,37,68,2,4,0
264,40,60,87,84,87,98,68,58,61,19,2,2,25,5,98,10,1,0
265,16,98,12,90,2,67,53,53,98,70,70,51,47,29,27,2,4,0
266,72,86,17,98,27,59,80,25,58,2,2,25,50,60,98,88,8,0
267,98,98,63,86,32,62,9,34,2,3,40,2,47,25,8,23,6,0
268,15,59,5,16,42,2,79,30,98,64,79,98,33,83,2,52,0,0
269,2,65,26,98,50,77,35,35,7,1,4,2,51,4,98,3,2,0
270,55,99,5,95,10,70,15,32,35,10,80,20,95,45,85,80,0,0
271,5,75,30,90,55,85,40,50,10,25,20,15,60,10,95,5,2,0
272,15,85,35,95,80,88,55,60,95,50,95,30,50,10,5,5,3,0
273,70,80,5,95,5,60,95,30,95,5,10,20,50,55,70,95,8,0
274,5,60,30,70,65,90,95,95,75,70,55,50,35,25,25,5,1,0
275,10,75,5,30,25,5,65,5,95,25,95,75,60,95,35,70,0,0
276,95,65,45,60,5,70,20,95,65,95,70,60,70,30,75,5,9,0
277,35,95,10,70,5,25,30,5,80,10,95,40,75,75,25,85,0,0
278,5,95,40,95,65,70,50,35,40,5,15,30,45,40,95,45,7,0
279,40,95,5,70,10,40,85,40,95,50,55,65,50,30,60,5,4,0
280,25,54,72,68,98,97,37,95,3,69,51,63,65,29,42,2,9,0
281,62,55,97,81,64,98,2,86,27,70,91,59,85,30,58,2,9,0
282,43,98,14,68,3,28,31,3,78,19,98,53,86,95,45,89,0,0
283,17,98,3,74,10,48,60,45,98,60,80,59,80,26,83,2,4,0
284,98,98,60,86,24,61,2,33,6,2,54,11,57,37,9,45,6,0
285,2,97,47,98,70,70,39,36,14,2,11,43,52,41,98,39,7,0
286,65,95,19,89,2,52,13,19,57,2,92,27,98,62,84,98,0,0
287,31,98,28,62,64,28,18,2,3,29,2,75,39,91,98,93,5,0
288,77,84,25,66,2,33,9,2,68,7,98,39,82,69,45,98,0,0
289,33,81,20,79,2,38,19,6,67,2,98,30,89,69,55,98,0,0
290,74,55,90,95,50,85,40,55,30,5,5,15,35,45,80,75,8,0
291,60,85,80,95,75,65,50,40,95,30,90,15,45,5,5,5,3,0
292,20,70,65,95,95,70,55,35,25,5,5,10,20,35,75,35,7,0
293,10,60,5,30,30,5,75,10,95,50,75,90,40,95,5,65,0,0
294,25,90,5,60,55,50,50,5,15,5,25,50,30,90,95,95,5,0
295,5,70,50,80,95,95,85,75,60,55,45,35,25,25,10,5,1,0
296,95,75,60,95,25,70,70,60,90,65,85,40,60,5,5,5,9,0
297,95,95,75,85,40,60,25,45,5,20,35,5,55,20,5,25,6,0
298,90,95,35,85,10,55,5,10,65,5,95,35,35,35,25,5,6,0
299,5,85,60,95,95,75,85,45,75,25,70,5,20,25,80,30,7,0
300,50,98,10,45,47,40,60,2,5,5,15,60,40,92,95,98,6,0
301,70,95,15,90,55,50,80,10,2,3,20,35,95,70,60,95,8,0
302,5,90,55,98,95,90,95,65,75,30,60,5,40,30,85,45,7,0
303,80,85,95,80,65,95,70,80,95,50,85,20,35,5,10,25,9,0
304,10,95,60,95,70,80,75,60,85,40,95,30,60,10,15,5,3,0
305,85,85,50,95,40,70,85,90,95,85,65,50,35,15,5,5,9,0
306,25,95,20,85,5,45,5,35,55,25,95,40,85,20,80,5,4,0
307,95,95,70,75,35,50,15,25,10,5,50,10,35,25,5,25,6,0
308,45,95,40,60,5,35,50,30,90,45,80,70,85,35,95,5,4,0
309,60,85,30,65,55,35,35,5,10,15,5,55,35,80,95,95,5,0
310,34,98,28,91,12,63,4,47,42,35,98,43,85,25,78,3,4,0
311,82,88,37,97,36,70,97,31,95,3,2,15,32,55,95,89,8,0
312,4,67,22,95,98,98,85,75,58,39,37,2,29,27,93,45,7,0
313,5,69,29,98,75,96,74,66,44,36,3,10,49,6,98,2,2,0
314,43,97,11,78,43,61,97,72,73,76,56,56,27,28,3,2,4,0
315,38,92,98,97,35,82,12,55,75,64,84,32,40,2,2,9,5,0
316,24,98,16,73,35,97,42,54,60,9,3,3,31,11,97,16,1,0
317,3,85,34,97,51,54,48,8,38,2,35,31,68,47,98,65,7,0
318,36,97,44,98,44,58,29,20,6,3,3,36,53,53,97,60,7,0
319,53,88,92,97,97,94,44,92,10,74,54,49,45,3,3,14,5,0
320,25,70,66,92,95,85,45,60,30,50,80,20,60,0,0,5,8,0
321,60,65,70,95,5,70,35,40,60,10,5,10,30,50,95,70,8,0
322,50,75,75,98,98,80,65,55,95,40,90,15,50,0,0,10,3,0
323,30,85,78,99,99,75,60,50,65,45,92,22,45,0,0,15,3,0
324,5,90,10,99,40,95,35,65,25,35,20,5,60,10,95,20,2,0
325,45,95,25,85,5,55,40,40,95,40,90,60,90,35,90,5,4,0
326,5,65,45,85,85,95,95,90,70,75,55,50,30,25,20,5,1,0
327,5,70,40,75,75,90,95,95,90,70,85,45,80,20,95,5,1,0
328,80,85,95,98,40,80,15,50,70,60,75,30,35,5,5,10,5,0
329,65,80,10,80,50,70,95,95,10,85,80,65,50,30,5,5,9,0
330,75,92,30,70,50,60,60,75,48,45,90,40,55,10,20,5,7,0
331,95,85,90,95,70,75,50,55,40,35,25,30,20,15,5,10,2,0
332,45,90,5,65,55,30,85,5,25,10,65,50,95,85,20,95,9,0
333,10,95,5,75,5,50,20,30,55,25,70,40,75,25,95,5,3,0
334,20,95,10,80,5,45,35,35,80,50,95,55,70,30,55,5,3,0
335,15,95,5,60,45,35,30,5,5,10,5,60,40,90,95,90,6,0
336,70,85,40,95,15,65,5,25,20,5,70,10,95,40,85,75,1,0
337,95,90,50,95,25,80,5,50,40,55,65,35,45,15,10,5,4,0
338,75,95,20,80,5,40,15,5,75,15,95,55,60,90,10,65,1,0
339,50,95,30,85,10,55,10,20,40,5,95,10,50,25,5,15,7,0
340,45,88,59,76,95,30,60,5,3,19,50,60,90,95,35,92,8,0
341,95,78,22,90,12,65,81,38,70,5,7,28,50,70,95,95,8,0
342,65,85,80,70,68,95,72,75,95,48,88,18,40,5,3,25,9,0
343,50,95,10,80,3,50,5,18,40,3,95,10,60,20,15,10,6,0
344,5,60,35,75,58,95,68,80,70,60,75,45,80,25,95,5,1,0
345,30,95,5,65,15,20,50,5,95,20,90,70,50,95,10,70,0,0
346,10,60,20,95,35,85,30,45,25,10,3,5,45,10,95,10,1,0
347,60,70,20,40,25,5,65,10,95,45,85,90,40,95,5,70,0,0
348,70,95,40,60,5,30,30,40,90,40,95,80,70,40,50,5,4,0
349,15,80,60,95,85,75,45,55,70,35,95,15,45,5,5,5,3,0
350,30,95,40,80,20,60,50,10,90,20,85,70,60,95,5,85,0,0
351,20,65,50,95,45,85,40,40,50,10,10,5,45,5,95,10,1,0
352,5,98,60,90,95,75,95,55,85,18,70,5,88,30,65,40,7,0
353,15,75,45,95,80,70,25,50,75,40,95,10,35,5,5,20,3,0
354,70,70,90,95,35,90,65,65,95,65,90,25,50,5,5,5,9,0
355,40,90,75,95,85,70,75,55,95,30,70,10,30,5,5,10,3,0
356,25,85,60,50,95,25,25,5,5,25,50,60,90,90,20,95,8,0
357,75,65,95,95,5,90,35,50,80,10,5,5,10,35,85,70,8,0
358,35,90,30,60,60,25,55,5,65,30,95,65,80,95,5,80,8,0
359,95,95,55,85,30,50,20,15,55,5,75,30,35,45,5,25,6,0
360,5,95,58,92,25,67,2,35,1,1,45,3,47,30,6,25,6,0
361,62,98,44,55,1,20,25,12,99,15,97,58,78,42,80,2,4,0
362,15,79,29,95,42,50,30,2,3,12,56,58,98,97,28,94,8,0
363,76,99,45,82,2,65,22,51,82,44,99,42,61,25,34,1,4,0
364,2,93,49,98,82,84,52,41,26,2,2,14,37,38,98,43,7,0
